date,Taker Buy Ratio
2019-01-27,0.45188054
2019-01-28,0.48387481
2019-01-29,0.49015164
2019-01-30,0.50142056
2019-01-31,0.48236571
2019-02-01,0.51528545
2019-02-02,0.53694659
2019-02-03,0.45081836
2019-02-04,0.51052277
2019-02-05,0.49244774
2019-02-06,0.48088203
2019-02-07,0.50035217
2019-02-08,0.52014696
2019-02-09,0.50551587
2019-02-10,0.50534836
2019-02-11,0.47627326
2019-02-12,0.5084403
2019-02-13,0.46957122
2019-02-14,0.46880347
2019-02-15,0.51623537
2019-02-16,0.51870369
2019-02-17,0.50230844
2019-02-18,0.51957174
2019-02-19,0.50169227
2019-02-20,0.5161643
2019-02-21,0.47574065
2019-02-22,0.51541946
2019-02-23,0.50841368
2019-02-24,0.48763163
2019-02-25,0.51155659
2019-02-26,0.48258343
2019-02-27,0.49595381
2019-02-28,0.49386988
2019-03-01,0.5002158
2019-03-02,0.48006015
2019-03-03,0.4805015
2019-03-04,0.48661789
2019-03-05,0.53153699
2019-03-06,0.52039275
2019-03-07,0.49706026
2019-03-08,0.50417016
2019-03-09,0.50882837
2019-03-10,0.45353676
2019-03-11,0.49826968
2019-03-12,0.50622846
2019-03-13,0.4835999
2019-03-14,0.48939329
2019-03-15,0.5412348
2019-03-16,0.52067959
2019-03-17,0.48133154
2019-03-18,0.49407509
2019-03-19,0.51814134
2019-03-20,0.51015792
2019-03-21,0.43559995
2019-03-22,0.51415293
2019-03-23,0.50245558
2019-03-24,0.47318819
2019-03-25,0.4552328
2019-03-26,0.51203776
2019-03-27,0.55341737
2019-03-28,0.47996312
2019-03-29,0.52861228
2019-03-30,0.48489415
2019-03-31,0.501487
2019-04-01,0.4722885
2019-04-02,0.52595846
2019-04-03,0.49881847
2019-04-04,0.49145691
2019-04-05,0.51194767
2019-04-06,0.50491843
2019-04-07,0.50406798
2019-04-08,0.49567207
2019-04-09,0.4776854
2019-04-10,0.50433907
2019-04-11,0.47141836
2019-04-12,0.48394335
2019-04-13,0.48136076
2019-04-14,0.5468417
2019-04-15,0.44860766
2019-04-16,0.5291707
2019-04-17,0.50443746
2019-04-18,0.52405532
2019-04-19,0.4904566
2019-04-20,0.47247515
2019-04-21,0.46978052
2019-04-22,0.51139367
2019-04-23,0.48635665
2019-04-24,0.47294262
2019-04-25,0.43972648
2019-04-26,0.50828822
2019-04-27,0.50887972
2019-04-28,0.47716995
2019-04-29,0.48554917
2019-04-30,0.53955601
2019-05-01,0.47121483
2019-05-02,0.51176708
2019-05-03,0.51786645
2019-05-04,0.46301145
2019-05-05,0.49202673
2019-05-06,0.52541097
2019-05-07,0.49008512
2019-05-08,0.49760529
2019-05-09,0.49001399
2019-05-10,0.49320981
2019-05-11,0.5230189
2019-05-12,0.4913417
2019-05-13,0.50420168
2019-05-14,0.50590486
2019-05-15,0.51138413
2019-05-16,0.49462264
2019-05-17,0.47889302
2019-05-18,0.47070843
2019-05-19,0.5246326
2019-05-20,0.47819377
2019-05-21,0.49750758
2019-05-22,0.44434039
2019-05-23,0.46638461
2019-05-24,0.47724637
2019-05-25,0.50005606
2019-05-26,0.51461627
2019-05-27,0.48981661
2019-05-28,0.48147268
2019-05-29,0.49505988
2019-05-30,0.49006577
2019-05-31,0.4967774
2019-06-01,0.5019774
2019-06-02,0.49897857
2019-06-03,0.46038434
2019-06-04,0.48512178
2019-06-05,0.50343041
2019-06-06,0.4932051
2019-06-07,0.49008055
2019-06-08,0.47044997
2019-06-09,0.44907472
2019-06-10,0.54756598
2019-06-11,0.49631302
2019-06-12,0.52341174
2019-06-13,0.47624454
2019-06-14,0.53533309
2019-06-15,0.51430146
2019-06-16,0.49504542
2019-06-17,0.51255173
2019-06-18,0.46582861
2019-06-19,0.55500232
2019-06-20,0.51468637
2019-06-21,0.5166704
2019-06-22,0.51036987
2019-06-23,0.49047741
2019-06-24,0.50072943
2019-06-25,0.50433653
2019-06-26,0.51105919
2019-06-27,0.46558092
2019-06-28,0.51798402
2019-06-29,0.50769449
2019-06-30,0.44797542
2019-07-01,0.5159508
2019-07-02,0.50256004
2019-07-03,0.51018842
2019-07-04,0.46883584
2019-07-05,0.48783133
2019-07-06,0.4961579
2019-07-07,0.53696609
2019-07-08,0.51474479
2019-07-09,0.48273159
2019-07-10,0.45799228
2019-07-11,0.44352739
2019-07-12,0.50624544
2019-07-13,0.44651804
2019-07-14,0.50597191
2019-07-15,0.50788161
2019-07-16,0.46064194
2019-07-17,0.49972709
2019-07-18,0.50759729
2019-07-19,0.47847127
2019-07-20,0.51216554
2019-07-21,0.46889197
2019-07-22,0.45528446
2019-07-23,0.51150729
2019-07-24,0.50567647
2019-07-25,0.49527053
2019-07-26,0.50383673
2019-07-27,0.47156879
2019-07-28,0.51670671
2019-07-29,0.48434159
2019-07-30,0.52962777
2019-07-31,0.54463156
2019-08-01,0.50193159
2019-08-02,0.46882998
2019-08-03,0.5316956
2019-08-04,0.49462094
2019-08-05,0.51619467
2019-08-06,0.47728764
2019-08-07,0.47757958
2019-08-08,0.46105481
2019-08-09,0.44765292
2019-08-10,0.43761113
2019-08-11,0.53265926
2019-08-12,0.45720109
2019-08-13,0.45850987
2019-08-14,0.44632054
2019-08-15,0.50813743
2019-08-16,0.4834778
2019-08-17,0.48108499
2019-08-18,0.54041517
2019-08-19,0.50977868
2019-08-20,0.48300526
2019-08-21,0.4461064
2019-08-22,0.49702835
2019-08-23,0.50614252
2019-08-24,0.46502733
2019-08-25,0.46977854
2019-08-26,0.52340675
2019-08-27,0.44128194
2019-08-28,0.44966283
2019-08-29,0.50999026
2019-08-30,0.50114591
2019-08-31,0.51840243
2019-09-01,0.48693043
2019-09-02,0.53572666
2019-09-03,0.52041869
2019-09-04,0.47708131
2019-09-05,0.46171275
2019-09-06,0.4783093
2019-09-07,0.55182697
2019-09-08,0.49367382
2019-09-09,0.50903705
2019-09-10,0.48423013
2019-09-11,0.49245709
2019-09-12,0.52961012
2019-09-13,0.4976841
2019-09-14,0.55048337
2019-09-15,0.48695263
2019-09-16,0.50092329
2019-09-17,0.52860722
2019-09-18,0.49803511
2019-09-19,0.49888182
2019-09-20,0.48306594
2019-09-21,0.49547587
2019-09-22,0.48587289
2019-09-23,0.44211143
2019-09-24,0.47895443
2019-09-25,0.50360086
2019-09-26,0.48335435
2019-09-27,0.52403257
2019-09-28,0.47178468
2019-09-29,0.48194624
2019-09-30,0.52930229
2019-10-01,0.48284827
2019-10-02,0.52911321
2019-10-03,0.43869065
2019-10-04,0.55602632
2019-10-05,0.50531763
2019-10-06,0.46122491
2019-10-07,0.56682145
2019-10-08,0.47685312
2019-10-09,0.53634651
2019-10-10,0.46856557
2019-10-11,0.474068
2019-10-12,0.47337128
2019-10-13,0.50498948
2019-10-14,0.53005012
2019-10-15,0.46333429
2019-10-16,0.47507516
2019-10-17,0.5331398
2019-10-18,0.46570831
2019-10-19,0.49042505
2019-10-20,0.53763749
2019-10-21,0.48455213
2019-10-22,0.46770458
2019-10-23,0.45828802
2019-10-24,0.45708582
2019-10-25,0.53878674
2019-10-26,0.49178194
2019-10-27,0.50308593
2019-10-28,0.49990382
2019-10-29,0.52918861
2019-10-30,0.4477306
2019-10-31,0.51308646
2019-11-01,0.4963982
2019-11-02,0.52067477
2019-11-03,0.43940219
2019-11-04,0.57068845
2019-11-05,0.4931817
2019-11-06,0.47248967
2019-11-07,0.45644889
2019-11-08,0.46161366
2019-11-09,0.50696874
2019-11-10,0.5441142
2019-11-11,0.43422331
2019-11-12,0.51846054
2019-11-13,0.55906882
2019-11-14,0.42568891
2019-11-15,0.45825049
2019-11-16,0.53700261
2019-11-17,0.52853682
2019-11-18,0.41654868
2019-11-19,0.49114925
2019-11-20,0.49070668
2019-11-21,0.42890799
2019-11-22,0.4840858
2019-11-23,0.51941373
2019-11-24,0.46090942
2019-11-25,0.51799639
2019-11-26,0.48026891
2019-11-27,0.52178627
2019-11-28,0.44041099
2019-11-29,0.53548108
2019-11-30,0.4437324
2019-12-01,0.51947453
2019-12-02,0.45954106
2019-12-03,0.45544965
2019-12-04,0.48442484
2019-12-05,0.5048474
2019-12-06,0.49408076
2019-12-07,0.48699883
2019-12-08,0.51694516
2019-12-09,0.47810909
2019-12-10,0.4664369
2019-12-11,0.49481859
2019-12-12,0.502216
2019-12-13,0.49382016
2019-12-14,0.4779684
2019-12-15,0.50402518
2019-12-16,0.481694
2019-12-17,0.48378863
2019-12-18,0.49813833
2019-12-19,0.46092834
2019-12-20,0.51150908
2019-12-21,0.4919955
2019-12-22,0.53893067
2019-12-23,0.4870259
2019-12-24,0.50431989
2019-12-25,0.47655143
2019-12-26,0.51617417
2019-12-27,0.47951891
2019-12-28,0.51583044
2019-12-29,0.5090535
2019-12-30,0.47483681
2019-12-31,0.51929553
2020-01-01,0.51112912
2020-01-02,0.47930544
2020-01-03,0.50805087
2020-01-04,0.51133803
2020-01-05,0.50266146
2020-01-06,0.50255057
2020-01-07,0.49936578
2020-01-08,0.48401284
2020-01-09,0.49590911
2020-01-10,0.51503081
2020-01-11,0.49792348
2020-01-12,0.49610394
2020-01-13,0.48220809
2020-01-14,0.5068879
2020-01-15,0.50161543
2020-01-16,0.49147152
2020-01-17,0.50735024
2020-01-18,0.4977252
2020-01-19,0.48152548
2020-01-20,0.48943319
2020-01-21,0.51245418
2020-01-22,0.49336064
2020-01-23,0.46916815
2020-01-24,0.51253901
2020-01-25,0.48434278
2020-01-26,0.53781175
2020-01-27,0.49686076
2020-01-28,0.51086261
2020-01-29,0.48018607
2020-01-30,0.52809651
2020-01-31,0.47102541
2020-02-01,0.5239315
2020-02-02,0.49511448
2020-02-03,0.5020118
2020-02-04,0.47969362
2020-02-05,0.52558933
2020-02-06,0.51221152
2020-02-07,0.50480833
2020-02-08,0.50070528
2020-02-09,0.50427361
2020-02-10,0.49584192
2020-02-11,0.51772252
2020-02-12,0.51139889
2020-02-13,0.49933877
2020-02-14,0.51694131
2020-02-15,0.48489461
2020-02-16,0.48758295
2020-02-17,0.50419084
2020-02-18,0.50340903
2020-02-19,0.49391131
2020-02-20,0.5005464
2020-02-21,0.51151844
2020-02-22,0.49562598
2020-02-23,0.51773781
2020-02-24,0.48694677
2020-02-25,0.48341779
2020-02-26,0.4841739
2020-02-27,0.50136681
2020-02-28,0.49856653
2020-02-29,0.49267189
2020-03-01,0.50197922
2020-03-02,0.51898459
2020-03-03,0.49788654
2020-03-04,0.50000095
2020-03-05,0.51224249
2020-03-06,0.52911198
2020-03-07,0.50207424
2020-03-08,0.49360392
2020-03-09,0.50915175
2020-03-10,0.49921163
2020-03-11,0.50628192
2020-03-12,0.49804403
2020-03-13,0.50553736
2020-03-14,0.49862387
2020-03-15,0.48571682
2020-03-16,0.4818858
2020-03-17,0.49927528
2020-03-18,0.51164166
2020-03-19,0.50015148
2020-03-20,0.50197807
2020-03-21,0.49584114
2020-03-22,0.48092251
2020-03-23,0.5049853
2020-03-24,0.50590504
2020-03-25,0.48279689
2020-03-26,0.49581546
2020-03-27,0.49331785
2020-03-28,0.51531228
2020-03-29,0.43369577
2020-03-30,0.50891229
2020-03-31,0.49177224
2020-04-01,0.46774377
2020-04-02,0.52299305
2020-04-03,0.47397805
2020-04-04,0.50666696
2020-04-05,0.48787514
2020-04-06,0.50519918
2020-04-07,0.48480211
2020-04-08,0.51754886
2020-04-09,0.49066241
2020-04-10,0.49237084
2020-04-11,0.4904898
2020-04-12,0.50701908
2020-04-13,0.49456463
2020-04-14,0.48101803
2020-04-15,0.48631325
2020-04-16,0.50958305
2020-04-17,0.5025756
2020-04-18,0.50737425
2020-04-19,0.49263858
2020-04-20,0.49266912
2020-04-21,0.50325511
2020-04-22,0.50802785
2020-04-23,0.50559548
2020-04-24,0.50459278
2020-04-25,0.49828572
2020-04-26,0.50388742
2020-04-27,0.4928639
2020-04-28,0.49993251
2020-04-29,0.50631969
2020-04-30,0.49568457
2020-05-01,0.49878819
2020-05-02,0.50593053
2020-05-03,0.49124841
2020-05-04,0.50686091
2020-05-05,0.4995982
2020-05-06,0.50268432
2020-05-07,0.51647784
2020-05-08,0.50174102
2020-05-09,0.49791607
2020-05-10,0.49960146
2020-05-11,0.4926371
2020-05-12,0.50837653
2020-05-13,0.51779583
2020-05-14,0.50631092
2020-05-15,0.49455398
2020-05-16,0.5032594
2020-05-17,0.5155978
2020-05-18,0.5092653
2020-05-19,0.50514206
2020-05-20,0.49907675
2020-05-21,0.49128043
2020-05-22,0.50601567
2020-05-23,0.4927051
2020-05-24,0.49851287
2020-05-25,0.50367538
2020-05-26,0.49172444
2020-05-27,0.5054756
2020-05-28,0.51445129
2020-05-29,0.49934233
2020-05-30,0.50635648
2020-05-31,0.49915527
2020-06-01,0.50244173
2020-06-02,0.49844291
2020-06-03,0.50311463
2020-06-04,0.49796509
2020-06-05,0.49722428
2020-06-06,0.51257942
2020-06-07,0.50101561
2020-06-08,0.50978146
2020-06-09,0.4986098
2020-06-10,0.50582237
2020-06-11,0.49093288
2020-06-12,0.50372085
2020-06-13,0.51709806
2020-06-14,0.48325063
2020-06-15,0.50429665
2020-06-16,0.50486316
2020-06-17,0.50398753
2020-06-18,0.50031693
2020-06-19,0.50114107
2020-06-20,0.4901695
2020-06-21,0.5030361
2020-06-22,0.5192389
2020-06-23,0.50172766
2020-06-24,0.49549193
2020-06-25,0.50180757
2020-06-26,0.50177408
2020-06-27,0.49259953
2020-06-28,0.50829292
2020-06-29,0.49840338
2020-06-30,0.49418597
2020-07-01,0.51644362
2020-07-02,0.48659831
2020-07-03,0.48747738
2020-07-04,0.52734637
2020-07-05,0.49545805
2020-07-06,0.51943551
2020-07-07,0.50516767
2020-07-08,0.5091298
2020-07-09,0.49551512
2020-07-10,0.49587346
2020-07-11,0.49000424
2020-07-12,0.50526906
2020-07-13,0.5110306
2020-07-14,0.51369831
2020-07-15,0.48309926
2020-07-16,0.49050401
2020-07-17,0.49319574
2020-07-18,0.51851252
2020-07-19,0.50359455
2020-07-20,0.49467865
2020-07-21,0.51468724
2020-07-22,0.50243686
2020-07-23,0.50670989
2020-07-24,0.49925428
2020-07-25,0.5093187
2020-07-26,0.50985828
2020-07-27,0.5068747
2020-07-28,0.51001984
2020-07-29,0.50779764
2020-07-30,0.51238032
2020-07-31,0.5170307
2020-08-01,0.51346159
2020-08-02,0.51606005
2020-08-03,0.51153748
2020-08-04,0.5136445
2020-08-05,0.51551377
2020-08-06,0.50694235
2020-08-07,0.5043748
2020-08-08,0.51183951
2020-08-09,0.50377761
2020-08-10,0.51000061
2020-08-11,0.50322247
2020-08-12,0.51309371
2020-08-13,0.51490065
2020-08-14,0.52204166
2020-08-15,0.51619295
2020-08-16,0.51407356
2020-08-17,0.51254489
2020-08-18,0.50064951
2020-08-19,0.50021805
2020-08-20,0.51204485
2020-08-21,0.50388663
2020-08-22,0.51341971
2020-08-23,0.51451638
2020-08-24,0.51551254
2020-08-25,0.49596933
2020-08-26,0.51021444
2020-08-27,0.50822718
2020-08-28,0.51205359
2020-08-29,0.50983394
2020-08-30,0.5227505
2020-08-31,0.51121346
2020-09-01,0.51873613
2020-09-02,0.50798767
2020-09-03,0.50818754
2020-09-04,0.5105891
2020-09-05,0.50613507
2020-09-06,0.51236061
2020-09-07,0.49453577
2020-09-08,0.49332884
2020-09-09,0.50157098
2020-09-10,0.49219155
2020-09-11,0.49083276
2020-09-12,0.49352481
2020-09-13,0.48813403
2020-09-14,0.49775537
2020-09-15,0.49299665
2020-09-16,0.48905612
2020-09-17,0.49498509
2020-09-18,0.49327416
2020-09-19,0.48861882
2020-09-20,0.49206691
2020-09-21,0.48812977
2020-09-22,0.49040792
2020-09-23,0.48740042
2020-09-24,0.49794858
2020-09-25,0.49321132
2020-09-26,0.49042314
2020-09-27,0.49746514
2020-09-28,0.49860406
2020-09-29,0.49164033
2020-09-30,0.49354963
2020-10-01,0.49638333
2020-10-02,0.49544024
2020-10-03,0.48712629
2020-10-04,0.49951985
2020-10-05,0.50401602
2020-10-06,0.49585425
2020-10-07,0.50475099
2020-10-08,0.489438
2020-10-09,0.50007292
2020-10-10,0.50962117
2020-10-11,0.51339139
2020-10-12,0.50934825
2020-10-13,0.50246438
2020-10-14,0.50082512
2020-10-15,0.50986606
2020-10-16,0.50143371
2020-10-17,0.50269305
2020-10-18,0.50705836
2020-10-19,0.50003298
2020-10-20,0.50486673
2020-10-21,0.51196904
2020-10-22,0.51035751
2020-10-23,0.50376049
2020-10-24,0.51206492
2020-10-25,0.50921567
2020-10-26,0.50837478
2020-10-27,0.51085988
2020-10-28,0.49824923
2020-10-29,0.49991566
2020-10-30,0.4994761
2020-10-31,0.50733958
2020-11-01,0.50030629
2020-11-02,0.50060954
2020-11-03,0.50579719
2020-11-04,0.50178633
2020-11-05,0.50673562
2020-11-06,0.50099997
2020-11-07,0.50659103
2020-11-08,0.50933316
2020-11-09,0.50671866
2020-11-10,0.50268291
2020-11-11,0.50965596
