date,timestamp_utc,Market Cap
2018-03-13,2018-03-13T00:00:00Z,67387585289.60344
2018-03-14,2018-03-14T00:00:00Z,60217046048.46881
2018-03-15,2018-03-15T00:00:00Z,59915031248.26541
2018-03-16,2018-03-16T00:00:00Z,58895141437.900604
2018-03-17,2018-03-17T00:00:00Z,53839480092.42607
2018-03-18,2018-03-18T00:00:00Z,52779218755.28999
2018-03-19,2018-03-19T00:00:00Z,54614972200.089264
2018-03-20,2018-03-20T00:00:00Z,54729790156.38644
2018-03-21,2018-03-21T00:00:00Z,54969142787.40816
2018-03-22,2018-03-22T00:00:00Z,53058393194.05532
2018-03-23,2018-03-23T00:00:00Z,53472674655.695335
2018-03-24,2018-03-24T00:00:00Z,51110632487.389694
2018-03-25,2018-03-25T00:00:00Z,51493161507.84637
2018-03-26,2018-03-26T00:00:00Z,47792915695.71236
2018-03-27,2018-03-27T00:00:00Z,44179194589.38795
2018-03-28,2018-03-28T00:00:00Z,43925404334.987465
2018-03-29,2018-03-29T00:00:00Z,37799135340.77351
2018-03-30,2018-03-30T00:00:00Z,38686108798.96616
2018-03-31,2018-03-31T00:00:00Z,38759141324.56722
2018-04-01,2018-04-01T00:00:00Z,37297222053.12889
2018-04-02,2018-04-02T00:00:00Z,37905991069.33556
2018-04-03,2018-04-03T00:00:00Z,40949584423.04434
2018-04-04,2018-04-04T00:00:00Z,37314125652.34581
2018-04-05,2018-04-05T00:00:00Z,37601741835.63662
2018-04-06,2018-04-06T00:00:00Z,36431044969.68829
2018-04-07,2018-04-07T00:00:00Z,37941824921.578415
2018-04-08,2018-04-08T00:00:00Z,39500676751.26623
2018-04-09,2018-04-09T00:00:00Z,39384324929.0452
2018-04-10,2018-04-10T00:00:00Z,41046315641.25273
2018-04-11,2018-04-11T00:00:00Z,42474928227.50739
2018-04-12,2018-04-12T00:00:00Z,48796294558.00757
2018-04-13,2018-04-13T00:00:00Z,48957379272.09152
2018-04-14,2018-04-14T00:00:00Z,49658081091.26371
2018-04-15,2018-04-15T00:00:00Z,52765449971.2656
2018-04-16,2018-04-16T00:00:00Z,50551456183.089874
2018-04-17,2018-04-17T00:00:00Z,49665716361.33608
2018-04-18,2018-04-18T00:00:00Z,51997331760.30323
2018-04-19,2018-04-19T00:00:00Z,56106496996.06051
2018-04-20,2018-04-20T00:00:00Z,61039930522.91929
2018-04-21,2018-04-21T00:00:00Z,59841207795.58828
2018-04-22,2018-04-22T00:00:00Z,61437257035.72669
2018-04-23,2018-04-23T00:00:00Z,63817547360.255005
2018-04-24,2018-04-24T00:00:00Z,69613824662.42114
2018-04-25,2018-04-25T00:00:00Z,61186408516.01498
2018-04-26,2018-04-26T00:00:00Z,65498394772.90144
2018-04-27,2018-04-27T00:00:00Z,63714631556.100685
2018-04-28,2018-04-28T00:00:00Z,67713520039.65317
2018-04-29,2018-04-29T00:00:00Z,68328009186.336685
2018-04-30,2018-04-30T00:00:00Z,66461163149.952
2018-05-01,2018-05-01T00:00:00Z,66608054422.17201
2018-05-02,2018-05-02T00:00:00Z,68057795460.81362
2018-05-03,2018-05-03T00:00:00Z,77187218726.01257
2018-05-04,2018-05-04T00:00:00Z,77810756045.31322
2018-05-05,2018-05-05T00:00:00Z,81187524056.73953
2018-05-06,2018-05-06T00:00:00Z,78256879635.61821
2018-05-07,2018-05-07T00:00:00Z,74703879682.97823
2018-05-08,2018-05-08T00:00:00Z,74332038554.5939
2018-05-09,2018-05-09T00:00:00Z,74560244722.88467
2018-05-10,2018-05-10T00:00:00Z,71852520187.74873
2018-05-11,2018-05-11T00:00:00Z,67350537293.70202
2018-05-12,2018-05-12T00:00:00Z,67980159009.81176
2018-05-13,2018-05-13T00:00:00Z,72496748219.39754
2018-05-14,2018-05-14T00:00:00Z,72335973114.74602
2018-05-15,2018-05-15T00:00:00Z,70116696755.10603
2018-05-16,2018-05-16T00:00:00Z,70292603927.28835
2018-05-17,2018-05-17T00:00:00Z,66452358224.881424
2018-05-18,2018-05-18T00:00:00Z,68996250720.04457
2018-05-19,2018-05-19T00:00:00Z,69268480169.76508
2018-05-20,2018-05-20T00:00:00Z,71142209231.07301
2018-05-21,2018-05-21T00:00:00Z,69333553520.37112
2018-05-22,2018-05-22T00:00:00Z,63789200114.13626
2018-05-23,2018-05-23T00:00:00Z,57499125904.4021
2018-05-24,2018-05-24T00:00:00Z,60035343057.823975
2018-05-25,2018-05-25T00:00:00Z,58351853928.35981
2018-05-26,2018-05-26T00:00:00Z,58387089771.73722
2018-05-27,2018-05-27T00:00:00Z,56855327770.05684
2018-05-28,2018-05-28T00:00:00Z,51011922615.80904
2018-05-29,2018-05-29T00:00:00Z,56558145216.56744
2018-05-30,2018-05-30T00:00:00Z,55556369661.033485
2018-05-31,2018-05-31T00:00:00Z,57582513713.33057
2018-06-01,2018-06-01T00:00:00Z,57789347288.52281
2018-06-02,2018-06-02T00:00:00Z,58957287228.76472
2018-06-03,2018-06-03T00:00:00Z,61825248818.15112
2018-06-04,2018-06-04T00:00:00Z,59034103110.47978
2018-06-05,2018-06-05T00:00:00Z,60809977613.66731
2018-06-06,2018-06-06T00:00:00Z,60623773862.68408
2018-06-07,2018-06-07T00:00:00Z,60428981085.59814
2018-06-08,2018-06-08T00:00:00Z,59890832139.89124
2018-06-09,2018-06-09T00:00:00Z,59281821955.03531
2018-06-10,2018-06-10T00:00:00Z,52467126877.07553
2018-06-11,2018-06-11T00:00:00Z,53153177506.523285
2018-06-12,2018-06-12T00:00:00Z,49440817798.42745
2018-06-13,2018-06-13T00:00:00Z,47599638189.31232
2018-06-14,2018-06-14T00:00:00Z,52008886272.71846
2018-06-15,2018-06-15T00:00:00Z,48788258978.9155
2018-06-16,2018-06-16T00:00:00Z,49759374814.36902
2018-06-17,2018-06-17T00:00:00Z,49757872602.77081
2018-06-18,2018-06-18T00:00:00Z,51852400112.95666
2018-06-19,2018-06-19T00:00:00Z,53935309553.79368
2018-06-20,2018-06-20T00:00:00Z,53724229035.225945
2018-06-21,2018-06-21T00:00:00Z,52667548098.24629
2018-06-22,2018-06-22T00:00:00Z,46323787613.0468
2018-06-23,2018-06-23T00:00:00Z,47491226172.88589
2018-06-24,2018-06-24T00:00:00Z,45608587304.49597
2018-06-25,2018-06-25T00:00:00Z,46007375793.28336
2018-06-26,2018-06-26T00:00:00Z,43064944494.59804
2018-06-27,2018-06-27T00:00:00Z,44311925267.23087
2018-06-28,2018-06-28T00:00:00Z,42173618094.12227
2018-06-29,2018-06-29T00:00:00Z,43677435884.32432
2018-06-30,2018-06-30T00:00:00Z,45561489679.21017
2018-07-01,2018-07-01T00:00:00Z,45384108316.44521
2018-07-02,2018-07-02T00:00:00Z,47857040581.89796
2018-07-03,2018-07-03T00:00:00Z,46399912026.85779
2018-07-04,2018-07-04T00:00:00Z,46921562711.91356
2018-07-05,2018-07-05T00:00:00Z,47002497339.24107
2018-07-06,2018-07-06T00:00:00Z,47243154517.94354
2018-07-07,2018-07-07T00:00:00Z,48887768583.78972
2018-07-08,2018-07-08T00:00:00Z,48928267638.949486
2018-07-09,2018-07-09T00:00:00Z,47416743046.67921
2018-07-10,2018-07-10T00:00:00Z,43514067018.13923
2018-07-11,2018-07-11T00:00:00Z,44752907640.56497
2018-07-12,2018-07-12T00:00:00Z,43384964180.41221
2018-07-13,2018-07-13T00:00:00Z,43557164293.53261
2018-07-14,2018-07-14T00:00:00Z,43646149283.607445
2018-07-15,2018-07-15T00:00:00Z,45278187973.24292
2018-07-16,2018-07-16T00:00:00Z,48226997188.26751
2018-07-17,2018-07-17T00:00:00Z,50264298138.17304
2018-07-18,2018-07-18T00:00:00Z,48263092050.39311
2018-07-19,2018-07-19T00:00:00Z,47229173041.45357
2018-07-20,2018-07-20T00:00:00Z,45165848370.07428
2018-07-21,2018-07-21T00:00:00Z,46449107514.0035
2018-07-22,2018-07-22T00:00:00Z,46171872106.05692
2018-07-23,2018-07-23T00:00:00Z,45353197432.345566
2018-07-24,2018-07-24T00:00:00Z,48448358888.7758
2018-07-25,2018-07-25T00:00:00Z,47628656469.72843
2018-07-26,2018-07-26T00:00:00Z,46657711657.76474
2018-07-27,2018-07-27T00:00:00Z,47459641084.95212
2018-07-28,2018-07-28T00:00:00Z,47366041578.87497
2018-07-29,2018-07-29T00:00:00Z,47109034440.652336
2018-07-30,2018-07-30T00:00:00Z,46091414785.87128
2018-07-31,2018-07-31T00:00:00Z,43673048549.3301
2018-08-01,2018-08-01T00:00:00Z,42475002339.775215
2018-08-02,2018-08-02T00:00:00Z,41507132402.76472
2018-08-03,2018-08-03T00:00:00Z,42215938631.22676
2018-08-04,2018-08-04T00:00:00Z,41159235775.24551
2018-08-05,2018-08-05T00:00:00Z,41347239651.51966
2018-08-06,2018-08-06T00:00:00Z,40990147100.79565
2018-08-07,2018-08-07T00:00:00Z,38241756640.836494
2018-08-08,2018-08-08T00:00:00Z,35989464304.51302
2018-08-09,2018-08-09T00:00:00Z,36781123779.80917
2018-08-10,2018-08-10T00:00:00Z,33584244623.31132
2018-08-11,2018-08-11T00:00:00Z,32186079045.619778
2018-08-12,2018-08-12T00:00:00Z,32217053851.99887
2018-08-13,2018-08-13T00:00:00Z,28768250108.714905
2018-08-14,2018-08-14T00:00:00Z,28253255615.08087
2018-08-15,2018-08-15T00:00:00Z,28499396831.074924
2018-08-16,2018-08-16T00:00:00Z,29088052829.962048
2018-08-17,2018-08-17T00:00:00Z,32193011269.770657
2018-08-18,2018-08-18T00:00:00Z,29973104089.91578
2018-08-19,2018-08-19T00:00:00Z,30386013594.831463
2018-08-20,2018-08-20T00:00:00Z,27460448633.0687
2018-08-21,2018-08-21T00:00:00Z,28542242559.566746
2018-08-22,2018-08-22T00:00:00Z,27460837054.091644
2018-08-23,2018-08-23T00:00:00Z,28015239754.471085
2018-08-24,2018-08-24T00:00:00Z,28560344398.22277
2018-08-25,2018-08-25T00:00:00Z,28186212051.12362
2018-08-26,2018-08-26T00:00:00Z,27859683886.050846
2018-08-27,2018-08-27T00:00:00Z,29261034054.67563
2018-08-28,2018-08-28T00:00:00Z,29993823686.30028
2018-08-29,2018-08-29T00:00:00Z,29329483571.5125
2018-08-30,2018-08-30T00:00:00Z,28875604175.344566
2018-08-31,2018-08-31T00:00:00Z,28616129229.86624
2018-09-01,2018-09-01T00:00:00Z,30063026727.61726
2018-09-02,2018-09-02T00:00:00Z,30037709677.025967
2018-09-03,2018-09-03T00:00:00Z,29408787210.234142
2018-09-04,2018-09-04T00:00:00Z,28941994527.12025
2018-09-05,2018-09-05T00:00:00Z,23222512654.795773
2018-09-06,2018-09-06T00:00:00Z,23344741587.967472
2018-09-07,2018-09-07T00:00:00Z,21909247697.27144
2018-09-08,2018-09-08T00:00:00Z,20040401816.314724
2018-09-09,2018-09-09T00:00:00Z,19949179406.20028
2018-09-10,2018-09-10T00:00:00Z,20087986958.433346
2018-09-11,2018-09-11T00:00:00Z,18869575320.869
2018-09-12,2018-09-12T00:00:00Z,18654758689.649864
2018-09-13,2018-09-13T00:00:00Z,21497196161.530994
2018-09-14,2018-09-14T00:00:00Z,21288955820.614048
2018-09-15,2018-09-15T00:00:00Z,22579346596.022137
2018-09-16,2018-09-16T00:00:00Z,22457300565.70344
2018-09-17,2018-09-17T00:00:00Z,19985330806.759403
2018-09-18,2018-09-18T00:00:00Z,21251898983.3722
2018-09-19,2018-09-19T00:00:00Z,21414140243.5678
2018-09-20,2018-09-20T00:00:00Z,22915317958.889606
2018-09-21,2018-09-21T00:00:00Z,25272205645.9566
2018-09-22,2018-09-22T00:00:00Z,24598661990.09679
2018-09-23,2018-09-23T00:00:00Z,24973249602.711582
2018-09-24,2018-09-24T00:00:00Z,23278315724.252945
2018-09-25,2018-09-25T00:00:00Z,22412440225.389027
2018-09-26,2018-09-26T00:00:00Z,21909436366.62928
2018-09-27,2018-09-27T00:00:00Z,23427452433.45975
2018-09-28,2018-09-28T00:00:00Z,22638948213.95716
2018-09-29,2018-09-29T00:00:00Z,23643742034.75592
2018-09-30,2018-09-30T00:00:00Z,23814863062.23876
2018-10-01,2018-10-01T00:00:00Z,23684753688.81881
2018-10-02,2018-10-02T00:00:00Z,23100674684.45755
2018-10-03,2018-10-03T00:00:00Z,22593008722.43754
2018-10-04,2018-10-04T00:00:00Z,22765713474.136
2018-10-05,2018-10-05T00:00:00Z,23212963127.05039
2018-10-06,2018-10-06T00:00:00Z,23000543510.66717
2018-10-07,2018-10-07T00:00:00Z,23127693202.005222
2018-10-08,2018-10-08T00:00:00Z,23448366601.63213
2018-10-09,2018-10-09T00:00:00Z,23196607969.328804
2018-10-10,2018-10-10T00:00:00Z,23138236435.870964
2018-10-11,2018-10-11T00:00:00Z,19372429640.214417
2018-10-12,2018-10-12T00:00:00Z,20016858433.76532
2018-10-13,2018-10-13T00:00:00Z,20479584309.29489
2018-10-14,2018-10-14T00:00:00Z,19809456947.51967
2018-10-15,2018-10-15T00:00:00Z,21295095913.8846
2018-10-16,2018-10-16T00:00:00Z,21284649116.14582
2018-10-17,2018-10-17T00:00:00Z,21804184849.92563
2018-10-18,2018-10-18T00:00:00Z,20660684672.22909
2018-10-19,2018-10-19T00:00:00Z,20802614129.886147
2018-10-20,2018-10-20T00:00:00Z,21340710400.416386
2018-10-21,2018-10-21T00:00:00Z,21136901099.95344
2018-10-22,2018-10-22T00:00:00Z,20705849622.25411
2018-10-23,2018-10-23T00:00:00Z,21056399483.21347
2018-10-24,2018-10-24T00:00:00Z,21092854882.78021
2018-10-25,2018-10-25T00:00:00Z,20489306070.154053
2018-10-26,2018-10-26T00:00:00Z,20785946116.79708
2018-10-27,2018-10-27T00:00:00Z,20825621964.4212
2018-10-28,2018-10-28T00:00:00Z,21082050520.14286
2018-10-29,2018-10-29T00:00:00Z,20049485974.865643
2018-10-30,2018-10-30T00:00:00Z,20128085950.66554
2018-10-31,2018-10-31T00:00:00Z,20438297880.83304
2018-11-01,2018-11-01T00:00:00Z,20517945580.293674
2018-11-02,2018-11-02T00:00:00Z,20606103349.94593
2018-11-03,2018-11-03T00:00:00Z,20594335149.00197
2018-11-04,2018-11-04T00:00:00Z,21780905579.10846
2018-11-05,2018-11-05T00:00:00Z,21692447623.57332
2018-11-06,2018-11-06T00:00:00Z,22703290073.835213
2018-11-07,2018-11-07T00:00:00Z,22462858947.78221
2018-11-08,2018-11-08T00:00:00Z,21690575819.62165
2018-11-09,2018-11-09T00:00:00Z,21619678732.924305
2018-11-10,2018-11-10T00:00:00Z,21983340489.142136
2018-11-11,2018-11-11T00:00:00Z,21922686145.452614
2018-11-12,2018-11-12T00:00:00Z,21916310609.1511
2018-11-13,2018-11-13T00:00:00Z,21216295520.456272
2018-11-14,2018-11-14T00:00:00Z,19068058984.0112
2018-11-15,2018-11-15T00:00:00Z,18505127549.189564
2018-11-16,2018-11-16T00:00:00Z,18261395017.49753
2018-11-17,2018-11-17T00:00:00Z,18118693753.769268
2018-11-18,2018-11-18T00:00:00Z,18236573552.386314
2018-11-19,2018-11-19T00:00:00Z,15323871921.624666
2018-11-20,2018-11-20T00:00:00Z,13471124355.202229
2018-11-21,2018-11-21T00:00:00Z,14062461785.894833
2018-11-22,2018-11-22T00:00:00Z,12892839072.463177
2018-11-23,2018-11-23T00:00:00Z,12539919366.51434
2018-11-24,2018-11-24T00:00:00Z,11566904779.106691
2018-11-25,2018-11-25T00:00:00Z,12114877387.058372
2018-11-26,2018-11-26T00:00:00Z,11194355844.35822
2018-11-27,2018-11-27T00:00:00Z,11494631698.58003
2018-11-28,2018-11-28T00:00:00Z,12644925275.716885
2018-11-29,2018-11-29T00:00:00Z,12193318417.813349
2018-11-30,2018-11-30T00:00:00Z,11693850953.286291
2018-12-01,2018-12-01T00:00:00Z,12207563554.595242
2018-12-02,2018-12-02T00:00:00Z,12062089651.660364
2018-12-03,2018-12-03T00:00:00Z,11204525010.849655
2018-12-04,2018-12-04T00:00:00Z,11343770029.298271
2018-12-05,2018-12-05T00:00:00Z,10462721212.500507
2018-12-06,2018-12-06T00:00:00Z,9436025090.277006
2018-12-07,2018-12-07T00:00:00Z,9656295298.2425
2018-12-08,2018-12-08T00:00:00Z,9402142621.685846
2018-12-09,2018-12-09T00:00:00Z,9897631430.1776
2018-12-10,2018-12-10T00:00:00Z,9371493347.745968
2018-12-11,2018-12-11T00:00:00Z,9241956808.934734
2018-12-12,2018-12-12T00:00:00Z,9247160667.39549
2018-12-13,2018-12-13T00:00:00Z,9038187748.942833
2018-12-14,2018-12-14T00:00:00Z,8659492534.338947
2018-12-15,2018-12-15T00:00:00Z,8705237043.181997
2018-12-16,2018-12-16T00:00:00Z,8804919235.558434
2018-12-17,2018-12-17T00:00:00Z,9826570360.050684
2018-12-18,2018-12-18T00:00:00Z,10508035801.17805
2018-12-19,2018-12-19T00:00:00Z,10553465053.593742
2018-12-20,2018-12-20T00:00:00Z,12161294525.493984
2018-12-21,2018-12-21T00:00:00Z,11569736969.368876
2018-12-22,2018-12-22T00:00:00Z,12366656391.588709
2018-12-23,2018-12-23T00:00:00Z,13589185305.60068
2018-12-24,2018-12-24T00:00:00Z,14492745147.307766
2018-12-25,2018-12-25T00:00:00Z,13431333064.681973
2018-12-26,2018-12-26T00:00:00Z,13527775662.566214
2018-12-27,2018-12-27T00:00:00Z,11949461350.177774
2018-12-28,2018-12-28T00:00:00Z,14648163967.536757
2018-12-29,2018-12-29T00:00:00Z,14408675706.633615
2018-12-30,2018-12-30T00:00:00Z,14833879669.635689
2018-12-31,2018-12-31T00:00:00Z,14015447391.69136
2019-01-01,2019-01-01T00:00:00Z,15063276658.66377
2019-01-02,2019-01-02T00:00:00Z,15985989247.923256
2019-01-03,2019-01-03T00:00:00Z,15416963103.979095
2019-01-04,2019-01-04T00:00:00Z,15893188503.127396
2019-01-05,2019-01-05T00:00:00Z,15939666002.39555
2019-01-06,2019-01-06T00:00:00Z,16254618324.247242
2019-01-07,2019-01-07T00:00:00Z,15756493376.157137
2019-01-08,2019-01-08T00:00:00Z,15556587524.473503
2019-01-09,2019-01-09T00:00:00Z,15836060379.876007
2019-01-10,2019-01-10T00:00:00Z,13310811452.474966
2019-01-11,2019-01-11T00:00:00Z,13177887634.321972
2019-01-12,2019-01-12T00:00:00Z,13215699077.66086
2019-01-13,2019-01-13T00:00:00Z,12030211171.208796
2019-01-14,2019-01-14T00:00:00Z,13463094296.309906
2019-01-15,2019-01-15T00:00:00Z,12546028925.743206
2019-01-16,2019-01-16T00:00:00Z,12761932168.525406
2019-01-17,2019-01-17T00:00:00Z,12769971506.235529
2019-01-18,2019-01-18T00:00:00Z,12496971292.228168
2019-01-19,2019-01-19T00:00:00Z,12908576207.60597
2019-01-20,2019-01-20T00:00:00Z,12445149812.814903
2019-01-21,2019-01-21T00:00:00Z,12260443041.077175
2019-01-22,2019-01-22T00:00:00Z,12381545329.466318
2019-01-23,2019-01-23T00:00:00Z,12292549309.693176
2019-01-24,2019-01-24T00:00:00Z,12366431119.505848
2019-01-25,2019-01-25T00:00:00Z,12134616785.568804
2019-01-26,2019-01-26T00:00:00Z,12271616638.35425
2019-01-27,2019-01-27T00:00:00Z,11826490229.894054
2019-01-28,2019-01-28T00:00:00Z,11139171199.081272
2019-01-29,2019-01-29T00:00:00Z,11068819452.94859
2019-01-30,2019-01-30T00:00:00Z,11486482251.428474
2019-01-31,2019-01-31T00:00:00Z,11323551375.056856
2019-02-01,2019-02-01T00:00:00Z,11305991694.986698
2019-02-02,2019-02-02T00:00:00Z,11758870190.039026
2019-02-03,2019-02-03T00:00:00Z,11290592941.439718
2019-02-04,2019-02-04T00:00:00Z,11125500150.040571
2019-02-05,2019-02-05T00:00:00Z,11121003015.658386
2019-02-06,2019-02-06T00:00:00Z,10894712037.064322
2019-02-07,2019-02-07T00:00:00Z,10933833018.301365
2019-02-08,2019-02-08T00:00:00Z,12412845991.137856
2019-02-09,2019-02-09T00:00:00Z,12542621729.578983
2019-02-10,2019-02-10T00:00:00Z,13029188586.938805
2019-02-11,2019-02-11T00:00:00Z,12737885545.92444
2019-02-12,2019-02-12T00:00:00Z,12991810893.886345
2019-02-13,2019-02-13T00:00:00Z,12802693840.8245
2019-02-14,2019-02-14T00:00:00Z,12679714351.091673
2019-02-15,2019-02-15T00:00:00Z,12773416653.53338
2019-02-16,2019-02-16T00:00:00Z,12742590409.133877
2019-02-17,2019-02-17T00:00:00Z,14128293762.096014
2019-02-18,2019-02-18T00:00:00Z,15530583772.453735
2019-02-19,2019-02-19T00:00:00Z,15247476441.380642
2019-02-20,2019-02-20T00:00:00Z,15744699604.458952
2019-02-21,2019-02-21T00:00:00Z,15265691049.587128
2019-02-22,2019-02-22T00:00:00Z,15859233289.272203
2019-02-23,2019-02-23T00:00:00Z,16799197484.816322
2019-02-24,2019-02-24T00:00:00Z,13883779169.609304
2019-02-25,2019-02-25T00:00:00Z,14580096903.328629
2019-02-26,2019-02-26T00:00:00Z,14318323752.0793
2019-02-27,2019-02-27T00:00:00Z,14365220898.008265
2019-02-28,2019-02-28T00:00:00Z,14469839246.089352
2019-03-01,2019-03-01T00:00:00Z,14545529632.62389
2019-03-02,2019-03-02T00:00:00Z,13929524911.31262
2019-03-03,2019-03-03T00:00:00Z,13985388791.563663
2019-03-04,2019-03-04T00:00:00Z,13413735603.597046
2019-03-05,2019-03-05T00:00:00Z,14522122407.75735
2019-03-06,2019-03-06T00:00:00Z,14476730967.61896
2019-03-07,2019-03-07T00:00:00Z,14433944160.896269
2019-03-08,2019-03-08T00:00:00Z,14073308259.301254
2019-03-09,2019-03-09T00:00:00Z,14571942596.178907
2019-03-10,2019-03-10T00:00:00Z,14291375217.521845
2019-03-11,2019-03-11T00:00:00Z,13919119509.863176
2019-03-12,2019-03-12T00:00:00Z,14039371018.20365
2019-03-13,2019-03-13T00:00:00Z,13832486305.442816
2019-03-14,2019-03-14T00:00:00Z,14134394763.376295
2019-03-15,2019-03-15T00:00:00Z,14380933715.224607
2019-03-16,2019-03-16T00:00:00Z,15080324177.06669
2019-03-17,2019-03-17T00:00:00Z,14582190496.19222
2019-03-18,2019-03-18T00:00:00Z,14637457867.148802
2019-03-19,2019-03-19T00:00:00Z,14605748039.42515
2019-03-20,2019-03-20T00:00:00Z,14807596035.591108
2019-03-21,2019-03-21T00:00:00Z,14311775127.43945
2019-03-22,2019-03-22T00:00:00Z,14489699809.065865
2019-03-23,2019-03-23T00:00:00Z,14399187940.78966
2019-03-24,2019-03-24T00:00:00Z,14507716601.09477
2019-03-25,2019-03-25T00:00:00Z,14262056511.71894
2019-03-26,2019-03-26T00:00:00Z,14246899935.536394
2019-03-27,2019-03-27T00:00:00Z,14737131272.882948
2019-03-28,2019-03-28T00:00:00Z,14505066387.898922
2019-03-29,2019-03-29T00:00:00Z,15407631541.302849
2019-03-30,2019-03-30T00:00:00Z,15245984997.063898
2019-03-31,2019-03-31T00:00:00Z,15125848947.03029
2019-04-01,2019-04-01T00:00:00Z,15045507938.04802
2019-04-02,2019-04-02T00:00:00Z,17442488914.090508
2019-04-03,2019-04-03T00:00:00Z,16949256916.708843
2019-04-04,2019-04-04T00:00:00Z,16654022589.684849
2019-04-05,2019-04-05T00:00:00Z,17540086398.562004
2019-04-06,2019-04-06T00:00:00Z,17628691969.728046
2019-04-07,2019-04-07T00:00:00Z,18624825873.95615
2019-04-08,2019-04-08T00:00:00Z,19128097641.445698
2019-04-09,2019-04-09T00:00:00Z,18586919008.19636
2019-04-10,2019-04-10T00:00:00Z,18731287908.28165
2019-04-11,2019-04-11T00:00:00Z,17439484575.693237
2019-04-12,2019-04-12T00:00:00Z,17448022621.310776
2019-04-13,2019-04-13T00:00:00Z,17432765884.96068
2019-04-14,2019-04-14T00:00:00Z,17861663836.556583
2019-04-15,2019-04-15T00:00:00Z,16947228888.505674
2019-04-16,2019-04-16T00:00:00Z,17614764906.806152
2019-04-17,2019-04-17T00:00:00Z,17552497869.102707
2019-04-18,2019-04-18T00:00:00Z,18451867213.54467
2019-04-19,2019-04-19T00:00:00Z,18310850765.205067
2019-04-20,2019-04-20T00:00:00Z,18314062243.822853
2019-04-21,2019-04-21T00:00:00Z,18036758165.920982
2019-04-22,2019-04-22T00:00:00Z,18047403832.928417
2019-04-23,2019-04-23T00:00:00Z,18002594914.293823
2019-04-24,2019-04-24T00:00:00Z,17589606038.01006
2019-04-25,2019-04-25T00:00:00Z,16177693201.11441
2019-04-26,2019-04-26T00:00:00Z,16721731057.33302
2019-04-27,2019-04-27T00:00:00Z,17095306164.461235
2019-04-28,2019-04-28T00:00:00Z,16788322110.031223
2019-04-29,2019-04-29T00:00:00Z,17075023529.491297
2019-04-30,2019-04-30T00:00:00Z,17073957592.066444
2019-05-01,2019-05-01T00:00:00Z,16988463360.754251
2019-05-02,2019-05-02T00:00:00Z,17030766713.202124
2019-05-03,2019-05-03T00:00:00Z,17832632458.289764
2019-05-04,2019-05-04T00:00:00Z,17427707691.50824
2019-05-05,2019-05-05T00:00:00Z,18102840605.79823
2019-05-06,2019-05-06T00:00:00Z,19082309320.82209
2019-05-07,2019-05-07T00:00:00Z,17977275606.512135
2019-05-08,2019-05-08T00:00:00Z,18040191484.95073
2019-05-09,2019-05-09T00:00:00Z,18366089080.394985
2019-05-10,2019-05-10T00:00:00Z,18318067851.77577
2019-05-11,2019-05-11T00:00:00Z,20272388714.42028
2019-05-12,2019-05-12T00:00:00Z,19957286603.585423
2019-05-13,2019-05-13T00:00:00Z,20715124611.853405
2019-05-14,2019-05-14T00:00:00Z,22941182808.555004
2019-05-15,2019-05-15T00:00:00Z,26299856672.45188
2019-05-16,2019-05-16T00:00:00Z,28044108512.918068
2019-05-17,2019-05-17T00:00:00Z,26059232064.50305
2019-05-18,2019-05-18T00:00:00Z,24795574338.998985
2019-05-19,2019-05-19T00:00:00Z,27659226421.39063
2019-05-20,2019-05-20T00:00:00Z,26711904853.27932
2019-05-21,2019-05-21T00:00:00Z,27023150384.10836
2019-05-22,2019-05-22T00:00:00Z,25851832354.66963
2019-05-23,2019-05-23T00:00:00Z,26007107909.77883
2019-05-24,2019-05-24T00:00:00Z,26519995920.271656
2019-05-25,2019-05-25T00:00:00Z,26664140638.35258
2019-05-26,2019-05-26T00:00:00Z,28455587207.714924
2019-05-27,2019-05-27T00:00:00Z,28910559258.310143
2019-05-28,2019-05-28T00:00:00Z,28856188549.40576
2019-05-29,2019-05-29T00:00:00Z,28654604051.00181
2019-05-30,2019-05-30T00:00:00Z,27062937875.982178
2019-05-31,2019-05-31T00:00:00Z,28489461682.00796
2019-06-01,2019-06-01T00:00:00Z,28116024782.92854
2019-06-02,2019-06-02T00:00:00Z,28594528151.206814
2019-06-03,2019-06-03T00:00:00Z,26533915052.50962
2019-06-04,2019-06-04T00:00:00Z,25648833489.0957
2019-06-05,2019-06-05T00:00:00Z,26137262308.577225
2019-06-06,2019-06-06T00:00:00Z,26568943873.45042
2019-06-07,2019-06-07T00:00:00Z,26555415699.65412
2019-06-08,2019-06-08T00:00:00Z,25921247489.128952
2019-06-09,2019-06-09T00:00:00Z,24613828627.44922
2019-06-10,2019-06-10T00:00:00Z,26380178152.436253
2019-06-11,2019-06-11T00:00:00Z,26038640440.755764
2019-06-12,2019-06-12T00:00:00Z,27927894648.87066
2019-06-13,2019-06-13T00:00:00Z,27167671918.64951
2019-06-14,2019-06-14T00:00:00Z,28111871095.9614
2019-06-15,2019-06-15T00:00:00Z,28653731187.489773
2019-06-16,2019-06-16T00:00:00Z,28585259002.73942
2019-06-17,2019-06-17T00:00:00Z,29201795732.873245
2019-06-18,2019-06-18T00:00:00Z,28209916454.2724
2019-06-19,2019-06-19T00:00:00Z,28576035556.07315
2019-06-20,2019-06-20T00:00:00Z,29009469465.51225
2019-06-21,2019-06-21T00:00:00Z,31527510166.02624
