date,timestamp_utc,Open,High,Low,Close,Volume
2018-09-14,2018-09-14T00:00:00Z,239530.92496135,253791.37167009,230300.92374444,237958.79958064,219962.13959988632
2018-09-15,2018-09-15T00:00:00Z,236989.73118856,255827.78679664,235953.29732951,250024.27433577,138770.32151880013
2018-09-16,2018-09-16T00:00:00Z,250123.12574869,252057.91795136,237466.75843048,248700.0,112400.86898276497
2018-09-17,2018-09-17T00:00:00Z,248881.11022909,253930.86680505,221275.31214472,225550.0,159597.48845675937
2018-09-18,2018-09-18T00:00:00Z,226089.35822676,244332.8849412,222736.76690448,238282.33545069,150027.84834368815
2018-09-19,2018-09-19T00:00:00Z,237943.13295618,243973.4696352,226345.2907895,237900.0,110678.5003394577
2018-09-20,2018-09-20T00:00:00Z,237850.0,255031.79539062,233840.58485528,252083.18793035,126253.4603376101
2018-09-21,2018-09-21T00:00:00Z,252214.91021595,281170.96062847,247097.10579655,275712.31007513,259487.2095089767
2018-09-22,2018-09-22T00:00:00Z,275742.36830042,285188.7350613,260356.39384648,269294.46158741,138853.73980401002
2018-09-23,2018-09-23T00:00:00Z,270000.0,279034.60538096,266050.0,273400.0,84320.52729669643
2018-09-24,2018-09-24T00:00:00Z,273448.77939782,275650.0,254819.19525153,257400.0,65632.99271474652
2018-09-25,2018-09-25T00:00:00Z,257403.63348297,260378.14106606,232259.02719439,248233.57317168,98671.62385840395
2018-09-26,2018-09-26T00:00:00Z,248456.29279878,251650.84191467,236223.00827266,241634.9251954,92160.32664667384
2018-09-27,2018-09-27T00:00:00Z,241567.4718261,260020.9574755,237187.40430522,254787.7611827,122543.8235352686
2018-09-28,2018-09-28T00:00:00Z,254750.0,259527.62799454,241195.91248487,247925.28186698,105630.01265989584
2018-09-29,2018-09-29T00:00:00Z,248112.11963464,266011.97235326,241036.20661951,258000.0,147496.6749264286
2018-09-30,2018-09-30T00:00:00Z,258000.0,267582.49272198,254256.12077566,259700.0,92774.8578834308
2018-10-01,2018-10-01T00:00:00Z,259768.6846911,262328.11306077,250402.44962969,258102.46513274,75526.26697721642
2018-10-02,2018-10-02T00:00:00Z,258029.70002993,259000.0,253036.84391426,254551.32169246,49005.94997630036
2018-10-03,2018-10-03T00:00:00Z,254660.5605548,255664.34487773,245002.14354159,250204.40013266,51288.8893923035
2018-10-04,2018-10-04T00:00:00Z,250245.4541317,256767.09045949,249115.90519654,252600.0,60031.0334075476
2018-10-05,2018-10-05T00:00:00Z,252024.43486881,261591.33935249,248442.82846832,257974.56015066,75605.37139130464
2018-10-06,2018-10-06T00:00:00Z,257830.12178127,260490.72151552,253177.46595659,255600.0,41548.49195123361
2018-10-07,2018-10-07T00:00:00Z,255579.25273598,257866.09555286,252233.43317865,256838.16032324,32131.251255313306
2018-10-08,2018-10-08T00:00:00Z,256500.0,264824.64957309,254044.50290808,260168.92779044,64835.11849150785
2018-10-09,2018-10-09T00:00:00Z,260150.0,261230.58205547,256707.73005874,258400.0,40833.87343135092
2018-10-10,2018-10-10T00:00:00Z,258400.0,258646.41416547,252879.40460422,255928.41408445,54287.81104020064
2018-10-11,2018-10-11T00:00:00Z,255738.06900477,255803.40025348,218001.99325242,220600.49896382,148734.10427171132
2018-10-12,2018-10-12T00:00:00Z,220675.98788866,230882.97845699,219016.54471928,224564.21574681,91542.57953536457
2018-10-13,2018-10-13T00:00:00Z,224390.56164661,231363.88660091,223912.05360456,228450.0,39241.25792496285
2018-10-14,2018-10-14T00:00:00Z,228450.0,231181.29675692,221105.83913829,223737.37829226,43821.478710427866
2018-10-15,2018-10-15T00:00:00Z,223624.95149199,253346.65956032,220985.58809138,235250.0,186561.1430447968
2018-10-16,2018-10-16T00:00:00Z,235500.0,238230.13765574,231500.0,233900.0,64636.51543460011
2018-10-17,2018-10-17T00:00:00Z,234028.93014718,235764.94646559,229055.36756279,231650.0,58888.996465798526
2018-10-18,2018-10-18T00:00:00Z,231702.71984563,233783.02706405,227233.6288226,228854.62133638,53899.95951004306
2018-10-19,2018-10-19T00:00:00Z,228650.0,231302.30907645,226354.93659327,228955.10622068,49771.32909019104
2018-10-20,2018-10-20T00:00:00Z,228950.0,233378.33178092,227426.85177758,230750.0,33335.590555466464
2018-10-21,2018-10-21T00:00:00Z,230600.0,234386.076825,229372.84517889,230100.0,35917.19571894002
2018-10-22,2018-10-22T00:00:00Z,230100.0,232704.69077891,227384.26529437,229340.58454974,48329.05774397823
2018-10-23,2018-10-23T00:00:00Z,229300.0,230972.38126711,225752.97410031,228450.0,43588.97659630439
2018-10-24,2018-10-24T00:00:00Z,228500.0,230530.28555616,227078.67775773,228000.0,42662.41305123742
2018-10-25,2018-10-25T00:00:00Z,228000.0,228488.19442434,225050.0,226550.0,41252.78293283741
2018-10-26,2018-10-26T00:00:00Z,226753.80339024,231205.41027188,225278.16207263,227827.32466758,42982.10426433961
2018-10-27,2018-10-27T00:00:00Z,227700.0,230485.91788302,227250.0,228650.0,19190.87116656856
2018-10-28,2018-10-28T00:00:00Z,228700.0,229993.37366777,227750.0,229100.0,21092.80491487934
2018-10-29,2018-10-29T00:00:00Z,229030.19545203,229946.85170077,218199.20377212,220214.14552547,56534.386835169
2018-10-30,2018-10-30T00:00:00Z,220152.46269854,226381.29426491,220000.0,222350.0,41963.36372735796
2018-10-31,2018-10-31T00:00:00Z,222350.0,225985.09852092,218764.4871049,223155.55555556,48153.6706212864
2018-11-01,2018-11-01T00:00:00Z,223250.14797049,225750.0,222498.5317792,224000.0,34870.5478623969
2018-11-02,2018-11-02T00:00:00Z,224100.0,228000.0,223600.0,225943.9518306,47957.39361052558
2018-11-03,2018-11-03T00:00:00Z,225716.87660818,226996.52720666,223000.22110932,224200.0,30337.96475953267
2018-11-04,2018-11-04T00:00:00Z,224000.0,243870.11013049,222754.35339174,236000.0,93884.84306910262
2018-11-05,2018-11-05T00:00:00Z,236000.0,237957.76482577,231773.66959758,234378.50858257,96143.31189042875
2018-11-06,2018-11-06T00:00:00Z,234307.57168552,245340.69903894,233150.0,244643.63823084,123229.10423513176
2018-11-07,2018-11-07T00:00:00Z,244647.45725463,249987.98596305,241617.85097433,243607.23835179,138628.09894229416
2018-11-08,2018-11-08T00:00:00Z,243788.77096763,245395.47719213,238269.34248421,239200.0,95706.41867284094
2018-11-09,2018-11-09T00:00:00Z,239231.39396807,242018.83162791,235542.47966712,238150.0,74493.35142995568
2018-11-10,2018-11-10T00:00:00Z,238150.0,242000.0,237481.57852179,240115.06999497,33056.73765806481
2018-11-11,2018-11-11T00:00:00Z,239979.45877288,240995.51003882,235500.0,239701.70221607,41410.9903962639
2018-11-12,2018-11-12T00:00:00Z,239361.23403574,240608.53786913,237401.37614206,239500.0,56313.98050711093
2018-11-13,2018-11-13T00:00:00Z,239950.0,240000.0,235223.87861485,235939.38855862,66013.49031780715
2018-11-14,2018-11-14T00:00:00Z,235950.0,236801.26590031,203067.56500132,214950.0,201539.94600010107
2018-11-15,2018-11-15T00:00:00Z,214903.31187803,217867.78522533,198069.1471121,209306.03278428,167638.27683897837
2018-11-16,2018-11-16T00:00:00Z,209194.82810903,211493.75974039,198752.57586083,201400.0,90893.1780434307
2018-11-17,2018-11-17T00:00:00Z,201400.39828455,202671.07754958,198750.0,200150.0,69300.01970630167
2018-11-18,2018-11-18T00:00:00Z,200158.73343312,206725.35386449,199800.0,203172.72901636,61028.7833696198
2018-11-19,2018-11-19T00:00:00Z,203206.08295406,203438.40246172,169345.39666276,172459.05133578,275963.3009582187
2018-11-20,2018-11-20T00:00:00Z,172500.0,175857.64546351,143620.46409589,152051.43186581,407118.5907348347
2018-11-21,2018-11-21T00:00:00Z,152000.0,161577.51568676,144600.39341383,156500.0,215989.1990995656
2018-11-22,2018-11-22T00:00:00Z,157300.0,160480.30496143,143434.15763866,143810.7635037,125129.19739452453
2018-11-23,2018-11-23T00:00:00Z,143777.14511654,146786.60182596,135590.72396564,142000.0,184853.44909180727
2018-11-24,2018-11-24T00:00:00Z,141949.61253744,147169.95500109,129456.78597347,131364.56377316,146548.13747419196
2018-11-25,2018-11-25T00:00:00Z,131198.19767308,137633.04922685,116341.60145606,133706.84428882,328681.652670855
2018-11-26,2018-11-26T00:00:00Z,133782.79051585,137050.0,120800.0,125019.60159159,265052.5080414914
2018-11-27,2018-11-27T00:00:00Z,125086.2924866,138196.04106942,116541.01615458,126044.28956203,177283.06762282868
2018-11-28,2018-11-28T00:00:00Z,125960.04652232,142229.83509702,125906.20896584,138100.86766527,222162.52183742783
2018-11-29,2018-11-29T00:00:00Z,138297.25376672,140041.55846084,130000.493812,133000.0,180574.3952064432
2018-11-30,2018-11-30T00:00:00Z,133002.0693951,135262.43243607,126026.64041802,128705.59656661,161595.08447409427
2018-12-01,2018-12-01T00:00:00Z,128745.26610803,136058.21366075,125751.51596618,133002.44521655,105425.53834240563
2018-12-02,2018-12-02T00:00:00Z,133043.61967698,135777.40365626,130600.0,131742.43379012,76027.48751298843
2018-12-03,2018-12-03T00:00:00Z,131696.6857792,131993.37155839,121044.09774903,122900.0,105951.74077165812
2018-12-04,2018-12-04T00:00:00Z,122912.25156463,127589.25985155,120032.59628139,123939.36562231,123789.43290352136
2018-12-05,2018-12-05T00:00:00Z,123980.93906955,124588.7218254,115799.74913088,116045.84316129,108841.87202477522
2018-12-06,2018-12-06T00:00:00Z,116050.0,117993.18181524,102437.85476694,102900.0,214722.87487412264
2018-12-07,2018-12-07T00:00:00Z,103229.98362336,109883.69395984,93613.53839837,105800.0,358204.52951183764
2018-12-08,2018-12-08T00:00:00Z,105800.0,110864.70509406,95852.87039885,102515.39226832,212336.0593421024
2018-12-09,2018-12-09T00:00:00Z,102500.0,111096.56183245,100507.6982381,105523.5614949,146199.03438140263
2018-12-10,2018-12-10T00:00:00Z,105567.70056996,107483.21495793,100128.53803404,101976.08547468,129698.71526172652
2018-12-11,2018-12-11T00:00:00Z,102258.70337013,103937.33684173,97516.79132286,99195.44286339,131133.50161683396
2018-12-12,2018-12-12T00:00:00Z,99318.0145194,102935.98795184,98225.37242437,100900.01986686,113231.46847551786
2018-12-13,2018-12-13T00:00:00Z,101051.61467642,102236.98456582,95710.41890688,97453.43000245,129521.54293794956
2018-12-14,2018-12-14T00:00:00Z,97472.44452955,98636.33634257,93311.09218076,94492.57975863,105210.4399645266
2018-12-15,2018-12-15T00:00:00Z,94551.35856097,96146.32054879,92460.33833644,94432.6209644,66739.80979596672
2018-12-16,2018-12-16T00:00:00Z,94450.0,98633.91415364,94422.43830331,95373.77345895,96695.49269059052
2018-12-17,2018-12-17T00:00:00Z,95515.91058449,107448.7110522,95072.0038323,104956.26206977,192399.18156105347
2018-12-18,2018-12-18T00:00:00Z,104954.96993074,113484.21410685,102562.20710035,112498.53117938,200632.0692534063
2018-12-19,2018-12-19T00:00:00Z,112515.02479125,121040.04106446,110554.43147272,111201.98036227,326654.69866815704
2018-12-20,2018-12-20T00:00:00Z,111200.57112993,137365.98598594,109672.32296224,127866.23823903,477123.2647235822
2018-12-21,2018-12-21T00:00:00Z,127778.88554766,135433.66098043,118249.08896077,121650.66614224,525988.6556284208
2018-12-22,2018-12-22T00:00:00Z,121651.71931227,130812.9141192,118636.58985824,130429.14889706,272847.9096222538
2018-12-23,2018-12-23T00:00:00Z,130501.18052165,148485.13399959,130072.78820659,145406.75414358,1017080.1731845782
2018-12-24,2018-12-24T00:00:00Z,145416.69361731,176939.1607313,144624.91105746,156212.32117033,1151721.0906136038
2018-12-25,2018-12-25T00:00:00Z,156912.39284499,158666.37593563,136986.07848441,144688.56604368,609102.486468724
2018-12-26,2018-12-26T00:00:00Z,144590.12090754,153452.14896264,139303.16541296,147075.62446017,451736.8885113463
2018-12-27,2018-12-27T00:00:00Z,147098.05110468,148937.3331924,129601.2396737,131728.87937419,299567.2770402519
2018-12-28,2018-12-28T00:00:00Z,131754.17494827,154653.50771963,127557.95406465,152935.86436435,445684.93830809335
2018-12-29,2018-12-29T00:00:00Z,152826.92725648,164419.02609979,146030.55042894,151442.18906158,704342.5649719994
2018-12-30,2018-12-30T00:00:00Z,151471.44582891,157082.77988703,146525.60994089,155308.04861198,534824.59701838
2018-12-31,2018-12-31T00:00:00Z,155457.53210412,156485.57047367,146107.9664088,149400.0,276796.91838563234
2019-01-01,2019-01-01T00:00:00Z,149400.0,158527.26182756,147760.83701553,157126.05120464,319222.11502053944
2019-01-02,2019-01-02T00:00:00Z,157160.87293828,174085.28861103,155873.54554129,171176.2874738,701081.4979675575
2019-01-03,2019-01-03T00:00:00Z,171194.3734497,173691.00117984,163513.75811093,166299.05767854,472965.8739054429
2019-01-04,2019-01-04T00:00:00Z,166261.90416123,175893.62582363,164123.08289171,172551.48758156,524967.4895644371
2019-01-05,2019-01-05T00:00:00Z,172549.90210928,180703.00543635,172399.92880675,174134.20882517,499967.6984605696
2019-01-06,2019-01-06T00:00:00Z,174108.19135506,177678.36963214,168585.0295771,174273.1839888,347729.13136374345
2019-01-07,2019-01-07T00:00:00Z,174260.49310676,175881.17278316,167229.03195415,168556.5260027,243574.3886536354
2019-01-08,2019-01-08T00:00:00Z,168654.97483138,170941.45014516,164219.76422885,167150.0,240404.995530648
2019-01-09,2019-01-09T00:00:00Z,167150.0,171458.81493635,165648.84088433,166565.01748784,186405.05630070705
2019-01-10,2019-01-10T00:00:00Z,166650.0,167663.95616414,138641.99425911,142466.84897326,515922.5254595892
2019-01-11,2019-01-11T00:00:00Z,142492.75788694,146371.16924222,137056.21114283,142050.0,276681.34197783505
2019-01-12,2019-01-12T00:00:00Z,142147.27740033,145780.19450649,139621.42257385,141050.0,204808.1211788482
2019-01-13,2019-01-13T00:00:00Z,140943.2269556,141159.247758,128286.02916401,130173.04922965,172783.30285389157
2019-01-14,2019-01-14T00:00:00Z,130218.63191181,147004.28680754,129900.0,143447.40152742,386383.2853851048
2019-01-15,2019-01-15T00:00:00Z,143450.0,146447.41469084,132188.23737568,135149.46574523,309423.0039346351
2019-01-16,2019-01-16T00:00:00Z,135163.41354199,143098.59538579,134100.92808957,137187.27373479,236388.9422906196
2019-01-17,2019-01-17T00:00:00Z,137192.27647373,138595.02471239,132641.74103208,136900.0,167124.17739952396
2019-01-18,2019-01-18T00:00:00Z,136856.08835831,137250.0,132716.17594987,134150.0,100817.40823615648
2019-01-19,2019-01-19T00:00:00Z,134240.95033566,140735.94762984,133661.05496385,137601.12335856,131592.58156557204
2019-01-20,2019-01-20T00:00:00Z,137701.68153901,138467.01358765,130212.4324315,132130.63172289,126778.32836356942
2019-01-21,2019-01-21T00:00:00Z,132108.46883533,132883.36037211,128079.78261647,130450.0,120587.0143652164
2019-01-22,2019-01-22T00:00:00Z,130450.0,134031.67042542,125796.14707563,132500.0,138411.66516139812
2019-01-23,2019-01-23T00:00:00Z,132450.0,133200.0,129633.42031469,131000.0,82250.8271373358
2019-01-24,2019-01-24T00:00:00Z,130884.53516471,131395.7977222,127749.21941707,130047.04602528,83533.84013499947
2019-01-25,2019-01-25T00:00:00Z,129852.25298849,130695.93147134,126899.47179421,127983.99416795,100664.01039776592
2019-01-26,2019-01-26T00:00:00Z,127999.98385656,130591.90932988,127575.61919494,128300.0,65684.36866573109
2019-01-27,2019-01-27T00:00:00Z,128300.0,128961.99887998,123715.58835344,124784.69908995,74866.12160442163
2019-01-28,2019-01-28T00:00:00Z,124658.61973783,125440.96175259,112637.66121768,117578.01876833,160003.78800407096
2019-01-29,2019-01-29T00:00:00Z,117596.55565174,118491.66829121,113992.10372175,116300.0,107304.8928730459
2019-01-30,2019-01-30T00:00:00Z,116300.0,121656.02626317,115253.08017804,119300.0,151298.10372524362
2019-01-31,2019-01-31T00:00:00Z,119367.3928784,121845.99993353,115511.93815068,117050.0,131493.60882399796
2019-02-01,2019-02-01T00:00:00Z,117035.14373621,118883.57197918,114109.73293888,117694.96852528,92185.6046174092
2019-02-02,2019-02-02T00:00:00Z,117577.55200029,122176.89872356,117000.0,121370.14476616,72178.29958698616
2019-02-03,2019-02-03T00:00:00Z,121439.29668621,122099.633743,117285.14190677,118450.0,69570.30583618554
2019-02-04,2019-02-04T00:00:00Z,118559.23180235,122667.15284964,117809.67961005,118992.82097111,63494.22772191012
2019-02-05,2019-02-05T00:00:00Z,118687.82869536,119750.0,118064.42841796,118578.75341566,50829.3702335735
2019-02-06,2019-02-06T00:00:00Z,118588.41052559,118826.64138412,112724.75310291,116350.0,123187.22482193206
2019-02-07,2019-02-07T00:00:00Z,116170.58784257,117666.97285369,115891.09100498,116450.0,77336.733894016
2019-02-08,2019-02-08T00:00:00Z,116596.87816796,133828.04810639,115587.60226033,130549.50991767,274221.55874093046
2019-02-09,2019-02-09T00:00:00Z,130558.49088525,132063.16541041,128910.4055783,130100.0,123992.82504453376
2019-02-10,2019-02-10T00:00:00Z,130139.19886011,137780.52294704,126339.51438955,136790.90864537,141632.59559666232
2019-02-11,2019-02-11T00:00:00Z,136803.54674889,136989.72223558,131509.87793413,132661.60853495,133387.4841999678
2019-02-12,2019-02-12T00:00:00Z,132605.93303573,135818.37994711,130237.29955062,133929.9034774,119557.50557287507
2019-02-13,2019-02-13T00:00:00Z,133900.0,138937.81236491,133038.77409902,134600.0,127394.43596179818
2019-02-14,2019-02-14T00:00:00Z,134598.1548244,137295.7662553,133467.54425412,134000.0,110186.16751792937
2019-02-15,2019-02-15T00:00:00Z,133864.98379907,137557.36963474,133650.0,134500.0,113601.40662390436
2019-02-16,2019-02-16T00:00:00Z,134500.0,137506.85969288,134396.78602901,135726.96447343,81600.55034995473
2019-02-17,2019-02-17T00:00:00Z,135636.80185597,149369.0886599,135392.00803495,147100.36187883,223125.60144302004
2019-02-18,2019-02-18T00:00:00Z,147106.45501938,160398.12488429,146056.79082315,158078.85899215,390325.7841300935
2019-02-19,2019-02-19T00:00:00Z,158044.88721626,163746.53190347,153268.86657053,156385.74346933,266532.0146156274
2019-02-20,2019-02-20T00:00:00Z,156363.07246366,162340.05653046,152457.58024861,161555.68366228,216545.5706440113
2019-02-21,2019-02-21T00:00:00Z,161128.775461,164110.24756963,157505.6105651,160075.7943685,147077.20399682233
2019-02-22,2019-02-22T00:00:00Z,160046.11293957,163120.39138132,158716.55975063,161663.17022768,130190.02807329028
2019-02-23,2019-02-23T00:00:00Z,161642.40833302,172393.81604588,160389.00864629,171550.06500578,188491.4673397923
2019-02-24,2019-02-24T00:00:00Z,171550.0,179842.191697,147346.15634486,147967.37692648,537462.2302283929
2019-02-25,2019-02-25T00:00:00Z,147769.65787658,156488.09311649,147584.43340988,153100.21012598,274981.271442484
2019-02-26,2019-02-26T00:00:00Z,153100.71469645,153700.0,149029.9043625,151411.71094608,138741.62643958887
2019-02-27,2019-02-27T00:00:00Z,151354.14781157,155502.17185984,142705.54173351,150587.92698939,181289.20828231776
2019-02-28,2019-02-28T00:00:00Z,150539.56294437,154364.15131602,147432.46362643,150368.26664927,184618.0735494858
2019-03-01,2019-03-01T00:00:00Z,150350.0,152533.85900138,149956.99627969,150270.04231634,72056.55180521708
2019-03-02,2019-03-02T00:00:00Z,150226.96173773,151089.18095634,144873.01073652,147650.0,102004.72896500755
2019-03-03,2019-03-03T00:00:00Z,147718.74134095,149577.91737828,143051.534979,145250.0,65378.24770211669
2019-03-04,2019-03-04T00:00:00Z,145250.0,146323.62570699,137508.58932505,140600.0,132823.95954485823
2019-03-05,2019-03-05T00:00:00Z,140592.97259924,150892.59042982,139698.77359435,150365.32509839,160539.86901765922
2019-03-06,2019-03-06T00:00:00Z,150399.60824225,154253.42748161,147412.59480317,151600.0,131046.18053756526
2019-03-07,2019-03-07T00:00:00Z,151749.70170967,153948.75643462,150324.39144547,151495.29841537,86900.31091744559
2019-03-08,2019-03-08T00:00:00Z,151464.46479444,154122.44699093,145139.91528964,149100.0,134734.18336806228
2019-03-09,2019-03-09T00:00:00Z,149162.59931995,152999.41045084,148171.24309709,151500.0,123292.55035267236
2019-03-10,2019-03-10T00:00:00Z,151410.53760341,151672.78776252,148640.22948335,149780.51880633,84746.09699967405
2019-03-11,2019-03-11T00:00:00Z,149850.0,151110.35458269,146564.12122192,148370.2249734,107606.9928282576
2019-03-12,2019-03-12T00:00:00Z,148501.2465777,151034.26568168,143948.08289025,148941.90036417,134220.78770921577
2019-03-13,2019-03-13T00:00:00Z,148900.0,149669.56278646,146482.77005255,147400.0,100012.05790195172
2019-03-14,2019-03-14T00:00:00Z,147300.0,150924.21673764,145321.23809904,147806.23155663,108193.32086773144
2019-03-15,2019-03-15T00:00:00Z,147835.21714094,153094.14704909,147600.0,151600.0,122657.58999706406
2019-03-16,2019-03-16T00:00:00Z,151700.0,159783.36155734,151600.0,156250.0,153999.94359052862
2019-03-17,2019-03-17T00:00:00Z,156193.76442942,156275.65468362,152061.20208168,154200.0,71641.50734472678
2019-03-18,2019-03-18T00:00:00Z,154248.84134597,158106.36907784,152672.07892117,153773.76323112,140958.14425702975
2019-03-19,2019-03-19T00:00:00Z,153887.50924891,155683.12904506,153246.61650725,154750.0,80497.21215843511
2019-03-20,2019-03-20T00:00:00Z,154728.19312232,156223.61502542,153329.93240245,155800.0,93361.05435003393
2019-03-21,2019-03-21T00:00:00Z,155850.0,157290.35177894,149690.73085184,152150.0,148792.7304430986
2019-03-22,2019-03-22T00:00:00Z,152178.97099346,154600.0,151700.0,153150.0,88217.74665483946
2019-03-23,2019-03-23T00:00:00Z,153150.0,155854.72925926,152800.0,154524.41813417,72259.48990059232
2019-03-24,2019-03-24T00:00:00Z,154450.0,155597.39820981,153329.85156598,154464.11581758,53318.42101090509
2019-03-25,2019-03-25T00:00:00Z,154250.0,155928.69372606,150050.0,152400.0,119610.4396699314
2019-03-26,2019-03-26T00:00:00Z,152461.56048484,153997.58866867,149841.6799451,152700.0,82428.8737050406
2019-03-27,2019-03-27T00:00:00Z,152736.69149994,157748.02449543,152350.0,157000.0,131785.30015047232
2019-03-28,2019-03-28T00:00:00Z,156951.34482616,156951.34482616,155242.97872076,155800.0,82669.83703842359
2019-03-29,2019-03-29T00:00:00Z,155800.0,162309.39712193,155750.0,162002.57939288,130525.48577031522
2019-03-30,2019-03-30T00:00:00Z,161997.32976395,165000.0,158109.94276719,160650.0,129722.48067700428
2019-03-31,2019-03-31T00:00:00Z,160703.68122992,161117.99921409,159368.88990356,160641.02875108,68832.60843877245
2019-04-01,2019-04-01T00:00:00Z,160631.95352539,163040.40377949,158572.36455208,160976.28276266,118833.81992890088
2019-04-02,2019-04-02T00:00:00Z,160817.55991672,183931.17392277,160393.10328252,181848.33244745,441628.0090012484
2019-04-03,2019-04-03T00:00:00Z,181800.32761016,198220.83257473,176775.45757748,181745.20851765,547665.4194265875
2019-04-04,2019-04-04T00:00:00Z,181710.58168862,186114.41693163,174315.42580324,179103.58369704,247057.2850331404
2019-04-05,2019-04-05T00:00:00Z,179052.13966264,191457.84164666,178397.75617268,187251.26708671,238643.5108271024
2019-04-06,2019-04-06T00:00:00Z,187250.0,196645.6810105,182216.23758486,189879.79882923,168305.62555311277
2019-04-07,2019-04-07T00:00:00Z,189882.63435111,199828.582347,188200.0,199035.46945906,166588.80425964622
2019-04-08,2019-04-08T00:00:00Z,198840.76648328,213686.07800362,198225.97198145,207983.75895783,492387.8049395467
2019-04-09,2019-04-09T00:00:00Z,207900.47774992,208126.04933207,201064.98135565,203654.6186206,158970.00813500644
2019-04-10,2019-04-10T00:00:00Z,203650.0,211913.35593214,201070.12296281,206059.06357473,190334.02543015924
2019-04-11,2019-04-11T00:00:00Z,205968.28887994,206450.0,187052.44586384,191654.26620877,261922.3982767404
2019-04-12,2019-04-12T00:00:00Z,191648.93681231,194132.60366797,183285.55889875,190702.77910787,263266.71512577095
2019-04-13,2019-04-13T00:00:00Z,190843.42432969,193201.87037374,188005.34094993,190376.00840804,70124.35903569948
2019-04-14,2019-04-14T00:00:00Z,190391.90702881,195141.59537015,188000.0,193771.31445248,65734.30171315276
2019-04-15,2019-04-15T00:00:00Z,193800.0,195681.44097196,185034.07782534,186663.05410986,154555.91521427903
2019-04-16,2019-04-16T00:00:00Z,186662.93256616,193116.02374907,184988.08516042,192509.32819003,140665.71350884874
2019-04-17,2019-04-17T00:00:00Z,192532.87543127,195214.05299553,190019.86500194,191200.0,115480.48357826556
2019-04-18,2019-04-18T00:00:00Z,191200.0,202002.89672497,190682.3019521,200001.40258632,180921.39191817568
2019-04-19,2019-04-19T00:00:00Z,200089.73387596,200784.38579741,195011.26820938,199600.0,123244.77554478945
2019-04-20,2019-04-20T00:00:00Z,199638.53163963,204511.61151119,198321.94555504,200900.0,97733.22098497947
2019-04-21,2019-04-21T00:00:00Z,200881.07511878,201270.89154493,193343.5731199,197106.90857654,109017.70813525363
2019-04-22,2019-04-22T00:00:00Z,197110.10760264,199869.87499432,195524.41935842,198654.3141214,107392.8311473655
2019-04-23,2019-04-23T00:00:00Z,198750.0,204869.46709224,197043.56162459,198620.88994246,162248.0229935028
2019-04-24,2019-04-24T00:00:00Z,198522.19992852,200402.0805105,190227.02062037,195364.44154231,153791.4373865675
2019-04-25,2019-04-25T00:00:00Z,195432.56962481,196247.55839147,179966.07122346,181493.88479879,158942.0411467881
2019-04-26,2019-04-26T00:00:00Z,181500.34648696,186954.06489112,176213.61345899,182600.0,171223.63727492004
2019-04-27,2019-04-27T00:00:00Z,182464.75446658,186408.7287159,180538.73068322,183728.68065956,58672.37410685419
2019-04-28,2019-04-28T00:00:00Z,183980.02825825,185785.39465373,182113.35689372,182644.64884566,48242.39638313572
2019-04-29,2019-04-29T00:00:00Z,182621.79384571,184647.20309964,175161.53897961,178597.86090547,120069.59154731497
2019-04-30,2019-04-30T00:00:00Z,178850.0,186468.38394898,178600.0,185823.99171809,136102.5323969587
2019-05-01,2019-05-01T00:00:00Z,185827.06023561,188419.31359317,182231.44206669,184514.63523443,74073.07564776359
2019-05-02,2019-05-02T00:00:00Z,184735.67636623,189465.14861111,183300.0,186461.03984873,83061.49362020516
2019-05-03,2019-05-03T00:00:00Z,186351.66617834,195597.2682755,185353.20882001,192000.0,154793.8848276577
2019-05-04,2019-05-04T00:00:00Z,191998.53381377,195602.81313546,185013.47401465,188450.0,111888.90035260096
2019-05-05,2019-05-05T00:00:00Z,188544.39667137,190250.0,185004.25957213,189143.64147301,60962.96024697448
2019-05-06,2019-05-06T00:00:00Z,189150.0,204624.22994428,186200.0,199400.0,187914.992733434
2019-05-07,2019-05-07T00:00:00Z,199399.49706717,209130.58277001,194462.71384526,195445.84107626,230792.0196594539
2019-05-08,2019-05-08T00:00:00Z,195520.07199392,199992.00031976,190770.8233639,198250.0,142300.30321069778
2019-05-09,2019-05-09T00:00:00Z,198250.0,202042.94565397,196426.73909442,201012.26739327,155969.9978408108
2019-05-10,2019-05-10T00:00:00Z,201100.0,206634.79117921,198548.98315329,203493.47831871,182645.04842261103
2019-05-11,2019-05-11T00:00:00Z,203389.78872171,236743.75595824,203339.79251293,222917.31445242,407129.2646343896
2019-05-12,2019-05-12T00:00:00Z,222908.12806619,237117.04164651,214103.94699809,220467.51748453,357651.3960443027
2019-05-13,2019-05-13T00:00:00Z,220287.12613573,240734.68095804,217527.31378099,231783.91696486,392438.3553039493
2019-05-14,2019-05-14T00:00:00Z,231618.13729262,262140.69394214,229938.75918539,259064.58152632,581888.3716009761
2019-05-15,2019-05-15T00:00:00Z,258659.99719552,293441.84828003,258457.97507441,292169.79165575,717219.6935444659
2019-05-16,2019-05-16T00:00:00Z,292020.10451148,330956.95643249,289213.61648175,318445.56546151,1081966.318284891
2019-05-17,2019-05-17T00:00:00Z,318052.68551102,325094.66667577,269854.66571867,295288.06706131,1017994.8086265418
2019-05-18,2019-05-18T00:00:00Z,294776.74742579,302567.39855587,281530.07050739,283916.18716193,400420.0017708873
