date,Estimated Leverage Ratio
2022-03-09,0.15047569
2022-03-10,0.14998054
2022-03-11,0.15282514
2022-03-12,0.15542354
2022-03-13,0.15766491
2022-03-14,0.1537416
2022-03-15,0.1592836
2022-03-16,0.15905007
2022-03-17,0.16503467
2022-03-18,0.16795833
2022-03-19,0.1649161
2022-03-20,0.15923327
2022-03-21,0.16441783
2022-03-22,0.16453457
2022-03-23,0.16393376
2022-03-24,0.17611968
2022-03-25,0.1737566
2022-03-26,0.17563659
2022-03-27,0.17646948
2022-03-28,0.16813426
2022-03-29,0.16621021
2022-03-30,0.16792407
2022-03-31,0.16951062
2022-04-01,0.17150038
2022-04-02,0.17127289
2022-04-03,0.17574792
2022-04-04,0.17329169
2022-04-05,0.17505662
2022-04-06,0.16996185
2022-04-07,0.16720736
2022-04-08,0.16996123
2022-04-09,0.17086964
2022-04-10,0.17008855
2022-04-11,0.17345099
2022-04-12,0.16999026
2022-04-13,0.16950471
2022-04-14,0.17557446
2022-04-15,0.17501342
2022-04-16,0.17398879
2022-04-17,0.17403215
2022-04-18,0.17054221
2022-04-19,0.17315963
2022-04-20,0.17276721
2022-04-21,0.17661614
2022-04-22,0.18188897
2022-04-23,0.1840725
2022-04-24,0.18593533
2022-04-25,0.17745595
2022-04-26,0.18273856
2022-04-27,0.17609111
2022-04-28,0.16972515
2022-04-29,0.17845282
2022-04-30,0.18050598
2022-05-01,0.17404432
2022-05-02,0.17067908
2022-05-03,0.17652631
2022-05-04,0.16776199
2022-05-05,0.17702453
2022-05-06,0.17684233
2022-05-07,0.18038212
2022-05-08,0.18477271
2022-05-09,0.17424842
2022-05-10,0.16553739
2022-05-11,0.17803342
2022-05-12,0.17281817
2022-05-13,0.17020641
2022-05-14,0.17191772
2022-05-15,0.17062107
2022-05-16,0.17729354
2022-05-17,0.17517695
2022-05-18,0.18503032
2022-05-19,0.17896499
2022-05-20,0.18071973
2022-05-21,0.17761738
2022-05-22,0.17943103
2022-05-23,0.18130301
2022-05-24,0.18352999
2022-05-25,0.18579825
2022-05-26,0.19256652
2022-05-27,0.19980524
2022-05-28,0.19467396
2022-05-29,0.19284194
2022-05-30,0.18686913
2022-05-31,0.18114194
2022-06-01,0.1869382
2022-06-02,0.18755512
2022-06-03,0.19471497
2022-06-04,0.18878358
2022-06-05,0.18798924
2022-06-06,0.1828786
2022-06-07,0.17892048
2022-06-08,0.18345287
2022-06-09,0.18511752
2022-06-10,0.21643921
2022-06-11,0.22417001
2022-06-12,0.22444134
2022-06-13,0.22785698
2022-06-14,0.21385497
2022-06-15,0.20337195
2022-06-16,0.22178905
2022-06-17,0.22535768
2022-06-18,0.24168566
2022-06-19,0.21904346
2022-06-20,0.21692166
2022-06-21,0.21757836
2022-06-22,0.22198346
2022-06-23,0.21962609
2022-06-24,0.21746316
2022-06-25,0.2182268
2022-06-26,0.21840069
2022-06-27,0.22034116
2022-06-28,0.22248691
2022-06-29,0.22350579
2022-06-30,0.2259598
2022-07-01,0.2248579
2022-07-02,0.22817291
2022-07-03,0.23175467
2022-07-04,0.22995979
2022-07-05,0.22526099
2022-07-06,0.23019081
2022-07-07,0.23756683
2022-07-08,0.22724278
2022-07-09,0.22732838
2022-07-10,0.23170286
2022-07-11,0.2364673
2022-07-12,0.2366077
2022-07-13,0.23666925
2022-07-14,0.23768086
2022-07-15,0.24800371
2022-07-16,0.24161657
2022-07-17,0.23099629
2022-07-18,0.21384628
2022-07-19,0.20193633
2022-07-20,0.20505739
2022-07-21,0.21311204
2022-07-22,0.21028708
2022-07-23,0.20653007
2022-07-24,0.22332592
2022-07-25,0.20569711
2022-07-26,0.21143402
2022-07-27,0.23199467
2022-07-28,0.21937133
2022-07-29,0.21646958
2022-07-30,0.20666172
2022-07-31,0.21025359
2022-08-01,0.205963
2022-08-02,0.20277731
2022-08-03,0.20848601
2022-08-04,0.20942093
2022-08-05,0.21809204
2022-08-06,0.2235599
2022-08-07,0.2195618
2022-08-08,0.22957408
2022-08-09,0.22421521
2022-08-10,0.23625499
2022-08-11,0.23934232
2022-08-12,0.2397528
2022-08-13,0.24173591
2022-08-14,0.22682534
2022-08-15,0.22548908
2022-08-16,0.22277975
2022-08-17,0.2226017
2022-08-18,0.22459408
2022-08-19,0.21041244
2022-08-20,0.2158713
2022-08-21,0.21409122
2022-08-22,0.22809035
2022-08-23,0.22558637
2022-08-24,0.23138496
2022-08-25,0.24153238
2022-08-26,0.23569271
2022-08-27,0.24181441
2022-08-28,0.24785101
2022-08-29,0.24827559
2022-08-30,0.2429932
2022-08-31,0.23828602
2022-09-01,0.23704422
2022-09-02,0.23493615
2022-09-03,0.24339284
2022-09-04,0.2415771
2022-09-05,0.24032168
2022-09-06,0.23403601
2022-09-07,0.23640313
2022-09-08,0.24717961
2022-09-09,0.24560503
2022-09-10,0.24674883
2022-09-11,0.24524602
2022-09-12,0.23813184
2022-09-13,0.2326082
2022-09-14,0.22426906
2022-09-15,0.23347354
2022-09-16,0.23940227
2022-09-17,0.24667065
2022-09-18,0.25600502
2022-09-19,0.24662298
2022-09-20,0.25257591
2022-09-21,0.26464696
2022-09-22,0.25654888
2022-09-23,0.26073946
2022-09-24,0.26449253
2022-09-25,0.26679116
2022-09-26,0.26973036
2022-09-27,0.26764235
2022-09-28,0.27006398
2022-09-29,0.26739369
2022-09-30,0.26865318
2022-10-01,0.28027241
2022-10-02,0.29350858
2022-10-03,0.28113626
2022-10-04,0.28866409
2022-10-05,0.2825928
2022-10-06,0.28849008
2022-10-07,0.28880712
2022-10-08,0.29039339
2022-10-09,0.29228114
2022-10-10,0.3130918
2022-10-11,0.31467446
2022-10-12,0.31234387
2022-10-13,0.30573229
2022-10-14,0.30304905
2022-10-15,0.30513789
2022-10-16,0.30258952
2022-10-17,0.31380418
2022-10-18,0.31572014
2022-10-19,0.32177665
2022-10-20,0.32317342
2022-10-21,0.31079533
2022-10-22,0.32286412
2022-10-23,0.32749884
2022-10-24,0.31803633
2022-10-25,0.31981718
2022-10-26,0.31065879
2022-10-27,0.30146206
2022-10-28,0.29729553
2022-10-29,0.29168783
2022-10-30,0.28831012
2022-10-31,0.28276082
2022-11-01,0.27706309
2022-11-02,0.26832777
2022-11-03,0.25814827
2022-11-04,0.27472327
2022-11-05,0.27179819
2022-11-06,0.2634335
2022-11-07,0.25313511
2022-11-08,0.23490274
2022-11-09,0.26362024
2022-11-10,0.23376619
2022-11-11,0.21916882
2022-11-12,0.22128416
2022-11-13,0.22467905
2022-11-14,0.21524866
2022-11-15,0.21788915
2022-11-16,0.23667771
2022-11-17,0.24018448
2022-11-18,0.24299893
2022-11-19,0.24182193
2022-11-20,0.2550354
2022-11-21,0.26378309
2022-11-22,0.26703181
2022-11-23,0.25701884
2022-11-24,0.25922026
2022-11-25,0.26071372
2022-11-26,0.26425331
2022-11-27,0.26325054
2022-11-28,0.26441507
2022-11-29,0.27940258
2022-11-30,0.27185955
2022-12-01,0.25505577
2022-12-02,0.26075639
2022-12-03,0.24864544
2022-12-04,0.23151793
2022-12-05,0.23012382
2022-12-06,0.23269917
2022-12-07,0.24887552
2022-12-08,0.24309429
2022-12-09,0.23744193
2022-12-10,0.23861019
2022-12-11,0.2361195
2022-12-12,0.23168422
2022-12-13,0.24313569
2022-12-14,0.24287213
2022-12-15,0.25507737
2022-12-16,0.24271354
2022-12-17,0.24799264
2022-12-18,0.23220838
2022-12-19,0.2508715
2022-12-20,0.2498759
2022-12-21,0.25171085
2022-12-22,0.24496516
2022-12-23,0.25220929
2022-12-24,0.25280063
2022-12-25,0.24969653
2022-12-26,0.25032406
2022-12-27,0.26461063
2022-12-28,0.26677916
2022-12-29,0.26445102
2022-12-30,0.2635484
2022-12-31,0.26178906
2023-01-01,0.26684069
2023-01-02,0.26709503
2023-01-03,0.26328665
2023-01-04,0.26629976
2023-01-05,0.26297276
2023-01-06,0.27329357
2023-01-07,0.27024347
2023-01-08,0.2721557
2023-01-09,0.28109764
2023-01-10,0.29020118
2023-01-11,0.27320674
2023-01-12,0.26844175
2023-01-13,0.26295587
2023-01-14,0.22668407
2023-01-15,0.2309544
2023-01-16,0.23318296
2023-01-17,0.23636593
2023-01-18,0.23637897
2023-01-19,0.24009696
2023-01-20,0.23203607
2023-01-21,0.23099615
2023-01-22,0.22940664
2023-01-23,0.22700901
2023-01-24,0.21984338
2023-01-25,0.2124638
2023-01-26,0.21486203
2023-01-27,0.21353841
2023-01-28,0.21781283
2023-01-29,0.22276395
2023-01-30,0.22059353
2023-01-31,0.2159907
2023-02-01,0.2226656
2023-02-02,0.21846042
2023-02-03,0.22567042
2023-02-04,0.23723229
2023-02-05,0.22787346
2023-02-06,0.23082058
2023-02-07,0.23857339
2023-02-08,0.23500066
2023-02-09,0.23048128
2023-02-10,0.23362405
2023-02-11,0.23107322
2023-02-12,0.23001423
2023-02-13,0.24029375
2023-02-14,0.23492782
2023-02-15,0.22171973
2023-02-16,0.21233948
2023-02-17,0.21543486
2023-02-18,0.22035916
2023-02-19,0.21993242
2023-02-20,0.22368081
2023-02-21,0.22546664
2023-02-22,0.22518643
2023-02-23,0.21911939
2023-02-24,0.22608395
2023-02-25,0.22619571
2023-02-26,0.22315709
2023-02-27,0.22426414
2023-02-28,0.23194386
2023-03-01,0.23700661
2023-03-02,0.24201702
2023-03-03,0.22892864
2023-03-04,0.23191604
2023-03-05,0.22940381
2023-03-06,0.23163188
2023-03-07,0.22943316
2023-03-08,0.23603012
2023-03-09,0.22902433
2023-03-10,0.21862582
2023-03-11,0.21927378
2023-03-12,0.20120653
2023-03-13,0.20120345
2023-03-14,0.19820034
2023-03-15,0.2007305
2023-03-16,0.19834995
2023-03-17,0.20012217
2023-03-18,0.20080357
2023-03-19,0.20174686
2023-03-20,0.1968197
2023-03-21,0.20065255
2023-03-22,0.20690664
2023-03-23,0.20513832
2023-03-24,0.19520354
2023-03-25,0.19743116
2023-03-26,0.1937618
2023-03-27,0.20335493
2023-03-28,0.2030657
2023-03-29,0.20455016
2023-03-30,0.19639436
2023-03-31,0.21726902
2023-04-01,0.21256515
2023-04-02,0.20706774
2023-04-03,0.20061354
2023-04-04,0.23650796
2023-04-05,0.23198729
2023-04-06,0.21963513
2023-04-07,0.21628955
2023-04-08,0.21995725
2023-04-09,0.21201187
2023-04-10,0.2106236
2023-04-11,0.20822255
2023-04-12,0.22846391
2023-04-13,0.26835864
2023-04-14,0.23844006
2023-04-15,0.24092377
2023-04-16,0.23480141
2023-04-17,0.23312683
2023-04-18,0.22985754
2023-04-19,0.21877254
2023-04-20,0.21441701
2023-04-21,0.21089714
2023-04-22,0.21273831
2023-04-23,0.2019837
2023-04-24,0.20269873
2023-04-25,0.20615245
2023-04-26,0.18806979
2023-04-27,0.19191687
2023-04-28,0.19695558
2023-04-29,0.19791063
2023-04-30,0.19790217
2023-05-01,0.20366369
2023-05-02,0.20457437
2023-05-03,0.20291952
2023-05-04,0.20351277
2023-05-05,0.2240604
2023-05-06,0.21158079
2023-05-07,0.2050352
2023-05-08,0.20757543
2023-05-09,0.20993755
2023-05-10,0.20947165
2023-05-11,0.22714486
2023-05-12,0.21560284
2023-05-13,0.21940786
2023-05-14,0.21899269
2023-05-15,0.21584697
2023-05-16,0.21728645
2023-05-17,0.21744466
2023-05-18,0.21938295
2023-05-19,0.21773172
2023-05-20,0.21984837
2023-05-21,0.22273082
2023-05-22,0.22907784
2023-05-23,0.23575986
2023-05-24,0.2217008
2023-05-25,0.2200588
2023-05-26,0.22550376
2023-05-27,0.21986539
2023-05-28,0.2174914
2023-05-29,0.21938582
2023-05-30,0.22514305
2023-05-31,0.22303717
2023-06-01,0.21703578
2023-06-02,0.22683213
2023-06-03,0.22457586
2023-06-04,0.22725985
2023-06-05,0.23033884
2023-06-06,0.21811225
2023-06-07,0.21042471
2023-06-08,0.21705492
2023-06-09,0.22036105
2023-06-10,0.23350212
2023-06-11,0.22885076
2023-06-12,0.23720144
2023-06-13,0.23904127
2023-06-14,0.23515607
2023-06-15,0.23213841
2023-06-16,0.22330484
2023-06-17,0.2192781
2023-06-18,0.21823469
2023-06-19,0.21616833
2023-06-20,0.21504886
2023-06-21,0.21382185
2023-06-22,0.2159038
2023-06-23,0.21186903
2023-06-24,0.21493144
2023-06-25,0.22079734
2023-06-26,0.22292582
2023-06-27,0.22552586
2023-06-28,0.23205625
2023-06-29,0.22235392
2023-06-30,0.22901972
2023-07-01,0.23258203
2023-07-02,0.21694825
2023-07-03,0.23665604
2023-07-04,0.23112384
2023-07-05,0.23417938
2023-07-06,0.22495583
2023-07-07,0.22572421
2023-07-08,0.22490631
2023-07-09,0.2341684
2023-07-10,0.22337814
2023-07-11,0.22673259
2023-07-12,0.21490779
2023-07-13,0.24596036
2023-07-14,0.20689377
2023-07-15,0.23019359
2023-07-16,0.23657108
2023-07-17,0.22623113
2023-07-18,0.23006124
2023-07-19,0.22979084
2023-07-20,0.22979753
2023-07-21,0.227426
2023-07-22,0.23200275
2023-07-23,0.22369819
2023-07-24,0.24057524
2023-07-25,0.23436761
2023-07-26,0.23382449
2023-07-27,0.23885366
2023-07-28,0.2426364
2023-07-29,0.24281901
2023-07-30,0.23462752
2023-07-31,0.24293369
2023-08-01,0.23221465
2023-08-02,0.24325395
2023-08-03,0.2446652
2023-08-04,0.2471381
2023-08-05,0.24465208
2023-08-06,0.24786174
2023-08-07,0.25631653
2023-08-08,0.23966892
2023-08-09,0.23811925
2023-08-10,0.23972904
2023-08-11,0.23827998
2023-08-12,0.23798962
2023-08-13,0.23830724
2023-08-14,0.24024381
2023-08-15,0.25378837
2023-08-16,0.26056227
2023-08-17,0.22569153
2023-08-18,0.2133883
2023-08-19,0.20584421
2023-08-20,0.2091522
2023-08-21,0.20756334
2023-08-22,0.20630449
2023-08-23,0.20745837
2023-08-24,0.2035511
2023-08-25,0.20576224
2023-08-26,0.2062593
2023-08-27,0.20738551
2023-08-28,0.20528623
2023-08-29,0.20848427
2023-08-30,0.20453485
2023-08-31,0.20201528
2023-09-01,0.20205472
2023-09-02,0.20066574
2023-09-03,0.20089116
2023-09-04,0.20463653
2023-09-05,0.20687018
2023-09-06,0.20708574
2023-09-07,0.21021982
2023-09-08,0.2089166
2023-09-09,0.21001383
2023-09-10,0.21099841
2023-09-11,0.22566083
2023-09-12,0.21799321
2023-09-13,0.22071629
2023-09-14,0.21814423
2023-09-15,0.2166576
2023-09-16,0.21463105
2023-09-17,0.2137567
2023-09-18,0.21705295
2023-09-19,0.2148387
2023-09-20,0.2178574
2023-09-21,0.22918299
2023-09-22,0.22545427
2023-09-23,0.22744872
2023-09-24,0.22720552
2023-09-25,0.22530557
2023-09-26,0.22488861
2023-09-27,0.22248899
2023-09-28,0.22971422
2023-09-29,0.22995536
2023-09-30,0.22997293
2023-10-01,0.22855581
2023-10-02,0.21948418
2023-10-03,0.2237776
2023-10-04,0.22746109
2023-10-05,0.23694956
2023-10-06,0.22786494
2023-10-07,0.22732689
2023-10-08,0.23350404
2023-10-09,0.24063659
2023-10-10,0.24620102
2023-10-11,0.2505025
2023-10-12,0.25869162
2023-10-13,0.25258608
2023-10-14,0.25178636
2023-10-15,0.25217846
2023-10-16,0.24005137
2023-10-17,0.24537004
2023-10-18,0.24477359
2023-10-19,0.24530844
2023-10-20,0.24517435
2023-10-21,0.24451835
2023-10-22,0.24315334
2023-10-23,0.23394579
2023-10-24,0.22404409
2023-10-25,0.23103299
2023-10-26,0.23335746
2023-10-27,0.23463454
2023-10-28,0.23547766
2023-10-29,0.23689909
2023-10-30,0.23983706
2023-10-31,0.23882406
2023-11-01,0.24625619
2023-11-02,0.23796345
2023-11-03,0.24325375
2023-11-04,0.24897787
2023-11-05,0.25130526
2023-11-06,0.25219977
2023-11-07,0.24066949
2023-11-08,0.24624483
2023-11-09,0.25579648
2023-11-10,0.25407402
2023-11-11,0.24957972
2023-11-12,0.25255205
2023-11-13,0.25277412
2023-11-14,0.24317326
2023-11-15,0.24545436
2023-11-16,0.24456775
2023-11-17,0.23921703
2023-11-18,0.24799808
2023-11-19,0.24619194
2023-11-20,0.2513436
2023-11-21,0.25055684
2023-11-22,0.26073446
2023-11-23,0.26256784
2023-11-24,0.26108926
2023-11-25,0.25964973
2023-11-26,0.25282212
2023-11-27,0.25857875
2023-11-28,0.25425996
2023-11-29,0.25416585
2023-11-30,0.25704065
2023-12-01,0.26405894
2023-12-02,0.26985648
2023-12-03,0.26927093
2023-12-04,0.2627879
2023-12-05,0.25131044
2023-12-06,0.2440483
2023-12-07,0.25892636
2023-12-08,0.25550064
2023-12-09,0.25844897
2023-12-10,0.25354955
2023-12-11,0.24383323
2023-12-12,0.24130092
2023-12-13,0.23590472
2023-12-14,0.23896384
2023-12-15,0.23807782
2023-12-16,0.23695571
2023-12-17,0.24245582
2023-12-18,0.24365602
2023-12-19,0.24461751
2023-12-20,0.24219476
2023-12-21,0.24361499
2023-12-22,0.25834834
2023-12-23,0.24985576
2023-12-24,0.24621733
2023-12-25,0.24721188
2023-12-26,0.24494068
2023-12-27,0.26281805
2023-12-28,0.25095695
2023-12-29,0.23776995
2023-12-30,0.23353491
2023-12-31,0.23269574
2024-01-01,0.23350279
2024-01-02,0.23562006
2024-01-03,0.2196034
2024-01-04,0.21737413
2024-01-05,0.21587652
2024-01-06,0.21545399
2024-01-07,0.22010352
2024-01-08,0.21753076
2024-01-09,0.22115446
2024-01-10,0.23229696
2024-01-11,0.23452915
2024-01-12,0.23596008
2024-01-13,0.23513077
2024-01-14,0.23888073
2024-01-15,0.238476
2024-01-16,0.24416812
2024-01-17,0.24052813
2024-01-18,0.25064796
2024-01-19,0.24750958
2024-01-20,0.24826997
2024-01-21,0.24728863
2024-01-22,0.25147791
2024-01-23,0.24092987
2024-01-24,0.24112606
2024-01-25,0.24321719
2024-01-26,0.24713108
2024-01-27,0.24491577
2024-01-28,0.23835077
2024-01-29,0.24178453
2024-01-30,0.24140848
2024-01-31,0.23757906
2024-02-01,0.24175233
2024-02-02,0.2376902
2024-02-03,0.24116642
2024-02-04,0.23811958
2024-02-05,0.24092215
2024-02-06,0.25959378
2024-02-07,0.2544444
2024-02-08,0.25027092
2024-02-09,0.24540813
2024-02-10,0.24567697
2024-02-11,0.24569664
2024-02-12,0.25422193
2024-02-13,0.25801747
2024-02-14,0.25432365
2024-02-15,0.25576182
2024-02-16,0.25220372
2024-02-17,0.25314875
2024-02-18,0.25647036
2024-02-19,0.25970554
2024-02-20,0.26320203
2024-02-21,0.26612203
2024-02-22,0.26267455
2024-02-23,0.25205782
2024-02-24,0.26085261
2024-02-25,0.27747272
2024-02-26,0.26617559
2024-02-27,0.2517065
2024-02-28,0.23483027
2024-02-29,0.24299846
2024-03-01,0.2367199
2024-03-02,0.23755644
2024-03-03,0.23991652
2024-03-04,0.22999949
2024-03-05,0.22783189
2024-03-06,0.22527003
2024-03-07,0.22597139
2024-03-08,0.23161322
2024-03-09,0.23496981
2024-03-10,0.23424735
2024-03-11,0.23168954
2024-03-12,0.23200379
2024-03-13,0.23576223
2024-03-14,0.24750526
2024-03-15,0.23665
2024-03-16,0.24874966
2024-03-17,0.24243987
2024-03-18,0.24805337
2024-03-19,0.24868788
2024-03-20,0.2360289
2024-03-21,0.23638145
2024-03-22,0.24106587
2024-03-23,0.24079307
2024-03-24,0.24024132
2024-03-25,0.24369981
2024-03-26,0.24489888
2024-03-27,0.2461706
2024-03-28,0.24798243
2024-03-29,0.25125925
2024-03-30,0.2545476
2024-03-31,0.2585633
2024-04-01,0.25960838
2024-04-02,0.25748339
2024-04-03,0.25452125
2024-04-04,0.25315829
2024-04-05,0.25761672
2024-04-06,0.25441975
2024-04-07,0.25453119
2024-04-08,0.2612115
2024-04-09,0.25914559
2024-04-10,0.25533898
2024-04-11,0.2539164
2024-04-12,0.25008819
2024-04-13,0.23493186
2024-04-14,0.23092185
2024-04-15,0.23252092
2024-04-16,0.22983606
2024-04-17,0.23606748
2024-04-18,0.22915766
2024-04-19,0.23082499
2024-04-20,0.22849176
2024-04-21,0.22830862
2024-04-22,0.22901075
2024-04-23,0.23023543
2024-04-24,0.23734678
2024-04-25,0.23595521
2024-04-26,0.23664056
2024-04-27,0.24351681
2024-04-28,0.24543193
2024-04-29,0.24720228
2024-04-30,0.25391921
2024-05-01,0.24217768
2024-05-02,0.24311578
2024-05-03,0.23994996
2024-05-04,0.23995185
2024-05-05,0.24164647
2024-05-06,0.24313117
2024-05-07,0.24460226
2024-05-08,0.24983562
2024-05-09,0.24989309
2024-05-10,0.26350831
2024-05-11,0.25961951
2024-05-12,0.25869169
2024-05-13,0.25922382
2024-05-14,0.26664039
2024-05-15,0.26390156
2024-05-16,0.26794901
2024-05-17,0.27785751
2024-05-18,0.2787226
2024-05-19,0.27370719
2024-05-20,0.29513907
2024-05-21,0.2987321
2024-05-22,0.29706076
2024-05-23,0.29646781
2024-05-24,0.30105692
2024-05-25,0.30210683
2024-05-26,0.31410022
2024-05-27,0.32016945
2024-05-28,0.32185834
2024-05-29,0.32537561
2024-05-30,0.32077616
2024-05-31,0.32216147
2024-06-01,0.32905565
2024-06-02,0.32415511
2024-06-03,0.32900316
2024-06-04,0.32877519
2024-06-05,0.33126048
2024-06-06,0.32514952
2024-06-07,0.32246939
2024-06-08,0.32195615
2024-06-09,0.32402384
2024-06-10,0.32298901
2024-06-11,0.32469006
2024-06-12,0.31452806
2024-06-13,0.31421647
2024-06-14,0.3202038
2024-06-15,0.33300665
2024-06-16,0.332183
2024-06-17,0.31754822
2024-06-18,0.3144364
2024-06-19,0.32464151
2024-06-20,0.31915621
2024-06-21,0.32135972
2024-06-22,0.31934082
2024-06-23,0.32433558
2024-06-24,0.33266929
2024-06-25,0.32726021
2024-06-26,0.32950973
2024-06-27,0.3438411
2024-06-28,0.35505294
2024-06-29,0.35240941
2024-06-30,0.34751961
2024-07-01,0.34554335
2024-07-02,0.35466731
2024-07-03,0.36159844
2024-07-04,0.35926913
2024-07-05,0.33532258
2024-07-06,0.33830464
2024-07-07,0.33573641
2024-07-08,0.32275715
2024-07-09,0.32784523
2024-07-10,0.33005786
2024-07-11,0.32969867
2024-07-12,0.33113186
2024-07-13,0.33428444
2024-07-14,0.33616793
2024-07-15,0.32974417
2024-07-16,0.32386211
2024-07-17,0.33175218
2024-07-18,0.33187252
2024-07-19,0.3333334
2024-07-20,0.33177937
2024-07-21,0.32558306
2024-07-22,0.3308512
2024-07-23,0.34080186
2024-07-24,0.35562852
2024-07-25,0.34781822
2024-07-26,0.34459486
2024-07-27,0.3315536
2024-07-28,0.33601463
2024-07-29,0.34687336
2024-07-30,0.35063216
2024-07-31,0.3542486
2024-08-01,0.34969094
2024-08-02,0.3628522
2024-08-03,0.35307813
2024-08-04,0.34647834
2024-08-05,0.2982608
2024-08-06,0.31681471
2024-08-07,0.32713742
2024-08-08,0.31026537
2024-08-09,0.30446003
2024-08-10,0.30440645
2024-08-11,0.31046162
2024-08-12,0.3082761
2024-08-13,0.30606685
2024-08-14,0.30791197
2024-08-15,0.30862624
2024-08-16,0.30897234
2024-08-17,0.30841594
2024-08-18,0.3077441
2024-08-19,0.30717825
2024-08-20,0.31353627
2024-08-21,0.30831828
2024-08-22,0.30962243
2024-08-23,0.31542769
2024-08-24,0.31361496
2024-08-25,0.31528758
2024-08-26,0.31955017
2024-08-27,0.32134517
2024-08-28,0.31514773
2024-08-29,0.31886423
2024-08-30,0.31377137
2024-08-31,0.31299782
2024-09-01,0.30886181
2024-09-02,0.31300326
2024-09-03,0.31992291
2024-09-04,0.31194665
2024-09-05,0.31860998
2024-09-06,0.32538404
2024-09-07,0.32749946
2024-09-08,0.32603932
2024-09-09,0.32076139
2024-09-10,0.32057107
2024-09-11,0.32226726
2024-09-12,0.32045446
2024-09-13,0.32644378
2024-09-14,0.32550763
2024-09-15,0.32428223
2024-09-16,0.33170405
2024-09-17,0.32805252
2024-09-18,0.32209703
2024-09-19,0.32939178
2024-09-20,0.32515077
2024-09-21,0.32903677
2024-09-22,0.31709434
2024-09-23,0.3252462
2024-09-24,0.32493977
2024-09-25,0.33258914
2024-09-26,0.32706255
2024-09-27,0.33157739
2024-09-28,0.33252553
2024-09-29,0.33301787
2024-09-30,0.34638076
2024-10-01,0.34249798
2024-10-02,0.33873066
2024-10-03,0.33903535
2024-10-04,0.33464147
2024-10-05,0.33408214
2024-10-06,0.33403301
2024-10-07,0.32347076
2024-10-08,0.33110056
2024-10-09,0.34395125
2024-10-10,0.34512777
2024-10-11,0.33506599
2024-10-12,0.33525248
2024-10-13,0.33170206
2024-10-14,0.35581239
2024-10-15,0.34116362
2024-10-16,0.34554266
2024-10-17,0.34619747
2024-10-18,0.34884043
2024-10-19,0.34845663
2024-10-20,0.35601884
2024-10-21,0.35821098
2024-10-22,0.35595323
2024-10-23,0.35908425
2024-10-24,0.35786269
2024-10-25,0.36208239
2024-10-26,0.36435057
2024-10-27,0.36426545
2024-10-28,0.37115341
2024-10-29,0.36569547
2024-10-30,0.37219283
2024-10-31,0.39261483
2024-11-01,0.37599052
2024-11-02,0.37730303
2024-11-03,0.37836803
2024-11-04,0.38062689
2024-11-05,0.36936025
2024-11-06,0.37551606
2024-11-07,0.39290746
2024-11-08,0.39696791
2024-11-09,0.39157147
2024-11-10,0.37192887
2024-11-11,0.36570979
2024-11-12,0.36224638
2024-11-13,0.35914527
2024-11-14,0.36827527
2024-11-15,0.37242486
2024-11-16,0.37327387
2024-11-17,0.37173904
2024-11-18,0.38104116
2024-11-19,0.37678559
2024-11-20,0.3858591
2024-11-21,0.39565894
2024-11-22,0.39550494
2024-11-23,0.38751306
2024-11-24,0.38971754
2024-11-25,0.38764289
2024-11-26,0.38979821
2024-11-27,0.41887295
2024-11-28,0.41443417
2024-11-29,0.40674709
2024-11-30,0.41731272
2024-12-01,0.41884066
2024-12-02,0.41508311
2024-12-03,0.42174631
2024-12-04,0.43570929
2024-12-05,0.42081785
2024-12-06,0.43753919
2024-12-07,0.43281063
2024-12-08,0.43441387
2024-12-09,0.42692913
2024-12-10,0.41369239
2024-12-11,0.4155683
2024-12-12,0.43369871
2024-12-13,0.43822421
2024-12-14,0.45158241
2024-12-15,0.45500137
2024-12-16,0.46115071
2024-12-17,0.47174806
2024-12-18,0.48645199
2024-12-19,0.48915607
2024-12-20,0.46678275
2024-12-21,0.47107634
2024-12-22,0.47969106
2024-12-23,0.47502963
2024-12-24,0.474477
2024-12-25,0.4715033
2024-12-26,0.48212478
2024-12-27,0.48980045
2024-12-28,0.4939966
2024-12-29,0.49612606
2024-12-30,0.49406971
2024-12-31,0.5018679
2025-01-01,0.5122276
2025-01-02,0.50840933
2025-01-03,0.53487367
2025-01-04,0.52270015
2025-01-05,0.51825078
2025-01-06,0.5127542
2025-01-07,0.53057926
2025-01-08,0.53753392
2025-01-09,0.53408566
2025-01-10,0.53104182
2025-01-11,0.54347931
2025-01-12,0.5465421
2025-01-13,0.54338739
2025-01-14,0.5320288
2025-01-15,0.52438465
2025-01-16,0.53438167
2025-01-17,0.53658047
2025-01-18,0.56501703
2025-01-19,0.55715858
2025-01-20,0.54502089
2025-01-21,0.54832628
2025-01-22,0.54921962
2025-01-23,0.55235562
2025-01-24,0.54492029
2025-01-25,0.54429083
2025-01-26,0.54806979
2025-01-27,0.55171042
2025-01-28,0.56090035
2025-01-29,0.5592415
2025-01-30,0.55888257
2025-01-31,0.56070633
2025-02-01,0.57034454
2025-02-02,0.57678078
2025-02-03,0.49043154
2025-02-04,0.48506214
2025-02-05,0.47491943
2025-02-06,0.47942098
2025-02-07,0.47412318
2025-02-08,0.47363167
2025-02-09,0.45945177
2025-02-10,0.47401206
2025-02-11,0.47913238
2025-02-12,0.48440237
2025-02-13,0.48200265
2025-02-14,0.48500605
2025-02-15,0.48332296
2025-02-16,0.49103009
