date,Short Liquidations USD
2018-12-28,13236.235005649924
2018-12-29,44303.371859
2018-12-30,73684.46245540012
2018-12-31,13.0118625
2019-01-01,32531.03369282509
2019-01-02,501455.1808147999
2019-01-03,45912.649204499976
2019-01-04,116332.7881243502
2019-01-05,151131.96487844994
2019-01-06,28246.05838439997
2019-01-07,112122.69409837404
2019-01-08,64107.716889399984
2019-01-09,21554.49314474996
2019-01-10,21050.22550350005
2019-01-11,185427.71917262525
2019-01-12,9248.390152699983
2019-01-13,121880.26928767531
2019-01-14,194417.94430924967
2019-01-15,65254.157824475005
2019-01-16,85055.23227800008
2019-01-17,51068.196044900105
2019-01-18,755.140010625
2019-01-19,45384.56680524997
2019-01-20,4128.0215235000005
2019-01-21,6240.981341999999
2019-01-22,9990.709133900014
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,1248.8715
2019-01-26,6176.1572039
2019-01-27,0.0
2019-01-28,21843.20823910008
2019-01-29,2147.423582499993
2019-01-30,66208.20279849983
2019-01-31,14992.66797974997
2019-02-01,33595.72909414984
2019-02-02,217877.2168546756
2019-02-03,3834.73965
2019-02-04,0.0
2019-02-05,0.0
2019-02-06,81.44135999999999
2019-02-07,0.0
2019-02-08,285911.3908600256
2019-02-09,51352.11162304969
2019-02-10,212350.85475059983
2019-02-11,29889.99872249996
2019-02-12,1654.36839875
2019-02-13,13726.774407750005
2019-02-14,8848.817631975018
2019-02-15,12556.61448584997
2019-02-16,1637.07556725
2019-02-17,302670.2634504246
2019-02-18,1041093.57690345
2019-02-19,71924.16568977498
2019-02-20,127994.67648909985
2019-02-21,29542.64470299996
2019-02-22,114904.9883999999
2019-02-23,1146754.287091575
2019-02-24,163957.88385542465
2019-02-25,41888.36989897505
2019-02-26,520.189
2019-02-27,87612.88810399994
2019-02-28,20566.08597762498
2019-03-01,19418.5162263
2019-03-02,9.6244953
2019-03-03,3583.649192199995
2019-03-04,167955.68962615065
2019-03-05,761650.4648834015
2019-03-06,66304.52504682503
2019-03-07,1742.8296825
2019-03-08,58818.10803260035
2019-03-09,44782.800648500015
2019-03-10,0.0
2019-03-11,79621.84828725006
2019-03-12,50533.69122280019
2019-03-13,0.0
2019-03-14,53568.86680687504
2019-03-15,217127.44163115104
2019-03-16,295422.7856260995
2019-03-17,2672.6451645
2019-03-18,91505.6833026004
2019-03-19,552.64125
2019-03-20,33.629772
2019-03-21,227.9891202
2019-03-22,2727.4580072000003
2019-03-23,0.0
2019-03-24,0.0
2019-03-25,0.0
2019-03-26,36059.21157037504
2019-03-27,23935.173034950018
2019-03-28,0.0
2019-03-29,174862.87909820015
2019-03-30,66416.40887377493
2019-03-31,0.0
2019-04-01,5.868939999999999
2019-04-02,23084999.629595496
2019-04-03,6843169.437852255
2019-04-04,189973.02218252
2019-04-05,208045.317777875
2019-04-06,2139131.01022942
2019-04-07,1179876.978354645
2019-04-08,4523532.77148439
2019-04-09,37123.2994295
2019-04-10,1104613.209349175
2019-04-11,90114.15481474984
2019-04-12,265745.06525212
2019-04-13,11945.0183234
2019-04-14,610508.82802115
2019-04-15,111293.64100423
2019-04-16,1972393.7349671
2019-04-17,13596.1448539
2019-04-18,3599547.961898285
2019-04-19,59527.80246970001
2019-04-20,1427879.49504237
2019-04-21,29748.38928125
2019-04-22,331458.22732722
2019-04-23,1246541.86174515
2019-04-24,359930.823454755
2019-04-25,266715.57073055
2019-04-26,67824.60141469509
2019-04-27,940832.22547123
2019-04-28,0.0
2019-04-29,157032.30026629
2019-04-30,2199121.8709781994
2019-05-01,491663.040882945
2019-05-02,497392.4263534
2019-05-03,4548216.871424324
2019-05-04,163170.54357167502
2019-05-05,64150.27076325
2019-05-06,4669139.08103458
2019-05-07,6636239.647793845
2019-05-08,306222.3709028
2019-05-09,848577.244685945
2019-05-10,1102598.6629916949
2019-05-11,13148020.746291377
2019-05-12,803209.4750420001
2019-05-13,2197897.7552271406
2019-05-14,2177351.7644708203
2019-05-15,9127259.089425474
2019-05-16,15037880.858972754
2019-05-17,1991624.1509383847
2019-05-18,435748.12877542
2019-05-19,3214166.8894100604
2019-05-20,664698.5063188445
2019-05-21,1274719.739865245
2019-05-22,144120.4492619
2019-05-23,674196.4601593999
2019-05-24,654133.667445705
2019-05-25,738479.9036193701
2019-05-26,3414092.32957341
2019-05-27,1685716.339597515
2019-05-28,204894.74818199995
2019-05-29,384466.6766061
2019-05-30,3850923.43735294
2019-05-31,1288255.3669508402
2019-06-01,957005.191898075
2019-06-02,226233.975814635
2019-06-03,234850.679143
2019-06-04,344496.21544756
2019-06-05,636874.075241725
2019-06-06,571119.61235265
2019-06-07,428790.25177635
2019-06-08,29564.5806961
2019-06-09,125821.27205785002
2019-06-10,2368339.360873235
