date,Short Liquidations
2021-11-24,3214.1569459
2021-11-25,8186.159050429999
2021-11-26,5205.79649074
2021-11-27,1852.8507015600003
2021-11-28,8111.440375970001
2021-11-29,8750.48341654
2021-11-30,17459.889196710003
2021-12-01,4574.78709128
2021-12-02,4324.466772139999
2021-12-03,23361.08831581
2021-12-04,24640.32070127
2021-12-05,5561.64175041
2021-12-06,19913.88931242
2021-12-07,2967.5435331000003
2021-12-08,6300.047003809999
2021-12-09,9367.403586009998
2021-12-10,4377.791967640001
2021-12-11,4396.110266659999
2021-12-12,6196.36174345
2021-12-13,7669.23067393
2021-12-14,6522.97809889
2021-12-15,10509.599145249998
2021-12-16,3797.04409679
2021-12-17,6407.66027469
2021-12-18,5896.001869839998
2021-12-19,3981.771811960001
2021-12-20,7046.11020943
2021-12-21,4367.49452624
2021-12-22,2583.7584429800004
2021-12-23,6242.424873909999
2021-12-24,1351.6669761300002
2021-12-25,1534.4886413599995
2021-12-26,1116.8727107400002
2021-12-27,1050.91964958
2021-12-28,4896.17954437
2021-12-29,7276.35332609
2021-12-30,4004.0813975800006
2021-12-31,4206.83480561
2022-01-01,2594.74224221
2022-01-02,4396.223637290001
2022-01-03,1079.3610157100002
2022-01-04,4098.20182879
2022-01-05,2583.94737536
2022-01-06,4542.849782910001
2022-01-07,8031.666561620001
2022-01-08,4084.25708671
2022-01-09,5444.30053573
2022-01-10,6138.4461489000005
2022-01-11,8955.20944663
2022-01-12,8568.29666
2022-01-13,1340.49423454
2022-01-14,3322.81655997
2022-01-15,3896.17969634
2022-01-16,2802.10328114
2022-01-17,1302.9668369
2022-01-18,2068.8716998600003
2022-01-19,3556.20557623
2022-01-20,9491.42827736
2022-01-21,13337.52787709
2022-01-22,14740.47079377
2022-01-23,8372.343929850002
2022-01-24,19808.90769768
2022-01-25,9523.14939482
2022-01-26,24341.03490404
2022-01-27,7912.09678409
2022-01-28,12065.16025571
2022-01-29,7959.8913704
2022-01-30,3160.35993193
2022-01-31,10372.13482835
2022-02-01,15024.45335608
2022-02-02,4243.38797367
2022-02-03,6249.36083332
2022-02-04,25901.519068580004
2022-02-05,6949.85212533
2022-02-06,5346.38751316
2022-02-07,12014.75020328
2022-02-08,5617.07107013
2022-02-09,10059.92978963
2022-02-10,8142.842611100001
2022-02-11,4841.999493909999
2022-02-12,4625.63437329
2022-02-13,2110.32512479
2022-02-14,5550.30955795
2022-02-15,14827.390418660005
2022-02-16,3908.79555151
2022-02-17,3366.684079050001
2022-02-18,5365.351685940001
2022-02-19,3259.66240295
2022-02-20,4858.17335426
2022-02-21,18523.641778890003
2022-02-22,8354.309133339999
2022-02-23,6984.58023526
2022-02-24,32130.18534776
2022-02-25,14820.254457449995
2022-02-26,6477.165716869999
2022-02-27,11587.08991011
2022-02-28,20394.39541382
2022-03-01,8675.636371580002
2022-03-02,6159.74103127
2022-03-03,1888.80560582
2022-03-04,3130.2924046800003
2022-03-05,2430.4771413100007
2022-03-06,2898.3551334000003
2022-03-07,9771.68718799
2022-03-08,5913.977513209999
2022-03-09,11965.78219756
2022-03-10,3323.9184228500003
2022-03-11,6998.995479040002
2022-03-12,1775.94422704
2022-03-13,1012.38051123
2022-03-14,6120.528072100001
2022-03-15,7352.526127310001
2022-03-16,16045.873234329998
2022-03-17,7471.13044056
2022-03-18,17833.73325615
2022-03-19,2304.0095205800003
2022-03-20,2972.82610311
2022-03-21,4306.90211306
2022-03-22,8635.750228629999
2022-03-23,4514.73976149
2022-03-24,7367.525097769999
2022-03-25,9008.77940176
2022-03-26,1893.95380232
2022-03-27,33333.93427591129
2022-03-28,33134.1303591314
2022-03-29,14965.568608569998
2022-03-30,2513.1983043400005
2022-03-31,2195.3627249700003
2022-04-01,11939.859381380002
2022-04-02,5387.115999370001
2022-04-03,8466.43949342
2022-04-04,3103.26046775
2022-04-05,2011.24493667
2022-04-06,3172.65008065
2022-04-07,3066.80793079
2022-04-08,5354.962201980001
2022-04-09,2866.34273023
2022-04-10,4191.17574139
2022-04-11,2201.75475529
2022-04-12,4374.15826187
2022-04-13,8790.51393817
2022-04-14,1513.27716642
2022-04-15,2167.31246739
2022-04-16,4353.463286359999
2022-04-17,1228.10540537
2022-04-18,8561.907086410001
2022-04-19,5570.606569049999
2022-04-20,6431.907096559999
2022-04-21,3650.15511974
2022-04-22,2053.33902107
2022-04-23,484.64155458
2022-04-24,1523.49948379
2022-04-25,15474.21341901
2022-04-26,2895.54545502
2022-04-27,5061.504241150001
2022-04-28,9936.28718051
2022-04-29,2532.76589001
2022-04-30,693.0436881300001
2022-05-01,5849.02269304
2022-05-02,3459.60634909
2022-05-03,666.5254095500001
2022-05-04,11289.970305039998
2022-05-05,1585.0652097000002
2022-05-06,3962.45315899
2022-05-07,1903.66432485
2022-05-08,3322.25786406
2022-05-09,20269.37061753
2022-05-10,15556.16120263
2022-05-11,24091.98747692
2022-05-12,35441.40663418
2022-05-13,12060.03990647
2022-05-14,6055.769613519999
