Datetime,Fees USD (Total)
2022-01-24T00:00:00Z,408175.38141213
2022-01-23T00:00:00Z,272103.58871024
2022-01-22T00:00:00Z,395537.30125377
2022-01-21T00:00:00Z,468809.94485348
2022-01-20T00:00:00Z,420159.10694802
2022-01-19T00:00:00Z,363074.04189469
2022-01-18T00:00:00Z,397052.35880652
2022-01-17T00:00:00Z,386080.58861791
2022-01-16T00:00:00Z,274382.60147978
2022-01-15T00:00:00Z,320609.27393568
2022-01-14T00:00:00Z,413565.69100416
2022-01-13T00:00:00Z,452686.75567781
2022-01-12T00:00:00Z,504262.47606205
2022-01-11T00:00:00Z,494460.10622021
2022-01-10T00:00:00Z,476073.70067484
2022-01-09T00:00:00Z,329627.73585433
2022-01-08T00:00:00Z,403604.61903923
2022-01-07T00:00:00Z,600341.99863426
2022-01-06T00:00:00Z,656434.81264545
2022-01-05T00:00:00Z,725512.0895342
2022-01-04T00:00:00Z,617109.30809346
2022-01-03T00:00:00Z,542055.28295185
2022-01-02T00:00:00Z,437499.51060054
2022-01-01T00:00:00Z,438534.07511133
2021-12-31T00:00:00Z,854699.33187292
2021-12-30T00:00:00Z,833279.25254421
2021-12-29T00:00:00Z,780654.01946556
2021-12-28T00:00:00Z,870475.26407882
2021-12-27T00:00:00Z,673503.51198534
2021-12-26T00:00:00Z,389144.96053803
2021-12-25T00:00:00Z,423111.96698217
2021-12-24T00:00:00Z,615958.44167187
2021-12-23T00:00:00Z,540959.4847812
2021-12-22T00:00:00Z,531075.06456139
2021-12-21T00:00:00Z,576001.75856935
2021-12-20T00:00:00Z,510228.43421122
2021-12-19T00:00:00Z,329249.44491845
2021-12-18T00:00:00Z,409215.64969404
2021-12-17T00:00:00Z,610567.03301627
2021-12-16T00:00:00Z,508198.79235486
2021-12-15T00:00:00Z,558757.05307632
2021-12-14T00:00:00Z,553511.93036017
2021-12-13T00:00:00Z,618846.28239716
2021-12-12T00:00:00Z,324532.40517377
2021-12-11T00:00:00Z,384437.30727932
2021-12-10T00:00:00Z,558983.36871284
2021-12-09T00:00:00Z,589725.79031503
2021-12-08T00:00:00Z,520466.17813868
2021-12-07T00:00:00Z,580973.24392331
2021-12-06T00:00:00Z,633845.7551996
2021-12-05T00:00:00Z,1073088.79326318
2021-12-04T00:00:00Z,847493.10591352
2021-12-03T00:00:00Z,741382.04829068
2021-12-02T00:00:00Z,1069706.79381244
2021-12-01T00:00:00Z,1180792.642096
2021-11-30T00:00:00Z,725668.15276552
2021-11-29T00:00:00Z,641501.5625786
2021-11-28T00:00:00Z,401787.3899129
2021-11-27T00:00:00Z,461615.57662621
2021-11-26T00:00:00Z,807935.32441469
2021-11-25T00:00:00Z,867263.81731877
2021-11-24T00:00:00Z,795561.74959464
2021-11-23T00:00:00Z,700304.43911499
2021-11-22T00:00:00Z,705884.34001806
2021-11-21T00:00:00Z,546121.19761036
2021-11-20T00:00:00Z,760154.3464281
2021-11-19T00:00:00Z,757289.62732198
2021-11-18T00:00:00Z,692710.03651524
2021-11-17T00:00:00Z,805938.69971968
2021-11-16T00:00:00Z,788865.5812629
2021-11-15T00:00:00Z,823260.1707013
2021-11-14T00:00:00Z,558762.67327843
2021-11-13T00:00:00Z,685095.8104685
2021-11-12T00:00:00Z,953935.93484566
2021-11-11T00:00:00Z,1009689.48488382
2021-11-10T00:00:00Z,1233008.4540425
2021-11-09T00:00:00Z,1570675.89864254
2021-11-08T00:00:00Z,1061324.42463571
2021-11-07T00:00:00Z,598659.58892203
2021-11-06T00:00:00Z,655818.15499316
2021-11-05T00:00:00Z,1076448.98359964
2021-11-04T00:00:00Z,1011088.68336116
2021-11-03T00:00:00Z,999575.6015431
2021-11-02T00:00:00Z,1099710.04787248
2021-11-01T00:00:00Z,938201.9812422
2021-10-31T00:00:00Z,548408.97577891
2021-10-30T00:00:00Z,641944.63910757
2021-10-29T00:00:00Z,964366.53619546
2021-10-28T00:00:00Z,784172.37641817
2021-10-27T00:00:00Z,744567.18531477
2021-10-26T00:00:00Z,854921.58452896
2021-10-25T00:00:00Z,879575.46202532
2021-10-24T00:00:00Z,544761.60167416
2021-10-23T00:00:00Z,680873.63960032
2021-10-22T00:00:00Z,1002656.06333534
2021-10-21T00:00:00Z,1302848.74374325
2021-10-20T00:00:00Z,1226979.13985352
2021-10-19T00:00:00Z,941877.27173178
2021-10-18T00:00:00Z,977859.08569276
2021-10-17T00:00:00Z,689905.41149126
2021-10-16T00:00:00Z,961434.488021
2021-10-15T00:00:00Z,1220072.02267139
2021-10-14T00:00:00Z,938418.60691189
2021-10-13T00:00:00Z,943155.78553223
2021-10-12T00:00:00Z,1079470.88388086
2021-10-11T00:00:00Z,1178051.76603041
2021-10-10T00:00:00Z,702646.2272685
2021-10-09T00:00:00Z,803964.16386392
2021-10-08T00:00:00Z,1125619.27477651
2021-10-07T00:00:00Z,1463861.51383245
2021-10-06T00:00:00Z,963289.07257925
2021-10-05T00:00:00Z,767446.83999811
2021-10-04T00:00:00Z,660924.14187224
2021-10-03T00:00:00Z,480257.68414339
2021-10-02T00:00:00Z,522579.05601036
2021-10-01T00:00:00Z,757383.65991425
2021-09-30T00:00:00Z,638914.99219281
2021-09-29T00:00:00Z,472546.2761472
2021-09-28T00:00:00Z,571278.29323284
2021-09-27T00:00:00Z,549684.50350788
2021-09-26T00:00:00Z,362549.99195421
2021-09-25T00:00:00Z,364162.87505489
2021-09-24T00:00:00Z,692842.54423223
2021-09-23T00:00:00Z,607349.46798015
2021-09-22T00:00:00Z,596910.64654862
2021-09-21T00:00:00Z,626937.259215
2021-09-20T00:00:00Z,615435.36801887
2021-09-19T00:00:00Z,393376.5058713
2021-09-18T00:00:00Z,559360.82178896
2021-09-17T00:00:00Z,712444.27995686
2021-09-16T00:00:00Z,803503.81900626
2021-09-15T00:00:00Z,813774.92298832
2021-09-14T00:00:00Z,685105.05431529
2021-09-13T00:00:00Z,683747.90552894
2021-09-12T00:00:00Z,391355.77101157
2021-09-11T00:00:00Z,491719.20644239
2021-09-10T00:00:00Z,647305.36117085
2021-09-09T00:00:00Z,655888.14915888
2021-09-08T00:00:00Z,680513.46155252
2021-09-07T00:00:00Z,908601.99982879
2021-09-06T00:00:00Z,890210.58364022
2021-09-05T00:00:00Z,528177.67689955
2021-09-04T00:00:00Z,600197.48075037
2021-09-03T00:00:00Z,922213.44128245
2021-09-02T00:00:00Z,992290.86515686
2021-09-01T00:00:00Z,848291.21884981
2021-08-31T00:00:00Z,650102.05247779
2021-08-30T00:00:00Z,602346.45529331
2021-08-29T00:00:00Z,424841.86798283
2021-08-28T00:00:00Z,523138.14188336
2021-08-27T00:00:00Z,570103.64494783
2021-08-26T00:00:00Z,546762.9780067
2021-08-25T00:00:00Z,620465.62313411
2021-08-24T00:00:00Z,732017.96340716
2021-08-23T00:00:00Z,715361.16701435
2021-08-22T00:00:00Z,567288.34830253
2021-08-21T00:00:00Z,560075.71321039
2021-08-20T00:00:00Z,753713.25125454
2021-08-19T00:00:00Z,584703.4813181
2021-08-18T00:00:00Z,696236.68141373
2021-08-17T00:00:00Z,718485.0495059
2021-08-16T00:00:00Z,763693.49982219
2021-08-15T00:00:00Z,451258.17542607
2021-08-14T00:00:00Z,512784.03968228
2021-08-13T00:00:00Z,1089271.59947323
2021-08-12T00:00:00Z,575762.74362344
2021-08-11T00:00:00Z,611656.43468873
2021-08-10T00:00:00Z,635947.96145008
2021-08-09T00:00:00Z,611187.51945286
2021-08-08T00:00:00Z,436199.12730032
2021-08-07T00:00:00Z,452135.41692248
2021-08-06T00:00:00Z,590522.94512154
2021-08-05T00:00:00Z,586751.05633101
2021-08-04T00:00:00Z,586817.30972563
2021-08-03T00:00:00Z,491618.94748784
2021-08-02T00:00:00Z,533781.73334615
2021-08-01T00:00:00Z,398678.30754395
2021-07-31T00:00:00Z,467059.4525011
2021-07-30T00:00:00Z,577150.11404795
2021-07-29T00:00:00Z,597528.91255464
2021-07-28T00:00:00Z,620271.05860946
2021-07-27T00:00:00Z,606411.18686469
2021-07-26T00:00:00Z,701046.89441004
2021-07-25T00:00:00Z,334398.21182417
2021-07-24T00:00:00Z,434222.71570021
2021-07-23T00:00:00Z,626463.25181828
2021-07-22T00:00:00Z,456896.54810538
2021-07-21T00:00:00Z,452446.51721969
2021-07-20T00:00:00Z,531098.04584014
2021-07-19T00:00:00Z,590702.98531136
2021-07-18T00:00:00Z,382888.72344546
2021-07-17T00:00:00Z,397988.2940506
2021-07-16T00:00:00Z,549083.18110505
2021-07-15T00:00:00Z,726491.41910909
2021-07-14T00:00:00Z,809623.59423029
2021-07-13T00:00:00Z,1039377.48805966
2021-07-12T00:00:00Z,965151.20676846
2021-07-11T00:00:00Z,626547.36841279
2021-07-10T00:00:00Z,646945.07429289
2021-07-09T00:00:00Z,892408.10191434
2021-07-08T00:00:00Z,962275.02579785
2021-07-07T00:00:00Z,1308704.11449483
2021-07-06T00:00:00Z,1608243.41266836
2021-07-05T00:00:00Z,1617872.2104946
2021-07-04T00:00:00Z,1533447.02907066
2021-07-03T00:00:00Z,2028304.97137162
2021-07-02T00:00:00Z,2062767.24773392
2021-07-01T00:00:00Z,2487102.12995694
2021-06-30T00:00:00Z,2132831.01774917
2021-06-29T00:00:00Z,1896095.55978321
2021-06-28T00:00:00Z,1848853.17590901
2021-06-27T00:00:00Z,863091.11670019
2021-06-26T00:00:00Z,924833.00689994
2021-06-25T00:00:00Z,1467078.70834857
2021-06-24T00:00:00Z,1626222.16716245
2021-06-23T00:00:00Z,1889616.97738501
2021-06-22T00:00:00Z,1526849.27860585
2021-06-21T00:00:00Z,1321955.64974945
2021-06-20T00:00:00Z,794736.41264237
2021-06-19T00:00:00Z,880187.90721398
2021-06-18T00:00:00Z,1140813.34034706
2021-06-17T00:00:00Z,1209543.41536165
2021-06-16T00:00:00Z,1538272.0166515
2021-06-15T00:00:00Z,1557883.50676014
2021-06-14T00:00:00Z,1499113.69104981
2021-06-13T00:00:00Z,848931.62495183
2021-06-12T00:00:00Z,1269090.25565409
2021-06-11T00:00:00Z,1506821.81479116
2021-06-10T00:00:00Z,1715028.07166328
2021-06-09T00:00:00Z,1179764.02801742
2021-06-08T00:00:00Z,1156474.57240565
2021-06-07T00:00:00Z,1234102.35029008
2021-06-06T00:00:00Z,812037.85789537
2021-06-05T00:00:00Z,1083743.96534786
2021-06-04T00:00:00Z,1568739.63133287
2021-06-03T00:00:00Z,1923049.20347096
2021-06-02T00:00:00Z,1909875.12420674
2021-06-01T00:00:00Z,1728004.56742855
2021-05-31T00:00:00Z,1651386.06928108
2021-05-30T00:00:00Z,1298433.35362994
2021-05-29T00:00:00Z,1668956.77498928
2021-05-28T00:00:00Z,2547514.02810295
2021-05-27T00:00:00Z,2566987.59505641
2021-05-26T00:00:00Z,3056621.93668014
2021-05-25T00:00:00Z,3261365.58310083
2021-05-24T00:00:00Z,3603959.53170303
2021-05-23T00:00:00Z,2824344.39629625
2021-05-22T00:00:00Z,3836529.99162958
2021-05-21T00:00:00Z,5079588.13943457
2021-05-20T00:00:00Z,5286639.75327606
2021-05-19T00:00:00Z,4761337.30585822
2021-05-18T00:00:00Z,2957239.11668134
2021-05-17T00:00:00Z,3367805.48722048
2021-05-16T00:00:00Z,2468617.76720107
2021-05-15T00:00:00Z,3051946.62330636
2021-05-14T00:00:00Z,3678320.13387873
2021-05-13T00:00:00Z,3575117.02572636
2021-05-12T00:00:00Z,4287695.88964232
2021-05-11T00:00:00Z,4568337.47723272
2021-05-10T00:00:00Z,5811732.05531951
2021-05-09T00:00:00Z,4058381.87452991
2021-05-08T00:00:00Z,5106854.68567954
2021-05-07T00:00:00Z,5940540.29219275
2021-05-06T00:00:00Z,6221670.91531044
2021-05-05T00:00:00Z,5608308.88289314
2021-05-04T00:00:00Z,5487342.05106424
2021-05-03T00:00:00Z,6418897.84619358
2021-05-02T00:00:00Z,4827542.11743827
2021-05-01T00:00:00Z,5901328.94432657
2021-04-30T00:00:00Z,7924635.56044116
2021-04-29T00:00:00Z,7789615.93953342
2021-04-28T00:00:00Z,7441021.23634929
2021-04-27T00:00:00Z,8855537.05300771
2021-04-26T00:00:00Z,8903718.10173431
2021-04-25T00:00:00Z,5766031.22439519
2021-04-24T00:00:00Z,8425054.8715484
2021-04-23T00:00:00Z,13445416.95840309
2021-04-22T00:00:00Z,16114688.0466789
2021-04-21T00:00:00Z,14171450.50620551
2021-04-20T00:00:00Z,16766922.09300553
2021-04-19T00:00:00Z,12112810.62278955
2021-04-18T00:00:00Z,12124819.88319296
2021-04-17T00:00:00Z,10046594.77568306
2021-04-16T00:00:00Z,8647743.33036857
2021-04-15T00:00:00Z,9767398.14600412
2021-04-14T00:00:00Z,8627884.66063589
2021-04-13T00:00:00Z,6351293.93803791
2021-04-12T00:00:00Z,5517593.88910103
2021-04-11T00:00:00Z,3767170.20971522
2021-04-10T00:00:00Z,5391941.04858071
2021-04-09T00:00:00Z,6776136.78306984
2021-04-08T00:00:00Z,5241345.55696469
2021-04-07T00:00:00Z,5748318.01983246
2021-04-06T00:00:00Z,6214686.27732459
2021-04-05T00:00:00Z,5502753.10317621
2021-04-04T00:00:00Z,3879230.2494972
2021-04-03T00:00:00Z,4938386.44203642
2021-04-02T00:00:00Z,5296301.58495443
2021-04-01T00:00:00Z,5298000.71872707
2021-03-31T00:00:00Z,6019915.89936615
2021-03-30T00:00:00Z,5648529.70242132
2021-03-29T00:00:00Z,4620730.94095573
2021-03-28T00:00:00Z,3235298.66343069
2021-03-27T00:00:00Z,3678825.92692596
2021-03-26T00:00:00Z,4335198.61787044
2021-03-25T00:00:00Z,4384276.47675415
2021-03-24T00:00:00Z,4538749.44238882
2021-03-23T00:00:00Z,4456027.85347827
2021-03-22T00:00:00Z,4824708.11330877
2021-03-21T00:00:00Z,3488617.55537775
2021-03-20T00:00:00Z,4919451.64278783
2021-03-19T00:00:00Z,6793367.3938939
2021-03-18T00:00:00Z,8032087.25913982
2021-03-17T00:00:00Z,5967630.81087527
2021-03-16T00:00:00Z,6115715.79836784
2021-03-15T00:00:00Z,6457166.8958676
2021-03-14T00:00:00Z,5347797.99301024
2021-03-13T00:00:00Z,6914644.71382246
2021-03-12T00:00:00Z,6661408.5872461
2021-03-11T00:00:00Z,6267159.77144148
2021-03-10T00:00:00Z,6120971.49979568
2021-03-09T00:00:00Z,5676625.06462418
2021-03-08T00:00:00Z,4604811.74823708
2021-03-07T00:00:00Z,3582685.03311196
2021-03-06T00:00:00Z,3767755.58622657
2021-03-05T00:00:00Z,5462501.53872049
2021-03-04T00:00:00Z,5568779.61558568
2021-03-03T00:00:00Z,6714686.37000569
2021-03-02T00:00:00Z,6446166.76359321
2021-03-01T00:00:00Z,5842132.5848428
2021-02-28T00:00:00Z,3715770.44924531
2021-02-27T00:00:00Z,4917139.03120464
2021-02-26T00:00:00Z,6947481.27584798
2021-02-25T00:00:00Z,7611033.84511008
2021-02-24T00:00:00Z,9432077.30814642
2021-02-23T00:00:00Z,8942884.86566812
2021-02-22T00:00:00Z,7192631.97590733
2021-02-21T00:00:00Z,6559819.31334066
2021-02-20T00:00:00Z,8325105.91425942
2021-02-19T00:00:00Z,8576936.22134791
2021-02-18T00:00:00Z,7667513.02999104
2021-02-17T00:00:00Z,7255294.99577593
2021-02-16T00:00:00Z,5864864.09268369
2021-02-15T00:00:00Z,5912441.27774771
2021-02-14T00:00:00Z,5062635.54587602
2021-02-13T00:00:00Z,6819087.85361587
2021-02-12T00:00:00Z,9627530.44169207
2021-02-11T00:00:00Z,8619624.8648854
2021-02-10T00:00:00Z,7691234.94944908
2021-02-09T00:00:00Z,9167344.09184628
2021-02-08T00:00:00Z,5664944.89080886
2021-02-07T00:00:00Z,3273648.26116302
2021-02-06T00:00:00Z,4713043.60245135
2021-02-05T00:00:00Z,5415152.08214268
2021-02-04T00:00:00Z,6262725.58679282
2021-02-03T00:00:00Z,4916236.90105534
2021-02-02T00:00:00Z,5169118.18237761
2021-02-01T00:00:00Z,4304593.14194004
2021-01-31T00:00:00Z,3357024.04243672
2021-01-30T00:00:00Z,4718424.51429833
2021-01-29T00:00:00Z,5905553.88178325
2021-01-28T00:00:00Z,2740219.76350547
2021-01-27T00:00:00Z,2569844.96142533
2021-01-26T00:00:00Z,2614334.6624548
2021-01-25T00:00:00Z,3367733.33331243
2021-01-24T00:00:00Z,1850802.17076353
2021-01-23T00:00:00Z,2482171.50347363
2021-01-22T00:00:00Z,3651230.56287475
2021-01-21T00:00:00Z,3913295.26366125
2021-01-20T00:00:00Z,3278646.82831318
2021-01-19T00:00:00Z,3600380.45312792
2021-01-18T00:00:00Z,3060689.96055615
2021-01-17T00:00:00Z,2362967.1614699
2021-01-16T00:00:00Z,3262098.89730091
2021-01-15T00:00:00Z,5493410.61919999
2021-01-14T00:00:00Z,5464800.93756214
2021-01-13T00:00:00Z,4745060.74108225
2021-01-12T00:00:00Z,5734673.8543539
2021-01-11T00:00:00Z,4561337.01287823
2021-01-10T00:00:00Z,3633150.89755788
2021-01-09T00:00:00Z,4464595.56655186
2021-01-08T00:00:00Z,5428896.97478229
2021-01-07T00:00:00Z,4659097.16257877
2021-01-06T00:00:00Z,4474841.3166578
2021-01-05T00:00:00Z,3681221.861584
2021-01-04T00:00:00Z,3437745.12525663
2021-01-03T00:00:00Z,2893055.77178961
2021-01-02T00:00:00Z,2501072.90896848
2021-01-01T00:00:00Z,1431167.23913366
2020-12-31T00:00:00Z,3274178.94207377
2020-12-30T00:00:00Z,2968999.02382771
2020-12-29T00:00:00Z,2829122.12386383
2020-12-28T00:00:00Z,2687090.61250045
2020-12-27T00:00:00Z,2496418.26130575
2020-12-26T00:00:00Z,1770500.83472554
2020-12-25T00:00:00Z,2217877.68281523
2020-12-24T00:00:00Z,2475516.95809416
2020-12-23T00:00:00Z,3365015.66454764
2020-12-22T00:00:00Z,3078915.86284756
2020-12-21T00:00:00Z,3214603.97933259
2020-12-20T00:00:00Z,1736210.32150452
2020-12-19T00:00:00Z,2801199.40361718
2020-12-18T00:00:00Z,4470104.72558572
2020-12-17T00:00:00Z,3710254.34395896
2020-12-16T00:00:00Z,1627461.77787996
2020-12-15T00:00:00Z,1357063.29461708
2020-12-14T00:00:00Z,1135766.25289501
2020-12-13T00:00:00Z,751473.30024765
2020-12-12T00:00:00Z,934838.38382276
2020-12-11T00:00:00Z,1265418.18121472
2020-12-10T00:00:00Z,1331430.08410342
2020-12-09T00:00:00Z,1324589.4693845
2020-12-08T00:00:00Z,1364954.07044041
2020-12-07T00:00:00Z,1312696.75520966
2020-12-06T00:00:00Z,926506.58712766
2020-12-05T00:00:00Z,1323294.7620922
2020-12-04T00:00:00Z,2076493.85230218
2020-12-03T00:00:00Z,2814530.44523685
2020-12-02T00:00:00Z,2492536.09771538
2020-12-01T00:00:00Z,2792992.43981893
2020-11-30T00:00:00Z,1379285.52234546
2020-11-29T00:00:00Z,717734.59447032
2020-11-28T00:00:00Z,984780.61866567
2020-11-27T00:00:00Z,1426816.33712692
2020-11-26T00:00:00Z,1786981.42729081
2020-11-25T00:00:00Z,1878982.52346428
2020-11-24T00:00:00Z,1634190.08492013
2020-11-23T00:00:00Z,1042888.78629046
2020-11-22T00:00:00Z,589408.41270322
2020-11-21T00:00:00Z,876901.94087342
2020-11-20T00:00:00Z,1402564.85955445
2020-11-19T00:00:00Z,1687060.14020894
2020-11-18T00:00:00Z,1744895.00226478
2020-11-17T00:00:00Z,1559113.48936117
2020-11-16T00:00:00Z,1375356.30842203
2020-11-15T00:00:00Z,677062.12510193
2020-11-14T00:00:00Z,946650.87492927
2020-11-13T00:00:00Z,1634341.31597353
2020-11-12T00:00:00Z,1641044.14087782
2020-11-11T00:00:00Z,1678061.16525368
2020-11-10T00:00:00Z,2369427.6497059
2020-11-09T00:00:00Z,2179893.84276784
2020-11-08T00:00:00Z,1454451.86391985
2020-11-07T00:00:00Z,2071506.97570593
2020-11-06T00:00:00Z,3735336.90972074
2020-11-05T00:00:00Z,3861068.23734017
2020-11-04T00:00:00Z,2849146.71434077
2020-11-03T00:00:00Z,3938357.57540109
2020-11-02T00:00:00Z,2837447.71493688
2020-11-01T00:00:00Z,2443161.90900485
2020-10-31T00:00:00Z,3622688.96405354
2020-10-30T00:00:00Z,3521542.42894999
2020-10-29T00:00:00Z,3457450.2986253
2020-10-28T00:00:00Z,3035758.3430198
2020-10-27T00:00:00Z,2579702.48614629
2020-10-26T00:00:00Z,1452188.00989281
2020-10-25T00:00:00Z,850950.75463366
2020-10-24T00:00:00Z,1221483.76368153
2020-10-23T00:00:00Z,1860033.83541726
2020-10-22T00:00:00Z,2157676.70188202
2020-10-21T00:00:00Z,1460900.59353431
2020-10-20T00:00:00Z,910552.78893305
2020-10-19T00:00:00Z,587595.48396977
2020-10-18T00:00:00Z,416680.76063272
2020-10-17T00:00:00Z,401772.42170061
2020-10-16T00:00:00Z,728023.9375567
2020-10-15T00:00:00Z,893176.23191396
2020-10-14T00:00:00Z,831962.56597327
2020-10-13T00:00:00Z,846960.65304986
2020-10-12T00:00:00Z,858287.2366369
2020-10-11T00:00:00Z,582201.17025157
2020-10-10T00:00:00Z,859863.22451688
2020-10-09T00:00:00Z,1217691.52512098
2020-10-08T00:00:00Z,1111250.51231509
2020-10-07T00:00:00Z,1180510.58240377
2020-10-06T00:00:00Z,1211639.02723737
2020-10-05T00:00:00Z,1053163.13674239
2020-10-04T00:00:00Z,592228.1411618
2020-10-03T00:00:00Z,758390.77535198
2020-10-02T00:00:00Z,1289179.11689445
2020-10-01T00:00:00Z,1093774.5366752
2020-09-30T00:00:00Z,1020581.34037206
2020-09-29T00:00:00Z,890695.22064845
2020-09-28T00:00:00Z,616988.68208936
2020-09-27T00:00:00Z,402583.13107644
2020-09-26T00:00:00Z,445333.38446578
2020-09-25T00:00:00Z,823205.08844013
2020-09-24T00:00:00Z,862484.78475313
2020-09-23T00:00:00Z,1002215.43533445
2020-09-22T00:00:00Z,776747.27809294
2020-09-21T00:00:00Z,649774.48723239
2020-09-20T00:00:00Z,359930.34139385
2020-09-19T00:00:00Z,523607.8763507
2020-09-18T00:00:00Z,757375.96569993
2020-09-17T00:00:00Z,772124.11291255
2020-09-16T00:00:00Z,847310.94622588
2020-09-15T00:00:00Z,831318.68682767
2020-09-14T00:00:00Z,796539.64328236
2020-09-13T00:00:00Z,509124.40883437
2020-09-12T00:00:00Z,602283.29880075
2020-09-11T00:00:00Z,980184.25206011
2020-09-10T00:00:00Z,1141374.32643653
2020-09-09T00:00:00Z,910251.50268887
2020-09-08T00:00:00Z,850654.57910862
2020-09-07T00:00:00Z,980561.02540978
2020-09-06T00:00:00Z,722043.03724943
2020-09-05T00:00:00Z,1230321.3440764
2020-09-04T00:00:00Z,1615386.62314386
2020-09-03T00:00:00Z,1473835.36366383
2020-09-02T00:00:00Z,1468215.15231733
2020-09-01T00:00:00Z,1496857.58885829
2020-08-31T00:00:00Z,1069756.74121617
2020-08-30T00:00:00Z,744396.60145405
2020-08-29T00:00:00Z,757392.7444604
2020-08-28T00:00:00Z,1182416.09390813
2020-08-27T00:00:00Z,1392458.40329842
2020-08-26T00:00:00Z,1237121.2173759
2020-08-25T00:00:00Z,1032081.3636065
2020-08-24T00:00:00Z,921124.96862623
2020-08-23T00:00:00Z,686996.2897744
2020-08-22T00:00:00Z,1080307.12661856
2020-08-21T00:00:00Z,1595475.71315774
2020-08-20T00:00:00Z,1541997.95520963
2020-08-19T00:00:00Z,1738635.55285237
2020-08-18T00:00:00Z,1920930.39605663
2020-08-17T00:00:00Z,989967.01539713
2020-08-16T00:00:00Z,716042.30211287
2020-08-15T00:00:00Z,801190.42287895
2020-08-14T00:00:00Z,1251559.97870955
2020-08-13T00:00:00Z,1258970.75693475
2020-08-12T00:00:00Z,1435808.57239924
2020-08-11T00:00:00Z,1757637.62993261
2020-08-10T00:00:00Z,1586840.75939552
2020-08-09T00:00:00Z,730574.63423493
2020-08-08T00:00:00Z,922408.55969245
2020-08-07T00:00:00Z,1605979.43480511
2020-08-06T00:00:00Z,2306867.93889778
2020-08-05T00:00:00Z,1570649.83530107
2020-08-04T00:00:00Z,1250966.20924143
2020-08-03T00:00:00Z,1469238.3877039
2020-08-02T00:00:00Z,1206694.50457159
2020-08-01T00:00:00Z,1489894.52487462
2020-07-31T00:00:00Z,1921973.58166945
2020-07-30T00:00:00Z,1985066.88151122
2020-07-29T00:00:00Z,1938389.00868466
2020-07-28T00:00:00Z,2061140.02935951
2020-07-27T00:00:00Z,1271195.09995431
2020-07-26T00:00:00Z,753040.0322567
2020-07-25T00:00:00Z,856324.69132694
2020-07-24T00:00:00Z,1188074.90927565
2020-07-23T00:00:00Z,1287787.74072189
2020-07-22T00:00:00Z,1340919.79108279
2020-07-21T00:00:00Z,952973.10952434
2020-07-20T00:00:00Z,721040.13543564
2020-07-19T00:00:00Z,420622.05819708
2020-07-18T00:00:00Z,698955.548358
2020-07-17T00:00:00Z,706512.78719882
2020-07-16T00:00:00Z,713905.30969983
2020-07-15T00:00:00Z,593178.89199167
2020-07-14T00:00:00Z,580633.73897732
2020-07-13T00:00:00Z,379808.92364904
2020-07-12T00:00:00Z,227333.40299475
2020-07-11T00:00:00Z,302008.86678029
2020-07-10T00:00:00Z,445518.66923956
2020-07-09T00:00:00Z,513052.92863151
2020-07-08T00:00:00Z,446742.58932833
2020-07-07T00:00:00Z,377369.14237353
2020-07-06T00:00:00Z,340690.56095902
2020-07-05T00:00:00Z,227397.37257139
2020-07-04T00:00:00Z,289630.03239293
2020-07-03T00:00:00Z,489024.43375555
2020-07-02T00:00:00Z,512039.88344881
2020-07-01T00:00:00Z,578045.2938747
2020-06-30T00:00:00Z,393144.71337691
2020-06-29T00:00:00Z,304538.61861889
2020-06-28T00:00:00Z,178666.82046896
2020-06-27T00:00:00Z,213287.39027028
2020-06-26T00:00:00Z,312489.3709206
2020-06-25T00:00:00Z,370373.91292527
2020-06-24T00:00:00Z,398978.0759267
2020-06-23T00:00:00Z,441659.64904981
2020-06-22T00:00:00Z,343607.25412372
2020-06-21T00:00:00Z,233580.80383066
2020-06-20T00:00:00Z,279173.40956914
2020-06-19T00:00:00Z,469407.86359909
2020-06-18T00:00:00Z,414817.44374682
2020-06-17T00:00:00Z,451392.30942766
2020-06-16T00:00:00Z,480212.02955057
2020-06-15T00:00:00Z,317649.20768743
2020-06-14T00:00:00Z,153292.31858121
2020-06-13T00:00:00Z,198790.75151107
2020-06-12T00:00:00Z,281925.71790905
2020-06-11T00:00:00Z,370941.68505731
2020-06-10T00:00:00Z,375717.38945361
2020-06-09T00:00:00Z,341484.61281728
2020-06-08T00:00:00Z,405355.02455029
2020-06-07T00:00:00Z,252884.94787722
2020-06-06T00:00:00Z,307738.69610842
2020-06-05T00:00:00Z,545143.22452886
2020-06-04T00:00:00Z,605677.83668701
2020-06-03T00:00:00Z,785303.40405646
2020-06-02T00:00:00Z,964193.6097159
2020-06-01T00:00:00Z,765110.26703365
2020-05-31T00:00:00Z,582442.44187548
2020-05-30T00:00:00Z,650475.15209336
2020-05-29T00:00:00Z,889466.12626939
2020-05-28T00:00:00Z,826858.0507637
2020-05-27T00:00:00Z,706379.30569966
2020-05-26T00:00:00Z,712345.87799133
2020-05-25T00:00:00Z,814253.80903758
2020-05-24T00:00:00Z,669293.58263057
2020-05-23T00:00:00Z,993887.03945257
2020-05-22T00:00:00Z,1448922.59650558
2020-05-21T00:00:00Z,1861983.71300119
2020-05-20T00:00:00Z,1856776.84320465
2020-05-19T00:00:00Z,1764613.62982113
2020-05-18T00:00:00Z,1591857.24386122
2020-05-17T00:00:00Z,972129.46394346
2020-05-16T00:00:00Z,1019063.13967586
2020-05-15T00:00:00Z,1539246.23549738
2020-05-14T00:00:00Z,1401281.10703068
