date,Exchange In-House Flow (Total)
2013-03-24,0.04062119
2013-03-25,0.11286647
2013-03-26,0.99013641
2013-03-27,0.02351428
2013-03-28,0.59471878
2013-03-29,0.10662494
2013-03-30,0.40218422
2013-03-31,0.14251271
2013-04-01,0.04468931
2013-04-02,0.28597813
2013-04-03,0.3879375
2013-04-04,0.42791714
2013-04-05,0.11954407
2013-04-06,0.4821297
2013-04-07,0.39788321
2013-04-08,0.47562244
2013-04-09,0.34018102
2013-04-10,0.20413875
2013-04-11,0.03225441
2013-04-12,2.37191181
2013-04-13,0.64684533
2013-04-14,0.03904452
2013-04-15,0.13867177
2013-04-16,3.20786383
2013-04-17,0.63901943
2013-04-18,0.0894175
2013-04-19,0.58616623
2013-04-20,1.36963157
2013-04-21,0.83472125
2013-04-22,2.68516542
2013-04-23,2.57399976
2013-04-24,3.81140654
2013-04-25,0.32817975
2013-04-26,1.35727897
2013-04-27,6.82597861
2013-04-28,2.34112546
2013-04-29,4.14801086
2013-04-30,4.89725755
2013-05-01,3.36224797
2013-05-02,1.54093682
2013-05-03,1.67803147
2013-05-04,0.38649712
2013-05-05,3.47780051
2013-05-06,0.81467766
2013-05-07,0.70131731
2013-05-08,5.49964601
2013-05-09,0.58716125
2013-05-10,0.90820229
2013-05-11,1.56049207
2013-05-12,0.05136431
2013-05-13,0.01889447
2013-05-14,0.0578179
2013-05-15,5.95030714
2013-05-16,0.28195698
2013-05-17,0.31028712
2013-05-18,0.00525841
2013-05-19,0.1554447
2013-05-20,0.195409
2013-05-21,0.65447095
2013-05-22,0.11773428
2013-05-23,0.01509685
2013-05-24,0.11399012
2013-05-25,0.0620671
2013-05-26,0.02311743
2013-05-27,0.10923626
2013-05-28,0.23594065
2013-05-29,0.43341016
2013-05-30,0.03363164
2013-05-31,0.30414889
2013-06-01,0.01253908
2013-06-02,0.13833524
2013-06-03,0.37567463
2013-06-04,0.3426479
2013-06-05,0.13062534
2013-06-06,1.66442088
2013-06-07,0.60992801
2013-06-08,0.11803635
2013-06-09,0.78512442
2013-06-10,0.40748611
2013-06-11,0.58322375
2013-06-12,0.45903425
2013-06-13,0.05828388
2013-06-14,1.11112221
2013-06-15,0.03854091
2013-06-16,0.73812114
2013-06-17,0.38092491
2013-06-18,0.11069146
2013-06-19,0.45190618
2013-06-20,1.34813762
2013-06-21,0.56621879
2013-06-22,0.0529797
2013-06-23,0.50947719
2013-06-24,4.32215162
2013-06-25,0.14734237
2013-06-26,1.55767892
2013-06-27,0.03576494
2013-06-28,0.09921753
2013-06-29,0.04885045
2013-06-30,0.08279877
2013-07-01,0.14327213
2013-07-02,0.00224375
2013-07-03,0.310965
2013-07-04,0.6260603
2013-07-05,0.05958557
2013-07-06,0.04857909
2013-07-07,0.00066644
2013-07-08,0.03704858
2013-07-09,0.49118268
2013-07-10,4.28086917
2013-07-11,0.34394497
2013-07-12,0.79486544
2013-07-13,0.39104284
2013-07-14,0.10551801
2013-07-15,0.01745562
2013-07-16,2.20848743
2013-07-17,0.763
2013-07-18,2.53110023
2013-07-19,0.82043618
2013-07-20,0.00917242
2013-07-21,0.05369282
2013-07-22,0.44055045
2013-07-23,0.26525125
2013-07-24,0.4253991
2013-07-25,1.43090151
2013-07-26,0.4612697
2013-07-27,0.06570916
2013-07-28,0.34328131
2013-07-29,0.19035318
2013-07-30,2.06035036
2013-07-31,0.69871792
2013-08-01,0.47513276
2013-08-02,0.17655575
2013-08-03,3.58608896
2013-08-04,0.09220614
2013-08-05,0.42566895
2013-08-06,0.10984934
2013-08-07,0.3133831
2013-08-08,0.37446276
2013-08-09,0.77090815
2013-08-10,1.0370379
2013-08-11,0.22940848
2013-08-12,0.03201859
2013-08-13,0.07475041
2013-08-14,0.22306362
2013-08-15,0.30218063
2013-08-16,0.15956947
2013-08-17,0.02310188
2013-08-18,0.90309482
2013-08-19,0.04725749
2013-08-20,0.0919473
2013-08-21,0.04342464
2013-08-22,0.04927482
2013-08-23,0.22777751
2013-08-24,0.29348014
2013-08-25,0.24507696
2013-08-26,20.9676277
2013-08-27,0.19733971
2013-08-28,0.60821447
2013-08-29,0.18886454
2013-08-30,3.44069053
2013-08-31,0.31571915
2013-09-01,0.49940101
2013-09-02,0.03140524
2013-09-03,1.00541094
2013-09-04,0.0828575
2013-09-05,0.08311588
2013-09-06,0.25653826
2013-09-07,0.99244429
2013-09-08,0.04551144
2013-09-09,1.48338117
2013-09-10,1.7477675
2013-09-11,0.70156912
2013-09-12,0.37294621
2013-09-13,0.22843529
2013-09-14,0.29140359
2013-09-15,0.06334929
2013-09-16,3.08951317
2013-09-17,0.84836765
2013-09-18,59.97612526
2013-09-19,0.46255215
2013-09-20,0.1699217
2013-09-21,0.06103363
2013-09-22,0.06606902
2013-09-23,0.3772361
2013-09-24,0.26868959
2013-09-25,0.39398067
2013-09-26,0.59191613
2013-09-27,4.71664773
2013-09-28,4.7485203
2013-09-29,15.12072901
2013-09-30,9.33796265
2013-10-01,0.41483588
2013-10-02,0.16241354
2013-10-03,0.12045592
2013-10-04,0.21139472
2013-10-05,3.87048282
2013-10-06,0.0520871
2013-10-07,0.00697379
2013-10-08,49.02582086
2013-10-09,0.15392066
2013-10-10,0.84636776
2013-10-11,0.17162707
2013-10-12,0.07232037
2013-10-13,0.59364399
2013-10-14,0.41424923
2013-10-15,0.43192763
2013-10-16,0.25656037
2013-10-17,14.91368455
2013-10-18,12.64106842
2013-10-19,2.37380694
2013-10-20,6.7966355
2013-10-21,20.41200192
2013-10-22,235.1367249
2013-10-23,38.25937163
2013-10-24,62.31815042
2013-10-25,0.0800429
2013-10-26,0.45292098
2013-10-27,0.38805365
2013-10-28,1.06162441
2013-10-29,0.17640296
2013-10-30,3.71696205
2013-10-31,0.95726543
2013-11-01,0.93798822
2013-11-02,83.37756427
2013-11-03,4.55924026
2013-11-04,103.94524755
2013-11-05,1242.67433885
2013-11-06,1524.5048235
2013-11-07,13.74448878
2013-11-08,796.34107469
2013-11-09,10.42767847
2013-11-10,14.47965494
2013-11-11,791.41430672
2013-11-12,9.57354161
2013-11-13,41.9894251
2013-11-14,71.6396479
2013-11-15,55.79546095
2013-11-16,17.85167911
2013-11-17,81.71962502
2013-11-18,194.5318748
2013-11-19,78.45739662
2013-11-20,754.90248797
2013-11-21,58.48972699
2013-11-22,67.30541119
2013-11-23,60.22046732
2013-11-24,61.58427823
2013-11-25,17.63267047
2013-11-26,108.44697731
2013-11-27,111.93618779
2013-11-28,125.21212926
2013-11-29,62.69014783
2013-11-30,65.95422845
2013-12-01,60.1086898
2013-12-02,68.7591794
2013-12-03,109.38727029
2013-12-04,64.74609789
2013-12-05,157.60577336
2013-12-06,66.42586352
2013-12-07,88.73315309
2013-12-08,32.43893631
2013-12-09,164.41279605
2013-12-10,38.39623324
2013-12-11,76.57848815
2013-12-12,40.3126211
2013-12-13,40.78006382
2013-12-14,46.10266782
2013-12-15,32.2320554
2013-12-16,118.17082083
2013-12-17,113.11579095
2013-12-18,109.91461303
2013-12-19,63.45970491
2013-12-20,111.65612514
2013-12-21,29.88234132
2013-12-22,227.67272547
2013-12-23,667.12294989
2013-12-24,12.52238199
2013-12-25,33.12779225
2013-12-26,155.71954722
2013-12-27,33.66214865
2013-12-28,53.54735432
2013-12-29,64.42163034
2013-12-30,56.64065455
2013-12-31,57.81924736
2014-01-01,130.37273301
2014-01-02,135.31211571
2014-01-03,107.1672978
2014-01-04,51.42336254
2014-01-05,180.47983567
2014-01-06,191.30611135
2014-01-07,76.12943765
2014-01-08,173.64609204
2014-01-09,51.4837884
2014-01-10,49.52656585
2014-01-11,45.84641455
2014-01-12,66.55224862
2014-01-13,121.73230188
2014-01-14,52.67283842
2014-01-15,90.04551817
2014-01-16,65.77767833
2014-01-17,100.45962398
2014-01-18,34.05990216
2014-01-19,88.42149518
2014-01-20,116.33451169
2014-01-21,108.38358996
2014-01-22,103.12711689
2014-01-23,65.51363419
2014-01-24,65.61935574
2014-01-25,133.24198201
2014-01-26,107.9887389
2014-01-27,171.75543405
2014-01-28,66.45749043
2014-01-29,390.67456061
2014-01-30,105.86423882
2014-01-31,85.07426209
2014-02-01,61.23972692
2014-02-02,94.03519781
2014-02-03,61.84582133
2014-02-04,439.09654943
2014-02-05,125.47404994
2014-02-06,134.12912831
2014-02-07,292.9926377
2014-02-08,145.99932248
2014-02-09,422.37189687
2014-02-10,193.18811894
2014-02-11,931.4891076
2014-02-12,196.79794645
2014-02-13,183.51236519
2014-02-14,195.85384765
2014-02-15,168.71768072
2014-02-16,212.5811881
2014-02-17,161.87421439
2014-02-18,578.28954069
2014-02-19,184.2225206
2014-02-20,219.14954264
2014-02-21,199.05519003
2014-02-22,194.55340291
2014-02-23,282.25228897
2014-02-24,158.35819526
2014-02-25,424.63272508
2014-02-26,1400.81975998
2014-02-27,181.95524062
2014-02-28,377.15534887
2014-03-01,147.24640199
2014-03-02,105.24057473
2014-03-03,352.6426023
2014-03-04,573.44420894
2014-03-05,618.87653436
2014-03-06,518.91801098
2014-03-07,173.12980863
2014-03-08,346.17037444
2014-03-09,105.79456445
2014-03-10,169.41724715
2014-03-11,417.36635427
2014-03-12,248.26853135
2014-03-13,120.31989073
2014-03-14,131.83063332
2014-03-15,742.4473037
2014-03-16,157.51921575
2014-03-17,835.52001579
2014-03-18,170.69569063
2014-03-19,215.65094715
2014-03-20,131.12913987
2014-03-21,124.63397236
2014-03-22,420.01598856
2014-03-23,320.38599283
2014-03-24,309.48395682
2014-03-25,155.45472285
2014-03-26,703.58047779
2014-03-27,699.97014917
2014-03-28,1730.2679034
2014-03-29,106.23211025
2014-03-30,165.95188292
2014-03-31,159.27773477
2014-04-01,340.02912344
2014-04-02,414.74870654
2014-04-03,223.29865418
2014-04-04,190.41735751
2014-04-05,185.60276994
2014-04-06,190.86023446
2014-04-07,950.07695775
2014-04-08,228.78752729
2014-04-09,228.85956641
2014-04-10,181.47977947
2014-04-11,279.92175
2014-04-12,127.25016392
2014-04-13,117.20288479
2014-04-14,291.01963021
2014-04-15,892.53716881
2014-04-16,966.16375954
2014-04-17,787.41355778
2014-04-18,257.61411383
2014-04-19,203.07409254
2014-04-20,108.78445956
2014-04-21,80.48125102
2014-04-22,201.48871935
2014-04-23,539.41354378
2014-04-24,230.20253163
2014-04-25,389.87621753
2014-04-26,122.21844473
2014-04-27,254.1937237
2014-04-28,226.83142713
2014-04-29,753.70045572
2014-04-30,265.76169241
2014-05-01,122.86133232
2014-05-02,88.36259827
2014-05-03,74.35503257
2014-05-04,600.4604697
2014-05-05,211.13852018
2014-05-06,130.14672693
2014-05-07,462.39869538
2014-05-08,387.54019068
2014-05-09,430.14328307
2014-05-10,105.823577
2014-05-11,137.09760053
2014-05-12,122.29247309
2014-05-13,186.83045091
2014-05-14,237.80370804
2014-05-15,320.18212069
2014-05-16,263.71549837
2014-05-17,58.53615547
2014-05-18,94.4371027
2014-05-19,155.05098026
2014-05-20,256.98511031
2014-05-21,468.0034051
2014-05-22,585.4881749
2014-05-23,298.08327312
2014-05-24,321.50505736
2014-05-25,583.69418514
2014-05-26,339.33840894
2014-05-27,289.63464988
2014-05-28,260.78413692
2014-05-29,208.44662186
2014-05-30,335.47512553
2014-05-31,166.91800011
2014-06-01,455.71202307
2014-06-02,592.05192552
2014-06-03,182.64269535
2014-06-04,581.35693589
2014-06-05,334.26275709
2014-06-06,177.20655388
2014-06-07,219.64270287
2014-06-08,141.72527117
2014-06-09,226.39464714
2014-06-10,734.61513245
2014-06-11,427.64755623
2014-06-12,713.55562639
2014-06-13,409.58534327
2014-06-14,452.8422396
2014-06-15,95.31903258
2014-06-16,195.14558831
2014-06-17,323.57816074
2014-06-18,448.47052113
2014-06-19,336.2559103
2014-06-20,161.03275779
2014-06-21,114.79446374
2014-06-22,144.71591908
2014-06-23,656.38274162
2014-06-24,387.80029681
2014-06-25,109.29081734
2014-06-26,137.53207006
2014-06-27,319.90733743
2014-06-28,409.69682295
2014-06-29,95.61578462
2014-06-30,362.67319292
2014-07-01,1907.43240254
2014-07-02,291.77129996
2014-07-03,763.41658062
2014-07-04,258.27119022
2014-07-05,143.17289423
2014-07-06,435.24761662
2014-07-07,289.91233552
2014-07-08,306.79901419
2014-07-09,311.62417947
2014-07-10,220.20778179
2014-07-11,168.65821254
2014-07-12,121.91128045
2014-07-13,443.66025447
2014-07-14,242.44877015
2014-07-15,231.58072836
2014-07-16,237.2559407
2014-07-17,675.11480284
2014-07-18,152.43081864
2014-07-19,295.15963332
2014-07-20,146.49152663
2014-07-21,182.88014517
2014-07-22,228.08743846
2014-07-23,245.43907361
2014-07-24,867.07585592
2014-07-25,171.67302241
2014-07-26,159.05386278
2014-07-27,81.80752901
2014-07-28,190.50615933
2014-07-29,403.46768248
2014-07-30,387.56248375
2014-07-31,215.57365826
2014-08-01,352.3036006
2014-08-02,117.51326359
2014-08-03,284.66171893
2014-08-04,103.34719562
2014-08-05,219.54587357
2014-08-06,165.80457115
2014-08-07,188.68705296
2014-08-08,249.23476309
2014-08-09,302.14848451
2014-08-10,201.96699888
2014-08-11,402.46384656
2014-08-12,479.16117953
2014-08-13,281.32568036
2014-08-14,335.54836771
2014-08-15,325.39886497
2014-08-16,88.5525372
2014-08-17,187.51447355
2014-08-18,180.50721636
2014-08-19,257.99970755
2014-08-20,441.62087571
2014-08-21,387.48583813
2014-08-22,918.00017355
2014-08-23,316.28131359
2014-08-24,158.29077607
2014-08-25,232.28159576
2014-08-26,400.66784126
2014-08-27,159.20251042
2014-08-28,286.05809922
2014-08-29,272.16783303
2014-08-30,1235.63672044
2014-08-31,649.91333806
2014-09-01,260.24271151
2014-09-02,770.48546421
2014-09-03,307.77322426
2014-09-04,334.95684902
2014-09-05,403.7019644
2014-09-06,84.49461732
2014-09-07,156.14024219
2014-09-08,248.45000662
2014-09-09,562.6723636
2014-09-10,352.12884089
2014-09-11,264.35111304
2014-09-12,780.81636178
2014-09-13,339.59186976
2014-09-14,325.31523874
2014-09-15,366.87391431
2014-09-16,407.08341799
2014-09-17,175.30032724
2014-09-18,372.36035332
2014-09-19,379.56046712
2014-09-20,2098.50634239
2014-09-21,986.00388361
2014-09-22,387.08548051
2014-09-23,4831.88744793
2014-09-24,532.22289107
2014-09-25,291.5304714
2014-09-26,400.69275745
2014-09-27,286.83344606
2014-09-28,413.04697427
2014-09-29,955.362904
2014-09-30,2947.3434757
2014-10-01,935.13929378
2014-10-02,2862.68111585
2014-10-03,41050.62128181
2014-10-04,7284.07005831
2014-10-05,3769.31179984
2014-10-06,1263.10300538
2014-10-07,293.16178966
2014-10-08,595.23858073
2014-10-09,3638.62905247
2014-10-10,826.72025635
2014-10-11,256.23437886
2014-10-12,226.93305257
2014-10-13,211.05036772
2014-10-14,2936.06377071
2014-10-15,476.82031695
2014-10-16,414.97597097
2014-10-17,757.69441665
2014-10-18,262.20842224
2014-10-19,299.14090256
2014-10-20,690.73292301
2014-10-21,699.99905603
2014-10-22,4295.24322704
2014-10-23,612.69536653
2014-10-24,385.1166625
2014-10-25,484.44897665
2014-10-26,502.44454887
2014-10-27,1052.25597269
2014-10-28,288.13841616
2014-10-29,289.4506001
2014-10-30,285.5242679
2014-10-31,925.14556828
2014-11-01,1112.01215681
2014-11-02,445.18682208
2014-11-03,324.18003124
2014-11-04,639.78303757
2014-11-05,371.43661477
2014-11-06,543.2542782
2014-11-07,729.58637173
2014-11-08,307.9027312
2014-11-09,305.63659084
2014-11-10,626.92885036
2014-11-11,303.09247919
2014-11-12,1184.45044661
2014-11-13,17871.50414485
2014-11-14,200.29374187
2014-11-15,265.28476429
2014-11-16,363.45833013
2014-11-17,963.61377977
2014-11-18,537.4777856
2014-11-19,522.57530202
2014-11-20,639.05521878
2014-11-21,425.67802017
2014-11-22,495.99364207
2014-11-23,334.20351319
2014-11-24,354.42047515
2014-11-25,2798.26850634
2014-11-26,273.61399964
2014-11-27,1154.20105505
2014-11-28,760.06078553
2014-11-29,2623.95501229
2014-11-30,296.82901226
2014-12-01,642.66686847
2014-12-02,458.7003342
2014-12-03,3380.87915034
2014-12-04,805.70228993
2014-12-05,390.69217284
2014-12-06,235.35071167
2014-12-07,717.55982765
2014-12-08,754.31478322
2014-12-09,3432.81063229
2014-12-10,692.46889272
2014-12-11,775.58446165
2014-12-12,1112.26590508
2014-12-13,444.06603961
2014-12-14,995.96967236
2014-12-15,534.25989378
2014-12-16,1228.5134506
2014-12-17,1243.81607068
2014-12-18,2136.62413391
2014-12-19,519.88443753
2014-12-20,568.52371677
2014-12-21,1522.66869657
2014-12-22,503.17542696
2014-12-23,545.80031572
2014-12-24,471.22978776
2014-12-25,195.23196846
2014-12-26,332.39682115
2014-12-27,349.66190143
2014-12-28,1240.17041283
2014-12-29,2295.16834089
2014-12-30,493.85019684
2014-12-31,1330.73033389
2015-01-01,202.55045331
2015-01-02,658.35298797
2015-01-03,709.77407155
2015-01-04,813.89014646
2015-01-05,511.76918354
2015-01-06,1211.24671591
2015-01-07,842.91528678
2015-01-08,706.95230194
2015-01-09,4767.37447417
2015-01-10,44770.36274889
2015-01-11,100460.18101484
2015-01-12,38437.00475543
2015-01-13,19496.68185368
2015-01-14,80183.77110799
2015-01-15,51833.02610091
2015-01-16,20695.33489035
2015-01-17,12655.76893876
2015-01-18,13607.19322484
2015-01-19,11163.21343402
2015-01-20,8862.47509823
2015-01-21,17311.41077465
2015-01-22,15690.21121343
2015-01-23,9481.83090139
2015-01-24,16383.40049522
2015-01-25,7078.91738847
2015-01-26,22706.96612608
2015-01-27,26372.80360343
2015-01-28,183692.3284627
2015-01-29,16650.55080933
2015-01-30,20757.11039558
2015-01-31,11814.82798152
2015-02-01,4964.2691991
2015-02-02,9307.91595126
2015-02-03,15291.94670607
2015-02-04,10451.33860693
2015-02-05,14520.14413482
2015-02-06,19976.32626207
2015-02-07,9350.84939907
2015-02-08,22369.28232302
2015-02-09,15930.20533689
2015-02-10,19678.78185615
2015-02-11,18605.60516737
2015-02-12,7376.23852333
2015-02-13,11122.59701546
2015-02-14,5357.59594697
2015-02-15,10584.61346146
2015-02-16,10124.45715054
2015-02-17,7493.63476073
2015-02-18,22795.45487645
2015-02-19,12211.94327527
2015-02-20,5281.34129987
2015-02-21,1607.45043578
2015-02-22,1330.43962957
2015-02-23,6159.70579799
2015-02-24,1538.23761992
2015-02-25,2422.37554421
2015-02-26,8325.46194193
2015-02-27,2022.64499839
2015-02-28,5228.03754488
2015-03-01,6272.84727438
2015-03-02,12233.91324442
2015-03-03,11525.20300254
2015-03-04,11020.48583272
2015-03-05,12652.58244327
2015-03-06,8151.63061387
2015-03-07,10252.22840435
2015-03-08,3100.82756674
2015-03-09,5650.38726724
2015-03-10,17943.27919024
2015-03-11,15476.99670798
2015-03-12,215760.79596431
2015-03-13,42902.89931186
2015-03-14,5401.78772634
2015-03-15,6585.40072138
2015-03-16,9388.48590172
2015-03-17,13928.87815878
2015-03-18,23869.93581723
2015-03-19,9598.74287508
2015-03-20,8141.80243823
2015-03-21,8030.73566796
2015-03-22,9020.00425157
2015-03-23,16619.7935209
2015-03-24,13577.30276053
2015-03-25,10212.9135161
2015-03-26,15972.8509115
2015-03-27,9834.38959099
2015-03-28,3752.70773203
2015-03-29,3685.23658702
2015-03-30,9626.11297915
2015-03-31,13978.98257269
2015-04-01,8577.72892619
2015-04-02,8865.72414759
2015-04-03,4200.65081807
2015-04-04,6745.42875927
2015-04-05,5459.51270898
2015-04-06,6907.18066608
2015-04-07,6827.19915064
2015-04-08,12515.79906638
2015-04-09,8509.96787499
2015-04-10,7325.81967817
2015-04-11,6984.80739003
2015-04-12,3717.64909463
2015-04-13,16940.57690907
2015-04-14,24602.27831123
2015-04-15,34818.33110515
2015-04-16,35204.58856528
2015-04-17,23821.65987399
2015-04-18,2593.0404252
2015-04-19,3630.01028197
2015-04-20,16896.08655302
2015-04-21,11317.65620507
2015-04-22,5907.45539096
2015-04-23,10643.05361086
2015-04-24,5934.68768319
2015-04-25,7381.70217113
2015-04-26,5686.9989654
2015-04-27,13248.37512356
2015-04-28,8037.78517402
2015-04-29,12922.94606571
2015-04-30,4861.26966617
2015-05-01,13687.15031242
2015-05-02,2884.07373588
2015-05-03,3271.31614412
2015-05-04,13466.91823225
2015-05-05,6781.32100063
2015-05-06,15782.56312924
2015-05-07,8464.42885578
2015-05-08,3618.91552788
2015-05-09,6590.20856263
2015-05-10,2341.17147732
2015-05-11,6295.71966279
2015-05-12,12373.99807852
2015-05-13,19836.02685338
2015-05-14,3697.82390894
2015-05-15,4805.52941806
2015-05-16,2438.14339358
2015-05-17,2886.7073334
2015-05-18,11823.72388625
2015-05-19,13951.30459573
2015-05-20,15566.41799146
2015-05-21,17272.75453282
2015-05-22,24701.82373423
2015-05-23,10981.89501978
2015-05-24,10687.19345979
2015-05-25,14900.18921694
2015-05-26,18553.79640389
2015-05-27,20469.91547979
2015-05-28,12035.141812
2015-05-29,21875.71010199
2015-05-30,4869.01399864
2015-05-31,4583.68191849
2015-06-01,11568.83481375
2015-06-02,16513.83490667
2015-06-03,14891.15440619
2015-06-04,9558.96733735
2015-06-05,11449.29454256
2015-06-06,2969.63389421
2015-06-07,6571.82570876
2015-06-08,7684.95826252
2015-06-09,14599.32705629
2015-06-10,7301.27528686
2015-06-11,9035.97473137
2015-06-12,11834.1860311
2015-06-13,6014.93170241
2015-06-14,4902.32463413
2015-06-15,7606.74449737
2015-06-16,19873.25852376
2015-06-17,11909.60736481
2015-06-18,8402.91632731
2015-06-19,7303.884378
2015-06-20,4214.26309363
2015-06-21,3566.9440456
2015-06-22,8670.35319913
2015-06-23,7668.61967393
2015-06-24,6853.70988341
2015-06-25,12644.28834276
2015-06-26,8932.39399564
2015-06-27,4782.71672255
2015-06-28,4241.25660417
2015-06-29,13371.58957482
2015-06-30,11825.08353629
2015-07-01,20581.95254418
2015-07-02,15304.00817782
2015-07-03,17157.0577486
2015-07-04,5670.78224559
2015-07-05,8996.61436217
2015-07-06,17242.77599514
2015-07-07,9892.46365548
2015-07-08,9612.39328992
2015-07-09,16890.31629127
2015-07-10,30291.74296913
2015-07-11,13203.3424679
2015-07-12,6477.96410606
2015-07-13,8650.23796949
2015-07-14,13702.63279925
2015-07-15,13020.86539961
2015-07-16,23528.28097265
2015-07-17,11331.27199316
2015-07-18,5546.19621252
2015-07-19,9985.37924565
2015-07-20,14747.84040964
2015-07-21,26523.11732707
2015-07-22,13306.08325339
2015-07-23,11861.21251291
2015-07-24,14820.22990004
2015-07-25,5203.50519077
2015-07-26,3891.41215666
2015-07-27,14226.36888449
2015-07-28,15315.02174861
2015-07-29,15031.91059089
2015-07-30,25749.50291473
2015-07-31,12249.65884378
2015-08-01,3529.09625019
2015-08-02,4118.65014228
2015-08-03,24674.72916699
2015-08-04,20252.83053666
2015-08-05,55625.49163849
2015-08-06,38295.65291103
2015-08-07,63802.07172912
2015-08-08,35465.21937313
2015-08-09,163910.47330371
2015-08-10,20958.43753117
2015-08-11,24794.20236604
2015-08-12,19349.18431851
2015-08-13,22827.59400501
2015-08-14,17583.88409191
2015-08-15,16802.27567656
2015-08-16,12327.52842143
2015-08-17,9211.25798475
2015-08-18,16493.4165633
2015-08-19,24171.36734128
2015-08-20,16048.65008045
2015-08-21,11687.09258348
2015-08-22,13279.40635155
2015-08-23,14499.39232664
2015-08-24,26359.57155456
2015-08-25,42311.57023132
2015-08-26,22867.76540813
2015-08-27,29269.91926923
2015-08-28,18544.51549036
2015-08-29,8887.27090899
2015-08-30,9877.24900252
2015-08-31,12406.10482502
2015-09-01,18484.60596697
2015-09-02,34007.01064816
2015-09-03,34416.66881025
2015-09-04,33333.36200158
2015-09-05,12540.19650326
2015-09-06,8125.82509826
2015-09-07,15827.23292264
2015-09-08,37010.50748245
2015-09-09,39740.34720634
2015-09-10,51161.4470114
2015-09-11,14595.26537509
2015-09-12,5758.8733985
2015-09-13,35080.7880915
2015-09-14,50996.32871074
2015-09-15,31454.79802434
2015-09-16,44755.23294315
2015-09-17,32172.72919753
2015-09-18,26865.24259322
2015-09-19,7663.55778827
2015-09-20,13941.7026729
2015-09-21,23752.48781147
2015-09-22,31226.80065952
2015-09-23,23944.36938737
2015-09-24,19399.29248165
2015-09-25,35268.07896116
2015-09-26,20913.70155725
2015-09-27,3571.24273089
2015-09-28,24245.27590169
2015-09-29,28413.52728844
2015-09-30,19102.48596295
2015-10-01,19804.45061462
2015-10-02,21835.62683589
2015-10-03,9763.22529021
2015-10-04,8490.92012145
2015-10-05,16633.77006248
2015-10-06,10363.15656849
2015-10-07,24844.56817628
2015-10-08,17430.46073014
2015-10-09,27390.25842152
2015-10-10,20081.71007623
2015-10-11,12776.21399269
2015-10-12,15612.60753583
2015-10-13,15155.39197261
2015-10-14,8983.51159521
2015-10-15,16279.02492766
2015-10-16,59525.38752161
2015-10-17,63389.61219647
2015-10-18,24771.50988223
2015-10-19,44707.61360401
2015-10-20,68132.10467101
2015-10-21,46152.31433065
2015-10-22,26367.77687185
2015-10-23,57585.52783465
2015-10-24,63870.11713358
2015-10-25,17704.86607858
2015-10-26,20485.07234475
2015-10-27,32710.70309204
2015-10-28,170826.2740996
2015-10-29,133115.34408696
2015-10-30,76729.24439972
2015-10-31,77996.39570436
2015-11-01,20446.06879037
2015-11-02,98305.95549402
2015-11-03,108565.3348467
2015-11-04,52289.53238101
2015-11-05,121356.27028645
2015-11-06,23629.02235619
2015-11-07,27775.57564948
2015-11-08,44944.69245745
2015-11-09,93519.97111452
