Datetime,Coinbase Premium Index
2026-04-10T00:00:00Z,0.04821642
2026-04-09T00:00:00Z,0.01398563
2026-04-08T00:00:00Z,0.02259746
2026-04-07T00:00:00Z,-0.01949274
2026-04-06T00:00:00Z,-0.00007262
2026-04-05T00:00:00Z,-0.04226892
2026-04-04T00:00:00Z,-0.01291225
2026-04-03T00:00:00Z,-0.00643627
2026-04-02T00:00:00Z,-0.01122538
2026-04-01T00:00:00Z,-0.00230496
2026-03-31T00:00:00Z,-0.09171923
2026-03-30T00:00:00Z,-0.09010834
2026-03-29T00:00:00Z,-0.08178949
2026-03-28T00:00:00Z,-0.08569229
2026-03-27T00:00:00Z,-0.08122603
2026-03-26T00:00:00Z,-0.07452742
2026-03-25T00:00:00Z,-0.04906322
2026-03-24T00:00:00Z,-0.0329522
2026-03-23T00:00:00Z,-0.04544015
2026-03-22T00:00:00Z,-0.02071943
2026-03-21T00:00:00Z,-0.00885108
2026-03-20T00:00:00Z,-0.01945803
2026-03-19T00:00:00Z,-0.01673102
2026-03-18T00:00:00Z,-0.00213344
2026-03-17T00:00:00Z,0.03348696
2026-03-16T00:00:00Z,0.0024037
2026-03-15T00:00:00Z,0.02028422
2026-03-14T00:00:00Z,0.02818347
2026-03-13T00:00:00Z,0.02020302
2026-03-12T00:00:00Z,-0.01386421
2026-03-11T00:00:00Z,0.02299412
2026-03-10T00:00:00Z,0.01744137
2026-03-09T00:00:00Z,0.00001461
2026-03-08T00:00:00Z,-0.00097012
2026-03-07T00:00:00Z,-0.00489125
2026-03-06T00:00:00Z,-0.00848577
2026-03-05T00:00:00Z,-0.00440114
2026-03-04T00:00:00Z,0.02269263
2026-03-03T00:00:00Z,-0.00294126
2026-03-02T00:00:00Z,0.00283306
2026-03-01T00:00:00Z,-0.01135664
2026-02-28T00:00:00Z,-0.00807785
2026-02-27T00:00:00Z,-0.01846002
2026-02-26T00:00:00Z,0.00789803
2026-02-25T00:00:00Z,0.00682473
2026-02-24T00:00:00Z,0.01589181
2026-02-23T00:00:00Z,-0.04677059
2026-02-22T00:00:00Z,-0.03757942
2026-02-21T00:00:00Z,-0.02964285
2026-02-20T00:00:00Z,-0.05232284
2026-02-19T00:00:00Z,-0.04660935
2026-02-18T00:00:00Z,-0.06200629
2026-02-17T00:00:00Z,-0.0545453
2026-02-16T00:00:00Z,-0.04978776
2026-02-15T00:00:00Z,-0.05895464
2026-02-14T00:00:00Z,-0.05154466
2026-02-13T00:00:00Z,-0.06094058
2026-02-12T00:00:00Z,-0.09682797
2026-02-11T00:00:00Z,-0.08584949
2026-02-10T00:00:00Z,-0.05467649
2026-02-09T00:00:00Z,-0.05134164
2026-02-08T00:00:00Z,-0.07258599
2026-02-07T00:00:00Z,-0.06442546
2026-02-06T00:00:00Z,-0.07446841
2026-02-05T00:00:00Z,-0.188937
2026-02-04T00:00:00Z,-0.22938303
2026-02-03T00:00:00Z,-0.14348647
2026-02-02T00:00:00Z,-0.09113699
2026-02-01T00:00:00Z,-0.0944286
2026-01-31T00:00:00Z,-0.1182229
2026-01-30T00:00:00Z,-0.17742598
2026-01-29T00:00:00Z,-0.16179532
2026-01-28T00:00:00Z,-0.15407617
2026-01-27T00:00:00Z,-0.14906443
2026-01-26T00:00:00Z,-0.10987347
2026-01-25T00:00:00Z,-0.12509467
2026-01-24T00:00:00Z,-0.1604589
2026-01-23T00:00:00Z,-0.13987683
2026-01-22T00:00:00Z,-0.10738092
2026-01-21T00:00:00Z,-0.10174979
2026-01-20T00:00:00Z,-0.13237939
2026-01-19T00:00:00Z,-0.07701525
2026-01-18T00:00:00Z,-0.04228533
2026-01-17T00:00:00Z,-0.03970666
2026-01-16T00:00:00Z,-0.04912563
2026-01-15T00:00:00Z,-0.01793843
2026-01-14T00:00:00Z,0.00348627
2026-01-13T00:00:00Z,-0.03120087
2026-01-12T00:00:00Z,-0.11841676
2026-01-11T00:00:00Z,-0.15562501
2026-01-10T00:00:00Z,-0.13166167
2026-01-09T00:00:00Z,-0.13882196
2026-01-08T00:00:00Z,-0.08121845
2026-01-07T00:00:00Z,-0.09241042
2026-01-06T00:00:00Z,-0.02769127
2026-01-05T00:00:00Z,0.0110271
2026-01-04T00:00:00Z,-0.0390365
2026-01-03T00:00:00Z,-0.03309131
2026-01-02T00:00:00Z,-0.0412689
2026-01-01T00:00:00Z,-0.11335107
2025-12-31T00:00:00Z,-0.17145813
2025-12-30T00:00:00Z,-0.09944003
2025-12-29T00:00:00Z,-0.14483512
2025-12-28T00:00:00Z,-0.08575063
2025-12-27T00:00:00Z,-0.07853021
2025-12-26T00:00:00Z,-0.08418264
2025-12-25T00:00:00Z,-0.06143862
2025-12-24T00:00:00Z,-0.06891796
2025-12-23T00:00:00Z,-0.06478751
2025-12-22T00:00:00Z,-0.07224039
2025-12-21T00:00:00Z,-0.02132895
2025-12-20T00:00:00Z,-0.04176055
2025-12-19T00:00:00Z,-0.05025135
2025-12-18T00:00:00Z,-0.06594056
2025-12-17T00:00:00Z,-0.03878566
2025-12-16T00:00:00Z,-0.0107098
2025-12-15T00:00:00Z,-0.01686874
2025-12-14T00:00:00Z,-0.00063512
2025-12-13T00:00:00Z,0.01696587
2025-12-12T00:00:00Z,0.01061279
2025-12-11T00:00:00Z,0.03093607
2025-12-10T00:00:00Z,0.0224093
2025-12-09T00:00:00Z,0.01208475
2025-12-08T00:00:00Z,0.02153709
2025-12-07T00:00:00Z,0.00772164
2025-12-06T00:00:00Z,0.03494075
2025-12-05T00:00:00Z,0.01707152
2025-12-04T00:00:00Z,0.01681182
2025-12-03T00:00:00Z,0.02556996
2025-12-02T00:00:00Z,0.03305291
2025-12-01T00:00:00Z,-0.00423012
2025-11-30T00:00:00Z,0.01052457
2025-11-29T00:00:00Z,0.0282151
2025-11-28T00:00:00Z,0.01320267
2025-11-27T00:00:00Z,-0.01888673
2025-11-26T00:00:00Z,-0.01677644
2025-11-25T00:00:00Z,-0.05144789
2025-11-24T00:00:00Z,-0.03828992
2025-11-23T00:00:00Z,-0.0250144
2025-11-22T00:00:00Z,-0.06577787
2025-11-21T00:00:00Z,-0.07112699
2025-11-20T00:00:00Z,-0.1158278
2025-11-19T00:00:00Z,-0.10197154
2025-11-18T00:00:00Z,-0.04988122
2025-11-17T00:00:00Z,-0.12420954
2025-11-16T00:00:00Z,-0.08218631
2025-11-15T00:00:00Z,-0.0536632
2025-11-14T00:00:00Z,-0.09518574
2025-11-13T00:00:00Z,-0.07771936
2025-11-12T00:00:00Z,-0.01511002
2025-11-11T00:00:00Z,-0.04816659
2025-11-10T00:00:00Z,-0.02994969
2025-11-09T00:00:00Z,-0.02674676
2025-11-08T00:00:00Z,-0.02675126
2025-11-07T00:00:00Z,-0.05303899
2025-11-06T00:00:00Z,-0.05480234
2025-11-05T00:00:00Z,-0.01555564
2025-11-04T00:00:00Z,-0.02864118
2025-11-03T00:00:00Z,-0.02351218
2025-11-02T00:00:00Z,-0.00422469
2025-11-01T00:00:00Z,-0.04164468
2025-10-31T00:00:00Z,-0.04811692
2025-10-30T00:00:00Z,-0.01357054
2025-10-29T00:00:00Z,0.00985264
2025-10-28T00:00:00Z,0.00735174
2025-10-27T00:00:00Z,-0.01804436
2025-10-26T00:00:00Z,-0.00987261
2025-10-25T00:00:00Z,0.01785998
2025-10-24T00:00:00Z,0.03354807
2025-10-23T00:00:00Z,0.03438465
2025-10-22T00:00:00Z,0.0172357
2025-10-21T00:00:00Z,0.05965041
2025-10-20T00:00:00Z,0.03254259
2025-10-19T00:00:00Z,0.03129522
2025-10-18T00:00:00Z,0.02229789
2025-10-17T00:00:00Z,0.0297092
2025-10-16T00:00:00Z,0.00343826
2025-10-15T00:00:00Z,0.03687143
2025-10-14T00:00:00Z,0.03526555
2025-10-13T00:00:00Z,0.09380373
2025-10-12T00:00:00Z,0.09497316
2025-10-11T00:00:00Z,0.1125136
2025-10-10T00:00:00Z,0.18247033
2025-10-09T00:00:00Z,0.04283164
2025-10-08T00:00:00Z,0.0302094
2025-10-07T00:00:00Z,0.05027488
2025-10-06T00:00:00Z,0.04937488
2025-10-05T00:00:00Z,0.03116236
2025-10-04T00:00:00Z,0.05520014
2025-10-03T00:00:00Z,0.07068525
2025-10-02T00:00:00Z,0.07630507
2025-10-01T00:00:00Z,0.05479152
2025-09-30T00:00:00Z,0.01646662
2025-09-29T00:00:00Z,0.04646058
2025-09-28T00:00:00Z,0.03006314
2025-09-27T00:00:00Z,0.04132772
2025-09-26T00:00:00Z,0.0490955
2025-09-25T00:00:00Z,0.0378276
2025-09-24T00:00:00Z,0.03633491
2025-09-23T00:00:00Z,0.01643768
2025-09-22T00:00:00Z,0.0759869
2025-09-21T00:00:00Z,0.04337326
2025-09-20T00:00:00Z,0.05771676
2025-09-19T00:00:00Z,0.05030598
2025-09-18T00:00:00Z,0.03797613
2025-09-17T00:00:00Z,0.03161079
2025-09-16T00:00:00Z,0.0373323
2025-09-15T00:00:00Z,0.02719556
2025-09-14T00:00:00Z,0.0400111
2025-09-13T00:00:00Z,0.04318559
2025-09-12T00:00:00Z,0.06602636
2025-09-11T00:00:00Z,0.04962649
2025-09-10T00:00:00Z,0.0210337
2025-09-09T00:00:00Z,0.00262671
2025-09-08T00:00:00Z,0.00654976
2025-09-07T00:00:00Z,-0.00695536
2025-09-06T00:00:00Z,0.02235271
2025-09-05T00:00:00Z,0.0090638
2025-09-04T00:00:00Z,-0.00910315
2025-09-03T00:00:00Z,0.04538712
2025-09-02T00:00:00Z,0.00712873
2025-09-01T00:00:00Z,0.00286532
2025-08-31T00:00:00Z,0.00147811
2025-08-30T00:00:00Z,0.01066016
2025-08-29T00:00:00Z,0.00084889
2025-08-28T00:00:00Z,0.00706247
2025-08-27T00:00:00Z,-0.00790926
2025-08-26T00:00:00Z,0.02218082
2025-08-25T00:00:00Z,0.0143127
2025-08-24T00:00:00Z,-0.01373646
2025-08-23T00:00:00Z,-0.04693426
2025-08-22T00:00:00Z,-0.02335466
2025-08-21T00:00:00Z,-0.01751111
2025-08-20T00:00:00Z,0.00416553
2025-08-19T00:00:00Z,-0.01483969
2025-08-18T00:00:00Z,0.05137358
2025-08-17T00:00:00Z,0.07119798
2025-08-16T00:00:00Z,0.06391172
2025-08-15T00:00:00Z,0.0808832
2025-08-14T00:00:00Z,0.08005404
2025-08-13T00:00:00Z,0.04801047
2025-08-12T00:00:00Z,-0.01739723
2025-08-11T00:00:00Z,0.01334614
2025-08-10T00:00:00Z,0.01287575
2025-08-09T00:00:00Z,0.02598267
2025-08-08T00:00:00Z,0.00775661
2025-08-07T00:00:00Z,0.03701307
2025-08-06T00:00:00Z,0.03179344
2025-08-05T00:00:00Z,-0.01472009
2025-08-04T00:00:00Z,-0.00276389
2025-08-03T00:00:00Z,0.00606783
2025-08-02T00:00:00Z,-0.00320757
2025-08-01T00:00:00Z,-0.04342533
2025-07-31T00:00:00Z,-0.00254829
2025-07-30T00:00:00Z,-0.00861335
2025-07-29T00:00:00Z,-0.01472648
2025-07-28T00:00:00Z,0.00700478
2025-07-27T00:00:00Z,0.04184547
2025-07-26T00:00:00Z,0.04209634
2025-07-25T00:00:00Z,0.01612049
2025-07-24T00:00:00Z,0.04736313
2025-07-23T00:00:00Z,0.04585032
2025-07-22T00:00:00Z,0.0600228
2025-07-21T00:00:00Z,0.04125903
2025-07-20T00:00:00Z,0.04057473
2025-07-19T00:00:00Z,0.06294128
2025-07-18T00:00:00Z,0.08328186
2025-07-17T00:00:00Z,0.08066116
2025-07-16T00:00:00Z,0.04320139
2025-07-15T00:00:00Z,0.01999863
2025-07-14T00:00:00Z,0.01879988
2025-07-13T00:00:00Z,0.03709064
2025-07-12T00:00:00Z,0.04483904
2025-07-11T00:00:00Z,0.04637206
2025-07-10T00:00:00Z,0.01836049
2025-07-09T00:00:00Z,0.04392542
2025-07-08T00:00:00Z,0.03218788
2025-07-07T00:00:00Z,0.00637337
2025-07-06T00:00:00Z,0.01294826
2025-07-05T00:00:00Z,0.04485291
2025-07-04T00:00:00Z,0.04108007
2025-07-03T00:00:00Z,0.04019719
2025-07-02T00:00:00Z,0.03557202
2025-07-01T00:00:00Z,0.02899287
2025-06-30T00:00:00Z,0.02492849
2025-06-29T00:00:00Z,0.02723407
2025-06-28T00:00:00Z,0.05164181
2025-06-27T00:00:00Z,0.06145865
2025-06-26T00:00:00Z,0.07721577
2025-06-25T00:00:00Z,0.05556147
2025-06-24T00:00:00Z,0.05467417
2025-06-23T00:00:00Z,0.08113245
2025-06-22T00:00:00Z,0.03268496
2025-06-21T00:00:00Z,0.03918919
2025-06-20T00:00:00Z,0.01917753
2025-06-19T00:00:00Z,0.01271754
2025-06-18T00:00:00Z,0.02747725
2025-06-17T00:00:00Z,0.03756056
2025-06-16T00:00:00Z,0.05510582
2025-06-15T00:00:00Z,0.0049624
2025-06-14T00:00:00Z,0.04817168
2025-06-13T00:00:00Z,0.04912951
2025-06-12T00:00:00Z,0.04667284
2025-06-11T00:00:00Z,0.02232038
2025-06-10T00:00:00Z,0.02344153
2025-06-09T00:00:00Z,0.03458095
2025-06-08T00:00:00Z,0.04766679
2025-06-07T00:00:00Z,0.06335257
2025-06-06T00:00:00Z,0.1050452
2025-06-05T00:00:00Z,0.06060565
2025-06-04T00:00:00Z,0.05398443
2025-06-03T00:00:00Z,0.06731077
2025-06-02T00:00:00Z,0.04435187
2025-06-01T00:00:00Z,0.05207163
2025-05-31T00:00:00Z,0.05161969
2025-05-30T00:00:00Z,0.04594872
2025-05-29T00:00:00Z,-0.01626105
2025-05-28T00:00:00Z,0.0348018
2025-05-27T00:00:00Z,0.03698428
2025-05-26T00:00:00Z,0.02698411
2025-05-25T00:00:00Z,0.04081494
