Datetime,Coinbase Premium Index
2025-05-24T00:00:00Z,0.02978789
2025-05-23T00:00:00Z,0.01053874
2025-05-22T00:00:00Z,0.02356392
2025-05-21T00:00:00Z,0.05066397
2025-05-20T00:00:00Z,0.03111839
2025-05-19T00:00:00Z,0.04019939
2025-05-18T00:00:00Z,0.01803592
2025-05-17T00:00:00Z,0.03337644
2025-05-16T00:00:00Z,0.03492039
2025-05-15T00:00:00Z,0.0218959
2025-05-14T00:00:00Z,0.03628711
2025-05-13T00:00:00Z,0.02626227
2025-05-12T00:00:00Z,0.00864859
2025-05-11T00:00:00Z,0.018844
2025-05-10T00:00:00Z,0.01112494
2025-05-09T00:00:00Z,0.01453793
2025-05-08T00:00:00Z,-0.00785384
2025-05-07T00:00:00Z,0.0286714
2025-05-06T00:00:00Z,0.00531838
2025-05-05T00:00:00Z,0.00032723
2025-05-04T00:00:00Z,-0.00537773
2025-05-03T00:00:00Z,0.00512224
2025-05-02T00:00:00Z,0.04404093
2025-05-01T00:00:00Z,0.03634577
2025-04-30T00:00:00Z,0.01119229
2025-04-29T00:00:00Z,0.01513949
2025-04-28T00:00:00Z,0.03303822
2025-04-27T00:00:00Z,0.03335492
2025-04-26T00:00:00Z,0.04083358
2025-04-25T00:00:00Z,0.07408176
2025-04-24T00:00:00Z,0.04414747
2025-04-23T00:00:00Z,0.0531961
2025-04-22T00:00:00Z,0.0493456
2025-04-21T00:00:00Z,0.00667305
2025-04-20T00:00:00Z,-0.00223059
2025-04-19T00:00:00Z,-0.00237432
2025-04-18T00:00:00Z,-0.00973073
2025-04-17T00:00:00Z,0.01655132
2025-04-16T00:00:00Z,-0.00197548
2025-04-15T00:00:00Z,-0.01698867
2025-04-14T00:00:00Z,-0.00144222
2025-04-13T00:00:00Z,-0.03215138
2025-04-12T00:00:00Z,-0.00690691
2025-04-11T00:00:00Z,-0.05198754
2025-04-10T00:00:00Z,-0.06903889
2025-04-09T00:00:00Z,-0.02477752
2025-04-08T00:00:00Z,-0.09273815
2025-04-07T00:00:00Z,-0.02934443
2025-04-06T00:00:00Z,-0.07554507
2025-04-05T00:00:00Z,-0.04757117
2025-04-04T00:00:00Z,-0.03541548
2025-04-03T00:00:00Z,-0.04657921
2025-04-02T00:00:00Z,-0.03176343
2025-04-01T00:00:00Z,0.01412663
2025-03-31T00:00:00Z,-0.01900666
2025-03-30T00:00:00Z,-0.01214953
2025-03-29T00:00:00Z,-0.03836728
2025-03-28T00:00:00Z,-0.05043567
2025-03-27T00:00:00Z,-0.01665673
2025-03-26T00:00:00Z,0.01937655
2025-03-25T00:00:00Z,0.04006048
2025-03-24T00:00:00Z,0.02909775
2025-03-23T00:00:00Z,0.0121279
2025-03-22T00:00:00Z,0.01364494
2025-03-21T00:00:00Z,-0.03190675
2025-03-20T00:00:00Z,-0.04745713
2025-03-19T00:00:00Z,0.03686989
2025-03-18T00:00:00Z,-0.01966994
2025-03-17T00:00:00Z,0.00163076
2025-03-16T00:00:00Z,-0.01448389
2025-03-15T00:00:00Z,0.0154378
2025-03-14T00:00:00Z,-0.00322684
2025-03-13T00:00:00Z,-0.05220932
2025-03-12T00:00:00Z,-0.02472511
2025-03-11T00:00:00Z,-0.02228305
2025-03-10T00:00:00Z,-0.06507976
2025-03-09T00:00:00Z,-0.04359977
2025-03-08T00:00:00Z,-0.0182783
2025-03-07T00:00:00Z,-0.0515773
2025-03-06T00:00:00Z,-0.011164
2025-03-05T00:00:00Z,-0.00251639
2025-03-04T00:00:00Z,-0.03668569
2025-03-03T00:00:00Z,-0.06902062
2025-03-02T00:00:00Z,-0.00479474
2025-03-01T00:00:00Z,-0.05318103
2025-02-28T00:00:00Z,-0.0618969
2025-02-27T00:00:00Z,-0.09844339
2025-02-26T00:00:00Z,-0.164166
2025-02-25T00:00:00Z,-0.10899816
2025-02-24T00:00:00Z,-0.04594066
2025-02-23T00:00:00Z,0.00829022
2025-02-22T00:00:00Z,0.03222131
2025-02-21T00:00:00Z,-0.02594041
2025-02-20T00:00:00Z,0.04292762
2025-02-19T00:00:00Z,-0.01276846
2025-02-18T00:00:00Z,-0.06725079
2025-02-17T00:00:00Z,0.00187931
2025-02-16T00:00:00Z,0.00183108
2025-02-15T00:00:00Z,0.02795951
2025-02-14T00:00:00Z,0.00876919
2025-02-13T00:00:00Z,0.01775213
2025-02-12T00:00:00Z,-0.00762236
2025-02-11T00:00:00Z,-0.00430161
2025-02-10T00:00:00Z,0.01394836
2025-02-09T00:00:00Z,0.01354927
2025-02-08T00:00:00Z,0.03267156
2025-02-07T00:00:00Z,0.03137603
2025-02-06T00:00:00Z,0.0106365
2025-02-05T00:00:00Z,0.02680814
2025-02-04T00:00:00Z,0.03265035
2025-02-03T00:00:00Z,0.12995354
2025-02-02T00:00:00Z,-0.02463649
2025-02-01T00:00:00Z,-0.01172547
2025-01-31T00:00:00Z,-0.01786594
2025-01-30T00:00:00Z,0.01881154
2025-01-29T00:00:00Z,0.0135058
2025-01-28T00:00:00Z,-0.04492008
2025-01-27T00:00:00Z,-0.01999357
2025-01-26T00:00:00Z,-0.05554473
2025-01-25T00:00:00Z,-0.01268773
2025-01-24T00:00:00Z,-0.01929046
2025-01-23T00:00:00Z,0.01541714
2025-01-22T00:00:00Z,-0.03813641
2025-01-21T00:00:00Z,0.0145463
2025-01-20T00:00:00Z,-0.11204771
2025-01-19T00:00:00Z,-0.11885733
2025-01-18T00:00:00Z,-0.11594718
2025-01-17T00:00:00Z,0.02836348
2025-01-16T00:00:00Z,-0.0055207
2025-01-15T00:00:00Z,0.01281626
2025-01-14T00:00:00Z,-0.02682246
2025-01-13T00:00:00Z,-0.03136368
2025-01-12T00:00:00Z,-0.03748477
2025-01-11T00:00:00Z,-0.03696618
2025-01-10T00:00:00Z,-0.02631798
2025-01-09T00:00:00Z,-0.00545636
2025-01-08T00:00:00Z,-0.02522601
2025-01-07T00:00:00Z,-0.01302671
2025-01-06T00:00:00Z,0.042852
2025-01-05T00:00:00Z,-0.01858411
2025-01-04T00:00:00Z,-0.01084295
2025-01-03T00:00:00Z,-0.03837058
2025-01-02T00:00:00Z,-0.0841369
2025-01-01T00:00:00Z,-0.22010367
2024-12-31T00:00:00Z,-0.23700522
2024-12-30T00:00:00Z,-0.18464944
2024-12-29T00:00:00Z,-0.18653014
2024-12-28T00:00:00Z,-0.17752361
2024-12-27T00:00:00Z,-0.13482641
2024-12-26T00:00:00Z,-0.12747464
2024-12-25T00:00:00Z,-0.08379798
2024-12-24T00:00:00Z,-0.07004611
2024-12-23T00:00:00Z,-0.12321689
2024-12-22T00:00:00Z,-0.10350232
2024-12-21T00:00:00Z,-0.06363319
2024-12-20T00:00:00Z,-0.04134739
2024-12-19T00:00:00Z,-0.0919847
2024-12-18T00:00:00Z,-0.05317152
2024-12-17T00:00:00Z,0.00306217
2024-12-16T00:00:00Z,0.03879928
2024-12-15T00:00:00Z,-0.01553645
2024-12-14T00:00:00Z,-0.01972984
2024-12-13T00:00:00Z,0.00443681
2024-12-12T00:00:00Z,0.02617888
2024-12-11T00:00:00Z,0.07625216
2024-12-10T00:00:00Z,0.07015001
2024-12-09T00:00:00Z,0.04969342
2024-12-08T00:00:00Z,0.06468229
2024-12-07T00:00:00Z,0.0974938
2024-12-06T00:00:00Z,0.15090108
2024-12-05T00:00:00Z,0.10170649
2024-12-04T00:00:00Z,0.1611972
2024-12-03T00:00:00Z,0.07807015
2024-12-02T00:00:00Z,0.02323649
2024-12-01T00:00:00Z,0.08025915
2024-11-30T00:00:00Z,0.05956975
2024-11-29T00:00:00Z,0.03135645
2024-11-28T00:00:00Z,0.02253148
2024-11-27T00:00:00Z,0.09188102
2024-11-26T00:00:00Z,-0.03873206
2024-11-25T00:00:00Z,-0.01075153
2024-11-24T00:00:00Z,0.13088861
2024-11-23T00:00:00Z,0.10890487
2024-11-22T00:00:00Z,0.13350928
2024-11-21T00:00:00Z,0.12405774
2024-11-20T00:00:00Z,0.11304899
2024-11-19T00:00:00Z,0.13552045
2024-11-18T00:00:00Z,0.06214621
2024-11-17T00:00:00Z,0.03416578
2024-11-16T00:00:00Z,0.05444495
2024-11-15T00:00:00Z,0.02887993
2024-11-14T00:00:00Z,0.01695952
2024-11-13T00:00:00Z,0.13125282
2024-11-12T00:00:00Z,0.09484718
2024-11-11T00:00:00Z,0.13845774
2024-11-10T00:00:00Z,0.07329849
2024-11-09T00:00:00Z,0.05034074
2024-11-08T00:00:00Z,0.07443493
2024-11-07T00:00:00Z,0.08187678
2024-11-06T00:00:00Z,0.09866089
2024-11-05T00:00:00Z,0.01256991
2024-11-04T00:00:00Z,-0.06268238
2024-11-03T00:00:00Z,-0.05497558
2024-11-02T00:00:00Z,-0.02277486
2024-11-01T00:00:00Z,-0.04132611
2024-10-31T00:00:00Z,-0.13398393
2024-10-30T00:00:00Z,-0.03017497
2024-10-29T00:00:00Z,-0.01659416
2024-10-28T00:00:00Z,-0.05390053
2024-10-27T00:00:00Z,-0.11541905
2024-10-26T00:00:00Z,-0.119536
2024-10-25T00:00:00Z,-0.20063471
2024-10-24T00:00:00Z,-0.060764
2024-10-23T00:00:00Z,-0.10130699
2024-10-22T00:00:00Z,-0.06810429
2024-10-21T00:00:00Z,-0.04652889
2024-10-20T00:00:00Z,-0.02481458
2024-10-19T00:00:00Z,-0.02086929
2024-10-18T00:00:00Z,-0.00276203
2024-10-17T00:00:00Z,-0.02884824
2024-10-16T00:00:00Z,-0.01711032
2024-10-15T00:00:00Z,-0.02615017
2024-10-14T00:00:00Z,-0.02775256
2024-10-13T00:00:00Z,-0.03931922
2024-10-12T00:00:00Z,-0.0296648
2024-10-11T00:00:00Z,-0.03397825
2024-10-10T00:00:00Z,-0.07767745
2024-10-09T00:00:00Z,-0.09522393
2024-10-08T00:00:00Z,-0.06188819
2024-10-07T00:00:00Z,-0.03812034
2024-10-06T00:00:00Z,-0.01440626
2024-10-05T00:00:00Z,-0.01081247
2024-10-04T00:00:00Z,0.00758625
2024-10-03T00:00:00Z,-0.01270725
2024-10-02T00:00:00Z,-0.02953044
2024-10-01T00:00:00Z,-0.02595148
2024-09-30T00:00:00Z,-0.04159325
2024-09-29T00:00:00Z,-0.00304869
2024-09-28T00:00:00Z,0.00150323
2024-09-27T00:00:00Z,0.0289646
2024-09-26T00:00:00Z,0.00494062
2024-09-25T00:00:00Z,-0.03344312
2024-09-24T00:00:00Z,0.01591903
2024-09-23T00:00:00Z,-0.00176824
2024-09-22T00:00:00Z,-0.00173014
2024-09-21T00:00:00Z,0.02175253
2024-09-20T00:00:00Z,0.01525291
2024-09-19T00:00:00Z,0.01930165
2024-09-18T00:00:00Z,0.01488018
2024-09-17T00:00:00Z,-0.00230461
2024-09-16T00:00:00Z,-0.00900127
2024-09-15T00:00:00Z,-0.01635324
2024-09-14T00:00:00Z,0.03220374
2024-09-13T00:00:00Z,0.07496116
2024-09-12T00:00:00Z,0.00897951
2024-09-11T00:00:00Z,0.02579441
2024-09-10T00:00:00Z,0.01665626
2024-09-09T00:00:00Z,0.02086182
2024-09-08T00:00:00Z,0.020339
2024-09-07T00:00:00Z,-0.00836397
2024-09-06T00:00:00Z,-0.02401647
2024-09-05T00:00:00Z,-0.04126023
2024-09-04T00:00:00Z,0.0001725
2024-09-03T00:00:00Z,-0.03285919
2024-09-02T00:00:00Z,0.01302169
2024-09-01T00:00:00Z,-0.00499111
2024-08-31T00:00:00Z,-0.00952962
2024-08-30T00:00:00Z,-0.01897707
2024-08-29T00:00:00Z,0.00919827
2024-08-28T00:00:00Z,0.01859917
2024-08-27T00:00:00Z,0.04147101
2024-08-26T00:00:00Z,0.00954897
2024-08-25T00:00:00Z,0.04971971
2024-08-24T00:00:00Z,0.03525725
2024-08-23T00:00:00Z,0.07726754
2024-08-22T00:00:00Z,0.01233937
2024-08-21T00:00:00Z,0.01185492
2024-08-20T00:00:00Z,0.00642223
2024-08-19T00:00:00Z,0.02383977
2024-08-18T00:00:00Z,0.01805661
2024-08-17T00:00:00Z,0.00924494
2024-08-16T00:00:00Z,0.02444178
2024-08-15T00:00:00Z,0.00443162
2024-08-14T00:00:00Z,0.01232035
2024-08-13T00:00:00Z,0.02647426
2024-08-12T00:00:00Z,0.02045609
2024-08-11T00:00:00Z,0.0168618
2024-08-10T00:00:00Z,0.01889254
2024-08-09T00:00:00Z,0.03967915
2024-08-08T00:00:00Z,0.03175762
2024-08-07T00:00:00Z,0.02528378
2024-08-06T00:00:00Z,0.04653528
2024-08-05T00:00:00Z,0.01908594
2024-08-04T00:00:00Z,-0.05166692
2024-08-03T00:00:00Z,-0.03799137
2024-08-02T00:00:00Z,-0.13052387
2024-08-01T00:00:00Z,-0.10074361
2024-07-31T00:00:00Z,-0.02843969
2024-07-30T00:00:00Z,-0.02767873
2024-07-29T00:00:00Z,-0.0198249
2024-07-28T00:00:00Z,-0.00817584
2024-07-27T00:00:00Z,0.00428594
2024-07-26T00:00:00Z,0.02369382
2024-07-25T00:00:00Z,-0.0068845
2024-07-24T00:00:00Z,-0.01468429
2024-07-23T00:00:00Z,0.00489869
2024-07-22T00:00:00Z,0.03881122
2024-07-21T00:00:00Z,0.02338432
2024-07-20T00:00:00Z,0.0355526
2024-07-19T00:00:00Z,0.07142214
2024-07-18T00:00:00Z,-0.00790774
2024-07-17T00:00:00Z,-0.00340157
2024-07-16T00:00:00Z,0.06918395
2024-07-15T00:00:00Z,0.05101651
2024-07-14T00:00:00Z,0.01728678
2024-07-13T00:00:00Z,0.03472737
2024-07-12T00:00:00Z,0.0344279
2024-07-11T00:00:00Z,0.00153471
2024-07-10T00:00:00Z,-0.02297064
2024-07-09T00:00:00Z,-0.00368648
2024-07-08T00:00:00Z,-0.02678322
2024-07-07T00:00:00Z,-0.00665977
2024-07-06T00:00:00Z,0.02510728
2024-07-05T00:00:00Z,0.01878903
2024-07-04T00:00:00Z,-0.01379491
2024-07-03T00:00:00Z,-0.10558296
2024-07-02T00:00:00Z,-0.15329408
2024-07-01T00:00:00Z,-0.1110652
2024-06-30T00:00:00Z,-0.16528067
