Datetime,Fund Price (USD)
2024-05-09T00:00:00Z,55.57
2024-05-08T00:00:00Z,55.3
2024-05-07T00:00:00Z,56.11
2024-05-06T00:00:00Z,56.24
2024-05-03T00:00:00Z,55.32
2024-05-02T00:00:00Z,52.86
2024-05-01T00:00:00Z,50.64
2024-04-30T00:00:00Z,52.51
2024-04-29T00:00:00Z,56.06
2024-04-26T00:00:00Z,56.74
2024-04-25T00:00:00Z,57.6
2024-04-24T00:00:00Z,56.9
2024-04-23T00:00:00Z,59.21
2024-04-22T00:00:00Z,59.26
2024-04-19T00:00:00Z,57.31
2024-04-18T00:00:00Z,56.58
2024-04-17T00:00:00Z,54.31
2024-04-16T00:00:00Z,55.88
2024-04-15T00:00:00Z,56.38
2024-04-12T00:00:00Z,59.55
2024-04-11T00:00:00Z,62.79
2024-04-10T00:00:00Z,62.47
2024-04-09T00:00:00Z,61.45
2024-04-08T00:00:00Z,63.96
2024-04-05T00:00:00Z,59.99
2024-04-04T00:00:00Z,61.04
2024-04-03T00:00:00Z,58.64
2024-04-02T00:00:00Z,58.7
2024-04-01T00:00:00Z,62.18
2024-03-28T00:00:00Z,63.17
2024-03-27T00:00:00Z,61.19
2024-03-26T00:00:00Z,61.93
2024-03-25T00:00:00Z,63.34
2024-03-22T00:00:00Z,56.98
2024-03-21T00:00:00Z,58.11
2024-03-20T00:00:00Z,58.75
2024-03-19T00:00:00Z,57.41
2024-03-18T00:00:00Z,59.58
2024-03-15T00:00:00Z,61.6
2024-03-14T00:00:00Z,61.8
2024-03-13T00:00:00Z,65.58
2024-03-12T00:00:00Z,63.67
2024-03-11T00:00:00Z,64.32
2024-03-08T00:00:00Z,61.9
2024-03-07T00:00:00Z,60.45
2024-03-06T00:00:00Z,59.8
2024-03-05T00:00:00Z,55.23
2024-03-04T00:00:00Z,60.38
2024-03-01T00:00:00Z,56.28
2024-02-29T00:00:00Z,55.35
2024-02-28T00:00:00Z,53.83
2024-02-27T00:00:00Z,50.85
2024-02-26T00:00:00Z,48.63
2024-02-23T00:00:00Z,45.59
2024-02-22T00:00:00Z,46.44
2024-02-21T00:00:00Z,45.48
2024-02-20T00:00:00Z,46.41
2024-02-16T00:00:00Z,46.28
2024-02-15T00:00:00Z,46.18
2024-02-14T00:00:00Z,46.19
2024-02-13T00:00:00Z,44.11
2024-02-12T00:00:00Z,44.86
2024-02-09T00:00:00Z,42.48
2024-02-08T00:00:00Z,40.68
2024-02-07T00:00:00Z,39.43
2024-02-06T00:00:00Z,38.47
2024-02-05T00:00:00Z,37.84
2024-02-02T00:00:00Z,38.34
2024-02-01T00:00:00Z,38.41
2024-01-31T00:00:00Z,37.99
2024-01-30T00:00:00Z,38.87
2024-01-29T00:00:00Z,38.51
2024-01-26T00:00:00Z,37.51
2024-01-25T00:00:00Z,35.44
2024-01-24T00:00:00Z,35.27
2024-01-23T00:00:00Z,34.88
2024-01-22T00:00:00Z,35.82
2024-01-19T00:00:00Z,37.01
2024-01-18T00:00:00Z,36.29
2024-01-17T00:00:00Z,37.94
2024-01-16T00:00:00Z,38.32
2024-01-12T00:00:00Z,38.58
2024-01-11T00:00:00Z,40.69
2024-01-10T00:00:00Z,40.496
2024-01-09T00:00:00Z,39
2024-01-08T00:00:00Z,37.1635
2024-01-05T00:00:00Z,37.1635
2024-01-04T00:00:00Z,37.25
2024-01-03T00:00:00Z,35.55
2024-01-02T00:00:00Z,36.85
2023-12-29T00:00:00Z,34.62
2023-12-28T00:00:00Z,34.81
2023-12-27T00:00:00Z,36.25
2023-12-26T00:00:00Z,35.65
2023-12-22T00:00:00Z,36.91
2023-12-21T00:00:00Z,36.295
2023-12-20T00:00:00Z,35.83
2023-12-19T00:00:00Z,34.934
2023-12-18T00:00:00Z,34.54
2023-12-15T00:00:00Z,34.1
2023-12-14T00:00:00Z,34.9
2023-12-13T00:00:00Z,35.59
2023-12-12T00:00:00Z,33.42
2023-12-11T00:00:00Z,32.46
2023-12-08T00:00:00Z,35.51
2023-12-07T00:00:00Z,34.92
2023-12-06T00:00:00Z,34.92
2023-12-05T00:00:00Z,35.1
2023-12-04T00:00:00Z,33.636
2023-12-01T00:00:00Z,31.73
2023-11-30T00:00:00Z,30.245
2023-11-29T00:00:00Z,31.018
2023-11-28T00:00:00Z,31.51
2023-11-27T00:00:00Z,30.105
2023-11-24T00:00:00Z,31.21
2023-11-22T00:00:00Z,30.45
2023-11-21T00:00:00Z,29.2
2023-11-20T00:00:00Z,29.79
2023-11-17T00:00:00Z,28.99
2023-11-16T00:00:00Z,28.985
2023-11-15T00:00:00Z,29.76
2023-11-14T00:00:00Z,27.42
2023-11-13T00:00:00Z,29.06
2023-11-10T00:00:00Z,29.973
2023-11-09T00:00:00Z,29.09
2023-11-08T00:00:00Z,27.8
2023-11-07T00:00:00Z,28.1
2023-11-06T00:00:00Z,26.95
2023-11-03T00:00:00Z,27.05
2023-11-02T00:00:00Z,27.1675
2023-11-01T00:00:00Z,26.89
2023-10-31T00:00:00Z,26.76
2023-10-30T00:00:00Z,26.48
2023-10-27T00:00:00Z,25.07
2023-10-26T00:00:00Z,25.77
2023-10-25T00:00:00Z,26.79
2023-10-24T00:00:00Z,26.16
2023-10-23T00:00:00Z,24.705
2023-10-20T00:00:00Z,23.64
2023-10-19T00:00:00Z,22.207
2023-10-18T00:00:00Z,22.207
2023-10-17T00:00:00Z,22.16
2023-10-16T00:00:00Z,21.8
2023-10-13T00:00:00Z,20.24
2023-10-12T00:00:00Z,20.02
2023-10-11T00:00:00Z,20.07
2023-10-10T00:00:00Z,20.58
2023-10-09T00:00:00Z,20.5
2023-10-06T00:00:00Z,20.73
2023-10-05T00:00:00Z,20.15
2023-10-04T00:00:00Z,20.14
2023-10-03T00:00:00Z,19.64
2023-10-02T00:00:00Z,19.45
2023-09-29T00:00:00Z,19.19
2023-09-28T00:00:00Z,19
2023-09-27T00:00:00Z,18.13
2023-09-26T00:00:00Z,18.17
2023-09-25T00:00:00Z,18.45
2023-09-22T00:00:00Z,18.9
2023-09-21T00:00:00Z,19
2023-09-20T00:00:00Z,19.42
2023-09-19T00:00:00Z,19.84
2023-09-18T00:00:00Z,19.23
2023-09-15T00:00:00Z,19.26
2023-09-14T00:00:00Z,19.46
2023-09-13T00:00:00Z,19.21
2023-09-12T00:00:00Z,19.26
2023-09-11T00:00:00Z,18.65
2023-09-08T00:00:00Z,19.3
2023-09-07T00:00:00Z,19.3
2023-09-06T00:00:00Z,18.6
2023-09-05T00:00:00Z,18.55
2023-09-01T00:00:00Z,18.48
2023-08-31T00:00:00Z,18.71
2023-08-30T00:00:00Z,19.71
2023-08-29T00:00:00Z,20.56
2023-08-28T00:00:00Z,17.58
2023-08-25T00:00:00Z,17.35
2023-08-24T00:00:00Z,17.68
2023-08-23T00:00:00Z,18.19
2023-08-22T00:00:00Z,17
2023-08-21T00:00:00Z,17.21
2023-08-18T00:00:00Z,17.4
2023-08-17T00:00:00Z,18.5333
2023-08-16T00:00:00Z,19.46
2023-08-15T00:00:00Z,19.66
2023-08-14T00:00:00Z,20.12
2023-08-11T00:00:00Z,19.82
2023-08-10T00:00:00Z,19.8
2023-08-09T00:00:00Z,19.67
2023-08-08T00:00:00Z,20.09
2023-08-07T00:00:00Z,19.16
2023-08-04T00:00:00Z,19.22
2023-08-03T00:00:00Z,19.3
2023-08-02T00:00:00Z,19.16
2023-08-01T00:00:00Z,19.04
2023-07-31T00:00:00Z,19.13
2023-07-28T00:00:00Z,18.725
2023-07-27T00:00:00Z,18.39
2023-07-26T00:00:00Z,19.26
2023-07-25T00:00:00Z,19.17
2023-07-24T00:00:00Z,19.2
2023-07-21T00:00:00Z,19.875
2023-07-20T00:00:00Z,19.59
2023-07-19T00:00:00Z,20.08
2023-07-18T00:00:00Z,19.71
2023-07-17T00:00:00Z,19.92
2023-07-14T00:00:00Z,19.75
2023-07-13T00:00:00Z,21.38
2023-07-12T00:00:00Z,19.7
2023-07-11T00:00:00Z,19.93
2023-07-10T00:00:00Z,19.99
2023-07-07T00:00:00Z,19.81
2023-07-06T00:00:00Z,20.08
2023-07-05T00:00:00Z,20.14
2023-07-03T00:00:00Z,20.45
2023-06-30T00:00:00Z,19.19
2023-06-29T00:00:00Z,19.55
2023-06-28T00:00:00Z,18.61
2023-06-27T00:00:00Z,19.47
2023-06-26T00:00:00Z,18.18
2023-06-23T00:00:00Z,19.19
2023-06-22T00:00:00Z,18
2023-06-21T00:00:00Z,17.72
2023-06-20T00:00:00Z,16.85
2023-06-16T00:00:00Z,15.12
2023-06-15T00:00:00Z,13.4
2023-06-14T00:00:00Z,13.26
2023-06-13T00:00:00Z,13.11
2023-06-12T00:00:00Z,13.12
2023-06-09T00:00:00Z,13.54
2023-06-08T00:00:00Z,13.85
2023-06-07T00:00:00Z,13.83
2023-06-06T00:00:00Z,14.47
2023-06-05T00:00:00Z,13.6805
2023-06-02T00:00:00Z,14.38
2023-06-01T00:00:00Z,13.89
2023-05-31T00:00:00Z,13.89
2023-05-30T00:00:00Z,14.35
2023-05-26T00:00:00Z,13.83
2023-05-25T00:00:00Z,13.76
2023-05-24T00:00:00Z,13.695
2023-05-23T00:00:00Z,14.33
2023-05-22T00:00:00Z,14.19
2023-05-19T00:00:00Z,14.39
2023-05-18T00:00:00Z,14.42
2023-05-17T00:00:00Z,15.02
2023-05-16T00:00:00Z,14.63
2023-05-15T00:00:00Z,15
2023-05-12T00:00:00Z,14.26
2023-05-11T00:00:00Z,14.66
2023-05-10T00:00:00Z,15.39
2023-05-09T00:00:00Z,15.66
2023-05-08T00:00:00Z,15.51
2023-05-05T00:00:00Z,16.81
2023-05-04T00:00:00Z,16.55
2023-05-03T00:00:00Z,16.35
2023-05-02T00:00:00Z,16.21
2023-05-01T00:00:00Z,15.25
2023-04-28T00:00:00Z,16.42
