Datetime,Fund Volume
2023-06-01T00:00:00Z,1433416
2023-05-31T00:00:00Z,1439423
2023-05-30T00:00:00Z,2205526
2023-05-29T00:00:00Z,19933
2023-05-26T00:00:00Z,1888959
2023-05-25T00:00:00Z,1534000
2023-05-24T00:00:00Z,2694091
2023-05-23T00:00:00Z,1255748
2023-05-22T00:00:00Z,1627490
2023-05-19T00:00:00Z,1217680
2023-05-18T00:00:00Z,1581723
2023-05-17T00:00:00Z,1552261
2023-05-16T00:00:00Z,1793110
2023-05-15T00:00:00Z,2432807
2023-05-12T00:00:00Z,3803932
2023-05-11T00:00:00Z,3140685
2023-05-10T00:00:00Z,2386157
2023-05-09T00:00:00Z,1517160
2023-05-08T00:00:00Z,3138435
2023-05-05T00:00:00Z,1543752
2023-05-04T00:00:00Z,1966378
2023-05-03T00:00:00Z,2430493
2023-05-02T00:00:00Z,2978999
2023-05-01T00:00:00Z,1839082
2023-04-28T00:00:00Z,1757277
2023-04-27T00:00:00Z,2325661
2023-04-26T00:00:00Z,2888211
2023-04-25T00:00:00Z,2035404
2023-04-24T00:00:00Z,2722887
2023-04-21T00:00:00Z,2748514
2023-04-20T00:00:00Z,2825435
2023-04-19T00:00:00Z,4366750
2023-04-18T00:00:00Z,2506107
2023-04-17T00:00:00Z,2674119
2023-04-14T00:00:00Z,3188801
2023-04-13T00:00:00Z,3383618
2023-04-12T00:00:00Z,3077555
2023-04-11T00:00:00Z,5539946
2023-04-10T00:00:00Z,4905322
2023-04-06T00:00:00Z,1710070
2023-04-05T00:00:00Z,1882469
2023-04-04T00:00:00Z,2064105
2023-04-03T00:00:00Z,2355195
2023-03-31T00:00:00Z,3789229
2023-03-30T00:00:00Z,2540921
2023-03-29T00:00:00Z,2989951
2023-03-28T00:00:00Z,2646225
2023-03-27T00:00:00Z,3625626
2023-03-24T00:00:00Z,2255488
2023-03-23T00:00:00Z,4404037
2023-03-22T00:00:00Z,7628270
2023-03-21T00:00:00Z,4325663
2023-03-20T00:00:00Z,6916144
2023-03-17T00:00:00Z,8357150
2023-03-16T00:00:00Z,3491993
2023-03-15T00:00:00Z,3489036
2023-03-14T00:00:00Z,5888954
2023-03-13T00:00:00Z,7626909
2023-03-10T00:00:00Z,3453051
2023-03-09T00:00:00Z,4448680
2023-03-08T00:00:00Z,4943501
2023-03-07T00:00:00Z,8331030
2023-03-06T00:00:00Z,2961313
2023-03-03T00:00:00Z,3385725
2023-03-02T00:00:00Z,1437258
2023-03-01T00:00:00Z,1487107
2023-02-28T00:00:00Z,1207391
2023-02-27T00:00:00Z,1350241
2023-02-24T00:00:00Z,2047551
2023-02-23T00:00:00Z,1665841
2023-02-22T00:00:00Z,3236773
2023-02-21T00:00:00Z,2633381
2023-02-20T00:00:00Z,91276
2023-02-17T00:00:00Z,3787570
2023-02-16T00:00:00Z,4552945
2023-02-15T00:00:00Z,3536885
2023-02-14T00:00:00Z,2566554
2023-02-13T00:00:00Z,2610843
2023-02-10T00:00:00Z,3462997
2023-02-09T00:00:00Z,5064876
2023-02-08T00:00:00Z,2234634
2023-02-07T00:00:00Z,2758129
2023-02-06T00:00:00Z,1817461
2023-02-03T00:00:00Z,2949960
2023-02-02T00:00:00Z,6165739
2023-02-01T00:00:00Z,2825650
2023-01-31T00:00:00Z,2313521
2023-01-30T00:00:00Z,4894575
2023-01-27T00:00:00Z,2573111
2023-01-26T00:00:00Z,3161277
2023-01-25T00:00:00Z,3260659
2023-01-24T00:00:00Z,3344298
2023-01-23T00:00:00Z,6219126
2023-01-20T00:00:00Z,4417235
2023-01-19T00:00:00Z,4478126
2023-01-18T00:00:00Z,6349522
2023-01-17T00:00:00Z,7383304
2023-01-16T00:00:00Z,159390
2023-01-13T00:00:00Z,6296056
2023-01-12T00:00:00Z,7802071
2023-01-11T00:00:00Z,2820218
2023-01-10T00:00:00Z,2670917
2023-01-09T00:00:00Z,6331327
2023-01-06T00:00:00Z,2381650
2023-01-05T00:00:00Z,2472092
2023-01-04T00:00:00Z,2413414
2023-01-03T00:00:00Z,2997273
2023-01-02T00:00:00Z,41598
2022-12-30T00:00:00Z,5147453
2022-12-29T00:00:00Z,4464280
2022-12-28T00:00:00Z,4012061
2022-12-27T00:00:00Z,4514647
2022-12-23T00:00:00Z,2442184
2022-12-22T00:00:00Z,3554415
2022-12-21T00:00:00Z,2623741
2022-12-20T00:00:00Z,3474244
2022-12-19T00:00:00Z,3804611
2022-12-16T00:00:00Z,4089312
2022-12-15T00:00:00Z,3169045
2022-12-14T00:00:00Z,5333145
2022-12-13T00:00:00Z,4874375
2022-12-12T00:00:00Z,4010678
2022-12-09T00:00:00Z,8656731
2022-12-08T00:00:00Z,5027028
2022-12-07T00:00:00Z,7004729
2022-12-06T00:00:00Z,2497064
2022-12-05T00:00:00Z,2894315
2022-12-02T00:00:00Z,2417564
2022-12-01T00:00:00Z,4171065
2022-11-30T00:00:00Z,3896213
2022-11-29T00:00:00Z,3498975
2022-11-28T00:00:00Z,4318958
2022-11-25T00:00:00Z,2406965
2022-11-24T00:00:00Z,90982
2022-11-23T00:00:00Z,5486258
2022-11-22T00:00:00Z,13546955
2022-11-21T00:00:00Z,16480783
2022-11-18T00:00:00Z,12900129
2022-11-17T00:00:00Z,7219147
2022-11-16T00:00:00Z,12082978
2022-11-15T00:00:00Z,6682519
2022-11-14T00:00:00Z,11430846
2022-11-11T00:00:00Z,15169866
2022-11-10T00:00:00Z,11536454
2022-11-09T00:00:00Z,19787880
2022-11-08T00:00:00Z,14739680
2022-11-07T00:00:00Z,3533048
2022-11-04T00:00:00Z,5205513
2022-11-03T00:00:00Z,2604060
2022-11-02T00:00:00Z,3079001
2022-11-01T00:00:00Z,2521386
2022-10-31T00:00:00Z,3399355
2022-10-28T00:00:00Z,4245315
2022-10-27T00:00:00Z,2929821
2022-10-26T00:00:00Z,7314178
2022-10-25T00:00:00Z,4544259
2022-10-24T00:00:00Z,2501002
2022-10-21T00:00:00Z,3532674
2022-10-20T00:00:00Z,2506053
2022-10-19T00:00:00Z,1582022
2022-10-18T00:00:00Z,2983130
2022-10-17T00:00:00Z,2327364
2022-10-14T00:00:00Z,2569212
2022-10-13T00:00:00Z,4707970
2022-10-12T00:00:00Z,1661482
2022-10-11T00:00:00Z,2225356
2022-10-10T00:00:00Z,2497216
2022-10-07T00:00:00Z,2943253
2022-10-06T00:00:00Z,2231726
2022-10-05T00:00:00Z,3573798
2022-10-04T00:00:00Z,3901881
2022-10-03T00:00:00Z,3155041
2022-09-30T00:00:00Z,3104159
2022-09-29T00:00:00Z,2759449
2022-09-28T00:00:00Z,3256731
2022-09-27T00:00:00Z,3139707
2022-09-26T00:00:00Z,2546127
2022-09-23T00:00:00Z,4467614
2022-09-22T00:00:00Z,2930018
2022-09-21T00:00:00Z,2909326
2022-09-20T00:00:00Z,2361205
2022-09-19T00:00:00Z,4507145
2022-09-16T00:00:00Z,3061425
2022-09-15T00:00:00Z,2342894
2022-09-14T00:00:00Z,3003624
2022-09-13T00:00:00Z,3486873
2022-09-12T00:00:00Z,4001044
2022-09-09T00:00:00Z,4994846
2022-09-08T00:00:00Z,2921080
2022-09-07T00:00:00Z,5193530
2022-09-06T00:00:00Z,5471240
2022-09-05T00:00:00Z,109780
2022-09-02T00:00:00Z,2772858
2022-09-01T00:00:00Z,3186833
2022-08-31T00:00:00Z,2671800
2022-08-30T00:00:00Z,2977885
2022-08-29T00:00:00Z,3177540
2022-08-26T00:00:00Z,3408778
2022-08-25T00:00:00Z,1493798
2022-08-24T00:00:00Z,1779417
2022-08-23T00:00:00Z,2250330
2022-08-22T00:00:00Z,2722118
2022-08-19T00:00:00Z,5036007
2022-08-18T00:00:00Z,2321665
2022-08-17T00:00:00Z,3641900
2022-08-16T00:00:00Z,2322125
2022-08-15T00:00:00Z,2883663
2022-08-12T00:00:00Z,3497733
2022-08-11T00:00:00Z,4757095
2022-08-10T00:00:00Z,4580067
2022-08-09T00:00:00Z,4366948
2022-08-08T00:00:00Z,4916315
2022-08-05T00:00:00Z,3378630
2022-08-04T00:00:00Z,2585030
2022-08-03T00:00:00Z,4809053
2022-08-02T00:00:00Z,3188169
2022-08-01T00:00:00Z,2766620
2022-07-29T00:00:00Z,4552318
2022-07-28T00:00:00Z,5875990
2022-07-27T00:00:00Z,4177429
2022-07-26T00:00:00Z,3996929
2022-07-25T00:00:00Z,4068714
2022-07-22T00:00:00Z,3918241
2022-07-21T00:00:00Z,3977812
2022-07-20T00:00:00Z,7253827
2022-07-19T00:00:00Z,6752514
2022-07-18T00:00:00Z,5582691
2022-07-15T00:00:00Z,4548672
2022-07-14T00:00:00Z,3558003
2022-07-13T00:00:00Z,4530816
2022-07-12T00:00:00Z,3459859
2022-07-11T00:00:00Z,2763001
2022-07-08T00:00:00Z,4081004
2022-07-07T00:00:00Z,3789965
2022-07-06T00:00:00Z,4374173
2022-07-05T00:00:00Z,5085813
2022-07-04T00:00:00Z,440730
2022-07-01T00:00:00Z,5898047
2022-06-30T00:00:00Z,8818047
2022-06-29T00:00:00Z,4560954
2022-06-28T00:00:00Z,5894445
2022-06-27T00:00:00Z,6034296
2022-06-24T00:00:00Z,8509021
2022-06-23T00:00:00Z,6692131
2022-06-22T00:00:00Z,32024332
2022-06-21T00:00:00Z,10704404
2022-06-20T00:00:00Z,449572
2022-06-17T00:00:00Z,11957675
2022-06-16T00:00:00Z,9149220
2022-06-15T00:00:00Z,14415348
2022-06-14T00:00:00Z,10325519
2022-06-13T00:00:00Z,14367573
2022-06-10T00:00:00Z,4684317
2022-06-09T00:00:00Z,2679935
2022-06-08T00:00:00Z,5325396
2022-06-07T00:00:00Z,4023670
2022-06-06T00:00:00Z,4129222
2022-06-03T00:00:00Z,3075055
2022-06-02T00:00:00Z,4027972
2022-06-01T00:00:00Z,4523994
2022-05-31T00:00:00Z,5431372
2022-05-30T00:00:00Z,628161
2022-05-27T00:00:00Z,4884665
2022-05-26T00:00:00Z,4089861
2022-05-25T00:00:00Z,3169689
2022-05-24T00:00:00Z,6000961
2022-05-23T00:00:00Z,3971894
2022-05-20T00:00:00Z,4604089
2022-05-19T00:00:00Z,6066001
2022-05-18T00:00:00Z,5153903
2022-05-17T00:00:00Z,4643159
2022-05-16T00:00:00Z,4957817
2022-05-13T00:00:00Z,8276179
2022-05-12T00:00:00Z,12908520
2022-05-11T00:00:00Z,14381602
2022-05-10T00:00:00Z,7229299
2022-05-09T00:00:00Z,15316712
2022-05-06T00:00:00Z,4570502
2022-05-05T00:00:00Z,6639717
2022-05-04T00:00:00Z,4035197
2022-05-03T00:00:00Z,4054596
2022-05-02T00:00:00Z,5914717
2022-04-29T00:00:00Z,3133847
2022-04-28T00:00:00Z,3420577
2022-04-27T00:00:00Z,3948745
2022-04-26T00:00:00Z,4807637
2022-04-25T00:00:00Z,4315154
2022-04-22T00:00:00Z,3806761
2022-04-21T00:00:00Z,3085164
2022-04-20T00:00:00Z,2824856
2022-04-19T00:00:00Z,3436196
2022-04-18T00:00:00Z,4085040
2022-04-14T00:00:00Z,3539097
2022-04-13T00:00:00Z,4348092
2022-04-12T00:00:00Z,4267486
2022-04-11T00:00:00Z,6069268
2022-04-08T00:00:00Z,5952739
2022-04-07T00:00:00Z,4641609
2022-04-06T00:00:00Z,8098749
2022-04-05T00:00:00Z,5238272
2022-04-04T00:00:00Z,4771580
2022-04-01T00:00:00Z,5654980
2022-03-31T00:00:00Z,4508767
2022-03-30T00:00:00Z,4353713
2022-03-29T00:00:00Z,5676262
2022-03-28T00:00:00Z,7841120
2022-03-25T00:00:00Z,6544449
2022-03-24T00:00:00Z,7892986
2022-03-23T00:00:00Z,5095810
2022-03-22T00:00:00Z,4617701
2022-03-21T00:00:00Z,3579017
2022-03-18T00:00:00Z,3914889
2022-03-17T00:00:00Z,3521287
2022-03-16T00:00:00Z,5695807
2022-03-15T00:00:00Z,2979155
2022-03-14T00:00:00Z,3337204
2022-03-11T00:00:00Z,5423168
2022-03-10T00:00:00Z,5222572
2022-03-09T00:00:00Z,6343425
2022-03-08T00:00:00Z,6810065
2022-03-07T00:00:00Z,7584885
2022-03-04T00:00:00Z,8178104
2022-03-03T00:00:00Z,5709242
2022-03-02T00:00:00Z,7319959
2022-03-01T00:00:00Z,8840540
2022-02-28T00:00:00Z,8682336
2022-02-25T00:00:00Z,5486795
2022-02-24T00:00:00Z,12438972
2022-02-23T00:00:00Z,8630679
2022-02-22T00:00:00Z,8337171
2022-02-21T00:00:00Z,377282
2022-02-18T00:00:00Z,9253641
2022-02-17T00:00:00Z,8255720
2022-02-16T00:00:00Z,4601088
2022-02-15T00:00:00Z,4143282
2022-02-14T00:00:00Z,5247877
2022-02-11T00:00:00Z,7424701
2022-02-10T00:00:00Z,9262790
2022-02-09T00:00:00Z,7240548
2022-02-08T00:00:00Z,7814240
2022-02-07T00:00:00Z,9627389
2022-02-04T00:00:00Z,7798437
2022-02-03T00:00:00Z,5255190
2022-02-02T00:00:00Z,4763606
2022-02-01T00:00:00Z,5137104
2022-01-31T00:00:00Z,5216209
2022-01-28T00:00:00Z,6534492
2022-01-27T00:00:00Z,7073867
2022-01-26T00:00:00Z,9635958
2022-01-25T00:00:00Z,10518507
2022-01-24T00:00:00Z,20558311
2022-01-21T00:00:00Z,17161926
2022-01-20T00:00:00Z,7760036
2022-01-19T00:00:00Z,6420619
2022-01-18T00:00:00Z,7941775
2022-01-17T00:00:00Z,278385
2022-01-14T00:00:00Z,5189856
2022-01-13T00:00:00Z,7326919
2022-01-12T00:00:00Z,8295722
2022-01-11T00:00:00Z,8614870
2022-01-10T00:00:00Z,10383033
2022-01-07T00:00:00Z,10293250
2022-01-06T00:00:00Z,7750281
2022-01-05T00:00:00Z,6968852
2022-01-04T00:00:00Z,3863373
2022-01-03T00:00:00Z,5222022
2021-12-31T00:00:00Z,5062052
2021-12-30T00:00:00Z,4573831
2021-12-29T00:00:00Z,4646135
2021-12-28T00:00:00Z,6271139
2021-12-27T00:00:00Z,5092944
2021-12-24T00:00:00Z,41800
2021-12-23T00:00:00Z,6815309
2021-12-22T00:00:00Z,4275325
2021-12-21T00:00:00Z,5552867
2021-12-20T00:00:00Z,6481079
2021-12-17T00:00:00Z,6766882
2021-12-16T00:00:00Z,5404873
2021-12-15T00:00:00Z,8326794
2021-12-14T00:00:00Z,5628775
2021-12-13T00:00:00Z,10383058
2021-12-10T00:00:00Z,6448583
2021-12-09T00:00:00Z,7511417
2021-12-08T00:00:00Z,4944334
2021-12-07T00:00:00Z,8595632
2021-12-06T00:00:00Z,12545706
2021-12-03T00:00:00Z,13363576
2021-12-02T00:00:00Z,5478776
2021-12-01T00:00:00Z,6126564
2021-11-30T00:00:00Z,6565988
2021-11-29T00:00:00Z,5653191
2021-11-26T00:00:00Z,8013693
2021-11-25T00:00:00Z,422121
2021-11-24T00:00:00Z,4131786
2021-11-23T00:00:00Z,5055222
2021-11-22T00:00:00Z,6400863
2021-11-19T00:00:00Z,5766753
2021-11-18T00:00:00Z,9597525
2021-11-17T00:00:00Z,5755447
2021-11-16T00:00:00Z,9858238
2021-11-15T00:00:00Z,4715106
2021-11-12T00:00:00Z,7247697
2021-11-11T00:00:00Z,6510036
2021-11-10T00:00:00Z,7746628
2021-11-09T00:00:00Z,7574105
2021-11-08T00:00:00Z,8998975
2021-11-05T00:00:00Z,3829933
2021-11-04T00:00:00Z,5038026
2021-11-03T00:00:00Z,8052091
2021-11-02T00:00:00Z,7970970
2021-11-01T00:00:00Z,4910459
2021-10-29T00:00:00Z,5868367
2021-10-28T00:00:00Z,6531505
2021-10-27T00:00:00Z,9463864
2021-10-26T00:00:00Z,7026621
2021-10-25T00:00:00Z,9067288
2021-10-22T00:00:00Z,10486677
2021-10-21T00:00:00Z,13811176
2021-10-20T00:00:00Z,15443496
2021-10-19T00:00:00Z,17719186
2021-10-18T00:00:00Z,11561521
2021-10-15T00:00:00Z,13438055
2021-10-14T00:00:00Z,8421303
2021-10-13T00:00:00Z,8642245
2021-10-12T00:00:00Z,8637549
2021-10-11T00:00:00Z,8329618
2021-10-08T00:00:00Z,6218405
2021-10-07T00:00:00Z,7947688
2021-10-06T00:00:00Z,11409374
2021-10-05T00:00:00Z,8667954
2021-10-04T00:00:00Z,10006674
2021-10-01T00:00:00Z,11170850
2021-09-30T00:00:00Z,5845643
2021-09-29T00:00:00Z,4169097
2021-09-28T00:00:00Z,5448002
2021-09-27T00:00:00Z,4432883
2021-09-24T00:00:00Z,7864316
2021-09-23T00:00:00Z,4755044
2021-09-22T00:00:00Z,6449385
2021-09-21T00:00:00Z,7100177
2021-09-20T00:00:00Z,9663905
2021-09-17T00:00:00Z,2841762
2021-09-16T00:00:00Z,3877640
2021-09-15T00:00:00Z,4977695
2021-09-14T00:00:00Z,4432085
2021-09-13T00:00:00Z,7292611
2021-09-10T00:00:00Z,5715160
2021-09-09T00:00:00Z,4303869
2021-09-08T00:00:00Z,5463615
2021-09-07T00:00:00Z,15808762
2021-09-06T00:00:00Z,369873
2021-09-03T00:00:00Z,6780319
2021-09-02T00:00:00Z,7710503
2021-09-01T00:00:00Z,6427286
2021-08-31T00:00:00Z,4304436
2021-08-30T00:00:00Z,3401600
2021-08-27T00:00:00Z,5005356
2021-08-26T00:00:00Z,4657737
2021-08-25T00:00:00Z,5133487
2021-08-24T00:00:00Z,5996006
2021-08-23T00:00:00Z,6946545
2021-08-20T00:00:00Z,8019664
2021-08-19T00:00:00Z,6982475
2021-08-18T00:00:00Z,5685724
2021-08-17T00:00:00Z,5482100
2021-08-16T00:00:00Z,4833368
2021-08-13T00:00:00Z,4708251
2021-08-12T00:00:00Z,5507843
2021-08-11T00:00:00Z,6062480
2021-08-10T00:00:00Z,6671535
2021-08-09T00:00:00Z,9208938
2021-08-06T00:00:00Z,7904945
2021-08-05T00:00:00Z,6901019
2021-08-04T00:00:00Z,5918689
2021-08-03T00:00:00Z,6298662
2021-08-02T00:00:00Z,5732872
2021-07-30T00:00:00Z,7328409
2021-07-29T00:00:00Z,7870076
2021-07-28T00:00:00Z,11310568
2021-07-27T00:00:00Z,10641982
2021-07-26T00:00:00Z,18379926
2021-07-23T00:00:00Z,5261560
2021-07-22T00:00:00Z,7114532
2021-07-21T00:00:00Z,8835697
2021-07-20T00:00:00Z,8402767
2021-07-19T00:00:00Z,7564691
2021-07-16T00:00:00Z,4826237
2021-07-15T00:00:00Z,9284239
2021-07-14T00:00:00Z,6235907
2021-07-13T00:00:00Z,5563167
2021-07-12T00:00:00Z,4660188
2021-07-09T00:00:00Z,3681991
2021-07-08T00:00:00Z,7532730
2021-07-07T00:00:00Z,7002000
2021-07-06T00:00:00Z,7439825
2021-07-05T00:00:00Z,400000
2021-07-02T00:00:00Z,7261236
2021-07-01T00:00:00Z,7172129
2021-06-30T00:00:00Z,7272020
2021-06-29T00:00:00Z,8543284
2021-06-28T00:00:00Z,9079515
2021-06-25T00:00:00Z,10406534
2021-06-24T00:00:00Z,8882637
2021-06-23T00:00:00Z,9544981
2021-06-22T00:00:00Z,25243239
2021-06-21T00:00:00Z,13577530
2021-06-18T00:00:00Z,8691782
2021-06-17T00:00:00Z,8120080
2021-06-16T00:00:00Z,8363522
2021-06-15T00:00:00Z,7874769
2021-06-14T00:00:00Z,10946330
2021-06-11T00:00:00Z,5317439
2021-06-10T00:00:00Z,8849322
2021-06-09T00:00:00Z,13730158
2021-06-08T00:00:00Z,19792484
2021-06-07T00:00:00Z,9970136
2021-06-04T00:00:00Z,8276481
2021-06-03T00:00:00Z,7785171
2021-06-02T00:00:00Z,6952508
2021-06-01T00:00:00Z,9877343
2021-05-31T00:00:00Z,586540
2021-05-28T00:00:00Z,11818761
2021-05-27T00:00:00Z,6960311
2021-05-26T00:00:00Z,7758105
2021-05-25T00:00:00Z,10693857
2021-05-24T00:00:00Z,12215382
2021-05-21T00:00:00Z,15458744
2021-05-20T00:00:00Z,14965092
2021-05-19T00:00:00Z,37348413
2021-05-18T00:00:00Z,12761147
2021-05-17T00:00:00Z,21503415
2021-05-14T00:00:00Z,10138862
2021-05-13T00:00:00Z,25100013
2021-05-12T00:00:00Z,8435635
2021-05-11T00:00:00Z,7980027
2021-05-10T00:00:00Z,10047922
2021-05-07T00:00:00Z,8184905
2021-05-06T00:00:00Z,7392899
2021-05-05T00:00:00Z,9937655
2021-05-04T00:00:00Z,10067786
2021-05-03T00:00:00Z,8732719
2021-04-30T00:00:00Z,8309042
2021-04-29T00:00:00Z,9432811
2021-04-28T00:00:00Z,4729537
2021-04-27T00:00:00Z,6091527
2021-04-26T00:00:00Z,9052080
2021-04-23T00:00:00Z,16608538
2021-04-22T00:00:00Z,17284237
2021-04-21T00:00:00Z,8511604
2021-04-20T00:00:00Z,8992183
2021-04-19T00:00:00Z,15322967
2021-04-16T00:00:00Z,7807444
2021-04-15T00:00:00Z,8004004
2021-04-14T00:00:00Z,16784228
2021-04-13T00:00:00Z,13028490
2021-04-12T00:00:00Z,9135948
2021-04-09T00:00:00Z,5107979
2021-04-08T00:00:00Z,5480225
2021-04-07T00:00:00Z,9991039
2021-04-06T00:00:00Z,8036207
2021-04-05T00:00:00Z,10263210
2021-04-01T00:00:00Z,7272522
2021-03-31T00:00:00Z,7638027
2021-03-30T00:00:00Z,7680565
2021-03-29T00:00:00Z,8226585
2021-03-26T00:00:00Z,9630019
2021-03-25T00:00:00Z,18555893
2021-03-24T00:00:00Z,15048375
2021-03-23T00:00:00Z,12649826
2021-03-22T00:00:00Z,8018759
2021-03-19T00:00:00Z,7156788
2021-03-18T00:00:00Z,11490451
2021-03-17T00:00:00Z,10219951
2021-03-16T00:00:00Z,6615749
2021-03-15T00:00:00Z,12109400
2021-03-12T00:00:00Z,10109640
2021-03-11T00:00:00Z,9901555
2021-03-10T00:00:00Z,13111149
2021-03-09T00:00:00Z,11890948
2021-03-08T00:00:00Z,13167432
2021-03-05T00:00:00Z,23957222
2021-03-04T00:00:00Z,18990454
2021-03-03T00:00:00Z,11576073
2021-03-02T00:00:00Z,7982896
2021-03-01T00:00:00Z,14629050
2021-02-26T00:00:00Z,23324263
2021-02-25T00:00:00Z,14010029
2021-02-24T00:00:00Z,14435225
2021-02-23T00:00:00Z,33017667
2021-02-22T00:00:00Z,23943613
2021-02-19T00:00:00Z,20947847
2021-02-18T00:00:00Z,17054397
2021-02-17T00:00:00Z,15573812
2021-02-16T00:00:00Z,15761649
2021-02-15T00:00:00Z,1100000
2021-02-12T00:00:00Z,10330081
2021-02-11T00:00:00Z,12468610
2021-02-10T00:00:00Z,14885595
2021-02-09T00:00:00Z,15117089
2021-02-08T00:00:00Z,26484321
2021-02-05T00:00:00Z,8089076
2021-02-04T00:00:00Z,10381775
2021-02-03T00:00:00Z,10667130
2021-02-02T00:00:00Z,10682428
2021-02-01T00:00:00Z,9783094
2021-01-29T00:00:00Z,21395891
2021-01-28T00:00:00Z,11806114
2021-01-27T00:00:00Z,18824804
2021-01-26T00:00:00Z,10437227
2021-01-25T00:00:00Z,12968876
2021-01-22T00:00:00Z,18237788
2021-01-21T00:00:00Z,30336225
2021-01-20T00:00:00Z,19965140
2021-01-19T00:00:00Z,15399221
2021-01-18T00:00:00Z,419050
2021-01-15T00:00:00Z,18578108
2021-01-14T00:00:00Z,14083648
2021-01-13T00:00:00Z,16670292
2021-01-12T00:00:00Z,17102222
2021-01-11T00:00:00Z,43173925
2021-01-08T00:00:00Z,25104265
2021-01-07T00:00:00Z,34339323
2021-01-06T00:00:00Z,41572899
2021-01-05T00:00:00Z,20299033
2021-01-04T00:00:00Z,25907754
2020-12-31T00:00:00Z,14220908
2020-12-30T00:00:00Z,18964672
2020-12-29T00:00:00Z,17741759
2020-12-28T00:00:00Z,21189421
2020-12-24T00:00:00Z,12591233
2020-12-23T00:00:00Z,11806212
2020-12-22T00:00:00Z,12768850
2020-12-21T00:00:00Z,20786725
2020-12-18T00:00:00Z,11724794
2020-12-17T00:00:00Z,30485132
2020-12-16T00:00:00Z,19304739
2020-12-15T00:00:00Z,9262345
2020-12-14T00:00:00Z,9877280
2020-12-11T00:00:00Z,9596512
2020-12-10T00:00:00Z,12841782
2020-12-09T00:00:00Z,14644340
2020-12-08T00:00:00Z,14423070
2020-12-07T00:00:00Z,11024439
2020-12-04T00:00:00Z,11209576
2020-12-03T00:00:00Z,9916732
2020-12-02T00:00:00Z,9057009
2020-12-01T00:00:00Z,17660781
2020-11-30T00:00:00Z,21869968
2020-11-27T00:00:00Z,22851172
2020-11-26T00:00:00Z,1680000
2020-11-25T00:00:00Z,18221439
2020-11-24T00:00:00Z,19018543
2020-11-23T00:00:00Z,15999941
2020-11-20T00:00:00Z,15303629
2020-11-19T00:00:00Z,11690699
2020-11-18T00:00:00Z,21811666
2020-11-17T00:00:00Z,16943680
2020-11-16T00:00:00Z,12125285
2020-11-13T00:00:00Z,9286357
2020-11-12T00:00:00Z,11104043
2020-11-11T00:00:00Z,10378635
2020-11-10T00:00:00Z,7019038
2020-11-09T00:00:00Z,15953880
2020-11-06T00:00:00Z,10957546
2020-11-05T00:00:00Z,15414547
2020-11-04T00:00:00Z,8283289
2020-11-03T00:00:00Z,6716167
2020-11-02T00:00:00Z,7040185
2020-10-30T00:00:00Z,7383750
2020-10-29T00:00:00Z,8154739
2020-10-28T00:00:00Z,12487983
2020-10-27T00:00:00Z,14884379
2020-10-26T00:00:00Z,10090863
2020-10-23T00:00:00Z,7026599
2020-10-22T00:00:00Z,11241966
2020-10-21T00:00:00Z,16539570
2020-10-20T00:00:00Z,7428281
2020-10-19T00:00:00Z,6606830
2020-10-16T00:00:00Z,3793152
2020-10-15T00:00:00Z,3920000
2020-10-14T00:00:00Z,4866729
2020-10-13T00:00:00Z,4457882
2020-10-12T00:00:00Z,9621094
2020-10-09T00:00:00Z,6631493
2020-10-08T00:00:00Z,6853073
2020-10-07T00:00:00Z,2531858
2020-10-06T00:00:00Z,3724038
2020-10-05T00:00:00Z,2281173
2020-10-02T00:00:00Z,4494403
2020-10-01T00:00:00Z,5420466
2020-09-30T00:00:00Z,3913679
2020-09-29T00:00:00Z,3986064
2020-09-28T00:00:00Z,3977062
2020-09-25T00:00:00Z,4116301
2020-09-24T00:00:00Z,5831465
2020-09-23T00:00:00Z,6210647
2020-09-22T00:00:00Z,2440187
2020-09-21T00:00:00Z,5954562
2020-09-18T00:00:00Z,2597723
2020-09-17T00:00:00Z,2915110
2020-09-16T00:00:00Z,4741282
2020-09-15T00:00:00Z,3408331
2020-09-14T00:00:00Z,3848942
2020-09-11T00:00:00Z,2646599
2020-09-10T00:00:00Z,4796112
2020-09-09T00:00:00Z,2986638
2020-09-08T00:00:00Z,6981225
2020-09-07T00:00:00Z,161450
2020-09-04T00:00:00Z,9435829
2020-09-03T00:00:00Z,11459622
2020-09-02T00:00:00Z,6206779
2020-09-01T00:00:00Z,5361223
2020-08-31T00:00:00Z,3839228
2020-08-28T00:00:00Z,2979806
2020-08-27T00:00:00Z,4607676
2020-08-26T00:00:00Z,4275331
2020-08-25T00:00:00Z,8197457
2020-08-24T00:00:00Z,3185209
2020-08-21T00:00:00Z,5097077
2020-08-20T00:00:00Z,4941201
2020-08-19T00:00:00Z,6561490
2020-08-18T00:00:00Z,8489998
2020-08-17T00:00:00Z,11725800
2020-08-14T00:00:00Z,5241439
2020-08-13T00:00:00Z,3524247
2020-08-12T00:00:00Z,4368117
2020-08-11T00:00:00Z,8133926
2020-08-10T00:00:00Z,8126779
2020-08-07T00:00:00Z,11753018
2020-08-06T00:00:00Z,8569143
2020-08-05T00:00:00Z,8357212
2020-08-04T00:00:00Z,6799713
2020-08-03T00:00:00Z,10480352
2020-07-31T00:00:00Z,8846714
2020-07-30T00:00:00Z,8250519
2020-07-29T00:00:00Z,11754889
2020-07-28T00:00:00Z,19496602
