Datetime,Tokens Transferred by Contract Calls (Median)
2026-01-18T00:00:00Z,0.00005
2026-01-17T00:00:00Z,0.00005
2026-01-16T00:00:00Z,0.00005
2026-01-15T00:00:00Z,0.00005
2026-01-14T00:00:00Z,0.00005
2026-01-13T00:00:00Z,0.00005
2026-01-12T00:00:00Z,0.000066364461494479
2026-01-11T00:00:00Z,0.000151675910651678
2026-01-10T00:00:00Z,0.000084718991360639
2026-01-09T00:00:00Z,0.000176138725208329
2026-01-08T00:00:00Z,0.0006
2026-01-07T00:00:00Z,0.001557227325602219
2026-01-06T00:00:00Z,0.0009915143146
2026-01-05T00:00:00Z,0.001
2026-01-04T00:00:00Z,0.001306752562410616
2026-01-03T00:00:00Z,0.000050637458727549
2026-01-02T00:00:00Z,0.00022
2026-01-01T00:00:00Z,0.000028265411864055
2025-12-31T00:00:00Z,0.000241970371107277
2025-12-30T00:00:00Z,0.000689014295943351
2025-12-29T00:00:00Z,0.001125882467017166
2025-12-28T00:00:00Z,0.0014926
2025-12-27T00:00:00Z,0.001681533639374492
2025-12-26T00:00:00Z,0.001849136707014012
2025-12-25T00:00:00Z,0.002365347311383726
2025-12-24T00:00:00Z,0.000830558374552836
2025-12-23T00:00:00Z,0.000063
2025-12-22T00:00:00Z,0.0007
2025-12-21T00:00:00Z,0.000021160989089877
2025-12-20T00:00:00Z,0.000168375735762648
2025-12-19T00:00:00Z,0.000824171231632566
2025-12-18T00:00:00Z,0.000768871859957981
2025-12-17T00:00:00Z,0.000593641807255905
2025-12-16T00:00:00Z,0.000440206755395602
2025-12-15T00:00:00Z,0.000695444184543539
2025-12-14T00:00:00Z,0.00068
2025-12-13T00:00:00Z,0.000957430600124328
2025-12-12T00:00:00Z,0.001612850618733379
2025-12-11T00:00:00Z,0.00126421
2025-12-10T00:00:00Z,0.002651011565193446
2025-12-09T00:00:00Z,0.00297827088595116
2025-12-08T00:00:00Z,0.00356896323
2025-12-07T00:00:00Z,0.002487273305678123
2025-12-06T00:00:00Z,0.000656513869388453
2025-12-05T00:00:00Z,0.0009
2025-12-04T00:00:00Z,0.000797041396656136
2025-12-03T00:00:00Z,0.000888561405200561
2025-12-02T00:00:00Z,0.001
2025-12-01T00:00:00Z,0.001058536436037658
2025-11-30T00:00:00Z,0.002911233928431168
2025-11-29T00:00:00Z,0.002345685752320797
2025-11-28T00:00:00Z,0.0015486
2025-11-27T00:00:00Z,0.00089235
2025-11-26T00:00:00Z,0.001737573519356312
2025-11-25T00:00:00Z,0.002193784700940786
2025-11-24T00:00:00Z,0.003937423981434892
2025-11-23T00:00:00Z,0.0023
2025-11-22T00:00:00Z,0.001799302351166922
2025-11-21T00:00:00Z,0.008299
2025-11-20T00:00:00Z,0.00706596314152889
2025-11-19T00:00:00Z,0.00562467702474799
2025-11-18T00:00:00Z,0.0035
2025-11-17T00:00:00Z,0.00394187655150131
2025-11-16T00:00:00Z,0.002900435305688554
2025-11-15T00:00:00Z,0.001475347584415662
2025-11-14T00:00:00Z,0.005279730911083489
2025-11-13T00:00:00Z,0.004237331610482761
2025-11-12T00:00:00Z,0.00261570791901655
2025-11-11T00:00:00Z,0.001903770148469292
2025-11-10T00:00:00Z,0.001794034535997547
2025-11-09T00:00:00Z,0.0005658
2025-11-08T00:00:00Z,0.00049736452575697
2025-11-07T00:00:00Z,0.00495625
2025-11-06T00:00:00Z,0.002741403332985674
2025-11-05T00:00:00Z,0.004483588730270642
2025-11-04T00:00:00Z,0.00892125
2025-11-03T00:00:00Z,0.004633177463025378
2025-11-02T00:00:00Z,0.00187
2025-11-01T00:00:00Z,0.0027706
2025-10-31T00:00:00Z,0.003
2025-10-30T00:00:00Z,0.004729859245905459
2025-10-29T00:00:00Z,0.003972035027614801
2025-10-28T00:00:00Z,0.003539855200686064
2025-10-27T00:00:00Z,0.005
2025-10-26T00:00:00Z,0.005473458198447372
2025-10-25T00:00:00Z,0.00645453
2025-10-24T00:00:00Z,0.002946140323212
2025-10-23T00:00:00Z,0.00244625
2025-10-22T00:00:00Z,0.0068
2025-10-21T00:00:00Z,0.006
2025-10-20T00:00:00Z,0.0054
2025-10-19T00:00:00Z,0.005713092482695168
2025-10-18T00:00:00Z,0.005005195206792551
2025-10-17T00:00:00Z,0.009540708721198237
2025-10-16T00:00:00Z,0.00793
2025-10-15T00:00:00Z,0.00818
2025-10-14T00:00:00Z,0.009498311850811526
2025-10-13T00:00:00Z,0.00788699
2025-10-12T00:00:00Z,0.006623207697949786
2025-10-11T00:00:00Z,0.011884369455
2025-10-10T00:00:00Z,0.010205637618020402
2025-10-09T00:00:00Z,0.00686
2025-10-08T00:00:00Z,0.005576633378654305
2025-10-07T00:00:00Z,0.00796447371769729
2025-10-06T00:00:00Z,0.01
2025-10-05T00:00:00Z,0.005523692125520199
2025-10-04T00:00:00Z,0.006624015710564118
2025-10-03T00:00:00Z,0.005772998951085327
2025-10-02T00:00:00Z,0.0032
2025-10-01T00:00:00Z,0.005
2025-09-30T00:00:00Z,0.008152790312886866
2025-09-29T00:00:00Z,0.01068487223758124
2025-09-28T00:00:00Z,0.005335669642452196
2025-09-27T00:00:00Z,0.0098
2025-09-26T00:00:00Z,0.006
2025-09-25T00:00:00Z,0.009423117023071565
2025-09-24T00:00:00Z,0.006677631153870872
2025-09-23T00:00:00Z,0.005929775470179526
2025-09-22T00:00:00Z,0.009043247483829816
2025-09-21T00:00:00Z,0.006689835
2025-09-20T00:00:00Z,0.004238759402071481
2025-09-19T00:00:00Z,0.007045797342857639
2025-09-18T00:00:00Z,0.009284357800881743
2025-09-17T00:00:00Z,0.005964
2025-09-16T00:00:00Z,0.0037422
2025-09-15T00:00:00Z,0.00945502376186586
2025-09-14T00:00:00Z,0.01
2025-09-13T00:00:00Z,0.008407441889986125
2025-09-12T00:00:00Z,0.009745
2025-09-11T00:00:00Z,0.005557183359325993
2025-09-10T00:00:00Z,0.007039114905499478
2025-09-09T00:00:00Z,0.01
2025-09-08T00:00:00Z,0.008144873376121265
2025-09-07T00:00:00Z,0.01
2025-09-06T00:00:00Z,0.006766159004117458
2025-09-05T00:00:00Z,0.008944885
2025-09-04T00:00:00Z,0.01074602240894117
2025-09-03T00:00:00Z,0.006256278560853264
2025-09-02T00:00:00Z,0.006973761020817539
2025-09-01T00:00:00Z,0.010790587651411785
2025-08-31T00:00:00Z,0.003902220222223714
2025-08-30T00:00:00Z,0.006
2025-08-29T00:00:00Z,0.008
2025-08-28T00:00:00Z,0.008514014391667846
2025-08-27T00:00:00Z,0.009915
2025-08-26T00:00:00Z,0.007793033009585549
2025-08-25T00:00:00Z,0.010966383484680106
2025-08-24T00:00:00Z,0.009172781854569713
2025-08-23T00:00:00Z,0.006393888101973681
2025-08-22T00:00:00Z,0.016157214707233383
2025-08-21T00:00:00Z,0.0104
2025-08-20T00:00:00Z,0.012
2025-08-19T00:00:00Z,0.0111613
2025-08-18T00:00:00Z,0.011688660978124382
2025-08-17T00:00:00Z,0.012
2025-08-16T00:00:00Z,0.01
2025-08-15T00:00:00Z,0.008686230660937714
2025-08-14T00:00:00Z,0.015
2025-08-13T00:00:00Z,0.015549728909083035
2025-08-12T00:00:00Z,0.012447930862842902
2025-08-11T00:00:00Z,0.01631097815880341
2025-08-10T00:00:00Z,0.012565770163088097
2025-08-09T00:00:00Z,0.015224639363604473
2025-08-08T00:00:00Z,0.01374423
2025-08-07T00:00:00Z,0.014
2025-08-06T00:00:00Z,0.010777345694660176
2025-08-05T00:00:00Z,0.012617387378750367
2025-08-04T00:00:00Z,0.013825
2025-08-03T00:00:00Z,0.012471427815
2025-08-02T00:00:00Z,0.01253578993518432
2025-08-01T00:00:00Z,0.013
2025-07-31T00:00:00Z,0.01227711963
2025-07-30T00:00:00Z,0.0114425
2025-07-29T00:00:00Z,0.011981533901216068
2025-07-28T00:00:00Z,0.015073060827968504
2025-07-27T00:00:00Z,0.014622825951185405
2025-07-26T00:00:00Z,0.013730017486695915
2025-07-25T00:00:00Z,0.01
2025-07-24T00:00:00Z,0.011707878849747746
2025-07-23T00:00:00Z,0.012286170727414654
2025-07-22T00:00:00Z,0.012
2025-07-21T00:00:00Z,0.02
2025-07-20T00:00:00Z,0.02
2025-07-19T00:00:00Z,0.0144340485
2025-07-18T00:00:00Z,0.026873236315385567
2025-07-17T00:00:00Z,0.028533859463944142
2025-07-16T00:00:00Z,0.031
2025-07-15T00:00:00Z,0.026473156645808238
2025-07-14T00:00:00Z,0.03224605961000742
2025-07-13T00:00:00Z,0.018898816665449118
2025-07-12T00:00:00Z,0.017
2025-07-11T00:00:00Z,0.02968175633483915
2025-07-10T00:00:00Z,0.0287212
2025-07-09T00:00:00Z,0.0227303684384927
2025-07-08T00:00:00Z,0.024
2025-07-07T00:00:00Z,0.02489764579723005
2025-07-06T00:00:00Z,0.01790163
2025-07-05T00:00:00Z,0.008
2025-07-04T00:00:00Z,0.010531457773718136
2025-07-03T00:00:00Z,0.017
2025-07-02T00:00:00Z,0.02
2025-07-01T00:00:00Z,0.0208215
2025-06-30T00:00:00Z,0.025045145327109466
2025-06-29T00:00:00Z,0.012223824545108706
2025-06-28T00:00:00Z,0.016395357654480133
2025-06-27T00:00:00Z,0.017437074871710916
2025-06-26T00:00:00Z,0.018794174412132533
2025-06-25T00:00:00Z,0.01444687
2025-06-24T00:00:00Z,0.02
2025-06-23T00:00:00Z,0.02861992776136436
2025-06-22T00:00:00Z,0.021330256747568256
2025-06-21T00:00:00Z,0.01805
2025-06-20T00:00:00Z,0.019764642289450816
2025-06-19T00:00:00Z,0.02
2025-06-18T00:00:00Z,0.014192154717635111
2025-06-17T00:00:00Z,0.01848499736795558
2025-06-16T00:00:00Z,0.0198
2025-06-15T00:00:00Z,0.01109776253815662
2025-06-14T00:00:00Z,0.010893957646452403
2025-06-13T00:00:00Z,0.021456158836076242
2025-06-12T00:00:00Z,0.02
2025-06-11T00:00:00Z,0.016840007121644553
2025-06-10T00:00:00Z,0.019272887903904048
2025-06-09T00:00:00Z,0.01
2025-06-08T00:00:00Z,0.005514354828442295
2025-06-07T00:00:00Z,0.0036
2025-06-06T00:00:00Z,0.016501467906195298
2025-06-05T00:00:00Z,0.02092815291488685
2025-06-04T00:00:00Z,0.0227
2025-06-03T00:00:00Z,0.017423855104369904
2025-06-02T00:00:00Z,0.01
2025-06-01T00:00:00Z,0.00360103475
2025-05-31T00:00:00Z,0.0021
2025-05-30T00:00:00Z,0.014314342791737034
2025-05-29T00:00:00Z,0.028
2025-05-28T00:00:00Z,0.02
2025-05-27T00:00:00Z,0.025
2025-05-26T00:00:00Z,0.0198
2025-05-25T00:00:00Z,0.015680577764598455
2025-05-24T00:00:00Z,0.01551164113918697
2025-05-23T00:00:00Z,0.02184175178609561
2025-05-22T00:00:00Z,0.028443012625755267
2025-05-21T00:00:00Z,0.01884796636727838
2025-05-20T00:00:00Z,0.0111
2025-05-19T00:00:00Z,0.011
2025-05-18T00:00:00Z,0.008
2025-05-17T00:00:00Z,0.00744
2025-05-16T00:00:00Z,0.017567293140804647
2025-05-15T00:00:00Z,0.014
2025-05-14T00:00:00Z,0.01798199738709969
2025-05-13T00:00:00Z,0.0249
2025-05-12T00:00:00Z,0.0339601887929019
2025-05-11T00:00:00Z,0.037657603581074325
2025-05-10T00:00:00Z,0.03277706200684069
2025-05-09T00:00:00Z,0.02200525045275803
2025-05-08T00:00:00Z,0.020468381249307156
2025-05-07T00:00:00Z,0.0057
2025-05-06T00:00:00Z,0.005716900047879873
2025-05-05T00:00:00Z,0.005114239043480807
2025-05-04T00:00:00Z,0.005613558362532455
2025-05-03T00:00:00Z,0.01
2025-05-02T00:00:00Z,0.009247012768106598
2025-05-01T00:00:00Z,0.011499178110243058
2025-04-30T00:00:00Z,0.007
2025-04-29T00:00:00Z,0.007741857942622433
2025-04-28T00:00:00Z,0.007113971790599179
2025-04-27T00:00:00Z,0.006924618276767717
2025-04-26T00:00:00Z,0.009487168279459742
2025-04-25T00:00:00Z,0.014562555009235187
2025-04-24T00:00:00Z,0.015180546850174378
2025-04-23T00:00:00Z,0.012478897953602304
2025-04-22T00:00:00Z,0.01231897755
2025-04-21T00:00:00Z,0.009275179226169607
2025-04-20T00:00:00Z,0.009
2025-04-19T00:00:00Z,0.008127443609311159
2025-04-18T00:00:00Z,0.00940201160581859
2025-04-17T00:00:00Z,0.012496047561264899
2025-04-16T00:00:00Z,0.013455442148949592
2025-04-15T00:00:00Z,0.01479801305944344
2025-04-14T00:00:00Z,0.015926473942940667
2025-04-13T00:00:00Z,0.0107
2025-04-12T00:00:00Z,0.01
2025-04-11T00:00:00Z,0.01
