Datetime,Tokens Transferred by External Contract Calls USD (Mean)
2026-02-27T00:00:00Z,3219.3702712561276
2026-02-26T00:00:00Z,5104.521921294893
2026-02-25T00:00:00Z,4433.217572269937
2026-02-24T00:00:00Z,3047.665455445576
2026-02-23T00:00:00Z,4340.938935764222
2026-02-22T00:00:00Z,1735.0796758337594
2026-02-21T00:00:00Z,1612.6977206508163
2026-02-20T00:00:00Z,3881.179595158808
2026-02-19T00:00:00Z,3038.949744115804
2026-02-18T00:00:00Z,3855.669883007789
2026-02-17T00:00:00Z,4210.630985197715
2026-02-16T00:00:00Z,2387.0126184569804
2026-02-15T00:00:00Z,3812.152663681402
2026-02-14T00:00:00Z,2037.1391509218413
2026-02-13T00:00:00Z,6094.691966608316
2026-02-12T00:00:00Z,3629.532912835985
2026-02-11T00:00:00Z,4593.686625616202
2026-02-10T00:00:00Z,6468.967277270059
2026-02-09T00:00:00Z,5134.20821000598
2026-02-08T00:00:00Z,2761.10106074579
2026-02-07T00:00:00Z,4310.441775784162
2026-02-06T00:00:00Z,11832.994376299115
2026-02-05T00:00:00Z,12665.090973767225
2026-02-04T00:00:00Z,7593.320574317361
2026-02-03T00:00:00Z,6962.007547651221
2026-02-02T00:00:00Z,9714.583352433581
2026-02-01T00:00:00Z,6191.823183367065
2026-01-31T00:00:00Z,9224.457566227176
2026-01-30T00:00:00Z,5056.5638805855415
2026-01-29T00:00:00Z,5867.866093483632
2026-01-28T00:00:00Z,6851.839922625456
2026-01-27T00:00:00Z,5511.772915767061
2026-01-26T00:00:00Z,11104.147757319755
2026-01-25T00:00:00Z,4417.230875607901
2026-01-24T00:00:00Z,1297.3674166854814
2026-01-23T00:00:00Z,4396.93074599698
2026-01-22T00:00:00Z,9304.165395958566
2026-01-21T00:00:00Z,7636.941485203201
2026-01-20T00:00:00Z,9136.775779451134
2026-01-19T00:00:00Z,6336.854669827337
2026-01-18T00:00:00Z,2264.451862358408
2026-01-17T00:00:00Z,2489.6404194219795
2026-01-16T00:00:00Z,5975.218445646038
2026-01-15T00:00:00Z,4984.83580401779
2026-01-14T00:00:00Z,11687.570457120619
2026-01-13T00:00:00Z,6771.849264647713
2026-01-12T00:00:00Z,8112.864251521062
2026-01-11T00:00:00Z,4114.471123377256
2026-01-10T00:00:00Z,4602.650604869067
2026-01-09T00:00:00Z,5299.41993527285
2026-01-08T00:00:00Z,9805.70189521135
2026-01-07T00:00:00Z,7463.630608610062
2026-01-06T00:00:00Z,7387.972179297142
2026-01-05T00:00:00Z,9992.770996772828
2026-01-04T00:00:00Z,4802.445367056834
2026-01-03T00:00:00Z,3295.855129928131
2026-01-02T00:00:00Z,7346.895267013638
2026-01-01T00:00:00Z,4084.542058488645
2025-12-31T00:00:00Z,6268.22206368201
2025-12-30T00:00:00Z,5602.124728787487
2025-12-29T00:00:00Z,5945.471779041153
2025-12-28T00:00:00Z,4442.052126030033
2025-12-27T00:00:00Z,6114.56527379833
2025-12-26T00:00:00Z,5973.122484394174
2025-12-25T00:00:00Z,2586.039289322589
2025-12-24T00:00:00Z,3732.0610892656737
2025-12-23T00:00:00Z,7041.559793998271
2025-12-22T00:00:00Z,4780.885641157874
2025-12-21T00:00:00Z,2221.5856767441264
2025-12-20T00:00:00Z,2396.70746273155
2025-12-19T00:00:00Z,10489.97819139896
2025-12-18T00:00:00Z,5608.039097695794
2025-12-17T00:00:00Z,5335.042663333498
2025-12-16T00:00:00Z,5781.442124823275
2025-12-15T00:00:00Z,8554.5295678766
2025-12-14T00:00:00Z,4332.564425932247
2025-12-13T00:00:00Z,3988.8748698035924
2025-12-12T00:00:00Z,11775.221544087039
2025-12-11T00:00:00Z,8389.441888119414
2025-12-10T00:00:00Z,9438.832397058153
2025-12-09T00:00:00Z,6829.504189370544
2025-12-08T00:00:00Z,5477.6945298193705
2025-12-07T00:00:00Z,3823.7142162281093
2025-12-06T00:00:00Z,3313.766774864511
2025-12-05T00:00:00Z,5409.746395929785
2025-12-04T00:00:00Z,5951.037909519686
2025-12-03T00:00:00Z,6264.045204586123
2025-12-02T00:00:00Z,7292.206795537166
2025-12-01T00:00:00Z,9855.739812981124
2025-11-30T00:00:00Z,2181.447819914631
2025-11-29T00:00:00Z,3380.9022030753604
2025-11-28T00:00:00Z,5965.617260110489
2025-11-27T00:00:00Z,4657.8236269403
2025-11-26T00:00:00Z,6415.566369241485
2025-11-25T00:00:00Z,7892.083317597782
2025-11-24T00:00:00Z,7448.70021770461
2025-11-23T00:00:00Z,3428.660537683048
2025-11-22T00:00:00Z,4448.780072658518
2025-11-21T00:00:00Z,9708.274573149543
2025-11-20T00:00:00Z,8696.376138254176
2025-11-19T00:00:00Z,7748.015223807958
2025-11-18T00:00:00Z,11261.18032733432
2025-11-17T00:00:00Z,8036.307332554316
2025-11-16T00:00:00Z,5909.090668455067
2025-11-15T00:00:00Z,4038.508386038372
2025-11-14T00:00:00Z,11555.401305859183
2025-11-13T00:00:00Z,13384.798735703127
2025-11-12T00:00:00Z,9124.07592193913
2025-11-11T00:00:00Z,7075.872802774073
2025-11-10T00:00:00Z,8571.349765951014
2025-11-09T00:00:00Z,4026.6043598766382
2025-11-08T00:00:00Z,3002.0223755495617
2025-11-07T00:00:00Z,9853.084681271826
2025-11-06T00:00:00Z,11287.83875276885
2025-11-05T00:00:00Z,16943.641124821464
2025-11-04T00:00:00Z,17322.41799010109
2025-11-03T00:00:00Z,9635.296491443374
2025-11-02T00:00:00Z,2253.4529814235652
2025-11-01T00:00:00Z,8716.01547109322
2025-10-31T00:00:00Z,10197.970437020189
2025-10-30T00:00:00Z,10196.842656656112
2025-10-29T00:00:00Z,10916.07533588354
2025-10-28T00:00:00Z,11819.209113593944
2025-10-27T00:00:00Z,8633.12218545332
2025-10-26T00:00:00Z,11433.814594909352
2025-10-25T00:00:00Z,3385.1011189973487
2025-10-24T00:00:00Z,14423.303493583277
2025-10-23T00:00:00Z,9612.386105072075
2025-10-22T00:00:00Z,8456.386410953937
2025-10-21T00:00:00Z,8988.151550439125
2025-10-20T00:00:00Z,7270.278887670382
2025-10-19T00:00:00Z,4118.07739873545
2025-10-18T00:00:00Z,3236.5364696589904
2025-10-17T00:00:00Z,9748.991651349177
2025-10-16T00:00:00Z,8993.229296986872
2025-10-15T00:00:00Z,13053.05257963754
2025-10-14T00:00:00Z,12620.575131769076
2025-10-13T00:00:00Z,14024.83097468341
2025-10-12T00:00:00Z,7523.667048524306
2025-10-11T00:00:00Z,10289.465411461897
2025-10-10T00:00:00Z,11947.646787962965
2025-10-09T00:00:00Z,11623.738120519436
2025-10-08T00:00:00Z,38609.3928591056
2025-10-07T00:00:00Z,17670.521585251878
2025-10-06T00:00:00Z,15830.27607485046
2025-10-05T00:00:00Z,5363.626771117019
2025-10-04T00:00:00Z,4322.268980026398
2025-10-03T00:00:00Z,10120.737497033682
2025-10-02T00:00:00Z,9671.621069665
2025-10-01T00:00:00Z,9227.098516941916
2025-09-30T00:00:00Z,14020.245878875076
2025-09-29T00:00:00Z,10160.553522701473
2025-09-28T00:00:00Z,4986.003792370951
2025-09-27T00:00:00Z,3558.6714190248213
2025-09-26T00:00:00Z,12815.864897089521
2025-09-25T00:00:00Z,11900.546595432876
2025-09-24T00:00:00Z,11336.219980653583
2025-09-23T00:00:00Z,5696.858343610588
2025-09-22T00:00:00Z,10799.709592390202
2025-09-21T00:00:00Z,5288.25037280532
2025-09-20T00:00:00Z,4358.687915799934
2025-09-19T00:00:00Z,14387.337507148248
2025-09-18T00:00:00Z,8202.48288116372
2025-09-17T00:00:00Z,7874.509556629009
2025-09-16T00:00:00Z,8395.971301204016
2025-09-15T00:00:00Z,8737.934772601866
2025-09-14T00:00:00Z,3836.2111260251854
2025-09-13T00:00:00Z,5214.98430561469
2025-09-12T00:00:00Z,10838.273296383757
2025-09-11T00:00:00Z,8053.440062841452
2025-09-10T00:00:00Z,8299.599087678627
2025-09-09T00:00:00Z,9637.509799427506
2025-09-08T00:00:00Z,14098.787406495456
2025-09-07T00:00:00Z,4628.422397931583
2025-09-06T00:00:00Z,3606.94848328188
2025-09-05T00:00:00Z,10193.86075310405
2025-09-04T00:00:00Z,16790.41603877725
2025-09-03T00:00:00Z,12115.762416718875
2025-09-02T00:00:00Z,9975.46481137969
2025-09-01T00:00:00Z,13449.57702459434
2025-08-31T00:00:00Z,5883.90598991868
2025-08-30T00:00:00Z,8382.240151950391
2025-08-29T00:00:00Z,8249.535190172468
2025-08-28T00:00:00Z,8042.748990044631
2025-08-27T00:00:00Z,17714.348673678815
2025-08-26T00:00:00Z,13450.784318678963
2025-08-25T00:00:00Z,18550.044834016997
2025-08-24T00:00:00Z,23273.07232154474
2025-08-23T00:00:00Z,7045.199470231399
2025-08-22T00:00:00Z,16620.07439847716
2025-08-21T00:00:00Z,10105.176726349213
2025-08-20T00:00:00Z,9598.87980154488
2025-08-19T00:00:00Z,11552.800807752412
2025-08-18T00:00:00Z,13010.150420655717
2025-08-17T00:00:00Z,5118.885865631054
2025-08-16T00:00:00Z,5284.413453947453
2025-08-15T00:00:00Z,18571.631296866126
2025-08-14T00:00:00Z,24403.908994244495
2025-08-13T00:00:00Z,18799.887902285278
2025-08-12T00:00:00Z,17649.447556214538
2025-08-11T00:00:00Z,12637.014647121332
2025-08-10T00:00:00Z,6878.203169202452
2025-08-09T00:00:00Z,8236.391264143851
2025-08-08T00:00:00Z,10775.136068115331
2025-08-07T00:00:00Z,7949.388207363333
2025-08-06T00:00:00Z,6872.222930988789
2025-08-05T00:00:00Z,8137.218612355386
2025-08-04T00:00:00Z,8801.271651663452
2025-08-03T00:00:00Z,4312.876559985879
2025-08-02T00:00:00Z,3793.5889533510376
2025-08-01T00:00:00Z,7179.140413268158
2025-07-31T00:00:00Z,11116.278935867196
2025-07-30T00:00:00Z,8358.520036178656
2025-07-29T00:00:00Z,7491.058552903963
2025-07-28T00:00:00Z,7898.512416243221
2025-07-27T00:00:00Z,6623.665634106698
2025-07-26T00:00:00Z,5149.15310300631
2025-07-25T00:00:00Z,11460.090904032371
2025-07-24T00:00:00Z,10408.025404821814
2025-07-23T00:00:00Z,9255.694118203215
2025-07-22T00:00:00Z,8691.597542338091
2025-07-21T00:00:00Z,10928.004745591594
2025-07-20T00:00:00Z,5139.836349182725
2025-07-19T00:00:00Z,6498.448261938131
2025-07-18T00:00:00Z,19435.607085638236
2025-07-17T00:00:00Z,11205.489011541527
2025-07-16T00:00:00Z,10450.208400447134
2025-07-15T00:00:00Z,6935.7002143186155
2025-07-14T00:00:00Z,8482.92409831576
2025-07-13T00:00:00Z,3241.865122380559
2025-07-12T00:00:00Z,2656.609641314912
2025-07-11T00:00:00Z,9698.436764888549
2025-07-10T00:00:00Z,6818.9612718912085
2025-07-09T00:00:00Z,6807.446625525176
2025-07-08T00:00:00Z,3352.5381185324777
2025-07-07T00:00:00Z,5861.827772991242
2025-07-06T00:00:00Z,2065.051231520695
2025-07-05T00:00:00Z,2104.818330675034
2025-07-04T00:00:00Z,2650.5424116568142
2025-07-03T00:00:00Z,4043.27560755256
2025-07-02T00:00:00Z,4167.418275029641
2025-07-01T00:00:00Z,3353.6735845575786
2025-06-30T00:00:00Z,3857.3064966549105
2025-06-29T00:00:00Z,2466.792262217624
2025-06-28T00:00:00Z,3039.0990292588917
2025-06-27T00:00:00Z,3110.635576645698
2025-06-26T00:00:00Z,3149.973594462167
2025-06-25T00:00:00Z,4884.890918826768
2025-06-24T00:00:00Z,4648.619059425139
2025-06-23T00:00:00Z,5809.914494347243
2025-06-22T00:00:00Z,4983.862076001722
2025-06-21T00:00:00Z,3862.7811522165794
2025-06-20T00:00:00Z,5932.417983077116
2025-06-19T00:00:00Z,2997.7079269862165
2025-06-18T00:00:00Z,3343.2423374865225
2025-06-17T00:00:00Z,4715.943338794738
2025-06-16T00:00:00Z,5086.282735936478
2025-06-15T00:00:00Z,1897.1984833751856
2025-06-14T00:00:00Z,1916.0300680455318
2025-06-13T00:00:00Z,6534.979872770463
2025-06-12T00:00:00Z,7067.543456414977
2025-06-11T00:00:00Z,5035.132806799322
2025-06-10T00:00:00Z,8231.27527987695
2025-06-09T00:00:00Z,3361.199348374702
2025-06-08T00:00:00Z,1805.325881249695
2025-06-07T00:00:00Z,2129.5983568195556
2025-06-06T00:00:00Z,4216.610303918024
2025-06-05T00:00:00Z,4886.717914300021
2025-06-04T00:00:00Z,4037.7759011500357
2025-06-03T00:00:00Z,6906.965242913763
2025-06-02T00:00:00Z,5374.374039380934
2025-06-01T00:00:00Z,1658.1366545362887
2025-05-31T00:00:00Z,2613.488423811798
2025-05-30T00:00:00Z,4501.4683696266875
2025-05-29T00:00:00Z,4242.054069455869
2025-05-28T00:00:00Z,5120.031629055728
2025-05-27T00:00:00Z,5084.41455033934
2025-05-26T00:00:00Z,3742.847236910818
2025-05-25T00:00:00Z,2095.2159569727496
2025-05-24T00:00:00Z,2623.4115695056785
2025-05-23T00:00:00Z,7720.611343865593
2025-05-22T00:00:00Z,8549.924155450402
2025-05-21T00:00:00Z,4900.1421772979675
2025-05-20T00:00:00Z,3127.5171188643367
2025-05-19T00:00:00Z,6127.811627977508
2025-05-18T00:00:00Z,2615.5010683811047
2025-05-17T00:00:00Z,3076.692190675787
2025-05-16T00:00:00Z,5679.34808069524
2025-05-15T00:00:00Z,6754.839138864875
2025-05-14T00:00:00Z,6854.239955847797
2025-05-13T00:00:00Z,6251.915848601725
2025-05-12T00:00:00Z,7678.695502178511
2025-05-11T00:00:00Z,3761.480734005758
2025-05-10T00:00:00Z,4209.194730565174
2025-05-09T00:00:00Z,10766.866543166214
2025-05-08T00:00:00Z,6498.568843832878
2025-05-07T00:00:00Z,4500.25344597705
2025-05-06T00:00:00Z,3833.3307010059207
2025-05-05T00:00:00Z,3410.438547711762
2025-05-04T00:00:00Z,2330.285321196051
2025-05-03T00:00:00Z,1800.0681557959158
2025-05-02T00:00:00Z,2869.100426522158
2025-05-01T00:00:00Z,3504.9153454775374
2025-04-30T00:00:00Z,3329.516424108305
2025-04-29T00:00:00Z,3795.8436017595727
2025-04-28T00:00:00Z,4324.860199465307
2025-04-27T00:00:00Z,2073.547673302323
2025-04-26T00:00:00Z,2753.8143661401846
2025-04-25T00:00:00Z,3544.904273810109
2025-04-24T00:00:00Z,4612.1190767330245
2025-04-23T00:00:00Z,5475.810206415968
2025-04-22T00:00:00Z,7145.952240022842
2025-04-21T00:00:00Z,2991.5276012561258
2025-04-20T00:00:00Z,2345.0453080365432
2025-04-19T00:00:00Z,2064.1695810732963
2025-04-18T00:00:00Z,2061.0198068531745
2025-04-17T00:00:00Z,3671.3771818205796
2025-04-16T00:00:00Z,4109.371744397833
2025-04-15T00:00:00Z,3861.7918995382206
2025-04-14T00:00:00Z,3856.300784445472
2025-04-13T00:00:00Z,2916.993245092416
2025-04-12T00:00:00Z,2321.227361650274
2025-04-11T00:00:00Z,3873.490366169854
