Datetime,Tokens Transferred Between EOA USD (Median)
2026-04-10T00:00:00Z,0.00000224565538685
2026-04-09T00:00:00Z,0.00000218972578897
2026-04-08T00:00:00Z,0.003558535986473387
2026-04-07T00:00:00Z,0.000002239649163
2026-04-06T00:00:00Z,0.00000210683392623
2026-04-05T00:00:00Z,0.00000210908615389
2026-04-04T00:00:00Z,0.00000206525074254
2026-04-03T00:00:00Z,0.00000205356597024
2026-04-02T00:00:00Z,0.00000205678744085
2026-04-01T00:00:00Z,0.044785887476057
2026-03-31T00:00:00Z,0.015666685950877862
2026-03-30T00:00:00Z,0.00000202471663067
2026-03-29T00:00:00Z,0.00000198296883743
2026-03-28T00:00:00Z,0.00000199305014146
2026-03-27T00:00:00Z,0.0000019921388744
2026-03-26T00:00:00Z,0.00000205898620624
2026-03-25T00:00:00Z,0.007799465670193723
2026-03-24T00:00:00Z,0.00000215553374928
2026-03-23T00:00:00Z,0.00000215154988627
2026-03-22T00:00:00Z,0.00000205340398304
2026-03-21T00:00:00Z,0.00000208449758734
2026-03-20T00:00:00Z,0.00000214593853684
2026-03-19T00:00:00Z,0.009185502103404896
2026-03-18T00:00:00Z,0.004483523256493331
2026-03-17T00:00:00Z,0.000023178853882
2026-03-16T00:00:00Z,0.1176517054235
2026-03-15T00:00:00Z,0.42479603062455
2026-03-14T00:00:00Z,0.005933011541674612
2026-03-13T00:00:00Z,0.07727319754381812
2026-03-12T00:00:00Z,0.09475691820150085
2026-03-11T00:00:00Z,0.205217151812
2026-03-10T00:00:00Z,0.13868994688802141
2026-03-09T00:00:00Z,0.14397476194856848
2026-03-08T00:00:00Z,0.22991406302956147
2026-03-07T00:00:00Z,0.23369910979911965
2026-03-06T00:00:00Z,0.1704276137366272
2026-03-05T00:00:00Z,0.40422769838295
2026-03-04T00:00:00Z,4.152914984004651
2026-03-03T00:00:00Z,1.2493398672826075
2026-03-02T00:00:00Z,0.08512842256716759
2026-03-01T00:00:00Z,1.9343395319054535
2026-02-28T00:00:00Z,0.145676127285833
2026-02-27T00:00:00Z,0.965562933115
2026-02-26T00:00:00Z,0.4025011488777892
2026-02-25T00:00:00Z,0.014490205121548068
2026-02-24T00:00:00Z,0.37102547508223654
2026-02-23T00:00:00Z,0.009385923827406306
2026-02-22T00:00:00Z,0.12847723524267546
2026-02-21T00:00:00Z,0.9913186734305651
2026-02-20T00:00:00Z,5.724659522106786
2026-02-19T00:00:00Z,1.82524805555976
2026-02-18T00:00:00Z,0.195509422825
2026-02-17T00:00:00Z,0.769723693985351
2026-02-16T00:00:00Z,0.0697809419024586
2026-02-15T00:00:00Z,1.8643275749903359
2026-02-14T00:00:00Z,3.3621777221401
2026-02-13T00:00:00Z,0.2824125046188916
2026-02-12T00:00:00Z,0.2337819645264
2026-02-11T00:00:00Z,0.004449898855420989
2026-02-10T00:00:00Z,0.00202167003848
2026-02-09T00:00:00Z,0.003530242779047124
2026-02-08T00:00:00Z,0.08738430467162807
2026-02-07T00:00:00Z,0.03493027968040104
2026-02-06T00:00:00Z,0.07857287871913712
2026-02-05T00:00:00Z,0.24730698003151907
2026-02-04T00:00:00Z,0.000654440908180604
2026-02-03T00:00:00Z,0.04448832045150379
2026-02-02T00:00:00Z,0.0703499984085
2026-02-01T00:00:00Z,0.10178994163094732
2026-01-31T00:00:00Z,4.780837634079
2026-01-30T00:00:00Z,2.287116242127886
2026-01-29T00:00:00Z,0.13092699850604242
2026-01-28T00:00:00Z,0.14025442315631398
2026-01-27T00:00:00Z,0.054049099356461974
2026-01-26T00:00:00Z,0.19153574914166618
2026-01-25T00:00:00Z,0.20440371672200666
2026-01-24T00:00:00Z,0.13948919731584414
2026-01-23T00:00:00Z,0.14113237508520515
2026-01-22T00:00:00Z,0.1375015507415807
2026-01-21T00:00:00Z,0.14314395334936067
2026-01-20T00:00:00Z,0.21779741302218364
2026-01-19T00:00:00Z,0.0209887864298512
2026-01-18T00:00:00Z,0.12140601419271121
2026-01-17T00:00:00Z,0.002900026756080384
2026-01-16T00:00:00Z,0.12683884388588662
2026-01-15T00:00:00Z,0.03691396419716159
2026-01-14T00:00:00Z,0.010078481716911529
2026-01-13T00:00:00Z,0.03352122688364779
2026-01-12T00:00:00Z,0.17160158630896166
2026-01-11T00:00:00Z,0.43224261715123474
2026-01-10T00:00:00Z,0.3391983499531
2026-01-09T00:00:00Z,0.6115878980999863
2026-01-08T00:00:00Z,1.9900271092767077
2026-01-07T00:00:00Z,1.001643697609902
2026-01-06T00:00:00Z,4.3151609904444
2026-01-05T00:00:00Z,0.8107624666673312
2026-01-04T00:00:00Z,3.2736876740848118
2026-01-03T00:00:00Z,0.1562747501025
2026-01-02T00:00:00Z,3.12415527613
2026-01-01T00:00:00Z,0.08337529107070271
2025-12-31T00:00:00Z,2.742808567080456
2025-12-30T00:00:00Z,4.05926033452889
2025-12-29T00:00:00Z,0.5302308336849041
2025-12-28T00:00:00Z,9.888502973336692
2025-12-27T00:00:00Z,14.71787431200357
2025-12-26T00:00:00Z,15.06279699909041
2025-12-25T00:00:00Z,16.732076580547737
2025-12-24T00:00:00Z,14.723925250837844
2025-12-23T00:00:00Z,14.813139169846348
2025-12-22T00:00:00Z,12.005847292526902
2025-12-21T00:00:00Z,10.204327197408
2025-12-20T00:00:00Z,3.869940852388
2025-12-19T00:00:00Z,15.0087670994016
2025-12-18T00:00:00Z,9.53960656228136
2025-12-17T00:00:00Z,10.919985403814078
2025-12-16T00:00:00Z,13.79529852216315
2025-12-15T00:00:00Z,23.7173167516
2025-12-14T00:00:00Z,29.695825435656285
2025-12-13T00:00:00Z,25.953782431437702
2025-12-12T00:00:00Z,27.765695166300002
2025-12-11T00:00:00Z,29.141994776479358
2025-12-10T00:00:00Z,29.8160109656618
2025-12-09T00:00:00Z,32.76076802059997
2025-12-08T00:00:00Z,28.325674349231143
2025-12-07T00:00:00Z,27.55423632296383
2025-12-06T00:00:00Z,15.08019173117836
2025-12-05T00:00:00Z,16.01337472766215
2025-12-04T00:00:00Z,14.581289676437521
2025-12-03T00:00:00Z,5.183060777017898
2025-12-02T00:00:00Z,11.74080680159279
2025-12-01T00:00:00Z,13.956577912875042
2025-11-30T00:00:00Z,5.628961023952538
2025-11-29T00:00:00Z,16.958341519258102
2025-11-28T00:00:00Z,19.06721460648879
2025-11-27T00:00:00Z,2.41191602268
2025-11-26T00:00:00Z,17.924303759695952
2025-11-25T00:00:00Z,24.842839497452655
2025-11-24T00:00:00Z,21.02093996170981
2025-11-23T00:00:00Z,19.5028666436355
2025-11-22T00:00:00Z,21.611194108446636
2025-11-21T00:00:00Z,31.156622936963306
2025-11-20T00:00:00Z,28.257109112436424
2025-11-19T00:00:00Z,26.161697074853066
2025-11-18T00:00:00Z,28.099694262960003
2025-11-17T00:00:00Z,27.255878881647337
2025-11-16T00:00:00Z,23.216853151142654
2025-11-15T00:00:00Z,28.493041560660004
2025-11-14T00:00:00Z,30.01493868517779
2025-11-13T00:00:00Z,29.487247955894514
2025-11-12T00:00:00Z,25.71647371060059
2025-11-11T00:00:00Z,23.347740406258236
2025-11-10T00:00:00Z,21.42339095753155
2025-11-09T00:00:00Z,17.901908722461705
2025-11-08T00:00:00Z,16.42382932231197
2025-11-07T00:00:00Z,34.171329080301625
2025-11-06T00:00:00Z,29.424935411825803
2025-11-05T00:00:00Z,26.145517488784556
2025-11-04T00:00:00Z,32.582181748052705
2025-11-03T00:00:00Z,29.741650906546838
2025-11-02T00:00:00Z,22.572722433232837
2025-11-01T00:00:00Z,34.85688426936
2025-10-31T00:00:00Z,28.502843116174922
2025-10-30T00:00:00Z,30.038672798431424
2025-10-29T00:00:00Z,23.058807796999712
2025-10-28T00:00:00Z,15.275817718519878
2025-10-27T00:00:00Z,28.84031850623
2025-10-26T00:00:00Z,30.425751228518592
2025-10-25T00:00:00Z,31.570532296376854
2025-10-24T00:00:00Z,35.42995283121
2025-10-23T00:00:00Z,29.216318079003965
2025-10-22T00:00:00Z,19.82744311238981
2025-10-21T00:00:00Z,16.366876443185046
2025-10-20T00:00:00Z,26.335042673430898
2025-10-19T00:00:00Z,23.561409438229685
2025-10-18T00:00:00Z,24.544234736343
2025-10-17T00:00:00Z,31.33577834181717
2025-10-16T00:00:00Z,30.380324135382
2025-10-15T00:00:00Z,26.845590435813396
