Datetime,Tokens Transferred by External Contract Calls (Median)
2026-04-10T00:00:00Z,0.000449950267928757
2026-04-09T00:00:00Z,0.0001947951327531
2026-04-08T00:00:00Z,0.000477311963111575
2026-04-07T00:00:00Z,0.000236255568684763
2026-04-06T00:00:00Z,0.0002914669156376
2026-04-05T00:00:00Z,0.000116110209343793
2026-04-04T00:00:00Z,0.00026
2026-04-03T00:00:00Z,0.000440640760117272
2026-04-02T00:00:00Z,0.000601198278561385
2026-04-01T00:00:00Z,0.001
2026-03-31T00:00:00Z,0.000989222421715411
2026-03-30T00:00:00Z,0.0008
2026-03-29T00:00:00Z,0.000545592376622612
2026-03-28T00:00:00Z,0.000479274777261745
2026-03-27T00:00:00Z,0.000250157528675489
2026-03-26T00:00:00Z,0.0004
2026-03-25T00:00:00Z,0.000510426890500679
2026-03-24T00:00:00Z,0.000015773736940802
2026-03-23T00:00:00Z,0.00043914197055744
2026-03-22T00:00:00Z,0.000073364542411422
2026-03-21T00:00:00Z,0.000176724117157262
2026-03-20T00:00:00Z,0.0004
2026-03-19T00:00:00Z,0.001
2026-03-18T00:00:00Z,0.000524094173383625
2026-03-17T00:00:00Z,0.000775452001356993
2026-03-16T00:00:00Z,0.0008
2026-03-15T00:00:00Z,0.000733987059969011
2026-03-14T00:00:00Z,0.003802673355623726
2026-03-13T00:00:00Z,0.000936430533552455
2026-03-12T00:00:00Z,0.0006965
2026-03-11T00:00:00Z,0.000299711589011885
2026-03-10T00:00:00Z,0.000483700058968869
2026-03-09T00:00:00Z,0.000893322227616936
2026-03-08T00:00:00Z,0.00029584472853
2026-03-07T00:00:00Z,0.00102327857605351
2026-03-06T00:00:00Z,0.00097031
2026-03-05T00:00:00Z,0.0008
2026-03-04T00:00:00Z,0.000692164852892303
2026-03-03T00:00:00Z,0.0004
2026-03-02T00:00:00Z,0.001
2026-03-01T00:00:00Z,0.001
2026-02-28T00:00:00Z,0.00015
2026-02-27T00:00:00Z,0.00055
2026-02-26T00:00:00Z,0.0005
2026-02-25T00:00:00Z,0.0005
2026-02-24T00:00:00Z,0.000372357624511213
2026-02-23T00:00:00Z,0.0001
2026-02-22T00:00:00Z,0.000331460357934201
2026-02-21T00:00:00Z,0.000597865953226349
2026-02-20T00:00:00Z,0.000515569894370396
2026-02-19T00:00:00Z,0.00049
2026-02-18T00:00:00Z,0.00164058
2026-02-17T00:00:00Z,0.003001335228239013
2026-02-16T00:00:00Z,0.000612198510988641
2026-02-15T00:00:00Z,0.000512408974844922
2026-02-14T00:00:00Z,0.0005
2026-02-13T00:00:00Z,0.0005
2026-02-12T00:00:00Z,0.0005
2026-02-11T00:00:00Z,0.00043926432222088
2026-02-10T00:00:00Z,0.000454704923223607
2026-02-09T00:00:00Z,0.000455325352075097
2026-02-08T00:00:00Z,0.000606503712469787
2026-02-07T00:00:00Z,0.000733215587238927
2026-02-06T00:00:00Z,0.002
2026-02-05T00:00:00Z,0.002201787744167687
2026-02-04T00:00:00Z,0.001103835607970576
2026-02-03T00:00:00Z,0.000913979698561926
2026-02-02T00:00:00Z,0.00044
2026-02-01T00:00:00Z,0.001
2026-01-31T00:00:00Z,0.0026
