Datetime,Transactions Between EOA (Total)
2022-01-12T00:00:00Z,478346
2022-01-11T00:00:00Z,440064
2022-01-10T00:00:00Z,390341
2022-01-09T00:00:00Z,403323
2022-01-08T00:00:00Z,448501
2022-01-07T00:00:00Z,444837
2022-01-06T00:00:00Z,469059
2022-01-05T00:00:00Z,481258
2022-01-04T00:00:00Z,458113
2022-01-03T00:00:00Z,435860
2022-01-02T00:00:00Z,397035
2022-01-01T00:00:00Z,417743
2021-12-31T00:00:00Z,438227
2021-12-30T00:00:00Z,470742
2021-12-29T00:00:00Z,425541
2021-12-28T00:00:00Z,465539
2021-12-27T00:00:00Z,464496
2021-12-26T00:00:00Z,415972
2021-12-25T00:00:00Z,407670
2021-12-24T00:00:00Z,444454
2021-12-23T00:00:00Z,460220
2021-12-22T00:00:00Z,478787
2021-12-21T00:00:00Z,452860
2021-12-20T00:00:00Z,457812
2021-12-19T00:00:00Z,415492
2021-12-18T00:00:00Z,420336
2021-12-17T00:00:00Z,494946
2021-12-16T00:00:00Z,466089
2021-12-15T00:00:00Z,465399
2021-12-14T00:00:00Z,457363
2021-12-13T00:00:00Z,475458
2021-12-12T00:00:00Z,450714
2021-12-11T00:00:00Z,460019
2021-12-10T00:00:00Z,487112
2021-12-09T00:00:00Z,490211
2021-12-08T00:00:00Z,516267
2021-12-07T00:00:00Z,462478
2021-12-06T00:00:00Z,472236
2021-12-05T00:00:00Z,681370
2021-12-04T00:00:00Z,440819
2021-12-03T00:00:00Z,433483
2021-12-02T00:00:00Z,475404
2021-12-01T00:00:00Z,462660
2021-11-30T00:00:00Z,507253
2021-11-29T00:00:00Z,479702
2021-11-28T00:00:00Z,409720
2021-11-27T00:00:00Z,433016
2021-11-26T00:00:00Z,470468
2021-11-25T00:00:00Z,469791
2021-11-24T00:00:00Z,493385
2021-11-23T00:00:00Z,459821
2021-11-22T00:00:00Z,438479
2021-11-21T00:00:00Z,476630
2021-11-20T00:00:00Z,425098
2021-11-19T00:00:00Z,489334
2021-11-18T00:00:00Z,473581
2021-11-17T00:00:00Z,568886
2021-11-16T00:00:00Z,483717
2021-11-15T00:00:00Z,493732
2021-11-14T00:00:00Z,524109
2021-11-13T00:00:00Z,537265
2021-11-12T00:00:00Z,536196
2021-11-11T00:00:00Z,531049
2021-11-10T00:00:00Z,546187
2021-11-09T00:00:00Z,482448
2021-11-08T00:00:00Z,494874
2021-11-07T00:00:00Z,482837
2021-11-06T00:00:00Z,476281
2021-11-05T00:00:00Z,500377
2021-11-04T00:00:00Z,506771
2021-11-03T00:00:00Z,534164
2021-11-02T00:00:00Z,533659
2021-11-01T00:00:00Z,502721
2021-10-31T00:00:00Z,481467
2021-10-30T00:00:00Z,538678
2021-10-29T00:00:00Z,613304
2021-10-28T00:00:00Z,632475
2021-10-27T00:00:00Z,537226
2021-10-26T00:00:00Z,528348
2021-10-25T00:00:00Z,496497
2021-10-24T00:00:00Z,485043
2021-10-23T00:00:00Z,493492
2021-10-22T00:00:00Z,473669
2021-10-21T00:00:00Z,495977
2021-10-20T00:00:00Z,493351
2021-10-19T00:00:00Z,455838
2021-10-18T00:00:00Z,451026
2021-10-17T00:00:00Z,419993
2021-10-16T00:00:00Z,458261
2021-10-15T00:00:00Z,474985
2021-10-14T00:00:00Z,466438
2021-10-13T00:00:00Z,422781
2021-10-12T00:00:00Z,427422
2021-10-11T00:00:00Z,410186
2021-10-10T00:00:00Z,410857
2021-10-09T00:00:00Z,456006
2021-10-08T00:00:00Z,510013
2021-10-07T00:00:00Z,515894
2021-10-06T00:00:00Z,583522
2021-10-05T00:00:00Z,453053
2021-10-04T00:00:00Z,385256
2021-10-03T00:00:00Z,400370
2021-10-02T00:00:00Z,401796
2021-10-01T00:00:00Z,469299
2021-09-30T00:00:00Z,404095
2021-09-29T00:00:00Z,384514
2021-09-28T00:00:00Z,388232
2021-09-27T00:00:00Z,392375
2021-09-26T00:00:00Z,378724
2021-09-25T00:00:00Z,394388
2021-09-24T00:00:00Z,403949
2021-09-23T00:00:00Z,433305
2021-09-22T00:00:00Z,403132
2021-09-21T00:00:00Z,404083
2021-09-20T00:00:00Z,402459
2021-09-19T00:00:00Z,392196
2021-09-18T00:00:00Z,411751
2021-09-17T00:00:00Z,402952
2021-09-16T00:00:00Z,436604
2021-09-15T00:00:00Z,464443
2021-09-14T00:00:00Z,460682
2021-09-13T00:00:00Z,513524
2021-09-12T00:00:00Z,449633
2021-09-11T00:00:00Z,496066
2021-09-10T00:00:00Z,455456
2021-09-09T00:00:00Z,435919
2021-09-08T00:00:00Z,433348
2021-09-07T00:00:00Z,482445
2021-09-06T00:00:00Z,420530
2021-09-05T00:00:00Z,396355
2021-09-04T00:00:00Z,417078
2021-09-03T00:00:00Z,423896
2021-09-02T00:00:00Z,464957
2021-09-01T00:00:00Z,457867
2021-08-31T00:00:00Z,447097
2021-08-30T00:00:00Z,420022
2021-08-29T00:00:00Z,405969
2021-08-28T00:00:00Z,407423
2021-08-27T00:00:00Z,398498
2021-08-26T00:00:00Z,402733
2021-08-25T00:00:00Z,404912
2021-08-24T00:00:00Z,427642
2021-08-23T00:00:00Z,438770
2021-08-22T00:00:00Z,399023
2021-08-21T00:00:00Z,424698
2021-08-20T00:00:00Z,451059
2021-08-19T00:00:00Z,449210
2021-08-18T00:00:00Z,418448
2021-08-17T00:00:00Z,445687
2021-08-16T00:00:00Z,459103
2021-08-15T00:00:00Z,402694
2021-08-14T00:00:00Z,408200
2021-08-13T00:00:00Z,418468
2021-08-12T00:00:00Z,426853
2021-08-11T00:00:00Z,441812
2021-08-10T00:00:00Z,438201
2021-08-09T00:00:00Z,438885
2021-08-08T00:00:00Z,443190
2021-08-07T00:00:00Z,443806
2021-08-06T00:00:00Z,442016
2021-08-05T00:00:00Z,417940
2021-08-04T00:00:00Z,454868
2021-08-03T00:00:00Z,468552
2021-08-02T00:00:00Z,486126
2021-08-01T00:00:00Z,460711
2021-07-31T00:00:00Z,466999
2021-07-30T00:00:00Z,479572
2021-07-29T00:00:00Z,475629
2021-07-28T00:00:00Z,553762
2021-07-27T00:00:00Z,579762
2021-07-26T00:00:00Z,479334
2021-07-25T00:00:00Z,411960
2021-07-24T00:00:00Z,466291
2021-07-23T00:00:00Z,448795
2021-07-22T00:00:00Z,439783
2021-07-21T00:00:00Z,440977
2021-07-20T00:00:00Z,439847
2021-07-19T00:00:00Z,418244
2021-07-18T00:00:00Z,391639
2021-07-17T00:00:00Z,408823
2021-07-16T00:00:00Z,431315
2021-07-15T00:00:00Z,458524
2021-07-14T00:00:00Z,442319
2021-07-13T00:00:00Z,424644
2021-07-12T00:00:00Z,403087
2021-07-11T00:00:00Z,384071
2021-07-10T00:00:00Z,389733
2021-07-09T00:00:00Z,429776
2021-07-08T00:00:00Z,445948
2021-07-07T00:00:00Z,453061
2021-07-06T00:00:00Z,461141
2021-07-05T00:00:00Z,425665
2021-07-04T00:00:00Z,402899
2021-07-03T00:00:00Z,404111
2021-07-02T00:00:00Z,439140
2021-07-01T00:00:00Z,474114
2021-06-30T00:00:00Z,454427
2021-06-29T00:00:00Z,479815
2021-06-28T00:00:00Z,658252
2021-06-27T00:00:00Z,457461
2021-06-26T00:00:00Z,445820
2021-06-25T00:00:00Z,480118
2021-06-24T00:00:00Z,461785
2021-06-23T00:00:00Z,452303
2021-06-22T00:00:00Z,484444
2021-06-21T00:00:00Z,441227
2021-06-20T00:00:00Z,384623
2021-06-19T00:00:00Z,375457
2021-06-18T00:00:00Z,406820
2021-06-17T00:00:00Z,421363
2021-06-16T00:00:00Z,441014
2021-06-15T00:00:00Z,444881
2021-06-14T00:00:00Z,427182
2021-06-13T00:00:00Z,433431
2021-06-12T00:00:00Z,418968
2021-06-11T00:00:00Z,410586
2021-06-10T00:00:00Z,424583
2021-06-09T00:00:00Z,432157
2021-06-08T00:00:00Z,433944
2021-06-07T00:00:00Z,453810
2021-06-06T00:00:00Z,449097
2021-06-05T00:00:00Z,474104
2021-06-04T00:00:00Z,501038
2021-06-03T00:00:00Z,517584
2021-06-02T00:00:00Z,491336
2021-06-01T00:00:00Z,505922
2021-05-31T00:00:00Z,541180
2021-05-30T00:00:00Z,508208
2021-05-29T00:00:00Z,550848
2021-05-28T00:00:00Z,495662
2021-05-27T00:00:00Z,507862
2021-05-26T00:00:00Z,515192
2021-05-25T00:00:00Z,481107
2021-05-24T00:00:00Z,512774
2021-05-23T00:00:00Z,499998
2021-05-22T00:00:00Z,522015
2021-05-21T00:00:00Z,555004
2021-05-20T00:00:00Z,627410
2021-05-19T00:00:00Z,628131
2021-05-18T00:00:00Z,565359
2021-05-17T00:00:00Z,585150
2021-05-16T00:00:00Z,607411
2021-05-15T00:00:00Z,637892
2021-05-14T00:00:00Z,660347
2021-05-13T00:00:00Z,688789
2021-05-12T00:00:00Z,737249
2021-05-11T00:00:00Z,834870
2021-05-10T00:00:00Z,777491
2021-05-09T00:00:00Z,810059
2021-05-08T00:00:00Z,785917
2021-05-07T00:00:00Z,632067
2021-05-06T00:00:00Z,642080
2021-05-05T00:00:00Z,642067
2021-05-04T00:00:00Z,654075
2021-05-03T00:00:00Z,615795
2021-05-02T00:00:00Z,571482
2021-05-01T00:00:00Z,580261
2021-04-30T00:00:00Z,555015
2021-04-29T00:00:00Z,623585
2021-04-28T00:00:00Z,636815
2021-04-27T00:00:00Z,600586
2021-04-26T00:00:00Z,587595
2021-04-25T00:00:00Z,598826
2021-04-24T00:00:00Z,607164
2021-04-23T00:00:00Z,629179
2021-04-22T00:00:00Z,665103
2021-04-21T00:00:00Z,698271
2021-04-20T00:00:00Z,748712
2021-04-19T00:00:00Z,682844
2021-04-18T00:00:00Z,626085
2021-04-17T00:00:00Z,660092
2021-04-16T00:00:00Z,630940
2021-04-15T00:00:00Z,457203
2021-04-14T00:00:00Z,580913
2021-04-13T00:00:00Z,559412
2021-04-12T00:00:00Z,544649
2021-04-11T00:00:00Z,514026
2021-04-10T00:00:00Z,567095
2021-04-09T00:00:00Z,515100
2021-04-08T00:00:00Z,511425
2021-04-07T00:00:00Z,528570
2021-04-06T00:00:00Z,540089
2021-04-05T00:00:00Z,527378
2021-04-04T00:00:00Z,487372
2021-04-03T00:00:00Z,528246
2021-04-02T00:00:00Z,559766
2021-04-01T00:00:00Z,582357
2021-03-31T00:00:00Z,545443
2021-03-30T00:00:00Z,523840
2021-03-29T00:00:00Z,490924
2021-03-28T00:00:00Z,470353
2021-03-27T00:00:00Z,482340
2021-03-26T00:00:00Z,500429
2021-03-25T00:00:00Z,537193
2021-03-24T00:00:00Z,514069
2021-03-23T00:00:00Z,521526
2021-03-22T00:00:00Z,509795
2021-03-21T00:00:00Z,470280
2021-03-20T00:00:00Z,509548
2021-03-19T00:00:00Z,513505
2021-03-18T00:00:00Z,534867
2021-03-17T00:00:00Z,509620
2021-03-16T00:00:00Z,515549
2021-03-15T00:00:00Z,525622
2021-03-14T00:00:00Z,499191
2021-03-13T00:00:00Z,530021
2021-03-12T00:00:00Z,529751
2021-03-11T00:00:00Z,535760
2021-03-10T00:00:00Z,512013
2021-03-09T00:00:00Z,498659
2021-03-08T00:00:00Z,464363
2021-03-07T00:00:00Z,439140
2021-03-06T00:00:00Z,456544
2021-03-05T00:00:00Z,441662
2021-03-04T00:00:00Z,489474
2021-03-03T00:00:00Z,475110
2021-03-02T00:00:00Z,492339
2021-03-01T00:00:00Z,469444
2021-02-28T00:00:00Z,459154
2021-02-27T00:00:00Z,476935
2021-02-26T00:00:00Z,491003
2021-02-25T00:00:00Z,482579
2021-02-24T00:00:00Z,506093
2021-02-23T00:00:00Z,500428
2021-02-22T00:00:00Z,501362
2021-02-21T00:00:00Z,474876
2021-02-20T00:00:00Z,536495
2021-02-19T00:00:00Z,533518
2021-02-18T00:00:00Z,514766
2021-02-17T00:00:00Z,492736
2021-02-16T00:00:00Z,467223
2021-02-15T00:00:00Z,444131
2021-02-14T00:00:00Z,455146
2021-02-13T00:00:00Z,487308
2021-02-12T00:00:00Z,518170
2021-02-11T00:00:00Z,519229
2021-02-10T00:00:00Z,526038
2021-02-09T00:00:00Z,529451
2021-02-08T00:00:00Z,518811
2021-02-07T00:00:00Z,497816
2021-02-06T00:00:00Z,496112
2021-02-05T00:00:00Z,535184
2021-02-04T00:00:00Z,523856
2021-02-03T00:00:00Z,527756
2021-02-02T00:00:00Z,509535
2021-02-01T00:00:00Z,502756
2021-01-31T00:00:00Z,464890
2021-01-30T00:00:00Z,473248
2021-01-29T00:00:00Z,496366
2021-01-28T00:00:00Z,428058
2021-01-27T00:00:00Z,393227
2021-01-26T00:00:00Z,441404
2021-01-25T00:00:00Z,447475
2021-01-24T00:00:00Z,407558
2021-01-23T00:00:00Z,406922
2021-01-22T00:00:00Z,428475
2021-01-21T00:00:00Z,421825
2021-01-20T00:00:00Z,453608
2021-01-19T00:00:00Z,484868
2021-01-18T00:00:00Z,429115
2021-01-17T00:00:00Z,393210
2021-01-16T00:00:00Z,438165
2021-01-15T00:00:00Z,450960
2021-01-14T00:00:00Z,413314
2021-01-13T00:00:00Z,384977
2021-01-12T00:00:00Z,407035
2021-01-11T00:00:00Z,498464
2021-01-10T00:00:00Z,451987
2021-01-09T00:00:00Z,468502
2021-01-08T00:00:00Z,485361
2021-01-07T00:00:00Z,510481
2021-01-06T00:00:00Z,478489
2021-01-05T00:00:00Z,464074
2021-01-04T00:00:00Z,492935
2021-01-03T00:00:00Z,456426
2021-01-02T00:00:00Z,374106
2021-01-01T00:00:00Z,382868
2020-12-31T00:00:00Z,383904
2020-12-30T00:00:00Z,401562
2020-12-29T00:00:00Z,405838
2020-12-28T00:00:00Z,422167
2020-12-27T00:00:00Z,411448
2020-12-26T00:00:00Z,373218
2020-12-25T00:00:00Z,359380
2020-12-24T00:00:00Z,360296
2020-12-23T00:00:00Z,404264
2020-12-22T00:00:00Z,359669
2020-12-21T00:00:00Z,354357
2020-12-20T00:00:00Z,326510
2020-12-19T00:00:00Z,415807
2020-12-18T00:00:00Z,410445
2020-12-17T00:00:00Z,516645
2020-12-16T00:00:00Z,434606
2020-12-15T00:00:00Z,407430
2020-12-14T00:00:00Z,434269
2020-12-13T00:00:00Z,403359
2020-12-12T00:00:00Z,365724
2020-12-11T00:00:00Z,352346
2020-12-10T00:00:00Z,323025
2020-12-09T00:00:00Z,347345
2020-12-08T00:00:00Z,347859
2020-12-07T00:00:00Z,328220
2020-12-06T00:00:00Z,303637
2020-12-05T00:00:00Z,333420
2020-12-04T00:00:00Z,339890
2020-12-03T00:00:00Z,347481
2020-12-02T00:00:00Z,323620
2020-12-01T00:00:00Z,365178
2020-11-30T00:00:00Z,375899
2020-11-29T00:00:00Z,354109
2020-11-28T00:00:00Z,314947
2020-11-27T00:00:00Z,358629
2020-11-26T00:00:00Z,377504
2020-11-25T00:00:00Z,400507
2020-11-24T00:00:00Z,410574
2020-11-23T00:00:00Z,399485
2020-11-22T00:00:00Z,382248
2020-11-21T00:00:00Z,390291
2020-11-20T00:00:00Z,383623
2020-11-19T00:00:00Z,353146
2020-11-18T00:00:00Z,357639
2020-11-17T00:00:00Z,357877
2020-11-16T00:00:00Z,337290
2020-11-15T00:00:00Z,298973
2020-11-14T00:00:00Z,333566
2020-11-13T00:00:00Z,351804
2020-11-12T00:00:00Z,326375
2020-11-11T00:00:00Z,331646
2020-11-10T00:00:00Z,332414
2020-11-09T00:00:00Z,330828
2020-11-08T00:00:00Z,303491
2020-11-07T00:00:00Z,352524
2020-11-06T00:00:00Z,376082
2020-11-05T00:00:00Z,347661
2020-11-04T00:00:00Z,384869
2020-11-03T00:00:00Z,323219
2020-11-02T00:00:00Z,340719
