Datetime,Tokens Transferred (Mean)
2026-04-10T00:00:00Z,1.3965385703827204
2026-04-09T00:00:00Z,1.0160900904942896
2026-04-08T00:00:00Z,1.4155465245378618
2026-04-07T00:00:00Z,1.0766901268805062
2026-04-06T00:00:00Z,1.1196698098841962
2026-04-05T00:00:00Z,0.39345218645308316
2026-04-04T00:00:00Z,0.3465997759330621
2026-04-03T00:00:00Z,0.5421638905280423
2026-04-02T00:00:00Z,1.0721420756917774
2026-04-01T00:00:00Z,1.5212894332115496
2026-03-31T00:00:00Z,1.3707608915532086
2026-03-30T00:00:00Z,1.6327232627456438
2026-03-29T00:00:00Z,0.5756613169109251
2026-03-28T00:00:00Z,0.3615466520998413
2026-03-27T00:00:00Z,1.6004292007377103
2026-03-26T00:00:00Z,1.619056500971353
2026-03-25T00:00:00Z,1.6429333783756135
2026-03-24T00:00:00Z,1.1894033361868093
2026-03-23T00:00:00Z,1.2359127199926976
2026-03-22T00:00:00Z,2.6468915783121756
2026-03-21T00:00:00Z,0.35626244064511164
2026-03-20T00:00:00Z,1.3918695418782059
2026-03-19T00:00:00Z,1.2078848399515285
2026-03-18T00:00:00Z,1.5698089511472026
2026-03-17T00:00:00Z,1.4776014661752979
2026-03-16T00:00:00Z,2.1548392251226094
2026-03-15T00:00:00Z,0.8429023714615843
2026-03-14T00:00:00Z,0.6180164457734979
2026-03-13T00:00:00Z,1.9525695323128367
2026-03-12T00:00:00Z,1.6495226245266188
2026-03-11T00:00:00Z,2.0084177980508957
2026-03-10T00:00:00Z,2.116545263562339
2026-03-09T00:00:00Z,2.022398908371698
2026-03-08T00:00:00Z,1.3545519487139992
2026-03-07T00:00:00Z,0.9787157487874092
2026-03-06T00:00:00Z,2.3073792123153374
2026-03-05T00:00:00Z,2.411324791030425
2026-03-04T00:00:00Z,3.469400843209955
2026-03-03T00:00:00Z,2.3726757830388596
2026-03-02T00:00:00Z,2.4328963579856153
2026-03-01T00:00:00Z,1.4124696795500336
2026-02-28T00:00:00Z,1.2430698215748812
2026-02-27T00:00:00Z,2.058840279419182
2026-02-26T00:00:00Z,2.61751280240446
2026-02-25T00:00:00Z,2.286432183862928
2026-02-24T00:00:00Z,2.4178696783042666
