Datetime,Tokens Transferred Between EOA USD (Total)
2024-08-21T00:00:00Z,2435895021.995603
2024-08-20T00:00:00Z,2115167359.7669778
2024-08-19T00:00:00Z,2414702863.5144396
2024-08-18T00:00:00Z,819623693.8257308
2024-08-17T00:00:00Z,780810889.3218368
2024-08-16T00:00:00Z,2012659087.321703
2024-08-15T00:00:00Z,1946174862.742737
2024-08-14T00:00:00Z,2944027668.6560407
2024-08-13T00:00:00Z,2024463956.0193155
2024-08-12T00:00:00Z,3363807069.989084
2024-08-11T00:00:00Z,1115685945.5323977
2024-08-10T00:00:00Z,1005252056.3963697
2024-08-09T00:00:00Z,3088656052.328828
2024-08-08T00:00:00Z,3697081367.691649
2024-08-07T00:00:00Z,4348794145.499016
2024-08-06T00:00:00Z,5557829322.17344
2024-08-05T00:00:00Z,9617577194.424097
2024-08-04T00:00:00Z,2003883908.2193103
2024-08-03T00:00:00Z,1744779541.237822
2024-08-02T00:00:00Z,4385775462.934496
2024-08-01T00:00:00Z,4404831602.715017
2024-07-31T00:00:00Z,4257541108.7245693
2024-07-30T00:00:00Z,5764301818.293153
2024-07-29T00:00:00Z,7034262766.265703
2024-07-28T00:00:00Z,1102831321.1348536
2024-07-27T00:00:00Z,1641673770.7792668
2024-07-26T00:00:00Z,6649582106.960041
2024-07-25T00:00:00Z,8252664870.570869
2024-07-24T00:00:00Z,7841458027.417794
2024-07-23T00:00:00Z,4699399381.367778
2024-07-22T00:00:00Z,6995983373.724783
2024-07-21T00:00:00Z,1507672740.4838984
2024-07-20T00:00:00Z,1339030597.7646153
2024-07-19T00:00:00Z,2927397439.4053345
2024-07-18T00:00:00Z,2286841005.145811
2024-07-17T00:00:00Z,2838560099.4466257
2024-07-16T00:00:00Z,3551139066.8085656
2024-07-15T00:00:00Z,3328672662.880965
2024-07-14T00:00:00Z,1018393912.7840688
2024-07-13T00:00:00Z,1205994820.6983914
2024-07-12T00:00:00Z,2587099195.5600963
2024-07-11T00:00:00Z,2546425878.2840805
2024-07-10T00:00:00Z,2385532398.738814
2024-07-09T00:00:00Z,2524314279.083574
2024-07-08T00:00:00Z,2387568559.858079
2024-07-07T00:00:00Z,1300828596.565668
2024-07-06T00:00:00Z,1236701183.9567032
2024-07-05T00:00:00Z,3995746885.6195083
2024-07-04T00:00:00Z,2556469922.7408576
2024-07-03T00:00:00Z,2899860674.689199
2024-07-02T00:00:00Z,2707965834.299053
2024-07-01T00:00:00Z,2964799225.767152
2024-06-30T00:00:00Z,1631801393.4615235
2024-06-29T00:00:00Z,1134851908.8427138
2024-06-28T00:00:00Z,3487084901.926392
2024-06-27T00:00:00Z,3081492020.3415813
2024-06-26T00:00:00Z,2578443241.3784537
2024-06-25T00:00:00Z,2844513655.0730996
2024-06-24T00:00:00Z,3246751240.9139132
2024-06-23T00:00:00Z,1471975561.846868
2024-06-22T00:00:00Z,1055184535.9799944
2024-06-21T00:00:00Z,2405838960.3476725
2024-06-20T00:00:00Z,2430787909.9726415
2024-06-19T00:00:00Z,2695218448.590361
2024-06-18T00:00:00Z,3431325030.247931
2024-06-17T00:00:00Z,2944630538.2300673
2024-06-16T00:00:00Z,1166050352.2308617
2024-06-15T00:00:00Z,1342518202.2845926
2024-06-14T00:00:00Z,2840703086.386177
2024-06-13T00:00:00Z,2589694633.2986484
2024-06-12T00:00:00Z,3054348992.3798156
2024-06-11T00:00:00Z,4509303465.878742
2024-06-10T00:00:00Z,2301001656.3940835
2024-06-09T00:00:00Z,1049186204.0969719
2024-06-08T00:00:00Z,1707717567.7201307
2024-06-07T00:00:00Z,2807580479.9007454
2024-06-06T00:00:00Z,3297356776.1082935
2024-06-05T00:00:00Z,2779293131.43972
2024-06-04T00:00:00Z,2550634116.2310567
2024-06-03T00:00:00Z,3056359036.2519665
2024-06-02T00:00:00Z,1298475571.0320714
2024-06-01T00:00:00Z,1451008761.4546363
2024-05-31T00:00:00Z,3328509363.9658837
2024-05-30T00:00:00Z,6738024552.682522
2024-05-29T00:00:00Z,3470525310.8542366
2024-05-28T00:00:00Z,3913652137.966777
2024-05-27T00:00:00Z,3641605868.61449
2024-05-26T00:00:00Z,2227176813.931782
2024-05-25T00:00:00Z,2728771025.9448805
2024-05-24T00:00:00Z,5247470919.87971
2024-05-23T00:00:00Z,7044578882.688059
2024-05-22T00:00:00Z,5416596784.2865715
2024-05-21T00:00:00Z,8032155223.202979
2024-05-20T00:00:00Z,4567606451.585517
2024-05-19T00:00:00Z,1012485063.5080117
2024-05-18T00:00:00Z,1159521530.5081456
2024-05-17T00:00:00Z,2132782229.9311526
2024-05-16T00:00:00Z,2834462395.7396607
2024-05-15T00:00:00Z,2522842235.7509475
2024-05-14T00:00:00Z,1744668486.5510664
2024-05-13T00:00:00Z,3276711502.7046747
2024-05-12T00:00:00Z,916559977.4065421
2024-05-11T00:00:00Z,871214970.4988621
2024-05-10T00:00:00Z,2207747007.4776115
2024-05-09T00:00:00Z,2239999727.157089
2024-05-08T00:00:00Z,2271240022.0751534
2024-05-07T00:00:00Z,2703361573.773684
2024-05-06T00:00:00Z,2278737489.7541213
2024-05-05T00:00:00Z,1122683301.425525
2024-05-04T00:00:00Z,1057975663.5144039
2024-05-03T00:00:00Z,2165720033.3098116
2024-05-02T00:00:00Z,2447972240.34511
2024-05-01T00:00:00Z,3830868855.2793303
2024-04-30T00:00:00Z,2878934177.674591
2024-04-29T00:00:00Z,3077311439.956127
2024-04-28T00:00:00Z,1927653269.071458
2024-04-27T00:00:00Z,1678859037.657966
2024-04-26T00:00:00Z,2283043382.9069977
2024-04-25T00:00:00Z,2768767411.252817
2024-04-24T00:00:00Z,2657125888.9154134
2024-04-23T00:00:00Z,2740510855.4531646
2024-04-22T00:00:00Z,2464683894.602339
2024-04-21T00:00:00Z,1274043726.3491426
2024-04-20T00:00:00Z,1615700739.1037185
2024-04-19T00:00:00Z,2995492079.7670336
2024-04-18T00:00:00Z,3722497843.0859685
2024-04-17T00:00:00Z,2867721381.1026187
2024-04-16T00:00:00Z,3259768264.783194
2024-04-15T00:00:00Z,3746903892.2104073
2024-04-14T00:00:00Z,2968229974.0381866
2024-04-13T00:00:00Z,3934556439.3445015
2024-04-12T00:00:00Z,3460539657.1544795
2024-04-11T00:00:00Z,3923936131.405398
2024-04-10T00:00:00Z,3303761531.6957736
2024-04-09T00:00:00Z,4584870784.359997
2024-04-08T00:00:00Z,5059093853.723082
2024-04-07T00:00:00Z,2118375001.0566547
2024-04-06T00:00:00Z,1610642447.3916636
2024-04-05T00:00:00Z,3144193145.4283867
2024-04-04T00:00:00Z,4130291575.0872083
2024-04-03T00:00:00Z,3847479490.1947036
2024-04-02T00:00:00Z,4712094777.182741
2024-04-01T00:00:00Z,3874942764.908573
2024-03-31T00:00:00Z,2335188704.438561
2024-03-30T00:00:00Z,2112608103.2793553
2024-03-29T00:00:00Z,3233249441.03419
2024-03-28T00:00:00Z,3806237383.699106
2024-03-27T00:00:00Z,5184780079.794956
2024-03-26T00:00:00Z,5514934299.9267435
2024-03-25T00:00:00Z,4466369944.877184
2024-03-24T00:00:00Z,1848905911.3619833
2024-03-23T00:00:00Z,2079081379.6130908
2024-03-22T00:00:00Z,3717207130.712158
2024-03-21T00:00:00Z,4183140256.6363487
2024-03-20T00:00:00Z,6370205078.598702
2024-03-19T00:00:00Z,5427365701.803164
2024-03-18T00:00:00Z,5257942388.844303
2024-03-17T00:00:00Z,3303120607.913525
2024-03-16T00:00:00Z,3188953446.2792006
2024-03-15T00:00:00Z,5962026763.942562
2024-03-14T00:00:00Z,5420350013.306503
2024-03-13T00:00:00Z,6299977245.846991
2024-03-12T00:00:00Z,6405548826.612022
2024-03-11T00:00:00Z,7067649911.0022745
2024-03-10T00:00:00Z,2769558101.5351157
2024-03-09T00:00:00Z,2904667161.1620107
2024-03-08T00:00:00Z,5428250319.131827
2024-03-07T00:00:00Z,4895795667.2443905
2024-03-06T00:00:00Z,6813386594.971378
2024-03-05T00:00:00Z,6777318120.653173
2024-03-04T00:00:00Z,4661053674.293283
2024-03-03T00:00:00Z,2224728022.5453525
2024-03-02T00:00:00Z,2410580454.560453
2024-03-01T00:00:00Z,3734872745.1495595
2024-02-29T00:00:00Z,4221129118.4159775
2024-02-28T00:00:00Z,5730861576.72811
2024-02-27T00:00:00Z,4932894977.353513
2024-02-26T00:00:00Z,4224469886.59454
2024-02-25T00:00:00Z,2593451703.888543
2024-02-24T00:00:00Z,1919615258.021423
2024-02-23T00:00:00Z,2632778089.6547513
2024-02-22T00:00:00Z,3376458727.429181
2024-02-21T00:00:00Z,3833366284.405374
2024-02-20T00:00:00Z,4205126267.9446063
2024-02-19T00:00:00Z,3632318849.2685776
2024-02-18T00:00:00Z,1701614673.1478436
2024-02-17T00:00:00Z,1333691661.0503345
2024-02-16T00:00:00Z,2625350260.669007
2024-02-15T00:00:00Z,2971118941.2129283
2024-02-14T00:00:00Z,3986056571.267994
2024-02-13T00:00:00Z,2983693637.5979867
2024-02-12T00:00:00Z,2819326776.903642
2024-02-11T00:00:00Z,1028365350.0581462
2024-02-10T00:00:00Z,1368088870.0747507
2024-02-09T00:00:00Z,3930860114.6020145
2024-02-08T00:00:00Z,2989695788.479322
2024-02-07T00:00:00Z,3665738331.245366
2024-02-06T00:00:00Z,2753668816.563726
2024-02-05T00:00:00Z,2652950179.4767184
2024-02-04T00:00:00Z,1334584378.383393
2024-02-03T00:00:00Z,880114434.6470608
2024-02-02T00:00:00Z,2017949067.2412238
2024-02-01T00:00:00Z,2463452277.520368
2024-01-31T00:00:00Z,3816407453.522283
2024-01-30T00:00:00Z,2888857862.4854965
2024-01-29T00:00:00Z,2563270165.9895062
2024-01-28T00:00:00Z,1079456399.6220083
2024-01-27T00:00:00Z,1207286701.907691
2024-01-26T00:00:00Z,2455310031.125652
2024-01-25T00:00:00Z,6363678552.744044
2024-01-24T00:00:00Z,2141667958.3704927
2024-01-23T00:00:00Z,4790878598.720694
2024-01-22T00:00:00Z,3083896844.3801775
2024-01-21T00:00:00Z,1292739721.269645
2024-01-20T00:00:00Z,1089499797.2809467
2024-01-19T00:00:00Z,2421763842.180011
2024-01-18T00:00:00Z,2819964938.0649724
2024-01-17T00:00:00Z,2230416578.091446
2024-01-16T00:00:00Z,2331320366.198297
2024-01-15T00:00:00Z,2386713649.002443
2024-01-14T00:00:00Z,1463846514.15094
2024-01-13T00:00:00Z,1760072320.4807518
2024-01-12T00:00:00Z,3833148681.399106
2024-01-11T00:00:00Z,4859240676.302802
2024-01-10T00:00:00Z,4426282273.856864
2024-01-09T00:00:00Z,2866040204.12343
2024-01-08T00:00:00Z,2932833739.5819683
2024-01-07T00:00:00Z,988412855.444688
2024-01-06T00:00:00Z,1211088377.5041952
2024-01-05T00:00:00Z,2480672806.7180686
2024-01-04T00:00:00Z,2409608018.245904
2024-01-03T00:00:00Z,2763856143.039419
2024-01-02T00:00:00Z,2678308478.914958
2024-01-01T00:00:00Z,1667933991.8724189
2023-12-31T00:00:00Z,1391817091.138595
2023-12-30T00:00:00Z,1642126256.902987
2023-12-29T00:00:00Z,3087981650.9303656
2023-12-28T00:00:00Z,3205001176.390361
2023-12-27T00:00:00Z,2979876304.2742367
2023-12-26T00:00:00Z,2946282109.0663495
2023-12-25T00:00:00Z,1431537637.103436
2023-12-24T00:00:00Z,1422074346.6146293
2023-12-23T00:00:00Z,1643264709.2368054
2023-12-22T00:00:00Z,3803521166.6565666
2023-12-21T00:00:00Z,3093371980.4714694
2023-12-20T00:00:00Z,3700682359.305201
2023-12-19T00:00:00Z,3298610257.234933
2023-12-18T00:00:00Z,3424194577.203593
2023-12-17T00:00:00Z,1800637933.610424
2023-12-16T00:00:00Z,1439973177.1179645
2023-12-15T00:00:00Z,2499168569.978433
2023-12-14T00:00:00Z,2027512706.545287
2023-12-13T00:00:00Z,2273602987.1831613
2023-12-12T00:00:00Z,2197002374.263313
2023-12-11T00:00:00Z,2846780836.3772464
2023-12-10T00:00:00Z,1414267203.4046113
2023-12-09T00:00:00Z,1317586168.0866356
2023-12-08T00:00:00Z,2595802102.602894
2023-12-07T00:00:00Z,2429674739.186279
2023-12-06T00:00:00Z,2851814235.538003
2023-12-05T00:00:00Z,2497037233.8961396
2023-12-04T00:00:00Z,3158387669.266724
2023-12-03T00:00:00Z,1330316828.47593
2023-12-02T00:00:00Z,1149145668.4717674
2023-12-01T00:00:00Z,2759486846.5157294
2023-11-30T00:00:00Z,2346699713.610041
2023-11-29T00:00:00Z,1801154029.4091017
2023-11-28T00:00:00Z,2011526285.283612
2023-11-27T00:00:00Z,2228164162.1149526
2023-11-26T00:00:00Z,990201792.1944166
2023-11-25T00:00:00Z,1088508200.9830282
2023-11-24T00:00:00Z,2292454535.2313766
2023-11-23T00:00:00Z,2235364303.888137
2023-11-22T00:00:00Z,2723439969.486911
2023-11-21T00:00:00Z,1754831849.0818164
2023-11-20T00:00:00Z,1915341240.9613564
2023-11-19T00:00:00Z,1369314504.856443
2023-11-18T00:00:00Z,1467662432.4125285
2023-11-17T00:00:00Z,1922409786.0831
2023-11-16T00:00:00Z,2099170983.0244298
2023-11-15T00:00:00Z,2299995789.4116063
2023-11-14T00:00:00Z,1854461893.3637757
2023-11-13T00:00:00Z,2074359341.1271932
2023-11-12T00:00:00Z,1519181534.683965
2023-11-11T00:00:00Z,1339667366.5482018
2023-11-10T00:00:00Z,3868940266.9006324
2023-11-09T00:00:00Z,3553347508.103569
2023-11-08T00:00:00Z,1816741617.1603522
2023-11-07T00:00:00Z,2122983013.6838336
2023-11-06T00:00:00Z,1842255578.6098523
2023-11-05T00:00:00Z,1196420091.2665243
2023-11-04T00:00:00Z,770505334.1310223
2023-11-03T00:00:00Z,1713849278.3112206
2023-11-02T00:00:00Z,1997823488.743144
2023-11-01T00:00:00Z,2242407721.3746295
2023-10-31T00:00:00Z,1434037564.5268803
2023-10-30T00:00:00Z,1961558092.6657615
2023-10-29T00:00:00Z,790020975.9759415
2023-10-28T00:00:00Z,876956837.8089715
2023-10-27T00:00:00Z,1378039621.3716207
2023-10-26T00:00:00Z,1917669186.402115
2023-10-25T00:00:00Z,1795388775.4179459
2023-10-24T00:00:00Z,2955802388.261453
2023-10-23T00:00:00Z,2243227473.3206434
2023-10-22T00:00:00Z,753771778.9261532
2023-10-21T00:00:00Z,911351025.4363077
2023-10-20T00:00:00Z,1686430191.3803225
2023-10-19T00:00:00Z,970882608.8355236
2023-10-18T00:00:00Z,1350032152.6994176
2023-10-17T00:00:00Z,1217111746.231799
2023-10-16T00:00:00Z,1253792631.9042845
2023-10-15T00:00:00Z,525038914.162773
2023-10-14T00:00:00Z,546036257.8725476
2023-10-13T00:00:00Z,1047675062.9956956
2023-10-12T00:00:00Z,988961693.6686258
2023-10-11T00:00:00Z,1427745619.7837896
2023-10-10T00:00:00Z,1703723173.266619
2023-10-09T00:00:00Z,1117633549.7780623
2023-10-08T00:00:00Z,946561608.0856816
2023-10-07T00:00:00Z,814602768.1164609
2023-10-06T00:00:00Z,1296333707.7229667
2023-10-05T00:00:00Z,1433012966.3555663
2023-10-04T00:00:00Z,1617413013.134663
2023-10-03T00:00:00Z,1283641388.6151037
2023-10-02T00:00:00Z,2103470575.7769794
2023-10-01T00:00:00Z,1175694741.8102303
2023-09-30T00:00:00Z,1117791462.5069618
2023-09-29T00:00:00Z,1365066391.9827151
2023-09-28T00:00:00Z,1366230556.9048784
2023-09-27T00:00:00Z,978034942.7451955
2023-09-26T00:00:00Z,936967384.521842
2023-09-25T00:00:00Z,893561075.9582831
2023-09-24T00:00:00Z,625916285.9906363
2023-09-23T00:00:00Z,634313913.8836317
2023-09-22T00:00:00Z,979225155.5893246
2023-09-21T00:00:00Z,1047656261.2695004
2023-09-20T00:00:00Z,1155196238.7852142
2023-09-19T00:00:00Z,1243017561.947798
2023-09-18T00:00:00Z,1097857154.2785656
2023-09-17T00:00:00Z,519698438.2111471
2023-09-16T00:00:00Z,804577950.8790545
2023-09-15T00:00:00Z,1172533429.681451
2023-09-14T00:00:00Z,1172119679.8002145
2023-09-13T00:00:00Z,1288668547.0314941
2023-09-12T00:00:00Z,6183417537.928717
2023-09-11T00:00:00Z,2304420592.4831214
2023-09-10T00:00:00Z,761124008.2079293
2023-09-09T00:00:00Z,569980465.2080736
2023-09-08T00:00:00Z,1118262489.813307
2023-09-07T00:00:00Z,1144677857.9331722
2023-09-06T00:00:00Z,1096069321.4811902
2023-09-05T00:00:00Z,1188086226.8167365
2023-09-04T00:00:00Z,1423644287.6369796
2023-09-03T00:00:00Z,567362859.9906932
2023-09-02T00:00:00Z,829244955.0464585
2023-09-01T00:00:00Z,1278527834.9094946
2023-08-31T00:00:00Z,1577136881.5917628
2023-08-30T00:00:00Z,1105105022.5726242
2023-08-29T00:00:00Z,1639886784.0752792
2023-08-28T00:00:00Z,951318605.7158288
2023-08-27T00:00:00Z,810289371.9097831
2023-08-26T00:00:00Z,493935670.59980065
2023-08-25T00:00:00Z,1218539223.5427723
2023-08-24T00:00:00Z,1046739490.2639298
2023-08-23T00:00:00Z,1854577170.387674
2023-08-22T00:00:00Z,1539062379.0459068
2023-08-21T00:00:00Z,1460291784.9151425
2023-08-20T00:00:00Z,934733479.062753
2023-08-19T00:00:00Z,825076326.8011605
2023-08-18T00:00:00Z,2371657575.9325175
2023-08-17T00:00:00Z,2503075920.036925
2023-08-16T00:00:00Z,1617646068.0013292
2023-08-15T00:00:00Z,1127009573.3029878
2023-08-14T00:00:00Z,1183254635.1763356
2023-08-13T00:00:00Z,651738057.1349461
2023-08-12T00:00:00Z,980992423.2675368
2023-08-11T00:00:00Z,1044989420.0541658
2023-08-10T00:00:00Z,1154701465.7061079
2023-08-09T00:00:00Z,1402327790.5244427
2023-08-08T00:00:00Z,1249137886.8237832
2023-08-07T00:00:00Z,1209607678.0582287
2023-08-06T00:00:00Z,670467432.9925472
2023-08-05T00:00:00Z,729057805.5468951
2023-08-04T00:00:00Z,1194033433.8084495
2023-08-03T00:00:00Z,1148529653.7926078
2023-08-02T00:00:00Z,1485381053.4438384
2023-08-01T00:00:00Z,1823341831.2430873
2023-07-31T00:00:00Z,1530307032.3850706
2023-07-30T00:00:00Z,791740232.6156061
2023-07-29T00:00:00Z,615638271.5613343
2023-07-28T00:00:00Z,1335554582.8373473
2023-07-27T00:00:00Z,971333113.263757
2023-07-26T00:00:00Z,1826156046.2240472
2023-07-25T00:00:00Z,1588981154.028399
2023-07-24T00:00:00Z,1497997274.2712085
2023-07-23T00:00:00Z,742044640.1575897
2023-07-22T00:00:00Z,892352890.5290179
2023-07-21T00:00:00Z,1778864142.3248694
2023-07-20T00:00:00Z,1362973591.1003807
2023-07-19T00:00:00Z,1620968984.833067
2023-07-18T00:00:00Z,1904213922.5616262
2023-07-17T00:00:00Z,1485677898.7861004
2023-07-16T00:00:00Z,683679473.7472957
2023-07-15T00:00:00Z,936372886.7997949
2023-07-14T00:00:00Z,2181010668.8354435
2023-07-13T00:00:00Z,2516336725.8175154
2023-07-12T00:00:00Z,1477128754.0447125
2023-07-11T00:00:00Z,1248974780.72717
2023-07-10T00:00:00Z,1286212693.9868877
2023-07-09T00:00:00Z,715438059.1958756
2023-07-08T00:00:00Z,932956403.1453483
2023-07-07T00:00:00Z,1610220699.6974072
2023-07-06T00:00:00Z,1408951594.4239311
2023-07-05T00:00:00Z,1291701657.9468982
2023-07-04T00:00:00Z,1157289536.6225874
2023-07-03T00:00:00Z,1908987248.250955
2023-07-02T00:00:00Z,973008927.4070957
2023-07-01T00:00:00Z,814814097.0096036
2023-06-30T00:00:00Z,2867062238.1955314
2023-06-29T00:00:00Z,1689829069.138114
2023-06-28T00:00:00Z,2375000832.5073085
2023-06-27T00:00:00Z,2009305899.6520185
2023-06-26T00:00:00Z,2287775134.8209915
2023-06-25T00:00:00Z,1020364481.5653065
2023-06-24T00:00:00Z,1215631319.092911
2023-06-23T00:00:00Z,1616899963.5156116
2023-06-22T00:00:00Z,2620908894.461507
2023-06-21T00:00:00Z,3024943687.749672
2023-06-20T00:00:00Z,1831480686.5712965
2023-06-19T00:00:00Z,1310589766.6577687
2023-06-18T00:00:00Z,667507846.9294264
2023-06-17T00:00:00Z,1007948618.0304031
2023-06-16T00:00:00Z,1884703556.3941748
2023-06-15T00:00:00Z,1805494189.2688143
2023-06-14T00:00:00Z,1755423825.054678
2023-06-13T00:00:00Z,1756704470.6221633
2023-06-12T00:00:00Z,2185224794.9008303
2023-06-11T00:00:00Z,897026445.4390951
2023-06-10T00:00:00Z,2221590189.0824103
2023-06-09T00:00:00Z,1251368120.1396217
2023-06-08T00:00:00Z,2093828296.8245773
2023-06-07T00:00:00Z,3259486368.002374
2023-06-06T00:00:00Z,3153801819.3879585
2023-06-05T00:00:00Z,4091176708.7134147
2023-06-04T00:00:00Z,833897049.3814456
2023-06-03T00:00:00Z,969120614.8000678
2023-06-02T00:00:00Z,2009204928.1436064
2023-06-01T00:00:00Z,2235495140.053769
2023-05-31T00:00:00Z,2528409498.804265
2023-05-30T00:00:00Z,1618314202.5622241
2023-05-29T00:00:00Z,1869688999.052648
2023-05-28T00:00:00Z,1235541502.716152
2023-05-27T00:00:00Z,1089779960.0173123
2023-05-26T00:00:00Z,2169233112.686561
2023-05-25T00:00:00Z,1238018548.1116457
2023-05-24T00:00:00Z,1590477054.5584006
2023-05-23T00:00:00Z,1808471415.2786856
2023-05-22T00:00:00Z,1342008677.6300886
2023-05-21T00:00:00Z,973223126.478773
2023-05-20T00:00:00Z,800460174.8006362
2023-05-19T00:00:00Z,1497141664.139945
2023-05-18T00:00:00Z,1272632812.5476103
2023-05-17T00:00:00Z,1529692202.203534
2023-05-16T00:00:00Z,1529509251.3636594
2023-05-15T00:00:00Z,1625997110.269712
2023-05-14T00:00:00Z,749723036.8022313
2023-05-13T00:00:00Z,808907950.270496
2023-05-12T00:00:00Z,2427152848.0025196
2023-05-11T00:00:00Z,2039568725.1304214
2023-05-10T00:00:00Z,2839531853.9419975
2023-05-09T00:00:00Z,1949798602.4346576
2023-05-08T00:00:00Z,2188119012.8356814
2023-05-07T00:00:00Z,980308292.7030007
2023-05-06T00:00:00Z,2456495410.4883776
2023-05-05T00:00:00Z,2452684312.2877703
2023-05-04T00:00:00Z,2027506924.5144854
2023-05-03T00:00:00Z,1609449123.8098233
2023-05-02T00:00:00Z,1786623655.6152122
2023-05-01T00:00:00Z,3936060947.2817383
2023-04-30T00:00:00Z,1035374289.959158
2023-04-29T00:00:00Z,930401652.9850067
2023-04-28T00:00:00Z,1652214108.104571
2023-04-27T00:00:00Z,2376511485.192108
2023-04-26T00:00:00Z,2319383370.646765
2023-04-25T00:00:00Z,1827167801.6584136
2023-04-24T00:00:00Z,1627706043.4849336
2023-04-23T00:00:00Z,1199700835.1613896
2023-04-22T00:00:00Z,1132264730.9808338
2023-04-21T00:00:00Z,2980406261.7196293
2023-04-20T00:00:00Z,3005491715.4385962
2023-04-19T00:00:00Z,3625248060.431436
2023-04-18T00:00:00Z,2154234427.03661
2023-04-17T00:00:00Z,1954745440.2507946
2023-04-16T00:00:00Z,1405399048.231
2023-04-15T00:00:00Z,1134200591.9833527
2023-04-14T00:00:00Z,3287267205.293547
2023-04-13T00:00:00Z,2575454711.109608
2023-04-12T00:00:00Z,2725695742.844573
2023-04-11T00:00:00Z,1394901341.9574928
2023-04-10T00:00:00Z,1493797552.5726612
2023-04-09T00:00:00Z,748417811.9054401
2023-04-08T00:00:00Z,797044876.5724497
2023-04-07T00:00:00Z,996157159.3254112
2023-04-06T00:00:00Z,1358983794.4798372
2023-04-05T00:00:00Z,2872012250.2723413
2023-04-04T00:00:00Z,1976209442.7786646
2023-04-03T00:00:00Z,2081517669.1429706
2023-04-02T00:00:00Z,816052985.6394675
2023-04-01T00:00:00Z,1029654569.7664598
2023-03-31T00:00:00Z,2556588294.3996987
2023-03-30T00:00:00Z,1424553114.3887968
2023-03-29T00:00:00Z,1815459595.7174222
2023-03-28T00:00:00Z,1767205737.946825
2023-03-27T00:00:00Z,1837116497.8945053
2023-03-26T00:00:00Z,863094450.3873218
2023-03-25T00:00:00Z,1055329559.47134
2023-03-24T00:00:00Z,2179014199.804138
2023-03-23T00:00:00Z,2342501134.313586
2023-03-22T00:00:00Z,3231765145.3516836
2023-03-21T00:00:00Z,1835854715.4602075
2023-03-20T00:00:00Z,2002494381.9473178
2023-03-19T00:00:00Z,1098360045.2159023
2023-03-18T00:00:00Z,1894356693.0889904
2023-03-17T00:00:00Z,1979390932.3209558
2023-03-16T00:00:00Z,1574504794.7409651
2023-03-15T00:00:00Z,2409379310.0341144
2023-03-14T00:00:00Z,2991585174.7574797
2023-03-13T00:00:00Z,3383111161.887814
2023-03-12T00:00:00Z,2106634794.5849123
2023-03-11T00:00:00Z,4339270400.377032
2023-03-10T00:00:00Z,2120391318.6583097
2023-03-09T00:00:00Z,1512997647.1927269
2023-03-08T00:00:00Z,1474832959.1607869
2023-03-07T00:00:00Z,1172193443.9253972
2023-03-06T00:00:00Z,1540055548.0577745
2023-03-05T00:00:00Z,577415069.6765189
2023-03-04T00:00:00Z,732651590.2243984
2023-03-03T00:00:00Z,1717143278.1295748
2023-03-02T00:00:00Z,1232153638.8095088
2023-03-01T00:00:00Z,1482780658.2182994
2023-02-28T00:00:00Z,1312618193.4520566
2023-02-27T00:00:00Z,1655390918.7357888
2023-02-26T00:00:00Z,853574516.0030148
2023-02-25T00:00:00Z,606848718.6923162
2023-02-24T00:00:00Z,1415518552.363871
2023-02-23T00:00:00Z,1341004582.0631561
2023-02-22T00:00:00Z,1765060432.3690662
2023-02-21T00:00:00Z,1347231863.7181509
2023-02-20T00:00:00Z,1395399676.851828
2023-02-19T00:00:00Z,810477061.0173644
2023-02-18T00:00:00Z,767438601.4835864
2023-02-17T00:00:00Z,1149672052.447219
2023-02-16T00:00:00Z,1978720773.0648718
2023-02-15T00:00:00Z,1902942714.6680045
2023-02-14T00:00:00Z,1694355555.943585
2023-02-13T00:00:00Z,1758797916.1276102
2023-02-12T00:00:00Z,598276354.7082179
2023-02-11T00:00:00Z,1042073293.4723996
2023-02-10T00:00:00Z,2639364595.480166
2023-02-09T00:00:00Z,1592825134.9785664
2023-02-08T00:00:00Z,1713787462.9585118
2023-02-07T00:00:00Z,1526042688.4541342
2023-02-06T00:00:00Z,1086838797.5986297
2023-02-05T00:00:00Z,847020241.3028953
2023-02-04T00:00:00Z,1080202029.8288572
2023-02-03T00:00:00Z,1618573579.0368407
2023-02-02T00:00:00Z,1727455959.7263432
2023-02-01T00:00:00Z,1481686761.7797625
2023-01-31T00:00:00Z,1355823393.1005669
2023-01-30T00:00:00Z,1752951614.6717215
2023-01-29T00:00:00Z,873301791.152168
2023-01-28T00:00:00Z,812243033.9156427
2023-01-27T00:00:00Z,1349875132.3891504
2023-01-26T00:00:00Z,1014235983.8699038
2023-01-25T00:00:00Z,1618528554.7121737
2023-01-24T00:00:00Z,1488250188.1148148
2023-01-23T00:00:00Z,1252076904.363424
2023-01-22T00:00:00Z,788374978.1135269
2023-01-21T00:00:00Z,1229392257.1939666
2023-01-20T00:00:00Z,1772169700.2772212
2023-01-19T00:00:00Z,1440138532.9677527
2023-01-18T00:00:00Z,1764022714.1354742
2023-01-17T00:00:00Z,1813253833.626072
2023-01-16T00:00:00Z,1723834444.421359
2023-01-15T00:00:00Z,639381909.0542989
2023-01-14T00:00:00Z,2803929787.8041387
2023-01-13T00:00:00Z,1973274899.5303168
2023-01-12T00:00:00Z,2034878818.8290715
2023-01-11T00:00:00Z,1086121551.4073768
2023-01-10T00:00:00Z,1195814456.175834
2023-01-09T00:00:00Z,1287383209.7149224
2023-01-08T00:00:00Z,677546613.4443201
2023-01-07T00:00:00Z,380883503.32841665
