Datetime,Tokens Transferred (Median)
2026-04-10T00:00:00Z,1e-9
2026-04-09T00:00:00Z,1e-9
2026-04-08T00:00:00Z,0.000009611913992781
2026-04-07T00:00:00Z,1e-8
2026-04-06T00:00:00Z,2.168881768e-9
2026-04-05T00:00:00Z,1e-9
2026-04-04T00:00:00Z,1e-9
2026-04-03T00:00:00Z,1e-9
2026-04-02T00:00:00Z,1e-9
2026-04-01T00:00:00Z,0.0000410527552
2026-03-31T00:00:00Z,0.000008878974
2026-03-30T00:00:00Z,2.090036342e-9
2026-03-29T00:00:00Z,1e-9
2026-03-28T00:00:00Z,1e-9
2026-03-27T00:00:00Z,1e-9
2026-03-26T00:00:00Z,1e-9
2026-03-25T00:00:00Z,0.00000732
2026-03-24T00:00:00Z,1e-9
2026-03-23T00:00:00Z,1e-9
2026-03-22T00:00:00Z,0.000001480464249357
2026-03-21T00:00:00Z,1e-9
2026-03-20T00:00:00Z,1e-9
2026-03-19T00:00:00Z,0.000005377952025996
2026-03-18T00:00:00Z,0.00000268677744078
2026-03-17T00:00:00Z,0.0000032
2026-03-16T00:00:00Z,0.0001
2026-03-15T00:00:00Z,0.000279080051786273
2026-03-14T00:00:00Z,0.00000610164
2026-03-13T00:00:00Z,0.00005
2026-03-12T00:00:00Z,0.000065
2026-03-11T00:00:00Z,0.000122954649407113
2026-03-10T00:00:00Z,0.000094041104282276
2026-03-09T00:00:00Z,0.0001
2026-03-08T00:00:00Z,0.00012
2026-03-07T00:00:00Z,0.000178714412486176
2026-03-06T00:00:00Z,0.000116128908123666
2026-03-05T00:00:00Z,0.000241938837087
2026-03-04T00:00:00Z,0.001392413000205085
2026-03-03T00:00:00Z,0.000540057729050491
2026-03-02T00:00:00Z,0.000089179867979106
2026-03-01T00:00:00Z,0.000998672171239
2026-02-28T00:00:00Z,0.0000789629799
2026-02-27T00:00:00Z,0.000504702384251563
2026-02-26T00:00:00Z,0.000250137002295395
2026-02-25T00:00:00Z,0.000007856555429189
2026-02-24T00:00:00Z,0.00023784641376689
2026-02-23T00:00:00Z,0.000010954901712792
2026-02-22T00:00:00Z,0.0000847207662
2026-02-21T00:00:00Z,0.000506999561445759
2026-02-20T00:00:00Z,0.001989198158197132
2026-02-19T00:00:00Z,0.0007
2026-02-18T00:00:00Z,0.0001837372424112
2026-02-17T00:00:00Z,0.0006
2026-02-16T00:00:00Z,0.000067918262090172
2026-02-15T00:00:00Z,0.00085963580787
2026-02-14T00:00:00Z,0.001325023274749
2026-02-13T00:00:00Z,0.000235527356331877
2026-02-12T00:00:00Z,0.0002305300494
2026-02-11T00:00:00Z,0.000005744818589639
2026-02-10T00:00:00Z,0.000001
2026-02-09T00:00:00Z,0.000003288624663248
2026-02-08T00:00:00Z,0.000043259526025792
2026-02-07T00:00:00Z,0.000019299215556046
2026-02-06T00:00:00Z,0.000039527359342089
2026-02-05T00:00:00Z,0.000242347371490318
2026-02-04T00:00:00Z,5e-7
2026-02-03T00:00:00Z,0.000028226982586
2026-02-02T00:00:00Z,0.000038830355289852
2026-02-01T00:00:00Z,0.000045016382276717
2026-01-31T00:00:00Z,0.002
2026-01-30T00:00:00Z,0.001
2026-01-29T00:00:00Z,0.000047213489584062
2026-01-28T00:00:00Z,0.000047411367385207
2026-01-27T00:00:00Z,0.000040752914511544
2026-01-26T00:00:00Z,0.0001013427849
2026-01-25T00:00:00Z,0.000140423056715245
2026-01-24T00:00:00Z,0.000048278568669497
2026-01-23T00:00:00Z,0.000048030714385299
2026-01-22T00:00:00Z,0.000065
2026-01-21T00:00:00Z,0.000049008875537
2026-01-20T00:00:00Z,0.000097587222333312
2026-01-19T00:00:00Z,0.00001031
2026-01-18T00:00:00Z,0.00005
2026-01-17T00:00:00Z,0.000001514664
2026-01-16T00:00:00Z,0.000039685090219998
