date,Aevo - Perpetuals Volume,ApeX - Perpetuals Volume,Aster - Perpetuals Volume,Avantis - Perpetuals Volume,Bluefin - Perpetuals Volume,Dreamcash - Perpetuals Volume,Drift Protocol - Perpetuals Volume,dYdX v4 - Perpetuals Volume,edgeX - Perpetuals Volume,Extended - Perpetuals Volume,Felix Protocol - Perpetuals Volume,Gains Network - Perpetuals Volume,GMX - Perpetuals Volume,Holdstation - Perpetuals Volume,HyENA - Perpetuals Volume,Jupiter - Perpetuals Volume,Kinetiq - Perpetuals Volume,KTX Finance - Perpetuals Volume,Lighter - Perpetuals Volume,Mux Protocol - Perpetuals Volume,Paradex - Perpetuals Volume,Perpetual Protocol - Perpetuals Volume,trade.xyz - Perpetuals Volume,Ventuals - Perpetuals Volume,Vertex Protocol - Perpetuals Volume,Hyperliquid - Perp Volume Excluding HIP3
2023-05-07,0.0,310988768.0147,0.0,0.0,0.0,0.0,19322113.680046,0.0,0.0,0.0,0.0,339604355.989206,1366771468.473418,0.0,0.0,0.0,0.0,0.0,0.0,291970511.8244249,0.0,248773594.73077625,0.0,0.0,103594532.98608552,0.0
2023-05-14,0.0,335988318.96339995,0.0,0.0,0.0,0.0,16110572.428942995,0.0,0.0,0.0,0.0,437040735.316392,1317482196.7031832,153378.3,0.0,0.0,0.0,237.5846594,0.0,413942659.5290197,0.0,246435272.5884215,0.0,0.0,182342608.5565427,0.0
2023-05-21,0.0,314184427.451625,0.0,0.0,0.0,0.0,10996752.672582002,0.0,0.0,0.0,0.0,254161991.203192,601424016.361109,646796.7,0.0,0.0,0.0,36748.388006660025,0.0,244286038.32561496,0.0,246158789.319024,0.0,0.0,151966019.0661421,0.0
2023-05-28,0.0,347223538.863105,0.0,0.0,0.0,0.0,13790770.680394,0.0,0.0,0.0,0.0,202984067.86169,628032560.045233,456724.67999999993,0.0,0.0,0.0,110387.39651342716,0.0,148101161.3902488,0.0,240674435.5276608,0.0,0.0,225774348.2824232,0.0
2023-06-04,0.0,375929442.1233751,0.0,0.0,0.0,0.0,19923951.486836,0.0,0.0,0.0,0.0,220749605.44284296,567143591.506194,1017012.73,0.0,0.0,0.0,1887304.609737961,0.0,129561763.2260882,0.0,237607856.79488853,0.0,0.0,216710362.80151808,0.0
2023-06-11,0.0,530583068.750855,0.0,0.0,0.0,0.0,25208225.214787,0.0,0.0,0.0,0.0,333412937.079931,1093133441.55486,10299592.16,0.0,0.0,0.0,1927130.0631056912,0.0,269096455.59742904,0.0,227679546.4550036,0.0,0.0,191386663.8791496,0.0
2023-06-18,0.0,397257157.98344505,0.0,0.0,0.0,0.0,13874165.293830998,0.0,0.0,0.0,0.0,375560731.86464,780762466.435539,14703165.21,0.0,0.0,0.0,5314348.106834922,0.0,204591593.8293253,0.0,208848661.57914823,0.0,0.0,167605908.9040256,733650379.0
2023-06-25,0.0,537684347.9997749,0.0,0.0,0.0,0.0,21079320.18205,0.0,0.0,0.0,0.0,364666936.231737,1467537686.543926,17398206.46,0.0,0.0,0.0,4702336.331132647,0.0,446875963.81899214,0.0,181403100.23763263,0.0,0.0,272429458.3220192,268600092.0
2023-07-02,0.0,549198170.7686601,0.0,0.0,0.0,0.0,18039171.425955,0.0,0.0,0.0,0.0,434346746.6692929,1162791984.121816,20109382.36,0.0,0.0,0.0,1815014.4595128004,0.0,479961042.2434457,0.0,168360498.03384075,0.0,0.0,293920881.8916892,259875911.0
2023-07-09,0.0,482789069.244515,0.0,0.0,0.0,0.0,19319912.139956,0.0,0.0,0.0,0.0,217353294.8385709,659061876.567957,24688435.14,0.0,0.0,0.0,1530773.3842182732,0.0,279693765.94381046,0.0,147344970.0062938,0.0,0.0,300613280.9738513,331918707.0
2023-07-16,0.0,608513540.498805,0.0,0.0,0.0,0.0,26673424.915557,0.0,0.0,0.0,0.0,334312664.666066,1053733894.7992752,24357201.19,0.0,0.0,0.0,8615367.41859218,0.0,470279900.3878505,0.0,148284025.2392326,0.0,0.0,473352929.5197093,359064210.0
2023-07-23,0.0,573934486.4124401,0.0,0.0,0.0,0.0,18115505.580865003,0.0,0.0,0.0,0.0,158752723.988728,415456132.36917406,23339016.14,0.0,3912.539507,0.0,36577768.82322836,0.0,178927068.98699844,0.0,128594885.64306222,0.0,0.0,378426462.3215808,300461064.0
2023-07-30,0.0,552426683.6660099,0.0,0.0,0.0,0.0,13755285.013747996,0.0,0.0,0.0,0.0,223430874.960593,326988914.61462903,12523601.04,0.0,2984.269895,0.0,39480163.90104252,0.0,93270843.05244732,0.0,125493108.32164526,0.0,0.0,228787265.0965592,295963122.0
2023-08-06,0.0,506549934.71557,0.0,0.0,0.0,0.0,14235339.231008995,0.0,0.0,0.0,0.0,255107473.84040904,359550565.63469905,13120631.81,0.0,469.770941,0.0,19918494.2932024,0.0,125988738.40178505,0.0,108433938.84565398,0.0,0.0,249076736.05984256,421882105.0
2023-08-13,0.0,565324028.931345,0.0,0.0,0.0,0.0,13075174.613458,0.0,0.0,0.0,0.0,184128487.780646,349402325.6752399,19982076.49,0.0,337.637108,0.0,29163344.434127964,0.0,109809287.18140309,0.0,104379445.39607751,0.0,0.0,303768751.823623,297378291.0
2023-08-20,0.0,621148075.0688,0.0,0.0,0.0,0.0,21244417.046985004,0.0,0.0,0.0,0.0,185430606.669609,679648282.523075,18064001.59,0.0,60.312765,0.0,31064890.05930849,0.0,253545040.1649316,0.0,121547210.91671288,0.0,0.0,720320404.0434096,787441797.0
2023-08-27,0.0,454089015.62251496,0.0,0.0,0.0,0.0,14176795.778637,0.0,0.0,0.0,0.0,89531593.64228,399710560.25744,8195031.31,0.0,8.670217000000001,0.0,25754738.541019447,0.0,218461257.9762151,58.8,109249745.97947022,0.0,0.0,296240407.1645853,272163514.0
2023-09-03,0.0,565314604.5095199,0.0,0.0,0.0,0.0,18715159.886103,0.0,0.0,0.0,0.0,183876903.866826,480420949.281839,13605052.55,0.0,0.0,0.0,20519254.907090742,0.0,162693857.60116708,70780.1115,149986263.73849657,0.0,0.0,342560931.9560993,379194384.0
2023-09-10,0.0,397859713.5786849,0.0,0.0,0.0,0.0,14882589.962920992,0.0,0.0,0.0,0.0,133405165.426324,239063605.82994503,18965950.61,0.0,0.0,0.0,22177617.77848021,0.0,82234976.57019068,820319.9066600002,136112485.41282758,0.0,0.0,431910304.3457219,336211308.0
2023-09-17,0.0,536366921.178375,0.0,0.0,0.0,0.0,12276789.672817005,0.0,0.0,0.0,0.0,212920324.050524,377469416.537784,13706523.150000002,0.0,5662.722680000001,0.0,20103319.841722865,0.0,106860037.73232172,1243572.54665,155584888.97218058,0.0,0.0,600133097.7619013,398667334.0
2023-09-24,0.0,522838398.93118,0.0,0.0,0.0,0.0,14311702.475462,0.0,0.0,0.0,0.0,135263836.535554,354530498.152545,9839384.78,0.0,2041.835,0.0,19609011.71191147,0.0,208316047.221974,1367670.6771,134209091.43101735,0.0,0.0,330271553.6113909,285069678.0
2023-10-01,0.0,499807849.09757006,0.0,0.0,0.0,0.0,24252131.174685,0.0,0.0,0.0,0.0,127461065.556648,344337131.07963496,12377572.989999998,0.0,1235.191737,0.0,32466701.14122232,0.0,145105265.7537631,10881691.06242,140051091.90019533,0.0,0.0,336018246.955317,194106063.0
2023-10-08,0.0,552004961.39986,0.0,0.0,0.0,0.0,48014755.104182005,0.0,0.0,0.0,0.0,182715945.3552,391817295.75417393,7941496.299999999,0.0,4125.955888,0.0,28570332.12574678,0.0,256826913.78373927,31181625.50024,125496181.40059143,0.0,0.0,430496022.488224,204864782.0
2023-10-15,0.0,486310226.7353,0.0,0.0,0.0,0.0,39380593.267407,0.0,0.0,0.0,0.0,157054813.036807,323802987.672885,13538385.46,0.0,40419.56947,0.0,34286442.30467989,0.0,112717947.79874654,69569909.82819,63200475.47382472,0.0,0.0,450974149.9407406,191132883.0
2023-10-22,0.0,859893302.868685,0.0,0.0,0.0,0.0,94183668.635262,0.0,0.0,0.0,0.0,222799739.071725,617522841.508769,17904382.29,0.0,621804.7175449999,0.0,35707681.29528819,0.0,313222294.2416254,132595881.94862002,86577813.69294035,0.0,0.0,492095182.4569421,236277968.0
2023-10-29,0.0,1169368149.946985,0.0,0.0,0.0,0.0,110980921.047682,0.0,0.0,0.0,0.0,403493441.6959009,1641942774.288584,27549162.15000001,0.0,425577.833226,0.0,41476681.60598309,0.0,476996263.3030557,205311666.58941,117274523.6533057,0.0,0.0,750246974.1684606,834924387.0
2023-11-05,0.0,1301286787.56207,0.0,0.0,0.0,0.0,120754141.223303,0.0,0.0,0.0,0.0,243568094.82358,1051840026.0431708,31499136.6,0.0,70777171.134753,0.0,34940747.865636125,0.0,544067635.652692,113446005.48729,74648180.55146226,0.0,0.0,1406127824.6036034,592904013.0
2023-11-12,0.0,1352421423.8174253,0.0,0.0,0.0,0.0,181292519.93961293,0.0,0.0,0.0,0.0,233154752.14367297,1305838556.461398,36743830.88,0.0,267310728.677614,0.0,23547550.875598613,0.0,705584886.1060257,138998424.75409,71250554.90817246,0.0,0.0,1691884046.621353,1059225403.0
2023-11-19,0.0,1160013466.4807549,0.0,0.0,0.0,0.0,170835353.065164,338119.67520000006,0.0,0.0,0.0,240466908.91140705,1250809520.1695402,32752692.55,0.0,299806310.21017593,0.0,49880519.15384558,0.0,829833344.9697689,181943934.79042,87567485.0676052,0.0,0.0,1733680171.7825956,826197141.0
2023-11-26,0.0,971290712.184365,0.0,0.0,161677974.7589,0.0,138282801.233788,1253485.0313,0.0,0.0,0.0,192646806.65322003,1045067700.609678,80516733.45,0.0,261173709.433793,0.0,58650905.70275132,0.0,365381195.69841087,151488637.64546,69453790.34751824,0.0,0.0,3086452840.8110065,1150175579.0
2023-12-03,41667414.330454,1005363653.1214252,0.0,0.0,167857760.23010004,0.0,154599617.495854,281214763.0111,0.0,0.0,0.0,113476177.184091,1117575869.6126602,90863855.76,0.0,271460948.464947,0.0,107266345.6283902,0.0,416111885.8314863,144074948.02313,51018585.00174117,0.0,0.0,4135547249.635285,1045304125.0
2023-12-10,328091678.2723315,1565623330.0296052,0.0,0.0,997197438.778,0.0,264176877.48951405,1409750107.4219,0.0,0.0,0.0,231175802.389856,1895066090.523845,147361837.85000002,0.0,421585698.290768,0.0,61309025.87642305,0.0,949203569.3770688,247023331.86234,82866639.83188789,0.0,0.0,4770960898.573699,2402278471.0
2023-12-17,452074604.9404922,1556539980.2449002,0.0,0.0,603967382.6398,0.0,289151988.89062893,1815073916.1377,0.0,0.0,0.0,202455703.600673,1785869252.5099578,134772102.43,0.0,495310360.941806,0.0,128903193.92782716,0.0,1168994093.905484,265347271.18847,78938843.06058177,0.0,0.0,3484873060.408689,2906096796.0
2023-12-24,320016436.3026529,1167617867.7408,0.0,0.0,718409702.227,0.0,348098500.283484,1811316467.2859,0.0,0.0,0.0,194117329.11372,1618671315.7287052,153295125.47,0.0,663967770.82187,0.0,286612388.6940927,0.0,777541142.8954045,279858414.94078994,77868469.93230829,0.0,0.0,3139513445.64758,2017370121.0
2023-12-31,235506858.4396212,1073597848.174575,0.0,0.0,744380016.9224,0.0,348001180.726235,2748547773.5702,0.0,0.0,0.0,164800154.76468,1237965270.7864592,188944603.1,0.0,630629154.560028,0.0,107333720.6331965,0.0,443010630.447719,310552743.82495004,100839245.44428024,0.0,0.0,1982784872.016675,2288798556.0
2024-01-07,343808206.1509142,1466547737.7593453,0.0,0.0,954241971.9343998,0.0,306155052.098142,3197162890.337,0.0,0.0,0.0,347490263.92970204,1622520244.5588212,202646389.03000003,0.0,593688301.729786,0.0,162007367.31475046,0.0,530192673.87853706,320143676.82093,111903320.30065024,0.0,0.0,2308096982.035234,3558351070.0
2024-01-14,653066955.2271965,2161778647.3447447,0.0,0.0,611481998.4294001,0.0,400332171.133172,5346657317.8713,0.0,0.0,0.0,547761157.437393,3029053718.1373262,226781887.39,0.0,857280334.555921,0.0,227871236.61771047,0.0,926391363.280589,683280325.0690999,177732761.98558772,0.0,0.0,3230994359.975551,4564435875.0
2024-01-21,642470685.7672687,908553796.09248,0.0,0.0,1262436004.7229002,0.0,308097619.7255939,3884291041.484999,0.0,0.0,0.0,301186816.140216,1459069696.620877,236500438.82,0.0,932024423.511706,0.0,199510653.8246248,0.0,291351828.3281533,436632309.14967,60350066.42928189,0.0,0.0,1416690925.4311483,3315812169.0
2024-01-28,529114828.89560574,1071668734.8853948,0.0,3854.47011399842,747082746.7207999,0.0,384763700.973017,3798412386.0973,0.0,0.0,0.0,420591429.006696,1457074337.8116808,243273236.44000003,0.0,1430370603.058809,0.0,220212367.240224,0.0,970741519.0644628,462137405.7485,93198969.49162042,0.0,0.0,1646678583.5416346,3643475302.0
2024-02-04,466072673.0545865,972522079.92893,0.0,2606140.858679854,1231376508.127,0.0,458318177.849264,4216806647.5726,0.0,0.0,0.0,382286076.990972,1070862091.604008,240645278.96,0.0,1687745164.768902,0.0,180466117.506789,0.0,623137522.6725287,515038584.8467156,75098492.16577159,0.0,0.0,1172279113.8721435,4807001972.0
2024-02-11,590219891.116824,1256536270.287765,0.0,4734087.930368497,676969983.923,0.0,721490916.976639,4649596545.4129,0.0,0.0,0.0,510230327.182394,1535855449.4439678,237418746.45,0.0,1805323936.016779,0.0,182744999.4090435,0.0,575710891.8877035,1163903298.9034986,76767726.57394905,0.0,0.0,1467805573.2330954,6689592568.0
2024-02-18,2054379468.3312173,1758056271.1954548,0.0,8313681.024383232,1946400504.7653005,0.0,1820323567.230317,6876620771.3125,0.0,0.0,0.0,508154772.10049,1921993110.302765,275230627.2,0.0,2764466661.572826,0.0,181234192.0230394,0.0,1551887928.34586,1457183278.873158,114375295.8767732,0.0,0.0,2158989406.847288,7897469479.0
2024-02-25,5484021631.753875,1764967159.17576,0.0,11021703.353710644,1010038736.3461,0.0,1135357472.5807729,6827284317.3406,0.0,0.0,0.0,378093072.87897,2171602921.579077,287278651.55,0.0,2051711756.18193,0.0,169947143.97941917,0.0,1471212279.1942875,1226411173.2513514,135793343.50400198,0.0,0.0,2698741216.2039523,8155266807.0
2024-03-03,12332114989.003428,2600303039.4297853,0.0,9941049.227667948,1098626520.0779,0.0,1315958335.127988,9439822178.231014,0.0,0.0,0.0,474589619.061822,2990244940.1168814,193728141.58,0.0,3853467430.12903,0.0,152795193.2715237,0.0,1905870560.727105,1936048203.8032863,151406872.6573992,0.0,0.0,3760901139.782234,11824298578.0
2024-03-10,6713659647.723977,2812005576.033435,0.0,8596158.861665888,1146696731.5141,0.0,1251966495.259969,11084175268.400229,0.0,0.0,0.0,470400950.792174,3608560532.619745,258172767.33,0.0,3939255055.365012,0.0,139592710.31165114,0.0,1761064780.733372,1385346868.234835,86544975.18522993,0.0,0.0,2568779517.313872,14095835429.0
2024-03-17,3491052452.252392,2694709186.300865,0.0,45597345.94771122,1317702880.6795,0.0,1928537433.0210493,10475035738.645,0.0,0.0,0.0,307284939.876172,2504370572.9578614,257413364.87,0.0,3610626183.675743,0.0,94186966.49362276,0.0,985573523.649465,1211973874.720024,81698343.64045034,0.0,0.0,2686723237.6401668,12819372862.0
2024-03-24,2901825310.081018,2182900972.453715,0.0,51621286.54425347,1112959158.6206,0.0,2026731479.5119867,9249026655.8367,0.0,0.0,0.0,308530065.63969094,2225430603.770493,272539656.7,0.0,4721681330.217073,0.0,136866464.81795752,0.0,1148586277.9923198,994436285.5712124,73559918.81505714,0.0,0.0,2949715309.819676,12791837056.0
2024-03-31,2332350564.510243,1704231103.87983,0.0,34994882.18242336,580920113.4185,0.0,1146611311.041376,5854865311.020599,0.0,0.0,0.0,307546573.693656,1282725805.744919,374560666.95,0.0,2244843338.3205657,0.0,430695403.8450814,0.0,1251014796.9879503,1025218379.974558,28871730.007214725,0.0,0.0,2259035886.867527,8636173928.0
2024-04-07,3192182670.879973,1722559289.889455,0.0,44522463.2452886,609131592.1240001,0.0,835525363.273712,6658339876.7639,0.0,0.0,0.0,153668826.43922395,1351167617.275673,474993789.66,0.0,1834843613.778338,0.0,337856145.8235613,0.0,400630173.9414937,1342700441.3867142,29277272.92605146,0.0,0.0,2375832047.132067,9043400566.0
2024-04-14,2725308640.574081,1928650555.83738,0.0,46138495.697385766,788154636.8036,0.0,1821029856.45344,9268962387.977348,0.0,0.0,0.0,137944003.075919,1630162559.278677,532239772.89,0.0,1740870414.8095698,0.0,363044337.1232529,0.0,408370596.6791136,2221195122.8597617,32258635.225619167,0.0,0.0,3074510316.08299,13734865325.0
2024-04-21,1081260476.0960405,1525584241.7141902,0.0,44187013.41144064,665770015.0132,0.0,2291811868.097032,7907614579.1371,0.0,0.0,0.0,114206446.486638,1035610493.009766,624452836.87,0.0,3778936009.64359,0.0,619663598.770268,0.0,346145753.1522277,1923745040.1559048,27312121.552692886,0.0,0.0,2384358790.3591585,11432536195.0
2024-04-28,802085448.3537838,1387945186.52053,0.0,45699385.0119967,683650130.5339,0.0,535285715.485743,6005126080.802,0.0,0.0,0.0,147072542.10924703,657607455.997452,560166713.0,0.0,3146058875.007737,0.0,656152120.7879636,0.0,316462530.8107565,1359677303.7100177,17868227.32017851,0.0,0.0,2063725195.3806336,7627739147.0
2024-05-05,636132988.5214765,1521140663.679215,0.0,46073858.093446754,578333085.6034,0.0,903793900.4566188,7589716859.5198,0.0,0.0,0.0,133935058.810405,1138763723.7862911,517569751.25,0.0,3409652242.360205,0.0,599597671.1696337,0.0,245992688.69209293,1470224476.264421,25236931.80176799,0.0,0.0,2078431118.0829728,7101623993.0
2024-05-12,475443740.9839777,1280805881.68712,0.0,32488355.81537865,726863156.8714001,0.0,531069162.15463,6023365632.3128,0.0,0.0,0.0,84118166.320551,706777699.25105,563156269.9799999,0.0,2628838198.1685715,0.0,575049935.0388634,0.0,90971918.321478,947297091.6105944,12709351.873962317,0.0,0.0,1414728164.159368,4617436299.0
2024-05-19,388666978.2694616,1399473469.956305,0.0,25416956.328375,827696491.8987,0.0,507958667.69083714,7306725858.650701,0.0,0.0,0.0,146692423.35332483,1081695660.099473,498502576.19,0.0,2302571806.194317,0.0,594927631.2631415,0.0,77752319.15050662,925134264.432474,15268088.46866182,0.0,0.0,1623227205.1978588,5070950253.0
2024-05-26,450651878.7293936,1680071154.50929,0.0,31849457.89350239,1197042568.1515,0.0,757506903.712233,8339761421.9662,0.0,0.0,0.0,403022214.2643067,1355103975.866205,655054039.9499999,0.0,3600912195.634962,0.0,496707569.7656218,0.0,325358148.7309251,1102395732.1922836,20655966.689383835,0.0,0.0,1948624054.5840745,7752694071.0
2024-06-02,368641738.4613186,1293466363.016055,0.0,71248974.0457289,966094921.5023,0.0,420013070.99013805,4323550985.0541,0.0,0.0,0.0,230792828.5759036,1089198818.249607,693072289.78,0.0,1639478611.1207209,0.0,515127705.4991272,0.0,79373698.38575147,852157733.5107673,11137471.788343146,0.0,0.0,1490193613.914584,5529776131.0
2024-06-09,380801329.5239606,1294438570.0628,0.0,43727775.42748635,848018648.7966,0.0,419261001.22810507,3954197103.6425934,0.0,0.0,0.0,273046328.7031727,1073541143.279308,763736722.76,0.0,1891091708.6748111,0.0,305558748.0495233,0.0,115327763.38891244,811752098.5800095,7462688.761428984,0.0,0.0,1761414681.1569152,5604387350.0
2024-06-16,335045961.28515875,1325618264.874655,0.0,42379630.4304502,975595789.1741002,0.0,725120242.9123372,5645473333.887326,0.0,0.0,0.0,847104327.3863646,1109102319.585743,752346860.6500001,0.0,2688519281.773402,0.0,491035717.4976157,0.0,72105642.12495135,842117775.631141,11182926.883080952,0.0,0.0,2218167040.6257844,6513469099.0
2024-06-23,329147532.54161954,1482358195.2227252,0.0,62812212.60832269,981945655.8137,0.0,1111251032.0695992,4545708292.5692,0.0,0.0,0.0,640481769.808517,1055859789.7318608,848855474.0200001,0.0,2519378962.764702,0.0,373897660.0454229,0.0,29388245.94911069,932910342.013981,10114955.19616336,0.0,0.0,2243307093.115777,7046533564.0
2024-06-30,245410641.2649184,1547710325.1825595,0.0,46626376.983894445,789224115.5653,0.0,997466524.9051112,4136137004.383156,0.0,0.0,0.0,409393220.38190514,925420022.388598,842687336.1999999,0.0,2265873448.752423,0.0,288742989.65323293,0.0,24082354.948462144,900167223.5604249,8188768.248126991,0.0,0.0,1788871485.676033,5866519653.0
2024-07-07,300478883.4093707,1790218028.10172,0.0,69037051.18796737,1001214162.6381,0.0,972341298.1518408,6140199569.216499,0.0,0.0,0.0,917378827.9972004,1882872557.1479056,1046448085.6,0.0,3289047735.528516,0.0,335533658.7274934,0.0,81319453.26758556,1139468298.822164,9651905.48015022,0.0,0.0,2084244047.5871644,7782184840.0
2024-07-14,201765708.36610457,1743240014.7453349,0.0,74413518.18237673,918381284.1924,0.0,709706333.6808982,4414348457.219611,0.0,0.0,0.0,611314130.3290712,1319271739.8706682,996343958.71,0.0,2612695390.492113,0.0,328257326.76579267,0.0,123375901.66176948,765591703.8037993,10199742.02115147,0.0,0.0,1788014305.6697333,6749393890.0
2024-07-21,189020570.3057309,1763232085.1884248,0.0,72105479.41723019,861916184.1531,0.0,565894560.7710519,5856059025.036705,0.0,0.0,0.0,1029062079.7567712,1459699477.809088,1064450367.81,0.0,3803007175.689281,0.0,295661084.5304365,0.0,147456271.79510993,713304193.9199767,9780112.243930832,0.0,0.0,1551905386.0830226,7628806625.0
2024-07-28,224953747.61290023,1824305019.51392,0.0,46979403.71518096,671958919.0020999,0.0,1036636999.4730707,4273216896.291112,0.0,0.0,0.0,885116367.4306962,1175484743.215519,1076919220.32,0.0,4673525050.428161,0.0,340547589.65015835,0.0,128170514.1303724,655844386.0726297,11408934.593187343,0.0,0.0,1858373328.483421,7706269138.0
2024-08-04,198533473.9168228,3272723817.56843,0.0,42126430.57130995,965686846.9888,0.0,1230791842.284208,6737436457.3835,0.0,0.0,0.0,676624557.4028522,1412327542.6777349,1231939126.87,0.0,4965628745.110546,0.0,332028279.39277315,0.0,201134590.50556305,663847118.5432197,12226672.19233611,0.0,0.0,1675555441.59329,8028272582.0
2024-08-11,468249732.8506982,5343391448.440624,0.0,44187181.4695304,768344766.3300999,0.0,1989362904.415786,7932121255.911623,0.0,0.0,0.0,769583403.6595378,1332689879.468486,1375288454.82,0.0,5843598559.848231,0.0,296362145.75426924,0.0,120612453.18398394,1120606705.6011677,14583845.785134036,0.0,0.0,2225013490.59825,10390881407.0
2024-08-18,112511307.47336984,1648881532.7762,0.0,32586325.883956376,341200200.47239995,0.0,669570165.9757059,5514568081.422101,0.0,0.0,0.0,596830565.8803308,786435537.847385,1565831322.44,0.0,2983143876.263593,0.0,325424424.50193006,0.0,165890154.4945145,393022530.4410927,9564248.899263635,0.0,0.0,1213250196.5930672,6749946245.0
2024-08-25,211634296.9927235,1577209687.6451,0.0,46336635.94799361,395392593.5194,0.0,486147925.174871,3941343900.8213,0.0,0.0,0.0,689394715.5033549,1052062544.720554,1402029962.3200002,0.0,2704717976.535464,0.0,252363231.6456301,0.0,137782352.47605377,297453923.2999784,7865645.747591326,0.0,0.0,1203286202.5113325,6449074628.0
2024-09-01,196859568.71632844,1601228754.99685,0.0,41535514.12012964,292048402.8802,0.0,583301729.427013,2332360219.0615,0.0,0.0,0.0,493390102.5548026,1037293168.0392698,1397810828.85,0.0,3198996090.8374777,0.0,272049064.072975,0.0,109788304.9631204,355886123.7912115,8926960.663542701,0.0,0.0,1110232321.1171165,7376705377.0
2024-09-08,186966745.3402276,1647162823.604925,0.0,41958101.2235895,259110565.50000003,0.0,659850687.7324002,1580522253.668049,0.0,0.0,0.0,308421344.64515305,995312352.9718409,1415604439.63,0.0,2987717581.5653987,0.0,266915602.044434,0.0,75168307.69299723,354416064.4532448,7514996.907795299,0.0,0.0,1114978261.4195342,6401568780.0
2024-09-15,157203881.4044066,1404832703.2493951,0.0,28266368.85331672,245361591.0182,0.0,444213218.657397,1178214341.6304002,0.0,0.0,0.0,231687985.9990232,658941788.414148,825703595.43,0.0,2287095482.020902,0.0,283567299.008662,0.0,65080366.13282667,307833728.1304979,6114611.106366454,0.0,0.0,1175282127.1826568,5740826099.0
2024-09-22,174796479.2295903,1523683839.1536148,0.0,20984046.470670883,444598018.2314,0.0,551882249.544775,1486340325.014424,0.0,0.0,0.0,160770874.62980992,995197089.0433408,1249035777.9299998,0.0,2746257586.426361,0.0,245311576.0301316,0.0,142672211.52371034,333366277.91124946,8407588.775677815,0.0,0.0,1237707530.6538925,7461438979.0
2024-09-29,108768574.67834106,1512220253.770145,0.0,24016445.432800345,432098499.2711,0.0,676537502.022305,1508827832.5950289,0.0,0.0,0.0,192964678.8047177,827386534.817784,1264948212.3,0.0,2927478436.35769,0.0,236583854.18111,0.0,48021415.9309988,296142992.9454925,7341826.431515156,0.0,0.0,806789704.9982458,8057305826.0
2024-10-06,92559451.80371398,1492960918.32739,0.0,20070940.053703666,395981758.1775,0.0,840824430.7474921,1836142463.5519168,0.0,0.0,0.0,174556160.08545715,805203498.888649,1025370849.83,0.0,3998739728.3261127,0.0,251805.6525939021,0.0,37405954.821323335,362329798.2930939,7862854.50160438,0.0,0.0,775010835.6773967,10263618961.0
2024-10-13,93190826.8938778,1476193934.90508,0.0,13549126.319557073,541669492.9847,0.0,507074354.68167,1796788047.777449,0.0,0.0,0.0,151549446.02269202,778649228.759449,1174455577.47,0.0,2626082315.664444,0.0,211140.57531437883,0.0,24696217.25001249,253217177.1995342,5922733.19605156,0.0,0.0,486315917.5779155,6726729497.0
2024-10-20,251473030.856246,1185100407.778205,0.0,14790522.467518847,648455214.0575,0.0,857022432.7722499,1871569917.7552872,0.0,0.0,0.0,240529870.12977627,891150801.754334,1186386080.99,0.0,3015567667.79875,0.0,1628179.304705926,0.0,31860599.64577337,326652123.4743751,5990083.144134359,0.0,0.0,553206555.7082055,7314232746.0
2024-10-27,207058654.42012697,1195259161.2495902,0.0,37637851.10303851,591788781.2804,0.0,1111654867.8550968,2306448050.580967,0.0,0.0,0.0,233808586.28481472,1157092648.439578,1065126024.6,0.0,4314430041.7252,0.0,283443.0855232076,0.0,26820596.33920634,339255716.4337224,1967282.3668067327,0.0,0.0,405798706.9603151,8356637346.0
2024-11-03,320983976.9450296,1948117731.25244,0.0,39163234.76320511,613614833.504,0.0,953977529.683537,2711143311.3638506,0.0,0.0,0.0,293716127.8825359,1087160053.651112,1241620095.94,0.0,3872374008.271389,0.0,1711512.0919122314,0.0,34559463.16764022,439680829.3479205,1173883.2754518003,0.0,0.0,477574974.9789969,7440150709.0
2024-11-10,176546379.02332973,3016447339.754645,0.0,85256838.29155472,717359263.29104,0.0,1488789871.339286,3999414101.28932,0.0,0.0,0.0,387526696.9208436,1664533168.641246,1053918192.02,0.0,7644483672.297533,0.0,532815.4636938588,0.0,70346875.56127273,611446720.5993116,1482155.420838731,0.0,0.0,710442013.0513918,12277486582.0
2024-11-17,213961092.7631009,3590157609.2134905,0.0,97399275.66818438,858786457.52533,0.0,1735405995.8968575,5671764490.67472,0.0,0.0,0.0,653806248.3056247,2707300416.939316,854430927.4499999,0.0,10793621692.41337,0.0,852086.8259817513,0.0,99664615.3384862,607264491.1978855,2192505.4195392104,0.0,0.0,1118386211.114815,25444121836.0
2024-11-24,196562266.7239041,3676547088.216935,0.0,136571938.71247208,898490850.50156,0.0,1676420694.028524,5350341797.032803,0.0,0.0,0.0,482528562.0896701,2248736789.362537,899543972.88,0.0,10587281517.664185,0.0,709831.8862872489,0.0,104822770.08091152,469473694.4826167,2588223.751188733,0.0,0.0,881977769.5445738,18547458268.0
2024-12-01,211299711.4497374,3805379512.215575,0.0,202421905.3066753,1121008607.4529898,0.0,1251716603.5171278,3917252769.080019,0.0,0.0,0.0,408181699.1594944,1818440502.733474,770789948.91,0.0,5863496574.06317,0.0,473546.2876647374,0.0,89204996.4822339,451003622.3463677,2789754.3772703726,0.0,0.0,653429112.8941913,16612641421.0
