date,Binance,Bitget,Bybit,Crypto.com,Gate.io,Kraken,OKX
2022-03-12,23339358152.86676,,,,,,9655108852.200998
2022-03-13,29283557047.542667,,,,,,11492759553.2283
2022-03-14,40242232675.84605,,,,,,15761681605.0795
2022-03-15,40579977612.63663,,,,,,16252951589.1577
2022-03-16,68094266204.63564,,7248770119.52288,,,,27926533266.7466
2022-03-17,36633366349.55527,,3172238548.821739,,,,14652250302.428162
2022-03-18,48351896330.969246,,4505154022.45307,,,,19657008465.86151
2022-03-19,35994120773.16891,,2877508756.07807,,,,14351508411.6725
2022-03-20,37932191850.98937,,3214636286.77074,,,,16410136522.62843
2022-03-21,43463390481.76843,,4053420582.75318,,,,14021920781.749382
2022-03-22,50988630019.43948,,5476645390.80193,,,,8139802611.26987
2022-03-23,48767761025.67499,,4495819848.21373,,,,19526699318.06466
2022-03-24,56530647796.058586,,5276799655.42773,,,,22256156733.53525
2022-03-25,54918418021.86783,,5342770217.683499,,,,26972951335.41305
2022-03-26,29408412865.43425,,2308670512.7935405,,,,17152368231.49329
2022-03-27,48308084707.80786,,4603980145.45015,,,,17831271549.23449
2022-03-28,63963641817.78263,,5957413338.320371,,,,24888461020.19357
2022-03-29,62205729001.00472,,5233106458.470018,,,,22757381854.56998
2022-03-30,60672921447.26688,,4923781787.65612,,,,19944695695.97333
2022-03-31,73466553169.03989,,6389164463.45208,,,,25034690060.90419
2022-04-01,71560807302.76064,,6873834794.47995,,,,26558896550.822323
2022-04-02,53697475696.76004,,4896245487.92229,,,,19141841771.08876
2022-04-03,46744289969.68691,,4808434526.791699,,,,16972433327.0204
2022-04-04,56573194746.21033,,5725788669.24971,,,,20743927780.53119
2022-04-05,51860348747.97905,,5464849584.79547,,,,19166784650.12656
2022-04-06,75511447068.72435,,7808430236.28808,,,,26736660056.88413
2022-04-07,45087915998.32631,,4275159569.90181,,,,15619240242.939598
2022-04-08,54557692952.92591,,5885689144.123072,,,,19282890834.06607
2022-04-09,26726191111.41497,,2350310875.2199893,,,,9110782146.17042
2022-04-10,33150432603.610123,,3386855247.86929,,,,11426695484.533852
2022-04-11,68072041377.14903,,8069504688.164619,,,,24039560088.87217
2022-04-12,54589169052.94934,,5915652812.52489,,,,19417249420.14001
2022-04-13,47757775883.03344,,5242377468.475179,,,,15740023172.34262
2022-04-14,44199213523.81687,,4324376911.41169,,,,14677649708.86796
2022-04-15,31133413645.22092,,3228247669.65617,,,,10396061515.08838
2022-04-16,23437088105.17617,,2313902867.29733,,,,7954946911.039889
2022-04-17,31470096584.09372,,2954146280.97729,,,,9881470460.57901
2022-04-18,58793764899.92386,,6270490886.002171,,,,18233162981.67334
2022-04-19,44860327516.54926,,4001377678.37506,,,,12846048612.64494
2022-04-20,52088125174.87711,,4662764027.891069,,,,15887008618.261892
2022-04-21,61793313232.81379,,6796557546.56311,,,,19732193744.17911
2022-04-22,45961662854.58916,,4903851795.41532,,,,14393851064.09135
2022-04-23,27632693310.4523,,2145400258.34658,,,,7818053584.12346
2022-04-24,30621561662.39884,,2937138846.98568,,,,9326839758.42559
2022-04-25,67159470793.34847,,7506012378.590779,,,,21190547013.34399
2022-04-26,62789858342.07755,,7207689350.007132,,,,19029940506.074528
2022-04-27,53308383328.9039,,5801973233.50741,,,,16309550243.9887
2022-04-28,60806064433.46716,,6377784937.004392,,,,17004379585.59926
2022-04-29,54933039218.26164,,4762012585.77184,,,,16354239913.99157
2022-04-30,43867838430.44455,,3195753211.34896,,,,12674804574.32591
2022-05-01,43289246446.93559,,3895168135.21338,,,,12477432050.932308
2022-05-02,48595704093.49538,,4978064294.11056,,,,15334121172.673267
2022-05-03,38313941895.25666,,3544222817.894069,,,,10495249763.370049
2022-05-04,58939196024.28214,,6398887531.91496,,,,17815394580.21198
2022-05-05,72203503778.50545,,8438227213.48191,,,,21901862377.33348
2022-05-06,57542862966.80311,,6553265043.7857,,,,18506051933.01491
2022-05-07,34402882219.39691,,2984103036.19,,,,10443988740.40986
2022-05-08,51998418748.83302,,5865456196.357789,,,,17461175313.22984
2022-05-09,110903983115.476,,14465413916.13613,,,,34441190816.28731
2022-05-10,99108503990.33336,,11552442866.79872,,,,30963782217.154224
2022-05-11,125330846042.13586,,16781603780.89774,,,,39015181533.33586
2022-05-12,99989460058.95483,,13238624626.13903,,,,31553764998.651733
2022-05-13,62492323269.17339,,6234037287.940969,,,,17008195358.030842
2022-05-14,37651794389.72805,,4234872911.44659,,,,10563294279.41149
2022-05-15,37222662148.845856,,4272768807.05217,,,,9637537057.03518
2022-05-16,49682422708.56972,,6261163217.36178,,,,13378492914.30418
2022-05-17,41150514164.76271,,4927339785.22489,,,,10888528191.186642
2022-05-18,44518364592.33161,,5105857546.10556,,,,11582928885.299517
2022-05-19,47746064562.345245,,5651925911.90757,,,,12209183106.60223
2022-05-20,49828281746.27746,,5906337300.741119,,,,12666127202.4791
2022-05-21,28184302404.460697,,2501553111.5904703,,,,6787216264.31726
2022-05-22,33437840485.85374,,3686494970.18243,,,,8661262208.12393
2022-05-23,51670662676.3381,,5944958354.53215,,,,12969556617.07871
2022-05-24,41774615211.90176,,4826822564.08048,,,,10907819493.44483
2022-05-25,43261906847.5177,,5173347038.521,,,,11958284770.881275
2022-05-26,66358426845.89519,,8566513000.67123,,,,18706157666.046337
2022-05-27,66912456736.87699,,9259130086.18185,,,,18675628379.57822
2022-05-28,28810706591.43369,,2874253383.26989,,,,8481982928.513879
2022-05-29,32007146263.51928,,2960934023.9835696,,,,7793506869.161019
2022-05-30,58318569999.57407,,6947836542.73354,,,,17038406010.99761
2022-05-31,54004176309.391685,,5939371706.64953,,,,15900066015.44525
2022-06-01,61853049380.85949,,7682412812.45297,,,,15436643570.725431
2022-06-02,42813339474.02776,,4921414943.3286295,,,,11865564681.30167
2022-06-03,39573023187.24911,,4790272061.54832,,,,10437916322.73313
2022-06-04,23408261909.65108,,2622370756.44732,,,,6227587218.37287
2022-06-05,25011428273.35864,,3076625125.59994,,,,6890628466.083109
2022-06-06,49424166295.6327,,7293197626.10919,,,,13980195273.08903
2022-06-07,69468726003.9197,,11451546853.4621,,,,17845360585.399292
2022-06-08,50925884226.63368,,6824610511.90256,,,,12878681020.2888
2022-06-09,34470664752.737015,,4834446106.21971,,,,9494684855.67781
2022-06-10,48493668073.83719,,7636188119.82953,,,,14717531157.29526
2022-06-11,45996194767.36079,,7134437556.868569,,,,14730359811.874784
2022-06-12,62152563269.07426,,9231371710.2531,,,,18070228570.87512
2022-06-13,136776565551.6449,,21534527127.72475,,,,43199436667.7876
2022-06-14,93196798568.81577,,15396412775.947052,,,,32199626322.354782
2022-06-15,104874680484.70448,,16916644026.50795,,,,35348017236.00927
2022-06-16,60797801646.91186,,7732711435.88855,,,,17826978687.62484
2022-06-17,47310845843.23071,,6144588253.54318,,,,13474946832.35074
2022-06-18,69366261206.80278,,10679251150.564322,,,,20902809083.65357
2022-06-19,64802819937.63604,,10153234116.556,,,,20551633482.72768
2022-06-20,60074089384.57233,,8606830126.596819,,,,17683918664.882607
2022-06-21,55534064712.0714,,7269762514.48522,,,,16586940665.29923
2022-06-22,50750978857.10188,,7841308235.558131,,,,16163415062.125
2022-06-23,47701825154.1732,,6594393500.49345,,,,13523628401.894451
2022-06-24,48930794574.41689,,6848563302.60189,,,,15170789780.56142
2022-06-25,36408162380.79239,,4729907309.489731,,,,10901490280.059498
2022-06-26,38036386616.20556,,4905778482.79041,,,,11571459862.50149
2022-06-27,41235908227.16327,,5639160479.369571,,,,11460523040.61829
2022-06-28,45468883338.55164,,6243335826.0732,,,,12593374276.264751
2022-06-29,44438974343.08458,,6123199311.78555,,,,11126703581.50923
2022-06-30,55263866062.88101,,8512725478.82575,,,,10648175971.25189
2022-07-01,57210358357.85304,,8490461601.027568,,,,10341015147.677792
2022-07-02,27620689120.566288,,3761192509.32068,,,,5752723709.241671
2022-07-03,28069290584.84602,,4043217677.3140697,,,,5440015912.44954
2022-07-04,40876933348.91508,,6188678480.468749,,,,7983123877.320051
2022-07-05,52902494875.63655,,8699062718.95458,,,,10969126986.02706
2022-07-06,44795809109.145294,,6216033109.38917,,,,9609133115.905838
2022-07-07,42788508858.28643,,6615215334.27667,,,,8927414107.76145
2022-07-08,53953209754.27792,,8263968700.3813,,,,11549529568.9238
2022-07-09,26900916920.51512,,3449222796.51367,,,,6323676065.03926
2022-07-10,30525765100.42096,,4553026654.99047,,,,6883161436.59492
2022-07-11,36516315054.87133,,5259567619.326869,,,,7861464497.17504
2022-07-12,38414847993.12594,,5819974428.67769,,,,8335686403.10867
2022-07-13,57258177627.877495,,8547099465.61374,,,,9859163021.645329
2022-07-14,49926207087.84352,,7444787418.058371,,,,10441976462.84145
2022-07-15,45149028260.70893,,6583640388.450651,,,,10642567812.72567
2022-07-16,42757019855.33678,,6064607127.67819,,,,8693957586.8211
2022-07-17,39933870536.381775,,5181503318.110451,,,,9261586725.425692
2022-07-18,76019884008.6734,,10919110339.12436,,,,15406245243.97784
2022-07-19,83991670151.94264,,12282268947.644909,,,,16755665831.71828
2022-07-20,73078801357.60274,,10729327982.70806,,,,15772275158.52946
2022-07-21,58556154976.77766,,8058746231.319479,,,,12956882283.736082
2022-07-22,52473076371.53378,,7056981630.008909,,,,12118887075.15796
2022-07-23,42474122257.94854,,5239752175.97445,,,,9530883847.76752
2022-07-24,41058449275.30926,,5275993008.93917,,,,9261335857.04041
2022-07-25,54133922898.26602,,7337329109.539789,,,,11190355769.556318
2022-07-26,45157508919.19545,,6016486981.907281,,,,9223212182.52571
2022-07-27,61983267763.67483,,8504402968.7086,,,,11032812935.457396
2022-07-28,75206185981.71124,,9458060801.24346,,,,14748786187.103989
2022-07-29,70452033933.5212,,7939467333.667781,,,,16254730351.65408
2022-07-30,51725568646.34248,,5843068168.295509,,,,13301657081.514433
2022-07-31,42927544905.802376,,4616367687.92434,,,,10311609468.7071
2022-08-01,49066884070.47558,,5453175873.545079,,,,11234198779.89446
2022-08-02,59194776361.79044,,6740473065.284309,,,,12189947002.778038
2022-08-03,50165278325.14645,,5808886792.500939,,,,10492717684.121868
2022-08-04,49288513748.10562,,5532011708.916441,,,,8154542959.052271
2022-08-05,54907300468.51076,,6412577997.86573,,,,8982806954.890919
2022-08-06,28890666873.010765,,2625553127.09546,,,,6156963723.969009
2022-08-07,28098460598.740856,,2911277567.7631803,,,,5891314665.39945
2022-08-08,51277994344.88487,,5819577935.46716,,,,9141514077.79551
2022-08-09,49112442453.5039,,5258545326.490439,,,,8645996306.482391
2022-08-10,67922709078.04307,,8569949038.494379,,,,10391266800.033058
2022-08-11,68485645836.92239,,8047079959.148061,,,,10632157728.67117
2022-08-12,46474582043.94276,,5309746327.19303,,,,8526153765.491441
2022-08-13,43879982385.8368,,5071299894.396832,,,,8739989205.341389
2022-08-14,45128191727.049614,,5118396555.12729,,,,9432224400.393402
2022-08-15,66232364248.40701,,8080118919.913362,,,,11124261192.73901
2022-08-16,49261862044.82668,,6217383228.36561,,,,9116957450.8032
2022-08-17,62508729085.794685,,9276293501.32878,,,,10799696844.18107
2022-08-18,40454449811.12216,,5327968593.503739,,,,8288589082.612131
2022-08-19,79628043795.99823,,12920558344.859512,,,,12568882095.96914
2022-08-20,47476938379.04282,,7085602278.271881,,,,8847842656.577988
2022-08-21,39815248423.65519,,5628135999.156369,,,,7660555095.680169
2022-08-22,52220127890.424805,,7296930946.36813,,,,8769263086.03225
2022-08-23,51904747906.12434,,6664910079.99025,,,,8844533108.77526
2022-08-24,46600547223.90862,,6129741072.38835,,,,8367770971.55953
2022-08-25,39343459146.18839,,5099220162.4162,,,,8013001047.576729
2022-08-26,75202919819.21422,,10839058882.30589,,,,12074453599.08436
2022-08-27,40618878919.255104,,5685265507.35469,,,,8528640608.40022
2022-08-28,32908708247.675373,,4370809012.041019,,,,7334519496.097751
2022-08-29,48725949394.77596,,6372531967.84528,,,,8613554062.49416
2022-08-30,61421742184.10405,,8523189816.83382,,,,9665311286.81494
2022-08-31,57479493668.24006,,7589615374.288959,,,,9020458459.543522
2022-09-01,50464384107.0481,,6832049902.335571,,,,8675353785.72705
2022-09-02,50434546851.21639,,7231996424.007681,,,,9024313334.69612
2022-09-03,24506958171.79522,,3383118188.9868903,,,,5757999275.33424
2022-09-04,27704325131.175068,,3677761737.5359497,,,,6124895882.259561
2022-09-05,36413822313.541336,,4901954687.48483,,,,7321982914.728838
2022-09-06,71073432636.68033,,12230328826.63099,,,,12236827459.77332
2022-09-07,49910952557.50652,,8221068536.03128,,,,9347849723.08219
2022-09-08,47184944956.48127,,7744968145.97479,,,,9160731641.41412
2022-09-09,68741473190.02846,,12304757225.50407,,,,12423478061.17748
2022-09-10,40674526254.31281,,5682624284.498301,,,,8958543761.66681
2022-09-11,34958511901.70587,,5236327167.050011,,,,8589463795.24853
2022-09-12,60304696412.3112,,9674464599.644247,,,,11770956874.701933
2022-09-13,80021779914.84059,,16525867415.3051,,,,12945470998.75484
2022-09-14,51505422803.79039,,9938637766.28957,,,,9962343420.63308
2022-09-15,65501656907.33768,,12907729477.12933,,,,11475042157.57506
2022-09-16,45711960038.52438,,8677305689.81372,,,,9003558663.6848
2022-09-17,27894592437.65986,,5373484763.13724,,,,6820922667.69381
2022-09-18,42890715047.79782,,8852178222.45514,,,,8814427271.3474
2022-09-19,62860141246.725006,,12387834633.9277,,,,10859424621.63153
2022-09-20,51716660718.96868,,10187065886.03354,,,,9143542748.88688
2022-09-21,73340039827.31485,,16189459146.876251,,,,11427865237.65948
2022-09-22,57787810045.13754,,10264959863.15955,,,,9855588329.98281
2022-09-23,64377164620.32199,,11724295263.45929,,,,11043938202.945831
2022-09-24,31630937647.0828,,5705613284.08149,,,,7569022184.4658
2022-09-25,32736064415.84685,,5899485430.9147005,,,,7077097540.066101
2022-09-26,50262913619.38254,,8564432929.79558,,,,9482566149.80346
2022-09-27,70310244087.36392,,12612264092.921,,,,11495490077.58898
2022-09-28,65047987219.59491,,9649389956.957573,,,,10831283617.21589
2022-09-29,56561280623.3952,,8388060090.086809,,,,8877739509.27355
2022-09-30,59331058919.88832,,10847173256.60308,,,,8663461196.15909
2022-10-01,21003555797.59827,,3800425487.92371,,,,4940260384.51302
2022-10-02,29024573595.26963,,5163183846.2339,,,,5830231025.632139
2022-10-03,38498724565.66665,,7776228072.620339,,,,6253876949.57343
2022-10-04,42950977309.02867,,8933016251.07213,,,,6195259917.457531
2022-10-05,40817547586.80148,,8416403125.990729,,,,5997754020.72791
2022-10-06,47008931099.81642,,8255742716.28107,,,,6269323584.294201
2022-10-07,38106309213.25547,,8032904726.241131,,,,4976448555.05993
2022-10-08,17307387431.70341,,3364477567.03856,,,,3440981880.80194
2022-10-09,17630461701.194042,,3462404857.7800007,,,,3687888787.13756
2022-10-10,34511519556.92083,,6734993454.8123,,,,5294514582.65958
2022-10-11,36708841323.71943,,6911159300.09891,,,,5418260783.607111
2022-10-12,27155922617.185303,,4935557025.51524,,,,4520311532.8917
2022-10-13,65639533207.75248,,14498831595.54229,,,,7236440617.903181
2022-10-14,48042368260.48728,,8873538216.72672,,,,6063528737.36622
2022-10-15,18645172523.85286,,3182139853.2106605,,,,3622108472.4284897
2022-10-16,20077450822.59608,,3605032687.501249,,,,3608558745.46173
2022-10-17,30903427648.93658,,5355587514.16307,,,,4940365339.847199
2022-10-18,39458069288.90489,,6510600781.303469,,,,5711249530.29232
2022-10-19,30350630345.02026,,4953104823.598841,,,,4822415129.49251
2022-10-20,33839827600.79289,,6159903539.4824295,,,,5247444689.56082
2022-10-21,37653293102.97546,,6258357531.028212,,,,5535386950.13356
2022-10-22,16668803217.75662,,2624150039.2207704,,,,3380526015.587409
2022-10-23,27641401889.75481,,4730010282.65768,,,,4259481493.04904
2022-10-24,34985763801.8805,,5876591501.601871,,,,5496141725.309281
2022-10-25,60217943541.95976,,12216022212.671469,,,,7130803636.039921
2022-10-26,62493019904.81809,,13144245146.111,,,,8144626311.734119
2022-10-27,55188686326.41953,,11167901556.93747,,,,7236925311.24843
2022-10-28,50952696392.249344,,10251867772.595127,,,,6960223520.57219
2022-10-29,61691711338.77256,,11591634371.69965,,,,9919927960.1015
2022-10-30,40490332386.85337,,7384545989.96755,,,,8265746586.04779
2022-10-31,51720054788.02101,,9538621308.94806,,,,8264538092.92328
2022-11-01,41032491781.63256,,6938923077.238,,,,5840459049.17675
2022-11-02,65320134905.16768,,12706324111.57494,159215430.43684,159215430.43684,159215430.43684,7029850713.543341
2022-11-03,47820146299.404816,,7875141143.658529,211855710.75658,211855710.75658,211855710.75658,6438905690.45346
2022-11-04,71994058563.56612,,13486917861.45366,287987547.91748005,287987547.91748005,287987547.91748,8457133385.222488
2022-11-05,38257409270.5098,,6895800346.783629,196572016.88131,196572016.88131,196572016.88131,6921504891.14258
2022-11-06,34685987979.21282,,6372304351.91755,176543016.16556,176543016.16556,176543016.16556,6026872874.29593
2022-11-07,52130518185.80753,,9448000468.86394,269068913.3995,269068913.3995,269068913.3995,7136122288.068
2022-11-08,157001381603.66052,,37635322223.40209,522624205.05412,522624205.05412006,522624205.05412006,10696462451.15915
2022-11-09,129097810314.3114,,23655131744.107327,394806474.88238,394806474.88238,394806474.88238,12894049660.813875
2022-11-10,93432509778.1886,,17294617473.934532,292370727.22303003,292370727.22303003,292370727.22303003,10359135555.00537
2022-11-11,63339914141.54224,,11550021020.9171,217146033.97637,217146033.97637,217146033.97637,8763897581.76357
2022-11-12,28213732227.48198,,4929173711.10298,168062932.34302998,168062932.34303,168062932.34303,5334712779.664399
2022-11-13,31006608445.34027,,5093869326.9652,132297594.55192,132297594.55192004,132297594.55192,5157424166.72365
2022-11-14,56922867494.51195,,9679959533.5884,176447344.62030998,176447344.62031,176447344.62030998,7155818928.472971
2022-11-15,38842639493.4394,,6410345711.66951,152232950.83021998,152232950.83021998,152232950.83021998,5636811236.19466
2022-11-16,35639656044.68995,,5549187558.716921,146380499.19114003,146380499.19114,146380499.19114,5141110404.49777
2022-11-17,30051702130.73436,,4646413531.85857,116870122.25805,116870122.25805,116870122.25805,4066838238.0348
2022-11-18,25074067836.035297,,4123702048.13359,148538152.81383002,148538152.81383,148538152.81383002,4474410794.94077
2022-11-19,16119392115.723728,,2479719180.6265697,105959076.20585,105959076.20585,105959076.20585,3424286493.61846
2022-11-20,29606507732.93113,,4734995578.95912,148828074.80874,148828074.80873996,148828074.80874,4854120559.55909
2022-11-21,49549832710.34434,,8238632225.020459,233362470.25522003,233362470.25522,233362470.2552201,6729825212.18791
2022-11-22,40188361995.65484,,6656881569.837551,219200908.70914,219200908.70914,219200908.70914,6209519655.777821
2022-11-23,38942026190.310974,,6309069870.18564,218595332.70543995,218595332.70544,218595332.70544004,6329324677.68473
2022-11-24,28581223709.02266,,4504468708.645649,183934954.68296,183934954.68296,183934954.68296,5398458176.38057
2022-11-25,26109283996.4484,,3901829399.5162,156818876.47769,156818876.47769,156818876.47768998,5101786252.33105
2022-11-26,23888873423.13496,,3489946870.25492,135327906.73038998,135327906.73039,135327906.73039,4788760795.90882
2022-11-27,22516722309.52259,,3089734370.1091404,113367418.54056,113367418.54056,113367418.54055998,4581755767.816
2022-11-28,36507710090.17204,,6410311683.534771,168371046.82283002,168371046.82283002,168371046.82283002,5741034301.365599
2022-11-29,31300097406.487377,,5125354318.54703,166912721.77859002,166912721.77859,166912721.77859,5843489603.871968
2022-11-30,43029651340.55802,,6734954522.448219,194065833.63167003,194065833.63167,194065833.63167,6677066655.975321
2022-12-01,31372815093.76718,,4801070819.56915,160395487.6665,160395487.6665,160395487.6665,5594332100.88709
2022-12-02,26919142978.210968,,4218298813.22394,133022870.04798,133022870.04798,133022870.04798,4981055703.80324
2022-12-03,19553791193.57764,,3031428846.07761,104741016.78930002,104741016.78930002,104741016.7893,4008135732.3080297
2022-12-04,22356855808.58068,,3371761282.84074,110822136.46685,110822136.46685,110822136.46685,4232530271.71588
2022-12-05,34648470421.49458,,5638126807.981149,163303438.32415003,163303438.32415,163303438.32415,6124074917.85127
2022-12-06,24539889739.47637,,3860613433.959151,127405128.87261,127405128.87261,127405128.87261,4721269327.7081
2022-12-07,26032764117.296883,,3590164382.10566,115030488.5259,115030488.5259,115030488.52590002,4061322089.56804
2022-12-08,28501236020.978024,,3740356533.6600695,112947410.20618002,112947410.20618002,112947410.20618,4322053977.58204
2022-12-09,22745728814.471207,,2982325742.93979,103616736.99821,103616736.99821,103616736.99821,3805260088.50472
2022-12-10,12665968483.38606,,1880863803.06576,82348283.77961999,82348283.77961999,82348283.77961999,2661573156.45611
2022-12-11,15078611683.10593,,2086259105.90862,82175001.46058999,82175001.46059002,82175001.46059,2651084110.21206
2022-12-12,26286004901.418705,,3692864790.42618,109545154.53231,109545154.53231,109545154.53231,4040650834.08501
2022-12-13,42657013321.49517,,5192588800.86212,128042277.97500998,128042277.97501,128042277.97501,5214290651.78099
2022-12-14,37308222750.30825,,4645088521.140511,119712270.59901,119712270.59901,119712270.59901,4845400142.79293
2022-12-15,26516768692.36223,,4080900644.74568,114073439.40996,114073439.40996,114073439.40996,4330379106.214821
2022-12-16,40790777625.15115,,5345532957.01172,172310068.98484,172310068.98484,172310068.98484,4978683665.422541
2022-12-17,21134931448.315105,,3222434013.7303896,143510279.95823002,143510279.95823,143510279.95823,3907476853.15757
2022-12-18,15529632478.35168,,2584025253.61712,126702782.73131,126702782.73130998,126702782.73131,1105594912.79182
2022-12-19,25175314035.4294,,3945604068.255981,173093962.72153997,173093962.72153997,173093962.72154,3928184958.34679
2022-12-20,29252898006.96128,,4088140733.97392,209480427.52441,209480427.52441,209480427.52441,4207967895.34981
2022-12-21,17502619313.375328,,2871249458.2072096,138645140.46387,138645140.46387002,138645140.46387002,3228725180.09172
2022-12-22,22507485040.624584,,3387570786.4900503,145608436.20888,145608436.20888004,145608436.20887998,3673143538.0454006
2022-12-23,17777943037.04594,,2629257755.3327804,134048881.26868,134048881.26868,134048881.26868,2989522962.2904
2022-12-24,7639836350.19768,,1298170759.93028,67628005.96852,67628005.96851999,67628005.96851999,1624644343.50378
2022-12-25,12696303188.75051,,2008091973.7728696,92001307.39061,92001307.39061,92001307.39061,2233178094.0099297
2022-12-26,12549843811.79072,,2111286085.49607,90606352.56353,90606352.56353004,90606352.56353,2437395695.13465
2022-12-27,18914083281.74762,,3099927328.65649,128548379.59389,128548379.59389,128548379.59389,3246722106.20531
2022-12-28,23995838445.47805,,3909401608.89627,173440787.68109003,173440787.6810901,173440787.68109,3836632735.414711
2022-12-29,18409602548.60581,,3343786392.4186,146787674.84892,146787674.84891996,146787674.84892,3310811062.9015403
2022-12-30,19682333723.625145,,3418706949.05025,138874448.39022002,138874448.39022,138874448.39022002,3366376978.1667
2022-12-31,11093539690.939247,,2681120424.77137,81922285.79116999,81922285.79117,81922285.79117,2417326020.51222
2023-01-01,9591798691.73375,,1841762576.6479504,73636320.76231,73636320.76231,73636320.76231,2192506311.71106
2023-01-02,19391724577.07712,,3301447950.94507,103929000.28948998,103929000.28949,103929000.28949,3195954034.6679707
2023-01-03,17973838027.384842,,3494069874.69634,111155107.13067,111155107.13067,111155107.13067,3295065788.04798
2023-01-04,30693020283.943382,,5128169330.41241,180543175.60262,180543175.60262,180543175.60262,4805836058.515889
2023-01-05,18025644802.58341,,3367549575.029189,103410049.016,103410049.01600002,103410049.01600002,3494486453.1761
2023-01-06,25779466700.696823,,4804538891.60672,186766504.96283004,186766504.96283,186766504.96283,4535299419.13813
2023-01-07,10700695981.565458,,2010446359.6213896,61869601.47807001,61869601.478070006,61869601.47807,2639966690.946269
2023-01-08,19808320144.69857,,4003387649.99724,99574414.64132,99574414.64132,99574414.64132,3863451662.23258
2023-01-09,44110263636.506905,,9449184843.21958,237086964.93858,237086964.93858,237086964.93858,8433224851.880859
2023-01-10,28886095810.585167,,6645506597.81307,166402554.90592,166402554.90592,166402554.90592003,6253159547.17602
2023-01-11,32233519564.416424,,6600991922.636761,168049965.37850997,168049965.37851,168049965.37851,6242894687.371109
