date,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana
2018-02-26,,134637,,,,
2018-02-27,,123625,,,,
2018-02-28,,135514,,,,
2018-03-01,,128425,,,,
2018-03-02,,123878,,,,
2018-03-03,,105291,,,,
2018-03-04,,103857,,,,
2018-03-05,,130933,,,,
2018-03-06,,132089,,,,
2018-03-07,,156323,,,,
2018-03-08,,125550,,,,
2018-03-09,,114565,,,,
2018-03-10,,96014,,,,
2018-03-11,,95039,,,,
2018-03-12,,109845,,,,
2018-03-13,,125686,,,,
2018-03-14,,127789,,,,
2018-03-15,,113580,,,,
2018-03-16,,102319,,,,
2018-03-17,,93979,,,,
2018-03-18,,97536,,,,
2018-03-19,,126703,,,,
2018-03-20,,111477,,,,
2018-03-21,,129076,,,,
2018-03-22,,103178,,,,
2018-03-23,,152644,,,,
2018-03-24,,145896,,,,
2018-03-25,,92547,,,,
2018-03-26,,107721,,,,
2018-03-27,,101919,,,,
2018-03-28,,99746,,,,
2018-03-29,,109825,,,,
2018-03-30,,115836,,,,
2018-03-31,,103429,,,,
2018-04-01,,90780,,,,
2018-04-02,,105076,,,,
2018-04-03,,119279,,,,
2018-04-04,,106455,,,,
2018-04-05,,119199,,,,
2018-04-06,,103380,,,,
2018-04-07,,91903,,,,
2018-04-08,,107425,,,,
2018-04-09,,108629,,,,
2018-04-10,,106196,,,,
2018-04-11,,120854,,,,
2018-04-12,,123115,,,,
2018-04-13,,134846,,,,
2018-04-14,,109694,,,,
2018-04-15,,113093,,,,
2018-04-16,,117328,,,,
2018-04-17,,118182,,,,
2018-04-18,,121518,,,,
2018-04-19,,127461,,,,
2018-04-20,,134832,,,,
2018-04-21,,132631,,,,
2018-04-22,,136105,,,,
2018-04-23,,160227,,,,
2018-04-24,,165504,,,,
2018-04-25,,147815,,,,
2018-04-26,,155247,,,,
2018-04-27,,139941,,,,
2018-04-28,,134518,,,,
2018-04-29,,131044,,,,
2018-04-30,,142967,,,,
2018-05-01,,130079,,,,
2018-05-02,,151495,,,,
2018-05-03,,165832,,,,
2018-05-04,,227419,,,,
2018-05-05,,156013,,,,
2018-05-06,,145277,,,,
2018-05-07,,141850,,,,
2018-05-08,,172461,,,,
2018-05-09,,159682,,,,
2018-05-10,,172830,,,,
2018-05-11,,165800,,,,
2018-05-12,,168752,,,,
2018-05-13,,152930,,,,
2018-05-14,,174957,,,,
2018-05-15,,181264,,,,
2018-05-16,,174984,,,,
2018-05-17,,183362,,,,
2018-05-18,,185015,,,,
2018-05-19,,194660,,,,
2018-05-20,,180261,,,,
2018-05-21,,172922,,,,
2018-05-22,,215682,,,,
2018-05-23,,186984,,,,
2018-05-24,,192737,,,,
2018-05-25,,185987,,,,
2018-05-26,,183058,,,,
2018-05-27,,186242,,,,
2018-05-28,,197769,,,,
2018-05-29,,195095,,,,
2018-05-30,,180931,,,,
2018-05-31,,187107,,,,
2018-06-01,,164656,,,,
2018-06-02,,197142,,,,
2018-06-03,,200129,,,,
2018-06-04,,188464,,,,
2018-06-05,,168424,,,,
2018-06-06,,170847,,,,
2018-06-07,,189352,,,,
2018-06-08,,175629,,,,
2018-06-09,,187306,,,,
2018-06-10,,200068,,,,
2018-06-11,,189334,,,,
2018-06-12,,152448,,,,
2018-06-13,,148849,,,,
2018-06-14,,148628,,,,
2018-06-15,,182311,,,,
2018-06-16,,139481,,,,
2018-06-17,,140333,,,,
2018-06-18,,143659,,,,
2018-06-19,,172907,,,,
2018-06-20,,194346,,,,
2018-06-21,,184933,,,,
2018-06-22,,184007,,,,
2018-06-23,,147266,,,,
2018-06-24,,158411,,,,
2018-06-25,,264462,,,,
2018-06-26,,191561,,,,
2018-06-27,,163131,,,,
2018-06-28,,162371,,,,
2018-06-29,,182624,,,,
2018-06-30,,104761,,,,
2018-07-01,,75504,,,,
2018-07-02,,87937,,,,
2018-07-03,,92405,,,,
2018-07-04,,91955,,,,
2018-07-05,,112662,,,,
2018-07-06,,87050,,,,
2018-07-07,,90434,,,,
2018-07-08,,120940,,,,
2018-07-09,,127220,,,,
2018-07-10,,128625,,,,
2018-07-11,,126396,,,,
2018-07-12,,110714,,,,
2018-07-13,,95429,,,,
2018-07-14,,92689,,,,
2018-07-15,,96672,,,,
2018-07-16,,153659,,,,
2018-07-17,,155343,,,,
2018-07-18,,198039,,,,
2018-07-19,,172256,,,,
2018-07-20,,152752,,,,
2018-07-21,,125017,,,,
2018-07-22,,158319,,,,
2018-07-23,,219542,,,,
2018-07-24,,231900,,,,
2018-07-25,,208975,,,,
2018-07-26,,166037,,,,
2018-07-27,,197869,,,,
2018-07-28,,146162,,,,
2018-07-29,,142313,,,,
2018-07-30,,163172,,,,
2018-07-31,,160911,,,,
2018-08-01,,156352,,,,
2018-08-02,,183853,,,,
2018-08-03,,203635,,,,
2018-08-04,,168313,,,,
2018-08-05,,142787,,,,
2018-08-06,,151628,,,,
2018-08-07,,143065,,,,
2018-08-08,,124050,,,,
2018-08-09,,111731,,,,
2018-08-10,,144021,,,,
2018-08-11,,162779,,,,
2018-08-12,,173263,,,,
2018-08-13,,167856,,,,
2018-08-14,,156143,,,,
2018-08-15,,158548,,,,
2018-08-16,,182399,,,,
2018-08-17,,158970,,,,
2018-08-18,,156899,,,,
2018-08-19,,144867,,,,
2018-08-20,,164759,,,,
2018-08-21,,130719,,,,
2018-08-22,,150621,,,,
2018-08-23,,138902,,,,
2018-08-24,,153560,,,,
2018-08-25,,142517,,,,
2018-08-26,,144685,,,,
2018-08-27,,161209,,,,
2018-08-28,,140726,,,,
2018-08-29,,119363,,,,
2018-08-30,,125886,,,,
2018-08-31,,129366,,,,
2018-09-01,,140834,,,,
2018-09-02,,147811,,,,
2018-09-03,,137769,,,,
2018-09-04,,141111,,,,
2018-09-05,,135955,,,,
2018-09-06,,132131,,,,
2018-09-07,,153374,,,,
2018-09-08,,146568,,,,
2018-09-09,,143666,,,,
2018-09-10,,136488,,,,
2018-09-11,,116767,,,,
2018-09-12,,113309,,,,
2018-09-13,,120112,,,,
2018-09-14,,113715,,,,
2018-09-15,,94514,,,,
2018-09-16,,93243,,,,
2018-09-17,,123367,,,,
2018-09-18,,105789,,,,
2018-09-19,,98764,,,,
2018-09-20,,106404,,,,
2018-09-21,,109470,,,,
2018-09-22,,103211,,,,
2018-09-23,,106972,,,,
2018-09-24,,102058,,,,
2018-09-25,,102542,,,,
2018-09-26,,95220,,,,
2018-09-27,,96865,,,,
2018-09-28,,94848,,,,
2018-09-29,,86392,,,,
2018-09-30,,109921,,,,
2018-10-01,,92685,,,,
2018-10-02,,92780,,,,
2018-10-03,,134837,,,,
2018-10-04,,131837,,,,
2018-10-05,,139312,,,,
2018-10-06,,135673,,,,
2018-10-07,,114010,,,,
2018-10-08,,126406,,,,
2018-10-09,,136846,,,,
2018-10-10,,114403,,,,
2018-10-11,,128239,,,,
2018-10-12,,121421,,,,
2018-10-13,,128018,,,,
2018-10-14,,116231,,,,
2018-10-15,,134631,,,,
2018-10-16,,137975,,,,
2018-10-17,,151324,,,,
2018-10-18,,134123,,,,
2018-10-19,,133488,,,,
2018-10-20,,133651,,,,
2018-10-21,,126287,,,,
2018-10-22,,149415,,,,
2018-10-23,,138314,,,,
2018-10-24,,136991,,,,
2018-10-25,,120073,,,,
2018-10-26,,122080,,,,
2018-10-27,,116044,,,,
2018-10-28,,108354,,,,
2018-10-29,,147226,,,,
2018-10-30,,147458,,,,
2018-10-31,,139085,,,,
2018-11-01,,123442,,,,
2018-11-02,,108538,,,,
2018-11-03,,105549,,,,
2018-11-04,,112721,,,,
2018-11-05,,125668,,,,
2018-11-06,,120196,,,,
2018-11-07,,106515,,,,
2018-11-08,,106539,,,,
2018-11-09,,128479,,,,
2018-11-10,,109295,,,,
2018-11-11,,108134,,,,
2018-11-12,,124168,,,,
2018-11-13,,116042,,,,
2018-11-14,,122598,,,,
2018-11-15,,117738,,,,
2018-11-16,,109134,,,,
2018-11-17,,94218,,,,
2018-11-18,,91862,,,,
2018-11-19,,144035,,,,
2018-11-20,,123484,,,,
2018-11-21,,106246,,,,
2018-11-22,,102455,,,,
2018-11-23,,102331,,,,
2018-11-24,,95567,,,,
2018-11-25,,97258,,,,
2018-11-26,,111027,,,,
2018-11-27,,104599,,,,
2018-11-28,,108944,,,,
2018-11-29,,99126,,,,
2018-11-30,,111607,,,,
2018-12-01,,98730,,,,
2018-12-02,,99171,,,,
2018-12-03,,107128,,,,
2018-12-04,,103362,,,,
2018-12-05,,115130,,,,
2018-12-06,,105406,,,,
2018-12-07,,112692,,,,
2018-12-08,,122378,,,,
2018-12-09,,100532,,,,
2018-12-10,,103979,,,,
2018-12-11,,102633,,,,
2018-12-12,,103252,,,,
2018-12-13,,102612,,,,
2018-12-14,,101988,,,,
2018-12-15,,104920,,,,
2018-12-16,,95241,,,,
2018-12-17,,110369,,,,
2018-12-18,,104336,,,,
2018-12-19,,119177,,,,
2018-12-20,,119965,,,,
2018-12-21,,108592,,,,
2018-12-22,,92267,,,,
2018-12-23,,103225,,,,
2018-12-24,,115365,,,,
2018-12-25,,112192,,,,
2018-12-26,,120864,,,,
2018-12-27,,116007,,,,
2018-12-28,,118058,,,,
2018-12-29,,130814,,,,
2018-12-30,,104612,,,,
2018-12-31,,117312,,,,
2019-01-01,,100588,,,,
2019-01-02,,124155,,,,
2019-01-03,,142328,,,,
2019-01-04,,115416,,,,
2019-01-05,,107576,,,,
2019-01-06,,112035,,,,
2019-01-07,,126831,,,,
2019-01-08,,119461,,,,
2019-01-09,,120692,,,,
2019-01-10,,116655,,,,
2019-01-11,,107280,,,,
2019-01-12,,89459,,,,
2019-01-13,,88701,,,,
2019-01-14,,108587,,,,
2019-01-15,,111846,,,,
2019-01-16,,106794,,,,
2019-01-17,,105375,,,,
2019-01-18,,102842,,,,
2019-01-19,,99977,,,,
2019-01-20,,93166,,,,
2019-01-21,,104684,,,,
2019-01-22,,99223,,,,
2019-01-23,,105199,,,,
2019-01-24,,104745,,,,
2019-01-25,,109639,,,,
2019-01-26,,87170,,,,
2019-01-27,,104478,,,,
2019-01-28,,117869,,,,
2019-01-29,,110486,,,,
2019-01-30,,100195,,,,
2019-01-31,,104140,,,,
2019-02-01,,100889,,,,
2019-02-02,,86313,,,,
2019-02-03,,82641,,,,
2019-02-04,,77975,,,,
2019-02-05,,78783,,,,
2019-02-06,,80142,,,,
2019-02-07,,79115,,,,
2019-02-08,,94045,,,,
2019-02-09,,82512,,,,
2019-02-10,,77544,,,,
2019-02-11,,87954,,,,
2019-02-12,,85698,,,,
2019-02-13,,89016,,,,
2019-02-14,,88435,,,,
2019-02-15,,92736,,,,
2019-02-16,,86113,,,,
2019-02-17,,86413,,,,
2019-02-18,,113112,,,,
2019-02-19,,107876,,,,
2019-02-20,,101639,,,,
2019-02-21,,94659,,,,
2019-02-22,,96981,,,,
2019-02-23,,93963,,,,
2019-02-24,,101841,,,,
2019-02-25,,97171,,,,
2019-02-26,,97556,,,,
2019-02-27,,102643,,,,
2019-02-28,,94600,,,,
2019-03-01,,113404,,,,
2019-03-02,,106785,,,,
2019-03-03,,99417,,,,
2019-03-04,,107715,,,,
2019-03-05,,118084,,,,
2019-03-06,,112308,,,,
2019-03-07,,111716,,,,
2019-03-08,,111103,,,,
2019-03-09,,116421,,,,
2019-03-10,,90397,,,,
2019-03-11,,101194,,,,
2019-03-12,,112964,,,,
2019-03-13,,105792,,,,
2019-03-14,,107262,,,,
2019-03-15,,105641,,,,
2019-03-16,,91672,,,,
2019-03-17,,95960,,,,
2019-03-18,,113809,,,,
2019-03-19,,117564,,,,
2019-03-20,,115018,,,,
2019-03-21,,108864,,,,
2019-03-22,,111354,,,,
2019-03-23,,103840,,,,
2019-03-24,,101386,,,,
2019-03-25,,116176,,,,
2019-03-26,,120226,,,,
2019-03-27,,116155,,,,
2019-03-28,,114109,,,,
2019-03-29,,113364,,,,
2019-03-30,,115710,,,,
2019-03-31,,115946,,,,
2019-04-01,,140851,,,,
2019-04-02,,162172,,,,
2019-04-03,,155293,,,,
2019-04-04,,131903,,,,
2019-04-05,,140319,,,,
2019-04-06,,117938,,,,
2019-04-07,,122796,,,,
2019-04-08,,136397,,,,
2019-04-09,,135120,,,,
2019-04-10,,124653,,,,
2019-04-11,,152526,,,,
2019-04-12,,168620,,,,
2019-04-13,,138214,,,,
2019-04-14,,103516,,,,
2019-04-15,,125409,,,,
2019-04-16,,123398,,,,
2019-04-17,,129628,,,,
2019-04-18,,133734,,,,
2019-04-19,,144395,,,,
2019-04-20,,140586,,,,
2019-04-21,,124949,,,,
2019-04-22,,129988,,,,
2019-04-23,,157976,,,,
2019-04-24,,140614,,,,
2019-04-25,,132812,,,,
2019-04-26,,125899,,,,
2019-04-27,,108497,,,,
2019-04-28,,109142,,,,
2019-04-29,,121941,,,,
2019-04-30,,140962,,,,
2019-05-01,,132415,,,,
2019-05-02,,108235,,,,
2019-05-03,,118461,,,,
2019-05-04,,109386,,,,
2019-05-05,,111450,,,,
2019-05-06,,121446,,,,
2019-05-07,,120381,,,,
2019-05-08,,120043,,,,
2019-05-09,,127584,,,,
2019-05-10,,126563,,,,
2019-05-11,,128322,,,,
2019-05-12,,124253,,,,
2019-05-13,,135085,,,,
2019-05-14,,140858,,,,
2019-05-15,,149024,,,,
2019-05-16,,163240,,,,
2019-05-17,,139986,,,,
2019-05-18,,126835,,,,
2019-05-19,,135017,,,,
2019-05-20,,144157,,,,
2019-05-21,,154724,,,,
2019-05-22,,140996,,,,
2019-05-23,,139138,,,,
2019-05-24,,146135,,,,
2019-05-25,,132751,,,,
2019-05-26,,148008,,,,
2019-05-27,,157943,,,,
2019-05-28,,141400,,,,
2019-05-29,,133873,,,,
2019-05-30,,152066,,,,
2019-05-31,,170941,,,,
2019-06-01,,218625,,,,
2019-06-02,,175204,,,,
2019-06-03,,155258,,,,
2019-06-04,,170679,,,,
2019-06-05,,152594,,,,
2019-06-06,,215244,,,,
2019-06-07,,137903,,,,
2019-06-08,,123322,,,,
2019-06-09,,177399,,,,
2019-06-10,,161413,,,,
2019-06-11,,223746,,,,
2019-06-12,,317221,,,,
2019-06-13,,181822,,,,
2019-06-14,,168595,,,,
2019-06-15,,167827,,,,
2019-06-16,,274927,,,,
2019-06-17,,147184,,,,
2019-06-18,,150850,,,,
2019-06-19,,151278,,,,
2019-06-20,,140868,,,,
2019-06-21,,182188,,,,
2019-06-22,,167909,,,,
2019-06-23,,158690,,,,
2019-06-24,,153404,,,,
2019-06-25,,161309,,,,
2019-06-26,,181325,,,,
2019-06-27,,155878,,,,
2019-06-28,,144087,,,,
2019-06-29,,138426,,,,
2019-06-30,,128707,,,,
2019-07-01,,145469,,,,
2019-07-02,,196228,,,,
2019-07-03,,182505,,,,
2019-07-04,,169001,,,,
2019-07-05,,164740,,,,
2019-07-06,,151874,,,,
2019-07-07,,131477,,,,
2019-07-08,,162108,,,,
2019-07-09,,167977,,,,
2019-07-10,,152831,,,,
2019-07-11,,146055,,,,
2019-07-12,,160282,,,,
2019-07-13,,124805,,,,
2019-07-14,,132569,,,,
2019-07-15,,163048,,,,
2019-07-16,,116155,,,,
2019-07-17,,154217,,,,
2019-07-18,,146192,,,,
2019-07-19,,155007,,,,
2019-07-20,,127641,,,,
2019-07-21,,115312,,,,
2019-07-22,,138342,,,,
2019-07-23,,125631,,,,
2019-07-24,,119857,,,,
2019-07-25,,127469,,,,
2019-07-26,,141602,,,,
2019-07-27,,123438,,,,
2019-07-28,,117859,,,,
2019-07-29,,129633,,,,
2019-07-30,,167519,,,,
2019-07-31,,133679,,,,
2019-08-01,,123835,,,,
2019-08-02,,139701,,,,
2019-08-03,,109947,,,,
2019-08-04,,122982,,,,
2019-08-05,,162245,,,,
2019-08-06,,155204,,,,
2019-08-07,,139404,,,,
2019-08-08,,147193,,,,
2019-08-09,,159729,,,,
2019-08-10,,151772,,,,
2019-08-11,,132674,,,,
2019-08-12,,159518,,,,
2019-08-13,,149090,,,,
2019-08-14,,148407,,,,
2019-08-15,,137638,,,,
2019-08-16,,163237,,,,
2019-08-17,,131489,,,,
2019-08-18,,133778,,,,
2019-08-19,,146243,,,,
2019-08-20,,148372,,,,
2019-08-21,,148946,,,,
2019-08-22,,149942,,,,
2019-08-23,,157874,,,,
2019-08-24,,146363,,,,
2019-08-25,,147008,,,,
2019-08-26,,161165,,,,
2019-08-27,,166944,,,,
2019-08-28,,152890,,,,
2019-08-29,,162645,,,,
2019-08-30,,153190,,,,
2019-08-31,,147612,,,,
2019-09-01,,147931,,,,
2019-09-02,,178881,,,,
2019-09-03,,165225,,,,
2019-09-04,,168246,,,,
2019-09-05,,185624,,,,
2019-09-06,,173672,,,,
2019-09-07,,161581,,,,
2019-09-08,,159665,,,,
2019-09-09,,178171,,,,
2019-09-10,,160617,,,,
2019-09-11,,164555,,,,
2019-09-12,,164330,,,,
2019-09-13,,145894,,,,
2019-09-14,,148910,,,,
2019-09-15,,152403,,,,
2019-09-16,,173473,,,,
2019-09-17,,163372,,,,
2019-09-18,,166361,,,,
2019-09-19,,168282,,,,
2019-09-20,,166917,,,,
2019-09-21,,126033,,,,
2019-09-22,,118335,,,,
2019-09-23,,123880,,,,
2019-09-24,,142251,,,,
2019-09-25,,133095,,,,
2019-09-26,,132615,,,,
2019-09-27,,126520,,,,
2019-09-28,,127878,,,,
2019-09-29,,115925,,,,
2019-09-30,,143153,,,,
2019-10-01,,145800,,,,
2019-10-02,,134110,,,,
2019-10-03,,122737,,,,
2019-10-04,,122598,,,,
2019-10-05,,123345,,,,
2019-10-06,,119818,,,,
2019-10-07,,128505,,,,
2019-10-08,,131140,,,,
2019-10-09,,148059,,,,
2019-10-10,,141476,,,,
2019-10-11,,152570,,,,
2019-10-12,,131185,,,,
2019-10-13,,118766,,,,
2019-10-14,,132205,,,,
2019-10-15,,138609,,,,
2019-10-16,,134244,,,,
2019-10-17,,133675,,,,
2019-10-18,,138579,,,,
2019-10-19,,132651,,,,
2019-10-20,,126693,,,,
2019-10-21,,134099,,,,
2019-10-22,,141911,,,,
2019-10-23,,134602,,,,
2019-10-24,,133910,,,,
2019-10-25,,145039,,,,
2019-10-26,,144897,,,,
2019-10-27,,125299,,,,
2019-10-28,,146061,,,,
2019-10-29,,140816,,,,
2019-10-30,,143236,,,,
2019-10-31,,142441,,,,
2019-11-01,,146579,,,,
2019-11-02,,123835,,,,
2019-11-03,,122882,,,,
2019-11-04,,134777,,,,
2019-11-05,,156658,,,,
2019-11-06,,142190,,,,
2019-11-07,,205812,,,,
2019-11-08,,141605,,,,
2019-11-09,,121736,,,,
2019-11-10,,132967,,,,
2019-11-11,,143147,,,,
2019-11-12,,150941,,,,
2019-11-13,,140164,,,,
2019-11-14,,135237,,,,
2019-11-15,,138732,,,,
2019-11-16,,121431,,,,
2019-11-17,,128102,,,,
2019-11-18,,139792,,,,
2019-11-19,,138296,,,,
2019-11-20,,140080,,,,
2019-11-21,,153492,,,,
2019-11-22,,166713,,,,
2019-11-23,,125862,,,,
2019-11-24,,115423,,,,
2019-11-25,,141530,,,,
2019-11-26,,130237,,,,
2019-11-27,,126976,,,,
2019-11-28,,126129,,,,
2019-11-29,,144645,,,,
2019-11-30,,119016,,,,
2019-12-01,,112129,,,,
2019-12-02,,139624,,,,
2019-12-03,,126806,,,,
2019-12-04,,134338,,,,
2019-12-05,,133108,,,,
2019-12-06,,124988,,,,
2019-12-07,,105339,,,,
2019-12-08,,96922,,,,
2019-12-09,,142428,,,,
2019-12-10,,132367,,,,
2019-12-11,,131610,,,,
2019-12-12,,124725,,,,
2019-12-13,,125023,,,,
2019-12-14,,110958,,,,
2019-12-15,,112293,,,,
2019-12-16,,134079,,,,
2019-12-17,,123475,,,,
2019-12-18,,126567,,,,
2019-12-19,,127346,,,,
2019-12-20,,129797,,,,
2019-12-21,,121311,,,,
2019-12-22,,109516,,,,
2019-12-23,,125505,,,,
2019-12-24,,115510,,,,
2019-12-25,,118962,,,,
2019-12-26,,119451,,,,
2019-12-27,,122052,,,,
2019-12-28,,114640,,,,
2019-12-29,,105240,,,,
2019-12-30,,134084,,,,
2019-12-31,,113885,,,,
2020-01-01,,94787,,,,
2020-01-02,,103042,,,,
2020-01-03,,118985,,,,
2020-01-04,,113172,,,,
2020-01-05,,109380,,,,
2020-01-06,,131538,,,,
2020-01-07,,133986,,,,
2020-01-08,,144438,,,,
2020-01-09,,137489,,,,
2020-01-10,,126185,,,,
2020-01-11,,113835,,,,
2020-01-12,,107724,,,,
2020-01-13,,119094,,,,
2020-01-14,,143814,,,,
2020-01-15,,147455,,,,
2020-01-16,,144261,,,,
2020-01-17,,133733,,,,
2020-01-18,,131207,,,,
2020-01-19,,121925,,,,
2020-01-20,,125714,,,,
2020-01-21,,119011,,,,
2020-01-22,,113191,,,,
2020-01-23,,138439,,,,
2020-01-24,,101777,,,,
2020-01-25,,89251,,,,
2020-01-26,,89355,,,,
2020-01-27,,103154,,,,
2020-01-28,,109693,,,,
2020-01-29,,112260,,,,
2020-01-30,,112292,,,,
2020-01-31,,118672,,,,
2020-02-01,,112882,,,,
2020-02-02,,108342,,,,
2020-02-03,,141686,,,,
2020-02-04,,115472,,,,
2020-02-05,,134050,,,,
2020-02-06,,136029,,,,
2020-02-07,,136407,,,,
2020-02-08,,147852,,,,
2020-02-09,,150052,,,,
2020-02-10,,138449,,,,
2020-02-11,,151981,,,,
2020-02-12,,173639,,,,
2020-02-13,,163027,,,,
2020-02-14,,160696,,,,
2020-02-15,,155957,,,,
2020-02-16,,146377,,,,
2020-02-17,,158639,,,,
2020-02-18,,161857,,,,
2020-02-19,,144948,,,,
2020-02-20,,149200,,,,
2020-02-21,,156935,,,,
2020-02-22,,160870,,,,
2020-02-23,,170236,,,,
2020-02-24,,166302,,,,
2020-02-25,,135347,,,,
2020-02-26,,144716,,,,
2020-02-27,,155228,,,,
2020-02-28,,146057,,,,
2020-02-29,,135348,,,,
2020-03-01,,121583,,,,
2020-03-02,,154987,,,,
2020-03-03,,129603,,,,
2020-03-04,,139806,,,,
2020-03-05,,154997,,,,
2020-03-06,,139916,,,,
2020-03-07,,130244,,,,
2020-03-08,,127459,,,,
2020-03-09,,153416,,,,
2020-03-10,,143574,,,,
2020-03-11,,142430,,,,
2020-03-12,,131792,,,,
2020-03-13,,149473,,,,
2020-03-14,,138895,,,,
2020-03-15,,125648,,,,
2020-03-16,,141715,,,,
2020-03-17,,147616,,,,
2020-03-18,,138175,,,,
2020-03-19,,143918,,,,
2020-03-20,,148093,,,,
2020-03-21,,131054,,,,
2020-03-22,,131962,,,,
2020-03-23,,144314,,,,
2020-03-24,,153703,,,,
2020-03-25,,148005,,,,
2020-03-26,,165483,,,,
2020-03-27,,165576,,,,
2020-03-28,,135906,,,,
2020-03-29,,126223,,,,
2020-03-30,,144116,,,,
2020-03-31,,135753,,,,
2020-04-01,,138323,,,,
2020-04-02,,142557,,,,
2020-04-03,,139488,,,,
2020-04-04,,123843,,,,
2020-04-05,,119045,,,,
2020-04-06,,145103,,,,
2020-04-07,,148294,,,,
2020-04-08,,219047,,,,
2020-04-09,,148215,,,,
2020-04-10,,147396,,,,
2020-04-11,,135185,,,,
2020-04-12,,146505,,,,
2020-04-13,,166442,,,,
2020-04-14,,201662,,,,
2020-04-15,,173513,,,,
2020-04-16,,153625,,,,
2020-04-17,,171555,,,,
2020-04-18,,174216,,,,
2020-04-19,,165532,,,,
2020-04-20,,177062,,,,
2020-04-21,,162617,,,,
2020-04-22,,155380,,,,
2020-04-23,,165525,,,,
2020-04-24,,171636,,,,
2020-04-25,,153467,,,,
2020-04-26,,152211,,,,
2020-04-27,,160252,,,,
2020-04-28,,167522,,,,
2020-04-29,,173049,,,,
2020-04-30,,175080,,,,
2020-05-01,,171736,,,,
2020-05-02,,179237,,,,
2020-05-03,,195197,,,,
2020-05-04,,157290,,,,
2020-05-05,,164304,,,,
2020-05-06,,171223,,,,
2020-05-07,,160803,,,,
2020-05-08,,164800,,,,
2020-05-09,,179502,,,,
2020-05-10,,174069,,,,
2020-05-11,,168772,,,,
2020-05-12,,163600,,,,
2020-05-13,,150872,,,,
2020-05-14,,150514,,,,
2020-05-15,,164932,,,,
2020-05-16,,168885,,,,
2020-05-17,,157422,,,,
2020-05-18,,165250,,,,
2020-05-19,,171724,,,,
2020-05-20,,165840,,,,
2020-05-21,,162794,,,,
2020-05-22,,170317,,,,
2020-05-23,,172869,,,,
2020-05-24,,156219,,,,
2020-05-25,,160742,,,,
2020-05-26,,165517,,,,
2020-05-27,,166019,,,,
2020-05-28,,174937,,,,
2020-05-29,,205967,,,,
2020-05-30,,186554,,,0.0,
2020-05-31,,176840,,,,
2020-06-01,,186150,,,,
2020-06-02,,205384,,,,
2020-06-03,,188563,,,,
2020-06-04,,194091,,,,
2020-06-05,,182419,,,,
2020-06-06,,173936,,,,
2020-06-07,,161454,,,,
2020-06-08,,184617,,,,
2020-06-09,,191493,,,,
2020-06-10,,185708,,,,
2020-06-11,,184263,,,,
2020-06-12,,183017,,,2.0,
2020-06-13,,184133,,,,
2020-06-14,,174219,,,,
2020-06-15,,189963,,,,
2020-06-16,,193712,,,,
2020-06-17,,183623,,,,
2020-06-18,,210249,,,2.0,
2020-06-19,,199318,,,3.0,
2020-06-20,,200595,,,5.0,
2020-06-21,,195290,,,,
2020-06-22,,212531,,,,
2020-06-23,,215254,,,,
2020-06-24,,203645,,,,
2020-06-25,,193607,,,,
2020-06-26,,201812,,,,
2020-06-27,,203311,,,,
2020-06-28,,224868,,,,
2020-06-29,,289507,,,,
2020-06-30,,244575,,,1.0,
2020-07-01,,233017,,,,
2020-07-02,,231059,,,,
2020-07-03,,214379,,,2.0,
2020-07-04,,215232,,,,
2020-07-05,,201233,,,,
2020-07-06,,215628,,,,
2020-07-07,,225385,,,4.0,
2020-07-08,,216853,,,1.0,
2020-07-09,,223685,,,2.0,
2020-07-10,,218631,,,,
2020-07-11,,229419,,,4.0,
2020-07-12,,210150,,,5.0,
2020-07-13,,238729,,,1.0,
2020-07-14,,226529,,,,
2020-07-15,,245074,,,2.0,
2020-07-16,,216532,,,2.0,
2020-07-17,,216709,,,4.0,
2020-07-18,,203671,,,2.0,
2020-07-19,,226276,,,6.0,
2020-07-20,,239283,,,11.0,
2020-07-21,,205505,0.0,,4.0,
2020-07-22,,222506,1.0,,5.0,
2020-07-23,,226705,,,8.0,
2020-07-24,,212310,1.0,,18.0,
2020-07-25,,233675,,,19.0,
2020-07-26,,223615,,,25.0,
2020-07-27,,241755,3.0,,26.0,
2020-07-28,,264558,,,23.0,
2020-07-29,,221335,,,29.0,
2020-07-30,,225361,,,28.0,
2020-07-31,,232199,1.0,,33.0,
2020-08-01,,248338,,,34.0,
2020-08-02,,233729,,,41.0,
2020-08-03,,242070,,,62.0,
2020-08-04,,253835,,,90.0,
2020-08-05,,251368,1.0,,101.0,
2020-08-06,,258299,,,125.0,
2020-08-07,,237320,,,109.0,
2020-08-08,,229710,1.0,,116.0,
2020-08-09,,214752,,,114.0,
2020-08-10,,216454,,,119.0,
2020-08-11,,211100,3.0,,124.0,
2020-08-12,,164373,7.0,,140.0,
2020-08-13,,187969,1.0,,130.0,
2020-08-14,,196506,,,140.0,
2020-08-15,,208087,,,144.0,
2020-08-16,,209234,,,162.0,
2020-08-17,,207340,,,161.0,
2020-08-18,,201203,5.0,,202.0,
2020-08-19,,217083,2.0,,138.0,
2020-08-20,,214367,2.0,,142.0,
2020-08-21,,237784,7.0,,166.0,
2020-08-22,,198888,8.0,,129.0,
2020-08-23,,195175,,,162.0,
2020-08-24,,199838,5.0,,155.0,
2020-08-25,,198365,4.0,,159.0,
2020-08-26,,208238,6.0,,162.0,
2020-08-27,,210337,4.0,,151.0,
2020-08-28,,199088,8.0,,151.0,
