date,Aave,Compound,Kamino,Morpho,Spark,Maple,Tydro
2021-12-12,534525.2826007796,737580.9902276008,0,0,0,212100.4,0.0
2021-12-19,493805.5085115539,741832.2350814263,0,0,0,76013.28000000001,0.0
2021-12-26,620349.8967918061,669064.1748516064,0,0,0,70994.3,0.0
2022-01-02,581666.5961369383,614821.8305499313,0,0,0,0.0,0.0
2022-01-09,556257.753843942,561914.3843935337,0,0,0,25275.99,0.0
2022-01-16,555235.4520395824,514152.76126406254,0,0,0,20047.99,0.0
2022-01-23,562385.8509574216,493858.10848037695,0,0,0,12451.990000000002,0.0
2022-01-30,357798.0911303658,369684.4398858175,0,0,0,15414.52,0.0
2022-02-06,359109.24083896255,344853.6975223423,0,0,0,70720.85,0.0
2022-02-13,332623.2150959972,337541.7222588957,0,0,0,148329.82,0.0
2022-02-20,324842.18187867955,355286.4525384204,0,0,0,314237.0,0.0
2022-02-27,296492.8158900836,309049.63986289484,0,0,0,224012.98,0.0
2022-03-06,275309.56282767624,280942.4691135445,0,0,0,79670.29000000001,0.0
2022-03-13,267978.5162330514,303669.08748825407,0,0,0,216540.48,0.0
2022-03-20,307814.99903698295,294164.8466402875,0,0,0,126903.69,0.0
2022-03-27,348052.64688348485,319871.4121174038,0,0,0,285553.82,0.0
2022-04-03,565421.0721283585,321081.7597702029,0,0,0,356598.2,0.0
2022-04-10,407704.700690488,291636.1642074548,0,0,0,77877.57,0.0
2022-04-17,420732.1439766411,260003.02054244216,0,0,0,115395.24,0.0
2022-04-24,624628.2540917848,258496.5482866965,0,0,0,61869.87,0.0
2022-05-01,745175.3499318775,219943.11681391785,0,0,0,44996.88,0.0
2022-05-08,606672.9990199406,146412.723316289,0,0,0,149718.2,0.0
2022-05-15,522237.4491606821,104879.33108131935,0,0,0,0.0,0.0
2022-05-22,405222.0208342523,92602.24436080956,0,0,0,57279.49,0.0
2022-05-29,329235.5074705414,75474.78050615001,0,0,0,31802.08,0.0
2022-06-05,386020.832068181,67928.01642965178,0,0,0,53864.35999999999,0.0
2022-06-12,479610.9889386289,62060.87647521262,0,0,0,53737.06,0.0
2022-06-19,452600.7728719057,49077.8927410854,0,0,0,0.0,0.0
2022-06-26,332187.5908493163,44221.280940883975,0,0,0,0.0,0.0
2022-07-03,296121.9862486013,41691.796130651295,0,0,0,348436.16000000003,0.0
2022-07-10,275437.8243976404,41804.72113111934,0,0,0,0.0,0.0
2022-07-17,271312.2533867758,38776.36411269148,0,0,0,0.0,0.0
2022-07-24,284993.9556500682,42709.55803741998,0,0,0,0.0,0.0
2022-07-31,260066.45392850897,45542.615753399215,0,0,0,0.0,0.0
2022-08-07,297525.17828445043,46454.60548230057,0,0,0,0.0,0.0
2022-08-14,419266.9674506984,47730.989390615374,0,0,0,0.0,0.0
2022-08-21,410699.7935211281,48121.80123048352,0,0,0,0.0,0.0
2022-08-28,342293.93112834246,46601.33414238431,0,0,0,0.0,0.0
2022-09-04,365304.7058951334,47554.24755093748,0,0,0,0.0,0.0
2022-09-11,500022.6286991162,56399.73426039046,0,0,0,15822.54,0.0
2022-09-18,786680.547989375,56651.48493323392,0,0,0,16909.8,0.0
2022-09-25,232726.1318687626,46173.771535759646,0,0,0,6869.97,0.0
2022-10-02,211209.8069694457,57291.837745488,0,0,0,9158.74,0.0
2022-10-09,203618.6189039795,48592.78449006925,0,0,0,174544.21000000002,0.0
2022-10-16,198688.8550740668,49417.87006789083,0,0,0,23763.89,0.0
2022-10-23,196065.7756998244,47466.81563825258,0,0,0,16041.21,0.0
2022-10-30,219079.1503786392,45250.756499683725,0,0,0,1954.06,0.0
2022-11-06,208699.0955443245,39975.69357154852,0,0,0,32676.06,0.0
2022-11-13,270855.93070697616,61085.45453661286,0,0,0,73542.67,0.0
2022-11-20,159141.980806813,37703.08931886387,0,0,0,21345.29,0.0
2022-11-27,225072.2756347846,37333.44961697181,0,0,0,16406.8,0.0
2022-12-04,141555.57704276443,47404.45499976589,0,0,0,4589.23,0.0
2022-12-11,135527.38141274342,59222.79597235899,0,0,0,13406.73,0.0
2022-12-18,142950.70941572852,57918.826782150296,0,0,0,18761.29,0.0
2022-12-25,163905.958207494,58669.10304061793,0,0,0,19751.49310516165,0.0
2023-01-01,157102.34745606588,59191.95387193553,0,0,0,10406.668961513293,0.0
2023-01-08,189106.7821517255,57431.76300907869,0,0,0,0.0,0.0
2023-01-15,223036.2679767316,59684.65399685296,0,0,0,0.0,0.0
2023-01-22,221747.18018689,64668.16773050141,0,0,0,6146.636672455103,0.0
2023-01-29,198791.34823334648,78823.36070165798,0,0,0,0.0,0.0
2023-02-05,198774.67341525905,94382.85284896048,0,0,0,1923.76,0.0
2023-02-12,70079.95600566539,100771.64944456628,0,0,0,0.0,0.0
2023-02-19,73608.27597905202,101561.0604013459,0,0,0,28209.21,0.0
2023-02-26,48437.62699024442,110552.61412371384,0,0,0,0.0,0.0
2023-03-05,42164.033584180215,116127.151871338,0,0,0,3522.229869905193,0.0
2023-03-12,125008.54958995344,112012.28388074096,0,0,0,3444.88,0.0
2023-03-19,78565.84032593665,112721.55194405696,0,0,0,12661.75651240724,0.0
2023-03-26,68223.8397184789,117144.19544402591,0,0,0,0.0,0.0
2023-04-02,73854.78155820414,121105.61821711708,0,0,0,0.0,0.0
2023-04-09,84563.30866366981,99136.72778870704,0,0,0,0.0,0.0
2023-04-16,88693.49117626676,109344.71933275853,0,0,0,17705.051069464844,0.0
2023-04-23,79508.24923245571,118317.0764332528,0,0,0,0.0,0.0
2023-04-30,69096.32483514023,109423.86946378382,0,0,0,5592.724725460133,0.0
2023-05-07,71034.394192692,120320.46183758292,0,0,0,8026.679692335045,0.0
2023-05-14,83121.27271990536,111855.29674664183,0,0,1,3554.67,0.0
2023-05-21,81128.96085059103,118107.43074100632,0,0,55,0.0,0.0
2023-05-28,83842.07721565108,123033.2843502108,0,0,38,0.0,0.0
2023-06-04,90547.40662328908,103555.89516794636,0,0,0,23952.4451292298,0.0
2023-06-11,139472.34703061526,88051.4071044128,0,0,1,1916.41,0.0
2023-06-18,98248.21292677106,88712.64982325873,0,0,0,22341.86535211267,0.0
2023-06-25,129275.4859990555,65555.94960628728,0,0,17,360.6634257976608,0.0
2023-07-02,135580.59316268552,85439.29058879813,0,0,82,627.4056306851164,0.0
2023-07-09,137939.5967786686,76862.01724618179,0,0,176,1422.670775748836,0.0
2023-07-16,147779.84252103,74924.84769918231,0,0,66,14345.562320855748,0.0
2023-07-23,108013.69788987776,128855.41161501524,0,0,575,2366.0423592642564,0.0
2023-07-30,122901.67781473616,144762.30280682645,0,0,99,1075.9522139258604,0.0
2023-08-06,206283.76830231136,121397.42171807875,0,0,129,5664.639433134491,0.0
2023-08-13,135308.62255573113,135966.8968834712,0,0,208,14731.219762990044,0.0
2023-08-20,190911.1246552147,153295.53456117734,0,0,1557,1715.443244966081,0.0
2023-08-27,103069.81316578043,128346.35804687756,0,0,350,1305.351671200914,0.0
2023-09-03,118227.37489066976,127968.34226474103,0,0,1119,34424.145442787725,0.0
2023-09-10,116082.91537140874,130231.1472260195,0,0,825,20213.989685876888,0.0
2023-09-17,143811.6401434342,130463.17474696152,0,0,1315,6245.00807436121,0.0
2023-09-24,178272.89235926943,155267.64410199923,0,0,1132,4931.01390660813,0.0
2023-10-01,418580.3815767597,160566.42706448495,0,0,1053,18699.64687347086,0.0
2023-10-08,440423.71928458585,166285.87203295802,0,0,948,4626.817255198726,0.0
2023-10-15,392204.0374521285,162563.16750489964,0,0,1141,27568.12864468288,0.0
2023-10-22,412357.7519543234,166334.63110884087,0,0,1211,13990.513720598876,0.0
2023-10-29,505306.69345352106,189816.3290360491,0,0,1262,13685.128671299975,0.0
2023-11-05,476237.9289087694,207727.9132664948,0,0,1300,12983.476892947408,0.0
2023-11-12,277103.93250886654,234573.664697292,1,0,3196,28687.194669289645,0.0
2023-11-19,535941.7229905894,261606.7451489622,0,0,4063,24440.02213477952,0.0
2023-11-26,475522.1300237709,258311.01078163265,0,0,5228,7423.327176220607,0.0
2023-12-03,567316.015759743,221014.16857995169,0,0,5930,41149.48422811896,0.0
2023-12-10,635078.8020725584,263725.64258378977,1,0,8115,7941.422888208166,0.0
2023-12-17,814499.2232844594,313814.81479203096,5,0,8175,24209.970096623623,0.0
2023-12-24,782271.7786228172,331391.66384620406,11,0,8243,7340.561828378906,0.0
2023-12-31,919763.6295302518,308634.2052358111,4,0,8666,11380.22940143463,0.0
2024-01-07,763278.4680427068,278149.1885594772,4,0,8322,45614.79114857117,0.0
2024-01-14,760759.0752095521,368660.1289895817,1,0,8344,815.4938870365304,0.0
2024-01-21,715674.494445958,420734.5313308603,0,0,8958,9279.134173494607,0.0
2024-01-28,626840.6115709539,390866.0079832665,8,0,8275,2817.0919702035967,0.0
2024-02-04,538135.0292229133,381363.0129198834,2,0,6846,48548.51060935689,0.0
2024-02-11,660555.1085177495,388630.7696017756,6,0,7626,624.8386404912912,0.0
2024-02-18,815822.0681392155,343799.09787268186,11,0,6217,20197.39396035932,0.0
2024-02-25,758750.4055099833,450354.872330032,6,0,6486,15404.812617766122,0.0
2024-03-03,964871.0622182406,521429.7687760619,28,0,8315,40834.1173206137,0.0
2024-03-10,1290456.8661536952,718338.3568915228,136853,0,17854,2532.4337213889185,0.0
2024-03-17,1586070.8495270824,603119.5724304008,106324,0,10873,11851.82176398356,0.0
2024-03-24,1338011.2016522975,565154.3193182762,111550,0,15457,17184.04560363778,0.0
2024-03-31,1466233.1063929263,617245.9886812903,96900,0,12237,37266.08122552512,0.0
2024-04-07,1335434.3825464633,458346.1434179597,68283,0,17171,8160.327308756627,0.0
2024-04-14,1892802.982455489,412078.3189071006,69601,0,27892,12081.511580702849,0.0
2024-04-21,1349651.3962859076,352168.8241759197,41112,0,10025,23652.66591128054,0.0
2024-04-28,1158598.505363159,365063.00786760746,50442,0,9938,23417.818292758355,0.0
2024-05-05,1273532.1332857187,363094.46423789696,33481,0,9119,7715.2698746328115,0.0
2024-05-12,1120473.4480471162,361323.87155338575,31694,0,8189,18807.61089607994,0.0
2024-05-19,1330128.018063015,336278.9431146794,34392,0,8471,33736.586071559235,0.0
2024-05-26,1586413.583359371,372807.3741576163,66913,0,9704,30050.926953703696,0.0
2024-06-02,1412474.9271758627,357214.7991522103,27103,0,9806,22498.55363721325,0.0
2024-06-09,1757594.6565841006,377692.5988575272,161868,0,11041,24845.04544057624,0.0
2024-06-16,1810313.408829697,404502.12719363865,204081,0,10867,56521.188170422494,0.0
2024-06-23,1743045.5780583776,378574.8503931667,225601,0,10499,45233.99189408725,0.0
2024-06-30,1762066.8638926842,325642.3968868871,228111,0,12586,49119.35690832726,0.0
2024-07-07,1711794.583859376,352257.83471155487,216721,0,16735,32169.78703723732,0.0
2024-07-14,1269209.488856106,276367.6666342548,178630,0,14816,68211.1373698299,0.0
2024-07-21,1270519.537441092,330247.853886014,215622,0,16827,76143.88776858433,0.0
2024-07-28,1526112.0595218542,274220.29626832326,203171,0,17462,61862.41348771504,0.0
2024-08-04,1544388.209983956,246683.8735894588,364040,0,27252,82883.87757948707,0.0
2024-08-11,2981685.4673054228,164485.59469659167,426035,0,212272,86632.8169920165,0.0
2024-08-18,1056797.1584475462,148676.86995986372,288160,0,15810,63787.04274882474,0.0
2024-08-25,1474651.6333979643,157230.10465334315,228112,0,16792,78314.84402768264,0.0
2024-09-01,1239584.7801679475,165139.82656008156,240265,0,16680,64716.189382802935,0.0
2024-09-08,1247163.495237447,144760.94278208583,153230,0,16495,58750.5877582007,0.0
2024-09-15,953397.9499990672,136459.87215192788,186782,0,15305,65163.791887044135,0.0
2024-09-22,1024549.04706898,137998.68413925436,183511,0,15665,68444.42664208397,0.0
2024-09-29,1141554.7696541187,161145.1464811492,200640,0,18027,55243.18858387692,0.0
2024-10-06,1194746.1429199046,154288.77720655495,174496,0,16679,172318.9223434509,0.0
2024-10-13,1326731.0007448364,195722.04301970504,167121,0,15622,91933.5345366101,0.0
2024-10-20,1463903.766980772,181150.60397506776,275896,0,17083,177849.49231082603,0.0
2024-10-27,1890147.3498688429,191398.89654047755,287685,0,14381,124206.23099532642,0.0
2024-11-03,1639414.750516407,222255.5736710188,334552,0,12966,37291.28478675095,0.0
2024-11-10,2469828.487730691,208591.9989319644,486504,0,15985,132235.28535764656,0.0
2024-11-17,2824073.5474670203,256095.5336644101,650438,0,28297,101488.2190302095,0.0
2024-11-24,2627190.1917024218,266264.7840785179,870288,0,23831,109306.6762099271,0.0
2024-12-01,2334030.040919979,269881.570325009,807718,0,24959,80749.9000445445,0.0
2024-12-08,3455484.818051629,325381.84756722144,924750,0,30843,120269.40542056043,0.0
2024-12-15,3256635.803968824,344303.9609301396,942763,0,35478,91207.7376579156,0.0
2024-12-22,3212376.948518589,321038.707785224,854061,0,31332,105507.22548892716,0.0
2024-12-29,3087146.084347951,319888.0649417493,661387,0,24302,1160.972533173684,0.0
2025-01-05,3043793.555251296,288540.34296678816,682176,0,21885,76796.68712785532,0.0
2025-01-12,3532436.897464481,272148.84994169505,661580,0,23749,77139.88170883304,0.0
2025-01-19,3178819.26858105,276946.4810355813,900505,0,12745,132564.75938169003,0.0
2025-01-26,3043534.6839264324,311916.1444500901,991187,0,-309,104061.2040577762,0.0
2025-02-02,2608293.8570474307,283220.22768618935,1032466,0,-29071,118991.4570806734,0.0
2025-02-09,3536754.78700969,241658.67684620208,811359,0,-94342,105327.80428639406,0.0
2025-02-16,1519275.837813246,219919.66347354907,755728,0,-61664,102036.04334682852,0.0
2025-02-23,1871584.158813513,217403.3851398547,748062,0,-100711,96400.82821348793,0.0
2025-03-02,2351987.88805639,210853.33808343305,642830,0,-64723,138143.49705130246,0.0
2025-03-09,1440287.56730386,193758.3362012909,525153,0,-11346,133330.97571311565,0.0
2025-03-16,1768743.5172349592,185594.8892289517,444707,0,-32417,32229.58058608153,0.0
2025-03-23,1134094.0113195344,179495.4832266488,454978,0,-45367,194729.4680741712,0.0
2025-03-30,1143043.6178957922,175872.547529453,491736,0,-19588,64711.20783691519,0.0
2025-04-06,1475351.761615997,166155.32503159452,393936,0,39275,82788.17798481567,0.0
2025-04-13,2142973.429084149,152947.97195754873,527769,0,110187,165999.30256532377,0.0
2025-04-20,873526.3984265977,152980.66194055718,463753,0,-16885,10237.93784011486,0.0
2025-04-27,972724.5429698892,157432.42558149077,504767,0,-9230,300121.2115351742,0.0
2025-05-04,1008333.0443814396,162462.0955570601,511552,0,158490,143584.95406855052,0.0
2025-05-11,1118825.9644498485,156887.69052405318,513210,0,125890,374608.9504876021,0.0
2025-05-18,1355414.8824060138,147299.60060668792,492123,0,107924,183492.4448018732,0.0
2025-05-25,1385061.7801672043,156960.9399475686,446119,0,259651,269760.7264801055,0.0
2025-06-01,1358514.8061236949,153505.4784469293,464780,0,111353,358838.73064478894,0.0
2025-06-08,1581591.4042752667,147965.1898579771,474430,0,120751,120516.23954320136,0.0
2025-06-15,1676025.742103387,171702.64528735026,430502,0,168917,742742.8595881468,0.0
2025-06-22,1528744.3301625168,159900.13949696958,471442,0,293975,198978.84857537269,0.0
2025-06-29,1586499.5148724143,151567.2451647928,367261,0,153087,120190.0513229733,0.0
2025-07-06,1531290.2766167277,163021.65687933046,383940,0,307240,341816.7640477117,0.0
2025-07-13,1765508.9369612562,190427.7162432358,415638,0,494999,317940.52942171507,0.0
2025-07-20,2381548.828744741,229692.2360758152,443323,0,425653,482397.98821277823,0.0
2025-07-27,2493472.576351081,214149.58669416409,394496,0,787559,304814.2875357699,0.0
2025-08-03,2395364.979685945,222495.5933101252,381475,0,1300571,405744.7301309405,0.0
2025-08-10,2634512.193921397,189545.68096748093,325364,0,1102723,441963.772210334,0.0
2025-08-17,3178889.629846489,195971.38231396672,383737,0,949721,657125.2338507995,0.0
2025-08-24,3173547.5810655346,222313.5057288721,351298,0,1569551,152455.4178158395,0.0
2025-08-31,2965592.0356289144,185841.39069913368,357264,0,998648,380309.1097991327,0.0
2025-09-07,2971101.880319666,182460.7588184609,310572,0,1377974,137040.15261737313,0.0
2025-09-14,3080240.710894637,181722.31063036705,325217,0,1175107,674879.7152868913,0.0
2025-09-21,3441348.1518637734,196728.5710050064,363945,0,1092560,176915.94606288505,0.0
2025-09-28,3076820.2402288723,191941.2301891983,368433,0,727960,484163.5998489023,0.0
2025-10-05,2651865.452874424,193614.5369196297,319455,0,620250,536189.4651412544,0.0
2025-10-12,4032748.64941932,183916.74426885467,336153,0,733691,664097.7750841934,0.0
2025-10-19,2703063.060830949,170117.30861008484,272360,0,407518,305431.1785194805,431.03705520738936
2025-10-26,2578498.5757525302,177397.68348892315,247184,0,844158,261583.1658762943,3517.8095200086395
2025-11-02,2350793.277088479,172091.21346097,237621,0,661031,307165.0560788566,6011.138901423996
2025-11-09,2901360.4780980856,166827.27348777436,227235,0,301955,725885.7473518824,10328.761174664742
2025-11-16,2441581.790508541,161123.1415756106,188572,0,505421,271969.0541102453,8693.03795730383
2025-11-23,2523524.500103432,127194.08991539352,182726,0,229135,373780.24749690585,8140.176906227599
2025-11-30,1712728.8423919512,122298.341849688,198008,0,677265,263465.5112123876,7881.258552352299
2025-12-07,1707952.6477989338,123358.77264795452,201019,0,623094,517253.680221073,9712.34688797022
2025-12-14,1798013.8832213068,113770.51803804244,212338,0,440959,528878.9660027375,14573.864410171193
2025-12-21,1671543.116211475,515832.8797348481,204050,0,398290,356198.6212582224,15424.270424569611
2025-12-28,1657419.3614115228,412284.1244626942,178474,0,499827,212553.4770187516,15214.408908452771
2026-01-04,1700565.86867984,435543.4532054034,176728,0,413707,453052.9649672931,17372.19688342467
2026-01-11,1727339.2529401465,284689.6125267564,187592,0,342320,492971.2221112088,18912.25655098719
2026-01-18,1781636.270047831,203081.35807056967,250995,0,467195,223253.2034132466,21741.74028270348
2026-01-25,1911204.635485559,185208.9709135344,349157,0,427654,126967.419883984,22769.02282196081
2026-02-01,1988584.234336774,81428.99239355695,172955,0,433616,428933.710541227,24104.707407989736
2026-02-08,1802064.2857094267,136802.61597588623,321990,0,341221,1045677.0472910895,16693.017301977525
2026-02-15,1486628.479399197,103767.67501323196,151000,0,336680,317153.77761414804,15929.210339242947
2026-02-22,1376231.67079274,104277.38512884572,150348,0,50099,210439.38574218017,16402.384186293813
2026-03-01,1250758.5521338517,101552.98700604372,163204,0,48173,215518.8382481058,13712.409883106424
2026-03-08,1240503.0611453156,101694.6069180376,163807,0,44742,625139.6158896466,17192.131248649912
2026-03-15,1118612.5341651812,100345.51598587415,154465,0,34519,442486.3412867087,16479.553134873193
2026-03-22,1177579.870055108,100087.56867802436,166788,0,31918,220861.95071743528,17945.56598043883
2026-03-29,1169305.2676162373,98201.8845670165,157759,0,31644,242498.1123855601,17830.677674129154
2026-04-05,1174343.8054219503,99010.73911067974,162796,0,33880,820507.2234701839,18382.38552003394
2026-04-12,1234723.2395833973,99279.35466020757,152605,0,33820,198691.01364255013,18184.56286993852
