date,BNB Chain,Frax,Jito,Kinetiq,Lido,Mantle,Marinade,Rocket Pool,Stader,STRD,Swell Network
2023-02-02,,135649680.97770104,11201732.067821892,,8285401309.264258,,109755004.4524742,620642169.7113701,,11566489.552515289,
2023-02-03,,140341987.21770012,11422301.824987903,,8382291818.688475,,108138941.5476775,627906277.7203056,,11566489.552515289,
2023-02-04,,141338383.2397301,11277280.15094532,,8396257010.565118,,106673771.46160316,629241674.9470812,,11566489.552515289,
2023-02-05,,138659840.96320677,10750051.612658566,,8236312893.052696,,103001218.3233561,618981888.3047308,,11566489.552515289,
2023-02-06,,139498041.71613163,10402271.09095979,,8177383284.094587,,101498141.10397716,615446257.0879529,,11566489.552515289,
2023-02-07,,145759676.17601764,11033580.263163706,,8462012557.553057,,106802744.268906,637813830.5823622,,11459190.866481252,
2023-02-08,,145126205.1711725,10487361.23519678,,8358819283.204669,,105506772.13452792,631709944.2500111,,11828277.295751013,
2023-02-09,,141917981.18429217,9242254.078236226,,7839204465.6356125,,92918313.3053094,593069102.9558687,,12196667.143988844,
2023-02-10,,140244850.3174315,9128484.01534014,,7688584103.014,,91491468.80449376,582013563.4036962,,12196667.143988844,
2023-02-11,,144328425.42963585,9390896.583758457,,7830062599.516579,,94077427.21323904,594188454.9160572,,12196667.143988844,
2023-02-12,,143690734.71008593,9715001.740193836,,7716038820.198886,,96766531.37906943,587028513.4423304,,12196667.143988844,
2023-02-13,,143098573.78175694,9430015.027043406,,7679855914.702114,,94612323.9899026,591482691.8922129,,12196667.143988844,
2023-02-14,,147953565.73536378,9915888.599319274,,7939410545.3174,,99439608.32649133,615760374.4967908,,12196667.143988844,
2023-02-15,,159499004.88091743,10847546.792510826,,8556025517.990529,,108743810.77846052,665655645.978279,,13404576.729946598,
2023-02-16,,158037705.83836251,10285242.157308262,,8427574975.78075,,101737853.03709234,655138775.4548875,,14239004.222851831,
2023-02-17,,163832151.55438766,10757761.882129196,,8712802187.15374,,105605143.93891196,676390144.4216495,,14152348.034725249,
2023-02-18,,166125020.02439266,11046192.309990834,,8702510024.713774,,107819563.28765827,677982476.0550796,,14819394.76710152,
2023-02-19,,165951872.35362306,11698684.597043827,,8652339245.211952,,114068566.7734531,676130611.0077671,,15177647.789871518,
2023-02-20,,168453220.76122394,12292950.574659044,,8777527482.352837,,119698189.71753857,686553829.1788558,,14870510.106849829,
2023-02-21,,167422267.58451277,11769275.720203727,,8565838996.321344,,111918504.30459525,672704968.63544,,15311778.148565764,
2023-02-22,,166339301.03709528,12381915.933575395,,8515212398.217263,,108546133.01120009,668626971.9957075,,14699749.832598442,
2023-02-23,,168988734.1556969,11716774.5755919,,8588627496.122446,,108553531.15882649,672739041.1251774,,14523409.86329094,
2023-02-24,,164985887.72946286,11737457.479441391,,8366502190.884334,,104624022.58875418,655540172.9809991,,14728717.055316266,
2023-02-25,,164056027.49235094,11376205.010111248,,8299421892.664158,,101683821.7357109,652933734.9278916,,14054701.306146655,
2023-02-26,,169090083.40105793,11750081.841991471,,8862799215.649448,,105406990.89934982,676182569.8336853,,13865217.61844666,
2023-02-27,,170274517.20570037,11359853.831900466,,8937109506.46154,,102368539.9470468,675917308.2517815,,14023298.325821849,
2023-02-28,,169449994.828205,10975594.32193483,,9058898340.793032,,98859835.3745474,665377267.8343865,,13889786.15341821,
2023-03-01,,176622844.69341883,11313481.491731878,,9433746226.000933,,101482135.49812704,689903561.4849386,,14223383.949311076,
2023-03-02,,176295395.33370137,11055528.624192271,,9351350659.43445,,99084251.9925504,686430281.551113,,14983926.258655503,
2023-03-03,,170698767.0244548,10761799.41322461,,8955459233.253265,,93480223.2175249,656212613.0429016,,14426307.3742079,
2023-03-04,,170895415.0204168,10536103.820421033,,8953254789.490534,,91509748.04516274,658115658.2735727,,14952143.342941904,
2023-03-05,,171766194.99168575,10066179.452696102,,8934237722.080477,,91715147.4422238,656654824.4847332,,15137914.369561415,
2023-03-06,,172436122.55139938,9897988.84897718,,8960855524.710724,,95292355.4267903,659139700.0203017,,15524718.333003685,
2023-03-07,,175374674.40665326,9735238.562769432,,8949602628.165312,,93637763.1102244,658402881.2425718,,15763355.24705759,
2023-03-08,,172506294.55720237,8855404.702443918,,8794706300.858408,,85600725.84471482,646872695.6596045,,15606146.150982002,
2023-03-09,,163129280.4966492,8329581.643736677,,8263376575.765595,,80514946.12515831,608418991.1085501,,14650293.397863708,
2023-03-10,,162812072.69983482,8713020.171748787,,8242987281.500734,,85379722.59733112,606654964.015699,,14658071.594814772,
2023-03-11,,168531917.67200193,8638719.51163352,,8507949793.975935,,84703646.43188898,627458839.913483,,15402601.785912707,
2023-03-12,,181862029.3978969,9681739.60563221,,9175941226.101707,,95343708.78928824,676597248.8234309,,15291537.952770062,
2023-03-13,,192606861.8776917,9733698.603075515,,9707645556.362473,,91915068.25732511,715621000.0038036,,16716837.395613454,
2023-03-14,,196741850.10880625,10035373.195865624,,9889763036.767307,,94634367.30839272,729130155.8104509,,17126810.585881237,
2023-03-15,,191600030.0580556,9287000.297479548,,9605913154.914824,,87988481.47245601,708539783.3534248,,18628336.339065008,
2023-03-16,,195293205.1677633,9965725.986074882,,9739494372.366863,,90247357.10583812,724702789.2555988,,18000764.105792224,
2023-03-17,,208829759.0287901,10909580.391028086,,10406831738.299248,,98107910.41831703,774303383.4176003,,18406524.8003267,
2023-03-18,,207284417.28047067,10759657.301250804,,10279522774.994682,,96624979.77810436,764674849.2784563,,19079878.743190125,
2023-03-19,,213809800.9757276,11285089.194202224,,10473247997.56798,,99818918.20552656,778882450.1018506,,17967882.761322338,
2023-03-20,,210749709.3358908,11445124.618779073,,10150825656.703669,,101963518.40884998,755775773.6447581,,17922525.512501612,
2023-03-21,,220404262.0200207,11707862.932817755,,10570350443.182829,,103873709.66057694,789079720.3217987,,17155691.480226506,
2023-03-22,,213597742.61408004,11127692.70533603,,10204261171.188663,,97204473.51696704,762194750.1813525,,17512876.706424672,
2023-03-23,,226415765.0097216,11707331.046473734,,10666456632.247135,,100484347.20490244,796732277.8771381,,16971701.91130494,
2023-03-24,,217630040.20286623,10684617.288546752,,10251023860.35192,,92693265.61479354,764708481.2542703,,17518384.29405988,
2023-03-25,,218809768.11731827,11642384.14023038,,10278055331.16683,,91889777.86684535,766195743.0708045,,18051505.6001633,
2023-03-26,,222101207.33594307,11708657.472402817,,10421152142.885933,,93623681.8809445,777045563.4490105,,17922317.653174113,
2023-03-27,,216130498.4448997,11185293.044918586,,10086268875.151484,,90946734.3453516,752254204.1713934,,18369789.92156384,
2023-03-28,,223431077.0733817,11278265.788470125,,10431774065.598288,,93415724.3950303,777424030.1565688,,17922069.176844608,
2023-03-29,,226399833.3096089,11657924.35136205,,10555881177.013826,,94186773.3165961,787450683.839151,,17922069.176844604,
2023-03-30,,228377791.3237137,11670648.55189262,,10546850807.886318,,91700084.18179268,786355359.1772813,,20319808.084237587,
2023-03-31,,233243075.67165223,12193675.360916756,,10736580120.536732,,95208375.18620317,800292425.4763098,,20452918.50032231,
2023-04-01,,233489332.14895663,12134319.273317918,,10745524867.86534,,94661059.14371434,800311750.746349,,21279777.146419182,
2023-04-02,,230316794.8083094,11851790.71758577,,10605063031.751663,,92645498.57939664,790083833.5552386,,21755954.75405844,
2023-04-03,,232123223.86048013,11785425.777847406,,10684031673.53602,,92065495.30699173,798227330.1782069,,21760536.59199338,
2023-04-04,,240067565.1523572,12073937.071360989,,11054510173.040998,,94247721.37938488,825602410.290067,,22085334.78494732,
2023-04-05,,245526885.00051385,12118301.785665574,,11299124257.648909,,94439723.18307592,843619025.6161441,,22853758.92297701,
2023-04-06,,241373425.6040748,11907885.951077787,,11076327749.729542,,92759211.17363568,827203518.1905193,,23279301.495970216,
2023-04-07,,242020109.3345628,11848428.455919383,,11048822937.27879,,92110606.91859265,825032768.2753209,,23319668.688191563,
2023-04-08,,240790129.07517,11676959.77223348,,10967071955.101992,,90126619.71929486,818608648.7742714,,23088539.31472352,
2023-04-09,,243283760.729834,12056425.874450294,,11027429515.960112,,92035888.62058093,824147025.3687798,,23388012.155962124,
2023-04-10,,250458577.81590408,12478187.297918117,,11328237318.58121,,94623160.46523124,846765310.5390638,,23504585.39172246,
2023-04-11,,248854187.2059812,13751150.496067105,,11231491124.34038,,104280474.90254788,840283154.3794317,,23859394.49282168,
2023-04-12,,252646329.9232115,14269302.446511336,,11401974417.536764,,106918892.7441189,852886261.5347372,,23863628.131881867,
2023-04-13,,266256589.5118214,14645054.8072681,,11956530840.079271,,109598210.34017009,896575135.329764,,24690330.70613568,
2023-04-14,,283582431.63237435,14973746.448488835,,12511794505.55582,,111729632.93546396,936938232.94816,,26741268.223349623,
2023-04-15,,288738247.4953149,14514859.937151523,,12488987982.26266,,108583329.890342,935260207.5004188,,27685736.9326386,
2023-04-16,,293368847.0726592,15294630.152639557,,12664781497.03292,,114872369.55451626,947369583.3483646,,28650656.230322223,
2023-04-17,,293014290.2505811,14792733.193546675,,12476596619.040749,,111633187.406258,931134864.6050684,,29399750.91234585,
2023-04-18,,308871239.82332265,15096917.266208,,12666542444.880749,,112751948.63306288,943951531.5401572,,29759437.082263056,
2023-04-19,,287693897.3737017,13663778.595825125,,11706051825.880152,,103445369.71924812,884745257.509089,,30677703.47116136,
2023-04-20,0.0,293084668.4942015,13370422.966535231,,11790500738.427856,,101207398.80031228,925013154.8005248,,28912119.707422823,
2023-04-21,0.0,281240235.3349673,12730342.105718363,,11242194920.267565,,99634058.33743648,886650959.4445136,,28834417.447898567,
2023-04-22,0.0,290762531.2372312,13062165.092366338,,11434806269.075085,,102423770.3255298,908369514.8466069,,27694786.583065707,
2023-04-23,0.0,289753512.6427802,12959211.667780492,,11389127758.425568,,100274267.1633572,908919173.3275838,,28208348.06839852,
2023-04-24,0.0,287025429.84697366,12900845.344827246,,11277861375.431185,,99755858.14674884,902623749.2886466,,28448850.43450228,
2023-04-25,0.003741130446246,297462455.3497171,13229801.215625305,,11485875109.19905,,102328044.67185296,920976528.7350688,,28590884.519844204,
2023-04-26,33.62034302887479,299892929.6225763,12801116.4114248,,11495888528.370983,,97862693.83431508,927818376.6662036,,29824815.39938511,
2023-04-27,133732069.02669844,312363185.0059819,13438888.05740737,,11782709462.36133,,102842401.73885302,964092909.006485,,30501108.85205936,
2023-04-28,132676246.15863676,311217031.40532607,14084345.643814389,,11696061062.584345,,105923650.1072551,960490193.987376,,31482918.065891564,
2023-04-29,134381790.74244353,315875997.2322089,13970100.717059951,,11811283459.349262,,104807006.697158,973975993.2820652,,32151268.141290493,
2023-04-30,133015510.90329984,316311018.22861755,13922404.656653602,,11701066369.124449,,106361107.36244851,970690267.1243434,,32153012.748974487,
2023-05-01,129361333.47595157,309287928.1895716,13738434.576060932,,11387077917.975653,,101778755.59920396,959937788.3100694,,32077830.02165532,
2023-05-02,132070256.26173466,316652448.3062713,13955274.959295789,,11634103883.13902,,102959629.99705549,983966029.5147806,,30695949.91349666,
2023-05-03,134411793.26095986,323892846.23340595,14067722.963166326,,11911890922.360935,,104474980.22305484,1000660466.8652054,,30851885.45215116,
2023-05-04,132596177.5606738,327476068.2746325,13817226.71211929,,11781386335.497066,,102228210.56460787,993010059.296748,,31930073.56612145,
2023-05-05,140825049.11121812,355236496.0625668,14510982.132417494,,12540630519.36167,,106985913.64941844,1064557425.901678,,32280195.88652083,
2023-05-06,134633754.20130095,341609790.6018618,14003738.643149097,,11983520081.433851,,103085519.29457836,1013815843.0834548,,33001124.54008068,
2023-05-07,134311671.55154234,343642026.6073096,14031228.599882787,,11986980449.465351,,101141405.04982977,1020513206.4422288,,31806654.54784836,
2023-05-08,131143700.03740212,336337622.2740411,13142048.852813063,,11772025435.176006,,94955147.77719323,999503518.5059556,,32399940.62877218,
2023-05-09,130993992.24127574,336283268.1376866,13139184.922722291,,11793582892.77688,,94956510.8577215,1008984884.144492,,32072900.98545036,
2023-05-10,130784589.71836355,337834869.40179926,13335116.06075786,,11803430018.623,,96349029.25958596,1018854024.3195676,,31730034.067642275,
2023-05-11,127656193.9913772,333210967.3531022,12889255.240330763,,11607142968.751637,,93035827.41301133,995930473.7636508,,33301840.67810981,
2023-05-12,128442466.29917713,336021043.8810708,13330966.869359836,,11732804486.865082,,99770512.75537191,1007081375.9451938,,33613661.96043867,
2023-05-13,127667303.37435168,337102773.97542286,13330615.297454037,,11860977287.00752,,99672366.24789338,1007409379.7888387,,33881391.61945933,
2023-05-14,127859712.62932144,340553628.8400253,13382109.167269403,,11926608138.213318,,99850630.11080515,1034329234.2187456,,33434647.781752832,
2023-05-15,129372008.695433,346659966.9533894,13474569.839415664,,12098176252.147934,,98040142.3703982,1053936958.9967632,,34348445.40044218,
2023-05-16,129659156.5182824,352767473.95395726,13254609.40902686,,12196453517.1693,,96401915.8245254,1060817483.1206784,,34631731.23490749,
2023-05-17,129681641.82965076,359414375.7116153,13506859.207858242,,12233311764.812256,,100976206.41124186,1065824515.4828717,,35148618.64556404,
2023-05-18,128414197.6716796,364317772.2505066,13149368.744693443,,11386442926.122292,,97557254.01269408,1061536177.1415324,,34947864.758711666,
2023-05-19,129132984.3632904,370170946.9124503,13163481.45641208,,11539426187.477549,,99980884.23244745,1078406825.315719,,34947864.75871166,
2023-05-20,130071796.70077772,381674415.728032,13111994.853473775,,11655273597.46296,,99578819.12165657,1101626154.0923152,,34947864.758711666,
2023-05-21,129084472.60509026,380556858.9183386,12703569.973489815,,11615770153.35516,,96440175.48177412,1111200970.306463,,34947864.758711666,
2023-05-22,130062819.95488738,390066233.2859916,12664961.049475318,,11803822543.02751,,95147333.13790672,1135497157.7029004,,34329253.731782846,
2023-05-23,132637335.09472188,401388995.19787663,13018469.178915696,,12093913523.557495,,97522015.4005319,1159983214.7917004,,34071802.56713002,
2023-05-24,128864026.98526934,394698191.73910415,12538631.16845504,,11962081569.622282,,93265907.15248688,1130919838.0243957,,35019892.09376874,
2023-05-25,129240677.55471152,404116843.142344,12734331.971047748,,12047751180.183989,,93468908.13977762,1146701104.3036983,,34892367.44255777,
2023-05-26,131296651.37247302,415279083.4875026,12802501.936173704,,12245311092.352322,,91891739.99624968,1170239550.3907664,,35078582.67020899,
2023-05-27,131409203.42101067,417911452.2538918,13513314.55497604,,12360449423.0871,,96817900.75653096,1183168789.2240849,,35253846.72674033,
2023-05-28,137426047.25728494,439202627.55895567,13788173.165341262,,13003166388.08162,,98762735.68200552,1257361965.2709975,,35487654.10624589,
2023-05-29,136012492.94496638,435029844.5687539,13625569.937121224,,12908636634.605564,,101848416.18744084,1247912257.482537,,36612388.07328233,
2023-05-30,136572092.26545522,437050699.890951,14073705.326217532,,13016801035.86992,,105188616.39713109,1258240086.0522532,,36092790.10614662,
2023-05-31,134692482.09647357,433901426.480318,13801410.295484236,,12922742107.899605,,106191070.59919088,1241078009.006086,,36626286.28942361,
2023-06-01,133787717.66625112,431437925.0147206,13606237.638090083,,12936618193.145945,,104622523.4121393,1254415671.92221,,34957442.12242142,
2023-06-02,137088921.225927,442811281.41463095,14106023.026894188,,13350190072.412762,,108837656.3494756,1293181500.4064317,,35124276.09785285,
2023-06-03,136020890.65868106,441749967.677297,14033768.24408568,,13320398647.627031,,108279980.45493464,1303626726.9588065,,37532528.6176243,
2023-06-04,136129947.012161,443330122.3664752,14513667.111166658,,13364244955.264568,,111974324.70502082,1308140755.465293,,37687342.21769967,
2023-06-05,130462654.2611841,426055962.6753463,13330479.277459703,,12808168706.853071,,103966186.52331136,1255009667.3781197,,37928268.13388406,
2023-06-06,135511179.3839289,444241302.16620296,13540895.413371151,,13322161773.296938,,105606344.83402064,1318751919.3395717,,35375693.31419066,
2023-06-07,131877357.2529269,433339089.6644498,12166768.785389569,,13018834239.46844,,99503514.08409974,1302618561.9845352,0.0,36161223.19301272,
2023-06-08,132924231.3854756,437363956.31862,12310804.751274751,,13193330788.191526,,100941205.34230316,1327074047.681085,0.0,33959648.7899718,
2023-06-09,132490335.93409316,437691578.738134,11277367.32782987,,13170678019.870018,,98177457.41799676,1330703781.3184557,0.0,34154129.80165819,
2023-06-10,126415531.22154687,418555694.2202115,10250264.774225792,,12562685261.409994,,89065009.29067084,1273527791.7946126,298329.5422943764,32769248.187546648,
2023-06-11,126254688.91432574,394391998.8925903,10146380.04825432,,12550198730.385052,,88157340.08656423,1275423671.816358,297828.2158976525,29332267.361524284,
2023-06-12,125615647.79124336,392531789.20105445,10026957.145790912,,12503198919.236214,,87305664.02670696,1265598720.2896612,263166.8558586103,30256434.75070148,
2023-06-13,125212052.57317568,391319169.5022469,9880806.84600558,,12480664540.632746,,86026193.32603103,1263660205.8520503,208449.4682488388,30256434.75070148,
2023-06-14,119017358.60832052,372775677.10506535,9591705.524840526,,11868629366.286856,,89952991.11539143,1202643403.739493,198114.21363977663,30256434.75070148,
2023-06-15,120080331.24357235,376714433.566524,9721290.065658942,,11984413647.055653,,91377940.40953732,1214554439.4474924,199830.5950365305,30256434.75070148,
2023-06-16,123808391.74424411,389188922.9219258,10092662.602197994,,12385633218.442957,,94873178.43265888,1258749904.8987553,205999.94455222096,30980491.719076227,
2023-06-17,124588205.1866772,392466839.6584524,10302574.725537758,,12482776716.078575,,93065406.19046086,1269671241.156463,0.0,31333502.841250777,
2023-06-18,124094227.48149028,391155908.99893713,10228386.327952957,,12452467168.275158,,91922697.55122004,1266815482.139428,208372.2967009932,32253250.22881197,
2023-06-19,125231717.808661,395367431.0223362,11354064.0759223,,12580236527.562569,,95656092.13956171,1278917232.5475862,210078.06696828583,30793878.627649978,
2023-06-20,129245681.51959106,408258043.25104135,11000906.61134937,,13063543059.077368,,99153302.73595734,1323079629.4125073,932886.1405697304,30979252.01302432,
2023-06-21,136678445.4856789,432207397.28034925,12359495.916105632,,13812185531.138077,,104245577.59751049,1405046351.045841,2881190.010012878,32049258.58271385,
2023-06-22,135392703.16846195,428844102.4713589,11975986.4896739,,13746944873.364285,,100514872.88307492,1392589181.7512991,2863938.8175480287,33355617.086327508,
2023-06-23,136677813.97835,433017035.7932472,12353411.428325657,,13938671199.030037,,106888766.44419706,1411397298.7860966,2918549.6126383147,32848233.47156948,
2023-06-24,135539178.96781126,429474904.0201412,12014209.10209218,,13844551136.502407,,103949172.27181408,1402004834.2534738,2930944.5479926257,33583740.1679716,
2023-06-25,137326254.7086723,435979259.34276783,12263106.659942158,,14034073311.068398,,106008651.59858848,1419346735.174498,2968614.968917409,34132115.25871191,
2023-06-26,134500318.69792053,431361863.1328308,11787357.442870207,,13763691193.126291,,100428180.47488642,1391727346.667098,2976484.78963008,34320501.86338283,
2023-06-27,136703524.7153941,438679672.0513794,12051931.492510216,,14031582654.485235,,102402173.01178586,1415725505.6566088,4064517.6090274337,33424055.99384181,
2023-06-28,132291619.8866203,424742248.5357112,11618417.512567392,,13588016811.97487,,100275793.08768249,1373713434.3045192,3932148.7191258473,33752649.98971112,
2023-06-29,134114356.57935593,431264593.4574173,13099758.174067872,,13801907516.88662,,112825700.44123204,1392901171.1799753,3985885.7772639752,32813942.628030527,
2023-06-30,139976091.30374533,451899096.1171557,14011709.26353526,,14427840370.73338,,118479376.7510762,1454959382.2905624,4441572.254867994,32611566.10638652,
2023-07-01,139387706.74861673,450156737.58850026,13984829.052583324,,14413117261.821474,,116491676.43029206,1449122149.6837068,4419829.974926722,33571262.92536115,
2023-07-02,140157468.8659875,452503698.4394426,14614929.638336016,,14556009714.14363,,123153780.2050224,1457432166.610385,4441400.473069281,34602730.293924555,
2023-07-03,141901568.51712376,457631627.513375,14545731.054766089,,14718415218.62999,,121624270.32774185,1475432986.604377,4486920.596515886,34722170.52864097,
2023-07-04,140703538.44083092,453970790.7519344,14866200.549097348,,14608765572.575457,,121711312.49888644,1463008673.408007,4448402.743392739,35936551.63271668,
2023-07-05,138795088.05083293,448433703.8777064,15045734.531461287,,14419235618.896963,,115554360.36494575,1439145402.636778,4387555.485307809,35118189.21715359,
2023-07-06,134977754.10161626,435885132.24222535,16138037.045868743,,14023645247.39586,,121321657.85957228,1396920167.5075672,4261196.096721707,33967947.79013166,
2023-07-07,136856046.41286305,439479852.96246696,17739938.02390714,,14164730509.249744,,134600684.702103,1407221978.4804215,6162781.109247783,33578395.33606272,
2023-07-08,137319521.82604665,438544408.2692577,18369741.428683314,,14182801005.409176,,137475707.71839118,1403873075.9933398,6151846.56493461,34043612.067903295,
2023-07-09,138096264.3233795,439460487.8821991,18223393.45986213,,14203940936.33032,,133722678.89679614,1419812585.6572528,6158603.023849231,33645205.4429326,
2023-07-10,139064254.61372137,441678651.1761571,18351685.219540764,,14279781438.956284,,133417358.65468578,1426828684.2023494,6186172.925355313,33930593.00990886,
2023-07-11,139152069.34033448,442866320.5964372,20398066.38673852,,14295046339.07594,,133224239.51959032,1431240639.501278,6188296.282094994,33522409.006549723,
2023-07-12,173333379.3577692,444456056.6294359,20331249.01575315,,14289323869.115349,,132797995.3548933,1432438346.8739898,9076677.500639198,33512749.017097384,
2023-07-13,185368208.74171752,476551909.332375,24369732.89594155,,15369946288.226265,,159685280.09235805,1532601198.499345,10470459.426510574,33298701.54968703,
2023-07-14,179172202.9027235,460917064.3887708,25409708.465946727,,14897669071.399332,,164096702.90649846,1489775709.1013312,10270974.503329616,36688654.7503468,
2023-07-15,179951456.09388524,460135978.03825176,26720430.850930072,,14915990267.254915,,168047333.8908748,1486211856.6664813,10308283.542672848,36345816.59470982,
2023-07-16,179434729.10338068,458533914.540307,27149998.58948288,,14867080277.30408,,170148057.89791116,1485937601.4748158,10543330.97342524,36146610.05540851,
2023-07-17,178440239.11752293,456038935.84894216,26768262.14828954,,14801217485.571651,,167018798.0080599,1478789910.0814464,10757081.520200953,34998807.5153687,
2023-07-18,177069146.4021274,452676647.3159786,26116860.503788088,,14699472595.47886,,159816539.0040617,1468280337.2579422,10734987.7559048,35636014.24329039,
2023-07-19,176354411.05531853,451044260.7978733,27464647.098465007,,14646127163.258663,,164995140.6963964,1463982197.6077304,10781421.529013475,35407622.63140145,
2023-07-20,176552618.57424158,454012266.75033766,26683793.182894893,,14670288408.845304,,159879844.1217378,1466277519.416816,10924520.953849582,34934439.21244559,
2023-07-21,176887640.78424636,454753824.151661,27007345.43338632,,14693688673.694471,,161485521.02170298,1465966771.086794,11021600.616896745,35587004.03992173,
2023-07-22,173892938.47715688,447165879.2663,25862378.987770177,,14447754656.808563,,154441267.32530448,1440503373.032333,10929595.642500876,36182915.21884183,
2023-07-23,176674788.09797215,455045106.26228887,26254896.688861925,,14682986167.796177,,156442566.5541423,1470994783.4837575,11485812.81082971,35271983.56170098,
2023-07-24,173196465.0427521,447480946.28096753,24803181.41870416,,14457168783.012354,,147910743.7659706,1444757428.581902,12638111.712440548,35387326.472903706,
2023-07-25,173891711.81923997,449439968.564938,27602727.55882984,,14528465855.159151,,141509317.5898868,1452254155.4368856,12959013.365861628,33713468.36309837,
2023-07-26,175218229.93491125,452995192.4356813,32369534.32996981,,14678168633.589626,,152969055.43182844,1467521511.1153471,13077310.64466756,33504501.542796656,
2023-07-27,174056197.65160498,450764063.4932316,33651078.57995094,,14591865450.39562,,158410523.6001335,1457697550.8158383,12988177.688972209,33694319.71216003,
2023-07-28,175569855.5016782,455217382.8428684,33808964.17817029,,14762784069.668243,,156720683.76335883,1466820571.9553576,13394768.42154164,33745447.53937137,
2023-07-29,176453814.77379802,456804640.1750684,34463361.02965949,,14855619906.760254,,161378173.8737594,1474459203.864127,15559048.269193592,33827332.48971268,
2023-07-30,174705833.9400076,454052683.5890436,33499491.547423884,,14732104430.94267,,155617797.7628613,1460659286.671691,15758634.209007137,33979142.87832607,
2023-07-31,174299503.24729,453504481.6822122,32938773.729235075,,14725804891.710545,,151580094.18504494,1456817731.5372486,15737718.598640028,33948551.6719455,
2023-08-01,175489184.53441703,456646330.09760267,34024592.61891511,,14861646577.392525,,152657687.86882773,1466478483.6304798,16004046.251312649,33488258.31785383,
2023-08-02,173236233.52342173,450114833.4183523,33199155.807226274,,14616539589.678991,,147226001.49186948,1437766469.235506,15719515.823969943,33503912.85230787,
2023-08-03,173229595.4593753,450343671.25976,33050389.713960253,,14607959734.113243,,144169067.7542153,1436898866.0716853,15713304.710680004,32721559.51406856,
2023-08-04,172578101.1897271,448709580.5439625,34383258.09702468,,14555047352.494411,,145158442.04096735,1432226339.2400515,15645337.081565583,32501717.42810237,
2023-08-05,173229352.49155316,450587248.6881037,34388249.80283326,,14666259124.796658,,144078676.86586195,1437931943.667895,16620969.793047212,31898189.322697982,
2023-08-06,172466447.0997822,449058722.04364944,35430425.96859212,,14583853297.315315,,147487005.0731722,1432488842.6494706,17303446.679701213,32015683.506343268,
2023-08-07,172506572.5325109,449161012.6569295,35507856.82721421,,14590320524.8086,,146801191.42451522,1432315852.6892726,17367114.893161103,31973083.659641314,
2023-08-08,175353915.58892855,456758945.635769,33711131.80339219,,14848097461.848907,,154136262.33083394,1449942746.0602503,17950172.873451337,32156387.497690976,
2023-08-09,175285306.83186683,456740972.6566949,34443846.20292534,,14858604397.779083,,154315328.768224,1444090845.621595,20194955.23377833,32409133.27609288,
2023-08-10,174836790.0703802,456755755.8993403,34672283.89476816,,14847811710.663576,,155797836.18975836,1441018788.3217652,20386602.650998708,32180197.16645491,
2023-08-11,174555012.11235353,456527531.1991218,34567027.90355449,,14872590653.463058,,155734332.40344706,1440846146.034278,20464295.301017176,32002385.057430808,
2023-08-12,174666232.7126393,457225482.6734557,35462215.11742503,,14917251328.138172,,157711180.2812718,1440769347.1342928,20403129.767969143,33676543.63626122,
2023-08-13,173837384.78913912,455266929.39647937,35098774.58963889,,14873228796.671415,,153557127.80856743,1433524974.4250023,20345962.751022883,33946965.721131176,
2023-08-14,174242063.63099557,456429064.3734504,36683600.629486725,,14928168956.940847,,159417311.3574147,1436170672.1288052,20391741.26040087,33744542.51024356,
2023-08-15,172692956.25873873,453486484.0088841,34988600.75472002,,14811275776.31116,,151353276.0755589,1423355325.8015492,20224473.60007883,34289555.58312427,
2023-08-16,171061307.42193204,453073312.39441705,33671739.24034623,,14713716604.044546,,144970129.72058976,1410915948.0447428,20041415.41677813,32664130.47544404,
2023-08-17,158448332.11840656,420734236.1327861,32134266.31428692,,13652460084.769815,,137359378.16297978,1307655141.642944,18626298.71165987,31433933.67549807,
2023-08-18,157056191.50689602,417763635.4914751,31607522.359949224,,13560856509.595177,,136664759.55687878,1297136524.3047886,18450655.41849987,30830629.694906898,
2023-08-19,157885697.8097454,420489475.2187787,32565760.55293497,,13655761651.98396,,140176710.4227456,1305687762.218717,22751417.62000292,31335390.702923864,
2023-08-20,159161883.00189063,424206413.00683695,32316986.79967552,,13793891704.167889,,139651021.37233987,1317542585.1151636,22931718.45030441,31691294.046065506,
2023-08-21,157700666.58402708,420818308.7042977,31466527.683973946,,13684761780.589851,,136148575.52926382,1305736147.0529125,22027188.526899267,32035343.410271235,
2023-08-22,154721653.06059602,413905262.1767167,30723897.19731278,,13508920964.159666,,110754674.30591586,1282094626.8464642,21803596.098065488,30802667.27283554,
2023-08-23,158897893.27080274,425287399.1011072,32596419.54651097,,13984003606.181822,,116782610.0527464,1318421293.705958,22651624.391822245,30234792.602237582,
2023-08-24,156963559.7302099,421755395.6697426,31813060.25316885,,13822742515.38483,,112228976.26430155,1306288239.3722458,22695844.083263107,29598415.82465288,
2023-08-25,156755772.79719675,420741880.9136812,31087013.844067764,,13835097619.36654,,108848587.26195665,1309833479.597964,22557368.35849806,29779634.787247423,
2023-08-26,156059760.46206903,419199361.6873846,30947594.659436483,,13790423177.072945,,108213311.25043371,1307717607.585297,22625577.115657445,29591169.98276578,
2023-08-27,157123264.82712623,422025678.03755856,32280160.726630684,,13910929166.573223,,109867182.97275925,1317379490.525654,22770653.22119894,29491064.959901392,
