date,American Bitcoin - Fully Diluted EV / Nav,Strive Asset Management - Fully Diluted EV / Nav,Metaplanet - Fully Diluted EV / Nav,Strategy - Fully Diluted EV / Nav,Nakamoto Holdings - Fully Diluted EV / Nav,Twenty One Capital - Fully Diluted EV / Nav
2020-08-10,,,,5.042842747548336,,
2020-08-11,,,,5.746786952520501,,
2020-08-12,,,,5.750484713526784,,
2020-08-13,,,,5.633304552295708,,
2020-08-14,,,,6.064630863282513,,
2020-08-17,,,,5.705348692026454,,
2020-08-18,,,,5.829957793143271,,
2020-08-19,,,,5.874273728044251,,
2020-08-20,,,,5.915607484502906,,
2020-08-21,,,,6.134884395435338,,
2020-08-24,,,,6.157824686863208,,
2020-08-25,,,,6.307240379350719,,
2020-08-26,,,,6.204805692372256,,
2020-08-27,,,,6.31571224535136,,
2020-08-28,,,,6.211988740520416,,
2020-08-31,,,,6.024613529768346,,
2020-09-01,,,,6.097389328446056,,
2020-09-02,,,,6.404203336164671,,
2020-09-03,,,,6.888045090241916,,
2020-09-04,,,,6.598969281527518,,
2020-09-07,,,,6.678610350501773,,
2020-09-08,,,,6.665412746585222,,
2020-09-09,,,,6.711754491585891,,
2020-09-10,,,,6.569345786264085,,
2020-09-11,,,,6.615024713330944,,
2020-09-14,,,,3.651375379709996,,
2020-09-15,,,,3.9527990923282506,,
2020-09-16,,,,4.387884496673444,,
2020-09-17,,,,4.1016771781478845,,
2020-09-18,,,,4.001700202353082,,
2020-09-21,,,,3.987328043883426,,
2020-09-22,,,,4.010121081426985,,
2020-09-23,,,,3.9641335408143488,,
2020-09-24,,,,3.7198028574907833,,
2020-09-25,,,,3.7371651275581095,,
2020-09-28,,,,3.8819071877400138,,
2020-09-29,,,,3.776439587423515,,
2020-09-30,,,,3.82264754470997,,
2020-10-01,,,,3.8145453061956376,,
2020-10-02,,,,3.7676215316460167,,
2020-10-05,,,,3.739357233379465,,
2020-10-06,,,,3.851264206840148,,
2020-10-07,,,,3.909722003793215,,
2020-10-08,,,,4.112311869147162,,
2020-10-09,,,,4.067612461220401,,
2020-10-12,,,,3.9408805158634976,,
2020-10-13,,,,3.971855052191021,,
2020-10-14,,,,3.923060256357136,,
2020-10-15,,,,3.945142805805435,,
2020-10-16,,,,3.974922685006029,,
2020-10-19,,,,3.814975927782698,,
2020-10-20,,,,3.88190505650704,,
2020-10-21,,,,3.874356950421592,,
2020-10-22,,,,3.874772573868431,,
2020-10-23,,,,3.9090034910182383,,
2020-10-26,,,,3.667895494938631,,
2020-10-27,,,,3.5202494215991456,,
2020-10-28,,,,3.3329323747789457,,
2020-10-29,,,,3.289540379684093,,
2020-10-30,,,,3.373143420547376,,
2020-11-02,,,,3.357442384899247,,
2020-11-03,,,,3.3626224909821985,,
2020-11-04,,,,3.3476100800272177,,
2020-11-05,,,,3.2015572642896166,,
2020-11-06,,,,3.2742593744202755,,
2020-11-09,,,,3.308388536176416,,
2020-11-10,,,,3.3416614471716133,,
2020-11-11,,,,3.3632427405446816,,
2020-11-12,,,,3.152908901120557,,
2020-11-13,,,,3.2333301793328606,,
2020-11-16,,,,3.355650975044917,,
2020-11-17,,,,3.245861373122303,,
2020-11-18,,,,3.288940886688801,,
2020-11-19,,,,3.356685407771658,,
2020-11-20,,,,3.2868135923770394,,
2020-11-23,,,,3.314015686958633,,
2020-11-24,,,,3.579282816499407,,
2020-11-25,,,,3.991386950434368,,
2020-11-26,,,,4.367575200264509,,
2020-11-27,,,,4.383255894923316,,
2020-11-30,,,,4.862684932840881,,
2020-12-01,,,,4.775114482818824,,
2020-12-02,,,,4.648402164828835,,
2020-12-03,,,,4.743751678707187,,
2020-12-04,,,,4.565642298433215,,
2020-12-07,,,,4.563147971340396,,
2020-12-08,,,,4.101835002794567,,
2020-12-09,,,,4.005108546010669,,
2020-12-10,,,,4.131327804870126,,
2020-12-11,,,,4.113291948828041,,
2020-12-14,,,,3.768678925238495,,
2020-12-15,,,,3.820610580868102,,
2020-12-16,,,,3.6484217437351054,,
2020-12-17,,,,3.3950364928918537,,
2020-12-18,,,,3.3877625791544155,,
2020-12-21,,,,2.096810993520591,,
2020-12-22,,,,2.1024373073772904,,
2020-12-23,,,,2.183745161856789,,
2020-12-24,,,,2.048053468401592,,
2020-12-25,,,,1.972442375238476,,
2020-12-28,,,,2.06217460463006,,
2020-12-29,,,,2.017681160804196,,
2020-12-30,,,,2.046063224968463,,
2020-12-31,,,,2.653583175366993,,
2021-01-01,,,,2.623775841121156,,
2021-01-04,,,,2.646729960746912,,
2021-01-05,,,,2.4651485778228004,,
2021-01-06,,,,2.524033369895305,,
2021-01-07,,,,2.6046575379147585,,
2021-01-08,,,,2.505834385231062,,
2021-01-11,,,,2.687694604270035,,
2021-01-12,,,,2.9227592130040887,,
2021-01-13,,,,2.672027091479125,,
2021-01-14,,,,3.0558997984793725,,
2021-01-15,,,,3.003969097221965,,
2021-01-18,,,,3.0197342101001925,,
2021-01-19,,,,3.130191590781416,,
2021-01-20,,,,2.9695276698946125,,
2021-01-21,,,,3.244393339363673,,
2021-01-22,,,,3.332578461179109,,
2021-01-25,,,,3.36196697995782,,
2021-01-26,,,,3.277743869474789,,
2021-01-27,,,,3.3935154919018253,,
2021-01-28,,,,3.322598090529278,,
2021-01-29,,,,3.424324413229119,,
2021-02-01,,,,3.591804435035672,,
2021-02-02,,,,3.631511174852452,,
2021-02-03,,,,3.6866498183490446,,
2021-02-04,,,,3.871039717367492,,
2021-02-05,,,,3.9365616489223534,,
2021-02-08,,,,4.122892425071103,,
2021-02-09,,,,4.975015933571869,,
2021-02-10,,,,3.996333483007073,,
2021-02-11,,,,3.878671086438445,,
2021-02-12,,,,4.001869524175951,,
2021-02-15,,,,3.9614066907385257,,
2021-02-16,,,,3.570540223539423,,
2021-02-17,,,,3.327092906081318,,
2021-02-18,,,,3.305870833945226,,
2021-02-19,,,,2.484623912614338,,
2021-02-22,,,,2.3365004970038425,,
2021-02-23,,,,2.087313282296338,,
2021-02-24,,,,2.3888964458551496,,
2021-02-25,,,,2.2813588060824754,,
2021-02-26,,,,2.3587060717432253,,
2021-03-01,,,,2.285895276352292,,
2021-03-02,,,,2.248861773157023,,
2021-03-03,,,,2.111901633317588,,
2021-03-04,,,,1.949681179874856,,
2021-03-05,,,,1.8598220983143408,,
2021-03-08,,,,1.755139845162088,,
2021-03-09,,,,1.9092575881364104,,
2021-03-10,,,,1.963583122690956,,
2021-03-11,,,,2.015539105214503,,
2021-03-12,,,,1.9778975853878304,,
2021-03-15,,,,1.9960397090508464,,
2021-03-16,,,,1.8524044925703649,,
2021-03-17,,,,1.892071993067715,,
2021-03-18,,,,1.8358019100377665,,
2021-03-19,,,,1.9313482497298105,,
2021-03-22,,,,1.936900536591339,,
2021-03-23,,,,1.8106256719421776,,
2021-03-24,,,,1.7366738431902655,,
2021-03-25,,,,1.7724083384309357,,
2021-03-26,,,,1.6636246668309809,,
2021-03-29,,,,1.6059432936526414,,
2021-03-30,,,,1.6304326193259873,,
2021-03-31,,,,1.6840305649770098,,
2021-04-01,,,,1.7469591546055714,,
2021-04-02,,,,1.7393030655251762,,
2021-04-05,,,,1.7844105159273984,,
2021-04-06,,,,1.766703140119639,,
2021-04-07,,,,1.7098110143139282,,
2021-04-08,,,,1.732628383951801,,
2021-04-09,,,,1.779003331684282,,
2021-04-12,,,,1.7432845751874826,,
2021-04-13,,,,1.922337646718628,,
2021-04-14,,,,1.7003859390149136,,
2021-04-15,,,,1.700396175940199,,
2021-04-16,,,,1.643708088919024,,
2021-04-19,,,,1.6767623896810215,,
2021-04-20,,,,1.6813168078683969,,
2021-04-21,,,,1.7567105263701654,,
2021-04-22,,,,1.6947302605470735,,
2021-04-23,,,,1.7599125585542743,,
2021-04-26,,,,1.784712193128391,,
2021-04-27,,,,1.7969065858994568,,
2021-04-28,,,,1.81237879841356,,
2021-04-29,,,,1.7877390432032343,,
2021-04-30,,,,1.6619863314570933,,
2021-05-03,,,,1.6288722448200914,,
2021-05-04,,,,1.6948802941301393,,
2021-05-05,,,,1.59339295537489,,
2021-05-06,,,,1.5847687284039995,,
2021-05-07,,,,1.5882418736267443,,
2021-05-10,,,,1.5052729886882572,,
2021-05-11,,,,1.49608050115875,,
2021-05-12,,,,1.6075499933140835,,
2021-05-13,,,,1.4574113270334337,,
2021-05-14,,,,1.549695532459902,,
2021-05-17,,,,1.6674798449786976,,
2021-05-18,,,,1.683189796375755,,
2021-05-19,,,,1.827506270221105,,
2021-05-20,,,,1.7448508587675768,,
2021-05-21,,,,1.809180773756448,,
2021-05-24,,,,1.825177548157228,,
2021-05-25,,,,1.835924796160516,,
2021-05-26,,,,1.8253668472711504,,
2021-05-27,,,,1.900286805537416,,
2021-05-28,,,,1.9657379018141388,,
2021-05-31,,,,1.8799051371601323,,
2021-06-01,,,,1.942463891954572,,
2021-06-02,,,,1.96529185250518,,
2021-06-03,,,,1.857555973970404,,
2021-06-04,,,,1.9542410789728533,,
2021-06-07,,,,2.0977057139361777,,
2021-06-08,,,,2.0489270834606934,,
2021-06-09,,,,2.024550396655572,,
2021-06-10,,,,2.0442735756537447,,
2021-06-11,,,,2.051446996114332,,
2021-06-14,,,,2.1570410810151124,,
2021-06-15,,,,2.2778839597856924,,
2021-06-16,,,,2.3621888615594835,,
2021-06-17,,,,2.409132519451178,,
2021-06-18,,,,2.623571831991661,,
2021-06-21,,,,2.3657407916130064,,
2021-06-22,,,,2.198302984617358,,
2021-06-23,,,,2.117825628871633,,
2021-06-24,,,,2.15741776291918,,
2021-06-25,,,,2.223500538897685,,
2021-06-28,,,,2.310301664867674,,
2021-06-29,,,,2.3677278564257245,,
2021-06-30,,,,2.4062398355757653,,
2021-07-01,,,,2.4646853281005447,,
2021-07-02,,,,2.391453640920117,,
2021-07-05,,,,2.393050310309298,,
2021-07-06,,,,2.372908899156328,,
2021-07-07,,,,2.4076489879420016,,
2021-07-08,,,,2.403340958203701,,
2021-07-09,,,,2.365689380498406,,
2021-07-12,,,,2.2732410844931974,,
2021-07-13,,,,2.2819761286931417,,
2021-07-14,,,,2.197623670217954,,
2021-07-15,,,,2.2047994420605104,,
2021-07-16,,,,2.1597599757376904,,
2021-07-19,,,,2.099011948880777,,
2021-07-20,,,,2.178121545004949,,
2021-07-21,,,,2.2183849881323163,,
2021-07-22,,,,2.212956621415959,,
2021-07-23,,,,2.086094651405101,,
2021-07-26,,,,2.3272908133923083,,
2021-07-27,,,,2.0625479428982527,,
2021-07-28,,,,2.060995814742911,,
2021-07-29,,,,1.9994027707334203,,
2021-07-30,,,,1.908861495371528,,
2021-08-02,,,,2.073661950062815,,
2021-08-03,,,,2.083424840358429,,
2021-08-04,,,,2.148102063514259,,
2021-08-05,,,,2.2217321904852474,,
2021-08-06,,,,2.211055188386616,,
2021-08-09,,,,2.092326478697805,,
2021-08-10,,,,2.078205727144352,,
2021-08-11,,,,2.0698226705622,,
2021-08-12,,,,2.0528374652097257,,
2021-08-13,,,,1.9316855106366029,,
2021-08-16,,,,1.9236764147641623,,
2021-08-17,,,,1.898076288707156,,
2021-08-18,,,,1.8549779766933088,,
2021-08-19,,,,1.8402826078845056,,
2021-08-20,,,,1.8459840950713973,,
2021-08-23,,,,1.8386355955627915,,
2021-08-24,,,,1.8238792274715008,,
2021-08-25,,,,1.8105678066340465,,
2021-08-26,,,,1.7983559025966869,,
2021-08-27,,,,1.7620436575991572,,
2021-08-30,,,,1.82504829706332,,
2021-08-31,,,,1.7958651537431802,,
2021-09-01,,,,1.760395329508397,,
2021-09-02,,,,1.7262208667630974,,
2021-09-03,,,,1.7436136466480656,,
2021-09-06,,,,1.650869450905292,,
2021-09-07,,,,1.6959720237875626,,
2021-09-08,,,,1.7061125311017633,,
2021-09-09,,,,1.6951261929504515,,
2021-09-10,,,,1.695980776601914,,
2021-09-13,,,,1.6746055277496483,,
2021-09-14,,,,1.547420991255806,,
2021-09-15,,,,1.5466744193465445,,
2021-09-16,,,,1.5565935090294554,,
2021-09-17,,,,1.534648390972812,,
2021-09-20,,,,1.6221178393823172,,
2021-09-21,,,,1.7044006812242547,,
2021-09-22,,,,1.6259658750946313,,
2021-09-23,,,,1.6168893553807662,,
2021-09-24,,,,1.6571612980260884,,
2021-09-27,,,,1.664931963196897,,
2021-09-28,,,,1.658417977753206,,
2021-09-29,,,,1.6164587826878185,,
2021-09-30,,,,1.562905773554259,,
2021-10-01,,,,1.498978470028954,,
2021-10-04,,,,1.4545788448098291,,
2021-10-05,,,,1.479540350682311,,
2021-10-06,,,,1.42459380042443,,
2021-10-07,,,,1.5033593102616136,,
2021-10-08,,,,1.532631585191399,,
2021-10-11,,,,1.481542083979351,,
2021-10-12,,,,1.4729612970579766,,
2021-10-13,,,,1.4732404773788306,,
2021-10-14,,,,1.4696716250223398,,
2021-10-15,,,,1.411983056559643,,
2021-10-18,,,,1.389192317277433,,
2021-10-19,,,,1.3143332506007983,,
2021-10-20,,,,1.3313566984221763,,
2021-10-21,,,,1.3701988897700617,,
2021-10-22,,,,1.3737900740307627,,
2021-10-25,,,,1.3736550683721778,,
2021-10-26,,,,1.412959923346794,,
2021-10-27,,,,1.4232024447849638,,
2021-10-28,,,,1.3772011210655044,,
2021-10-29,,,,1.3400467681104409,,
2021-11-01,,,,1.4032516498436771,,
2021-11-02,,,,1.456583180023652,,
2021-11-03,,,,1.487218573256102,,
2021-11-04,,,,1.505910705199906,,
2021-11-05,,,,1.5101701176903757,,
2021-11-08,,,,1.4691438799546557,,
2021-11-09,,,,1.4778483264540878,,
2021-11-10,,,,1.4533519233612189,,
2021-11-11,,,,1.4579945958168563,,
2021-11-12,,,,1.45970261998005,,
2021-11-15,,,,1.4424134655828336,,
2021-11-16,,,,1.447693587654911,,
2021-11-17,,,,1.4457600662806107,,
2021-11-18,,,,1.4882211809974235,,
2021-11-19,,,,1.4337918348863743,,
2021-11-22,,,,1.431530703974074,,
2021-11-23,,,,1.410573405066355,,
2021-11-24,,,,1.4320614131538034,,
2021-11-25,,,,1.3907352506858537,,
2021-11-26,,,,1.4446021690327613,,
2021-11-29,,,,1.3243774043652974,,
2021-11-30,,,,1.3908078598206963,,
2021-12-01,,,,1.358150490051938,,
2021-12-02,,,,1.3336594065326073,,
2021-12-03,,,,1.300674217360791,,
2021-12-06,,,,1.315762274447268,,
2021-12-07,,,,1.3755222346041909,,
2021-12-08,,,,1.3958076449952117,,
2021-12-09,,,,1.3605245125128542,,
2021-12-10,,,,1.396591983100313,,
2021-12-13,,,,1.350974618759207,,
2021-12-14,,,,1.3215495377939204,,
2021-12-15,,,,1.3452903616330028,,
2021-12-16,,,,1.312648325774332,,
2021-12-17,,,,1.3615622213300094,,
2021-12-20,,,,1.2842527410219915,,
2021-12-21,,,,1.2750632990727793,,
2021-12-22,,,,1.2904537952407642,,
2021-12-23,,,,1.2906236286147272,,
2021-12-24,,,,1.2909252782630625,,
2021-12-27,,,,1.3160777668548718,,
2021-12-28,,,,1.314007459401725,,
2021-12-29,,,,1.3223709589203412,,
2021-12-30,,,,1.296428198451785,,
2021-12-31,,,,1.6941550173389543,,
2022-01-03,,,,1.7569491022885182,,
2022-01-04,,,,1.7603216434832276,,
2022-01-05,,,,1.734069190049369,,
2022-01-06,,,,1.721429454652548,,
2022-01-07,,,,1.7448955411618374,,
2022-01-10,,,,1.7276684528933928,,
2022-01-11,,,,1.762007635083323,,
2022-01-12,,,,1.736413693268567,,
2022-01-13,,,,1.719846063923364,,
2022-01-14,,,,1.7279357957057435,,
2022-01-17,,,,1.761536412154811,,
2022-01-18,,,,1.6664648850158268,,
2022-01-19,,,,1.6690173749340589,,
2022-01-20,,,,1.7029743798261834,,
2022-01-21,,,,1.622920496449666,,
2022-01-24,,,,1.5929636813238754,,
2022-01-25,,,,1.5656947604156657,,
2022-01-26,,,,1.532576422727562,,
2022-01-27,,,,1.402665974739577,,
2022-01-28,,,,1.4448946284050417,,
2022-01-31,,,,1.5115494037636892,,
2022-02-01,,,,1.508495161445371,,
2022-02-02,,,,1.503154066089298,,
2022-02-03,,,,1.4701417227379925,,
2022-02-04,,,,1.4606583241443445,,
2022-02-07,,,,1.4472603619055708,,
2022-02-08,,,,1.47152367362172,,
2022-02-09,,,,1.5234529032721231,,
2022-02-10,,,,1.507307181345313,,
2022-02-11,,,,1.4901175805451743,,
2022-02-14,,,,1.479129660028998,,
2022-02-15,,,,1.491171631886987,,
2022-02-16,,,,1.5021709229319584,,
2022-02-17,,,,1.539873972838812,,
2022-02-18,,,,1.5322517584318722,,
2022-02-21,,,,1.6568461376886945,,
2022-02-22,,,,1.543156700316945,,
2022-02-23,,,,1.5413894849673686,,
2022-02-24,,,,1.6037233125986747,,
2022-02-25,,,,1.5899563592743984,,
2022-02-28,,,,1.554061024243791,,
2022-03-01,,,,1.5709085121243718,,
2022-03-02,,,,1.5728321796278992,,
2022-03-03,,,,1.539580100804371,,
2022-03-04,,,,1.6114377341756498,,
2022-03-07,,,,1.589856829645408,,
2022-03-08,,,,1.6308818038677593,,
2022-03-09,,,,1.5816645465797992,,
2022-03-10,,,,1.6339849951320715,,
2022-03-11,,,,1.5672552585342905,,
2022-03-14,,,,1.4672928287331766,,
2022-03-15,,,,1.5616746761015867,,
2022-03-16,,,,1.5894233889658806,,
2022-03-17,,,,1.611672961501155,,
2022-03-18,,,,1.6387095600479284,,
2022-03-21,,,,1.6164575824571916,,
2022-03-22,,,,1.633306154359313,,
2022-03-23,,,,1.5914794532944136,,
2022-03-24,,,,1.643232880723039,,
2022-03-25,,,,1.5967278396492102,,
2022-03-28,,,,1.6043911902505426,,
2022-03-29,,,,1.6145536044337498,,
2022-03-30,,,,1.5777772092828466,,
