date,American Bitcoin - Fully Diluted EV / Nav,Strive Asset Management - Fully Diluted EV / Nav,Metaplanet - Fully Diluted EV / Nav,Strategy - Fully Diluted EV / Nav,Nakamoto Holdings - Fully Diluted EV / Nav,Twenty One Capital - Fully Diluted EV / Nav
2022-03-31,,,,1.5922323405579484,,
2022-04-01,,,,1.5790670204891248,,
2022-04-04,,,,1.5941926901961736,,
2022-04-05,,,,1.5397704716721603,,
2022-04-06,,,,1.5381700685723991,,
2022-04-07,,,,1.550188122511042,,
2022-04-08,,,,1.5650204195186024,,
2022-04-11,,,,1.621644549512946,,
2022-04-12,,,,1.618232162442615,,
2022-04-13,,,,1.6370059378740929,,
2022-04-14,,,,1.6452651515585304,,
2022-04-15,,,,1.619842670961612,,
2022-04-18,,,,1.6004475914055376,,
2022-04-19,,,,1.6470880450232224,,
2022-04-20,,,,1.587664511861669,,
2022-04-21,,,,1.5596511136092102,,
2022-04-22,,,,1.533817465340516,,
2022-04-25,,,,1.561589674012163,,
2022-04-26,,,,1.5427994243095695,,
2022-04-27,,,,1.4835699109077725,,
2022-04-28,,,,1.5087264207344944,,
2022-04-29,,,,1.4089759137225044,,
2022-05-02,,,,1.44838877144304,,
2022-05-03,,,,1.4083840568392605,,
2022-05-04,,,,1.4084751852454274,,
2022-05-05,,,,1.3587858340364636,,
2022-05-06,,,,1.3107448432291642,,
2022-05-09,,,,1.2688815738249997,,
2022-05-10,,,,1.2626774428065652,,
2022-05-11,,,,1.119501768130983,,
2022-05-12,,,,1.123481667769838,,
2022-05-13,,,,1.2517132401238311,,
2022-05-16,,,,1.2139301703289458,,
2022-05-17,,,,1.2818686179828411,,
2022-05-18,,,,1.2457075083861922,,
2022-05-19,,,,1.2317999357020797,,
2022-05-20,,,,1.246631086429736,,
2022-05-23,,,,1.2572321485082,,
2022-05-24,,,,1.1908795195924873,,
2022-05-25,,,,1.214215838176466,,
2022-05-26,,,,1.2968416492055022,,
2022-05-27,,,,1.3421779667246778,,
2022-05-30,,,,1.211334777753753,,
2022-05-31,,,,1.375442671872078,,
2022-06-01,,,,1.3634352420850178,,
2022-06-02,,,,1.359096825962349,,
2022-06-03,,,,1.3252588197379638,,
2022-06-06,,,,1.2863230582409124,,
2022-06-07,,,,1.3080533917984614,,
2022-06-08,,,,1.3249556241179508,,
2022-06-09,,,,1.2708900119759097,,
2022-06-10,,,,1.255782707644561,,
2022-06-13,,,,1.3523324520559068,,
2022-06-14,,,,1.3946130135281414,,
2022-06-15,,,,1.4532990271606845,,
2022-06-16,,,,1.5461006614011372,,
2022-06-17,,,,1.577558326243991,,
2022-06-20,,,,1.5650439670696232,,
2022-06-21,,,,1.6253740147677431,,
2022-06-22,,,,1.635873533474526,,
2022-06-23,,,,1.6472447808070552,,
2022-06-24,,,,1.7303512882322103,,
2022-06-27,,,,1.7231261891377576,,
2022-06-28,,,,1.7008315655160895,,
2022-06-29,,,,1.67136074906042,,
2022-06-30,,,,1.6211111193463894,,
2022-07-01,,,,1.6652294881902836,,
2022-07-04,,,,1.595390930663501,,
2022-07-05,,,,1.72334799620943,,
2022-07-06,,,,1.6952493084007718,,
2022-07-07,,,,1.780143875849673,,
2022-07-08,,,,1.7735833214322003,,
2022-07-11,,,,1.817975074457608,,
2022-07-12,,,,1.827581364312288,,
2022-07-13,,,,1.7662886697849811,,
2022-07-14,,,,1.7882705648318309,,
2022-07-15,,,,1.8227898337966968,,
2022-07-18,,,,1.7540774285401015,,
2022-07-19,,,,1.8915189558889005,,
2022-07-20,,,,2.0055096266114325,,
2022-07-21,,,,2.024005971733588,,
2022-07-22,,,,2.024259827752588,,
2022-07-25,,,,2.064853095728197,,
2022-07-26,,,,1.9168008390662912,,
2022-07-27,,,,1.90469679798386,,
2022-07-28,,,,1.8978510219808715,,
2022-07-29,,,,1.9471300511148293,,
2022-08-01,,,,1.9376698368007312,,
2022-08-02,,,,1.9741309614324696,,
2022-08-03,,,,2.174187023448728,,
2022-08-04,,,,2.168837934442154,,
2022-08-05,,,,2.167925031086266,,
2022-08-08,,,,2.167393319628341,,
2022-08-09,,,,2.171093269060589,,
2022-08-10,,,,2.18467705336522,,
2022-08-11,,,,2.1905642838424546,,
2022-08-12,,,,2.225885278919339,,
2022-08-15,,,,2.228874190733206,,
2022-08-16,,,,2.2217683313271466,,
2022-08-17,,,,2.18610232428553,,
2022-08-18,,,,2.192369262349904,,
2022-08-19,,,,2.1995893380629394,,
2022-08-22,,,,2.0716450033710188,,
2022-08-23,,,,2.0422921881960487,,
2022-08-24,,,,2.1058540597822413,,
2022-08-25,,,,2.0754165140135874,,
2022-08-26,,,,2.075465043335998,,
2022-08-29,,,,2.0469227607160017,,
2022-08-30,,,,2.0706997070981417,,
2022-08-31,,,,1.9968955563780977,,
2022-09-01,,,,1.9214985105625828,,
2022-09-02,,,,1.925004783932852,,
2022-09-05,,,,1.9401549749118905,,
2022-09-06,,,,1.948786916451381,,
2022-09-07,,,,1.9943582750044129,,
2022-09-08,,,,2.0873220177157186,,
2022-09-09,,,,2.0404702795969083,,
2022-09-12,,,,1.956300756517904,,
2022-09-13,,,,1.97910956526404,,
2022-09-14,,,,1.941447274493589,,
2022-09-15,,,,1.941656750864817,,
2022-09-16,,,,1.872075584439589,,
2022-09-19,,,,1.8897891948577727,,
2022-09-20,,,,1.895336357982514,,
2022-09-21,,,,1.9247724368527883,,
2022-09-22,,,,1.811496374197656,,
2022-09-23,,,,1.822362019594786,,
2022-09-26,,,,1.8828325900906555,,
2022-09-27,,,,1.929393466791627,,
2022-09-28,,,,1.9842356092917337,,
2022-09-29,,,,1.9199673400341315,,
2022-09-30,,,,1.931194737420961,,
2022-10-03,,,,1.997564681678761,,
2022-10-04,,,,2.0669466437135835,,
2022-10-05,,,,2.047410147673681,,
2022-10-06,,,,2.066170638316488,,
2022-10-07,,,,1.9887192241482952,,
2022-10-10,,,,2.0235628835302792,,
2022-10-11,,,,2.005975158769089,,
2022-10-12,,,,2.008477123667876,,
2022-10-13,,,,1.9977080610593592,,
2022-10-14,,,,1.947983991311836,,
2022-10-17,,,,1.9835016018875964,,
2022-10-18,,,,2.0896525703908937,,
2022-10-19,,,,2.057961355895586,,
2022-10-20,,,,2.0376556016271223,,
2022-10-21,,,,2.094042696363125,,
2022-10-24,,,,2.108906656671208,,
2022-10-25,,,,2.20989726899625,,
2022-10-26,,,,2.1605604899098187,,
2022-10-27,,,,2.200818372574866,,
2022-10-28,,,,2.221446500892565,,
2022-10-31,,,,2.160027732752338,,
2022-11-01,,,,2.1011427345967006,,
2022-11-02,,,,2.0826603441050686,,
2022-11-03,,,,2.0789479088607545,,
2022-11-04,,,,2.146593829416567,,
2022-11-07,,,,2.144223562962245,,
2022-11-08,,,,2.03079350213116,,
2022-11-09,,,,2.0834774706061063,,
2022-11-10,,,,1.8952536631570795,,
2022-11-11,,,,1.9536108975258912,,
2022-11-14,,,,1.938771893710736,,
2022-11-15,,,,1.950037312115352,,
2022-11-16,,,,1.9587532201692928,,
2022-11-17,,,,1.986714578671409,,
2022-11-18,,,,1.9614920788353416,,
2022-11-21,,,,1.9759080497878767,,
2022-11-22,,,,2.004237145004081,,
2022-11-23,,,,2.0177583980396667,,
2022-11-24,,,,2.0192142334802603,,
2022-11-25,,,,2.0751888315471354,,
2022-11-28,,,,2.067782868326648,,
2022-11-29,,,,2.078416861699072,,
2022-11-30,,,,2.098910562086512,,
2022-12-01,,,,2.131536866692428,,
2022-12-02,,,,2.1725531062935675,,
2022-12-05,,,,2.108432940764435,,
2022-12-06,,,,2.09354181299771,,
2022-12-07,,,,2.108432696224763,,
2022-12-08,,,,2.123691711112395,,
2022-12-09,,,,2.138922214071882,,
2022-12-12,,,,2.0864907966037074,,
2022-12-13,,,,2.0530698345861804,,
2022-12-14,,,,2.056338397974125,,
2022-12-15,,,,2.011820829900321,,
2022-12-16,,,,1.9970974109640565,,
2022-12-19,,,,1.9961147365761425,,
2022-12-20,,,,1.9302983175808088,,
2022-12-21,,,,1.939554850128694,,
2022-12-22,,,,1.920465284879436,,
2022-12-23,,,,1.8992468596190584,,
2022-12-26,,,,1.887039320455675,,
2022-12-27,,,,1.803898795697245,,
2022-12-28,,,,1.7196985274475738,,
2022-12-29,,,,1.698640307849434,,
2022-12-30,,,,1.7541752722724713,,
2023-01-02,,,,1.746777250961096,,
2023-01-03,,,,1.7392138741991012,,
2023-01-04,,,,1.8594819900087185,,
2023-01-05,,,,1.803168923873687,,
2023-01-06,,,,1.8162807825598744,,
2023-01-09,,,,1.8901922670950968,,
2023-01-10,,,,1.9641646605004848,,
2023-01-11,,,,1.9338837446167016,,
2023-01-12,,,,1.9399145896185568,,
2023-01-13,,,,1.8750894071467432,,
2023-01-16,,,,1.7658571457731715,,
2023-01-17,,,,1.8718095036271687,,
2023-01-18,,,,1.8277992949921693,,
2023-01-19,,,,1.7984731226192274,,
2023-01-20,,,,1.7652088513399995,,
2023-01-23,,,,1.7954294489620166,,
2023-01-24,,,,1.8112002075484368,,
2023-01-25,,,,1.7582838624594137,,
2023-01-26,,,,1.767539613833221,,
2023-01-27,,,,1.828938049610251,,
2023-01-30,,,,1.7836948606457932,,
2023-01-31,,,,1.7912319277727258,,
2023-02-01,,,,1.826392165739145,,
2023-02-02,,,,1.960664684883831,,
2023-02-03,,,,1.9313989233028053,,
2023-02-06,,,,1.9739101069764329,,
2023-02-07,,,,1.9399347182207376,,
2023-02-08,,,,1.92912483321914,,
2023-02-09,,,,1.88492622332682,,
2023-02-10,,,,1.8709942897818164,,
2023-02-13,,,,1.8871768133098992,,
2023-02-14,,,,1.96699546634028,,
2023-02-15,,,,1.928768178083959,,
2023-02-16,,,,1.9029944053991263,,
2023-02-17,,,,1.8830460894741272,,
2023-02-20,,,,1.8710548595763097,,
2023-02-21,,,,1.7841619722049822,,
2023-02-22,,,,1.7977386836036808,,
2023-02-23,,,,1.7986017586987206,,
2023-02-24,,,,1.8090022962346608,,
2023-02-27,,,,1.7965259943626557,,
2023-02-28,,,,1.842879417402492,,
2023-03-01,,,,1.7840429119256642,,
2023-03-02,,,,1.7720306895903006,,
