date,Arbitrum,Avalanche C-Chain,Base,BNB Chain,Ethereum,Hyperliquid,Plasma,Solana
2023-03-26,68838596,155818813,0,472122098,8756330433,0,0,0
2023-04-02,83829540,169330881,0,556633218,8533588391,0,0,0
2023-04-09,84249760,161068664,0,584363433,8592171981,0,0,0
2023-04-16,77545044,163129548,0,622085950,8761353189,0,0,0
2023-04-23,69523253,152347471,0,772401378,8250890112,0,0,0
2023-04-30,70735122,151297713,0,640831094,8274904004,0,0,0
2023-05-07,76272976,148782204,0,651783220,8252654025,0,0,0
2023-05-14,78679604,148762669,0,591938439,8287566858,0,0,0
2023-05-21,87622324,144128787,0,580218002,8195067749,0,0,0
2023-05-28,87070247,141993520,0,570961110,8233842046,0,0,0
2023-06-04,95698289,140271133,0,593926830,8445720574,0,0,0
2023-06-11,93019817,126058054,0,521400617,8258837788,0,0,0
2023-06-18,97623806,128415468,0,607636446,8143051423,0,0,0
2023-06-25,103564797,138860463,0,636182106,8350750406,0,0,0
2023-07-02,108525323,141468677,0,637018365,8397373869,0,0,0
2023-07-09,109451280,137594282,0,632301013,8477199489,0,0,0
2023-07-16,111701469,135255308,0,794095353,8673302891,0,0,0
2023-07-23,114411495,124375491,0,577898941,8577127173,0,0,0
2023-07-30,115723826,123599551,0,567822348,8579035272,0,0,0
2023-08-06,105786561,118679490,0,688541495,8284469399,0,0,0
2023-08-13,109621136,122859635,10183581,699059526,9278987214,0,0,0
2023-08-20,100034490,111767478,12278057,613654788,8760969940,0,0,0
2023-08-27,108159173,108559792,14080317,584026072,8815380373,0,0,0
2023-09-03,101515836,99906846,23731521,443324133,9023909675,0,0,0
2023-09-10,103356051,100193976,25185346,448374858,9111223157,0,0,0
2023-09-17,103041051,95847775,29873055,448258929,9270689697,0,0,0
2023-09-24,99909917,95983616,28785131,444468276,9261924055,0,0,0
2023-10-01,106024847,97468547,29830774,450767501,9313949151,0,0,0
2023-10-08,107454762,104745997,32233746,464374055,9365883904,0,0,0
2023-10-15,105154346,99156903,33427520,470822266,9246040825,0,0,0
2023-10-22,114037065,102472339,33632563,480914479,9443547049,0,0,0
2023-10-29,126879796,109999317,34683232,590183624,9460515155,0,0,0
2023-11-05,136413002,112171451,35507606,577788780,9547955592,0,0,115561
2023-11-12,149667967,127452315,42652871,583671257,9759849602,0,0,174933
2023-11-19,151791505,137596976,43593233,590809946,9682933364,0,0,550712
2023-11-26,161893695,139318913,45806638,603057425,9914839953,0,0,3434011
2023-12-03,170650963,143722487,49879434,503572384,10082799796,0,0,9026657
2023-12-10,186965894,175776499,54517063,540110249,10439075915,0,0,22293129
2023-12-17,182522751,220328014,54804403,736701565,10260598434,0,0,42236710
2023-12-24,191274280,238328148,52759616,773806024,10494931919,0,0,65760580
2023-12-31,186611338,210144399,54570412,820603286,10466692636,0,0,73966508
2024-01-07,185628141,197364899,54586684,811288724,10553857755,0,0,79847573
2024-01-14,200576360,207207744,68793785,581650560,10856662999,0,0,82376330
2024-01-21,200462512,193893540,68363153,759156920,10759887027,0,0,103571385
2024-01-28,190241479,189383366,65103386,494757542,10566342727,0,0,132910565
2024-02-04,199694015,196941211,67567567,501739058,10353423006,0,0,163906082
2024-02-11,213346302,202440274,68490206,733462603,10652086859,0,0,196009300
2024-02-18,232185011,192217740,74723935,774606979,11176360085,0,0,211687777
2024-02-25,242353260,197311620,81091142,852518423,11478345867,0,0,213649400
2024-03-03,282015225,225755649,96953466,606537958,12365791089,0,0,257071535
2024-03-10,341212566,227690297,108090562,1071575287,12608248615,0,0,399952754
2024-03-17,354631471,257454968,106089627,1075201290,12539952284,0,0,437090486
2024-03-24,344618528,268167901,116781561,642188093,12685316562,0,0,422904492
2024-03-31,389842457,271414473,152748620,1193953641,13287071797,0,0,545296205
2024-04-07,382393319,254805827,160636806,1181043924,13272198929,0,0,498053200
2024-04-14,359204801,211406325,157680039,1087121624,12810101359,0,0,416125137
2024-04-21,365093271,224667910,171936439,621075762,12790520061,0,0,450747821
2024-04-28,391443754,216740975,199768370,1120736250,12937624081,0,0,438377206
2024-05-05,380211119,217977938,207615766,945310676,12876950991,0,0,417619438
2024-05-12,405033074,202318952,222959239,916519325,12973780156,0,0,419844197
2024-05-19,464355418,215404446,213758033,763497376,13522752381,0,0,500717040
2024-05-26,603255042,221687113,264610114,733822402,14348589515,0,0,566041395
2024-06-02,710283202,217370063,269191379,900652351,14874966025,0,0,682454030
2024-06-09,745822881,207430471,261224770,1151665891,15382343367,0,0,664468617
2024-06-16,730608818,194272798,270422016,911460545,15528307446,0,0,616874888
2024-06-23,638138772,182472921,294875863,737422995,15289424621,0,0,551829192
2024-06-30,614048497,193123306,300372723,715628337,15437447083,0,0,573370155
2024-07-07,620192106,207873690,287130194,680797438,15041607246,0,0,545861130
2024-07-14,669945869,217060369,328648813,671258311,15163818238,0,0,519366266
2024-07-21,762700373,244090883,308235980,698086757,16067663712,0,0,577302750
2024-07-28,754368107,288823627,317518787,691194861,15920521510,0,0,597301413
2024-08-04,700933166,261479520,296622262,648312643,15280525924,0,0,522452710
2024-08-11,576468064,286860147,252093529,568309238,14230924022,0,0,595021852
2024-08-18,588412266,299130853,261823501,693367029,14311574060,0,0,578110259
2024-08-25,637555761,322249148,294770628,1041968875,14793266615,0,0,623755627
2024-09-01,611392572,310262001,289815882,664782884,14500248930,0,0,583445802
2024-09-08,554349990,305751083,252949981,521981212,14184349501,0,0,547650678
2024-09-15,581097599,347594506,256105052,531856983,14630058772,0,0,681315429
2024-09-22,589892905,289754157,292138403,598580561,14832683212,0,0,716644434
2024-09-29,638577695,453667189,328700228,562838282,15161382557,0,0,756758544
2024-10-06,596676404,432611937,316162481,534702728,14610008370,0,0,751940618
2024-10-13,612221578,510399538,337971435,547649658,14952152903,0,0,801197447
2024-10-20,650254908,490323617,373918439,569525964,15497648187,0,0,875447897
2024-10-27,623235129,453947369,390188738,582972105,15519064980,0,0,911142193
2024-11-03,623678425,453459035,455227187,570127403,15807933832,0,0,886398142
2024-11-10,712073200,399441850,567578183,576768980,17213368536,0,0,1087536056
2024-11-17,747784903,389962576,594034686,1089663217,17633522619,0,0,1191787113
2024-11-24,804295070,431693824,673304462,601126002,19205176621,0,0,1295811571
2024-12-01,864786145,398301205,734796231,616582239,21030873444,0,0,1296136884
2024-12-08,968247500,444059897,796388971,644548073,22592201531,0,0,1292448589
2024-12-15,1004641790,454993307,823515352,1130794561,22915251615,0,0,1248739911
2024-12-22,881980572,387709115,777329145,705160643,21801048916,0,0,1066955470
2024-12-29,887545225,385508275,785343399,948043674,21991173673,0,0,1126013681
2025-01-05,920071334,375264812,863252148,738834277,22981991648,0,0,1209430485
2025-01-12,852984599,342544656,840167169,930677921,21824454098,0,0,1109776955
2025-01-19,870197083,387220098,916731387,809978395,22647274883,0,0,1539192759
2025-01-26,866405569,423541716,930494065,704701575,22909671988,0,0,1535243163
2025-02-02,838607486,412852072,915088314,694268120,22328825788,0,0,1447210438
2025-02-09,716275622,351101593,784491940,681235027,20492467440,0,0,1388458188
2025-02-16,719280971,323916879,830254007,741478982,20740011051,0,0,1419040980
2025-02-23,730415819,319274920,874407816,754341385,21227602472,0,0,1267898575
2025-03-02,616941665,305281778,788782935,680348626,19077402326,0,0,1136592818
2025-03-09,599997003,304861874,771841849,712440630,18887269121,0,0,1108607295
2025-03-16,554295620,284332172,722650966,705117803,17904405848,0,0,1056906557
2025-03-23,570583037,296885528,718971765,840615255,18527356665,6085823,0,1082179857
2025-03-30,551550598,326361018,694730861,807395940,18212926116,12775056,0,1080587239
2025-04-06,543810102,318147699,736849424,680100003,17846749238,24290870,0,1025549013
2025-04-13,495961473,417933039,691577465,785623101,17087140267,46008544,0,1167003079
2025-04-20,493254726,450468795,728250981,751976886,17326293281,59215157,0,1293107222
2025-04-27,530539413,510931502,713984766,682037077,18330157169,67188668,0,1390618678
2025-05-04,536739187,552951672,783963028,645566149,18741133470,90025978,0,1373488060
2025-05-11,648091192,640774272,932066202,790976054,22233982931,134486306,0,1541370007
2025-05-18,639804252,662204813,974274212,633042395,22944510414,146631270,0,1521405691
2025-05-25,666253908,671310203,1050748673,901273905,23654363602,216809682,0,1565484063
2025-06-01,658830855,633932340,1059016036,750909041,24190479280,226653918,0,1483688121
2025-06-08,642800979,618048840,1130784350,774213821,24102286921,252511761,0,1458199745
2025-06-15,657189560,631111310,1166315707,738290020,24754736420,292866187,0,1460568076
2025-06-22,637411889,618967668,1140366661,719306295,24297466333,276250364,0,1374853008
2025-06-29,688130657,643209770,1184825740,773128198,24632735360,319307761,0,1519961539
2025-07-06,710421914,649750013,1231726292,815045210,25983918334,387965933,0,1554796392
2025-07-13,810378830,684666449,1336932792,855123102,28203137762,485107532,0,1632493734
2025-07-20,991648089,772816186,1528745098,919974967,30897079157,480633609,0,1708114441
2025-07-27,1011333573,797807691,1634444898,929336751,32265266414,529947516,0,1693017114
2025-08-03,955638371,725489662,1595541300,887840318,32430877400,487623711,0,1614376781
2025-08-10,1093701193,780669360,1661346012,903952029,37097829478,553560074,0,1784119106
2025-08-17,1103983483,788934657,1762372716,939292954,37533590567,555158536,0,1815219792
2025-08-24,1165621786,787479986,2009469485,994099891,39225413329,603351388,0,1857933675
2025-08-31,1094072491,762499523,1966932163,948927493,38514941977,619442120,0,1990504841
2025-09-07,1164649261,733194680,1938047158,913900122,38534754084,648538341,0,2034814183
2025-09-14,1301493854,796571365,2011076021,1037528773,40360632738,698277003,0,2398589773
2025-09-21,1348012884,840040233,2117521993,1075936365,40436623827,676704447,0,2424899946
2025-09-28,1280265523,831246752,2092071250,1032161850,35657182892,573468863,2366804686,2184689107
2025-10-05,1385697047,859185321,2202985842,1219629126,36977474679,630147683,3193127104,2315054275
2025-10-12,1250439393,741200151,2037868904,1107571794,34461168147,508303129,3220443748,2108913638
2025-10-19,1324214985,690773824,2101394680,1123680220,34315570821,470454403,2925548488,2076549017
2025-10-26,1382722547,683717182,2189702642,1152768607,34741480849,530505514,3055125695,2146603480
2025-11-02,1373162667,681460855,2211753789,1172717499,35006549013,519184696,3075774576,2169308842
2025-11-09,1109283247,515717756,2036289599,924917471,32006621262,470372960,2217065583,1950124024
2025-11-16,1109112679,475535558,1931966276,880582085,31410384165,409536065,2414349557,1887667190
2025-11-23,1012565806,447071441,1747240421,788789827,28590861888,341128827,2045347942,1861593354
2025-11-30,1138323729,454892364,1743615272,834359255,28719846428,384106755,2237688867,1926591855
2025-12-07,1216518019,465110658,1708784724,818661276,28689249330,399514945,2490934604,1978400642
2025-12-14,1240693738,490215080,1755764338,822058055,28950264561,417762156,2592418688,1995919463
2025-12-21,1176869078,398624391,1769161714,791854989,28429347513,327964753,2522631887,1907918745
2025-12-28,1180844717,416498049,1794045819,832667890,28599424052,338768679,2361406879,1943317289
2026-01-04,1276911139,487606314,1853763055,859284212,29328280432,309360490,2445355944,1936746222
2026-01-11,1268404119,476964914,1895228965,897631783,29708239338,295074698,2603967117,2049354767
2026-01-18,1304009472,492261581,1977165803,919406006,31080807134,285735121,2587848103,2109950941
2026-01-25,1131002656,452205478,1968026110,863177941,31151067879,260700019,2567107794,2029716663
2026-02-01,1020039366,396045401,1880830937,741001914,29253057885,306741964,2619370772,2029582179
2026-02-08,905904603,353346294,1673609190,605425961,24934951702,298659556,2434432022,1728967774
2026-02-15,819090031,354204630,1674753408,724465589,24664361964,286953763,2152399851,1846847496
2026-02-22,742400227,341477277,1629501868,695366309,24087612132,274981351,1977951894,1848659900
2026-03-01,700583397,335518482,1642596187,665229954,24044897766,285755331,1821247102,1861031903
2026-03-08,685281533,326481902,1626345508,653101257,23845465249,286257247,1765174035,1921942945
2026-03-15,706106510,325639472,1771855239,588855410,24592644449,326915656,1979401242,2021924710
2026-03-22,727757076,317896767,1779115019,604544040,24674804010,319233672,2033748035,1953733153
2026-03-29,716188657,308310818,1760268898,581998907,24544667493,315614450,1852249399,1915627132
2026-04-05,618331267,310518049,559842115,583887944,24925059766,290434630,1859354542,1739374959
2026-04-12,723902474,310786699,1860726091,592271087,25837655365,328325551,1928064017,1814931614
