date,Aptos,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana,TON,Acala,Aioz Network,Aleo,Algorand
2020-02-03,,,20791014743.3019,,,,,,,,,153083755.903614
2020-02-04,,,20665245888.1072,,,,,,,,,163849464.357995
2020-02-05,,,22414850796.6837,,,,,,,,,160996253.823258
2020-02-06,,,23314707733.8661,,,,,,,,,168878038.666546
2020-02-07,,,24407934017.3124,,,,,,,,,183344261.971931
2020-02-08,,,24478412143.0188,,,,,,,,,180068262.604108
2020-02-09,,,25011126326.737,,,,,,,,,200791011.031237
2020-02-10,,,24577280465.1778,,,,,,,,,213346304.529448
2020-02-11,,,25966283262.6621,,,,,,,,,217403059.463763
2020-02-12,,,29001954205.9961,,,,,,,,,229811573.027036
2020-02-13,,,29312880235.8679,,,,,,,,,210081088.467508
2020-02-14,,,31059453816.6938,,,,,,,,,216721352.570948
2020-02-15,,,28909877146.0534,,,,,,,,,200873313.055028
2020-02-16,,,28746450516.0393,,,,,,,,,201730215.416757
2020-02-17,,,29075052114.6316,,,,,,,,,195477830.364865
2020-02-18,,,31034929114.6613,,,,,,,,,209112273.90155
2020-02-19,,,28662558273.1356,,,,,,,,,213904666.971789
2020-02-20,,,28258309183.2532,,,,,,,,,258938350.891469
2020-02-21,,,29114570356.3661,,,,,,,,,253746204.613087
2020-02-22,,,28657670954.1344,,,,,,,,,270075353.859368
2020-02-23,,,30135977087.9406,,,,,,,,,280766610.819495
2020-02-24,,,28974292556.8547,,,,,,,,,299546519.466037
2020-02-25,,,27274600634.7838,,,,,,,,,244621480.419422
2020-02-26,,,24823014146.5983,,,,,,,,,226259290.521249
2020-02-27,,,24879553838.2594,,,,,,,,,229913002.584413
2020-02-28,,,25137364865.971,,,,,,,,,216337513.951474
2020-02-29,,,24105658618.9674,,,,,,,,,204292230.959378
2020-03-01,,,24049874527.9072,,,,,,,,,197084579.761697
2020-03-02,,,25392608994.4959,,,,,,,,,250520857.332431
2020-03-03,,,24709361638.7463,,,,,,,,,248657897.092839
2020-03-04,,,24635535324.3443,,,,,,,,,264371561.577181
2020-03-05,,,25072941968.3714,,,,,,,,,256341766.990571
2020-03-06,,,26861442576.6265,,,,,,,,,254282694.164135
2020-03-07,,,26199142579.5095,,,,,,,,,230435044.111716
2020-03-08,,,22145350491.4542,,,,,,,,,201500402.121898
2020-03-09,,,22001125399.4124,,,,,,,,,184818446.838159
2020-03-10,,,22178131746.5914,,,,,,,,,194187547.103003
2020-03-11,,,21375073649.952,,,,,,,,,184273455.463741
2020-03-12,,,11956631650.3034,,,,,,,,,95976676.4803406
2020-03-13,,,14567054564.1982,,,,,,,,,103060843.292206
2020-03-14,,,13505998666.2399,,,,,,,,,100975404.891696
2020-03-15,,,13756072458.5234,,,,,,,,,103367848.253992
2020-03-16,,,12178760413.0155,,,,,,,,,88249526.6032106
2020-03-17,,,12991193734.5162,,,,,,,,,96768298.9895297
2020-03-18,,,12900856057.8735,,,,,,,,,95664022.6166628
2020-03-19,,,15068113354.8901,,,,,,,,,109859322.015202
2020-03-20,,,14451395504.5023,,,,,,,,,109006443.247384
2020-03-21,,,14575207631.0981,,,,,,,,,105847235.590137
2020-03-22,,,13499834314.7732,,,,,,,,,101303268.100925
2020-03-23,,,14944699607.3132,,,,,,,,,109476725.042838
2020-03-24,,,15385255695.7798,,,,,,,,,110720944.907522
2020-03-25,,,15020580578.5648,,,,,,,,,106569704.328395
2020-03-26,,,15277363230.9722,,,,,,,,,109814268.801466
2020-03-27,,,14958737456.7454,,,,,,,,,107797814.091239
2020-03-28,,,14468066254.836,,,,,,,,,103690790.674836
2020-03-29,,,13819843925.3608,,,,,,,,,100004565.887389
2020-03-30,,,14615131244.8924,,,,,,,,,106982494.803595
2020-03-31,,,14699970260.1775,,,,,,,,,107352024.126323
2020-04-01,,,14896572551.5201,,,,,,,,,108587759.970676
2020-04-02,,,15522802609.0076,,,,,,,,,109653855.636422
2020-04-03,,,15597757554.2706,,,,,,,,,111574581.987591
2020-04-04,,,15898519073.8945,,,,,,,,,120537558.869609
2020-04-05,,,15770466064.1287,,,,,,,,,120154671.516744
2020-04-06,,,18679968361.1114,,,,,,,,,130710762.870929
2020-04-07,,,18166748814.8562,,,,,,,,,128469611.774174
2020-04-08,,,19089126835.7644,,,,,,,,,142595470.940625
2020-04-09,,,18787453383.9485,,,,,,,,,141639021.309062
2020-04-10,,,17375118634.9917,,,,,,,,,125894178.453837
2020-04-11,,,17489565908.7714,,,,6173607.67834532,,,,,126950278.247928
2020-04-12,,,17790409219.8189,,,,7269680.44744514,,,,,127022647.202672
2020-04-13,,,17316641314.1453,,,,6302364.15058463,,,,,123791267.764057
2020-04-14,,,17559917949.2582,,,,5306221.06575891,,,,,126024378.119875
2020-04-15,,,16933905371.1555,,,,5114653.93263679,,,,,119376117.606724
2020-04-16,,,18989526634.2351,,,,5505929.48697869,,,,,131256438.453645
2020-04-17,,,18844786940.2604,,,,5348323.97534936,,,,,138769183.833533
2020-04-18,,,20686869606.0751,,,,5423066.28586426,,,,,145358667.343608
2020-04-19,,,19894212517.4435,,,,4844617.21118236,,,,,140779912.623194
2020-04-20,,,18894679854.8496,,,,4285479.15468102,,,,,130632829.549165
2020-04-21,,,18883297426.6079,,,,4591546.7612261,,,,,131458083.736164
2020-04-22,,,20165266729.1902,,,,5446538.17385084,,,,,135134331.617432
2020-04-23,,,20371607313.86,,,,4909586.99903656,,,,,143112597.10828
2020-04-24,,,20756708748.5893,,,,5027193.62040914,,,,,153301178.280824
2020-04-25,,,21449928671.5045,,,,5173619.23346503,,,,,155747243.083511
2020-04-26,,,21798344583.4648,,,,5137791.33082596,,,,,165963818.077599
2020-04-27,,,21715118585.7449,,,,4616001.37515563,,,,,159274255.382197
2020-04-28,,,21824818237.6987,,,,5283691.35133157,,,,,161138472.354913
2020-04-29,,,23796586177.4891,,,,5897415.53721542,,,,,169431058.39935
2020-04-30,,,22894189506.3735,,,,5635423.50596413,,,,,157917696.899378
2020-05-01,,,23540629181.1146,,,,5735879.89959945,,,,,160405907.831849
2020-05-02,,,23700169401.0496,,,,5669404.16998171,,,,,163373585.634751
2020-05-03,,,23254687127.8135,,,,5486412.38566429,,,,,156178507.323891
2020-05-04,,,22819858077.112,,,,5354861.58390889,,,,,153295529.65907
2020-05-05,,,22740460359.4667,,,,5195811.6286706,,,,,155107569.725642
2020-05-06,,,22529347281.1112,,,,5010066.05478024,,,,,147808286.206549
2020-05-07,,,23678773321.9276,,,,4874818.72185592,,,,,149770481.852676
2020-05-08,,,23476076684.6609,,,,4827334.90816906,,,,,159236666.991698
2020-05-09,,,23328821609.1339,,,,4816707.90941828,,,,,157407623.09977
2020-05-10,,,20859785783.8529,,,,4324416.94928526,,,,,142158969.168677
2020-05-11,,,20616754314.2583,,,,4171226.29910029,,,,,137926113.035644
2020-05-12,,,20993946147.9503,,,,4266741.23130491,,,,,144184056.157658
2020-05-13,,,22169692740.7452,,,,4413742.89750091,,,,,145303074.216665
2020-05-14,,,22562017222.4695,,,,4570789.91837684,,,,,146716312.125381
2020-05-15,,,21656663418.0944,,,,4432087.50899181,,,,,142049145.892363
2020-05-16,,,22256509489.0049,,,,4752035.38617175,,,,,146190431.088938
2020-05-17,,,22938430778.9383,,,,4898008.35775984,,,,,146660193.490645
2020-05-18,,,23793534838.638,,,,5213969.63380214,,,,,149666522.012374
2020-05-19,,,23656360817.2185,,,,4996233.19933248,,,,,148783189.108934
2020-05-20,,,23303624068.6085,,,,4629608.82973847,,,,,155607004.943398
2020-05-21,,,22089212414.4428,,,,4853042.59489784,,,,,143760776.357727
2020-05-22,,,22960218146.4279,,,,4919865.80656783,,,,,151092190.503887
2020-05-23,,,22943289960.0147,,,,4866957.61542499,,,,,150590913.344512
2020-05-24,,,22417907964.4871,,,,4374843.16036941,,,,,147205144.448571
2020-05-25,,,22639118588.3978,,,,4809730.17960867,,,,,157781305.090435
2020-05-26,,,22325672542.331,,,,4598505.3510088,,,,,163334892.881998
2020-05-27,,,23085068545.9104,,,,4715158.09027535,,,,,171816242.963188
2020-05-28,,,24328143646.4425,,,,9366383.78394155,,,,,177144998.488283
2020-05-29,,,24504031642.6848,,,,9427078.26608464,,,,,178917939.288134
2020-05-30,,,27012940828.467,,,,9591470.33610501,,,,,189789411.019945
2020-05-31,,,25671662155.4094,,,,9399234.9514859,,,,,184257967.573963
2020-06-01,,,27559451838.4364,,,,9424972.58616183,,,,,197916247.792403
2020-06-02,,,26414164713.7577,,,,9310563.1094337,,,,,195508044.72638
2020-06-03,,,27137533088.4328,,,,9614805.94741188,,,,,193287228.113943
2020-06-04,,,27105225697.6403,,,,9543805.26248722,,,,,190168540.288542
2020-06-05,,,26722521046.7649,,,,10747702.9563812,,,,,186797585.400611
2020-06-06,,,26923196533.7504,,,,10180036.8353106,,,,,190452177.174497
2020-06-07,,,27129407338.3404,,,,10138083.7937239,,,,,186096147.5413
2020-06-08,,,27441367803.2988,,,,10913789.3867705,,,,,188373324.410136
2020-06-09,,,27188436885.4693,,,,10726797.093154,,,,,193598057.959704
2020-06-10,,,27480866985.6863,,,,10648020.6544734,,,,,197436767.886147
2020-06-11,,,25655172292.4383,,,,9341515.40626821,,,,,187618250.443747
2020-06-12,,,26414947184.7637,,,,9722321.60166213,,,,,186799949.046048
2020-06-13,,,26503078976.0856,,,,9955797.60475687,,,,,187084059.332434
2020-06-14,,,25856836267.1758,,,,9583560.12503535,,,,,186806266.570648
2020-06-15,,,25743924409.1974,,,,9320494.00074121,,,,,182464293.780376
2020-06-16,,,26206196967.8295,,,,9519846.38912149,,,,,189115826.74027
2020-06-17,,,26079437153.8017,,,,9549958.35463254,,,,,195838739.566838
2020-06-18,,,25847377552.2214,,,,10224928.4358075,,,,,192888625.976971
2020-06-19,,,25534271650.2601,,,,11247343.8942031,,,,,186725926.465475
2020-06-20,,,25501270877.3425,,,,10673766.0433386,,,,,185201039.501465
2020-06-21,,,25381090910.6206,,,,11086240.7928936,,,,,185694384.740173
2020-06-22,,,27083046206.8899,,,,11996277.1126872,,,,,191638736.559287
2020-06-23,,,27097142032.5762,,,,11646898.9825033,,,,,199204048.857005
2020-06-24,,,26239099771.4265,,,,12150092.5422518,,,,,192227267.575158
2020-06-25,,,25963410301.5738,,,,11741625.1899429,,,,,189514926.018283
2020-06-26,,,25643178437.8093,,,,12079079.1451861,,,,,178392651.72793
2020-06-27,,,24650756780.2121,,,,11750514.8396777,,,,,163608046.74609
2020-06-28,,,25059706534.5238,,,,13136127.9523603,,,,,165664629.267044
2020-06-29,,,25465535919.1727,,,,14062849.9745091,,,,,170729395.728226
2020-06-30,,,25169333234.4763,,,,14164459.013979,,,,,166439467.444449
2020-07-01,,,25738012877.8079,,,,13737840.6092797,,,,,171117620.883538
2020-07-02,,,25284990219.9584,,,,12783903.7345078,,,,,163431764.501935
2020-07-03,,,25132071680.6253,,,,12672163.1750314,,,,,163036379.354119
2020-07-04,,,25572481115.8083,,,,12892264.5927076,,,,,172982250.508144
2020-07-05,,,25442148685.6287,,,,11423393.4742841,,,,,171345728.040399
2020-07-06,,,26966777214.5959,,,,11691026.1809069,,,,,183585722.774221
2020-07-07,,,26667827703.349,,,,12435090.7421499,,,,,185625363.746441
2020-07-08,,,27538955079.0813,,,,13138366.7242638,,,,,198257294.576836
2020-07-09,,,27017961197.6373,,,,14045120.4228211,,,,,195061205.499119
2020-07-10,,,26917385878.3162,,,,15112460.3702796,,,,,201566399.367349
2020-07-11,,,26712364780.1531,,,,15255277.0581699,,,,,224392220.199092
2020-07-12,,,26889793823.3397,,,,16696748.6217667,,,,,222651385.160908
2020-07-13,,,26757968884.4217,,,,20428062.2351123,,,,,213573360.402752
2020-07-14,,,26870705032.6944,,,,19972946.8444213,,,,,220034420.702952
2020-07-15,,,26686755678.9953,,,,24362181.9265405,,,,,232924254.111631
2020-07-16,,,26142878196.665,,,,17274473.461975,,,,,283527740.224771
2020-07-17,,,26015174195.3674,,,,20917439.7556486,,,,,281039977.315241
2020-07-18,,,26352655621.6668,,,,20602905.1434474,,,,,284293007.427539
2020-07-19,,,26715274452.4837,,,,19624140.8647858,,,,,313979298.441305
2020-07-20,,,26401433618.6154,,,,18811046.9390172,,,,,289346570.732683
2020-07-21,,,27404691587.9445,,,,20859692.4800818,,,,,277834757.610981
2020-07-22,,,29528105819.9481,,,,23288212.4376279,,,,,278097401.028036
2020-07-23,,,30714049723.1686,,,,23621340.9667656,,,,,263244538.487279
2020-07-24,,,31236557399.1894,,,,22240716.3753052,,,,,251157488.298732
2020-07-25,,,34136825749.9608,,,,27986367.3745139,,,,,255959553.121695
2020-07-26,,,34754323492.1652,,,,35745817.7886529,,,,,258685560.99083
2020-07-27,,,35873239729.4069,,,,41165009.8282877,,,,,231546142.995826
2020-07-28,,,35422047874.0241,,,,41629008.98213,,,,,250373500.111945
2020-07-29,,,35553131948.9463,,,,40210662.8739494,,,,,247688303.623606
2020-07-30,,,37564052087.1245,,,,41117076.7181428,,,,,267966933.002252
2020-07-31,,,38794882275.3903,,,,37711209.1687282,,,,,261329569.081504
2020-08-01,,,43411673380.4845,,,,37591996.3508155,,,,,262998868.899494
2020-08-02,,,41469942047.7941,,,,42382004.4426319,,,,,242303258.016764
2020-08-03,,,43272376856.1939,,,,43879557.4325031,,,,,248091809.412829
2020-08-04,,,43787281284.3183,,,,46368816.3139189,,,,,262153440.18559
2020-08-05,,,44844619093.0164,,,,43050611.4556947,,,,,268070974.530025
2020-08-06,,,44217734699.0953,,,,57169342.3073642,,,,,292336829.948723
2020-08-07,,,42541561650.3022,,,,54969359.8721563,,,,,292878035.662841
2020-08-08,,,43821378072.8957,,,,65401183.6257306,,,,,363352672.139606
2020-08-09,,,43682388559.8162,,,,71020175.1538218,,,,,341482343.240211
2020-08-10,,,44298575284.6648,,,,87332088.9547273,,,,,377413925.130001
2020-08-11,,,42639702440.4108,,,,91851887.994809,,,,,353035556.233476
2020-08-12,,,43436076387.6958,,,,105458413.830793,,,,,431324938.361032
2020-08-13,,,47693538253.1255,,,,108874815.267107,,,,,536076689.523505
2020-08-14,,,49022330904.6476,,,,101662334.181904,,,,,515436554.065679
2020-08-15,,,48462771178.6153,,,,94560197.3979158,,,,,512653490.439926
2020-08-16,,,48635333662.5702,,,,101093049.997447,,,,,510552590.680466
2020-08-17,,,48259667903.0867,,,,95117475.8556458,,,,,473689718.463884
2020-08-18,,,47400903599.2981,,,,103512572.722506,,,,,448831824.197839
2020-08-19,,,45642757811.5908,,,,91194729.7624581,,,,,476872935.830053
2020-08-20,,,46754739209.4161,,,,101186302.292564,,,,,504423116.292011
2020-08-21,,,43434501400.1881,,,,92576368.0854075,,,,,427062315.03004
2020-08-22,,,44454504740.73,,,,95149797.2607931,,,,,452343770.368083
2020-08-23,,,44021875258.7883,,,,104838610.420335,,,,,496901399.03386
2020-08-24,,,45914782850.8836,,,,105025071.743556,,,,,504186262.036694
2020-08-25,,,43097616381.4734,,,,103504610.605264,,,,,455746233.297122
2020-08-26,,,43337732292.5232,,,,114219136.449055,,,,,439212080.654441
2020-08-27,,,42903096293.9009,,,,110491240.21623,,,,,418069297.536106
2020-08-28,,,44402928843.0099,,,,129651597.857978,,,,,429331373.363757
2020-08-29,,,44884412904.6181,,,,128816760.88101,,,,,429265193.106859
2020-08-30,,,48092923342.6494,,,,144468272.841208,,,,,415808798.626314
2020-08-31,,,49098776608.1535,,,,157231078.235306,,,,,407810551.237188
2020-09-01,,,54146717970.5855,,,,144080731.169188,,,,,416676708.669669
2020-09-02,,,49401551509.0004,,,,137747076.792021,,,,,375677247.178302
2020-09-03,,,43135808902.69,,,,119105104.969797,,,,,283645890.632385
2020-09-04,,,43627087090.329,,,,118962336.474003,,,,,301463558.263949
2020-09-05,,,37655618254.0509,,,,87193154.3151894,,,,,273186271.804629
2020-09-06,,,39710363028.2121,,,,103754712.658693,,,,,303546845.985898
2020-09-07,,,39639961273.3407,,,,99103615.3011978,,,,,296877014.18597
2020-09-08,,,37835807856.3422,,,,85338829.2161801,,,,,278163684.552215
2020-09-09,,,39580368571.36,,,,121438753.716607,,,,,328053355.140393
2020-09-10,,,41300327191.4637,,,,118759154.827777,,,,,331888416.225664
2020-09-11,,,42135842526.3208,,,,121133286.767198,,,,,328109957.293096
2020-09-12,,,43393172173.5406,,,,116947704.579428,,,,,329380141.669313
2020-09-13,,,41170490544.0653,,,,112654349.574385,,,,,303292872.271502
2020-09-14,,,42353184458.5852,,,,118721263.471383,,,,,307877679.872232
2020-09-15,,,41019180031.9295,,,,107150010.947999,,,,,284168551.763358
2020-09-16,,,41136175614.1407,,,,94070098.5969526,,,,,287158066.743314
2020-09-17,,,43828530075.4914,,,,107329192.559765,,,,,285537084.800474
2020-09-18,,,43009572687.4155,,,,115398247.166832,,,,,269113461.587198
2020-09-19,,,43455110863.0688,,,,113066182.942236,,,,,273583974.392706
2020-09-20,,,41929980576.6527,,,,107485223.209089,,,,,261066328.06453
2020-09-21,,,38695806846.9766,,,,105132421.825073,,,,,233598258.651244
2020-09-22,,124357932.921037,38679912764.2938,,,,110996725.68154,,,,,244900076.452614
2020-09-23,,86335245.9693841,36239170986.3424,,,,107801478.996592,,,,,218068421.111238
2020-09-24,,112209367.283868,39314719146.8434,,,,118878878.681682,,,,,235852233.618439
2020-09-25,,115431881.831089,39598389061.566,,,,122238331.592773,,,,,253913848.662734
2020-09-26,,111216735.781754,39946698187.6105,,,,121477645.400787,,,,,260189296.632564
2020-09-27,,114464431.450079,40273903426.0825,,,,124163454.945753,,,,,252857046.338597
2020-09-28,,102464370.657408,39794887269.4612,,,,115671366.640997,,,,,260751591.920543
2020-09-29,,101476428.145564,40574256067.8246,,,,117794737.823292,,,,,268271702.728011
2020-09-30,,106075718.178119,40586538615.9546,,,,116997169.793763,,,,,269737776.540516
2020-10-01,,101765148.943732,39782583382.8911,,,,116446343.764479,,,,,267794472.629687
2020-10-02,,95235623.9213017,39005631807.6051,,,,107373602.62221,,,,,254397993.442014
2020-10-03,,98705092.3254942,39098719406.9824,,,,104629198.181327,,,,,253528368.68814
2020-10-04,,97280078.978415,39758373727.6144,,,,104629072.11209,,,,,251277628.91722
2020-10-05,,97598132.4615286,39890007481.293,,,,109983903.679527,,,,,256405755.144367
2020-10-06,,86535411.9983845,38419834420.7551,,,,90510593.136206,,,,,228903897.728069
2020-10-07,,84321271.9695925,38556379197.9178,,,,96626244.2271101,,,,,244549032.167442
2020-10-08,,95666267.6029592,39539898845.2908,,,,100361073.086653,,,,,246785606.833376
2020-10-09,,104353473.939941,41261693685.4993,,,,108143704.999262,,,,,265229421.015185
2020-10-10,,98544391.6787947,41919449520.1278,,,,102263473.3254,,,,,263208418.714279
2020-10-11,,100492812.714035,42273071872.9501,,,,102599664.111895,,,,,263190708.410904
2020-10-12,,108582519.711606,43787622889.793,,,,109398780.834125,,,,,278760511.227202
2020-10-13,,110080680.835236,43068111158.1092,,,,104349414.79796,,,,,275335244.252129
2020-10-14,,101614515.743794,42827891085.9514,0.0,,,100630989.389071,,,,,262249208.329264
2020-10-15,,101179434.4946,42625398559.3636,0.0,,,98861299.7295375,,,,,251645339.410937
2020-10-16,,99262361.2263204,41424753265.121,0.0,,,93684534.7578202,,,,,241354576.069659
2020-10-17,,102464240.612861,41654901940.0435,0.0,,,95604758.7948985,,,,,251497933.315264
2020-10-18,,101052321.942855,42730815492.7859,0.0,,,96201418.2992812,,,,,252479736.199974
2020-10-19,,99287196.0999763,42919073937.7413,0.0,,,89483911.1465479,,,,,243361845.983222
2020-10-20,,93294082.0021908,41623179886.7976,0.0,,,82488167.1404689,,,,,230963373.727958
2020-10-21,,96953352.8276125,44137912522.4247,0.0,,,82144490.2589621,,,,,241316746.760556
2020-10-22,,105613659.257481,46776265907.2922,0.0,,,86559361.4141624,,,,,252743069.691574
2020-10-23,,104209761.058509,46233128841.0548,0.0,,,86992250.292987,,,,,247396776.841324
2020-10-24,,102615999.015544,46625376044.7953,0.0,,,85097119.4155311,,,,,247969974.78302
2020-10-25,,101220228.001759,45985592948.8883,0.0,,,80166567.408452,,,,,243430947.282099
2020-10-26,,101700425.340007,44537523611.8306,0.0,,,76352252.5240336,,,,,233065584.948448
2020-10-27,,101200482.431725,45687568527.0639,0.0,,,78379682.6513359,,,,,230432469.464664
2020-10-28,,99642110.9642051,43943405500.5112,0.0,,,69484097.0715892,,,,,220490523.846002
2020-10-29,,92611506.8378268,43798925859.1192,0.0,,,65484559.7484617,,,,,206313721.754024
2020-10-30,,91254971.8765406,43341298725.5015,0.0,,,65971825.0903039,,,,,204262850.893321
2020-10-31,,89124828.8902565,43692767478.3082,0.0,,,70310236.9935269,,,,,199840941.461179
2020-11-01,,90268828.1074171,44687833549.9893,0.0,,,73223097.9661107,,,,,206189031.331524
2020-11-02,,88946751.0308625,43437224863.288,0.0,,,67681588.1121973,,,,,197365851.983816
2020-11-03,,81232558.928272,43903834507.3629,0.0,,,64789424.2448667,,,,,185810184.394656
2020-11-04,,77957366.5091024,45360338717.1115,0.0,,,64037059.281131,,,,,191226730.193799
2020-11-05,,82272104.7950755,47077208350.0699,0.0,,,64230247.7865866,,,,,198792725.414831
2020-11-06,,88335312.0580762,51546745852.678,0.0,,,88646989.6326884,,,,,222504578.709641
2020-11-07,,83877177.6082744,49463138492.487,0.0,,,94477844.7580371,,,,,207204500.91057
2020-11-08,,84538845.7501834,51682115129.3641,0.0,,,99153483.9628044,,,,,215008458.335385
2020-11-09,,83349229.4201988,50377035452.2099,0.0,,,92911864.560423,,,,,209143997.317474
2020-11-10,,87088350.8279021,51000796202.0729,0.0,,,104439762.471482,,,,,231511855.794525
2020-11-11,,85079479.6011963,52569790942.6994,0.0,,,91842384.4291332,,,,,222885871.988869
2020-11-12,,83573007.6501088,52548309254.4925,0.0,,,86929582.5433685,,,,,212272885.905986
2020-11-13,,90280893.3373652,53963588841.1277,0.0,,,92395446.3995333,,,,,223626266.207317
2020-11-14,,85858225.7623815,52476765553.1161,0.0,,,88345125.4185349,,,,,214122050.375724
2020-11-15,,86917107.6511131,50978678612.609,0.0,,,93688715.9984024,,,,,205590544.967205
2020-11-16,,90564375.734851,52356872782.2684,0.0,,,103751002.086873,,,,,216030381.527339
2020-11-17,,94031202.9690507,54716609289.5423,0.0,,,101161954.406128,,,,,219539692.642594
2020-11-18,,92120855.9184007,54435713128.0531,0.0,,,97122156.7476443,,,,,214720049.650861
2020-11-19,,89170024.1245477,53447508889.2316,0.0,,,95016544.5798369,,,,,212121459.481385
2020-11-20,,90652773.8284675,57875755337.8343,0.0,,,96699115.0912867,,,,,228566167.095998
2020-11-21,,97687305.454239,62062910159.2798,0.0,,,109103139.903623,,,,,251831761.476802
2020-11-22,,95458813.1052058,64219272617.0237,214628932.756327,,,99643753.2480703,,,,,241392322.097674
2020-11-23,,98827918.3078005,68705033455.8226,231374725.41432,,,104405683.737897,,,,,264715391.237176
2020-11-24,,104232031.277791,68461935305.6366,247715664.95558,,,103371313.288257,,,,,284679028.751042
2020-11-25,,97997404.6998645,64369854808.7434,223152648.589619,,,103929950.411338,,,,,276718259.030071
2020-11-26,,85894760.4131898,58947811751.5819,203224837.640859,,,87261948.4587302,,,,,241162257.889101
2020-11-27,,88177719.1636394,58773961397.8997,202667876.658043,,,85368717.6293009,,,,,239665174.768461
2020-11-28,,89165379.6154383,61290956964.3644,208875741.565597,,,86876340.8584803,,,,,250607754.175837
2020-11-29,,90415731.8530729,65121266717.8639,207949242.895335,,,87979239.4231415,,,,,253217486.84829
2020-11-30,,91011244.2382186,69576210026.9362,222343600.618726,,,90930509.9552853,,,,,264059293.935067
2020-12-01,,87378844.6440743,66950738084.6784,222197426.233211,,,91819218.1474109,,,,,248812932.285673
2020-12-02,,92200690.6146808,68153602806.2182,246955791.150004,,,98158810.3258481,,,,,274264512.953317
2020-12-03,,93468840.9986976,70109767421.9594,241860488.705643,,,97007192.4188215,,,,,273865179.648612
2020-12-04,,86999672.813616,64944263291.9126,232465168.944869,,,86302542.3835937,,,,,263303373.707761
2020-12-05,,88766817.8785046,67764042948.9772,235780016.845436,,,91469353.5887471,,,,,275826589.363732
2020-12-06,,88049032.7343404,68483582708.0165,219785381.323204,,,85608059.7374475,,,,,269035220.401599
2020-12-07,,83108661.1895213,67474119685.8651,216790353.130078,,,84695936.9784415,,,,,266280105.174117
2020-12-08,,77010453.0288206,63305670197.4753,201650097.878038,,,77643530.7840561,,,,,241762765.726301
2020-12-09,,252385545.078168,65276424697.1529,216083369.640592,,,77258533.7175803,,,,,245541520.521135
2020-12-10,,243616900.635257,63759073874.7322,209474247.789291,,,73019479.9111288,,,,,236672117.16697
2020-12-11,,250576572.124717,62124158560.857,190541579.49844,,,67063074.5326483,,,,,233482281.348957
2020-12-12,,256947331.328391,64655118180.3175,201798495.742257,,,68998005.9632139,,,,,248854963.201943
2020-12-13,,256318053.559646,67134794851.681,209202955.718501,,,72368450.6181667,,,,,248313021.937383
2020-12-14,,241461626.677348,66629545532.4221,220048313.726498,,,74144495.0656469,,,,,250809758.183865
2020-12-15,,253933092.088422,67041487308.6198,224050572.648892,,,80958321.2962687,,,,,262429840.646833
2020-12-16,,256428206.268856,72301103108.2225,232652093.586144,,,82697026.7123077,,,,,271822342.624946
2020-12-17,,246257015.674413,72955533475.1786,223344117.761935,,,77962145.6702314,,,,,267853752.902334
2020-12-18,,262297801.628793,74135277407.0425,226239997.246592,,,79098065.2944404,,,,,283083789.381284
2020-12-19,,266058376.664013,75092677592.1047,237290253.26675,,,77655684.2595031,,,,,285450933.327899
2020-12-20,,254455780.603164,72618785345.5407,240764985.581416,,,72790529.4042886,,,,,271747851.330513
2020-12-21,,238990435.585467,69545799024.4246,280595737.19562,,,71954471.5254126,,,,,262585351.544918
2020-12-22,,238271409.665073,72327947935.4515,265861549.749181,,,69532641.5448677,,,,,269249859.043933
2020-12-23,,231269412.817337,67468061368.1385,223751230.308412,,,56718890.0880032,,,,,237038316.700525
2020-12-24,,238046567.578153,69867514814.011,246149196.961011,,,63270395.0987132,,,,,250598409.473255
2020-12-25,,228012504.52357,71422858091.1277,237584393.645054,,,67364923.8031706,,,,,248884836.837737
2020-12-26,,224768343.132836,72391403990.8806,239492876.131762,,,61824850.922195,,,,,246512728.787619
2020-12-27,,224896698.183293,78833072066.0927,288534734.415175,,,61706533.0916912,,,,,259667535.168636
2020-12-28,,227699109.756908,83575563402.6638,289191871.607232,,,70774348.2356014,,,,,279433588.732181
2020-12-29,,225312386.268199,83885243123.8154,278099035.920295,,,78352281.8023016,,,,,278425343.690574
2020-12-30,,224573485.117469,85790178023.4437,288005719.499561,,,71585859.2732059,,,,,269305083.767366
2020-12-31,,234519739.588187,84037694047.3551,334409413.803257,,,69766796.8517985,,,,,263756872.000501
2021-01-01,,284123805.918878,83294083323.2064,325326896.12837,,,86318139.6550553,,,,,320617715.801926
2021-01-02,,269752040.391129,88595346035.5516,340617424.567856,,,84086466.3965385,,,,,325337709.044089
2021-01-03,,271319283.790502,112525376104.655,358682750.977067,,,99775343.8064742,,,,,336867547.42747
2021-01-04,,271901048.188295,116693162132.749,329010206.530195,,,111799126.972017,,,,,326673376.554031
2021-01-05,,329418903.361908,125112930227.725,367328449.42613,,,100329573.08892,,,,,387810057.192831
2021-01-06,,357949587.620782,137306782958.131,379064062.750146,,,89806036.8266018,,,,,413191483.952803
2021-01-07,,342991007.25586,139084939665.714,370238624.1896,,,617487734.823374,,,,,367099677.632541
2021-01-08,,428199152.873225,139145700786.278,418436402.405125,,,832993617.407284,,,,,364288976.855429
2021-01-09,,567823926.224788,147397891905.566,441802395.521081,,,895647361.510903,,,,,395279826.601999
2021-01-10,,509290935.339062,144775179901.584,431132385.065617,,,912330458.117343,,,,,373155530.882608
