date,Aptos,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana,Acala
2023-03-19,203355.0,322087.0,5034473,858706.0,,3396288.0,5501139.0,7178.0
2023-03-20,206151.0,322238.0,5089727,854411.0,,3468106.0,5574626.0,7063.0
2023-03-21,206072.0,322093.0,5134974,849634.0,,3494464.0,5647449.0,6863.0
2023-03-22,225161.0,319499.0,5171392,841804.0,,3509418.0,5659554.0,6724.0
2023-03-23,208508.0,318506.0,5190982,876615.0,,3538068.0,5672378.0,6801.0
2023-03-24,209932.0,317542.0,5202731,875471.0,,3597138.0,5644785.0,6714.0
2023-03-25,213762.0,314990.0,5189615,866690.0,,3659115.0,5648809.0,6647.0
2023-03-26,218153.0,313149.0,5154463,862555.0,,3694591.0,5645184.0,6676.0
2023-03-27,222639.0,314964.0,5141682,859246.0,,3725437.0,5754507.0,6634.0
2023-03-28,229812.0,322472.0,5159197,880897.0,,3804463.0,5810656.0,6621.0
2023-03-29,233903.0,319764.0,5218840,880121.0,,3870107.0,5759056.0,6597.0
2023-03-30,238129.0,323365.0,5312513,878152.0,,3930184.0,5738154.0,6565.0
2023-03-31,239672.0,334010.0,5342613,874609.0,,3919503.0,5672521.0,6500.0
2023-04-01,245554.0,340356.0,5321522,871670.0,,3942652.0,5633207.0,6440.0
2023-04-02,250416.0,341505.0,5305019,868192.0,,3971020.0,5349527.0,6465.0
2023-04-03,252734.0,346388.0,5316252,865329.0,,4032500.0,5353102.0,6453.0
2023-04-04,260583.0,345243.0,5338905,902623.0,,4072798.0,5347008.0,6434.0
2023-04-05,268152.0,349203.0,5368575,906012.0,,4120984.0,5333341.0,6411.0
2023-04-06,275421.0,360420.0,5386523,924258.0,,4194291.0,5325636.0,6414.0
2023-04-07,282605.0,371144.0,5421384,923797.0,,4248807.0,5234449.0,6436.0
2023-04-08,288655.0,377251.0,5424158,917852.0,,4291371.0,5149755.0,6396.0
2023-04-09,294878.0,390599.0,5417963,917447.0,,4272409.0,5132750.0,6346.0
2023-04-10,305949.0,400606.0,5442208,916990.0,,4281811.0,5104479.0,6337.0
2023-04-11,311948.0,415959.0,5461157,923930.0,,4310307.0,5107940.0,6379.0
2023-04-12,317495.0,429133.0,5362586,941063.0,1.0,4318217.0,5097832.0,6380.0
2023-04-13,326095.0,442205.0,5355216,941031.0,3.0,4320315.0,5087940.0,6423.0
2023-04-14,334132.0,457378.0,5393828,942728.0,3.0,4319613.0,5004486.0,6467.0
2023-04-15,340780.0,470578.0,5477682,942417.0,3.0,4332134.0,4946273.0,6518.0
2023-04-16,342464.0,481960.0,5454374,942229.0,3.0,4344130.0,4928649.0,6530.0
2023-04-17,348803.0,492550.0,5430393,939839.0,3.0,4334184.0,4947604.0,6493.0
2023-04-18,354297.0,505475.0,5425032,957247.0,3.0,4342970.0,4943638.0,6507.0
2023-04-19,357782.0,516265.0,5370267,960621.0,4.0,4308987.0,4918453.0,6473.0
2023-04-20,360971.0,523671.0,5336047,957337.0,4.0,4319076.0,4856570.0,6450.0
2023-04-21,347073.0,530584.0,5306691,969330.0,4.0,4326144.0,4822990.0,6413.0
2023-04-22,346418.0,538795.0,5255762,947879.0,4.0,4319614.0,4815069.0,6145.0
2023-04-23,347033.0,549743.0,5217618,950732.0,4.0,4268966.0,4815128.0,6101.0
2023-04-24,346648.0,564005.0,5195401,956995.0,5.0,4265798.0,4841240.0,6092.0
2023-04-25,347511.0,584522.0,5190223,964154.0,5.0,4323073.0,4884026.0,6512.0
2023-04-26,346915.0,596985.0,5181537,963605.0,5.0,4303746.0,4934402.0,6499.0
2023-04-27,346944.0,603558.0,5126490,944969.0,13.0,4301653.0,4920404.0,6462.0
2023-04-28,347232.0,609910.0,5058749,942303.0,63.0,4286585.0,4957298.0,6406.0
2023-04-29,346730.0,618393.0,4973881,939679.0,68.0,4268267.0,5006448.0,6432.0
2023-04-30,345995.0,626978.0,4931833,937974.0,79.0,4199016.0,5058962.0,6434.0
2023-05-01,342962.0,634880.0,4902305,937749.0,100.0,4180375.0,5129417.0,6462.0
2023-05-02,342583.0,643401.0,4896940,936662.0,184.0,4203365.0,5248431.0,6400.0
2023-05-03,341210.0,652050.0,4904630,936373.0,48476.0,4199121.0,5491167.0,6371.0
2023-05-04,335434.0,661223.0,4888167,881111.0,135399.0,4161220.0,5804552.0,6331.0
2023-05-05,330957.0,665538.0,4865460,863921.0,181746.0,4134069.0,6097572.0,6348.0
2023-05-06,325428.0,667468.0,4845896,832919.0,227941.0,4101833.0,6363441.0,6324.0
2023-05-07,319045.0,669006.0,4801395,829767.0,254951.0,4063301.0,6521610.0,6273.0
2023-05-08,313337.0,673568.0,4792907,829698.0,282031.0,4020436.0,6726898.0,6302.0
2023-05-09,308668.0,676374.0,4791144,850639.0,302041.0,4018693.0,6917584.0,6272.0
2023-05-10,300505.0,683673.0,4734155,854721.0,324092.0,4030070.0,7024383.0,6220.0
2023-05-11,296555.0,688430.0,4675893,846861.0,382713.0,4070490.0,7316291.0,6155.0
2023-05-12,291776.0,691373.0,4647338,828662.0,400681.0,4110389.0,7433601.0,6120.0
2023-05-13,286771.0,695866.0,4589077,826150.0,406976.0,4129345.0,7656970.0,5969.0
2023-05-14,282292.0,700920.0,4509756,823199.0,414545.0,4164033.0,7912382.0,5866.0
2023-05-15,278993.0,708772.0,4398814,823781.0,437634.0,4203590.0,8135798.0,5775.0
2023-05-16,277740.0,715157.0,4376890,825675.0,446305.0,4237477.0,8226749.0,5696.0
2023-05-17,276760.0,722095.0,4380609,825999.0,450162.0,4269261.0,8416454.0,5616.0
2023-05-18,276308.0,727147.0,4374074,798669.0,452619.0,4319681.0,8624189.0,5555.0
2023-05-19,272482.0,735360.0,4400929,791339.0,500500.0,4366242.0,8766158.0,5519.0
2023-05-20,274444.0,748998.0,4469844,790284.0,523580.0,4420611.0,8796418.0,5461.0
2023-05-21,274179.0,758127.0,4499981,765939.0,529932.0,4468661.0,8807534.0,5410.0
2023-05-22,276772.0,768404.0,4529297,754342.0,534352.0,4531241.0,8900081.0,5400.0
2023-05-23,279340.0,784155.0,4566435,745423.0,546615.0,4598734.0,8959493.0,5389.0
2023-05-24,282900.0,796917.0,4588584,741239.0,556848.0,4630376.0,9011789.0,5392.0
2023-05-25,284188.0,805602.0,4599345,739908.0,559933.0,4612392.0,8989994.0,4897.0
2023-05-26,286568.0,819868.0,4622426,788576.0,562213.0,4672712.0,9020096.0,4830.0
2023-05-27,288745.0,835957.0,4651659,803757.0,564746.0,4678861.0,9078354.0,4792.0
2023-05-28,290272.0,854985.0,4643147,812895.0,566674.0,4699874.0,9139285.0,4772.0
2023-05-29,292629.0,876339.0,4659705,822390.0,571786.0,4739994.0,9206587.0,4701.0
2023-05-30,294937.0,895645.0,4681241,846346.0,575807.0,4790400.0,9264264.0,4864.0
2023-05-31,297366.0,920202.0,4727279,874429.0,579374.0,4830209.0,9286513.0,4777.0
2023-06-01,295854.0,932097.0,4732372,877613.0,583729.0,4851325.0,9267352.0,4768.0
2023-06-02,297057.0,942878.0,4756209,875531.0,572785.0,4838171.0,9064049.0,4745.0
2023-06-03,298150.0,954562.0,4791618,878556.0,550905.0,4877299.0,8771304.0,4703.0
2023-06-04,300022.0,965926.0,4797517,880732.0,558502.0,4944663.0,8503612.0,4641.0
2023-06-05,302296.0,985066.0,4873988,883309.0,555060.0,4948089.0,8292457.0,4635.0
2023-06-06,304448.0,998503.0,4931664,886403.0,569847.0,4976657.0,8182623.0,4640.0
2023-06-07,308870.0,1011007.0,4970839,892404.0,596193.0,5003869.0,8003688.0,4589.0
2023-06-08,311327.0,1020104.0,4990866,871975.0,644835.0,5026068.0,7854985.0,4594.0
2023-06-09,312466.0,1023625.0,5032746,911279.0,633674.0,5059571.0,7764846.0,4591.0
2023-06-10,313939.0,1027217.0,5171991,942136.0,621324.0,5053679.0,7492433.0,4618.0
2023-06-11,315756.0,1034593.0,5353911,962469.0,613372.0,5029980.0,7328411.0,4595.0
2023-06-12,317509.0,1043520.0,5374738,1008320.0,634070.0,5035823.0,7111289.0,4591.0
2023-06-13,318146.0,1050004.0,5386041,1045958.0,632953.0,5051951.0,6836692.0,4586.0
2023-06-14,318459.0,1066283.0,5429134,1055364.0,612210.0,5077020.0,6629935.0,4568.0
2023-06-15,318308.0,1080140.0,5507998,1053427.0,604158.0,5095408.0,6547216.0,4530.0
2023-06-16,317905.0,1085897.0,5600087,1053765.0,602069.0,5090420.0,6309928.0,4548.0
2023-06-17,318107.0,1090466.0,5674913,1055682.0,600189.0,5047298.0,6066849.0,4565.0
2023-06-18,318520.0,1097029.0,5746315,1058156.0,536875.0,4976423.0,5846540.0,4560.0
2023-06-19,317313.0,1102079.0,5788588,1061243.0,463814.0,4920516.0,5822879.0,4586.0
2023-06-20,317860.0,1107441.0,5789661,1063180.0,454749.0,4908633.0,5773448.0,4583.0
2023-06-21,317388.0,1113371.0,5822004,1063375.0,448303.0,4877809.0,5623694.0,4550.0
2023-06-22,317358.0,1115344.0,5829898,1064751.0,437127.0,4847264.0,5541621.0,4712.0
2023-06-23,316667.0,1112749.0,5886136,1073937.0,425250.0,4799087.0,5480616.0,4732.0
2023-06-24,313827.0,1108536.0,5901552,1072956.0,420993.0,4780831.0,5447831.0,4729.0
2023-06-25,313281.0,1107789.0,5900122,1034794.0,418265.0,4754783.0,5427789.0,4747.0
2023-06-26,311058.0,1111087.0,5896427,1023224.0,424803.0,4754679.0,5426285.0,4795.0
2023-06-27,308819.0,1110820.0,5916661,1015329.0,428267.0,4756898.0,5372569.0,5020.0
2023-06-28,308255.0,1115429.0,5939726,1007389.0,424529.0,4754530.0,5319167.0,4993.0
2023-06-29,307897.0,1117847.0,5917519,990141.0,426353.0,4747289.0,5230943.0,4810.0
2023-06-30,312909.0,1118359.0,5938088,971321.0,424673.0,4764366.0,5226693.0,4856.0
2023-07-01,313357.0,1116409.0,5964004,971196.0,424752.0,4750315.0,5207964.0,4843.0
2023-07-02,314170.0,1116251.0,5927768,975420.0,421377.0,4759495.0,5196242.0,4847.0
2023-07-03,315407.0,1114908.0,5923662,976229.0,415123.0,4721141.0,5233751.0,5102.0
2023-07-04,317350.0,1112301.0,5905891,979087.0,400755.0,4665609.0,5253629.0,5144.0
2023-07-05,318383.0,1104630.0,5804202,981932.0,396366.0,4658289.0,5226750.0,5162.0
2023-07-06,322199.0,1099723.0,5741501,982943.0,401588.0,4639863.0,5251380.0,5162.0
2023-07-07,329150.0,1100985.0,5694505,979720.0,422818.0,4623321.0,5264104.0,5157.0
2023-07-08,356541.0,1104053.0,5685017,980327.0,426741.0,4618006.0,5281530.0,5213.0
2023-07-09,375717.0,1105269.0,5661713,937676.0,395643.0,4590745.0,5298319.0,5246.0
2023-07-10,394458.0,1106867.0,5581709,941100.0,377093.0,4591945.0,5345663.0,5227.0
2023-07-11,411382.0,1110005.0,5441886,937209.0,372795.0,4611402.0,5423372.0,5293.0
2023-07-12,429025.0,1108602.0,5428627,920986.0,296085.0,4610957.0,5413850.0,5497.0
2023-07-13,445507.0,1110031.0,5430979,902944.0,277154.0,4621834.0,5467565.0,5529.0
2023-07-14,491873.0,1105888.0,5429754,910571.0,276873.0,4619607.0,5495742.0,5597.0
2023-07-15,571686.0,1095169.0,5372697,921594.0,280034.0,4576148.0,5512450.0,5629.0
2023-07-16,646462.0,1102914.0,5292307,934749.0,282515.0,4549276.0,5519814.0,5632.0
2023-07-17,720359.0,1107806.0,5217460,945140.0,286503.0,4578010.0,5561530.0,5631.0
2023-07-18,769775.0,1110824.0,5201989,962030.0,292523.0,4606404.0,5606282.0,5616.0
2023-07-19,893599.0,1114293.0,5167656,971766.0,299227.0,4610245.0,5628944.0,5639.0
2023-07-20,935528.0,1116416.0,5148344,981792.0,306864.0,4606099.0,5656007.0,5747.0
2023-07-21,1038637.0,1117015.0,5118681,991239.0,319615.0,4616756.0,5700466.0,5751.0
2023-07-22,1124419.0,1115290.0,5096138,1010034.0,333242.0,4617481.0,5721373.0,5604.0
2023-07-23,1215713.0,1117518.0,5034911,1000749.0,357443.0,4624585.0,5704369.0,5563.0
2023-07-24,1275750.0,1116930.0,5018282,1004651.0,383373.0,4626357.0,5716729.0,5584.0
2023-07-25,1338369.0,1112625.0,4991472,1011897.0,420552.0,4615229.0,5716816.0,5592.0
2023-07-26,1411242.0,1109421.0,4968184,1019097.0,496461.0,4637191.0,5642975.0,5523.0
2023-07-27,1464818.0,1103918.0,4936044,1041157.0,609095.0,4679273.0,5585219.0,5290.0
2023-07-28,1501777.0,1087638.0,4890658,1055245.0,840757.0,4697022.0,5555618.0,5302.0
2023-07-29,1556481.0,1079247.0,4894779,1062531.0,1162313.0,4685025.0,5622565.0,5295.0
2023-07-30,1625400.0,1071766.0,4848209,1061674.0,1407238.0,4663292.0,5562474.0,5265.0
2023-07-31,1699716.0,1077884.0,4861771,1070913.0,1817550.0,4675620.0,5555440.0,5272.0
2023-08-01,1763450.0,1073549.0,4851579,1074855.0,1891145.0,4675879.0,5586360.0,5249.0
2023-08-02,1824544.0,1069577.0,4832745,1101796.0,1898100.0,4719988.0,5665796.0,5033.0
2023-08-03,1884269.0,1066143.0,4846594,1109713.0,1920062.0,4747239.0,5663356.0,4982.0
2023-08-04,1942865.0,1067319.0,4915427,1116875.0,1928655.0,4768740.0,5678927.0,4950.0
2023-08-05,2000840.0,1063255.0,4943246,1123315.0,1930652.0,4778417.0,5648639.0,4913.0
2023-08-06,2057086.0,1057034.0,4946793,1125941.0,1923225.0,4815070.0,5668192.0,4912.0
2023-08-07,2117751.0,1050652.0,4939805,1133963.0,1925814.0,4826606.0,5715598.0,4846.0
2023-08-08,2185304.0,1044795.0,4942245,1136563.0,1930210.0,4857023.0,5764733.0,4798.0
2023-08-09,2259107.0,1039879.0,4939313,1100791.0,1961827.0,4906353.0,5769012.0,4753.0
2023-08-10,2286970.0,1033093.0,4892431,1086887.0,1983416.0,4926798.0,5729566.0,4667.0
2023-08-11,2311772.0,1025258.0,4887704,1068797.0,2009364.0,4935067.0,5789888.0,4441.0
2023-08-12,2353425.0,1016237.0,4856307,1071007.0,2063629.0,4922982.0,5822910.0,4366.0
2023-08-13,2358077.0,1002377.0,4794481,1077264.0,2138164.0,4911320.0,5827040.0,4296.0
2023-08-14,2349514.0,992600.0,4787884,1078250.0,2228981.0,4951019.0,5912315.0,4285.0
2023-08-15,2335043.0,986913.0,4810139,1073163.0,2324662.0,4972686.0,6008081.0,4244.0
2023-08-16,2309902.0,978686.0,4824457,1069824.0,2512029.0,4960618.0,6070286.0,4201.0
2023-08-17,2297193.0,972877.0,4780730,1057086.0,2700836.0,4964601.0,6044274.0,4213.0
2023-08-18,2243869.0,962549.0,4788631,1060246.0,2986120.0,4949840.0,6012501.0,4170.0
2023-08-19,2235036.0,948076.0,4830580,1059232.0,3247611.0,4941349.0,5976876.0,4033.0
2023-08-20,2208597.0,932453.0,4806265,1057612.0,3467683.0,4919707.0,5955883.0,4008.0
2023-08-21,2174638.0,921912.0,4799683,1041500.0,3486017.0,4903290.0,5928671.0,3993.0
2023-08-22,2140632.0,913930.0,4786578,1035530.0,3508417.0,4886787.0,5945723.0,3966.0
2023-08-23,2099889.0,905068.0,4778813,1033397.0,3548233.0,4859791.0,5924981.0,3955.0
2023-08-24,2067532.0,900840.0,4792269,1051927.0,3598569.0,4846542.0,5876505.0,3908.0
2023-08-25,2029704.0,891559.0,4782265,1058666.0,3645596.0,4806182.0,5817509.0,3944.0
2023-08-26,1989867.0,882415.0,4828286,1045836.0,3712253.0,4738981.0,5800270.0,3914.0
2023-08-27,1946291.0,875365.0,4842322,1043667.0,3845533.0,4678136.0,5751091.0,3884.0
2023-08-28,1906007.0,867548.0,4830872,1054255.0,3806022.0,4690311.0,5610368.0,3904.0
2023-08-29,1869220.0,861554.0,4820663,1051945.0,4031554.0,4696726.0,5562745.0,3918.0
2023-08-30,1827850.0,846274.0,4785210,1138388.0,3849601.0,4668533.0,5489358.0,3877.0
2023-08-31,1788658.0,837931.0,4794336,1325251.0,3962172.0,4631991.0,5438372.0,3846.0
2023-09-01,1745441.0,825146.0,4814377,1578341.0,4045621.0,4581906.0,5358801.0,3807.0
2023-09-02,1706441.0,810234.0,4904002,1582331.0,4048460.0,4581511.0,5297800.0,3765.0
2023-09-03,1687611.0,796503.0,5006827,1601201.0,4070897.0,4566735.0,5236383.0,3706.0
2023-09-04,1635338.0,785377.0,5002102,2090918.0,4106443.0,4576415.0,5184275.0,3681.0
2023-09-05,1604237.0,778110.0,5021722,2518621.0,4135651.0,4557455.0,5139456.0,3636.0
2023-09-06,1533934.0,768272.0,5058044,2528491.0,4147635.0,4542038.0,5042144.0,3595.0
2023-09-07,1514612.0,757067.0,5072238,2576804.0,4143924.0,4568398.0,4952569.0,3576.0
2023-09-08,1500716.0,746059.0,5044791,2638559.0,4077890.0,4583803.0,4903864.0,3552.0
2023-09-09,1447820.0,736758.0,5044429,2667358.0,3994938.0,4556351.0,4836674.0,3502.0
2023-09-10,1439339.0,726391.0,5030506,2685880.0,3992190.0,4499147.0,4760995.0,3450.0
2023-09-11,1415716.0,718131.0,5098027,2695068.0,3985776.0,4495191.0,4647908.0,3492.0
2023-09-12,1387263.0,709957.0,5238042,2709806.0,3969480.0,4466648.0,4577429.0,3494.0
2023-09-13,1305012.0,699210.0,5967595,2731246.0,3959449.0,4422255.0,4437957.0,3470.0
2023-09-14,1220311.0,690716.0,6017639,2754548.0,3961512.0,4387608.0,4288888.0,3474.0
2023-09-15,1185771.0,680303.0,6026686,2770479.0,3924031.0,4361775.0,4149891.0,3509.0
2023-09-16,1160493.0,670171.0,6045582,2785672.0,3926076.0,4388439.0,4099989.0,3490.0
2023-09-17,1124482.0,659204.0,6017936,2791602.0,3906209.0,4377526.0,4066750.0,3504.0
2023-09-18,1112217.0,652374.0,5986880,2802175.0,3885116.0,4371052.0,4075256.0,3524.0
2023-09-19,1083449.0,647045.0,5995161,2812600.0,3680262.0,4353646.0,4061872.0,3530.0
2023-09-20,1047817.0,640860.0,6019636,2842300.0,3619729.0,4385691.0,4035586.0,3546.0
2023-09-21,1008921.0,636353.0,6191002,2854767.0,3607185.0,4395091.0,4004028.0,3536.0
2023-09-22,981321.0,630086.0,6212940,2865168.0,3597732.0,4404827.0,3974239.0,3502.0
2023-09-23,956622.0,621335.0,6228534,2860955.0,3583730.0,4406656.0,3930255.0,3492.0
2023-09-24,939212.0,615995.0,6247361,2871034.0,3534157.0,4404845.0,3951823.0,3487.0
2023-09-25,927361.0,609079.0,6223158,2878716.0,3434851.0,4411335.0,4023238.0,3535.0
2023-09-26,926757.0,603379.0,6229674,2888690.0,3083885.0,4453266.0,4036964.0,3774.0
2023-09-27,915300.0,598636.0,6267416,2890133.0,2785413.0,4474469.0,4076909.0,3963.0
2023-09-28,923178.0,594781.0,6300553,2901327.0,2345268.0,4508876.0,4068570.0,4127.0
2023-09-29,913452.0,589105.0,6316668,2899864.0,2004634.0,4537035.0,4053581.0,4352.0
2023-09-30,915091.0,580983.0,6323307,2878689.0,1593827.0,4578588.0,4044482.0,4475.0
2023-10-01,921348.0,572480.0,6302250,2852032.0,1318477.0,4540551.0,4020742.0,4627.0
2023-10-02,929670.0,567798.0,6188765,2856588.0,1226907.0,4510154.0,4046781.0,4840.0
2023-10-03,932059.0,565788.0,6050673,2843957.0,1138561.0,4484288.0,4113597.0,5020.0
2023-10-04,926966.0,567343.0,6068307,2800000.0,1098635.0,4442142.0,4133812.0,5124.0
2023-10-05,920068.0,565883.0,6070723,2757651.0,1069955.0,4428696.0,4138026.0,5198.0
2023-10-06,913529.0,566815.0,6069469,2760618.0,1037466.0,4391772.0,4149373.0,5303.0
2023-10-07,908376.0,565228.0,6101492,2738508.0,936647.0,4334203.0,4185627.0,5369.0
2023-10-08,912178.0,559744.0,6106796,2709472.0,884382.0,4281021.0,4222638.0,5447.0
2023-10-09,915301.0,556602.0,6115295,2702110.0,803533.0,4257167.0,4296899.0,5565.0
2023-10-10,916300.0,552969.0,6132894,2692491.0,722255.0,4235009.0,4343095.0,5781.0
2023-10-11,917542.0,549632.0,6099639,2689254.0,634025.0,4167175.0,4379212.0,5927.0
2023-10-12,922204.0,556343.0,5993126,2671313.0,540280.0,4149683.0,4420449.0,6086.0
2023-10-13,924652.0,553124.0,5275819,2661885.0,473459.0,4136553.0,4441762.0,6196.0
2023-10-14,920257.0,548814.0,5216210,2651420.0,457607.0,4102328.0,4459070.0,6248.0
2023-10-15,924701.0,544670.0,5230420,2652909.0,449163.0,4072520.0,4468403.0,6307.0
2023-10-16,932161.0,540907.0,5239128,2655128.0,439353.0,4024727.0,4562097.0,6963.0
2023-10-17,958611.0,540623.0,5240202,2686608.0,438357.0,4013244.0,4580157.0,7188.0
2023-10-18,1000199.0,542298.0,5230949,2710210.0,440140.0,3986968.0,4617959.0,7352.0
2023-10-19,1457855.0,538538.0,5213099,2724719.0,455661.0,3988235.0,4619992.0,7527.0
2023-10-20,1486010.0,535019.0,5237970,2727520.0,451157.0,4004640.0,4671397.0,7662.0
2023-10-21,1502983.0,532326.0,5088834,2749353.0,451998.0,4363505.0,4697017.0,7802.0
2023-10-22,1516160.0,528662.0,5094111,2776725.0,449795.0,4587433.0,4716199.0,7983.0
2023-10-23,1534079.0,529379.0,5097721,2786712.0,448201.0,4596763.0,4769250.0,8395.0
2023-10-24,1542721.0,532208.0,5116682,2796956.0,451973.0,4615334.0,4833846.0,10822.0
2023-10-25,1549262.0,533827.0,5117974,2864302.0,455445.0,4614734.0,4826905.0,12090.0
2023-10-26,1545472.0,535894.0,5127635,2943369.0,470040.0,4608031.0,4851829.0,12900.0
2023-10-27,1541945.0,536993.0,5110799,3029016.0,505131.0,4604184.0,4878488.0,13396.0
2023-10-28,1521184.0,536834.0,5080162,3128182.0,648042.0,4577075.0,4928348.0,13780.0
2023-10-29,1510427.0,535800.0,5064901,3175395.0,729105.0,4551473.0,4986708.0,14257.0
2023-10-30,1499002.0,535994.0,5071258,3213624.0,864926.0,4511576.0,5023138.0,14738.0
2023-10-31,1483845.0,538852.0,5071528,3235285.0,985397.0,4542546.0,5087415.0,15144.0
2023-11-01,1468125.0,536333.0,5081821,3252831.0,1075342.0,4557786.0,5199257.0,15525.0
2023-11-02,1446088.0,535221.0,5082199,3278746.0,1183922.0,4588782.0,5228164.0,15898.0
2023-11-03,1439775.0,531411.0,5073775,3304721.0,1414901.0,4599890.0,5236458.0,16199.0
2023-11-04,1431560.0,530151.0,5054506,3337119.0,1624413.0,4563396.0,5260440.0,16537.0
2023-11-05,1420772.0,525764.0,5023865,3347891.0,1953361.0,4573456.0,5284388.0,16945.0
2023-11-06,1410852.0,521589.0,4969611,3368683.0,2066904.0,4588859.0,5277147.0,17351.0
2023-11-07,1385494.0,528083.0,4947674,3376562.0,2173076.0,4612545.0,5220477.0,17727.0
2023-11-08,1376762.0,532117.0,4925966,3387440.0,2237515.0,4644670.0,5214101.0,18082.0
2023-11-09,1367095.0,538848.0,4935683,3406925.0,2288667.0,4672673.0,5242773.0,18450.0
2023-11-10,1359896.0,542850.0,4944699,3415532.0,2292891.0,4682269.0,5296080.0,19588.0
2023-11-11,1347518.0,538823.0,4936352,3431108.0,2289132.0,4677781.0,5361954.0,19970.0
2023-11-12,1336850.0,547271.0,4924576,3440354.0,2262008.0,4680173.0,5393174.0,20439.0
2023-11-13,1329610.0,553886.0,4901556,3458854.0,2231185.0,4749404.0,5439307.0,20723.0
2023-11-14,1319467.0,556290.0,4857567,3468975.0,2219374.0,4780251.0,5462019.0,20878.0
2023-11-15,1311117.0,555909.0,4833196,3480660.0,2204922.0,4819624.0,5448014.0,20618.0
2023-11-16,1297534.0,561008.0,4821404,3488738.0,2194767.0,4848131.0,5553018.0,20764.0
2023-11-17,1264121.0,560012.0,4813310,3482636.0,2175285.0,4889956.0,5692224.0,20825.0
2023-11-18,830894.0,573935.0,4812043,3490938.0,2154725.0,4927530.0,5757538.0,20947.0
2023-11-19,795132.0,575631.0,4771397,3488300.0,2154010.0,4890364.0,5829864.0,21033.0
2023-11-20,794898.0,582571.0,4793714,3490953.0,2152395.0,4547651.0,5933218.0,21204.0
2023-11-21,795213.0,586886.0,4773068,3484530.0,2147976.0,4353239.0,6039254.0,21341.0
2023-11-22,770902.0,591854.0,4774753,3489818.0,2146116.0,4381348.0,6147724.0,21316.0
2023-11-23,763464.0,622506.0,4777176,3483760.0,2140760.0,4389844.0,6426770.0,18856.0
2023-11-24,750221.0,623042.0,4784941,3433687.0,2136792.0,4365867.0,6584459.0,17653.0
2023-11-25,745921.0,622632.0,4789901,3409268.0,2123004.0,4361881.0,6674612.0,16880.0
2023-11-26,742631.0,624234.0,4791645,3399585.0,2105014.0,4359694.0,6705890.0,16456.0
2023-11-27,739680.0,628979.0,4779975,3401492.0,2071392.0,4382341.0,6751924.0,16318.0
2023-11-28,742294.0,633578.0,4760323,3426734.0,1998282.0,4408667.0,6857652.0,15878.0
2023-11-29,740516.0,637153.0,4744045,3452219.0,1899005.0,4421314.0,6954231.0,15449.0
2023-11-30,747272.0,641077.0,4738224,3441864.0,1819645.0,4408372.0,7012212.0,15102.0
2023-12-01,751154.0,646269.0,4732666,3414264.0,1773297.0,4435059.0,7045065.0,14721.0
2023-12-02,759131.0,648545.0,4732787,3478256.0,1725543.0,4444455.0,7081373.0,14490.0
2023-12-03,766991.0,648137.0,4734454,3513813.0,1525179.0,4387432.0,7165465.0,14393.0
2023-12-04,773385.0,647929.0,4769156,3592947.0,1284296.0,4381399.0,7309312.0,14266.0
2023-12-05,780994.0,649668.0,4788928,3660860.0,1079491.0,4367441.0,7398735.0,14118.0
2023-12-06,776916.0,653454.0,4815568,3723373.0,930951.0,4368610.0,7538528.0,14181.0
2023-12-07,769078.0,655863.0,4853691,3800940.0,730595.0,4372933.0,7723069.0,14068.0
2023-12-08,734251.0,664210.0,4918551,3846546.0,642769.0,4353786.0,7986540.0,14005.0
2023-12-09,730094.0,678382.0,4936923,3915861.0,517212.0,4356395.0,8189345.0,14131.0
2023-12-10,757527.0,693991.0,4927010,3973970.0,459997.0,4358651.0,8428700.0,13225.0
2023-12-11,748888.0,711941.0,4915769,4013556.0,453458.0,4356430.0,8551043.0,13021.0
2023-12-12,745028.0,736232.0,4912236,4057722.0,453912.0,4362338.0,8733740.0,13609.0
2023-12-13,735605.0,748309.0,4917588,4086687.0,458095.0,4356057.0,8897521.0,13527.0
2023-12-14,725090.0,765394.0,4944695,4170561.0,480867.0,4391739.0,9268254.0,13521.0
2023-12-15,718646.0,781986.0,4955171,4238823.0,528197.0,4392143.0,9879865.0,13485.0
2023-12-16,709828.0,802291.0,4951918,4512680.0,542801.0,4384950.0,10470865.0,13446.0
2023-12-17,702629.0,821148.0,4964708,4760262.0,542048.0,4378315.0,11209313.0,13431.0
2023-12-18,692530.0,829500.0,4973215,5326052.0,539307.0,4399562.0,11437461.0,13420.0
2023-12-19,679490.0,838228.0,5000730,6045034.0,544875.0,4446346.0,11705393.0,13439.0
2023-12-20,665807.0,849460.0,5033852,6616507.0,549351.0,4481494.0,12109499.0,13400.0
2023-12-21,658663.0,860550.0,5070491,7780922.0,558605.0,4506699.0,12545775.0,13486.0
2023-12-22,675324.0,875848.0,5117028,9151849.0,565503.0,4453245.0,12761054.0,13911.0
2023-12-23,681171.0,846061.0,5140280,10213249.0,582491.0,4483041.0,12674478.0,14114.0
2023-12-24,707373.0,853831.0,5180813,11093279.0,591100.0,4527676.0,12792828.0,15146.0
2023-12-25,723086.0,863327.0,5226312,11467634.0,597705.0,4544906.0,12998928.0,15548.0
2023-12-26,774801.0,874676.0,5274017,12473087.0,603771.0,4587505.0,13332878.0,15789.0
