date,Aptos,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana,TON,Abstract,Acala,Aleo,Algorand
2015-08-07,,,49.661478780134935,,,,,,,,,
2015-08-08,,,0.0,,,,,,,,,
2015-08-09,,,0.0,,,,,,,,,
2015-08-10,,,33.26501694790912,,,,,,,,,
2015-08-11,,,14.214115322677449,,,,,,,,,
2015-08-12,,,59.48414754420746,,,,,,,,,
2015-08-13,,,45.520036857114725,,,,,,,,,
2015-08-14,,,23.98620530848559,,,,,,,,,
2015-08-15,,,13.048177367671554,,,,,,,,,
2015-08-16,,,8.038535976814552,,,,,,,,,
2015-08-17,,,9.793445986452827,,,,,,,,,
2015-08-18,,,14.91519575748704,,,,,,,,,
2015-08-19,,,22.90254097343171,,,,,,,,,
2015-08-20,,,9.641085074286227,,,,,,,,,
2015-08-21,,,10.845625279223226,,,,,,,,,
2015-08-22,,,57.659165688408,,,,,,,,,
2015-08-23,,,10.034612433345377,,,,,,,,,
2015-08-24,,,10.303843561892451,,,,,,,,,
2015-08-25,,,9.2479460447822,,,,,,,,,
2015-08-26,,,8.443421374596959,,,,,,,,,
2015-08-27,,,10.30887066547217,,,,,,,,,
2015-08-28,,,11.655537497626671,,,,,,,,,
2015-08-29,,,7.282783371598549,,,,,,,,,
2015-08-30,,,7.625112801103788,,,,,,,,,
2015-08-31,,,10.028961446521922,,,,,,,,,
2015-09-01,,,10.030697332322124,,,,,,,,,
2015-09-02,,,10.296298230773912,,,,,,,,,
2015-09-03,,,8.848587689935837,,,,,,,,,
2015-09-04,,,12.994466862828707,,,,,,,,,
2015-09-05,,,11.873387294806944,,,,,,,,,
2015-09-06,,,10.119492512454253,,,,,,,,,
2015-09-07,,,11.441245958572614,,,,,,,,,
2015-09-08,,,12.523691911209946,,,,,,,,,
2015-09-09,,,11.486292428266315,,,,,,,,,
2015-09-10,,,7.739622769202787,,,,,,,,,
2015-09-11,,,9.21585099389999,,,,,,,,,
2015-09-12,,,10.658238592879478,,,,,,,,,
2015-09-13,,,8.372026189808517,,,,,,,,,
2015-09-14,,,9.325507875989146,,,,,,,,,
2015-09-15,,,7.611431683799679,,,,,,,,,
2015-09-16,,,13.375655356334413,,,,,,,,,
2015-09-17,,,7.239425950995611,,,,,,,,,
2015-09-18,,,10.43954063109283,,,,,,,,,
2015-09-19,,,7.473959552232603,,,,,,,,,
2015-09-20,,,9.884669420730456,,,,,,,,,
2015-09-21,,,9.1335738848395,,,,,,,,,
2015-09-22,,,10.19584773847194,,,,,,,,,
2015-09-23,,,8.731817164031037,,,,,,,,,
2015-09-24,,,7.641793555283635,,,,,,,,,
2015-09-25,,,7.6509182722923,,,,,,,,,
2015-09-26,,,6.700804055884267,,,,,,,,,
2015-09-27,,,4.911596672795619,,,,,,,,,
2015-09-28,,,6.099650853653845,,,,,,,,,
2015-09-29,,,6.522732938214976,,,,,,,,,
2015-09-30,,,5.750759550699903,,,,,,,,,
2015-10-01,,,5.929077988700247,,,,,,,,,
2015-10-02,,,6.713404720907731,,,,,,,,,
2015-10-03,,,6.536384099723906,,,,,,,,,
2015-10-04,,,5.925655234873203,,,,,,,,,
2015-10-05,,,7.416524478824691,,,,,,,,,
2015-10-06,,,6.097259885564308,,,,,,,,,
2015-10-07,,,7.595890785891322,,,,,,,,,
2015-10-08,,,7.791611057769909,,,,,,,,,
2015-10-09,,,7.122488533327469,,,,,,,,,
2015-10-10,,,7.251351623993965,,,,,,,,,
2015-10-11,,,5.658327595771065,,,,,,,,,
2015-10-12,,,6.45040620931952,,,,,,,,,
2015-10-13,,,6.379615715830905,,,,,,,,,
2015-10-14,,,6.643655387978074,,,,,,,,,
2015-10-15,,,10.060686466582368,,,,,,,,,
2015-10-16,,,11.628115722457474,,,,,,,,,
2015-10-17,,,6.372441684098929,,,,,,,,,
2015-10-18,,,6.386919622228792,,,,,,,,,
2015-10-19,,,5.065511512824995,,,,,,,,,
2015-10-20,,,5.069225674849888,,,,,,,,,
2015-10-21,,,5.742746616256688,,,,,,,,,
2015-10-22,,,7.138011506685861,,,,,,,,,
2015-10-23,,,7.816718846442307,,,,,,,,,
2015-10-24,,,6.7596208176573045,,,,,,,,,
2015-10-25,,,6.7547748627217326,,,,,,,,,
2015-10-26,,,9.205274656922386,,,,,,,,,
2015-10-27,,,19.099671473161823,,,,,,,,,
2015-10-28,,,12.683343332847295,,,,,,,,,
2015-10-29,,,13.075988838513412,,,,,,,,,
2015-10-30,,,12.215187643730708,,,,,,,,,
2015-10-31,,,16.388796851096597,,,,,,,,,
2015-11-01,,,15.443340893686536,,,,,,,,,
2015-11-02,,,10.42039057671923,,,,,,,,,
2015-11-03,,,11.038454530890236,,,,,,,,,
2015-11-04,,,8.515574789328573,,,,,,,,,
2015-11-05,,,9.6345310915279,,,,,,,,,
2015-11-06,,,14.700923819915978,,,,,,,,,
2015-11-07,,,33.05834176194837,,,,,,,,,
2015-11-08,,,29.40295411477263,,,,,,,,,
