date,USDT,USDC,USDS,USDe,DAI,PYUSD,USD1,BUIDL,USYC,USDG,Other (81)
2019-09-30,2079530535.13,429864292.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494198874.27
2019-10-31,2729201617.6,464533275.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489504037.7
2019-11-30,2830453633.63,457460012.5799999,0.0,0.0,23613205.86,0.0,0.0,0.0,0.0,0.0,434492112.05
2019-12-31,3199123343.1500006,520368706.81,0.0,0.0,71149763.32,0.0,0.0,0.0,0.0,0.0,439198896.5
2020-01-31,3050664954.4,440729783.85,0.0,0.0,106646710.08,0.0,0.0,0.0,0.0,0.0,434203311.31
2020-02-29,3285774352.5000005,444856554.61,0.0,0.0,118469958.18,0.0,0.0,0.0,0.0,0.0,442105213.55
2020-03-31,4996327522.469999,693469071.52,0.0,0.0,81971032.07,0.0,0.0,0.0,0.0,0.0,611112096.1
2020-04-30,6536769520.9800005,727058876.6199999,0.0,0.0,98498891.54,0.0,0.0,0.0,0.0,0.0,609575957.9800001
2020-05-31,7873469871.45,730919992.7000002,0.0,0.0,128591195.23000002,0.0,0.0,0.0,0.0,0.0,608460749.8200002
2020-06-30,8446768814.600001,985540170.79,0.0,0.0,124460237.94,0.0,0.0,0.0,0.0,0.0,624337555.9300001
2020-07-31,9783628492.12,1080262816.24,0.0,0.0,360000164.83,0.0,0.0,0.0,0.0,0.0,711337172.8
2020-08-31,12324165626.789995,1477999410.98,0.0,0.0,439508058.19,0.0,0.0,0.0,0.0,0.0,947657695.53
2020-09-30,14454018873.51,2533901365.1400003,0.0,0.0,898493810.3100001,0.0,0.0,0.0,0.0,0.0,1452283430.34
2020-10-31,15611623238.610004,2950542404.3500004,0.0,0.0,938957818.14,0.0,0.0,0.0,0.0,0.0,1690501283.79
2020-11-30,18104640425.63,2976615802.1199994,0.0,0.0,1036232486.24,0.0,0.0,0.0,0.0,0.0,1600770301.23
2020-12-31,19906953302.19,3926835221.98,0.0,0.0,1162046775.9300003,0.0,0.0,0.0,0.0,0.0,1869462929.66
2021-01-31,25466122945.72,5941272131.440001,0.0,0.0,1630736330.53,0.0,0.0,0.0,0.0,0.0,2938544059.09
2021-02-28,33868968788.020004,9293672943.74,0.0,0.0,2369821370.48,0.0,0.0,0.0,0.0,0.0,4282317476.0300016
2021-03-31,40820088715.100006,12261533599.350002,0.0,0.0,3083486418.2,0.0,0.0,0.0,0.0,0.0,6490796695.750001
2021-04-30,50318054174.70001,14578582796.960005,0.0,0.0,3765178998.54,0.0,0.0,0.0,0.0,0.0,11666097923.19
2021-05-31,60871262186.52003,22508686197.66,0.0,0.0,4497051025.719999,0.0,0.0,0.0,0.0,0.0,13026706604.03
2021-06-30,61670745202.9,24929460790.370003,0.0,0.0,5282420916.73,0.0,0.0,0.0,0.0,0.0,15359679002.769997
2021-07-31,61183132289.05999,27138725526.1,0.0,0.0,5515772789.810002,0.0,0.0,0.0,0.0,0.0,17154227919.159998
2021-08-31,65621518377.75001,27336406091.62,0.0,0.0,6230431791.199999,0.0,0.0,0.0,0.0,0.0,17392824322.08
2021-09-30,68341937113.18,31540197410.300003,0.0,0.0,6495821972.119999,0.0,0.0,0.0,0.0,0.0,17967093217.53
2021-10-31,70566620267.44,33322614423.83,0.0,0.0,8258815088.659999,0.0,0.0,0.0,0.0,0.0,20704688927.95
2021-11-30,74835650478.35002,39703614384.95001,0.0,0.0,9590032251.649996,0.0,0.0,0.0,0.0,0.0,23098452311.529995
2021-12-31,78636854313.9,43042756528.53999,0.0,0.0,9718596573.93,0.0,0.0,0.0,0.0,0.0,25174264808.029995
2022-01-31,77849264932.70999,51095846904.42001,0.0,0.0,10064337880.680008,0.0,0.0,0.0,0.0,0.0,24349784946.52
2022-02-28,79445180259.70003,55004378280.8,0.0,0.0,10507757907.54,0.0,0.0,0.0,0.0,0.0,26171625032.20999
2022-03-31,81638705795.94,52509479313.25,0.0,0.0,10355603735.659998,0.0,0.0,0.0,0.0,0.0,25076229611.65
2022-04-30,82869857579.68999,49940030433.21001,0.0,0.0,9259085207.54,0.0,0.0,0.0,0.0,0.0,25278820572.120003
2022-05-31,72986162715.50998,54287897235.870026,0.0,0.0,6727812956.320001,0.0,0.0,0.0,0.0,0.0,24531150786.439995
2022-06-30,66632449591.12001,55802362408.53,0.0,0.0,6645816622.890003,0.0,0.0,0.0,0.0,0.0,23166611596.459995
2022-07-31,66655335155.31999,54642117471.70999,0.0,0.0,7305494110.9,0.0,0.0,0.0,0.0,0.0,23500246349.29
2022-08-31,70381248451.73001,53513602988.08,0.0,0.0,6995166869.509997,0.0,0.0,0.0,0.0,0.0,25111249919.43
2022-09-30,70809074849.32,48480899594.15999,0.0,0.0,6842170038.65,0.0,0.0,0.0,0.0,0.0,26404474310.73
2022-10-31,72290088238.66,44449302610.680016,0.0,0.0,6057922314.81,0.0,0.0,0.0,0.0,0.0,25887841504.620003
2022-11-30,67819718566.95001,43838081031.61999,0.0,0.0,5489938610.780003,1100336.22,0.0,0.0,0.0,0.0,25594525000.71999
2022-12-31,65835727944.22001,44418303159.66,0.0,0.0,5354403149.2,1100336.22,0.0,0.0,0.0,0.0,20063791195.28001
2023-01-31,67366535232.06,42290628949.380005,0.0,0.0,5414149399.640001,1100337.22,0.0,0.0,0.0,0.0,19736416923.67001
2023-02-28,72544289798.62,42307315505.59999,0.0,0.0,5385677320.8,2000000.0,0.0,0.0,0.0,0.0,14327047525.31
2023-03-31,79286970372.79002,32406430415.820004,0.0,0.0,5466327417.449999,2000000.0,0.0,0.0,0.0,0.0,12428323692.559998
2023-04-30,81232267785.87,30331609231.97,0.0,0.0,5079644832.22,2000000.0,0.0,0.0,0.0,0.0,11055429672.440002
2023-05-31,82827181262.40997,28681652065.19001,0.0,0.0,4952776048.720002,2000000.0,0.0,0.0,0.0,0.0,10295981019.559998
2023-06-30,82961289318.15002,27195825945.86,0.0,0.0,4763863684.33,2000000.0,0.0,0.0,1631479.94,0.0,10183163630.330006
2023-07-31,83519484630.99,26266301651.51,0.0,0.0,4716368438.12,2000000.0,0.0,0.0,4603222.29,0.0,9280201664.63
2023-08-31,82543450994.99004,26021088243.3,0.0,0.0,5377243983.150002,44376440.35999999,0.0,0.0,5947036.07,0.0,9376634027.090002
2023-09-30,82994563135.85002,24932390516.150005,0.0,0.0,5617539209.27,94396526.31,0.0,0.0,7486898.109999999,0.0,8550661604.500001
2023-10-31,84522339694.55,24566183472.49,0.0,0.0,5416544690.620001,158956923.31000003,0.0,0.0,42328458.95,0.0,8160561675.910003
2023-11-30,89074733953.36006,24275281440.460003,0.0,339796.57,5408124087.290001,156753054.2,0.0,0.0,44489538.31,0.0,7952865623.82
2023-12-31,91429651772.87,24222143638.9,0.0,85906522.84,5283287613.259998,264531831.65,0.0,0.0,44390310.32,0.0,7323376213.470002
2024-01-31,95909126463.68,26488755038.070004,0.0,140613136.14000002,4935748428.089998,301175227.17999995,0.0,0.0,42946391.53,0.0,6780890396.91
2024-02-29,98492119631.25996,28322184360.19,0.0,584429371.2800003,5040437515.36,304427918.90000004,0.0,0.0,42889091.870000005,0.0,7363207379.23
2024-03-31,104158656793.50998,31934643642.14,0.0,1537034285.56,4943031395.790002,188485909.33,0.0,274807252.87,42647501.09,0.0,5836859633.83
2024-04-30,110350328540.01,32681432759.63001,0.0,2324345501.7699995,5261697487.809999,328083103.27000004,0.0,375057329.74,40608758.71,0.0,7473305573.069999
2024-05-31,111856120717.05002,31764444934.48,0.0,2958685574.9099994,5304303645.919998,444103009.0300001,0.0,456255765.25,63574558.48,0.0,6307960300.940003
2024-06-30,112601110806.23,31733190829.86999,0.0,3556833319.600001,5087392370.690001,499441175.9499998,0.0,483311326.32,108638637.94,0.0,5571213795.259997
2024-07-31,114317928512.53998,32908705704.45,0.0,3143948870.1199994,5281068719.209998,625495880.1999999,0.0,521016248.15,159150642.48000002,0.0,5691690934.310001
2024-08-31,118072970381.89998,34110999285.79,0.0,2775594253.06,5318580448.579999,908013563.73,0.0,502545708.97,229022674.96,0.0,6592471474.320001
2024-09-30,119579337701.81996,34919328360.430016,620588941.4000002,2493203917.3000007,5102460563.389999,705043531.3100001,0.0,518264246.9,277981284.12,0.0,6722258356.709999
2024-10-31,120175025808.35002,34032369552.08,1033354354.9099998,2705666022.1999984,4868697747.69,569693370.6899999,0.0,523537034.4,381164496.19,10750140.0,6775359280.140002
2024-11-30,134103766976.81004,39248819128.57999,1102974438.4699998,4422032907.209999,4746965080.989998,546213884.5599998,0.0,533295422.2,521479191.99,29376547.77,6570313995.829996
2024-12-31,137069483978.12,43302000678.85999,1279092137.0900004,5849177776.269998,4438752081.849999,498126969.52,0.0,648550123.9999999,1650603509.28,29851818.94,8591850181.540005
2025-01-31,138746858211.68,52688803235.00002,2601319073.5900006,6057659351.380004,4721607455.48,482862898.4300001,0.0,637714042.63,1194970099.7299998,37000930.36,8299291092.160002
2025-02-28,144500146432.12003,55941818507.3,4247811603.84,5650765129.610002,4392695286.75,753610325.2599999,0.0,624655416.58,1018796352.76,117616021.02,8713190646.080002
2025-03-31,144161241216.27997,59673838608.42002,4552844074.219998,5191110603.97,4250170922.88,753035867.84,56998259.99,1928377349.82,657937712.12,189064720.95000008,10893364849.83
2025-04-30,148692944612.59998,61199263339.16999,4190080818.8800006,4592692079.329999,4165221872.719999,887360657.8900002,2129225596.27,2726397261.58,444089550.34,234459987.62,10033677915.019997
2025-05-31,154733769249.17,60280864521.950005,3555963467.01,5399137949.82,4831517373.409998,906019477.0399998,2176860185.43,2920559766.77,347359822.63,311375735.3899999,10496049529.4
2025-06-30,157995175686.09003,60938063763.58002,4230752807.13,5253790076.860002,4332423968.460001,950272007.7100002,2211251983.3100004,2863045164.01,302839311.3,322687128.6199999,10600392513.449997
2025-07-31,164262305847.15997,63370246634.15001,4623014912.650001,8476850233.320004,4380753782.309999,1036453694.55,2168708836.15,2415787261.78,326800568.25,326878792.12,11713501596.589998
2025-08-31,168600948804.96002,72118773659.72998,4350920238.420001,12178028190.819996,5179352865.359997,1180417517.72,2646559287.04,2394752226.3699994,626160441.28,551393880.5499998,12532836001.610006
2025-09-30,175555553375.25003,74442456750.97003,4149748184.33,14257673802.71,5124052183.059999,2431876065.029999,2687320325.1199994,2447396267.2900004,721906946.66,749384460.1299998,14005339736.669998
2025-10-31,184082069887.27,76313074202.79999,4998977132.509999,9052342198.739998,5140316382.229999,2807862567.45,2932306621.579999,2827736880.8200006,855035035.8299998,991223938.2600002,15431067375.640009
2025-11-30,185271679299.85,77381477870.74,5747953492.069998,6986754963.460002,4793771984.589999,3854993798.819999,2691546884.499999,2316294306.66,1195463661.15,1035830326.06,15014349451.070002
2025-12-31,186445260630.36,76346571196.89,5731512186.050001,6084445998.699999,4549281884.48,3606226506.539999,3025524357.9600005,1738100614.8100002,1519365787.6599998,1232307558.8400006,14416368158.420002
2026-01-31,185202934121.49005,72154183721.47998,6083719248.110002,6334234109.110002,4655526478.990001,3602424688.7500005,4814210867.89,1684059110.25,1650619303.97,1228944351.6199996,15496398313.250002
2026-02-28,183431074792.93,77279599952.57,6929669708.249999,5825240990.569998,4450531581.97,4197753490.819999,4470023531.509999,1958775875.2799995,1867387971.65,1358068093.28,13952424082.020008
2026-03-31,184072186878.75,79163764254.64001,8521993802.539998,5694530981.940001,4690258478.62,3919970277.14,4152143783.09,2247006778.4400005,2689419059.08,1401367893.0200005,14493277583.52
2026-04-30,184526465400.58,80331119906.82997,8342621843.18,5655137992.059999,4724616643.22,4027727378.9499984,3865461416.93,2443726504.3800006,2378630462.09,1784151276.15,15072589887.61
