date,Aptos,Avalanche C-Chain,Ethereum,Near,Sui,Polygon PoS,Solana,TON
2018-02-21,,,60109969.98,,,,,
2018-02-22,,,60109969.98,,,,,
2018-02-23,,,60109969.96999999,,,,,
2018-02-24,,,60109969.98,,,,,
2018-02-25,,,60109969.99000001,,,,,
2018-02-26,,,60109969.98,,,,,
2018-02-27,,,60109969.98,,,,,
2018-02-28,,,60109969.97,,,,,
2018-03-01,,,60109969.97,,,,,
2018-03-02,,,60109969.98,,,,,
2018-03-03,,,60109969.98,,,,,
2018-03-04,,,60109969.97,,,,,
2018-03-05,,,60109969.95999999,,,,,
2018-03-06,,,60109969.96999999,,,,,
2018-03-07,,,60109969.98,,,,,
2018-03-08,,,60109969.95,,,,,
2018-03-09,,,60109969.96,,,,,
2018-03-10,,,60109969.97,,,,,
2018-03-11,,,60109969.95999999,,,,,
2018-03-12,,,60109969.95,,,,,
2018-03-13,,,60109969.95,,,,,
2018-03-14,,,60109969.940000005,,,,,
2018-03-15,,,60109969.94,,,,,
2018-03-16,,,60109969.95,,,,,
2018-03-17,,,60109969.95,,,,,
2018-03-18,,,60109969.95,,,,,
2018-03-19,,,60109969.95,,,,,
2018-03-20,,,60109969.95,,,,,
2018-03-21,,,60109969.95,,,,,
2018-03-22,,,60109969.95,,,,,
2018-03-23,,,60109969.95,,,,,
2018-03-24,,,60109969.94,,,,,
2018-03-25,,,60109969.940000005,,,,,
2018-03-26,,,60109969.95,,,,,
2018-03-27,,,60109969.95,,,,,
2018-03-28,,,60109969.96,,,,,
2018-03-29,,,60109969.95,,,,,
2018-03-30,,,60109969.94,,,,,
2018-03-31,,,60109969.940000005,,,,,
2018-04-01,,,60109969.940000005,,,,,
2018-04-02,,,60109969.94,,,,,
2018-04-03,,,60109969.93,,,,,
2018-04-04,,,60109969.94,,,,,
2018-04-05,,,60109969.93,,,,,
2018-04-06,,,60109969.93,,,,,
2018-04-07,,,60109969.93,,,,,
2018-04-08,,,60109969.93,,,,,
2018-04-09,,,60109969.93,,,,,
2018-04-10,,,60109969.94,,,,,
2018-04-11,,,60109969.94,,,,,
2018-04-12,,,60109969.93,,,,,
2018-04-13,,,60109969.92,,,,,
2018-04-14,,,60109969.92,,,,,
2018-04-15,,,60109969.91,,,,,
2018-04-16,,,60109969.91,,,,,
2018-04-17,,,60109969.92,,,,,
2018-04-18,,,60109969.91,,,,,
2018-04-19,,,60109969.91,,,,,
2018-04-20,,,60109969.9,,,,,
2018-04-21,,,60109969.92,,,,,
2018-04-22,,,60109969.9,,,,,
2018-04-23,,,60109969.88,,,,,
2018-04-24,,,60109969.9,,,,,
2018-04-25,,,60109969.93,,,,,
2018-04-26,,,60109969.91,,,,,
2018-04-27,,,60109969.9,,,,,
2018-04-28,,,60109969.91,,,,,
2018-04-29,,,60109969.9,,,,,
2018-04-30,,,60109969.91,,,,,
2018-05-01,,,60109969.92,,,,,
2018-05-02,,,60109969.92,,,,,
2018-05-03,,,60109969.89,,,,,
2018-05-04,,,60109969.9,,,,,
2018-05-05,,,60109969.92,,,,,
2018-05-06,,,60109969.91,,,,,
2018-05-07,,,60109969.95,,,,,
2018-05-08,,,60109969.95,,,,,
2018-05-09,,,60109969.96,,,,,
2018-05-10,,,60109969.96,,,,,
2018-05-11,,,60109969.940000005,,,,,
2018-05-12,,,60109969.96,,,,,
2018-05-13,,,60109969.98,,,,,
2018-05-14,,,60109970.0,,,,,
2018-05-15,,,60109969.96,,,,,
2018-05-16,,,60109969.97,,,,,
2018-05-17,,,60109969.98,,,,,
2018-05-18,,,60109969.95,,,,,
2018-05-19,,,60109969.95,,,,,
2018-05-20,,,60109969.96,,,,,
2018-05-21,,,60109969.95,,,,,
2018-05-22,,,60109969.95,,,,,
2018-05-23,,,60109969.94,,,,,
2018-05-24,,,60109969.92,,,,,
2018-05-25,,,60109969.91,,,,,
2018-05-26,,,60109969.93000001,,,,,
2018-05-27,,,60109969.95,,,,,
2018-05-28,,,60109969.93,,,,,
2018-05-29,,,60109969.93,,,,,
2018-05-30,,,60109969.93,,,,,
2018-05-31,,,60109969.93,,,,,
2018-06-01,,,60109969.95,,,,,
2018-06-02,,,60109969.95,,,,,
2018-06-03,,,60109969.96,,,,,
2018-06-04,,,60109969.940000005,,,,,
2018-06-05,,,60109969.94,,,,,
2018-06-06,,,60109969.94,,,,,
2018-06-07,,,60109184.89,,,,,
2018-06-08,,,60109184.93,,,,,
2018-06-09,,,60109184.94,,,,,
2018-06-10,,,60109184.95,,,,,
2018-06-11,,,60109184.95,,,,,
2018-06-12,,,60109184.95,,,,,
2018-06-13,,,60109184.93000001,,,,,
2018-06-14,,,60109184.93,,,,,
2018-06-15,,,60109184.95,,,,,
2018-06-16,,,60109184.96,,,,,
2018-06-17,,,60109184.96,,,,,
2018-06-18,,,60109184.98,,,,,
2018-06-19,,,60109184.970000006,,,,,
2018-06-20,,,60109184.95,,,,,
2018-06-21,,,60109184.96,,,,,
2018-06-22,,,60110275.42,,,,,
2018-06-23,,,60110217.43,,,,,
2018-06-24,,,60110217.400000006,,,,,
2018-06-25,,,60110217.41,,,,,
2018-06-26,,,60164740.3,,,,,
2018-06-27,,,60208358.53,,,,,
2018-06-28,,,60208180.09,,,,,
2018-06-29,,,60208180.09,,,,,
2018-06-30,,,60208180.10999999,,,,,
2018-07-01,,,60208180.1,,,,,
2018-07-02,,,60208180.09,,,,,
2018-07-03,,,60208180.06,,,,,
2018-07-04,,,60426271.6,,,,,
2018-07-05,,,60426271.54,,,,,
2018-07-06,,,60426271.53,,,,,
2018-07-07,,,60426271.49,,,,,
2018-07-08,,,60426271.5,,,,,
2018-07-09,,,60426271.48,,,,,
2018-07-10,,,60426271.46999999,,,,,
2018-07-11,,,60426271.45,,,,,
2018-07-12,,,60426271.45,,,,,
2018-07-13,,,71330849.22,,,,,
2018-07-14,,,71330849.23,,,,,
2018-07-15,,,71330849.24000001,,,,,
2018-07-16,,,71330849.22,,,,,
2018-07-17,,,71330849.17999999,,,,,
2018-07-18,,,71330849.19,,,,,
2018-07-19,,,71330849.22,,,,,
2018-07-20,,,71330849.21000001,,,,,
2018-07-21,,,71330849.21,,,,,
2018-07-22,,,71330849.22,,,,,
2018-07-23,,,73511764.78,,,,,
2018-07-24,,,73511764.74000001,,,,,
2018-07-25,,,73511764.75999999,,,,,
2018-07-26,,,73511764.74000001,,,,,
2018-07-27,,,73511764.75999999,,,,,
2018-07-28,,,43511764.77,,,,,
2018-07-29,,,43511764.76,,,,,
2018-07-30,,,28511764.79,,,,,
2018-07-31,,,29478286.77,,,,,
2018-08-01,,,29504120.42,,,,,
2018-08-02,,,29364676.19,,,,,
2018-08-03,,,29397361.84,,,,,
2018-08-04,,,29389124.720000003,,,,,
2018-08-05,,,29469871.02,,,,,
2018-08-06,,,29386162.200000003,,,,,
2018-08-07,,,29425858.74,,,,,
2018-08-08,,,29391583.290000003,,,,,
2018-08-09,,,29413443.73,,,,,
2018-08-10,,,29125209.06,,,,,
2018-08-11,,,29442163.15,,,,,
2018-08-12,,,29205046.69,,,,,
2018-08-13,,,29333666.95,,,,,
2018-08-14,,,29328032.19,,,,,
2018-08-15,,,29217997.06,,,,,
2018-08-16,,,29121677.33,,,,,
2018-08-17,,,29359303.58,,,,,
2018-08-18,,,29272464.08,,,,,
2018-08-19,,,29288145.46,,,,,
2018-08-20,,,29194142.4,,,,,
2018-08-21,,,29329355.03,,,,,
2018-08-22,,,29273162.95,,,,,
2018-08-23,,,29239034.08,,,,,
2018-08-24,,,29346833.83,,,,,
2018-08-25,,,29339856.54,,,,,
2018-08-26,,,29312796.23,,,,,
2018-08-27,,,29694613.08,,,,,
2018-08-28,,,29440908.92,,,,,
2018-08-29,,,29457644.96,,,,,
2018-08-30,,,29451328.64,,,,,
2018-08-31,,,29381024.9,,,,,
2018-09-01,,,29360889.94,,,,,
2018-09-02,,,29485917.3,,,,,
2018-09-03,,,29468493.9,,,,,
2018-09-04,,,29332543.96,,,,,
2018-09-05,,,39222855.61,,,,,
2018-09-06,,,39374688.23,,,,,
2018-09-07,,,39307721.07,,,,,
2018-09-08,,,39298681.92,,,,,
2018-09-09,,,39316175.94,,,,,
2018-09-10,,,39390758.61,,,,,
2018-09-11,,,39702881.62,,,,,
2018-09-12,,,39781416.6,,,,,
2018-09-13,,,40099861.99,,,,,
2018-09-14,,,39720925.97,,,,,
2018-09-15,,,39848286.88,,,,,
2018-09-16,,,39872100.93,,,,,
2018-09-17,,,39883001.99,,,,,
2018-09-18,,,41278542.22,,,,,
2018-09-19,,,41246868.82,,,,,
2018-09-20,,,47966934.57,,,,,
2018-09-21,,,51568322.4,,,,,
2018-09-22,,,52140560.63,,,,,
2018-09-23,,,52111358.37,,,,,
2018-09-24,,,53076309.7,,,,,
2018-09-25,,,60952417.04,,,,,
2018-09-26,,,62469921.55,,,,,
2018-09-27,,,64511350.75,,,,,
2018-09-28,,,64866593.38,,,,,
2018-09-29,,,65631393.87,,,,,
2018-09-30,,,65585731.92,,,,,
2018-10-01,,,64426202.9,,,,,
2018-10-02,,,64393418.03,,,,,
2018-10-03,,,75278132.31,,,,,
2018-10-04,,,74624193.92,,,,,
2018-10-05,,,78994996.75,,,,,
2018-10-06,,,78510946.10000001,,,,,
2018-10-07,,,78403461.99,,,,,
2018-10-08,,,77456925.96000001,,,,,
2018-10-09,,,78600554.23,,,,,
2018-10-10,,,78378637.01,,,,,
2018-10-11,,,78897523.24,,,,,
2018-10-12,,,85504305.52,,,,,
2018-10-13,,,88365577.91,,,,,
2018-10-14,,,88088274.23,,,,,
2018-10-15,,,120603932.92,,,,,
2018-10-16,,,135204038.75,,,,,
2018-10-17,,,150415353.59,,,,,
2018-10-18,,,150022065.44,,,,,
2018-10-19,,,165050866.44,,,,,
2018-10-20,,,172178713.62,,,,,
2018-10-21,,,172170217.43,,,,,
2018-10-22,,,182952066.46,,,,,
2018-10-23,,,245178894.85,,,,,
2018-10-24,,,285834327.09000003,,,,,
2018-10-25,,,286289287.67,,,,,
2018-10-26,,,298724191.45,,,,,
2018-10-27,,,298841153.79,,,,,
2018-10-28,,,298879906.27,,,,,
2018-10-29,,,296920309.55,,,,,
2018-10-30,,,301416138.37,,,,,
2018-10-31,,,296130784.51,,,,,
2018-11-01,,,294954676.09,,,,,
2018-11-02,,,316269248.6,,,,,
2018-11-03,,,318714249.25,,,,,
2018-11-04,,,317766825.15,,,,,
2018-11-05,,,324370864.91,,,,,
2018-11-06,,,322759527.94,,,,,
2018-11-07,,,321419534.88,,,,,
2018-11-08,,,320356718.16,,,,,
2018-11-09,,,318977151.77,,,,,
2018-11-10,,,318749879.49,,,,,
2018-11-11,,,317429650.88,,,,,
2018-11-12,,,315979874.04,,,,,
2018-11-13,,,321314547.23,,,,,
2018-11-14,,,328622681.64,,,,,
2018-11-15,,,331072345.77,,,,,
2018-11-16,,,342352965.59000003,,,,,
2018-11-17,,,343960791.1,,,,,
2018-11-18,,,344438446.29,,,,,
2018-11-19,,,342574161.56,,,,,
2018-11-20,,,359160055.81,,,,,
2018-11-21,,,368029636.41,,,,,
2018-11-22,,,371095964.01,,,,,
2018-11-23,,,377089742.3,,,,,
2018-11-24,,,375356979.9,,,,,
2018-11-25,,,375114195.7,,,,,
2018-11-26,,,390297782.7,,,,,
2018-11-27,,,396622502.8,,,,,
2018-11-28,,,406703160.62,,,,,
2018-11-29,,,418629425.93,,,,,
2018-11-30,,,443598153.34,,,,,
2018-12-01,,,444867951.15,,,,,
2018-12-02,,,444861193.15,,,,,
2018-12-03,,,469671568.94,,,,,
2018-12-04,,,468133934.6,,,,,
2018-12-05,,,461475178.2,,,,,
2018-12-06,,,479201439.2,,,,,
2018-12-07,,,498304834.82,,,,,
2018-12-08,,,502390333.67,,,,,
2018-12-09,,,505819878.69,,,,,
2018-12-10,,,508908645.89,,,,,
2018-12-11,,,501598468.17,,,,,
2018-12-12,,,505839529.46,,,,,
2018-12-13,,,504794078.93,,,,,
2018-12-14,,,501585704.43,,,,,
2018-12-15,,,503718484.83,,,,,
2018-12-16,,,504066387.87,,,,,
2018-12-17,,,510197157.6,,,,,
2018-12-18,,,514773045.37,,,,,
2018-12-19,,,528176079.05,,,,,
2018-12-20,,,528991776.73,,,,,
2018-12-21,,,532927113.9,,,,,
2018-12-22,,,535256452.27,,,,,
2018-12-23,,,532724213.56,,,,,
2018-12-24,,,533264361.0,,,,,
2018-12-25,,,533529079.72,,,,,
2018-12-26,,,532147822.62,,,,,
2018-12-27,,,537723626.74,,,,,
2018-12-28,,,539402437.22,,,,,
2018-12-29,,,544994610.57,,,,,
2018-12-30,,,546596306.37,,,,,
2018-12-31,,,541432859.03,,,,,
2019-01-01,,,557404425.28,,,,,
2019-01-02,,,569290338.52,,,,,
2019-01-03,,,567990237.92,,,,,
2019-01-04,,,610475320.99,,,,,
2019-01-05,,,700316272.91,,,,,
2019-01-06,,,711893159.85,,,,,
2019-01-07,,,720779033.48,,,,,
2019-01-08,,,728964605.2199999,,,,,
2019-01-09,,,762446427.99,,,,,
2019-01-10,,,773538216.63,,,,,
2019-01-11,,,779897790.15,,,,,
2019-01-12,,,783319110.84,,,,,
2019-01-13,,,790324684.68,,,,,
2019-01-14,,,792289828.79,,,,,
2019-01-15,,,789255394.86,,,,,
2019-01-16,,,781890022.09,,,,,
2019-01-17,,,799858709.63,,,,,
2019-01-18,,,786353421.39,,,,,
2019-01-19,,,792207065.8299999,,,,,
2019-01-20,,,793897357.35,,,,,
2019-01-21,,,791666655.9399999,,,,,
2019-01-22,,,790463993.36,,,,,
2019-01-23,,,791719865.69,,,,,
2019-01-24,,,785741079.82,,,,,
2019-01-25,,,786943911.36,,,,,
2019-01-26,,,780632995.3,,,,,
2019-01-27,,,788008844.83,,,,,
2019-01-28,,,778053237.28,,,,,
2019-01-29,,,762926938.71,,,,,
2019-01-30,,,761539990.49,,,,,
2019-01-31,,,744991803.26,,,,,
2019-02-01,,,742181119.49,,,,,
2019-02-02,,,741524329.28,,,,,
2019-02-03,,,741808478.07,,,,,
2019-02-04,,,733446570.05,,,,,
2019-02-05,,,724870726.74,,,,,
2019-02-06,,,719283619.21,,,,,
2019-02-07,,,712354753.92,,,,,
2019-02-08,,,715342591.49,,,,,
2019-02-09,,,715774613.09,,,,,
2019-02-10,,,714500543.27,,,,,
2019-02-11,,,682679669.4300001,,,,,
2019-02-12,,,681671243.6899999,,,,,
2019-02-13,,,677205179.9399999,,,,,
2019-02-14,,,667384474.28,,,,,
2019-02-15,,,665389233.11,,,,,
2019-02-16,,,662034116.03,,,,,
2019-02-17,,,663181691.97,,,,,
2019-02-18,,,658431199.58,,,,,
2019-02-19,,,663046798.49,,,,,
2019-02-20,,,662420686.29,,,,,
2019-02-21,,,659391089.1999999,,,,,
2019-02-22,,,678777768.02,,,,,
2019-02-23,,,677384580.11,,,,,
2019-02-24,,,673624934.49,,,,,
2019-02-25,,,666585234.12,,,,,
2019-02-26,,,669042643.98,,,,,
2019-02-27,,,671728880.06,,,,,
2019-02-28,,,667721480.97,,,,,
2019-03-01,,,671800648.63,,,,,
2019-03-02,,,677329465.3100001,,,,,
2019-03-03,,,675473303.65,,,,,
2019-03-04,,,678921517.84,,,,,
2019-03-05,,,678125830.88,,,,,
2019-03-06,,,676626181.9100001,,,,,
2019-03-07,,,672877213.74,,,,,
2019-03-08,,,677923666.4,,,,,
2019-03-09,,,675781258.97,,,,,
2019-03-10,,,675721771.77,,,,,
2019-03-11,,,674473521.14,,,,,
2019-03-12,,,678475655.64,,,,,
2019-03-13,,,677459590.99,,,,,
2019-03-14,,,679357360.9499999,,,,,
2019-03-15,,,677329244.8199999,,,,,
2019-03-16,,,679789068.64,,,,,
2019-03-17,,,677518277.92,,,,,
2019-03-18,,,681472339.0699999,,,,,
2019-03-19,,,683307328.33,,,,,
2019-03-20,,,684511913.78,,,,,
2019-03-21,,,685866135.2,,,,,
2019-03-22,,,686340639.32,,,,,
2019-03-23,,,688557670.09,,,,,
2019-03-24,,,692047680.66,,,,,
2019-03-25,,,688687296.09,,,,,
2019-03-26,,,687744243.16,,,,,
2019-03-27,,,687601330.24,,,,,
2019-03-28,,,685292929.59,,,,,
2019-03-29,,,684641085.36,,,,,
2019-03-30,,,684286424.95,,,,,
2019-03-31,,,685714109.04,,,,,
2019-04-01,,,684576647.71,,,,,
2019-04-02,,,686974979.58,,,,,
2019-04-03,,,690473167.94,,,,,
2019-04-04,,,691511200.73,,,,,
2019-04-05,,,696648995.78,,,,,
2019-04-06,,,696754854.4,,,,,
2019-04-07,,,696306155.01,,,,,
2019-04-08,,,714156188.25,,,,,
2019-04-09,,,731036301.89,,,,,
2019-04-10,,,771902181.18,,,,,
2019-04-11,,,773188344.91,,,,,
2019-04-12,,,793413718.84,,,,,
2019-04-13,,,788984486.93,,,,,
2019-04-14,,,791977890.21,,,,,
2019-04-15,,,810588858.66,,,,,
2019-04-16,,,817668106.47,,,,,
2019-04-17,,,821139243.62,,,,,
2019-04-18,,,823109712.49,,,,,
2019-04-19,,,832954406.37,,,,,
2019-04-20,,,828532566.65,,,,,
2019-04-21,,,840522304.4300001,,,,,
2019-04-22,,,836131181.58,,,,,
2019-04-23,,,851271135.58,,,,,
2019-04-24,,,896090342.62,,,,,
2019-04-25,,,953305161.31,,,,,
2019-04-26,,,967513975.43,,,,,
2019-04-27,,,967468971.33,,,,,
2019-04-28,,,969463753.73,,,,,
2019-04-29,,,986569138.32,,,,,
2019-04-30,,,992076399.85,,,,,
2019-05-01,,,1001512475.97,,,,,
2019-05-02,,,1012537619.65,,,,,
2019-05-03,,,1026297089.17,,,,,
2019-05-04,,,1031526395.64,,,,,
2019-05-05,,,1032384085.13,,,,,
2019-05-06,,,1039769785.65,,,,,
2019-05-07,,,1036265396.61,,,,,
2019-05-08,,,1052017088.18,,,,,
2019-05-09,,,1055496332.76,,,,,
2019-05-10,,,1067981647.7,,,,,
2019-05-11,,,1067780130.19,,,,,
2019-05-12,,,1068929590.81,,,,,
2019-05-13,,,1091393510.97,,,,,
2019-05-14,,,1112892315.49,,,,,
2019-05-15,,,1121132835.63,,,,,
2019-05-16,,,1126925741.77,,,,,
2019-05-17,,,1128432795.3,,,,,
2019-05-18,,,1129977968.79,,,,,
2019-05-19,,,1133599180.86,,,,,
2019-05-20,,,1156843317.5700002,,,,,
2019-05-21,,,1181268491.19,,,,,
2019-05-22,,,1197129058.63,,,,,
2019-05-23,,,1213293499.37,,,,,
2019-05-24,,,1253559982.19,,,,,
2019-05-25,,,1272850979.45,,,,,
2019-05-26,,,1282761982.3000002,,,,,
2019-05-27,,,1289412109.95,,,,,
2019-05-28,,,1301319094.4099998,,,,,
2019-05-29,,,1323621433.03,,,,,
2019-05-30,,,1306894350.87,,,,,
2019-05-31,,,1312193512.54,,,,,
2019-06-01,,,1314162273.63,,,,,
2019-06-02,,,1313948527.47,,,,,
2019-06-03,,,1322185119.25,,,,,
2019-06-04,,,1335999354.88,,,,,
2019-06-05,,,1365030993.12,,,,,
2019-06-06,,,1395706110.55,,,,,
2019-06-07,,,1409180794.54,,,,,
2019-06-08,,,1408814752.64,,,,,
2019-06-09,,,1410669420.23,,,,,
2019-06-10,,,1449549459.01,,,,,
2019-06-11,,,1480599066.82,,,,,
2019-06-12,,,1525728620.63,,,,,
2019-06-13,,,1546810070.72,,,,,
2019-06-14,,,1573095107.52,,,,,
2019-06-15,,,1584103682.1,,,,,
2019-06-16,,,1605196736.2199998,,,,,
2019-06-17,,,1627171371.81,,,,,
2019-06-18,,,1634969206.95,,,,,
2019-06-19,,,1626665144.42,,,,,
2019-06-20,,,1642413733.95,,,,,
2019-06-21,,,1656705059.49,,,,,
2019-06-22,,,1657861733.8,,,,,
2019-06-23,,,1672970840.87,,,,,
2019-06-24,,,1662789818.9299998,,,,,
2019-06-25,,,1681980418.37,,,,,
2019-06-26,,,1682225612.9699998,,,,,
2019-06-27,,,1700651076.22,,,,,
2019-06-28,,,1729392150.3300002,,,,,
2019-06-29,,,1758726413.7800002,,,,,
2019-06-30,,,1758764591.6799998,,,,,
2019-07-01,,,1778398903.17,,,,,
2019-07-02,,,1798828123.44,,,,,
2019-07-03,,,1855053835.8,,,,,
2019-07-04,,,1890397072.14,,,,,
2019-07-05,,,1939755937.61,,,,,
2019-07-06,,,1958302592.79,,,,,
2019-07-07,,,1967352976.72,,,,,
2019-07-08,,,2023666560.39,,,,,
2019-07-09,,,2058027752.52,,,,,
2019-07-10,,,2061541983.67,,,,,
2019-07-11,,,2103906437.0,,,,,
2019-07-12,,,2144798180.59,,,,,
2019-07-13,,,2152045353.66,,,,,
2019-07-14,,,2154110441.12,,,,,
2019-07-15,,,2183391161.55,,,,,
2019-07-16,,,2219798108.6800003,,,,,
2019-07-17,,,2265239505.43,,,,,
2019-07-18,,,2288022427.78,,,,,
2019-07-19,,,2247948475.0,,,,,
2019-07-20,,,2248505749.73,,,,,
2019-07-21,,,2256946030.55,,,,,
2019-07-22,,,2262344919.67,,,,,
2019-07-23,,,2260381123.4,,,,,
2019-07-24,,,2281030319.8,,,,,
2019-07-25,,,2286663433.24,,,,,
2019-07-26,,,2286403923.43,,,,,
2019-07-27,,,2295695878.0,,,,,
2019-07-28,,,2300388898.08,,,,,
2019-07-29,,,2329191571.6,,,,,
2019-07-30,,,2325692172.38,,,,,
2019-07-31,,,2335564944.69,,,,,
2019-08-01,,,2332359016.02,,,,,
2019-08-02,,,2317272903.32,,,,,
2019-08-03,,,2325248013.02,,,,,
2019-08-04,,,2333933845.89,,,,,
2019-08-05,,,2413843942.59,,,,,
2019-08-06,,,2414323763.11,,,,,
2019-08-07,,,2400338693.42,,,,,
2019-08-08,,,2392293265.42,,,,,
2019-08-09,,,2367394912.87,,,,,
2019-08-10,,,2371818706.69,,,,,
2019-08-11,,,2377922301.4700003,,,,,
2019-08-12,,,2371609723.69,,,,,
2019-08-13,,,2356037357.35,,,,,
2019-08-14,,,2356605021.23,,,,,
2019-08-15,,,2348376995.53,,,,,
2019-08-16,,,2355517358.2000003,,,,,
2019-08-17,,,2356042495.51,,,,,
2019-08-18,,,2356445260.82,,,,,
2019-08-19,,,2361399831.87,,,,,
2019-08-20,,,2354608693.53,,,,,
2019-08-21,,,2378172463.3300004,,,,,
2019-08-22,,,2379454724.09,,,,,
2019-08-23,,,2387227783.4700003,,,,,
2019-08-24,,,2385804679.9100003,,,,,
2019-08-25,,,2387769114.28,,,,,
2019-08-26,,,2385106975.23,,,,,
2019-08-27,,,2377402598.67,,,,,
2019-08-28,,,2382771273.61,,,,,
2019-08-29,,,2414989374.09,,,,,
2019-08-30,,,2424606455.3099995,,,,,
2019-08-31,,,2423825908.5,,,,,
2019-09-01,,,2422015644.4300003,,,,,
2019-09-02,,,2432255206.11,,,,,
2019-09-03,,,2454506492.68,,,,,
2019-09-04,,,2445899903.13,,,,,
2019-09-05,,,2485670179.02,,,,,
2019-09-06,,,2512761977.88,,,,,
2019-09-07,,,2515138698.59,,,,,
2019-09-08,,,2512380095.58,,,,,
2019-09-09,,,2507736629.56,,,,,
2019-09-10,,,2516345533.78,,,,,
2019-09-11,,,2520994628.7900004,,,,,
2019-09-12,,,2827880168.8,,,,,
2019-09-13,,,2834407262.86,,,,,
2019-09-14,,,2835503366.89,,,,,
2019-09-15,,,2835233552.55,,,,,
2019-09-16,,,2825300585.18,,,,,
2019-09-17,,,2810843648.27,,,,,
2019-09-18,,,2796336956.46,,,,,
2019-09-19,,,2797421016.79,,,,,
2019-09-20,,,2787746989.61,,,,,
2019-09-21,,,2787023873.48,,,,,
2019-09-22,,,2789227121.41,,,,,
2019-09-23,,,2794859088.05,,,,,
2019-09-24,,,2815154322.92,,,,,
2019-09-25,,,2866589940.81,,,,,
2019-09-26,,,2866077156.52,,,,,
2019-09-27,,,2880722785.56,,,,,
2019-09-28,,,2883763451.61,,,,,
2019-09-29,,,2882958326.08,,,,,
2019-09-30,,,2895191692.48,,,,,
2019-10-01,,,2914868091.0199995,,,,,
2019-10-02,,,2941401330.13,,,,,
2019-10-03,,,2960798986.19,,,,,
2019-10-04,,,2961183947.26,,,,,
2019-10-05,,,2960230319.18,,,,,
2019-10-06,,,2960848352.4,,,,,
2019-10-07,,,2963840271.9600005,,,,,
2019-10-08,,,2960396914.0200005,,,,,
2019-10-09,,,2959232458.2699995,,,,,
2019-10-10,,,2970527506.16,,,,,
