date,ARKB,BITB,BRRR,Bitcoin,BTCO,BTCW,EZBC,FBTC,GBTC,HODL,IBIT
2024-06-29,2749577202.8711667,2283894407.252507,509545553.90751296,0.0,410880207.5378814,76822534.11967205,350452004.18586594,10219140006.888763,16783832089.989649,590985988.9723231,18684077838.899124
2024-06-30,2834053023.010097,2354062960.0619745,525200425.6890856,0.0,423503763.7975028,79182768.47429706,361219012.45245296,10533104725.644451,17299485179.997616,609142971.8193303,19258112565.886414
2024-07-01,2733944133.76,2416860750.58,529970446.36,0.0,438700000.0,81692960.0,372670000.0,10626837312.0,17406921426.52,628432121.0,19429643077.0
2024-07-02,2926293970.1,2359937732.45,518966496.18,0.0,432500000.0,79997290.0,366740000.0,10377167839.0,17012127256.74,620644534.0,19026161390.0
2024-07-03,2868031551.38,2280589899.03,501510511.01,0.0,422700000.0,77307550.0,354410000.0,10093912594.7,16377294467.29,603248227.0,18399854640.0
2024-07-04,2640230440.9817224,2177151254.59034,478763746.3137189,0.0,389125915.1806886,71167191.93380801,326260034.9736146,9640836595.49023,15711259351.670866,555333616.6837816,17568870968.360508
2024-07-05,2771600155.47,2182389881.92,473266306.91,0.0,395000000.0,72955220.0,334450000.0,9527900905.05,15483623304.21,569239673.0,17363536608.0
2024-07-06,2829153699.8691754,2247894089.6944294,487471257.3535341,0.0,403202354.20527416,74470168.42720748,341395004.33139,9822725680.524023,15969654069.410292,581060194.0587115,17885268053.98067
2024-07-07,2714972630.67734,2157171924.0506234,467797533.2403872,0.0,386929616.56434906,71464646.5093605,327616733.24872947,9426292881.333157,15325139005.999866,557609338.693198,17163441230.192152
2024-07-08,2626859199.73,2185029320.22,471439371.37,0.0,395000000.0,72674090.0,333160000.0,9496515803.7,15462929200.8,579740287.0,17296317313.0
2024-07-09,2625176900.66,2237132833.48,483697005.81,0.0,404700000.0,74564160.0,341830000.0,9866844459.88,15862722077.2,596518590.0,17938150082.0
2024-07-10,2736749348.08,2229501021.61,501705088.62,0.0,401400000.0,74153220.0,339940000.0,9875070347.45,15698625395.87,596446011.0,17959546934.0
2024-07-11,2727407796.84,2241223019.94,502644957.35,0.0,410900000.0,74292640.0,372310000.0,9974142257.45,15685352726.62,600891962.0,18015495095.0
2024-07-12,2736849881.09,2283765051.52,505802820.64,0.0,412500000.0,74540193.07591657,374650000.0,10095507744.73,15706856794.08,604705210.0,18201498554.0
2024-07-13,2824568354.2470565,2331852242.8472104,516452926.3664367,0.0,425720989.8255324,76153873.12983927,386657865.04240143,10352021612.898443,16128666556.340498,624086551.6010754,18708596448.09409
2024-07-14,2910022952.01897,2402400188.7577496,532077712.72517794,0.0,438600768.7460533,78457835.28649896,398355826.708956,10665212066.132212,16616623844.078644,642967689.7267438,19274607032.31134
2024-07-15,2767123928.87,2521423272.76,555058623.71,0.0,458600000.0,83469935.64002693,411140000.0,11129630274.13,17678139063.54939,670762058.0,20105648495.0
2024-07-16,3153802566.72,2592906943.58,569181313.81,0.0,479600000.0,83890592.7683131,423730000.0,11495001364.0,17799652714.67,688722384.0,20657051326.0
2024-07-17,3251369178.79,2574743158.39,566504735.01,0.0,495500000.0,82569808.76897453,431120000.0,11475949239.45,17628114946.77,707474444.0,20566117742.0
2024-07-18,3236101667.06,2530083260.86,556674690.86,0.0,487400000.0,81959430.0,423640000.0,11338160479.88,17286922087.68,695285454.0,20566117742.0
2024-07-19,3132377946.76,2719684794.64,596166019.1,0.0,515500000.0,86654730.0,447910000.0,11996561835.6,18274132812.57,736852627.0,21852931552.0
2024-07-20,3291350767.245057,2721840916.174503,596638640.9450138,0.0,541662386.4225533,91052584.30703118,470642095.27885866,12002398301.935846,18266175976.590355,774248987.3042513,21988464174.86713
2024-07-21,3334549533.411564,2757564902.341638,604469484.5587012,0.0,548771670.2476394,92247643.59316978,476819242.37129205,12159929004.175943,18505918356.10874,784410955.238531,22277061346.491524
2024-07-22,3355448074.39,2699889190.57,602277168.97,0.0,530100000.0,89343190.0,456440000.0,12111922448.33,18567754315.34,786679280.0,22194106592.0
2024-07-23,3389867080.13,2549575950.91,584427949.88,0.0,521900000.0,86695200.0,450550000.0,11870315528.63,17940414427.31342,726126165.0,22047399232.0
2024-07-24,3237139576.58,2551416730.63,584845911.38,0.0,522900000.0,86757200.0,450880000.0,11919152802.38,17836919234.26,726620400.0,22135180756.0
2024-07-25,3242767628.53,2507265514.94,574721470.6,0.0,515000000.0,85255190.0,443070000.0,11714607547.83,17542084056.48,714092055.0,21816817747.0
2024-07-26,3186652870.31,2657853810.65,602963111.2547889,0.0,541600000.0,89307330.0,464130000.0,12291323446.75,18403838889.58,747970891.0,22927916597.0
2024-07-27,3297233855.6177254,2667227565.608628,604162568.5335336,0.0,560394223.0411499,92406409.34317316,480235915.6843897,12322180298.445189,18415048956.85945,773926451.2901077,23034717385.150333
2024-07-28,3306286068.6625166,2674550161.82718,605821234.107022,0.0,561932727.1686008,92660101.541151,481554353.5055739,12356009564.467009,18465605560.8758,776051185.9691906,23097956808.96059
2024-07-29,3234972324.6424966,2620257692.34,592754191.6570389,0.0,536000000.0,88757990.0,461290000.0,12203976091.45,18173306518.27,762488625.0,22809950785.0
2024-07-30,3317658023.27,2553712747.35,587860287.6637139,0.0,524800000.0,86612270.0,450140000.0,11916192467.75,15966236983.03,744088845.0,22459180385.0
2024-07-31,3229601079.37,2554007770.34,574195381.7368176,18000000.0,519400000.0,86719070.0,450700000.0,11882631729.15,15741057997.62,739536439.0,22561854073.0
2024-08-01,3190462238.1452208,2430939259.4,580212122.6674252,1723747801.11,504500000.0,83241110.0,432630000.0,11449206270.6,15291833813.06,709697914.0,21677136048.0
2024-08-02,3077117858.96,2381381269.77,545143879.6431637,1890803177.4,498200000.0,82549430.0,429040000.0,11309547256.85,15026416447.41,700284975.0,21522716936.0
2024-08-03,2860908273.05923,2307324613.2021537,539208815.4596463,1835946562.5196257,463194640.6184065,76749204.76295036,398894078.50895184,10996081642.487469,14585806233.282072,651080387.7656204,20898405282.273384
2024-08-04,2732200616.2194014,2203521793.891014,514950679.0353774,1753350282.7401426,442356259.5293784,73296381.61500771,380948476.1785178,10501385634.24718,13929614295.53845,621789329.428377,19958219677.26821
2024-08-05,2963898327.47,2021104873.39,478997254.0613997,1624645381.23,425800000.0,69958430.0,363600000.0,9543729254.4,12797382378.48,573875584.0,18275747652.0
2024-08-06,2442893680.36,2156180121.69,496784048.7327887,1748616611.46,452200000.0,74633630.0,387900000.0,10101675591.65,13523664260.03,615549254.0,19497321083.0
2024-08-07,2577281301.29,2092512209.9,489150373.2058195,1686053281.55,436000000.0,72325630.0,353610000.0,9713928523.2,13002245423.17,596504139.0,18894394255.0
2024-08-08,2497601502.02,2273682103.15,549154171.6108079,1841475650.6,473500000.0,89995400.0,384220000.0,10497199192.2,14072621969.74,648180755.0,20587299608.0
2024-08-09,2746635413.69,2287836413.55,537289733.43,1879986494.74,483400000.0,211471650.0,389680000.0,10644834947.3,14192021701.85,660789663.0,21039448118.0
2024-08-10,2712242608.9031854,2301370895.943381,540468527.7794358,1885650426.840533,477346964.8205308,208823645.5429342,384800509.44588494,10707590661.865517,14237954480.81395,652515392.1723272,21174733412.139256
2024-08-11,2619434267.093377,2222621887.266671,521974611.4539039,1821126667.5081043,461012961.318221,201678054.58071703,371633288.6773549,10341195070.688002,13750755827.643965,630187422.1912861,20450169949.49234
2024-08-12,2785648084.31,2215425928.16,524286816.84,1844059732.9,470300000.0,206350790.0,380240000.0,10442495144.4,13727924073.95,644839529.0,20539421413.0
2024-08-13,2753653244.67,2293690398.26,538890258.48,1907670586.41,484400000.0,212098770.0,390830000.0,10723138140.68,14139900109.19,662745752.0,21125407812.0
2024-08-14,2824307928.2,2221158641.82,523204022.76,1847091144.34,469000000.0,205924560.0,379460000.0,10414187889.83,13659065590.93,643556030.0,20543992709.0
2024-08-15,2735344217.25,2162047234.86,507807993.85,1788579997.08,454200000.0,199864530.0,371610000.0,10118080843.2,13173139123.02,624529078.0,19942023531.0
2024-08-16,2654870914.91,2268269517.68,529918933.55,1886751378.63,475500000.0,208570520.0,387800000.0,10549049896.8,13764892196.02,651714555.0,20810726331.0
2024-08-17,2743489174.70991,2257961792.5709,527510678.0870367,1877901113.4113247,491371948.8222426,215532499.37105647,400744567.750649,10517645487.92505,13694645945.67925,673468458.9827445,20738412318.93389
2024-08-18,2697672736.0067186,2220253691.144033,518701217.1747627,1846540048.8055704,483166006.9212463,211933093.3165297,394052108.7122692,10342000158.524263,13465944512.367249,662221494.1126249,20392079552.043205
2024-08-19,2783944291.76,2216075528.06,523730610.36,1863626449.63,469600000.0,206131820.0,384980000.0,10440327720.13,13526295117.64,644174363.0,20587593201.0
2024-08-20,2751452555.83,2224237094.0,527185541.6,1880594305.95,465000000.0,207491760.0,387520000.0,10579682028.45,13635745632.9,648451603.0,20816727340.0
2024-08-21,2821535830.41,2300235103.93,542825304.61,1946744116.57,481400000.0,213647970.0,399010000.0,10880859277.13,14099249271.59,667685212.0,21491459354.0
2024-08-22,2905260861.57,2256439709.4,535200206.06,1919684156.04,473600000.0,210646520.0,396910000.0,9451887717.2,13790659490.07,658329212.0,21197782297.0
2024-08-23,2872300211.67,2421307687.02,566520573.24,2030067738.36,499800000.0,227155110.0,418470000.0,9451887717.2,14539594686.38,697601847.0,22429211277.0
2024-08-24,3053503421.457105,2443472938.263171,571707024.5131288,2046248382.157496,531330607.2655688,241485518.76714048,444869787.1792604,11260544045.074623,14646988761.124744,741611064.7148709,22725024386.01844
2024-08-25,3058674793.541677,2447611170.9743404,572675259.7953773,2049713880.7343867,532230461.5938082,241894495.3747334,445623212.6323063,11279614750.128565,14671794703.135504,742867047.18102,22763511179.878
2024-08-26,3052185204.39,2402043427.43,565895428.56,2071690063.39,500700000.0,226901320.0,418010000.0,9451887717.2,14419452889.48,711267936.0,22490937865.0
2024-08-27,3048838011.57,2340603444.63,553010301.23,2030487089.61,490800000.0,226676420.0,413890000.0,9451887717.2,14137040759.96,688107634.0,22197728562.0
2024-08-28,2877465398.61,2229039716.26,528710019.28,1925692970.05,465400000.0,216714400.0,395700000.0,9451887717.2,13387889965.18,657895456.0,21222182489.0
2024-08-29,2691777522.24,2221984525.69,527269484.89,1928275773.65,468200000.0,216813130.0,395880000.0,9451887717.2,13466245693.26,648025298.0,21231868008.0
2024-08-30,2698358277.56,2189265821.46,523468678.64,1909418564.81,463700000.0,215252910.0,393030000.0,9451887717.2,13322237472.5,643444786.0,21065826735.0
2024-08-31,2681844107.4870505,2190224799.000061,523697792.6146377,1918717490.72894,460862117.3652226,213935543.98392543,390624627.0789328,10348405924.50515,13375828271.83586,639506852.5475724,21078823482.184326
2024-09-01,2608952440.530724,2130695187.9527605,509463853.7445671,1866567361.67146,448336032.0950199,208120844.1739469,380007574.3790811,10067139554.072931,13012277528.176392,622125260.3878903,20505907787.04562
2024-09-02,2688598532.743055,2195741044.20514,525016764.7305317,1923549924.4421213,462022833.1265814,214474356.67531496,391608444.4601868,10374469159.926151,13409516297.193876,641117498.4550568,21131912077.93732
2024-09-03,2613934074.15,2129606988.55,512623238.55,1888019837.98,447400000.0,211836700.0,386800000.0,9451887717.2,13087439404.6,633193492.0,20731422968.0
2024-09-04,2538909172.0,2134201214.2,511448850.4,1888845498.27,445300000.0,211351300.0,377520000.0,9451887717.2,13050004172.61,628445248.0,20683936309.0
2024-09-05,2533109998.25,2042300208.2,496611593.87,1823502999.64,429900000.0,205219870.0,366570000.0,9451887717.2,12557088591.64,605508130.0,20083776594.0
2024-09-06,2459640665.23,1932961594.96,468940542.99,1732221931.26,410300000.0,195668450.0,349500000.0,9399887717.2,11969311655.53,577299628.0,19148870870.0
2024-09-07,2372253800.2865014,1953745820.142179,473982621.9461311,1753996318.8368192,395722738.1884172,188716680.8222396,337082854.9074655,9504301946.063597,12115094853.594278,556789148.4507111,19355518440.13895
2024-09-08,2400355395.3961425,1976889791.4905047,479597395.42834777,1774774067.983981,400410449.1588481,190952208.80590704,341075920.87109363,9616889412.487217,12258609636.982752,563384843.738169,19584802904.674866
2024-09-09,2337695777.25,2072874180.47,497545868.76,1843658557.57,438100000.0,207602150.0,370830000.0,9824393818.8,12721943402.94,612523187.0,20316789427.0
2024-09-10,2487124874.22,2103814506.04,504968933.8,1871400472.23,447800000.0,210699650.0,376360000.0,9888980963.65,12887684406.8,621608108.0,20610747619.0
2024-09-11,2536925189.76,2098438986.4,503675231.38,1900765613.31,445100000.0,210159810.0,375400000.0,9872897310.9,12815056780.68,620051697.0,20557958375.0
2024-09-12,2476417371.49,2128270429.38,510298326.24,1926718691.35,453900000.0,212923540.0,380330000.0,10066348712.7,12972540477.13,628329749.0,20828323070.0
2024-09-13,2527340670.87,2228889664.96,525784303.53,1976656084.86,464400000.0,218681010.0,394090000.0,10355260017.2,13267867438.09,650310248.0,21391535252.0
2024-09-14,2610264178.5705585,2233546015.97268,526882971.7087519,1984688320.0370152,479637231.8077194,225856061.14499936,407020320.8223536,10531479094.336752,13325918474.147278,671647303.8636516,21437805742.41223
2024-09-15,2575962967.783186,2204195219.480069,519959257.2352397,1958607736.7107303,473334368.7010748,222888110.07531765,401671709.0098446,10393086020.07119,13150803961.88079,662821256.3188342,21156093761.06332
2024-09-16,2694966185.18,2156062563.23,508601265.32,1916288085.95,450200000.0,211530710.0,386240000.0,10028270759.95,12862304028.47,633938902.0,20692148221.0
2024-09-17,2606910423.78,2290840730.71,529692552.9,1986658804.07,466100000.0,220303730.0,407510000.0,10531163240.03,13306479146.38,665554093.0,21566814802.0
2024-09-18,2757209317.89,2288513521.26,530063343.25,1989485780.65,477000000.0,223662320.0,416550000.0,10554814571.75,13323207114.81,686417307.0,21581931188.0
2024-09-19,2715433801.72,2414527018.42,556845999.62,2098471588.1,502400000.0,234964760.0,437600000.0,11148804526.05,14023818368.57,721038188.0,22672544214.0
2024-09-20,2933394358.7,2410682914.91,557637244.79,2092677585.6,498800000.0,233121150.0,441460000.0,11062394106.75,13926814532.37,715388387.0,22494668895.0
2024-09-21,2955606948.8881497,2429193575.2278786,561918993.660546,2112552583.6995544,502577073.778295,234886419.0797668,444802872.762872,11085260656.537458,14052755559.496227,720805535.9798616,22669900097.326805
2024-09-22,2963960389.3818173,2436059212.076479,563507146.9424195,2118523297.1952431,503997508.8198583,235550279.24740228,446060020.4125062,11116590960.888657,14092472903.300167,722842750.7572118,22733972101.7358
2024-09-23,2932394606.83,2428861430.14,561838448.65,2122462810.3,505800000.0,234874520.0,444780000.0,11192673908.25,14029315873.96,727907491.0,22663908067.0
2024-09-24,2954507253.7,2465746799.59,566340381.77,2164657791.82,513800000.0,236756820.0,448350000.0,11339783242.93,14215551142.71,733793327.0,22857187555.0
2024-09-25,2978201672.3,2444335125.18,560943465.9,2129291685.88,504800000.0,234500300.0,444080000.0,11229209876.05,13954642569.24,726792881.0,22737308875.0
2024-09-26,2902432002.62,2565505324.8,581795531.48,2181697777.19,517200000.0,241291010.0,456940000.0,11570999448.38,14306059842.44,747859553.0,23585461016.0
2024-09-27,3099981918.31,2605092828.92,591095454.07,2216357588.02,531300000.0,243799280.0,467410000.0,11652594625.93,14505374890.21,777931872.0,23924995476.0
2024-09-28,3137816453.334115,2610204047.041141,592255094.9987828,2225459266.1991453,537784390.6649646,246774793.6132772,473114629.4147828,11758293054.57515,14559592269.261942,787426342.1120638,24086413730.80774
2024-09-29,3124947247.030765,2599498750.898176,589826064.1376402,2216331933.5962496,535578761.8867628,245762689.8855077,471174232.37065285,11710068468.674408,14499878643.754402,784196850.4588586,23987627510.511063
2024-09-30,3335290908.52,2500261971.94,569584321.16,2142085602.93,516600000.0,234922080.0,450390000.0,11440000000.0,14030278653.11,760345455.0,23160700566.0
2024-10-01,3204436114.26,2407068692.98,555798723.0,2084056075.02,502600000.0,229235150.0,439490000.0,11010000000.0,13650931230.92,742029098.0,22670470355.0
2024-10-02,3042552390.26,2336792552.29,542225649.61,2030674009.95,489800000.0,223637090.0,428760000.0,10750000000.0,13306295205.03,708555844.0,22156592689.0
2024-10-03,2907986285.7,2355706250.53,546000000.0,2059898249.5,496800000.0,225192150.0,431740000.0,10810000000.0,13464142580.04,713509830.0,22296870530.0
2024-10-04,2870254312.87,2431823754.47,560000000.0,2105222537.61,510200000.0,231005930.0,442890000.0,11090000000.0,13766566340.71,731906058.0,22909518380.0
2024-10-05,2934762855.9721904,2421543148.3084087,560360443.0822746,2095715080.1023111,521666669.3358985,236197755.0184309,452843884.3297639,11097132283.55846,13697839387.31236,748355535.4051743,22813205172.098007
2024-10-06,2968787233.4446387,2449617477.3725786,566857020.888301,2120011898.7754104,527714648.1823528,238936130.1340004,458093961.4271931,11225787659.208023,13856646241.81594,757031647.4012105,23077691654.38816
2024-10-07,2949666680.84,2480044923.06,568170000.0,2138778278.79,518300000.0,234338110.0,449280000.0,11360000000.0,13958456138.65,747726143.0,23240026303.0
2024-10-08,3004907783.7,2434713789.13,557780000.0,2099896504.03,511400000.0,230053000.0,441070000.0,11090000000.0,13709392441.77,739394453.0,22911172326.0
2024-10-09,2949983021.68,2381954381.22,547980000.0,2057744227.1,501100000.0,226008090.0,433310000.0,10910000000.0,13427403594.18,726364873.0,22547229493.0
2024-10-10,2853663158.08,2316576008.11,534350000.0,2013920947.15,490500000.0,220387100.0,422530000.0,10600000000.0,13137145985.65,703724419.4608778,22000022444.0
2024-10-11,2752415569.46,2493772653.97,566270000.0,2107119777.46,518600000.0,233552220.0,447770000.0,11350000000.0,13868325661.2,750665641.0,23302753510.0
2024-10-12,2885462432.827093,2500178942.380612,573030903.1314787,2110897238.0827043,543668201.0268677,244841715.090229,469414404.7520217,11485483999.591984,13896738053.266617,786951477.9662126,23364129706.160686
2024-10-13,2868195750.954572,2485217806.885888,569601871.3773552,2098265574.3809364,540414876.4420319,243376575.9307345,466605416.80574965,11416754566.09921,13813579613.114471,782242339.9561088,23224318149.34574
2024-10-14,3014106123.93,2707994272.56,594950000.0,2201276581.43,550000000.0,244227220.0,468240000.0,12120000000.0,14470343624.9,800065624.0,24367898321.0
2024-10-15,3221376115.99,2744815254.94,602880000.0,2241445471.42,563900000.0,247480990.0,480290000.0,12310000000.0,14735812244.58,821971884.0,24773115803.0
2024-10-16,3278988601.9,2798441134.83,613730000.0,2280049079.64,570200000.0,254027840.0,487410000.0,12500000000.0,14913913630.03,841833235.0,25433466822.0
2024-10-17,3339118803.26,2761193450.61,605560000.0,2249715622.2,569000000.0,250644620.0,492560000.0,12350000000.0,14704724978.98,836260076.0,25482918353.0
2024-10-18,3394874555.33,2874263247.85,624510000.0,2309561890.27,584100000.0,257643460.0,510300000.0,12710000000.0,15153895108.27,859597001.0,26512126763.0
2024-10-19,3444611523.9781203,2858597373.2556014,611341114.343751,2302355127.682672,592657418.3240474,261418094.99872145,517776206.83291554,12709729784.825514,15101719737.26928,872190617.427683,26440151984.31872
2024-10-20,3473520642.196619,2882588330.9665885,616471832.9816488,2321677787.4670405,597631332.8714892,263612062.75391403,522121676.1172928,12816396989.04202,15228461867.157751,879510531.8774735,26662052617.847054
2024-10-21,3599546646.4,2802335767.18,613670000.0,2280327563.79,592600000.0,253169770.0,501440000.0,12490000000.0,14954756839.27,867567722.0,26121025140.0
2024-10-22,3531052783.7,2798040891.67,612720000.0,2270343589.2,590000000.0,252779980.0,500670000.0,12490000000.0,14888569913.42,858645913.0,26409352896.0
2024-10-23,3390902292.18,2717187864.63,600530000.0,2235131855.96,580900000.0,247750920.0,490710000.0,12250000000.0,14644343928.09,845407626.0,25926097077.0
2024-10-24,3224428877.0,2823500548.0,617480000.0,2303116601.44,597300000.0,254742370.0,504560000.0,12600000000.0,15054186475.08,855535886.3114134,26984156510.0
2024-10-25,3315099573.43,2777801138.35,606920000.0,2251020062.76,583800000.0,250386970.0,495930000.0,12420000000.0,14718624178.82,848649773.0,26685538797.0
2024-10-26,3258904306.534486,2785605337.661156,613854893.0184048,2260898356.242857,573903830.1357764,246142580.704061,487523339.8346167,12561884850.791449,14783066399.445677,834264053.1773561,27056930680.264416
2024-10-27,3303660232.6251054,2823861246.667141,622285224.6998872,2291948239.9499407,581785496.790786,249522961.9959131,494218706.2868747,12734402585.912909,14986088570.375849,845721358.0847751,27428515076.69386
2024-10-28,3291817289.44,2932002494.54,632150000.0,2354712509.28,609000000.0,260797070.0,516550000.0,12990000000.0,15348030012.51,895722276.0,28099144633.0
2024-10-29,3488498409.79,3127616689.79,663000000.0,2475137533.94,634400000.0,273528140.0,541770000.0,13740000000.0,15996624665.2,939372924.0,29801380894.0
2024-10-30,3671179443.44,3056559941.87,659107929.0,2480321181.41,628300000.0,269400660.0,533590000.0,13560000000.0,15822427126.14,941601570.0,29984894800.0
2024-10-31,3622624116.91,2918466675.73,647276975.0,2424028703.95,619100000.0,263789800.0,522480000.0,13009418699.2,15408939437.15,926115650.0,30214325368.0
2024-11-01,3453006576.05,2856932880.98,638142505.9505254,2397962523.19,612400000.0,258735180.0,512470000.0,12729985676.2,15227362576.24,894585348.0,29948113555.0
2024-11-02,3402787135.936046,2866761429.13738,636225889.4469217,2401005230.338915,603493449.7452294,254972213.6305485,505016799.5845453,12787318981.865211,15234441368.93574,881574778.154283,30055961889.04658
2024-11-03,3378449100.6585627,2846257254.762899,631675358.5076574,2383832322.465753,599177033.7359779,253148554.82316,501404726.2478952,12695859184.924532,15125478816.57558,875269418.1087284,29840990152.19326
2024-11-04,3362743437.65,2714511012.88,633214671.01,2344108550.25,595300000.0,253061730.0,501230000.0,13011065281.5,14785571400.65,869308802.0,29291392751.0
2024-11-05,3150815036.49,2809157722.7,613593329.1,2327026693.48,614400000.0,260085900.0,497040000.0,14216735213.3,15192276861.44,877699126.0,30144058856.0
2024-11-06,3225813352.43,3173691536.35,629346526.8,2554292569.96,674400000.0,284491680.0,537080000.0,14147994220.8,16676829868.8,955511259.0,32924762137.0
2024-11-07,3655528349.63,3217581663.72,685820456.53,2676299678.12,677700000.0,287226340.0,542250000.0,14084983612.7,16791752263.13,982210719.0,33171486377.0
2024-11-08,3708297245.49,3245082660.34,703265445.05,2700631357.67,678700000.0,287626300.0,543000000.0,16345748155.2,16834719704.85,987851141.0,34339165805.0
2024-11-09,3745978182.037334,3238897590.9252853,710335660.8848329,2697730020.6972246,685596442.9148204,290548943.8161823,548517558.3849827,14226585588.689278,16801035805.57787,997888945.2418516,34480947592.55733
2024-11-10,3933520479.693178,3401052912.327543,745898596.7791287,2832791802.146667,719920810.5220523,305095268.92988867,575979075.298609,14938839216.298292,17642179214.550556,1047848228.6390232,36207235313.04318
2024-11-11,3712978698.24,3721397733.03,706418278.15,3064441153.17,770200000.0,326058850.0,635760000.0,17043433395.2,19097553507.12,1134763726.0,39161249870.0
2024-11-12,4317781716.67,3828763801.07,800803010.93,3183907516.87,801900000.0,335464340.0,664480000.0,17268852223.8,19649831398.82,1167530448.0,41069179503.0
2024-11-13,4436989678.98,3885161178.61,823901355.56,3204803123.32,803200000.0,339323110.0,672120000.0,16944824844.3,19691819598.85,1191422790.0,42328828425.0
2024-11-14,4502523427.07,3672372519.0,833377732.29,3184930027.59,783300000.0,330687130.0,655020000.0,17542560578.0,19200791070.44,1165794662.0,41476502185.0
2024-11-15,4226245734.12,3778831986.8,812169473.87,3323928530.65,818600000.0,340941610.0,675330000.0,17802453827.1,19987091889.79,1204538809.0,42893124057.0
2024-11-16,4382166965.725561,3762018967.9664745,839386017.4732862,3290637164.8588,848801061.0503385,353520156.4269435,700245327.0723532,18130427815.21872,19794795634.63468,1248978531.2106369,42705419298.631775
2024-11-17,4345168685.332349,3730256546.83783,832299149.3837047,3262854582.074985,841634702.5111911,350535414.4090248,694333212.5505438,17977354083.1581,19627669780.01875,1238433506.7366133,42344860905.97389
2024-11-18,4248734040.27,3815489336.13,835677585.36,3278688392.38,819400000.0,342043620.0,677520000.0,17922075272.4,19981254895.18,1200443714.0,43031816376.0
2024-11-19,4275771080.53,3944706200.83,838378405.03,3369569670.8,828200000.0,348896640.0,691100000.0,17984767769.4,20211656136.57,1232816398.0,43985101902.0
2024-11-20,4628795051.09,4003716971.36,855173849.63,3448556949.81,844200000.0,353296320.0,699810000.0,18822465645.5,20613908780.41,1256413060.0,44758634317.0
2024-11-21,4690956853.69,4241826358.7,873832514.08,3599147038.22,878800000.0,368306110.0,729550000.0,19283598628.7,21476956359.45,1309733736.0,47313346647.0
2024-11-22,4907094653.48,4287002690.87,918212797.2920924,3647914439.58,888300000.0,372226590.0,743080000.0,18545254576.5,21677134906.31,1329202694.0,48431885460.0
2024-11-23,4872806425.67829,4214224179.2177806,906628978.7106878,3585511726.715552,882093020.7138343,369625664.9092872,737887744.0395898,19143911551.139183,21325376437.8656,1319914912.1913774,48119122205.90069
2024-11-24,4889591545.689653,4228740712.89952,909751999.5910668,3597862565.098526,885131523.7694541,370898896.513992,740429510.171187,19209855654.96803,21398834928.01016,1324461559.0865157,48284875812.859344
2024-11-25,4639602702.638857,3814856641.02,926836529.59,3492073258.77,852400000.0,355596690.0,709880000.0,18115848345.6,20642288777.29,1275272336.0,46758452275.0
2024-11-26,4586081845.786038,3676362544.07,885434458.04,3343716629.11,807900000.0,342080010.0,682890000.0,19270658225.0,19646744774.32,1219287826.0,45238782159.0
2024-11-27,4451211895.29,3951154040.38,848810443.83,3558567959.35,855700000.0,363179200.0,725020000.0,19129471734.0,20826359741.56,1294227606.0,48029017829.0
2024-11-28,4627288556.093379,3898453972.365468,901155349.41,3522394826.8981147,889548934.7855304,377545487.5145533,753699624.9466928,20062052941.75553,20618404416.14923,1345423390.2375474,47394930495.93304
2024-11-29,4725743938.8,3998647999.96,913965903.9268428,3598854905.05,862800000.0,365154880.0,731790000.0,18817743779.0,20994827193.77,1301343109.0,48290323410.0
2024-11-30,4766176473.075865,3958847492.513855,905149123.185284,3565699247.946633,870181948.4498892,368279075.8432497,738051045.9262651,19289007550.31439,20800237270.00147,1312477146.185324,47952948934.77147
2024-12-01,4805612563.109615,3991603616.217329,912638468.6842494,3595202401.5477734,877381970.0728123,371326274.5515946,744157795.7835293,19448607817.470463,20972341688.362164,1323336787.4924788,48349719138.78263
2024-12-02,4759297768.14,3935552138.88,906056746.13,3543887550.16,847600000.0,359384510.0,720230000.0,18791240852.4,20616604818.81,1313314892.0,47662613376.0
2024-12-03,4701440317.17,3926590290.39,891741532.35,3548969614.47,847100000.0,357850720.0,722700000.0,19549769727.2,20587974147.1,1296960427.0,47796091569.0
2024-12-04,4587944661.03,4057267043.85,887936523.25,3673952522.78,876400000.0,369170740.0,745560000.0,19566506244.3,21296733216.5,1354844856.0,50023532306.0
2024-12-05,4732760659.6,4054842640.81,916024265.57,3733987825.28,878000000.0,369877330.0,746990000.0,20232561479.7,21236953904.8,1357172315.0,50692143186.0
2024-12-06,4754173702.77,4179833470.19,917777472.62,3922827251.94,899400000.0,381276680.0,770020000.0,19238383710.0,21607129959.93,1399158264.0,53048710694.0
2024-12-07,4890436366.118642,4097272435.498051,947843548.2302672,3853977961.6399336,925178325.0676148,392204716.0358412,792090078.5662173,20895373266.889847,21224397994.094982,1439260509.6379468,52254660446.75981
2024-12-08,4961676322.747165,4156958215.81458,961650973.2147456,3910119623.095068,938655581.2503335,397918039.9333712,803628611.8623217,21199760314.144577,21533578009.817352,1460226502.978359,53015864450.89653
2024-12-09,4925617568.2,3934926939.3,946061567.73,3721858102.45,852200000.0,362485680.0,732070000.0,19195998984.0,20426753034.36,1330066959.0,50678672385.0
2024-12-10,4648675065.37,3914124004.1,899438243.66,3740175792.16,854400000.0,360566710.0,728190000.0,20462001672.4,20468792777.28,1323204851.0,50802389979.0
2024-12-11,4828918214.26613,4138003781.05,883641730.75,3937661783.03,885700000.0,380069400.0,767590000.0,20323811451.9,21447153077.37,1389017065.0,53861859563.0
