date,Exchange Outflow (Total)
2020-10-19,391866288.260156
2020-10-20,383566006.152082
2020-10-21,492106102.411557
2020-10-22,555412841.949373
2020-10-23,418938681.784068
2020-10-24,251736127.77094
2020-10-25,220271796.47041
2020-10-26,500531172.5645
2020-10-27,590426729.700957
2020-10-28,539266492.840086
2020-10-29,398562723.485663
2020-10-30,503071874.792526
2020-10-31,276371625.889714
2020-11-01,226617696.320765
2020-11-02,753414399.358959
2020-11-03,594440911.939969
2020-11-04,500428160.792097
2020-11-05,702210121.663901
2020-11-06,667062775.71136
2020-11-07,394032943.43908
2020-11-08,255290894.813614
2020-11-09,501887389.367697
2020-11-10,435474856.459695
2020-11-11,571013417.11854
2020-11-12,541554968.503403
2020-11-13,482558492.187067
2020-11-14,262345378.961822
2020-11-15,229888331.41484
2020-11-16,562315466.210126
2020-11-17,618800098.078886
2020-11-18,665872190.737644
2020-11-19,495574683.728752
2020-11-20,679812001.127892
2020-11-21,433009572.368453
2020-11-22,381611545.806521
2020-11-23,714342093.125967
2020-11-24,730294777.445129
2020-11-25,756212185.204857
2020-11-26,917888484.855582
2020-11-27,596923467.374774
2020-11-28,337536462.458516
2020-11-29,294155389.104366
2020-11-30,905611385.158656
2020-12-01,952132661.812516
2020-12-02,556658960.68026
2020-12-03,689114146.71386
2020-12-04,526603830.278725
2020-12-05,295707134.346151
2020-12-06,291347672.953843
2020-12-07,526137806.254104
2020-12-08,513069867.052034
2020-12-09,602038872.588092
2020-12-10,500710601.620373
2020-12-11,511566274.446932
2020-12-12,294201091.825776
2020-12-13,342930929.729954
2020-12-14,624570934.007715
2020-12-15,714063863.990086
2020-12-16,792386643.457183
2020-12-17,1092112114.890305
2020-12-18,678242825.248396
2020-12-19,502214138.904592
2020-12-20,362942959.838852
2020-12-21,710861494.834128
2020-12-22,813501031.344044
2020-12-23,834335352.076379
2020-12-24,622785087.951525
2020-12-25,488449324.947474
2020-12-26,524472265.004775
2020-12-27,647870229.089005
2020-12-28,919469124.454964
2020-12-29,813586427.272299
2020-12-30,799304955.438637
2020-12-31,732597628.235839
2021-01-01,685189657.075801
2021-01-02,733265830.308388
2021-01-03,870673052.048477
2021-01-04,1193672332.503203
2021-01-05,1014561844.283791
2021-01-06,1330980018.375592
2021-01-07,1238502727.730186
2021-01-08,1145264262.030747
2021-01-09,906722453.489629
2021-01-10,850746698.987297
2021-01-11,1586220870.631027
2021-01-12,1288614853.652286
2021-01-13,1068177914.977177
2021-01-14,1119556278.423481
2021-01-15,840097285.951198
2021-01-16,646529813.322799
2021-01-17,570089940.09141
2021-01-18,744755910.257113
2021-01-19,1213456154.400243
2021-01-20,1180890462.641076
2021-01-21,1135098977.235089
2021-01-22,1137727725.594651
2021-01-23,631101569.749374
2021-01-24,515954924.788236
2021-01-25,1253559666.834609
2021-01-26,988051079.708957
2021-01-27,982382863.933603
2021-01-28,1556409971.9206
2021-01-29,1542468526.633919
2021-01-30,664562508.112203
2021-01-31,535205478.318165
2021-02-01,1032115392.205665
2021-02-02,1238000873.647905
2021-02-03,1402871883.361392
2021-02-04,1332429654.98403
2021-02-05,1297715897.815524
2021-02-06,941249466.30191
2021-02-07,950444073.545227
2021-02-08,1561208854.911746
2021-02-09,1304555335.408854
2021-02-10,1087341561.407435
2021-02-11,939800783.597974
2021-02-12,1063839076.965305
2021-02-13,729795139.847176
2021-02-14,760235322.535284
2021-02-15,1059381225.794601
2021-02-16,1016147638.698605
2021-02-17,1158120949.379493
2021-02-18,1233752886.970072
2021-02-19,1223603351.375108
2021-02-20,1179867254.143517
2021-02-21,842259351.038728
2021-02-22,1372205741.242797
2021-02-23,1621779936.482506
2021-02-24,1297151606.012168
2021-02-25,1106775477.422177
2021-02-26,1165629039.993938
2021-02-27,584367120.973371
2021-02-28,820824926.516923
2021-03-01,1215405774.287586
2021-03-02,1099284576.595492
2021-03-03,1140660857.170424
2021-03-04,1143944486.414477
2021-03-05,1056853660.046607
2021-03-06,735597543.781507
2021-03-07,1219643261.434727
2021-03-08,1398448846.97081
2021-03-09,1425569201.545104
2021-03-10,1263335997.658881
2021-03-11,1279524705.681173
2021-03-12,1404278851.942429
2021-03-13,1016799999.157622
2021-03-14,732922622.367618
2021-03-15,1541511433.599184
2021-03-16,1351067102.438492
2021-03-17,1146729031.535613
2021-03-18,1317605832.749937
2021-03-19,1224341545.322354
2021-03-20,809946106.103706
2021-03-21,827693575.491228
2021-03-22,1181504686.76976
2021-03-23,1059391013.487662
2021-03-24,1143004179.575965
2021-03-25,1211376954.793591
2021-03-26,976142075.36001
2021-03-27,637233429.037219
2021-03-28,548789384.637279
2021-03-29,1242375143.828223
2021-03-30,1071116156.425562
2021-03-31,1122391551.597189
2021-04-01,1329758808.944559
2021-04-02,1021906370.540887
2021-04-03,861553430.256327
2021-04-04,594014635.241549
2021-04-05,959689203.455739
2021-04-06,1207848956.962182
2021-04-07,1725221189.851424
2021-04-08,1040704103.72187
2021-04-09,1236916991.696803
2021-04-10,874622236.658419
2021-04-11,625915331.391483
2021-04-12,1458754924.560275
2021-04-13,1887769875.451949
2021-04-14,1414164461.535579
2021-04-15,1140230959.005018
2021-04-16,1566845077.971591
2021-04-17,1053631261.306664
2021-04-18,1885605445.908035
2021-04-19,2113120612.007549
2021-04-20,1626256770.254619
2021-04-21,1630944744.915642
2021-04-22,1733301968.928048
2021-04-23,2325330378.240817
2021-04-24,721920959.135401
2021-04-25,642393807.825027
2021-04-26,1759433565.861206
2021-04-27,1314440534.064209
2021-04-28,1503985265.459804
2021-04-29,1445762998.232412
2021-04-30,1260402884.411897
2021-05-01,900650611.864328
2021-05-02,654720776.003745
2021-05-03,1295730933.721261
2021-05-04,1453924720.437872
2021-05-05,1699256713.645564
2021-05-06,1712976828.250298
2021-05-07,1765448516.216679
2021-05-08,1464634690.037467
2021-05-09,1374980456.750063
2021-05-10,2571682883.746325
2021-05-11,2124752252.762903
2021-05-12,2085756107.194343
2021-05-13,2223248480.0568
2021-05-14,2240797321.700195
2021-05-15,1365818365.789637
2021-05-16,1348737705.671191
2021-05-17,1861228212.144221
2021-05-18,1658497327.399331
2021-05-19,3305628959.617395
2021-05-20,2504651639.298664
2021-05-21,2038048358.466513
2021-05-22,1250889290.705323
2021-05-23,2111327706.738318
2021-05-24,1726043660.565099
2021-05-25,1555838380.769673
2021-05-26,1427032514.410819
2021-05-27,1358712585.935051
2021-05-28,1272431001.247613
2021-05-29,1047916453.620659
2021-05-30,793284321.940685
2021-05-31,1187469955.920372
2021-06-01,1025001707.752175
2021-06-02,939494364.794646
2021-06-03,1163192892.629603
2021-06-04,954650130.423661
2021-06-05,493416660.651083
2021-06-06,444864643.455591
2021-06-07,1171028653.112846
2021-06-08,1217492177.469066
2021-06-09,1034722974.518359
2021-06-10,959941952.100434
2021-06-11,765223454.575819
2021-06-12,553826487.25329
2021-06-13,467694118.533486
2021-06-14,816396486.653585
2021-06-15,1039468814.570114
2021-06-16,868927343.924888
2021-06-17,1076732890.834278
2021-06-18,983243605.833008
2021-06-19,583217134.089152
2021-06-20,619654956.100476
2021-06-21,1686635221.66331
2021-06-22,1422042148.609669
2021-06-23,1070938109.740645
2021-06-24,1117424508.059429
2021-06-25,879028358.148847
2021-06-26,517270087.63024
2021-06-27,515620855.827324
2021-06-28,985424907.052191
2021-06-29,1273555303.370602
2021-06-30,950979570.407161
2021-07-01,829424532.218942
2021-07-02,842682943.053535
2021-07-03,438617875.234055
2021-07-04,449993666.931184
2021-07-05,718113186.54995
2021-07-06,956169158.866744
2021-07-07,889772653.1605
2021-07-08,868596235.126842
2021-07-09,901597248.69347
2021-07-10,466502903.137257
2021-07-11,376582811.792034
2021-07-12,1055395492.481323
2021-07-13,1180751739.889677
2021-07-14,783499438.818251
2021-07-15,821901995.912013
2021-07-16,812914692.625505
2021-07-17,432410939.855526
2021-07-18,403568781.254851
2021-07-19,909524539.340401
2021-07-20,844393894.991485
2021-07-21,916940232.322717
2021-07-22,715666889.032548
2021-07-23,619019718.644095
2021-07-24,526743273.12817
2021-07-25,466303758.88706
2021-07-26,1736875686.821962
2021-07-27,977858357.321715
2021-07-28,1033367342.520952
2021-07-29,949813662.909998
2021-07-30,995871412.802941
2021-07-31,566249967.848617
2021-08-01,513231934.799333
2021-08-02,832744038.138946
2021-08-03,1003610721.732252
2021-08-04,874213126.540206
2021-08-05,975208927.034805
2021-08-06,939077928.146164
2021-08-07,773364048.824293
2021-08-08,647427294.547435
2021-08-09,1078062092.026975
2021-08-10,950100592.214942
2021-08-11,1361587162.914341
2021-08-12,1008185539.961314
2021-08-13,1189994202.633877
2021-08-14,783210955.819828
2021-08-15,575694135.44398
2021-08-16,1305345642.406412
2021-08-17,1099745108.052825
2021-08-18,968767429.912485
2021-08-19,1241970715.372466
2021-08-20,1151328399.874147
2021-08-21,726608788.087603
2021-08-22,551651420.666031
2021-08-23,1478572716.89792
2021-08-24,1609608580.563349
2021-08-25,962996630.084553
2021-08-26,980486240.372883
2021-08-27,893682490.161652
2021-08-28,431989280.864144
2021-08-29,477020196.153637
2021-08-30,948543011.024808
2021-08-31,1361414532.810191
2021-09-01,1186943401.538433
2021-09-02,1464146996.942215
2021-09-03,1278269032.377161
2021-09-04,650882490.767579
2021-09-05,660692850.661652
2021-09-06,965158096.153894
2021-09-07,1747057297.73454
2021-09-08,1680073357.104169
2021-09-09,1346273642.390673
2021-09-10,1101340789.891284
2021-09-11,612211319.103114
2021-09-12,530407528.675521
2021-09-13,1095360507.932929
2021-09-14,871949696.178484
2021-09-15,1211532471.937452
2021-09-16,963901057.682956
2021-09-17,893039538.85023
2021-09-18,525440442.398075
2021-09-19,507063111.743719
2021-09-20,1239034148.539479
2021-09-21,1043833514.187384
2021-09-22,987952294.969152
2021-09-23,1805114718.190151
2021-09-24,1684744069.288531
2021-09-25,670845660.185493
2021-09-26,970580472.430823
2021-09-27,1316665905.286102
2021-09-28,1104107975.881062
2021-09-29,970544738.774925
2021-09-30,1487807934.67868
2021-10-01,978662173.160587
2021-10-02,505009506.850957
2021-10-03,455100583.126928
2021-10-04,940147022.153772
2021-10-05,1359327046.389505
2021-10-06,1149372881.866452
2021-10-07,1585476802.187639
2021-10-08,1153800170.264088
2021-10-09,757428834.290363
2021-10-10,640051014.772899
2021-10-11,1151949692.402256
2021-10-12,1045970712.997957
2021-10-13,1307181564.828314
2021-10-14,1130028321.174624
2021-10-15,1534010422.314949
2021-10-16,1004697438.431234
2021-10-17,487785362.225808
2021-10-18,1276020644.276647
2021-10-19,1215130243.491982
2021-10-20,1377298832.198374
2021-10-21,1509361427.220874
2021-10-22,1496043725.805704
2021-10-23,626189230.887803
2021-10-24,646814161.543043
2021-10-25,1238362055.814055
2021-10-26,1389761465.178063
2021-10-27,1777232823.476966
2021-10-28,1776446794.460052
2021-10-29,1993900808.806372
2021-10-30,1057510684.252377
2021-10-31,907223387.719084
2021-11-01,1479895765.053864
2021-11-02,1597172296.225647
2021-11-03,1470156851.433658
2021-11-04,1611841594.779745
2021-11-05,1424288950.87736
2021-11-06,939814945.548734
2021-11-07,918427886.292772
2021-11-08,2212222076.299273
2021-11-09,1737631373.899545
2021-11-10,1831565240.034186
2021-11-11,1428604621.784526
2021-11-12,1451119099.24294
2021-11-13,1014661201.581367
2021-11-14,629479627.761695
2021-11-15,1413021068.304567
2021-11-16,1754019164.67099
2021-11-17,1818087979.168137
2021-11-18,1753208336.850457
2021-11-19,1631004371.194418
2021-11-20,801758011.565779
2021-11-21,937266231.422638
2021-11-22,1702744782.098867
2021-11-23,1307152932.611461
2021-11-24,1523606503.16653
2021-11-25,1190830627.553596
2021-11-26,1404070623.775958
2021-11-27,733519033.634607
2021-11-28,793536492.672491
2021-11-29,1115516297.429796
2021-11-30,1322513895.341769
2021-12-01,1431636472.826035
2021-12-02,1637765987.058675
2021-12-03,1332562197.286514
2021-12-04,1979551800.751
2021-12-05,1260281225.999811
2021-12-06,2444731707.0999
2021-12-07,1797446740.226835
2021-12-08,1102643954.480473
2021-12-09,1192265691.611282
2021-12-10,1154172443.55708
2021-12-11,556584262.317754
2021-12-12,586788608.253125
2021-12-13,1149667883.236026
2021-12-14,1104002403.986398
2021-12-15,1250484565.520969
2021-12-16,1355231533.392347
2021-12-17,882349011.269892
2021-12-18,541716614.074942
2021-12-19,542133959.694206
2021-12-20,1247939087.785363
2021-12-21,1051260448.38314
2021-12-22,1124355737.49473
2021-12-23,1398471073.345119
2021-12-24,1108781064.072523
2021-12-25,755234412.939254
2021-12-26,770326068.629038
2021-12-27,945704797.003631
2021-12-28,1120031586.866966
2021-12-29,1806845340.212503
2021-12-30,2046535575.340284
2021-12-31,1300140591.251168
2022-01-01,471440291.465746
2022-01-02,598945939.28601
2022-01-03,895255496.011058
2022-01-04,1042627323.804252
2022-01-05,1421148966.733028
2022-01-06,1148362894.399079
2022-01-07,1722451677.918266
2022-01-08,530538578.26601
2022-01-09,436353458.419449
2022-01-10,931325757.174125
2022-01-11,847375632.861119
2022-01-12,996993250.549136
2022-01-13,909223012.725688
2022-01-14,855560402.284002
2022-01-15,443477906.257187
2022-01-16,540118993.540549
2022-01-17,743704370.609951
2022-01-18,853146076.346333
2022-01-19,1026197887.831585
2022-01-20,1022115920.134487
2022-01-21,1293648237.740741
2022-01-22,1573797512.347684
2022-01-23,849695892.914002
2022-01-24,1336703105.829505
2022-01-25,1246391336.177594
2022-01-26,1126790696.589189
2022-01-27,1128987167.090468
2022-01-28,1775880818.15927
2022-01-29,483106331.487652
2022-01-30,512182742.651393
2022-01-31,870450266.269848
2022-02-01,587799934.995059
2022-02-02,605391211.043285
2022-02-03,862474000.98388
2022-02-04,788104792.795125
2022-02-05,433753071.382376
2022-02-06,306326913.43904
2022-02-07,1040843659.51196
2022-02-08,865350893.46119
2022-02-09,1061555722.672698
2022-02-10,1188246162.645094
2022-02-11,901674347.978853
2022-02-12,449256088.371226
2022-02-13,322301806.375295
2022-02-14,1089974962.747826
2022-02-15,773217649.367984
2022-02-16,836883843.56941
2022-02-17,758420709.988578
2022-02-18,800484887.270554
2022-02-19,361742442.255193
2022-02-20,361844789.056851
2022-02-21,929462692.420622
2022-02-22,976861096.183542
2022-02-23,855363649.950552
2022-02-24,1351861047.490396
2022-02-25,933366214.661005
2022-02-26,475586407.753367
2022-02-27,449473780.230402
2022-02-28,1420079765.288324
2022-03-01,1321569850.661233
2022-03-02,972471296.499375
2022-03-03,1176194914.582919
2022-03-04,1077005438.084264
2022-03-05,490473616.218481
2022-03-06,534892173.961442
2022-03-07,993309703.432506
2022-03-08,1035565741.285259
2022-03-09,882636589.941416
2022-03-10,932474611.263459
2022-03-11,868392650.405211
2022-03-12,460667544.789481
2022-03-13,460572160.975141
2022-03-14,957009001.659999
2022-03-15,851612792.862411
2022-03-16,847327803.181403
2022-03-17,880758512.655885
2022-03-18,750748448.293621
2022-03-19,448387954.352323
2022-03-20,666499927.022897
2022-03-21,712176099.820701
2022-03-22,888640765.330656
2022-03-23,1035226912.013383
2022-03-24,1485288498.956478
2022-03-25,1368929763.078143
2022-03-26,595508233.382192
2022-03-27,457952425.349304
2022-03-28,948859484.944404
2022-03-29,954376129.767003
2022-03-30,1000125024.797413
2022-03-31,933470045.27861
2022-04-01,810881375.288101
2022-04-02,519614148.880092
2022-04-03,375038725.192449
2022-04-04,799695254.787834
2022-04-05,842087052.474393
2022-04-06,1274226505.721694
2022-04-07,837619855.794261
2022-04-08,868046355.951592
2022-04-09,507738895.281316
2022-04-10,306524768.936695
2022-04-11,1100250392.75915
2022-04-12,958957919.075213
2022-04-13,853043529.791534
2022-04-14,797027303.067464
2022-04-15,610597885.908805
2022-04-16,309623756.779892
2022-04-17,253410499.221826
2022-04-18,625986147.25013
2022-04-19,776875173.326121
2022-04-20,980114536.899035
2022-04-21,901888338.070252
2022-04-22,850809191.074232
2022-04-23,404050588.625495
2022-04-24,675055851.921981
2022-04-25,940463300.101068
2022-04-26,868886392.645146
2022-04-27,715993150.439035
2022-04-28,903587112.098675
2022-04-29,779280328.750046
2022-04-30,422249047.622264
2022-05-01,392364686.887131
2022-05-02,800841217.521484
2022-05-03,660904689.318006
2022-05-04,818875093.059483
2022-05-05,938625890.995287
2022-05-06,1010297230.234017
2022-05-07,631277425.672763
2022-05-08,806052724.907277
2022-05-09,2106479983.076844
2022-05-10,2007834434.808931
2022-05-11,3885084343.2489
2022-05-12,4442920498.585975
2022-05-13,4220783793.889181
2022-05-14,710489748.502085
2022-05-15,374043544.840407
2022-05-16,1344831793.539528
2022-05-17,2022161635.629243
2022-05-18,929226847.821661
2022-05-19,904787806.714639
2022-05-20,1244727798.572557
2022-05-21,255565113.935904
2022-05-22,329373860.136867
2022-05-23,626057913.73664
2022-05-24,639302340.851594
2022-05-25,677934621.697531
2022-05-26,893596410.601142
2022-05-27,1036718916.651041
2022-05-28,234855625.637379
2022-05-29,191352508.07889
2022-05-30,482436355.608997
2022-05-31,804512564.484316
2022-06-01,654144090.50981
2022-06-02,782770978.692922
2022-06-03,565964282.706748
2022-06-04,282768647.360344
2022-06-05,576296063.470438
2022-06-06,706269275.746475
2022-06-07,684559696.521572
2022-06-08,608053643.769094
2022-06-09,604609679.10592
2022-06-10,525594416.767678
2022-06-11,420434417.229018
2022-06-12,536497489.603692
2022-06-13,2615124016.961482
2022-06-14,1850898394.013447
2022-06-15,1555488634.109644
2022-06-16,1100930215.851274
2022-06-17,1327686271.106522
2022-06-18,618792221.140893
2022-06-19,487479624.945295
2022-06-20,738805236.873321
2022-06-21,1012701607.954108
2022-06-22,1388774197.109637
2022-06-23,670027784.317952
2022-06-24,776707139.09564
2022-06-25,283121644.49491
2022-06-26,216155079.487052
2022-06-27,473572249.973857
2022-06-28,631463156.899843
2022-06-29,930784500.392805
2022-06-30,586622880.222908
2022-07-01,563990111.338275
2022-07-02,277187074.532652
2022-07-03,228336600.397998
2022-07-04,356871125.94707
2022-07-05,472671407.756283
2022-07-06,546013940.84029
2022-07-07,517624252.527028
2022-07-08,433984356.32676
2022-07-09,240063124.498521
2022-07-10,183607640.294777
2022-07-11,472964490.401439
2022-07-12,451373192.113981
2022-07-13,420388992.255429
2022-07-14,489304444.162399
2022-07-15,488014816.830623
2022-07-16,237945641.746283
2022-07-17,273292962.466922
2022-07-18,551743152.201532
2022-07-19,711669652.703953
2022-07-20,615334587.297823
2022-07-21,676893268.7538
2022-07-22,650599247.095547
2022-07-23,248535741.414986
2022-07-24,252938129.870864
2022-07-25,485661419.006202
2022-07-26,686495707.422495
2022-07-27,540114813.040431
2022-07-28,534127475.321678
2022-07-29,525896852.318736
2022-07-30,221068967.278649
2022-07-31,168994586.831476
2022-08-01,695341220.759378
2022-08-02,496951618.129392
2022-08-03,466241694.525419
2022-08-04,440147299.511341
2022-08-05,496030873.999093
2022-08-06,151180880.733974
2022-08-07,182703942.3031
2022-08-08,409364818.573969
2022-08-09,443747506.937614
2022-08-10,613354496.753569
2022-08-11,510465467.757791
2022-08-12,487762985.631666
2022-08-13,324392270.708315
2022-08-14,183766574.55641
2022-08-15,514232267.365589
2022-08-16,579451162.299868
2022-08-17,576935198.978608
2022-08-18,578208695.152311
2022-08-19,696580042.529918
2022-08-20,489422408.139378
2022-08-21,219673092.444046
2022-08-22,463940302.339876
2022-08-23,431227195.162717
2022-08-24,498080049.988145
2022-08-25,636987902.032912
2022-08-26,542263067.331767
2022-08-27,267419682.281034
2022-08-28,253827786.188737
2022-08-29,407051479.91217
2022-08-30,433050846.871705
2022-08-31,450563227.318896
2022-09-01,490104969.209533
2022-09-02,398130613.04966
2022-09-03,151684118.365153
2022-09-04,146694773.715124
2022-09-05,330333587.377782
2022-09-06,523891558.292899
2022-09-07,556948267.661178
2022-09-08,434874672.155936
2022-09-09,467219077.165059
2022-09-10,179976731.470856
2022-09-11,220153512.089796
2022-09-12,470954593.22442
2022-09-13,625632821.354289
2022-09-14,623385221.92186
2022-09-15,674861510.813286
2022-09-16,533805630.39505
2022-09-17,165230096.991405
2022-09-18,160723001.789247
2022-09-19,454623820.723045
2022-09-20,743998193.617932
2022-09-21,422746085.0941
2022-09-22,451796690.803087
2022-09-23,447914869.29672
2022-09-24,234415964.163036
2022-09-25,236095894.728118
2022-09-26,471029440.303188
2022-09-27,592693798.462968
2022-09-28,613033247.661417
2022-09-29,731608768.060209
2022-09-30,600997540.025888
2022-10-01,283145365.074021
2022-10-02,218920990.830407
2022-10-03,505686341.294762
2022-10-04,427395840.332035
2022-10-05,457346556.407357
2022-10-06,1100996465.374858
2022-10-07,542672028.130218
2022-10-08,338800098.717996
2022-10-09,177696597.283978
2022-10-10,417567847.011055
2022-10-11,545003636.941195
2022-10-12,466831036.535206
2022-10-13,613518348.185896
2022-10-14,637480473.696728
2022-10-15,112180807.181574
2022-10-16,152723113.803163
2022-10-17,469961230.902903
2022-10-18,553952397.445889
2022-10-19,534826328.099971
2022-10-20,492399900.997573
2022-10-21,482793824.166153
2022-10-22,142646034.4064
2022-10-23,156742907.680834
2022-10-24,450568675.861499
2022-10-25,664920690.040518
2022-10-26,642378427.947965
2022-10-27,533987754.178071
2022-10-28,580613579.325812
2022-10-29,416108036.121677
2022-10-30,311251686.371698
2022-10-31,833416804.317409
2022-11-01,922459932.252648
2022-11-02,632952603.966603
2022-11-03,708361147.086539
2022-11-04,735281772.652408
2022-11-05,885687246.546579
2022-11-06,365707709.724111
2022-11-07,1434142460.214911
2022-11-08,1777666976.986365
2022-11-09,2548115115.692978
2022-11-10,3141958354.06566
2022-11-11,2209904317.302888
2022-11-12,1743808607.652504
2022-11-13,1114687083.47633
2022-11-14,1049711438.931207
2022-11-15,813290387.715424
2022-11-16,1070338068.957866
2022-11-17,559044583.000387
2022-11-18,731911417.764432
2022-11-19,501419198.619659
2022-11-20,334398570.374178
2022-11-21,737614438.958918
2022-11-22,910824455.544571
2022-11-23,1234662597.966471
2022-11-24,1168999562.235292
2022-11-25,797801477.799893
2022-11-26,445534863.985118
2022-11-27,455806361.291378
2022-11-28,936220573.991015
2022-11-29,1004933712.812798
2022-11-30,729349745.727936
2022-12-01,527669920.217617
2022-12-02,747372225.487134
2022-12-03,230541167.864344
2022-12-04,138808480.416481
2022-12-05,499462542.985368
2022-12-06,669189360.08456
2022-12-07,539425963.853207
2022-12-08,502437520.335369
2022-12-09,477427321.671258
2022-12-10,212434866.399806
2022-12-11,235023369.075243
2022-12-12,847445022.703344
2022-12-13,2202832768.526544
2022-12-14,812217796.790605
2022-12-15,808319792.772669
2022-12-16,875658979.620923
2022-12-17,463173653.849573
2022-12-18,268783794.933401
2022-12-19,566626092.93188
2022-12-20,573666050.570521
2022-12-21,619408830.543408
2022-12-22,549243108.027882
2022-12-23,665558409.520931
2022-12-24,234704369.55331
2022-12-25,394483521.899478
2022-12-26,222269348.693759
2022-12-27,423077589.514174
2022-12-28,796242600.800579
2022-12-29,682171592.368756
2022-12-30,585650480.83609
2022-12-31,242971876.119119
2023-01-01,194432933.365094
2023-01-02,215118133.23313
2023-01-03,591975812.260393
2023-01-04,662483243.161113
2023-01-05,554222006.375796
2023-01-06,867289944.640755
2023-01-07,249398079.454875
2023-01-08,185271912.300631
2023-01-09,916669081.042816
2023-01-10,1189815768.601647
2023-01-11,1180341788.920501
2023-01-12,1147045775.837644
2023-01-13,1516270152.606235
2023-01-14,823139697.73486
2023-01-15,516604262.956
2023-01-16,821467207.160844
2023-01-17,876332565.317684
2023-01-18,1157794305.993995
2023-01-19,748451493.894087
2023-01-20,807675256.345236
2023-01-21,569082586.296774
2023-01-22,377583810.85794
2023-01-23,725757635.382252
2023-01-24,856047773.423022
2023-01-25,983807678.6878
2023-01-26,576019485.703143
2023-01-27,779723672.520555
2023-01-28,514926399.446841
2023-01-29,445406701.490532
2023-01-30,600890404.894861
2023-01-31,582476851.673287
2023-02-01,582529126.467753
2023-02-02,741297686.346113
2023-02-03,726248965.182478
2023-02-04,356398417.681688
2023-02-05,316721683.275669
2023-02-06,996481150.638969
2023-02-07,818404071.197032
2023-02-08,782093535.844853
2023-02-09,1053641143.137674
2023-02-10,834442796.024399
2023-02-11,402608475.239865
2023-02-12,246218855.956573
2023-02-13,1728301108.760946
2023-02-14,1192804665.095058
2023-02-15,957761373.465763
2023-02-16,1100287738.268459
2023-02-17,957944744.009853
2023-02-18,412334940.50623
2023-02-19,294624036.372586
2023-02-20,472997853.208307
2023-02-21,737724579.99267
2023-02-22,742225319.22594
2023-02-23,703423702.830984
2023-02-24,753336086.590845
2023-02-25,241853657.911558
2023-02-26,230384405.263138
2023-02-27,552778690.166378
2023-02-28,691646374.694427
2023-03-01,617829834.385092
2023-03-02,922636668.044274
2023-03-03,947428027.725348
2023-03-04,348920010.560543
2023-03-05,270953238.784748
2023-03-06,812740009.44598
2023-03-07,897449125.65273
2023-03-08,597122559.908914
2023-03-09,876519184.375147
2023-03-10,1457349168.490829
2023-03-11,2790452359.093316
2023-03-12,1163571034.606552
2023-03-13,1739981692.149349
2023-03-14,1541609403.426905
2023-03-15,1702826933.843968
2023-03-16,1397830095.906912
2023-03-17,1803109026.167835
2023-03-18,725912096.801514
2023-03-19,454201034.830293
2023-03-20,1569122388.683727
2023-03-21,1400466836.708418
2023-03-22,1223181905.354071
2023-03-23,1553082029.434813
2023-03-24,1404497680.230977
2023-03-25,492771006.381716
2023-03-26,389636332.125732
2023-03-27,1438628179.619141
2023-03-28,890337963.065204
2023-03-29,876383837.898454
2023-03-30,1096366167.874603
2023-03-31,948096701.536817
2023-04-01,379635404.826775
2023-04-02,370087599.243772
2023-04-03,1113095262.53064
2023-04-04,901441110.353529
2023-04-05,988555468.452697
2023-04-06,685299007.12288
2023-04-07,502415365.530401
2023-04-08,307161068.499427
2023-04-09,252342184.667128
2023-04-10,678484621.297128
2023-04-11,974965061.904019
2023-04-12,827761480.561186
2023-04-13,913366595.113321
2023-04-14,984637138.249612
2023-04-15,486542630.719232
2023-04-16,265708020.517838
2023-04-17,758971458.163382
2023-04-18,848873573.753806
2023-04-19,798070071.560474
2023-04-20,942647689.41598
2023-04-21,898814263.315067
2023-04-22,293983067.77417
2023-04-23,280130932.571234
2023-04-24,612727355.077592
2023-04-25,607709456.591448
2023-04-26,930726511.318096
2023-04-27,705258341.046337
2023-04-28,675103797.370649
2023-04-29,298261552.814548
2023-04-30,293068167.906357
2023-05-01,569378253.38529
2023-05-02,698092669.963084
2023-05-03,796306981.791842
2023-05-04,773791218.092906
2023-05-05,696826586.507193
2023-05-06,454142922.125521
2023-05-07,394923692.478396
2023-05-08,887188272.828694
2023-05-09,865368293.09097
2023-05-10,680175944.644258
2023-05-11,807589334.566272
2023-05-12,726581370.821015
2023-05-13,213898638.782167
2023-05-14,188131173.600574
2023-05-15,569019329.447042
2023-05-16,653856690.101273
2023-05-17,560946986.002593
2023-05-18,531547086.853149
2023-05-19,530057735.349409
2023-05-20,237395554.037381
2023-05-21,446764973.558881
2023-05-22,738576889.144547
2023-05-23,714944083.843669
2023-05-24,931512944.778081
2023-05-25,900203920.482285
2023-05-26,653496935.505428
2023-05-27,246591244.426993
2023-05-28,265274097.480302
2023-05-29,566485491.047304
2023-05-30,616917787.796858
2023-05-31,705024361.188031
2023-06-01,527222568.696141
2023-06-02,535161952.021369
2023-06-03,236293159.304215
2023-06-04,190529145.104307
2023-06-05,1086050514.446504
2023-06-06,1061058845.259317
2023-06-07,1073958121.132384
2023-06-08,751647572.462014
2023-06-09,700689148.364226
2023-06-10,694256677.239694
2023-06-11,434528563.339587
2023-06-12,882761700.730678
2023-06-13,843922729.989142
2023-06-14,857242138.250456
2023-06-15,1267246984.917632
2023-06-16,915668140.625817
2023-06-17,489475718.145915
2023-06-18,375124969.283317
2023-06-19,583671820.688148
2023-06-20,813454174.828333
2023-06-21,895277893.556421
