date,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2021-02-04,1745.0,1745.0,1745.0,1745.0,280,0,,,,
2021-02-07,1669.75,1793.25,1604.25,1751.75,303,171,,,,
2021-02-08,1775.75,1858.75,1748.75,1797.25,201,217,,,,
2021-02-09,1787.5,1869.5,1700.0,1728.5,288,252,,,,
2021-02-10,1774.0,1839.75,1728.0,1778.0,351,349,,,,
2021-02-11,1793.75,1879.75,1763.0,1868.25,335,451,,,,
2021-02-14,1868.25,1868.25,1674.5,1756.5,654,522,,,,
2021-02-16,1770.25,1866.5,1740.0,1840.25,364,542,,,,
2021-02-17,1840.75,1960.25,1840.25,1943.25,779,531,,,,
2021-02-18,1943.5,1981.5,1897.75,1960.75,615,487,,,,
2021-02-21,1967.0,1967.0,1567.25,1774.0,960,442,,,,
2021-02-22,1779.75,1779.75,1371.0,1527.25,1250,302,,,,
2021-02-23,1556.0,1711.0,1513.75,1611.5,532,231,,,,
2021-02-24,1626.75,1676.75,1534.5,1591.5,399,662,,,,
2021-02-25,1525.75,1576.75,1404.5,1457.0,597,645,,,,
2021-02-28,1436.75,1570.5,1413.5,1526.0,466,625,,,,
2021-03-01,1560.0,1610.75,1472.0,1479.25,453,624,,,,
2021-03-02,1483.25,1669.5,1483.25,1588.5,594,683,,,,
2021-03-03,1596.25,1638.0,1512.75,1536.75,526,685,,,,
2021-03-04,1529.5,1554.25,1446.75,1541.5,448,703,,,,
2021-03-07,1613.5,1807.0,1613.5,1786.25,684,764,,,,
2021-03-08,1811.25,1872.0,1811.25,1846.5,389,787,,,,
2021-03-09,1846.5,1893.75,1768.75,1818.0,993,991,,,,
2021-03-10,1840.0,1859.5,1735.5,1824.0,522,996,,,,
2021-03-11,1853.0,1857.75,1729.75,1751.0,495,955,,,,
2021-03-14,1862.0,1911.75,1743.5,1794.25,734,957,,,,
2021-03-15,1808.0,1825.0,1722.5,1795.75,506,941,,,,
2021-03-16,1800.25,1848.75,1748.5,1836.5,377,952,,,,
2021-03-17,1835.25,1859.0,1762.75,1774.0,533,1021,,,,
2021-03-18,1784.75,1843.0,1733.0,1831.75,429,1046,,,,
2021-03-21,1810.0,1813.5,1674.5,1741.5,701,881,,,,
2021-03-22,1670.5,1722.75,1648.75,1706.5,994,553,,,,
2021-03-23,1664.0,1743.75,1585.5,1635.5,562,405,,,,
2021-03-24,1606.5,1641.0,1570.0,1626.5,508,764,,,,
2021-03-25,1612.25,1698.0,1595.0,1688.5,374,851,,,,
2021-03-28,1699.0,1863.75,1695.75,1835.25,815,1017,,,,
2021-03-29,1831.5,1876.0,1805.75,1876.0,502,1028,,,,
2021-03-30,1863.25,1966.75,1798.75,1926.25,1336,1255,,,,
2021-03-31,1957.25,2010.75,1908.5,2002.0,350,1277,,,,
2021-04-04,2092.5,2158.5,2028.25,2130.0,732,1363,,,,
2021-04-05,2137.5,2185.5,2067.25,2135.25,766,1369,,,,
2021-04-06,2130.75,2151.0,1945.0,1989.25,2118,1376,,,,
2021-04-07,2007.75,2094.75,1960.0,2072.5,563,1399,,,,
2021-04-08,2067.75,2122.25,2065.25,2092.0,452,1438,,,,
2021-04-11,2146.0,2230.25,2128.25,2166.5,881,1503,,,,
2021-04-12,2169.5,2345.0,2163.5,2327.0,987,1527,,,,
2021-04-13,2318.5,2434.75,2300.0,2346.75,1369,1507,,,,
2021-04-14,2411.75,2527.5,2411.75,2505.0,1510,1560,,,,
2021-04-15,2524.75,2572.75,2317.0,2449.0,2094,1609,,,,
2021-04-18,2287.5,2292.5,2091.5,2194.75,2618,1566,,,,
2021-04-19,2212.25,2339.5,2062.75,2333.0,2196,1503,,,,
2021-04-20,2319.25,2480.5,2245.5,2446.25,2043,1550,,,,
2021-04-21,2394.5,2654.5,2322.0,2539.0,4479,1622,,,,
