date,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2025-06-05,69.0,103.75,64.0,83.23,47784339,,,,,
2025-06-06,96.39,123.515,92.95,107.7,60706262,,,,,
2025-06-09,132.72,138.57,108.4,115.25,45521142,,,,,
2025-06-10,115.0,115.0,101.51,105.91,25517793,,,,,
2025-06-11,107.0,120.49,106.5,117.2,26481377,,,,,
2025-06-12,116.79,117.9309,104.26,106.54,13416512,,,,,
2025-06-13,108.81,134.72,108.8,133.56,34013580,,,,,
2025-06-16,147.54,165.6,145.88,151.06,43781546,,,,,
2025-06-17,156.36,164.42,143.53,149.15,31234204,,,,,
2025-06-18,153.22,200.9,148.0,199.59,63566766,,,,,
2025-06-20,231.5,248.88,206.17,240.28,92427231,,,,,
2025-06-23,238.46,298.99,232.48,263.45,99128739,,,,,
2025-06-24,250.42,265.0,217.579,222.65,68222564,,,,,
2025-06-25,218.545,227.54,198.0,198.62,49283191,,,,,
2025-06-26,209.04,226.95,205.68,213.63,45550341,,,,,
2025-06-27,223.6469,223.6469,175.6,180.43,48112124,,,,,
2025-06-30,181.77,192.5,178.0,181.29,34461533,,,,,
2025-07-01,184.67,194.0,171.5,192.53,31252118,,,,,
2025-07-02,187.21,189.0,176.0,177.97,18546015,,,,,
2025-07-03,182.17,192.5,181.3901,188.77,17191952,,,,,
2025-07-07,193.75,208.6,186.6,207.46,31640759,,,,,
2025-07-08,199.5,209.5,196.0,204.81,22225548,,,,,
2025-07-09,209.36,215.6,197.25,200.68,17934427,,,,,
2025-07-10,208.84,209.57,199.0,202.9,12340104,,,,,
2025-07-11,204.18,206.8,182.5,187.33,18227353,,,,,
2025-07-14,189.27,204.91,185.54,204.7,15445172,,,,,
2025-07-15,198.0,203.4598,188.1,195.33,14758547,,,,,
2025-07-16,203.05,239.6984,201.32,233.2,44001740,,,,,
2025-07-17,225.585,244.36,220.01,235.08,29222485,,,,,
2025-07-18,244.9,262.97,222.49,223.78,42877368,,,,,
2025-07-21,226.4,231.88,213.33,216.1,19033133,,,,,
2025-07-22,207.55,211.99,192.9,198.31,18485876,,,,,
2025-07-23,198.38,202.5,195.0801,202.41,10319795,,,,,
2025-07-24,199.75,201.25,189.23,193.08,9085863,,,,,
2025-07-25,192.54,195.7,187.5,192.86,6988469,,,,,
2025-07-28,196.975,197.9,183.91,185.36,9524221,,,,,
2025-07-29,187.875,190.75,180.6815,181.64,9534789,,,,,
2025-07-30,182.62,193.3344,182.1,190.5,9317694,,,,,
2025-07-31,188.755,189.87,183.0,183.52,5770643,,,,,
2025-08-01,176.93,181.55,167.3,168.1,12924882,,,,,
2025-08-04,172.1,172.1,154.5,164.82,11701260,,,,,
2025-08-05,160.0,164.32,153.91,153.93,7802420,,,,,
2025-08-06,150.09,162.44,149.0,161.71,8357923,,,,,
2025-08-07,167.68,169.92,151.1,152.93,10166256,,,,,
2025-08-08,155.015,163.2199,154.117,159.03,8920993,,,,,
2025-08-11,161.005,169.8,155.5268,161.17,11888948,,,,,
2025-08-12,186.3,189.92,161.5101,163.21,33491022,,,,,
2025-08-13,156.64,164.64,152.15,153.16,17877933,,,,,
2025-08-14,152.0,156.8,136.4,139.23,17905916,,,,,
2025-08-15,141.155,151.47,139.25,149.26,23286226,,,,,
2025-08-18,148.695,149.45,141.35,141.58,8683092,,,,,
2025-08-19,143.98,144.6499,133.11,135.23,9688108,,,,,
2025-08-20,136.94,139.5,129.1,137.81,9944132,,,,,
2025-08-21,135.0,136.99,131.59,131.8,4986592,,,,,
2025-08-22,132.99,144.7,131.05,135.04,13309102,,,,,
2025-08-25,134.36,135.32,124.7,125.24,10419843,,,,,
2025-08-26,125.6,130.25,124.16,129.05,6923318,,,,,
2025-08-27,129.05,130.2628,126.01,127.4,5567692,,,,,
2025-08-28,129.0,132.78,127.6633,130.94,5588733,,,,,
2025-08-29,131.07,135.97,129.0,131.98,8140607,,,,,
2025-09-02,128.56,131.69,119.6,120.14,10272446,,,,,
2025-09-03,122.09,122.2709,116.6,118.46,9473335,,,,,
2025-09-04,117.64,120.32,115.08,117.49,6393633,,,,,
2025-09-05,117.78,118.8,108.02,114.56,11544511,,,,,
2025-09-08,114.0,117.78,110.05,112.46,8410356,,,,,
2025-09-09,113.63,120.75,112.62,117.99,9098732,,,,,
2025-09-10,119.965,124.98,113.17,113.69,9925542,,,,,
2025-09-11,114.22,136.49,113.3,133.7,23638338,,,,,
2025-09-12,134.85,134.9,124.5,125.32,15291468,,,,,
2025-09-15,129.9,135.78,125.0801,134.05,12573831,,,,,
2025-09-16,139.6,142.5499,133.92,134.81,12723033,,,,,
2025-09-17,135.0,146.5,128.2601,131.04,19405347,,,,,
2025-09-18,134.74,143.58,134.07,140.42,15938994,,,,,
2025-09-19,145.05,147.7,139.53,144.14,16115641,,,,,
2025-09-22,139.88,140.71,134.56,137.64,9117355,,,,,
2025-09-23,138.67,141.6,130.7,130.97,8952068,,,,,
2025-09-24,133.73,136.34,130.04,131.58,9155776,,,,,
2025-09-25,128.99,130.2599,124.3,124.66,7729925,,,,,
2025-09-26,125.42,128.49,122.83,126.99,5467764,,,,,
2025-09-29,129.5,137.8,128.5001,133.66,10474568,,,,,
2025-09-30,136.2,137.9899,132.37,132.58,7965475,,,,,
2025-10-01,133.62,137.2666,127.6,129.03,9067306,,,,,
2025-10-02,133.45,152.05,132.75,149.72,19216175,,,,,
2025-10-03,148.4,156.47,144.14,145.78,19333255,,,,,
2025-10-06,154.01,154.1718,145.56,148.51,10810044,,,,,
2025-10-07,152.0,157.56,144.1842,148.72,12330816,,,,,
2025-10-08,150.3,152.16,143.55,150.46,11706255,,,,,
2025-10-09,150.8,153.88,145.8,150.48,10237537,,,,,
2025-10-10,150.89,159.47,132.605,132.94,22403097,,,,,
2025-10-13,138.06,141.38,135.11,137.47,10350997,,,,,
2025-10-14,133.25,138.62,129.33,134.46,7650365,,,,,
2025-10-15,137.32,141.1,132.58,134.48,9018719,,,,,
2025-10-16,135.92,136.8699,127.88,128.46,7387791,,,,,
2025-10-17,125.25,127.7575,123.09,126.49,7837369,,,,,
2025-10-20,129.79,135.7285,128.25,130.81,9339359,,,,,
2025-10-21,130.45,133.0,125.65,129.85,9602998,,,,,
2025-10-22,128.57,131.0,122.5,124.79,8810156,,,,,
2025-10-23,124.98,130.01,124.3101,129.86,6896145,,,,,
2025-10-24,132.96,144.03,131.02,142.05,15678694,,,,,
2025-10-27,146.93,147.44,138.1,143.29,9715561,,,,,
2025-10-28,143.25,143.38,135.85,136.11,7857507,,,,,
2025-10-29,136.0,136.05,129.68,131.74,7593572,,,,,
2025-10-30,129.97,130.0,122.49,122.71,10751272,,,,,
2025-10-31,126.31,129.4,124.88,126.98,6616949,,,,,
2025-11-03,125.75,125.75,117.8257,117.86,9050524,,,,,
2025-11-04,113.79,117.2,108.9,111.25,10279116,,,,,
2025-11-05,113.1,114.85,111.94,113.03,6050017,,,,,
2025-11-06,113.05,113.36,100.0,100.01,11702616,,,,,
2025-11-07,99.0,103.33,96.1,103.14,9524280,,,,,
2025-11-10,107.8,110.535,102.58,104.1,8567978,,,,,
2025-11-11,102.05,102.49,97.95,98.3,8745289,,,,,
2025-11-12,93.85,95.52,85.86,86.3,39011267,,,,,
2025-11-13,86.02,88.42,81.38,82.34,52219444,,,,,
2025-11-14,83.5,85.05,81.5,81.89,37549568,,,,,
2025-11-17,81.79,81.9,75.1,76.59,23753303,,,,,
2025-11-18,75.62,78.15,75.0429,76.6,16437561,,,,,
2025-11-19,76.49,76.6,67.55,69.72,28886491,,,,,
2025-11-20,71.29,71.405,64.92,66.93,20369396,,,,,
2025-11-21,66.925,72.33,66.14,71.33,19456249,,,,,
2025-11-24,72.0,73.43,69.61,72.74,15679722,,,,,
2025-11-25,69.14,70.11,68.0519,70.11,12630929,,,,,
2025-11-26,71.15,73.29,68.86,72.64,15840755,,,,,
2025-11-28,75.31,81.48,74.02,79.93,22254895,,,,,
2025-12-01,77.49,79.8399,75.23,75.94,18852718,,,,,
2025-12-02,78.4,80.7299,77.18,77.44,16633749,,,,,
2025-12-03,78.39,86.59,75.97,86.29,21053740,,,,,
2025-12-04,83.98,88.27,83.2,87.46,14235386,,,,,
2025-12-05,86.09,86.66,83.14,85.62,10474074,,,,,
2025-12-08,86.945,87.41,81.34,83.96,10024649,,,,,
2025-12-09,83.23,89.98,81.7601,88.88,14569961,,,,,
2025-12-10,87.34,89.55,85.0501,88.41,9329303,,,,,
2025-12-11,85.85,89.26,83.3301,88.57,11154542,,,,,
2025-12-12,89.53,91.3,82.03,83.47,13857950,,,,,
2025-12-15,83.85,84.18,74.7335,75.46,15025001,,,,,
2025-12-16,77.86,83.5,77.3302,83.0,15029149,,,,,
2025-12-17,82.88,85.74,79.08,79.2,10977804,,,,,
2025-12-18,82.74,84.47,80.08,80.99,10406194,,,,,
2025-12-19,82.435,86.3,82.43,86.13,13856854,,,,,
2025-12-22,87.74,91.2,86.43,87.0,10721205,,,,,
2025-12-23,84.8,85.57,81.02,82.73,9394652,,,,,
2025-12-24,82.72,83.045,79.86,82.64,6401505,,,,,
2025-12-26,82.39,82.5,79.7101,81.27,6140584,,,,,
2025-12-29,79.245,83.0357,79.1228,80.51,7400508,,,,,
2025-12-30,80.18,82.89,79.65,79.89,7561660,,,,,
2025-12-31,79.96,80.39,78.77,79.3,5754044,,,,,
2026-01-02,80.84,84.58,79.62,83.47,8382494,,,,,
2026-01-05,84.575,88.06,84.1,84.8,9112361,,,,,
2026-01-06,86.0,86.2,81.9481,84.85,7456675,,,,,
2026-01-07,83.19,83.6,80.53,80.59,6610396,,,,,
2026-01-08,79.9,82.72,78.85,81.79,5375044,,,,,
2026-01-09,82.2,84.33,79.45,82.9,7686358,,,,,
2026-01-12,81.14,83.12,79.85,82.9,6863161,,,,,
2026-01-13,83.235,84.28,80.29,83.46,8436142,,,,,
2026-01-14,84.99,88.46,81.75,84.8,14373551,,,,,
2026-01-15,83.47,83.79,76.11,76.6,16933744,,,,,
2026-01-16,76.74,80.02,75.58,78.61,9931623,,,,,
2026-01-20,75.7,77.4699,72.62,72.7,12061482,,,,,
2026-01-21,72.9,74.59,70.42,72.64,8343214,,,,,
2026-01-22,73.55,73.81,70.76,71.35,7345911,,,,,
2026-01-23,70.86,72.55,69.88,71.33,7506249,,,,,
2026-01-26,70.01,72.43,69.85,70.9,7238009,,,,,
2026-01-27,70.38,70.5381,67.5,69.96,10213428,,,,,
2026-01-28,72.86,77.0,71.91,72.84,16300635,,,,,
2026-01-29,70.305,70.6,65.75,67.55,16968098,,,,,
2026-01-30,66.6,66.91,61.8846,63.93,15737922,,,,,
2026-02-02,61.5,61.87,58.41,58.86,14468223,,,,,
2026-02-03,60.1655,60.1655,53.76,56.16,16819288,,,,,
2026-02-04,56.185,56.29,51.52,55.05,14495976,,,,,
2026-02-05,53.63,54.4775,49.9,50.23,15489040,,,,,
2026-02-06,53.805,57.8,53.62,57.04,17508669,,,,,
2026-02-09,56.33,60.88,55.7601,60.1,10755426,,,,,
2026-02-10,58.54,61.9999,58.3,59.75,7515459,,,,,
2026-02-11,59.11,59.17,55.89,57.86,8585457,,,,,
2026-02-12,58.75,58.75,55.31,56.63,8567222,,,,,
2026-02-13,58.44,62.2,57.23,60.04,12023912,,,,,
2026-02-17,59.27,62.9,57.02,61.62,9686919,,,,,
2026-02-18,62.125,64.7,61.2,63.15,7462457,,,,,
2026-02-19,62.265,62.85,59.8,61.92,6951628,,,,,
2026-02-20,62.25,65.5,61.5,63.02,9468580,,,,,
2026-02-23,62.095,63.13,59.83,61.17,8797239,,,,,
2026-02-24,60.39,62.9499,59.46,61.37,8283492,,,,,
2026-02-25,73.77,83.35,71.19,83.14,63849858,,,,,
2026-02-26,81.565,90.6,81.23,87.21,41836480,,,,,
2026-02-27,83.62,84.98,80.97,83.44,19295167,,,,,
2026-03-02,80.8,96.61,80.23,96.14,32855525,,,,,
2026-03-03,91.5,104.3,91.13,99.63,33367044,,,,,
2026-03-04,102.8,106.35,101.4,105.27,24171031,,,,,
2026-03-05,105.27,110.12,103.3,105.74,20902172,,,,,
2026-03-06,102.82,106.29,100.07,101.91,19662242,,,,,
2026-03-09,105.21,112.66,104.9,111.84,21509588,,,,,
2026-03-10,113.44,121.8,112.8,118.09,24161113,,,,,
2026-03-11,119.8,123.395,111.72,112.81,19437436,,,,,
2026-03-12,113.045,117.78,112.15,114.21,12296244,,,,,
2026-03-13,118.335,119.3,113.16,115.38,11354283,,,,,
2026-03-16,120.15,126.5,119.77,125.83,18613507,,,,,
2026-03-17,124.01,136.65,122.7401,132.31,23078297,,,,,
2026-03-18,131.49,135.486,128.0,132.84,16909301,,,,,
2026-03-19,126.325,129.74,121.41,128.33,19498358,,,,,
2026-03-20,127.975,132.38,122.91,126.03,22700757,,,,,
2026-03-23,124.15,127.48,121.32,126.64,15857874,,,,,
2026-03-24,126.35,127.08,98.31,101.17,57727940,,,,,
2026-03-25,106.77,110.25,101.6,103.86,22176485,,,,,
2026-03-26,101.91,103.55,97.31,98.27,15672027,,,,,
2026-03-27,97.74,97.78,90.85,93.66,14551645,,,,,
2026-03-30,96.26,96.5,88.2675,89.91,12851319,,,,,
2026-03-31,91.25,97.8,89.4,95.41,13703127,,,,,
2026-04-01,98.415,99.4592,90.26,90.74,13882766,,,,,
2026-04-02,87.45,90.39,84.27,90.26,12667996,,,,,
2026-04-06,93.09,94.6982,91.02,92.15,7658238,,,,,
2026-04-07,90.97,95.275,88.0,94.12,8346859,,,,,
2026-04-08,101.29,101.82,93.0,94.44,10572651,,,,,
2026-04-09,93.06,93.95,84.6,85.1,14780685,,,,,
2026-04-10,88.05,90.33,84.91,88.04,9369388,,,,,
2026-04-13,86.34,98.68,86.27,98.68,13915444,,,,,
2026-04-14,102.26,110.5099,101.41,105.49,17543369,,,,,
2026-04-15,107.58,108.7,102.93,105.52,10641569,,,,,
2026-04-16,107.0,108.04,101.7,107.46,9258258,,,,,
2026-04-17,110.365,111.199,102.7,105.91,14474733,,,,,
