date,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2021-08-01,1814.18,1819.56,1805.875,1813.494,39741,,,,,
2021-08-02,1813.494,1815.065,1807.175,1810.45,29274,,,,,
2021-08-03,1810.45,1831.77,1806.456,1811.86,45641,,,,,
2021-08-04,1811.86,1814.925,1797.9,1804.156,37061,,,,,
2021-08-05,1804.156,1804.965,1758.8,1763.085,60017,,,,,
2021-08-08,1763.085,1764.675,1677.686,1729.675,114997,,,,,
2021-08-09,1729.675,1738.33,1717.785,1729.125,50907,,,,,
2021-08-10,1729.125,1754.534,1724.2,1751.55,59355,,,,,
2021-08-11,1751.55,1758.2,1741.655,1752.61,46953,,,,,
2021-08-12,1752.61,1780.095,1751.745,1779.9,36758,,,,,
2021-08-15,1779.9,1789.3,1770.876,1787.2,44107,,,,,
2021-08-16,1787.2,1795.6,1780.67,1786.07,53037,,,,,
2021-08-17,1786.07,1793.833,1777.43,1787.326,56962,,,,,
2021-08-18,1787.326,1792.548,1774.215,1779.936,61607,,,,,
2021-08-19,1779.936,1788.495,1778.42,1781.24,46080,,,,,
2021-08-22,1781.24,1806.445,1776.559,1805.445,49296,,,,,
2021-08-23,1805.445,1809.61,1800.765,1803.075,40050,,,,,
2021-08-24,1803.075,1803.125,1782.534,1790.57,51083,,,,,
2021-08-25,1790.57,1798.275,1780.138,1791.99,52543,,,,,
2021-08-26,1791.99,1819.22,1784.96,1817.425,63681,,,,,
2021-08-29,1817.425,1823.275,1807.785,1810.36,34936,,,,,
2021-08-30,1810.36,1819.245,1801.72,1813.795,47684,,,,,
2021-08-31,1813.795,1820.075,1808.735,1814.145,44047,,,,,
2021-09-01,1814.145,1817.185,1804.9,1809.565,30267,,,,,
2021-09-02,1809.565,1834.04,1809.05,1827.8,53334,,,,,
2021-09-05,1827.8,1830.305,1821.506,1823.34,16515,,,,,
2021-09-06,1823.34,1827.325,1792.46,1794.32,46302,,,,,
2021-09-07,1794.32,1802.18,1782.47,1789.245,46648,,,,,
2021-09-08,1789.245,1801.06,1783.905,1794.42,47393,,,,,
2021-09-09,1794.42,1803.92,1787.33,1787.55,42398,,,,,
2021-09-12,1787.55,1798.47,1783.8,1793.475,34413,,,,,
2021-09-13,1793.475,1808.66,1780.6,1804.63,53869,,,,,
2021-09-14,1804.63,1806.99,1790.705,1793.705,45917,,,,,
2021-09-15,1793.705,1796.25,1745.355,1753.5,73489,,,,,
2021-09-16,1753.5,1767.555,1747.396,1754.95,50971,,,,,
2021-09-19,1754.95,1767.206,1742.08,1764.244,47087,,,,,
2021-09-20,1764.244,1781.835,1758.0,1774.365,39462,,,,,
2021-09-21,1774.365,1787.32,1764.765,1768.13,73426,,,,,
2021-09-22,1768.13,1776.635,1737.84,1742.31,70037,,,,,
2021-09-23,1742.31,1757.65,1740.515,1750.465,43041,,,,,
2021-09-26,1750.465,1760.91,1744.885,1750.255,46440,,,,,
2021-09-27,1750.255,1754.545,1728.19,1734.075,67847,,,,,
2021-09-28,1734.075,1745.53,1721.71,1726.605,52779,,,,,
2021-09-29,1726.605,1764.24,1722.29,1757.04,56714,,,,,
2021-09-30,1757.04,1764.35,1749.71,1760.92,57652,,,,,
2021-10-03,1760.92,1770.58,1747.785,1769.47,51465,,,,,
2021-10-04,1769.47,1770.15,1748.68,1759.956,46683,,,,,
2021-10-05,1759.956,1765.06,1745.99,1762.825,56039,,,,,
2021-10-06,1762.825,1766.985,1752.03,1755.18,41451,,,,,
2021-10-07,1755.18,1781.405,1753.45,1757.17,60204,,,,,
2021-10-10,1757.17,1761.095,1750.245,1754.306,31488,,,,,
2021-10-11,1754.306,1769.42,1750.805,1760.125,46946,,,,,
2021-10-12,1760.125,1796.24,1757.89,1793.05,60380,,,,,
2021-10-13,1793.05,1800.645,1786.77,1795.975,37882,,,,,
2021-10-14,1795.975,1796.494,1764.86,1767.475,48304,,,,,
2021-10-17,1767.475,1772.105,1760.375,1764.87,54726,,,,,
2021-10-18,1764.87,1785.16,1762.955,1769.55,45535,,,,,
2021-10-19,1769.55,1788.47,1766.94,1781.93,43624,,,,,
2021-10-20,1781.93,1789.465,1776.555,1782.974,46754,,,,,
2021-10-21,1782.974,1813.845,1782.88,1792.525,59565,,,,,
2021-10-24,1792.525,1810.075,1792.286,1807.77,42895,,,,,
2021-10-25,1807.77,1808.366,1782.465,1792.815,40667,,,,,
2021-10-26,1792.815,1799.06,1783.575,1796.965,47279,,,,,
2021-10-27,1796.965,1810.506,1792.425,1798.815,62585,,,,,
2021-10-28,1798.815,1801.265,1771.98,1783.35,66247,,,,,
2021-10-31,1783.35,1795.84,1779.17,1793.235,37863,,,,,
