date,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2017-12-17,20650,20650,18345,19100,1054,215,,,,
2017-12-18,19135,19725,17180,18200,559,231,,,,
2017-12-19,17745,18350,16435,17040,784,306,,,,
2017-12-20,16400,17270,15080,15330,879,407,,,,
2017-12-21,15595,15825,12265,14135,2374,489,,,,
2017-12-24,13900,16100,13700,15785,406,491,,,,
2017-12-26,15655,16545,14460,14690,507,493,,,,
2017-12-27,15150,15280,13360,13745,746,566,,,,
2017-12-28,13965,15005,13835,14470,1078,498,,,,
2017-12-31,13955,15245,13080,14855,734,596,,,,
2018-01-02,14900,15450,14650,14975,719,611,,,,
2018-01-03,14925,15470,14205,14900,760,642,,,,
2018-01-04,15085,16845,14870,16590,814,671,,,,
2018-01-07,16425,16455,13870,14905,958,642,,,,
2018-01-08,14675,15365,14185,14750,863,665,,,,
2018-01-09,14405,14720,13480,14450,887,690,,,,
2018-01-10,14500,14910,12820,13385,1298,727,,,,
2018-01-11,13000,14080,12850,13945,787,748,,,,
2018-01-14,13600,14280,11160,11160,2552,730,,,,
2018-01-16,11190,11800,9225,10945,2657,696,,,,
2018-01-17,11125,12075,10645,11815,1708,618,,,,
2018-01-18,11335,12030,10990,11360,979,560,,,,
2018-01-21,11300,11830,9955,10355,1137,509,,,,
2018-01-22,10625,11350,9865,11095,1241,410,,,,
2018-01-23,10920,11450,10490,11155,232,768,,,,
2018-01-24,11450,11660,10830,11200,380,830,,,,
2018-01-25,11060,11620,10250,10965,573,820,,,,
2018-01-28,11510,11775,10970,11170,463,867,,,,
2018-01-29,11120,11245,9720,9940,1137,849,,,,
2018-01-30,10000,10275,9500,10000,842,866,,,,
2018-01-31,10020,10175,8480,9090,1485,873,,,,
2018-02-01,8890,9075,7750,8585,2535,1010,,,,
2018-02-04,8305,8315,6870,7260,2186,1228,,,,
2018-02-05,6850,7920,5970,7550,2234,1315,,,,
2018-02-06,7620,8540,7235,8245,1379,1402,,,,
2018-02-07,7790,8690,7645,8325,906,1364,,,,
2018-02-08,8165,8770,7715,8610,764,1277,,,,
2018-02-11,8380,8920,8075,8860,679,1170,,,,
2018-02-12,8925,9000,8335,8700,550,1104,,,,
2018-02-13,8505,9390,8505,9290,944,1159,,,,
2018-02-14,9400,10180,9375,10090,1783,940,,,,
2018-02-15,10090,10265,9675,10020,1101,877,,,,
2018-02-18,10350,11760,10315,11735,2080,594,,,,
2018-02-20,11220,11280,10260,10370,623,1234,,,,
2018-02-21,10500,10865,9760,10095,530,1284,,,,
2018-02-22,9880,10340,9530,9950,0,1284,,,,
2018-02-25,9680,10390,9270,10250,745,1441,,,,
2018-02-26,10285,10875,10100,10660,761,1469,,,,
2018-02-27,10665,11005,10330,10645,1130,1387,,,,
2018-02-28,10450,11100,10220,11065,1345,1353,,,,
2018-03-01,11035,11215,10760,11060,748,1332,,,,
2018-03-04,11350,11700,11340,11615,990,1479,,,,
2018-03-05,11595,11655,10570,10650,1580,1449,,,,
2018-03-06,10735,10880,9385,9790,1888,1460,,,,
2018-03-07,9970,10100,9105,9400,2524,1410,,,,
2018-03-08,9350,9445,8390,9015,2742,1436,,,,
2018-03-11,9490,9940,8735,8910,2732,1395,,,,
2018-03-12,9165,9515,8825,9070,3375,1361,,,,
2018-03-13,8905,9395,8185,8275,2638,1268,,,,
2018-03-14,8005,8450,7700,8235,3093,1251,,,,
2018-03-15,8340,8640,7885,8555,3065,1274,,,,
2018-03-18,8275,8720,8100,8400,2746,1246,,,,
2018-03-19,8420,9025,8320,8945,2050,1170,,,,
2018-03-20,8990,9185,8775,8890,1829,1130,,,,
2018-03-21,8905,9095,8500,8630,2123,1039,,,,
2018-03-22,8650,8770,8270,8615,2895,1012,,,,
2018-03-25,8650,8650,7840,7910,2433,742,,,,
2018-03-26,8220,8235,7790,7915,626,987,,,,
2018-03-27,7920,8090,7745,7900,493,1148,,,,
2018-03-28,7895,8010,7070,7335,1684,1295,,,,
2018-04-01,6905,7150,6775,6990,3539,1369,,,,
2018-04-02,6975,7520,6965,7460,2274,1489,,,,
2018-04-03,7430,7440,6725,6860,2951,1500,,,,
2018-04-04,6790,6925,6550,6760,4565,1520,,,,
2018-04-05,6760,6890,6485,6630,2415,1503,,,,
2018-04-08,7025,7225,6605,6675,3348,1527,,,,
2018-04-09,6705,6880,6640,6840,1882,1486,,,,
2018-04-10,6860,6970,6785,6920,1746,1582,,,,
2018-04-11,6920,8105,6660,7680,4825,1662,,,,
2018-04-12,7790,8235,7760,8105,3045,1744,,,,
2018-04-15,8005,8445,7880,7980,3858,1676,,,,
2018-04-16,8015,8180,7805,7885,2676,1573,,,,
2018-04-17,7870,8240,7860,8125,2826,1574,,,,
2018-04-18,8190,8315,8100,8260,2718,1507,,,,
2018-04-19,8300,8585,8235,8540,2318,1511,,,,
2018-04-22,8910,9015,8775,8845,2952,1117,,,,
2018-04-23,8965,9465,8920,9455,4681,944,,,,
2018-04-24,9575,9750,8780,9000,795,1383,,,,
2018-04-25,9190,9265,8670,8895,526,1482,,,,
2018-04-26,9135,9420,8940,9080,2190,1588,,,,
2018-04-29,9375,9495,9140,9365,2999,1723,,,,
2018-04-30,9285,9315,8815,8985,3143,1654,,,,
2018-05-01,9070,9210,8985,9150,2093,1709,,,,
2018-05-02,9245,9805,9180,9675,4177,1938,,,,
2018-05-03,9710,9840,9540,9670,3762,2060,,,,
2018-05-06,9605,9705,9160,9435,4705,2043,,,,
2018-05-07,9410,9490,9010,9235,4435,1995,,,,
2018-05-08,9185,9375,8955,9280,3015,1964,,,,
2018-05-09,9255,9415,9040,9090,3063,2015,,,,
2018-05-10,9110,9125,8380,8625,4980,2064,,,,
2018-05-13,8660,8900,8285,8755,5754,1984,,,,
2018-05-14,8735,8850,8435,8555,4222,1872,,,,
2018-05-15,8475,8545,8115,8250,4978,1852,,,,
2018-05-16,8290,8460,8115,8180,2872,1698,,,,
2018-05-17,8225,8275,7915,8230,3390,1596,,,,
2018-05-20,8525,8680,8320,8375,2701,1239,,,,
2018-05-21,8345,8420,8070,8180,2341,992,,,,
2018-05-22,8075,8075,7445,7600,672,1732,,,,
2018-05-23,7500,7730,7275,7600,713,1969,,,,
2018-05-24,7525,7675,7330,7440,2069,2009,,,,
2018-05-27,7190,7580,7050,7495,5052,2218,,,,
2018-05-29,7505,7620,7270,7320,2471,2211,,,,
2018-05-30,7335,7660,7335,7545,2102,2328,,,,
2018-05-31,7550,7620,7300,7440,2197,2223,,,,
2018-06-03,7715,7900,7460,7500,1625,2290,,,,
2018-06-04,7515,7670,7360,7625,2069,2363,,,,
2018-06-05,7605,7695,7485,7540,1450,2345,,,,
2018-06-06,7695,7780,7640,7705,1437,2460,,,,
2018-06-07,7670,7705,7540,7655,1301,2432,,,,
2018-06-10,7120,7120,6610,6750,3861,2351,,,,
2018-06-11,6770,6890,6425,6500,3875,2305,,,,
2018-06-12,6470,6620,6100,6270,5146,2428,,,,
2018-06-13,6275,6705,6250,6635,4461,2294,,,,
2018-06-14,6670,6670,6440,6530,2485,2348,,,,
2018-06-17,6495,6785,6340,6695,2794,2258,,,,
2018-06-18,6710,6840,6650,6735,1563,2135,,,,
2018-06-19,6705,6815,6545,6745,2108,2123,,,,
2018-06-20,6705,6780,6670,6710,1135,2036,,,,
2018-06-21,6705,6735,5960,6165,3832,1950,,,,
2018-06-24,6150,6345,6065,6245,4762,1420,,,,
2018-06-25,6255,6275,6120,6160,3173,1029,,,,
2018-06-26,6190,6190,5975,6135,875,1542,,,,
2018-06-27,6095,6135,5985,6065,521,1712,,,,
2018-06-28,5895,5930,5755,5865,2512,1997,,,,
2018-07-01,6275,6680,6260,6625,3977,1956,,,,
2018-07-02,6645,6660,6530,6580,0,2075,,,,
2018-07-03,6690,6700,6430,6505,6739,2208,,,,
2018-07-05,6490,6640,6430,6565,2038,2253,,,,
2018-07-08,6745,6760,6645,6695,1765,2172,,,,
2018-07-09,6695,6785,6295,6355,3084,2092,,,,
2018-07-10,6355,6380,6245,6330,2719,1998,,,,
2018-07-11,6355,6365,6110,6160,3076,2023,,,,
2018-07-12,6160,6340,6060,6165,3558,2076,,,,
2018-07-15,6370,6710,6320,6675,3171,2168,,,,
2018-07-16,6665,7470,6655,7305,5582,2106,,,,
2018-07-17,7385,7595,7240,7395,6956,2127,,,,
2018-07-18,7325,7510,7275,7450,4580,2156,,,,
2018-07-19,7435,7700,7270,7340,6978,2134,,,,
2018-07-22,7380,7820,7335,7735,8545,2024,,,,
2018-07-23,7740,8365,7680,8260,11464,1433,,,,
2018-07-24,8290,8490,8020,8135,1073,1692,,,,
2018-07-25,8250,8300,8110,8255,918,2001,,,,
2018-07-26,7980,8260,7775,8200,9284,2184,,,,
2018-07-29,8140,8265,7845,8100,8136,2312,,,,
2018-07-30,8120,8200,7640,7730,9415,2338,,,,
2018-07-31,7695,7760,7440,7545,9125,2316,,,,
2018-08-01,7460,7700,7430,7525,5552,2069,,,,
2018-08-02,7525,7560,7270,7370,5700,2144,,,,
2018-08-05,7080,7140,6870,6920,5117,2155,,,,
2018-08-06,6845,7155,6825,6990,5037,1993,,,,
2018-08-07,6765,6785,6105,6330,8099,2057,,,,
2018-08-08,6300,6545,6170,6460,6827,2013,,,,
2018-08-09,6555,6605,6105,6390,6444,2017,,,,
2018-08-12,6405,6555,6135,6230,7804,2035,,,,
