date,open,high,low,close,Volume,Open Interest,Open Interest (Open),Open Interest (High,Open Interest (Low),Open Interest (Close)
2007-06-13,83.043,83.248,83.011,83.128,,,,,,
2007-06-14,83.092,83.144,82.793,82.851,,,,,,
2007-06-17,82.836,82.855,82.676,82.715,,,,,,
2007-06-18,82.709,82.822,82.528,82.544,,,,,,
2007-06-19,82.574,82.634,82.463,82.518,,,,,,
2007-06-20,82.628,82.747,82.573,82.731,,,,,,
2007-06-21,82.701,82.762,82.323,82.336,,,,,,
2007-06-24,82.343,82.47,82.294,82.325,,,,,,
2007-06-25,82.335,82.469,82.199,82.295,,,,,,
2007-06-26,82.366,82.48,82.262,82.316,,,,,,
2007-06-27,82.328,82.378,82.142,82.333,,,,,,
2007-06-28,82.275,82.349,81.897,81.92,,,,,,
2007-07-01,81.869,81.962,81.311,81.395,,,,,,
2007-07-02,81.41,81.598,81.331,81.435,,,,,,
2007-07-04,81.521,81.66,81.24,81.55,,,,,,
2007-07-05,81.634,81.73,81.335,81.465,,,,,,
2007-07-08,81.461,81.514,81.336,81.433,,,,,,
2007-07-09,81.537,81.585,80.799,80.86,,,,,,
2007-07-10,80.693,80.865,80.62,80.73,,,,,,
2007-07-11,80.76,80.841,80.545,80.635,,,,,,
2007-07-12,80.634,80.734,80.442,80.576,,,,,,
2007-07-15,80.534,80.666,80.438,80.522,,,,,,
2007-07-16,80.534,80.611,80.44,80.54,,,,,,
2007-07-17,80.313,80.664,80.227,80.424,,,,,,
2007-07-18,80.475,80.486,80.298,80.419,,,,,,
2007-07-19,80.449,80.531,80.117,80.288,,,,,,
2007-07-22,80.134,80.397,80.121,80.354,,,,,,
2007-07-23,80.176,80.345,80.016,80.077,,,,,,
2007-07-24,80.127,80.713,80.046,80.652,,,,,,
2007-07-25,80.601,80.747,80.293,80.453,,,,,,
2007-07-26,80.533,81.012,80.385,80.946,,,,,,
2007-07-29,80.975,81.09,80.781,80.849,,,,,,
2007-07-30,80.769,80.886,80.652,80.77,,,,,,
2007-07-31,80.899,80.967,80.66,80.872,,,,,,
2007-08-01,80.84,80.914,80.643,80.713,,,,,,
2007-08-02,80.66,80.773,80.093,80.177,,,,,,
2007-08-05,80.106,80.382,79.957,80.255,,,,,,
2007-08-06,80.251,80.585,80.194,80.479,,,,,,
2007-08-07,80.561,80.711,80.165,80.343,,,,,,
2007-08-08,80.271,80.919,80.226,80.744,,,,,,
2007-08-09,80.837,80.896,80.636,80.679,,,,,,
2007-08-12,80.731,81.111,80.621,81.048,,,,,,
2007-08-13,81.046,81.519,81.003,81.489,,,,,,
2007-08-14,81.725,81.878,81.483,81.822,,,,,,
2007-08-15,81.982,82.132,81.629,81.729,,,,,,
2007-08-16,81.633,81.799,81.026,81.426,,,,,,
2007-08-19,81.316,81.49,81.285,81.4,,,,,,
2007-08-20,81.434,81.557,81.25,81.492,,,,,,
2007-08-21,81.432,81.572,81.165,81.249,,,,,,
2007-08-22,81.228,81.292,81.052,81.145,,,,,,
2007-08-23,81.103,81.161,80.608,80.667,,,,,,
2007-08-26,80.696,80.781,80.581,80.739,,,,,,
2007-08-27,80.859,80.898,80.579,80.756,,,,,,
2007-08-28,80.969,81.052,80.606,80.7,,,,,,
2007-08-29,80.689,81.023,80.638,80.794,,,,,,
2007-08-30,80.718,80.859,80.441,80.791,,,,,,
2007-09-03,80.807,81.136,80.787,80.88,,,,,,
2007-09-04,81.023,81.086,80.523,80.622,,,,,,
2007-09-05,80.661,80.706,80.364,80.472,,,,,,
2007-09-06,80.503,80.569,79.841,79.959,,,,,,
2007-09-09,79.913,80.0,79.788,79.816,,,,,,
2007-09-10,79.93,79.936,79.603,79.704,,,,,,
2007-09-11,79.519,79.74,79.319,79.365,,,,,,
2007-09-12,79.436,79.65,79.302,79.513,,,,,,
2007-09-13,79.617,79.776,79.444,79.617,,,,,,
2007-09-16,79.662,79.797,79.569,79.72,,,,,,
2007-09-17,79.752,79.852,79.171,79.209,,,,,,
2007-09-18,79.152,79.447,79.091,79.3,,,,,,
2007-09-19,79.212,79.308,78.45,78.582,,,,,,
2007-09-20,78.529,78.833,78.398,78.597,,,,,,
2007-09-23,78.388,78.637,78.313,78.527,,,,,,
2007-09-24,78.571,78.688,78.213,78.313,,,,,,
2007-09-25,78.386,78.609,78.255,78.493,,,,,,
2007-09-26,78.469,78.551,78.159,78.338,,,,,,
2007-09-27,78.294,78.378,77.666,77.719,,,,,,
2007-09-30,77.788,78.048,77.657,77.904,,,,,,
2007-10-01,77.987,78.381,77.914,78.303,,,,,,
2007-10-02,78.263,78.669,78.119,78.573,,,,,,
2007-10-03,78.665,78.72,78.334,78.481,,,,,,
2007-10-04,78.463,78.819,78.222,78.308,,,,,,
2007-10-07,78.323,78.798,78.31,78.672,,,,,,
2007-10-08,78.819,78.891,78.457,78.526,,,,,,
2007-10-09,78.492,78.525,78.199,78.375,,,,,,
2007-10-10,78.255,78.369,77.964,78.078,,,,,,
2007-10-11,78.192,78.362,78.077,78.224,,,,,,
2007-10-14,78.208,78.283,77.939,78.088,,,,,,
2007-10-15,78.052,78.339,77.992,78.251,,,,,,
2007-10-16,78.178,78.26,77.944,78.12,,,,,,
2007-10-17,77.898,78.044,77.478,77.59,,,,,,
2007-10-18,77.434,77.674,77.363,77.407,,,,,,
2007-10-21,77.279,78.203,77.093,78.06,,,,,,
2007-10-22,77.865,78.009,77.47,77.589,,,,,,
2007-10-23,77.549,77.829,77.481,77.546,,,,,,
2007-10-24,77.52,77.58,77.147,77.278,,,,,,
2007-10-25,77.22,77.301,76.977,77.027,,,,,,
2007-10-28,76.869,77.092,76.777,76.837,,,,,,
2007-10-29,76.97,77.028,76.719,76.773,,,,,,
2007-10-30,76.748,76.885,76.465,76.479,,,,,,
2007-10-31,76.609,76.868,76.51,76.594,,,,,,
2007-11-01,76.592,76.766,76.22,76.337,,,,,,
2007-11-04,76.39,76.499,76.24,76.425,,,,,,
2007-11-06,76.277,76.442,75.986,76.04,,,,,,
2007-11-07,75.571,76.02,75.077,75.412,,,,,,
2007-11-08,75.569,75.651,75.258,75.456,,,,,,
2007-11-09,75.217,75.529,74.978,75.4,,,,,,
2007-11-11,75.517,76.106,75.349,75.902,,,,,,
2007-11-13,75.789,76.153,75.653,75.881,,,,,,
2007-11-14,75.643,75.871,75.396,75.814,,,,,,
2007-11-15,75.635,76.088,75.552,76.069,,,,,,
2007-11-16,76.01,76.148,75.765,75.827,,,,,,
2007-11-18,75.777,75.963,75.671,75.78,,,,,,
2007-11-20,75.762,75.907,75.137,75.205,,,,,,
2007-11-21,75.066,75.313,74.944,75.073,,,,,,
2007-11-23,75.013,75.23,74.84,75.054,,,,,,
2007-11-25,75.066,75.176,74.756,74.859,,,,,,
2007-11-27,74.879,75.243,74.753,75.096,,,,,,
2007-11-28,75.164,75.728,75.076,75.076,,,,,,
2007-11-29,75.311,75.683,75.139,75.588,,,,,,
2007-11-30,75.711,76.181,75.484,76.147,,,,,,
2007-12-04,75.935,76.082,75.595,75.694,,,,,,
2007-12-05,75.835,76.528,75.684,76.413,,,,,,
2007-12-06,76.504,76.816,76.271,76.383,,,,,,
2007-12-07,76.441,76.51,76.206,76.288,,,,,,
2007-12-09,76.295,76.368,75.972,76.062,,,,,,
2007-12-11,76.044,76.327,75.921,76.222,,,,,,
2007-12-12,76.132,76.309,75.929,76.144,,,,,,
