Date,IBIT,FBTC,BITB,ARKB,BTCO,EZBC,BRRR,HODL,BTCW,MSBT,GBTC,BTC,Total
2026-03-11,115.3,15.4,0.0,0.0,0.0,0.0,0.0,-4.5,0.0,,-16.0,5.0,115.2
2026-03-12,46.1,15.3,-5.7,3.0,0.0,0.0,0.0,0.0,0.0,,-9.9,5.0,53.8
2026-03-13,143.6,23.2,3.1,2.4,0.0,0.0,0.0,8.1,0.0,,0.0,0.0,180.4
2026-03-16,139.4,64.5,2.8,-3.1,0.0,2.1,0.0,-6.3,0.0,,0.0,0.0,199.4
2026-03-17,169.3,24.4,0.0,2.5,0.0,0.0,0.0,3.2,0.0,,0.0,0.0,199.4
2026-03-18,-33.9,-103.8,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,,-18.8,0.0,-163.5
2026-03-19,-38.3,-26.0,-17.2,-15.2,0.0,4.1,3.2,0.0,0.0,,-5.5,4.7,-90.2
2026-03-20,-45.9,-9.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,-52.0
2026-03-23,160.8,41.7,0.0,-9.4,0.0,0.0,0.0,0.0,0.0,,-25.9,0.0,167.2
2026-03-24,-4.7,-45.3,-16.6,0.0,0.0,0.0,0.0,-7.9,0.0,,0.0,0.0,-74.5
2026-03-25,-70.7,83.3,0.0,-4.8,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.8
2026-03-26,-41.9,-32.8,-33.1,-30.5,0.0,0.0,0.0,-2.4,0.0,,-25.1,-5.5,-171.3
2026-03-27,-201.5,0.0,-18.6,-5.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-225.5
2026-03-30,7.5,28.9,0.0,33.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,69.4
2026-03-31,98.4,16.2,1.8,1.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,117.5
2026-04-01,-86.5,-78.6,-5.6,0.0,0.0,0.0,0.0,0.0,0.0,,-13.3,10.3,-173.7
2026-04-02,-3.0,7.3,0.0,0.0,0.0,0.0,0.0,4.7,0.0,,0.0,0.0,9.0
2026-04-06,181.9,147.3,3.8,118.8,0.0,0.0,0.0,2.0,0.0,,0.0,17.6,471.4
2026-04-07,-17.1,-47.8,0.0,-34.2,0.0,0.0,2.3,-20.4,0.0,,-41.9,0.0,-159.1
2026-04-08,40.4,-79.1,0.0,-74.7,0.0,0.0,0.0,0.0,0.0,30.6,-11.1,0.0,-93.9
2026-04-09,269.3,53.3,11.7,4.8,0.0,2.1,0.0,2.0,0.0,14.9,0.0,0.0,358.1
2026-04-10,137.6,78.0,9.5,3.6,0.0,0.0,0.0,2.6,0.0,,0.0,9.1,240.4
