Datetime,Exchange Depositing Addresses
2025-10-16T00:00:00Z,58556
2025-10-15T00:00:00Z,57017
2025-10-14T00:00:00Z,53443
2025-10-13T00:00:00Z,51157
2025-10-12T00:00:00Z,47021
2025-10-11T00:00:00Z,57948
2025-10-10T00:00:00Z,64848
2025-10-09T00:00:00Z,57347
2025-10-08T00:00:00Z,57383
2025-10-07T00:00:00Z,58981
2025-10-06T00:00:00Z,57940
2025-10-05T00:00:00Z,52491
2025-10-04T00:00:00Z,57770
2025-10-03T00:00:00Z,67799
2025-10-02T00:00:00Z,67042
2025-10-01T00:00:00Z,63306
2025-09-30T00:00:00Z,58854
2025-09-29T00:00:00Z,53182
2025-09-28T00:00:00Z,44045
2025-09-27T00:00:00Z,50564
2025-09-26T00:00:00Z,60382
2025-09-25T00:00:00Z,61509
2025-09-24T00:00:00Z,52133
2025-09-23T00:00:00Z,52433
2025-09-22T00:00:00Z,52611
2025-09-21T00:00:00Z,44860
2025-09-20T00:00:00Z,49017
2025-09-19T00:00:00Z,60910
2025-09-18T00:00:00Z,58919
2025-09-17T00:00:00Z,55640
2025-09-16T00:00:00Z,55708
2025-09-15T00:00:00Z,54673
2025-09-14T00:00:00Z,45490
2025-09-13T00:00:00Z,55745
2025-09-12T00:00:00Z,58659
2025-09-11T00:00:00Z,55884
2025-09-10T00:00:00Z,57032
2025-09-09T00:00:00Z,55043
2025-09-08T00:00:00Z,51966
2025-09-07T00:00:00Z,44700
2025-09-06T00:00:00Z,50278
2025-09-05T00:00:00Z,63481
2025-09-04T00:00:00Z,56519
2025-09-03T00:00:00Z,57134
2025-09-02T00:00:00Z,55814
2025-09-01T00:00:00Z,54003
2025-08-31T00:00:00Z,45912
2025-08-30T00:00:00Z,53023
2025-08-29T00:00:00Z,66812
2025-08-28T00:00:00Z,58504
2025-08-27T00:00:00Z,55749
2025-08-26T00:00:00Z,53520
2025-08-25T00:00:00Z,53445
2025-08-24T00:00:00Z,45454
2025-08-23T00:00:00Z,52793
2025-08-22T00:00:00Z,63229
2025-08-21T00:00:00Z,55670
2025-08-20T00:00:00Z,53484
2025-08-19T00:00:00Z,52532
2025-08-18T00:00:00Z,51434
2025-08-17T00:00:00Z,45400
2025-08-16T00:00:00Z,51563
2025-08-15T00:00:00Z,61028
2025-08-14T00:00:00Z,62104
2025-08-13T00:00:00Z,59359
2025-08-12T00:00:00Z,56635
2025-08-11T00:00:00Z,56946
2025-08-10T00:00:00Z,46237
2025-08-09T00:00:00Z,53625
2025-08-08T00:00:00Z,60984
2025-08-07T00:00:00Z,57335
2025-08-06T00:00:00Z,54498
2025-08-05T00:00:00Z,55902
2025-08-04T00:00:00Z,54163
2025-08-03T00:00:00Z,46938
2025-08-02T00:00:00Z,56642
2025-08-01T00:00:00Z,70417
2025-07-31T00:00:00Z,63233
2025-07-30T00:00:00Z,55834
2025-07-29T00:00:00Z,55916
2025-07-28T00:00:00Z,51266
2025-07-27T00:00:00Z,44558
2025-07-26T00:00:00Z,51558
2025-07-25T00:00:00Z,62158
2025-07-24T00:00:00Z,56762
2025-07-23T00:00:00Z,57988
2025-07-22T00:00:00Z,55505
2025-07-21T00:00:00Z,55350
2025-07-20T00:00:00Z,48410
2025-07-19T00:00:00Z,53434
2025-07-18T00:00:00Z,68047
2025-07-17T00:00:00Z,66959
2025-07-16T00:00:00Z,57105
2025-07-15T00:00:00Z,60092
2025-07-14T00:00:00Z,67738
2025-07-13T00:00:00Z,48779
2025-07-12T00:00:00Z,56498
2025-07-11T00:00:00Z,77159
2025-07-10T00:00:00Z,69747
2025-07-09T00:00:00Z,58949
2025-07-08T00:00:00Z,56717
2025-07-07T00:00:00Z,53322
2025-07-06T00:00:00Z,45200
2025-07-05T00:00:00Z,48540
2025-07-04T00:00:00Z,60434
2025-07-03T00:00:00Z,65939
2025-07-02T00:00:00Z,65922
2025-07-01T00:00:00Z,62376
2025-06-30T00:00:00Z,57746
2025-06-29T00:00:00Z,47219
2025-06-28T00:00:00Z,52151
2025-06-27T00:00:00Z,61223
2025-06-26T00:00:00Z,59560
2025-06-25T00:00:00Z,57618
2025-06-24T00:00:00Z,55700
2025-06-23T00:00:00Z,51967
2025-06-22T00:00:00Z,47621
2025-06-21T00:00:00Z,51473
2025-06-20T00:00:00Z,59909
2025-06-19T00:00:00Z,54021
2025-06-18T00:00:00Z,57340
2025-06-17T00:00:00Z,57741
2025-06-16T00:00:00Z,57056
2025-06-15T00:00:00Z,46930
2025-06-14T00:00:00Z,52969
2025-06-13T00:00:00Z,65827
2025-06-12T00:00:00Z,60309
2025-06-11T00:00:00Z,57372
2025-06-10T00:00:00Z,64185
2025-06-09T00:00:00Z,57215
2025-06-08T00:00:00Z,47539
2025-06-07T00:00:00Z,53578
2025-06-06T00:00:00Z,64557
2025-06-05T00:00:00Z,64534
2025-06-04T00:00:00Z,62545
2025-06-03T00:00:00Z,65781
2025-06-02T00:00:00Z,60951
2025-06-01T00:00:00Z,52448
2025-05-31T00:00:00Z,61504
2025-05-30T00:00:00Z,74252
2025-05-29T00:00:00Z,66565
2025-05-28T00:00:00Z,63708
2025-05-27T00:00:00Z,59995
2025-05-26T00:00:00Z,56854
2025-05-25T00:00:00Z,49538
2025-05-24T00:00:00Z,60905
2025-05-23T00:00:00Z,73935
2025-05-22T00:00:00Z,78760
2025-05-21T00:00:00Z,70033
2025-05-20T00:00:00Z,64105
2025-05-19T00:00:00Z,60769
2025-05-18T00:00:00Z,51756
2025-05-17T00:00:00Z,58343
2025-05-16T00:00:00Z,69759
2025-05-15T00:00:00Z,67472
2025-05-14T00:00:00Z,64706
2025-05-13T00:00:00Z,63984
2025-05-12T00:00:00Z,62967
2025-05-11T00:00:00Z,55498
2025-05-10T00:00:00Z,62759
2025-05-09T00:00:00Z,77625
2025-05-08T00:00:00Z,75267
2025-05-07T00:00:00Z,65193
2025-05-06T00:00:00Z,62328
2025-05-05T00:00:00Z,61392
2025-05-04T00:00:00Z,51901
2025-05-03T00:00:00Z,62847
2025-05-02T00:00:00Z,75129
2025-05-01T00:00:00Z,71301
2025-04-30T00:00:00Z,67414
2025-04-29T00:00:00Z,61222
2025-04-28T00:00:00Z,58805
2025-04-27T00:00:00Z,50594
2025-04-26T00:00:00Z,58256
2025-04-25T00:00:00Z,73466
2025-04-24T00:00:00Z,66492
2025-04-23T00:00:00Z,66761
2025-04-22T00:00:00Z,67760
2025-04-21T00:00:00Z,56683
2025-04-20T00:00:00Z,49252
2025-04-19T00:00:00Z,57927
2025-04-18T00:00:00Z,65727
2025-04-17T00:00:00Z,65290
2025-04-16T00:00:00Z,63964
2025-04-15T00:00:00Z,64624
2025-04-14T00:00:00Z,61970
2025-04-13T00:00:00Z,52583
2025-04-12T00:00:00Z,61618
2025-04-11T00:00:00Z,70550
2025-04-10T00:00:00Z,66881
2025-04-09T00:00:00Z,64696
2025-04-08T00:00:00Z,64788
2025-04-07T00:00:00Z,66067
2025-04-06T00:00:00Z,56645
2025-04-05T00:00:00Z,61888
2025-04-04T00:00:00Z,73440
2025-04-03T00:00:00Z,71003
2025-04-02T00:00:00Z,69143
2025-04-01T00:00:00Z,74202
2025-03-31T00:00:00Z,63576
2025-03-30T00:00:00Z,51767
2025-03-29T00:00:00Z,61733
2025-03-28T00:00:00Z,70952
2025-03-27T00:00:00Z,66819
2025-03-26T00:00:00Z,63823
2025-03-25T00:00:00Z,62628
2025-03-24T00:00:00Z,63105
2025-03-23T00:00:00Z,50249
2025-03-22T00:00:00Z,57232
2025-03-21T00:00:00Z,67798
2025-03-20T00:00:00Z,64874
2025-03-19T00:00:00Z,63039
2025-03-18T00:00:00Z,61711
2025-03-17T00:00:00Z,60922
2025-03-16T00:00:00Z,52610
2025-03-15T00:00:00Z,60864
2025-03-14T00:00:00Z,72111
2025-03-13T00:00:00Z,66049
2025-03-12T00:00:00Z,63905
2025-03-11T00:00:00Z,66412
2025-03-10T00:00:00Z,67390
2025-03-09T00:00:00Z,57144
2025-03-08T00:00:00Z,62230
2025-03-07T00:00:00Z,74440
2025-03-06T00:00:00Z,71832
2025-03-05T00:00:00Z,67057
2025-03-04T00:00:00Z,70921
2025-03-03T00:00:00Z,71645
2025-03-02T00:00:00Z,63424
2025-03-01T00:00:00Z,70389
2025-02-28T00:00:00Z,85950
2025-02-27T00:00:00Z,71144
2025-02-26T00:00:00Z,69305
2025-02-25T00:00:00Z,74132
2025-02-24T00:00:00Z,63431
2025-02-23T00:00:00Z,48944
2025-02-22T00:00:00Z,61168
2025-02-21T00:00:00Z,74471
2025-02-20T00:00:00Z,69881
2025-02-19T00:00:00Z,62899
2025-02-18T00:00:00Z,63236
2025-02-17T00:00:00Z,59444
2025-02-16T00:00:00Z,53271
2025-02-15T00:00:00Z,61713
2025-02-14T00:00:00Z,76638
2025-02-13T00:00:00Z,69229
2025-02-12T00:00:00Z,65778
2025-02-11T00:00:00Z,67102
2025-02-10T00:00:00Z,63407
2025-02-09T00:00:00Z,56182
2025-02-08T00:00:00Z,64617
2025-02-07T00:00:00Z,72767
2025-02-06T00:00:00Z,70308
2025-02-05T00:00:00Z,69987
2025-02-04T00:00:00Z,68685
2025-02-03T00:00:00Z,80907
2025-02-02T00:00:00Z,64309
2025-02-01T00:00:00Z,74452
2025-01-31T00:00:00Z,78724
2025-01-30T00:00:00Z,74259
2025-01-29T00:00:00Z,68599
2025-01-28T00:00:00Z,67160
2025-01-27T00:00:00Z,67901
2025-01-26T00:00:00Z,57045
2025-01-25T00:00:00Z,66830
2025-01-24T00:00:00Z,74274
2025-01-23T00:00:00Z,73361
2025-01-22T00:00:00Z,68532
2025-01-21T00:00:00Z,72746
2025-01-20T00:00:00Z,87849
2025-01-19T00:00:00Z,87149
2025-01-18T00:00:00Z,75078
2025-01-17T00:00:00Z,84157
2025-01-16T00:00:00Z,72691
2025-01-15T00:00:00Z,70284
2025-01-14T00:00:00Z,67218
2025-01-13T00:00:00Z,64125
2025-01-12T00:00:00Z,54241
2025-01-11T00:00:00Z,60046
2025-01-10T00:00:00Z,70776
2025-01-09T00:00:00Z,67716
2025-01-08T00:00:00Z,66358
2025-01-07T00:00:00Z,67150
2025-01-06T00:00:00Z,67208
2025-01-05T00:00:00Z,55705
2025-01-04T00:00:00Z,64354
2025-01-03T00:00:00Z,77067
2025-01-02T00:00:00Z,65819
2025-01-01T00:00:00Z,60509
2024-12-31T00:00:00Z,74579
2024-12-30T00:00:00Z,65716
2024-12-29T00:00:00Z,54546
2024-12-28T00:00:00Z,61198
2024-12-27T00:00:00Z,69238
2024-12-26T00:00:00Z,59182
2024-12-25T00:00:00Z,57613
2024-12-24T00:00:00Z,72852
2024-12-23T00:00:00Z,67126
2024-12-22T00:00:00Z,56841
2024-12-21T00:00:00Z,65599
2024-12-20T00:00:00Z,82565
2024-12-19T00:00:00Z,78770
2024-12-18T00:00:00Z,71435
2024-12-17T00:00:00Z,75584
2024-12-16T00:00:00Z,79559
2024-12-15T00:00:00Z,60538
2024-12-14T00:00:00Z,66721
2024-12-13T00:00:00Z,78941
2024-12-12T00:00:00Z,76463
2024-12-11T00:00:00Z,70994
2024-12-10T00:00:00Z,75044
2024-12-09T00:00:00Z,72017
2024-12-08T00:00:00Z,62373
2024-12-07T00:00:00Z,71445
2024-12-06T00:00:00Z,85954
2024-12-05T00:00:00Z,98957
2024-12-04T00:00:00Z,81016
2024-12-03T00:00:00Z,83612
2024-12-02T00:00:00Z,77052
2024-12-01T00:00:00Z,62547
2024-11-30T00:00:00Z,71925
2024-11-29T00:00:00Z,75716
2024-11-28T00:00:00Z,69696
2024-11-27T00:00:00Z,75802
2024-11-26T00:00:00Z,73213
2024-11-25T00:00:00Z,73486
2024-11-24T00:00:00Z,64597
2024-11-23T00:00:00Z,81247
2024-11-22T00:00:00Z,90597
2024-11-21T00:00:00Z,98755
2024-11-20T00:00:00Z,77347
2024-11-19T00:00:00Z,74084
2024-11-18T00:00:00Z,71704
2024-11-17T00:00:00Z,62389
2024-11-16T00:00:00Z,74645
2024-11-15T00:00:00Z,83130
2024-11-14T00:00:00Z,84338
2024-11-13T00:00:00Z,95214
2024-11-12T00:00:00Z,96485
2024-11-11T00:00:00Z,92400
2024-11-10T00:00:00Z,74472
2024-11-09T00:00:00Z,63474
2024-11-08T00:00:00Z,77007
2024-11-07T00:00:00Z,75453
2024-11-06T00:00:00Z,84051
2024-11-05T00:00:00Z,65767
2024-11-04T00:00:00Z,62342
2024-11-03T00:00:00Z,54256
2024-11-02T00:00:00Z,63272
2024-11-01T00:00:00Z,76588
2024-10-31T00:00:00Z,72628
2024-10-30T00:00:00Z,69101
2024-10-29T00:00:00Z,76759
2024-10-28T00:00:00Z,60955
2024-10-27T00:00:00Z,48149
2024-10-26T00:00:00Z,57065
2024-10-25T00:00:00Z,70720
2024-10-24T00:00:00Z,58489
2024-10-23T00:00:00Z,60653
2024-10-22T00:00:00Z,58132
2024-10-21T00:00:00Z,58980
2024-10-20T00:00:00Z,51359
2024-10-19T00:00:00Z,60045
2024-10-18T00:00:00Z,69778
2024-10-17T00:00:00Z,65822
2024-10-16T00:00:00Z,63039
2024-10-15T00:00:00Z,66101
2024-10-14T00:00:00Z,61766
2024-10-13T00:00:00Z,50404
2024-10-12T00:00:00Z,57245
2024-10-11T00:00:00Z,64622
2024-10-10T00:00:00Z,62510
2024-10-09T00:00:00Z,60078
2024-10-08T00:00:00Z,62205
2024-10-07T00:00:00Z,59352
2024-10-06T00:00:00Z,50429
2024-10-05T00:00:00Z,58189
2024-10-04T00:00:00Z,70014
2024-10-03T00:00:00Z,67487
2024-10-02T00:00:00Z,64035
2024-10-01T00:00:00Z,72331
2024-09-30T00:00:00Z,64441
2024-09-29T00:00:00Z,51928
2024-09-28T00:00:00Z,59455
2024-09-27T00:00:00Z,72757
2024-09-26T00:00:00Z,66304
2024-09-25T00:00:00Z,63729
2024-09-24T00:00:00Z,60537
2024-09-23T00:00:00Z,57652
2024-09-22T00:00:00Z,48487
2024-09-21T00:00:00Z,57471
2024-09-20T00:00:00Z,71498
2024-09-19T00:00:00Z,68308
2024-09-18T00:00:00Z,61668
2024-09-17T00:00:00Z,61260
2024-09-16T00:00:00Z,58467
2024-09-15T00:00:00Z,51039
2024-09-14T00:00:00Z,59862
2024-09-13T00:00:00Z,71237
2024-09-12T00:00:00Z,65750
2024-09-11T00:00:00Z,59441
2024-09-10T00:00:00Z,62102
2024-09-09T00:00:00Z,59474
2024-09-08T00:00:00Z,50521
2024-09-07T00:00:00Z,59289
2024-09-06T00:00:00Z,71987
2024-09-05T00:00:00Z,67122
2024-09-04T00:00:00Z,66482
2024-09-03T00:00:00Z,65613
2024-09-02T00:00:00Z,58648
2024-09-01T00:00:00Z,58281
2024-08-31T00:00:00Z,64610
2024-08-30T00:00:00Z,79446
2024-08-29T00:00:00Z,68645
2024-08-28T00:00:00Z,63836
2024-08-27T00:00:00Z,63073
2024-08-26T00:00:00Z,59488
2024-08-25T00:00:00Z,52034
2024-08-24T00:00:00Z,61683
2024-08-23T00:00:00Z,73420
2024-08-22T00:00:00Z,63726
2024-08-21T00:00:00Z,61619
2024-08-20T00:00:00Z,62734
2024-08-19T00:00:00Z,57601
2024-08-18T00:00:00Z,50492
2024-08-17T00:00:00Z,59991
2024-08-16T00:00:00Z,71968
2024-08-15T00:00:00Z,66356
2024-08-14T00:00:00Z,62751
2024-08-13T00:00:00Z,61213
2024-08-12T00:00:00Z,57664
2024-08-11T00:00:00Z,50465
2024-08-10T00:00:00Z,60540
2024-08-09T00:00:00Z,69795
2024-08-08T00:00:00Z,68438
2024-08-07T00:00:00Z,61168
2024-08-06T00:00:00Z,65090
2024-08-05T00:00:00Z,77349
2024-08-04T00:00:00Z,58615
2024-08-03T00:00:00Z,67666
2024-08-02T00:00:00Z,76091
2024-08-01T00:00:00Z,74601
2024-07-31T00:00:00Z,69502
2024-07-30T00:00:00Z,63612
2024-07-29T00:00:00Z,72459
2024-07-28T00:00:00Z,54481
2024-07-27T00:00:00Z,65679
2024-07-26T00:00:00Z,70717
2024-07-25T00:00:00Z,67214
2024-07-24T00:00:00Z,62113
2024-07-23T00:00:00Z,62770
2024-07-22T00:00:00Z,62464
2024-07-21T00:00:00Z,52674
2024-07-20T00:00:00Z,62433
2024-07-19T00:00:00Z,72324
2024-07-18T00:00:00Z,66194
2024-07-17T00:00:00Z,66222
2024-07-16T00:00:00Z,67881
2024-07-15T00:00:00Z,64383
2024-07-14T00:00:00Z,54779
2024-07-13T00:00:00Z,59583
2024-07-12T00:00:00Z,70281
2024-07-11T00:00:00Z,65883
2024-07-10T00:00:00Z,62074
2024-07-09T00:00:00Z,60605
2024-07-08T00:00:00Z,60173
2024-07-07T00:00:00Z,52793
2024-07-06T00:00:00Z,61455
2024-07-05T00:00:00Z,74360
2024-07-04T00:00:00Z,68360
2024-07-03T00:00:00Z,70638
2024-07-02T00:00:00Z,67645
2024-07-01T00:00:00Z,64343
2024-06-30T00:00:00Z,52895
2024-06-29T00:00:00Z,61508
2024-06-28T00:00:00Z,69560
2024-06-27T00:00:00Z,63999
2024-06-26T00:00:00Z,61100
2024-06-25T00:00:00Z,58661
2024-06-24T00:00:00Z,61737
2024-06-23T00:00:00Z,48235
2024-06-22T00:00:00Z,57071
2024-06-21T00:00:00Z,67867
2024-06-20T00:00:00Z,61454
2024-06-19T00:00:00Z,57448
2024-06-18T00:00:00Z,65653
2024-06-17T00:00:00Z,56144
2024-06-16T00:00:00Z,50713
2024-06-15T00:00:00Z,59727
2024-06-14T00:00:00Z,69336
2024-06-13T00:00:00Z,63700
2024-06-12T00:00:00Z,63813
2024-06-11T00:00:00Z,66355
2024-06-10T00:00:00Z,60440
2024-06-09T00:00:00Z,55998
2024-06-08T00:00:00Z,69936
2024-06-07T00:00:00Z,60504
2024-06-06T00:00:00Z,66920
2024-06-05T00:00:00Z,65776
2024-06-04T00:00:00Z,68648
2024-06-03T00:00:00Z,74391
2024-06-02T00:00:00Z,58856
2024-06-01T00:00:00Z,66399
2024-05-31T00:00:00Z,78002
2024-05-30T00:00:00Z,69111
2024-05-29T00:00:00Z,62285
2024-05-28T00:00:00Z,58511
2024-05-27T00:00:00Z,56784
2024-05-26T00:00:00Z,52048
2024-05-25T00:00:00Z,62101
2024-05-24T00:00:00Z,70009
2024-05-23T00:00:00Z,68651
2024-05-22T00:00:00Z,65019
2024-05-21T00:00:00Z,70999
2024-05-20T00:00:00Z,64292
2024-05-19T00:00:00Z,52275
2024-05-18T00:00:00Z,60859
2024-05-17T00:00:00Z,73326
2024-05-16T00:00:00Z,70062
2024-05-15T00:00:00Z,70102
2024-05-14T00:00:00Z,60496
2024-05-13T00:00:00Z,62862
2024-05-12T00:00:00Z,49326
2024-05-11T00:00:00Z,59705
2024-05-10T00:00:00Z,69093
2024-05-09T00:00:00Z,65260
2024-05-08T00:00:00Z,63624
2024-05-07T00:00:00Z,65736
2024-05-06T00:00:00Z,61461
2024-05-05T00:00:00Z,55613
2024-05-04T00:00:00Z,64624
2024-05-03T00:00:00Z,77798
2024-05-02T00:00:00Z,71769
2024-05-01T00:00:00Z,79693
2024-04-30T00:00:00Z,76313
2024-04-29T00:00:00Z,70863
2024-04-28T00:00:00Z,56408
2024-04-27T00:00:00Z,66520
2024-04-26T00:00:00Z,81200
2024-04-25T00:00:00Z,73717
2024-04-24T00:00:00Z,72942
2024-04-23T00:00:00Z,53053
2024-04-22T00:00:00Z,56640
2024-04-21T00:00:00Z,56665
2024-04-20T00:00:00Z,46975
2024-04-19T00:00:00Z,82712
2024-04-18T00:00:00Z,76287
2024-04-17T00:00:00Z,72662
2024-04-16T00:00:00Z,78870
2024-04-15T00:00:00Z,71977
2024-04-14T00:00:00Z,68722
2024-04-13T00:00:00Z,82878
2024-04-12T00:00:00Z,91114
2024-04-11T00:00:00Z,74924
2024-04-10T00:00:00Z,78331
2024-04-09T00:00:00Z,85086
2024-04-08T00:00:00Z,82063
2024-04-07T00:00:00Z,71042
2024-04-06T00:00:00Z,79953
2024-04-05T00:00:00Z,88469
2024-04-04T00:00:00Z,88102
2024-04-03T00:00:00Z,92981
2024-04-02T00:00:00Z,89151
2024-04-01T00:00:00Z,84827
2024-03-31T00:00:00Z,70935
2024-03-30T00:00:00Z,81029
2024-03-29T00:00:00Z,95292
2024-03-28T00:00:00Z,89246
2024-03-27T00:00:00Z,84752
2024-03-26T00:00:00Z,90989
2024-03-25T00:00:00Z,85457
2024-03-24T00:00:00Z,67417
2024-03-23T00:00:00Z,74084
2024-03-22T00:00:00Z,86900
2024-03-21T00:00:00Z,81733
2024-03-20T00:00:00Z,84472
2024-03-19T00:00:00Z,89015
2024-03-18T00:00:00Z,77026
2024-03-17T00:00:00Z,76092
2024-03-16T00:00:00Z,85650
2024-03-15T00:00:00Z,106078
2024-03-14T00:00:00Z,96358
2024-03-13T00:00:00Z,98495
2024-03-12T00:00:00Z,97770
2024-03-11T00:00:00Z,98597
2024-03-10T00:00:00Z,79856
2024-03-09T00:00:00Z,85468
2024-03-08T00:00:00Z,97918
2024-03-07T00:00:00Z,94179
2024-03-06T00:00:00Z,96393
2024-03-05T00:00:00Z,117786
2024-03-04T00:00:00Z,95124
2024-03-03T00:00:00Z,76780
2024-03-02T00:00:00Z,86084
2024-03-01T00:00:00Z,107188
2024-02-29T00:00:00Z,105879
2024-02-28T00:00:00Z,103251
2024-02-27T00:00:00Z,79733
