Datetime,Exchange Depositing Transactions
2025-08-10T00:00:00Z,36555
2025-08-09T00:00:00Z,41872
2025-08-08T00:00:00Z,46646
2025-08-07T00:00:00Z,45241
2025-08-06T00:00:00Z,42508
2025-08-05T00:00:00Z,43302
2025-08-04T00:00:00Z,42481
2025-08-03T00:00:00Z,36198
2025-08-02T00:00:00Z,42960
2025-08-01T00:00:00Z,53845
2025-07-31T00:00:00Z,49217
2025-07-30T00:00:00Z,44100
2025-07-29T00:00:00Z,43798
2025-07-28T00:00:00Z,40682
2025-07-27T00:00:00Z,34967
2025-07-26T00:00:00Z,39942
2025-07-25T00:00:00Z,47653
2025-07-24T00:00:00Z,44053
2025-07-23T00:00:00Z,46659
2025-07-22T00:00:00Z,43733
2025-07-21T00:00:00Z,44701
2025-07-20T00:00:00Z,37980
2025-07-19T00:00:00Z,41231
2025-07-18T00:00:00Z,53032
2025-07-17T00:00:00Z,53551
2025-07-16T00:00:00Z,44238
2025-07-15T00:00:00Z,47482
2025-07-14T00:00:00Z,56220
2025-07-13T00:00:00Z,38468
2025-07-12T00:00:00Z,43817
2025-07-11T00:00:00Z,61875
2025-07-10T00:00:00Z,55487
2025-07-09T00:00:00Z,46255
2025-07-08T00:00:00Z,43957
2025-07-07T00:00:00Z,41265
2025-07-06T00:00:00Z,34592
2025-07-05T00:00:00Z,37016
2025-07-04T00:00:00Z,45967
2025-07-03T00:00:00Z,49991
2025-07-02T00:00:00Z,50638
2025-07-01T00:00:00Z,47474
2025-06-30T00:00:00Z,44552
2025-06-29T00:00:00Z,36351
2025-06-28T00:00:00Z,39635
2025-06-27T00:00:00Z,46073
2025-06-26T00:00:00Z,46081
2025-06-25T00:00:00Z,45525
2025-06-24T00:00:00Z,43406
2025-06-23T00:00:00Z,40742
2025-06-22T00:00:00Z,37769
2025-06-21T00:00:00Z,39484
2025-06-20T00:00:00Z,46024
2025-06-19T00:00:00Z,41331
2025-06-18T00:00:00Z,43816
2025-06-17T00:00:00Z,43765
2025-06-16T00:00:00Z,44478
2025-06-15T00:00:00Z,36000
2025-06-14T00:00:00Z,39683
2025-06-13T00:00:00Z,49089
2025-06-12T00:00:00Z,45466
2025-06-11T00:00:00Z,44105
2025-06-10T00:00:00Z,49030
2025-06-09T00:00:00Z,44096
2025-06-08T00:00:00Z,35335
2025-06-07T00:00:00Z,39667
2025-06-06T00:00:00Z,47585
2025-06-05T00:00:00Z,48458
2025-06-04T00:00:00Z,45535
2025-06-03T00:00:00Z,47408
2025-06-02T00:00:00Z,44267
2025-06-01T00:00:00Z,37368
2025-05-31T00:00:00Z,43344
2025-05-30T00:00:00Z,52044
2025-05-29T00:00:00Z,47146
2025-05-28T00:00:00Z,45868
2025-05-27T00:00:00Z,43778
2025-05-26T00:00:00Z,42289
2025-05-25T00:00:00Z,35257
2025-05-24T00:00:00Z,42603
2025-05-23T00:00:00Z,52205
2025-05-22T00:00:00Z,59653
2025-05-21T00:00:00Z,52150
2025-05-20T00:00:00Z,46592
2025-05-19T00:00:00Z,44448
2025-05-18T00:00:00Z,36721
2025-05-17T00:00:00Z,40295
2025-05-16T00:00:00Z,46989
2025-05-15T00:00:00Z,48275
2025-05-14T00:00:00Z,46914
2025-05-13T00:00:00Z,46127
2025-05-12T00:00:00Z,46589
2025-05-11T00:00:00Z,40154
2025-05-10T00:00:00Z,44493
2025-05-09T00:00:00Z,55770
2025-05-08T00:00:00Z,56516
2025-05-07T00:00:00Z,47604
2025-05-06T00:00:00Z,44562
2025-05-05T00:00:00Z,43867
2025-05-04T00:00:00Z,36100
2025-05-03T00:00:00Z,42966
2025-05-02T00:00:00Z,51232
2025-05-01T00:00:00Z,48763
2025-04-30T00:00:00Z,47768
2025-04-29T00:00:00Z,43299
2025-04-28T00:00:00Z,42869
2025-04-27T00:00:00Z,35819
2025-04-26T00:00:00Z,40382
2025-04-25T00:00:00Z,51710
2025-04-24T00:00:00Z,47720
2025-04-23T00:00:00Z,50074
2025-04-22T00:00:00Z,51260
2025-04-21T00:00:00Z,43414
2025-04-20T00:00:00Z,35900
2025-04-19T00:00:00Z,41531
2025-04-18T00:00:00Z,47376
2025-04-17T00:00:00Z,46944
2025-04-16T00:00:00Z,47909
2025-04-15T00:00:00Z,48037
2025-04-14T00:00:00Z,47001
2025-04-13T00:00:00Z,38659
2025-04-12T00:00:00Z,44924
2025-04-11T00:00:00Z,48704
2025-04-10T00:00:00Z,47285
2025-04-09T00:00:00Z,47717
2025-04-08T00:00:00Z,46411
2025-04-07T00:00:00Z,49868
2025-04-06T00:00:00Z,41130
2025-04-05T00:00:00Z,42263
2025-04-04T00:00:00Z,49945
2025-04-03T00:00:00Z,49099
2025-04-02T00:00:00Z,49985
2025-04-01T00:00:00Z,51782
2025-03-31T00:00:00Z,45337
2025-03-30T00:00:00Z,36770
2025-03-29T00:00:00Z,42704
2025-03-28T00:00:00Z,48563
2025-03-27T00:00:00Z,46860
2025-03-26T00:00:00Z,45575
2025-03-25T00:00:00Z,44005
2025-03-24T00:00:00Z,46617
2025-03-23T00:00:00Z,35059
2025-03-22T00:00:00Z,38721
2025-03-21T00:00:00Z,46471
2025-03-20T00:00:00Z,44964
2025-03-19T00:00:00Z,44316
2025-03-18T00:00:00Z,42997
2025-03-17T00:00:00Z,43564
2025-03-16T00:00:00Z,35712
2025-03-15T00:00:00Z,41167
2025-03-14T00:00:00Z,48806
2025-03-13T00:00:00Z,46051
2025-03-12T00:00:00Z,45238
2025-03-11T00:00:00Z,47546
2025-03-10T00:00:00Z,49599
2025-03-09T00:00:00Z,41315
2025-03-08T00:00:00Z,43205
2025-03-07T00:00:00Z,51329
2025-03-06T00:00:00Z,51805
2025-03-05T00:00:00Z,47632
2025-03-04T00:00:00Z,49953
2025-03-03T00:00:00Z,51877
2025-03-02T00:00:00Z,44525
2025-03-01T00:00:00Z,47842
2025-02-28T00:00:00Z,60415
2025-02-27T00:00:00Z,49787
2025-02-26T00:00:00Z,49612
2025-02-25T00:00:00Z,54605
2025-02-24T00:00:00Z,45331
2025-02-23T00:00:00Z,33257
2025-02-22T00:00:00Z,41374
2025-02-21T00:00:00Z,50298
2025-02-20T00:00:00Z,48711
2025-02-19T00:00:00Z,44049
2025-02-18T00:00:00Z,44280
2025-02-17T00:00:00Z,42756
2025-02-16T00:00:00Z,36880
2025-02-15T00:00:00Z,41421
2025-02-14T00:00:00Z,51445
2025-02-13T00:00:00Z,47388
2025-02-12T00:00:00Z,46519
2025-02-11T00:00:00Z,47272
2025-02-10T00:00:00Z,46127
2025-02-09T00:00:00Z,39115
2025-02-08T00:00:00Z,43226
2025-02-07T00:00:00Z,49873
2025-02-06T00:00:00Z,48353
2025-02-05T00:00:00Z,48050
2025-02-04T00:00:00Z,47274
2025-02-03T00:00:00Z,59133
2025-02-02T00:00:00Z,45366
2025-02-01T00:00:00Z,49673
2025-01-31T00:00:00Z,51583
2025-01-30T00:00:00Z,50439
2025-01-29T00:00:00Z,47524
2025-01-28T00:00:00Z,47441
2025-01-27T00:00:00Z,50573
2025-01-26T00:00:00Z,40747
2025-01-25T00:00:00Z,47338
2025-01-24T00:00:00Z,51552
2025-01-23T00:00:00Z,53290
2025-01-22T00:00:00Z,49631
2025-01-21T00:00:00Z,53518
2025-01-20T00:00:00Z,68730
2025-01-19T00:00:00Z,67710
2025-01-18T00:00:00Z,54627
2025-01-17T00:00:00Z,60636
2025-01-16T00:00:00Z,51374
2025-01-15T00:00:00Z,51722
2025-01-14T00:00:00Z,49643
2025-01-13T00:00:00Z,47695
2025-01-12T00:00:00Z,39521
2025-01-11T00:00:00Z,42283
2025-01-10T00:00:00Z,48783
2025-01-09T00:00:00Z,47741
2025-01-08T00:00:00Z,47768
2025-01-07T00:00:00Z,47727
2025-01-06T00:00:00Z,50272
2025-01-05T00:00:00Z,39973
2025-01-04T00:00:00Z,45085
2025-01-03T00:00:00Z,53105
2025-01-02T00:00:00Z,51048
2025-01-01T00:00:00Z,42396
2024-12-31T00:00:00Z,52123
2024-12-30T00:00:00Z,53318
2024-12-29T00:00:00Z,42834
2024-12-28T00:00:00Z,45803
2024-12-27T00:00:00Z,53056
2024-12-26T00:00:00Z,51123
2024-12-25T00:00:00Z,50676
2024-12-24T00:00:00Z,61256
2024-12-23T00:00:00Z,59567
2024-12-22T00:00:00Z,45780
2024-12-21T00:00:00Z,54921
2024-12-20T00:00:00Z,69924
2024-12-19T00:00:00Z,63634
2024-12-18T00:00:00Z,56910
2024-12-17T00:00:00Z,54949
2024-12-16T00:00:00Z,58949
2024-12-15T00:00:00Z,42422
2024-12-14T00:00:00Z,45567
2024-12-13T00:00:00Z,52185
2024-12-12T00:00:00Z,54318
2024-12-11T00:00:00Z,49525
2024-12-10T00:00:00Z,53017
2024-12-09T00:00:00Z,51785
2024-12-08T00:00:00Z,43318
2024-12-07T00:00:00Z,48726
2024-12-06T00:00:00Z,57600
2024-12-05T00:00:00Z,73907
2024-12-04T00:00:00Z,57849
2024-12-03T00:00:00Z,57392
2024-12-02T00:00:00Z,55837
2024-12-01T00:00:00Z,42148
2024-11-30T00:00:00Z,48731
2024-11-29T00:00:00Z,50714
2024-11-28T00:00:00Z,46952
2024-11-27T00:00:00Z,51160
2024-11-26T00:00:00Z,52955
2024-11-25T00:00:00Z,53400
2024-11-24T00:00:00Z,46091
2024-11-23T00:00:00Z,57516
2024-11-22T00:00:00Z,64676
2024-11-21T00:00:00Z,75002
2024-11-20T00:00:00Z,55662
2024-11-19T00:00:00Z,52776
2024-11-18T00:00:00Z,51892
2024-11-17T00:00:00Z,43514
2024-11-16T00:00:00Z,52860
2024-11-15T00:00:00Z,56299
2024-11-14T00:00:00Z,60604
2024-11-13T00:00:00Z,71243
2024-11-12T00:00:00Z,74698
2024-11-11T00:00:00Z,72302
2024-11-10T00:00:00Z,55639
2024-11-09T00:00:00Z,42241
2024-11-08T00:00:00Z,51526
2024-11-07T00:00:00Z,52590
2024-11-06T00:00:00Z,63173
2024-11-05T00:00:00Z,49829
2024-11-04T00:00:00Z,45508
2024-11-03T00:00:00Z,36107
2024-11-02T00:00:00Z,39709
2024-11-01T00:00:00Z,47214
2024-10-31T00:00:00Z,47487
2024-10-30T00:00:00Z,47635
2024-10-29T00:00:00Z,54612
2024-10-28T00:00:00Z,43172
2024-10-27T00:00:00Z,31809
2024-10-26T00:00:00Z,36808
2024-10-25T00:00:00Z,45954
2024-10-24T00:00:00Z,36920
2024-10-23T00:00:00Z,40695
2024-10-22T00:00:00Z,38081
2024-10-21T00:00:00Z,40694
2024-10-20T00:00:00Z,35018
2024-10-19T00:00:00Z,39055
2024-10-18T00:00:00Z,46837
2024-10-17T00:00:00Z,43377
2024-10-16T00:00:00Z,41928
2024-10-15T00:00:00Z,45205
2024-10-14T00:00:00Z,44161
2024-10-13T00:00:00Z,32573
2024-10-12T00:00:00Z,35580
2024-10-11T00:00:00Z,40161
2024-10-10T00:00:00Z,40176
2024-10-09T00:00:00Z,39825
2024-10-08T00:00:00Z,41097
2024-10-07T00:00:00Z,40492
2024-10-06T00:00:00Z,32285
2024-10-05T00:00:00Z,36606
2024-10-04T00:00:00Z,43814
2024-10-03T00:00:00Z,42636
2024-10-02T00:00:00Z,42037
2024-10-01T00:00:00Z,46602
2024-09-30T00:00:00Z,42877
2024-09-29T00:00:00Z,33712
2024-09-28T00:00:00Z,37667
2024-09-27T00:00:00Z,47392
2024-09-26T00:00:00Z,42800
2024-09-25T00:00:00Z,41348
2024-09-24T00:00:00Z,40172
2024-09-23T00:00:00Z,39133
2024-09-22T00:00:00Z,31301
2024-09-21T00:00:00Z,36198
2024-09-20T00:00:00Z,46068
2024-09-19T00:00:00Z,45747
2024-09-18T00:00:00Z,40574
2024-09-17T00:00:00Z,40505
2024-09-16T00:00:00Z,37659
2024-09-15T00:00:00Z,32300
2024-09-14T00:00:00Z,37239
2024-09-13T00:00:00Z,45299
2024-09-12T00:00:00Z,41897
2024-09-11T00:00:00Z,37862
2024-09-10T00:00:00Z,39649
2024-09-09T00:00:00Z,38983
2024-09-08T00:00:00Z,30771
2024-09-07T00:00:00Z,35390
2024-09-06T00:00:00Z,44587
2024-09-05T00:00:00Z,40729
2024-09-04T00:00:00Z,40938
2024-09-03T00:00:00Z,39721
2024-09-02T00:00:00Z,36997
2024-09-01T00:00:00Z,33863
2024-08-31T00:00:00Z,37201
2024-08-30T00:00:00Z,45027
2024-08-29T00:00:00Z,40690
2024-08-28T00:00:00Z,39509
2024-08-27T00:00:00Z,40232
2024-08-26T00:00:00Z,40092
2024-08-25T00:00:00Z,31853
2024-08-24T00:00:00Z,37207
2024-08-23T00:00:00Z,44171
2024-08-22T00:00:00Z,37264
2024-08-21T00:00:00Z,38097
2024-08-20T00:00:00Z,38989
2024-08-19T00:00:00Z,36394
2024-08-18T00:00:00Z,30222
2024-08-17T00:00:00Z,35062
2024-08-16T00:00:00Z,41319
2024-08-15T00:00:00Z,39360
2024-08-14T00:00:00Z,38749
2024-08-13T00:00:00Z,37820
2024-08-12T00:00:00Z,36008
2024-08-11T00:00:00Z,30224
2024-08-10T00:00:00Z,35101
2024-08-09T00:00:00Z,41355
2024-08-08T00:00:00Z,41929
2024-08-07T00:00:00Z,37641
2024-08-06T00:00:00Z,39986
2024-08-05T00:00:00Z,53613
2024-08-04T00:00:00Z,36165
2024-08-03T00:00:00Z,39545
2024-08-02T00:00:00Z,42679
2024-08-01T00:00:00Z,44047
2024-07-31T00:00:00Z,42228
2024-07-30T00:00:00Z,38519
2024-07-29T00:00:00Z,44029
2024-07-28T00:00:00Z,32908
2024-07-27T00:00:00Z,39451
2024-07-26T00:00:00Z,41691
2024-07-25T00:00:00Z,41488
2024-07-24T00:00:00Z,38578
2024-07-23T00:00:00Z,38512
2024-07-22T00:00:00Z,39150
2024-07-21T00:00:00Z,31469
2024-07-20T00:00:00Z,36063
2024-07-19T00:00:00Z,41967
2024-07-18T00:00:00Z,39197
2024-07-17T00:00:00Z,40867
2024-07-16T00:00:00Z,41990
2024-07-15T00:00:00Z,41179
2024-07-14T00:00:00Z,33678
2024-07-13T00:00:00Z,34089
2024-07-12T00:00:00Z,39817
2024-07-11T00:00:00Z,38814
2024-07-10T00:00:00Z,37516
2024-07-09T00:00:00Z,36161
2024-07-08T00:00:00Z,36953
2024-07-07T00:00:00Z,29924
2024-07-06T00:00:00Z,35080
2024-07-05T00:00:00Z,45136
2024-07-04T00:00:00Z,41106
2024-07-03T00:00:00Z,40998
2024-07-02T00:00:00Z,40021
2024-07-01T00:00:00Z,39481
2024-06-30T00:00:00Z,30556
2024-06-29T00:00:00Z,32997
2024-06-28T00:00:00Z,39425
2024-06-27T00:00:00Z,38290
2024-06-26T00:00:00Z,36850
2024-06-25T00:00:00Z,34809
2024-06-24T00:00:00Z,39369
2024-06-23T00:00:00Z,27780
2024-06-22T00:00:00Z,31827
2024-06-21T00:00:00Z,38578
2024-06-20T00:00:00Z,36297
2024-06-19T00:00:00Z,34876
2024-06-18T00:00:00Z,41142
2024-06-17T00:00:00Z,35035
2024-06-16T00:00:00Z,29503
2024-06-15T00:00:00Z,33790
2024-06-14T00:00:00Z,38294
2024-06-13T00:00:00Z,36896
2024-06-12T00:00:00Z,39260
2024-06-11T00:00:00Z,42464
2024-06-10T00:00:00Z,38236
2024-06-09T00:00:00Z,38610
2024-06-08T00:00:00Z,43855
2024-06-07T00:00:00Z,31491
2024-06-06T00:00:00Z,40094
2024-06-05T00:00:00Z,40364
2024-06-04T00:00:00Z,42435
2024-06-03T00:00:00Z,43691
2024-06-02T00:00:00Z,34593
2024-06-01T00:00:00Z,37561
2024-05-31T00:00:00Z,44194
2024-05-30T00:00:00Z,41747
2024-05-29T00:00:00Z,37284
2024-05-28T00:00:00Z,36362
2024-05-27T00:00:00Z,36620
2024-05-26T00:00:00Z,31502
2024-05-25T00:00:00Z,36228
2024-05-24T00:00:00Z,40760
2024-05-23T00:00:00Z,42198
2024-05-22T00:00:00Z,40705
2024-05-21T00:00:00Z,46878
2024-05-20T00:00:00Z,41932
2024-05-19T00:00:00Z,31732
2024-05-18T00:00:00Z,35888
2024-05-17T00:00:00Z,42153
2024-05-16T00:00:00Z,42828
2024-05-15T00:00:00Z,45449
2024-05-14T00:00:00Z,38200
2024-05-13T00:00:00Z,39615
2024-05-12T00:00:00Z,29207
2024-05-11T00:00:00Z,34445
2024-05-10T00:00:00Z,39044
2024-05-09T00:00:00Z,38611
2024-05-08T00:00:00Z,39171
2024-05-07T00:00:00Z,40764
2024-05-06T00:00:00Z,38519
2024-05-05T00:00:00Z,32001
2024-05-04T00:00:00Z,37075
2024-05-03T00:00:00Z,49400
2024-05-02T00:00:00Z,52315
2024-05-01T00:00:00Z,55729
2024-04-30T00:00:00Z,62406
2024-04-29T00:00:00Z,55654
2024-04-28T00:00:00Z,45996
2024-04-27T00:00:00Z,53645
2024-04-26T00:00:00Z,58369
2024-04-25T00:00:00Z,54023
2024-04-24T00:00:00Z,53670
2024-04-23T00:00:00Z,34355
2024-04-22T00:00:00Z,43716
2024-04-21T00:00:00Z,33922
2024-04-20T00:00:00Z,24522
2024-04-19T00:00:00Z,71319
2024-04-18T00:00:00Z,74183
2024-04-17T00:00:00Z,67074
2024-04-16T00:00:00Z,73460
2024-04-15T00:00:00Z,65156
2024-04-14T00:00:00Z,54899
2024-04-13T00:00:00Z,64808
2024-04-12T00:00:00Z,70234
2024-04-11T00:00:00Z,59435
2024-04-10T00:00:00Z,64783
2024-04-09T00:00:00Z,67470
2024-04-08T00:00:00Z,68737
2024-04-07T00:00:00Z,55909
2024-04-06T00:00:00Z,59830
2024-04-05T00:00:00Z,61355
2024-04-04T00:00:00Z,60897
2024-04-03T00:00:00Z,56469
2024-04-02T00:00:00Z,66950
2024-04-01T00:00:00Z,71779
2024-03-31T00:00:00Z,50659
2024-03-30T00:00:00Z,56143
2024-03-29T00:00:00Z,67848
2024-03-28T00:00:00Z,79540
2024-03-27T00:00:00Z,68178
2024-03-26T00:00:00Z,65897
2024-03-25T00:00:00Z,64721
2024-03-24T00:00:00Z,50995
2024-03-23T00:00:00Z,62465
2024-03-22T00:00:00Z,63087
2024-03-21T00:00:00Z,66008
2024-03-20T00:00:00Z,63667
2024-03-19T00:00:00Z,99912
2024-03-18T00:00:00Z,65962
2024-03-17T00:00:00Z,58683
2024-03-16T00:00:00Z,62326
2024-03-15T00:00:00Z,81627
2024-03-14T00:00:00Z,76757
2024-03-13T00:00:00Z,75841
2024-03-12T00:00:00Z,72892
2024-03-11T00:00:00Z,77966
2024-03-10T00:00:00Z,64671
2024-03-09T00:00:00Z,67337
2024-03-08T00:00:00Z,81579
2024-03-07T00:00:00Z,74948
2024-03-06T00:00:00Z,81559
2024-03-05T00:00:00Z,105943
2024-03-04T00:00:00Z,80256
2024-03-03T00:00:00Z,68121
2024-03-02T00:00:00Z,70175
2024-03-01T00:00:00Z,85108
2024-02-29T00:00:00Z,82279
2024-02-28T00:00:00Z,87999
2024-02-27T00:00:00Z,64131
