Datetime,Exchange Outflow (Mean)
2022-03-22T00:00:00Z,6.85295762
2022-03-21T00:00:00Z,11.71604982
2022-03-20T00:00:00Z,2.29009699
2022-03-19T00:00:00Z,2.7590232
2022-03-18T00:00:00Z,5.66033343
2022-03-17T00:00:00Z,4.79147715
2022-03-16T00:00:00Z,4.79035322
2022-03-15T00:00:00Z,3.87513039
2022-03-14T00:00:00Z,3.41127221
2022-03-13T00:00:00Z,1.94622381
2022-03-12T00:00:00Z,2.03181779
2022-03-11T00:00:00Z,4.07829591
2022-03-10T00:00:00Z,6.1021242
2022-03-09T00:00:00Z,5.14021382
2022-03-08T00:00:00Z,4.71047834
2022-03-07T00:00:00Z,3.88302777
2022-03-06T00:00:00Z,2.18982601
2022-03-05T00:00:00Z,2.54650565
2022-03-04T00:00:00Z,4.52335068
2022-03-03T00:00:00Z,4.81750931
2022-03-02T00:00:00Z,5.75541063
2022-03-01T00:00:00Z,6.34047299
2022-02-28T00:00:00Z,5.41204498
2022-02-27T00:00:00Z,3.51953801
2022-02-26T00:00:00Z,2.58735675
2022-02-25T00:00:00Z,5.92461566
2022-02-24T00:00:00Z,8.6008735
2022-02-23T00:00:00Z,4.17818843
2022-02-22T00:00:00Z,5.10675458
2022-02-21T00:00:00Z,5.06783495
2022-02-20T00:00:00Z,2.38625369
2022-02-19T00:00:00Z,1.95906244
2022-02-18T00:00:00Z,5.11600036
2022-02-17T00:00:00Z,3.86706784
2022-02-16T00:00:00Z,4.8653778
2022-02-15T00:00:00Z,4.66066475
2022-02-14T00:00:00Z,3.13608427
2022-02-13T00:00:00Z,1.94575647
2022-02-12T00:00:00Z,2.69833881
2022-02-11T00:00:00Z,4.15524736
2022-02-10T00:00:00Z,4.88108331
2022-02-09T00:00:00Z,4.0288251
2022-02-08T00:00:00Z,5.5363816
2022-02-07T00:00:00Z,6.05558795
2022-02-06T00:00:00Z,2.49815821
2022-02-05T00:00:00Z,2.76326725
2022-02-04T00:00:00Z,4.95162867
2022-02-03T00:00:00Z,4.89678328
2022-02-02T00:00:00Z,3.96725055
2022-02-01T00:00:00Z,4.09144444
2022-01-31T00:00:00Z,4.3883976
2022-01-30T00:00:00Z,3.32232775
2022-01-29T00:00:00Z,4.38424677
2022-01-28T00:00:00Z,5.90849097
2022-01-27T00:00:00Z,6.96749683
2022-01-26T00:00:00Z,6.26496112
2022-01-25T00:00:00Z,5.74957645
2022-01-24T00:00:00Z,8.76185231
2022-01-23T00:00:00Z,4.45453171
2022-01-22T00:00:00Z,7.67307218
2022-01-21T00:00:00Z,7.92501023
2022-01-20T00:00:00Z,4.72358551
2022-01-19T00:00:00Z,6.26040663
2022-01-18T00:00:00Z,4.20693827
2022-01-17T00:00:00Z,3.44877303
2022-01-16T00:00:00Z,2.2090738
2022-01-15T00:00:00Z,2.20468733
2022-01-14T00:00:00Z,4.51565544
2022-01-13T00:00:00Z,5.53297297
2022-01-12T00:00:00Z,4.07915306
2022-01-11T00:00:00Z,5.38594401
2022-01-10T00:00:00Z,6.05961217
2022-01-09T00:00:00Z,2.30212751
2022-01-08T00:00:00Z,2.67206267
2022-01-07T00:00:00Z,5.4692227
2022-01-06T00:00:00Z,6.21301565
2022-01-05T00:00:00Z,5.13689958
2022-01-04T00:00:00Z,3.90244284
2022-01-03T00:00:00Z,3.05510058
2022-01-02T00:00:00Z,2.01311743
2022-01-01T00:00:00Z,3.76837433
2021-12-31T00:00:00Z,6.2336747
2021-12-30T00:00:00Z,5.41160031
2021-12-29T00:00:00Z,7.74637733
2021-12-28T00:00:00Z,4.54916411
2021-12-27T00:00:00Z,3.64547533
2021-12-26T00:00:00Z,1.72450207
2021-12-25T00:00:00Z,3.59398157
2021-12-24T00:00:00Z,5.86399665
2021-12-23T00:00:00Z,4.18527476
2021-12-22T00:00:00Z,3.80336257
2021-12-21T00:00:00Z,2.53027573
2021-12-20T00:00:00Z,3.2117814
2021-12-19T00:00:00Z,2.67184222
2021-12-18T00:00:00Z,4.1057326
2021-12-17T00:00:00Z,4.47158006
2021-12-16T00:00:00Z,4.33228901
2021-12-15T00:00:00Z,3.59334439
2021-12-14T00:00:00Z,4.53158766
2021-12-13T00:00:00Z,4.20048602
2021-12-12T00:00:00Z,1.95712795
2021-12-11T00:00:00Z,2.78286865
2021-12-10T00:00:00Z,4.44873246
2021-12-09T00:00:00Z,3.88132017
2021-12-08T00:00:00Z,3.75026501
2021-12-07T00:00:00Z,6.39688957
2021-12-06T00:00:00Z,7.65628791
2021-12-05T00:00:00Z,6.88592253
2021-12-04T00:00:00Z,10.19169159
2021-12-03T00:00:00Z,5.1498406
2021-12-02T00:00:00Z,4.76471169
2021-12-01T00:00:00Z,4.93700457
2021-11-30T00:00:00Z,5.89008717
2021-11-29T00:00:00Z,6.03029279
2021-11-28T00:00:00Z,2.73513929
2021-11-27T00:00:00Z,2.68838515
2021-11-26T00:00:00Z,8.30407243
2021-11-25T00:00:00Z,4.38713122
2021-11-24T00:00:00Z,5.19655656
2021-11-23T00:00:00Z,6.27542789
2021-11-22T00:00:00Z,6.3979906
2021-11-21T00:00:00Z,3.24794599
2021-11-20T00:00:00Z,2.85746398
2021-11-19T00:00:00Z,6.47313525
2021-11-18T00:00:00Z,10.22372781
2021-11-17T00:00:00Z,7.49390954
2021-11-16T00:00:00Z,7.56543037
2021-11-15T00:00:00Z,2.98400423
2021-11-14T00:00:00Z,2.2134972
2021-11-13T00:00:00Z,1.94964711
2021-11-12T00:00:00Z,4.58689234
2021-11-11T00:00:00Z,3.82205858
2021-11-10T00:00:00Z,4.04668635
2021-11-09T00:00:00Z,3.97242302
2021-11-08T00:00:00Z,4.9225219
2021-11-07T00:00:00Z,3.10398906
2021-11-06T00:00:00Z,2.58762141
2021-11-05T00:00:00Z,4.10386681
2021-11-04T00:00:00Z,3.54465501
2021-11-03T00:00:00Z,7.02990811
2021-11-02T00:00:00Z,6.22487736
2021-11-01T00:00:00Z,4.44992674
2021-10-31T00:00:00Z,2.66713908
2021-10-30T00:00:00Z,2.34550771
2021-10-29T00:00:00Z,5.80246079
2021-10-28T00:00:00Z,4.87398528
2021-10-27T00:00:00Z,5.05656187
2021-10-26T00:00:00Z,3.7185831
2021-10-25T00:00:00Z,3.74072904
2021-10-24T00:00:00Z,1.8443304
2021-10-23T00:00:00Z,3.0263757
2021-10-22T00:00:00Z,4.94727973
2021-10-21T00:00:00Z,8.05073111
2021-10-20T00:00:00Z,4.45323719
2021-10-19T00:00:00Z,7.53668345
2021-10-18T00:00:00Z,5.62105277
2021-10-17T00:00:00Z,2.62920027
2021-10-16T00:00:00Z,2.83753753
2021-10-15T00:00:00Z,5.98098534
2021-10-14T00:00:00Z,3.76308169
2021-10-13T00:00:00Z,4.14452696
2021-10-12T00:00:00Z,4.81187256
2021-10-11T00:00:00Z,4.12546151
2021-10-10T00:00:00Z,2.92622494
2021-10-09T00:00:00Z,2.63385485
2021-10-08T00:00:00Z,4.47186327
2021-10-07T00:00:00Z,4.77074195
2021-10-06T00:00:00Z,6.97101922
2021-10-05T00:00:00Z,5.10545616
2021-10-04T00:00:00Z,4.9514874
2021-10-03T00:00:00Z,3.09936565
2021-10-02T00:00:00Z,2.89733995
2021-10-01T00:00:00Z,5.23521666
2021-09-30T00:00:00Z,3.80599132
2021-09-29T00:00:00Z,4.34816015
2021-09-28T00:00:00Z,4.74177688
2021-09-27T00:00:00Z,4.14053002
2021-09-26T00:00:00Z,20.20083339
2021-09-25T00:00:00Z,2.39418099
2021-09-24T00:00:00Z,6.31037538
2021-09-23T00:00:00Z,5.79005909
2021-09-22T00:00:00Z,4.66756187
2021-09-21T00:00:00Z,5.31667736
2021-09-20T00:00:00Z,9.50974849
2021-09-19T00:00:00Z,2.7143698
2021-09-18T00:00:00Z,2.52727644
2021-09-17T00:00:00Z,4.15561331
2021-09-16T00:00:00Z,4.20491259
2021-09-15T00:00:00Z,4.61607839
2021-09-14T00:00:00Z,5.2442467
2021-09-13T00:00:00Z,6.08533989
2021-09-12T00:00:00Z,2.86852078
2021-09-11T00:00:00Z,3.43604809
2021-09-10T00:00:00Z,12.34346409
2021-09-09T00:00:00Z,5.66628784
2021-09-08T00:00:00Z,6.00028762
2021-09-07T00:00:00Z,8.89738097
2021-09-06T00:00:00Z,5.12748885
2021-09-05T00:00:00Z,2.37981785
2021-09-04T00:00:00Z,2.39301966
2021-09-03T00:00:00Z,5.28293603
2021-09-02T00:00:00Z,5.91746369
2021-09-01T00:00:00Z,5.9352472
2021-08-31T00:00:00Z,4.8522783
2021-08-30T00:00:00Z,4.23488546
2021-08-29T00:00:00Z,2.53090513
2021-08-28T00:00:00Z,2.4476411
2021-08-27T00:00:00Z,3.98753135
2021-08-26T00:00:00Z,8.05571917
2021-08-25T00:00:00Z,8.82572132
2021-08-24T00:00:00Z,4.32808189
2021-08-23T00:00:00Z,6.28072286
2021-08-22T00:00:00Z,2.36065221
2021-08-21T00:00:00Z,7.00992441
2021-08-20T00:00:00Z,8.49198283
2021-08-19T00:00:00Z,4.66707401
2021-08-18T00:00:00Z,5.23807439
2021-08-17T00:00:00Z,3.42201619
2021-08-16T00:00:00Z,4.87607928
2021-08-15T00:00:00Z,3.90451714
2021-08-14T00:00:00Z,4.98172673
2021-08-13T00:00:00Z,4.71603397
2021-08-12T00:00:00Z,4.55339789
2021-08-11T00:00:00Z,6.83468711
2021-08-10T00:00:00Z,5.91665676
2021-08-09T00:00:00Z,10.40717112
2021-08-08T00:00:00Z,5.40255098
2021-08-07T00:00:00Z,4.36475867
2021-08-06T00:00:00Z,7.63415977
2021-08-05T00:00:00Z,6.379596
2021-08-04T00:00:00Z,4.63289779
2021-08-03T00:00:00Z,8.04791915
2021-08-02T00:00:00Z,4.55944418
2021-08-01T00:00:00Z,3.1607987
2021-07-31T00:00:00Z,3.49557731
2021-07-30T00:00:00Z,6.15054349
2021-07-29T00:00:00Z,9.15164519
2021-07-28T00:00:00Z,16.00819891
2021-07-27T00:00:00Z,9.82112733
2021-07-26T00:00:00Z,8.62426768
2021-07-25T00:00:00Z,5.02810934
2021-07-24T00:00:00Z,2.8239782
2021-07-23T00:00:00Z,4.15286032
2021-07-22T00:00:00Z,4.47182021
2021-07-21T00:00:00Z,6.0552155
2021-07-20T00:00:00Z,6.84548643
2021-07-19T00:00:00Z,5.30000262
2021-07-18T00:00:00Z,2.65801921
2021-07-17T00:00:00Z,4.85949884
2021-07-16T00:00:00Z,4.99204129
2021-07-15T00:00:00Z,6.45274487
2021-07-14T00:00:00Z,3.89852104
2021-07-13T00:00:00Z,4.67857847
2021-07-12T00:00:00Z,5.66975376
2021-07-11T00:00:00Z,3.16763518
2021-07-10T00:00:00Z,1.99049678
2021-07-09T00:00:00Z,4.56291393
2021-07-08T00:00:00Z,5.69478047
2021-07-07T00:00:00Z,5.24824491
2021-07-06T00:00:00Z,3.6596585
2021-07-05T00:00:00Z,1.4362019
2021-07-04T00:00:00Z,2.33035254
2021-07-03T00:00:00Z,2.04137593
2021-07-02T00:00:00Z,4.83725964
2021-07-01T00:00:00Z,5.0511721
2021-06-30T00:00:00Z,6.24650069
2021-06-29T00:00:00Z,4.52458004
2021-06-28T00:00:00Z,5.44042635
2021-06-27T00:00:00Z,4.87592776
2021-06-26T00:00:00Z,4.24122554
2021-06-25T00:00:00Z,9.03685459
2021-06-24T00:00:00Z,4.99017493
2021-06-23T00:00:00Z,6.16818173
2021-06-22T00:00:00Z,9.71459424
2021-06-21T00:00:00Z,9.49570627
2021-06-20T00:00:00Z,3.57017267
2021-06-19T00:00:00Z,4.38214403
2021-06-18T00:00:00Z,9.31983205
2021-06-17T00:00:00Z,5.95156847
2021-06-16T00:00:00Z,4.85515632
2021-06-15T00:00:00Z,4.06498772
2021-06-14T00:00:00Z,5.4320814
2021-06-13T00:00:00Z,2.86000494
2021-06-12T00:00:00Z,2.21883389
2021-06-11T00:00:00Z,4.36093979
2021-06-10T00:00:00Z,4.38859825
2021-06-09T00:00:00Z,7.89545064
2021-06-08T00:00:00Z,7.27077607
2021-06-07T00:00:00Z,5.41041136
2021-06-06T00:00:00Z,3.83447883
2021-06-05T00:00:00Z,3.63211457
2021-06-04T00:00:00Z,4.42527342
2021-06-03T00:00:00Z,4.98389259
2021-06-02T00:00:00Z,4.55795459
2021-06-01T00:00:00Z,3.8122905
2021-05-31T00:00:00Z,4.59509342
2021-05-30T00:00:00Z,3.76331934
2021-05-29T00:00:00Z,5.20571497
2021-05-28T00:00:00Z,8.90809088
2021-05-27T00:00:00Z,5.43841575
2021-05-26T00:00:00Z,7.34197221
2021-05-25T00:00:00Z,7.99980164
2021-05-24T00:00:00Z,10.22957953
2021-05-23T00:00:00Z,8.76819282
2021-05-22T00:00:00Z,5.88916686
2021-05-21T00:00:00Z,9.32074557
2021-05-20T00:00:00Z,10.3603632
2021-05-19T00:00:00Z,14.9355395
2021-05-18T00:00:00Z,9.76330624
2021-05-17T00:00:00Z,9.11651698
2021-05-16T00:00:00Z,5.86263962
2021-05-15T00:00:00Z,3.9397564
2021-05-14T00:00:00Z,7.57827321
2021-05-13T00:00:00Z,9.08251354
2021-05-12T00:00:00Z,5.45971045
2021-05-11T00:00:00Z,4.72275877
2021-05-10T00:00:00Z,4.94573864
2021-05-09T00:00:00Z,3.05769815
2021-05-08T00:00:00Z,2.93955084
2021-05-07T00:00:00Z,6.36452553
2021-05-06T00:00:00Z,5.50706481
2021-05-05T00:00:00Z,5.06497356
2021-05-04T00:00:00Z,4.04811227
2021-05-03T00:00:00Z,5.41729266
2021-05-02T00:00:00Z,1.94135108
2021-05-01T00:00:00Z,2.72020428
2021-04-30T00:00:00Z,6.03554858
2021-04-29T00:00:00Z,5.34883508
2021-04-28T00:00:00Z,4.48557504
2021-04-27T00:00:00Z,4.80013293
2021-04-26T00:00:00Z,5.9783025
2021-04-25T00:00:00Z,3.23553914
2021-04-24T00:00:00Z,3.34212281
2021-04-23T00:00:00Z,8.06944286
2021-04-22T00:00:00Z,7.13199312
2021-04-21T00:00:00Z,6.69961745
2021-04-20T00:00:00Z,6.2181389
2021-04-19T00:00:00Z,6.35613847
2021-04-18T00:00:00Z,7.61963086
2021-04-17T00:00:00Z,3.56930233
2021-04-16T00:00:00Z,6.97465701
2021-04-15T00:00:00Z,4.0826836
2021-04-14T00:00:00Z,4.66886303
2021-04-13T00:00:00Z,6.25859035
2021-04-12T00:00:00Z,3.3460876
2021-04-11T00:00:00Z,3.42307579
2021-04-10T00:00:00Z,3.07159367
2021-04-09T00:00:00Z,4.04564281
2021-04-08T00:00:00Z,4.11233161
2021-04-07T00:00:00Z,5.60996579
2021-04-06T00:00:00Z,5.69680029
2021-04-05T00:00:00Z,4.55219684
2021-04-04T00:00:00Z,3.313859
2021-04-03T00:00:00Z,2.82786967
2021-04-02T00:00:00Z,3.79685547
2021-04-01T00:00:00Z,4.91720872
2021-03-31T00:00:00Z,4.89759936
2021-03-30T00:00:00Z,4.11606444
2021-03-29T00:00:00Z,6.42740788
2021-03-28T00:00:00Z,2.15467178
2021-03-27T00:00:00Z,2.86333779
2021-03-26T00:00:00Z,6.92312291
2021-03-25T00:00:00Z,6.82543779
2021-03-24T00:00:00Z,5.7322
2021-03-23T00:00:00Z,7.67704046
2021-03-22T00:00:00Z,5.41841229
2021-03-21T00:00:00Z,2.75221346
2021-03-20T00:00:00Z,3.14955623
2021-03-19T00:00:00Z,4.80750712
2021-03-18T00:00:00Z,4.06650772
2021-03-17T00:00:00Z,6.45959894
2021-03-16T00:00:00Z,5.39281785
2021-03-15T00:00:00Z,7.40796128
2021-03-14T00:00:00Z,2.7622257
2021-03-13T00:00:00Z,3.90328336
2021-03-12T00:00:00Z,5.22391318
2021-03-11T00:00:00Z,4.92161496
2021-03-10T00:00:00Z,4.59599345
2021-03-09T00:00:00Z,4.98660166
2021-03-08T00:00:00Z,6.58904792
2021-03-07T00:00:00Z,3.31079929
2021-03-06T00:00:00Z,3.1362543
2021-03-05T00:00:00Z,7.63802711
2021-03-04T00:00:00Z,4.48550971
2021-03-03T00:00:00Z,5.19849615
2021-03-02T00:00:00Z,5.64926803
2021-03-01T00:00:00Z,6.48589491
2021-02-28T00:00:00Z,4.21288005
2021-02-27T00:00:00Z,3.05275259
2021-02-26T00:00:00Z,11.66225763
2021-02-25T00:00:00Z,7.89285905
2021-02-24T00:00:00Z,7.81999764
2021-02-23T00:00:00Z,8.55738195
2021-02-22T00:00:00Z,7.77124923
2021-02-21T00:00:00Z,3.3575551
2021-02-20T00:00:00Z,5.10275286
2021-02-19T00:00:00Z,5.98763571
2021-02-18T00:00:00Z,5.19035151
2021-02-17T00:00:00Z,6.32877936
2021-02-16T00:00:00Z,5.45268076
2021-02-15T00:00:00Z,4.98408904
2021-02-14T00:00:00Z,3.17284596
2021-02-13T00:00:00Z,3.48619926
2021-02-12T00:00:00Z,5.63612939
2021-02-11T00:00:00Z,6.07346276
2021-02-10T00:00:00Z,6.07352821
2021-02-09T00:00:00Z,8.47015151
2021-02-08T00:00:00Z,8.54868653
2021-02-07T00:00:00Z,4.82741977
2021-02-06T00:00:00Z,3.62736554
2021-02-05T00:00:00Z,8.11959803
2021-02-04T00:00:00Z,5.94894459
2021-02-03T00:00:00Z,6.66686849
2021-02-02T00:00:00Z,5.09324202
2021-02-01T00:00:00Z,6.2355891
2021-01-31T00:00:00Z,5.10105875
2021-01-30T00:00:00Z,4.73135336
2021-01-29T00:00:00Z,10.62012353
2021-01-28T00:00:00Z,9.58338887
2021-01-27T00:00:00Z,9.79184058
2021-01-26T00:00:00Z,6.19491306
2021-01-25T00:00:00Z,5.66896439
2021-01-24T00:00:00Z,2.45265757
2021-01-23T00:00:00Z,3.55113478
2021-01-22T00:00:00Z,7.40333754
2021-01-21T00:00:00Z,8.28458226
2021-01-20T00:00:00Z,6.73133849
2021-01-19T00:00:00Z,8.06444757
2021-01-18T00:00:00Z,3.96483661
2021-01-17T00:00:00Z,3.60842152
2021-01-16T00:00:00Z,3.13454825
2021-01-15T00:00:00Z,7.10267247
2021-01-14T00:00:00Z,7.76303291
2021-01-13T00:00:00Z,6.35031338
2021-01-12T00:00:00Z,8.13561924
2021-01-11T00:00:00Z,8.15025101
2021-01-10T00:00:00Z,3.9479974
2021-01-09T00:00:00Z,4.37249222
2021-01-08T00:00:00Z,7.07449654
2021-01-07T00:00:00Z,8.66881293
2021-01-06T00:00:00Z,8.09673283
2021-01-05T00:00:00Z,6.16047703
2021-01-04T00:00:00Z,6.46146754
2021-01-03T00:00:00Z,5.05846404
2021-01-02T00:00:00Z,11.46833286
2021-01-01T00:00:00Z,6.63443844
2020-12-31T00:00:00Z,7.7581393
2020-12-30T00:00:00Z,6.50327329
2020-12-29T00:00:00Z,6.88339496
2020-12-28T00:00:00Z,6.35557439
2020-12-27T00:00:00Z,6.24333224
2020-12-26T00:00:00Z,3.98398159
2020-12-25T00:00:00Z,3.33280785
2020-12-24T00:00:00Z,7.16059808
2020-12-23T00:00:00Z,10.37750851
2020-12-22T00:00:00Z,10.28379304
2020-12-21T00:00:00Z,8.29650951
2020-12-20T00:00:00Z,3.78228086
2020-12-19T00:00:00Z,4.33516994
2020-12-18T00:00:00Z,6.79583628
2020-12-17T00:00:00Z,9.89931961
2020-12-16T00:00:00Z,11.05897344
2020-12-15T00:00:00Z,7.32945403
2020-12-14T00:00:00Z,5.56639796
2020-12-13T00:00:00Z,4.10101467
2020-12-12T00:00:00Z,4.31009966
2020-12-11T00:00:00Z,6.11693968
2020-12-10T00:00:00Z,6.66237602
2020-12-09T00:00:00Z,7.83890634
2020-12-08T00:00:00Z,6.40574829
2020-12-07T00:00:00Z,4.91428376
2020-12-06T00:00:00Z,2.84091962
2020-12-05T00:00:00Z,3.3007808
2020-12-04T00:00:00Z,7.94613629
2020-12-03T00:00:00Z,5.74671871
2020-12-02T00:00:00Z,6.29206506
2020-12-01T00:00:00Z,8.62134199
2020-11-30T00:00:00Z,10.00489089
2020-11-29T00:00:00Z,4.64010522
2020-11-28T00:00:00Z,4.37726139
2020-11-27T00:00:00Z,9.54626538
2020-11-26T00:00:00Z,9.53146704
2020-11-25T00:00:00Z,8.10861949
2020-11-24T00:00:00Z,8.59759125
2020-11-23T00:00:00Z,7.44560721
2020-11-22T00:00:00Z,4.84087702
2020-11-21T00:00:00Z,3.51196179
2020-11-20T00:00:00Z,7.99205755
2020-11-19T00:00:00Z,6.68747041
2020-11-18T00:00:00Z,6.83744438
2020-11-17T00:00:00Z,7.9891745
2020-11-16T00:00:00Z,8.32476042
2020-11-15T00:00:00Z,3.28785723
2020-11-14T00:00:00Z,3.41069304
2020-11-13T00:00:00Z,7.61662066
2020-11-12T00:00:00Z,7.51400084
2020-11-11T00:00:00Z,7.13914463
2020-11-10T00:00:00Z,9.09939904
2020-11-09T00:00:00Z,8.62508117
2020-11-08T00:00:00Z,4.18118057
2020-11-07T00:00:00Z,4.94768597
2020-11-06T00:00:00Z,8.81276491
2020-11-05T00:00:00Z,9.998909
2020-11-04T00:00:00Z,7.15815854
2020-11-03T00:00:00Z,12.21128412
2020-11-02T00:00:00Z,14.24160208
2020-11-01T00:00:00Z,2.62635058
2020-10-31T00:00:00Z,4.27595814
2020-10-30T00:00:00Z,9.62714385
2020-10-29T00:00:00Z,7.71567018
2020-10-28T00:00:00Z,10.07163502
2020-10-27T00:00:00Z,9.18470839
2020-10-26T00:00:00Z,6.13141866
2020-10-25T00:00:00Z,3.23645319
2020-10-24T00:00:00Z,3.65582007
2020-10-23T00:00:00Z,6.2532504
2020-10-22T00:00:00Z,7.88273144
2020-10-21T00:00:00Z,8.885106
2020-10-20T00:00:00Z,5.14345042
2020-10-19T00:00:00Z,9.43358203
2020-10-18T00:00:00Z,2.5222556
2020-10-17T00:00:00Z,3.41774144
2020-10-16T00:00:00Z,6.76425367
2020-10-15T00:00:00Z,6.50073579
2020-10-14T00:00:00Z,5.80542406
2020-10-13T00:00:00Z,5.65967028
2020-10-12T00:00:00Z,5.86174111
2020-10-11T00:00:00Z,3.01493424
2020-10-10T00:00:00Z,4.48336808
2020-10-09T00:00:00Z,5.75941885
2020-10-08T00:00:00Z,5.37814224
2020-10-07T00:00:00Z,6.17398877
2020-10-06T00:00:00Z,4.94469059
2020-10-05T00:00:00Z,6.63971808
2020-10-04T00:00:00Z,2.76701912
2020-10-03T00:00:00Z,3.64671769
2020-10-02T00:00:00Z,8.886447
2020-10-01T00:00:00Z,7.42330068
2020-09-30T00:00:00Z,5.44048518
2020-09-29T00:00:00Z,8.68718641
2020-09-28T00:00:00Z,7.10600206
2020-09-27T00:00:00Z,3.20521718
2020-09-26T00:00:00Z,3.48114889
2020-09-25T00:00:00Z,6.21976786
2020-09-24T00:00:00Z,8.47516991
2020-09-23T00:00:00Z,7.79412833
2020-09-22T00:00:00Z,9.69864592
2020-09-21T00:00:00Z,7.6973089
2020-09-20T00:00:00Z,3.26927694
2020-09-19T00:00:00Z,3.23293099
2020-09-18T00:00:00Z,7.03675593
2020-09-17T00:00:00Z,6.44385787
2020-09-16T00:00:00Z,5.89397118
2020-09-15T00:00:00Z,7.13642823
2020-09-14T00:00:00Z,7.60790809
2020-09-13T00:00:00Z,4.55517628
2020-09-12T00:00:00Z,4.19118801
2020-09-11T00:00:00Z,6.64507087
2020-09-10T00:00:00Z,6.86180716
2020-09-09T00:00:00Z,6.82257088
2020-09-08T00:00:00Z,6.71093996
2020-09-07T00:00:00Z,6.18396473
2020-09-06T00:00:00Z,3.88133564
2020-09-05T00:00:00Z,5.38758638
2020-09-04T00:00:00Z,10.95090423
2020-09-03T00:00:00Z,9.22534947
2020-09-02T00:00:00Z,8.3299524
2020-09-01T00:00:00Z,5.98416124
2020-08-31T00:00:00Z,6.90837674
2020-08-30T00:00:00Z,3.20837853
2020-08-29T00:00:00Z,3.59815263
2020-08-28T00:00:00Z,5.8382177
2020-08-27T00:00:00Z,5.14959493
2020-08-26T00:00:00Z,6.43493398
2020-08-25T00:00:00Z,7.06436554
2020-08-24T00:00:00Z,4.56513884
2020-08-23T00:00:00Z,2.91241682
2020-08-22T00:00:00Z,3.26785521
2020-08-21T00:00:00Z,5.75843616
2020-08-20T00:00:00Z,6.0070395
2020-08-19T00:00:00Z,8.14367434
2020-08-18T00:00:00Z,7.10986048
2020-08-17T00:00:00Z,10.31047389
2020-08-16T00:00:00Z,3.71598932
2020-08-15T00:00:00Z,4.09302451
2020-08-14T00:00:00Z,8.92156437
2020-08-13T00:00:00Z,5.36267687
2020-08-12T00:00:00Z,6.04525976
2020-08-11T00:00:00Z,7.0359732
2020-08-10T00:00:00Z,7.1199038
2020-08-09T00:00:00Z,3.34663723
2020-08-08T00:00:00Z,3.7913637
2020-08-07T00:00:00Z,7.79980105
2020-08-06T00:00:00Z,6.95078397
2020-08-05T00:00:00Z,7.58493462
2020-08-04T00:00:00Z,6.88617599
2020-08-03T00:00:00Z,7.82179695
2020-08-02T00:00:00Z,5.7066361
2020-08-01T00:00:00Z,5.62001028
2020-07-31T00:00:00Z,9.58048039
2020-07-30T00:00:00Z,7.67203255
2020-07-29T00:00:00Z,7.34928707
2020-07-28T00:00:00Z,9.02611626
2020-07-27T00:00:00Z,10.65780867
2020-07-26T00:00:00Z,5.14581723
2020-07-25T00:00:00Z,4.45148578
2020-07-24T00:00:00Z,6.85415892
2020-07-23T00:00:00Z,7.77659991
2020-07-22T00:00:00Z,5.8907849
2020-07-21T00:00:00Z,7.46052889
2020-07-20T00:00:00Z,5.85610553
2020-07-19T00:00:00Z,2.95836249
2020-07-18T00:00:00Z,3.42579499
2020-07-17T00:00:00Z,6.10173181
2020-07-16T00:00:00Z,6.44392138
2020-07-15T00:00:00Z,6.95100192
2020-07-14T00:00:00Z,5.24196923
2020-07-13T00:00:00Z,7.12265889
2020-07-12T00:00:00Z,3.11795682
2020-07-11T00:00:00Z,3.08755479
2020-07-10T00:00:00Z,6.16207224
2020-07-09T00:00:00Z,5.77698829
2020-07-08T00:00:00Z,8.96208072
2020-07-07T00:00:00Z,5.82118055
2020-07-06T00:00:00Z,6.42761102
2020-07-05T00:00:00Z,2.95055987
2020-07-04T00:00:00Z,2.91826759
2020-07-03T00:00:00Z,5.53993522
2020-07-02T00:00:00Z,6.54693248
2020-07-01T00:00:00Z,5.8772428
2020-06-30T00:00:00Z,6.06519679
2020-06-29T00:00:00Z,6.80970086
2020-06-28T00:00:00Z,3.27814405
2020-06-27T00:00:00Z,3.74860181
2020-06-26T00:00:00Z,6.97830417
2020-06-25T00:00:00Z,8.65660496
2020-06-24T00:00:00Z,7.93092768
2020-06-23T00:00:00Z,9.48909241
2020-06-22T00:00:00Z,7.46033723
2020-06-21T00:00:00Z,3.04164908
2020-06-20T00:00:00Z,3.12499039
2020-06-19T00:00:00Z,10.67082358
2020-06-18T00:00:00Z,6.80529088
2020-06-17T00:00:00Z,11.53549543
2020-06-16T00:00:00Z,11.992109
2020-06-15T00:00:00Z,14.57794814
2020-06-14T00:00:00Z,2.75306009
2020-06-13T00:00:00Z,2.73596515
2020-06-12T00:00:00Z,7.10289727
2020-06-11T00:00:00Z,13.40889389
2020-06-10T00:00:00Z,5.17019073
2020-06-09T00:00:00Z,6.32243575
2020-06-08T00:00:00Z,10.32747874
2020-06-07T00:00:00Z,3.80489922
2020-06-06T00:00:00Z,3.67897365
2020-06-05T00:00:00Z,13.45970186
2020-06-04T00:00:00Z,12.00946384
2020-06-03T00:00:00Z,7.39268764
2020-06-02T00:00:00Z,16.48326692
2020-06-01T00:00:00Z,11.54352985
2020-05-31T00:00:00Z,10.63187809
2020-05-30T00:00:00Z,4.1143396
2020-05-29T00:00:00Z,12.47822848
2020-05-28T00:00:00Z,6.0579556
2020-05-27T00:00:00Z,12.07054159
2020-05-26T00:00:00Z,6.32788282
