Datetime,Active Receiving Addresses
2025-12-01T00:00:00Z,1093831
2025-11-30T00:00:00Z,804107
2025-11-29T00:00:00Z,797419
2025-11-28T00:00:00Z,957660
2025-11-27T00:00:00Z,934490
2025-11-26T00:00:00Z,972452
2025-11-25T00:00:00Z,1004430
2025-11-24T00:00:00Z,969399
2025-11-23T00:00:00Z,766600
2025-11-22T00:00:00Z,798328
2025-11-21T00:00:00Z,1020607
2025-11-20T00:00:00Z,990675
2025-11-19T00:00:00Z,986910
2025-11-18T00:00:00Z,992632
2025-11-17T00:00:00Z,1028361
2025-11-16T00:00:00Z,820762
2025-11-15T00:00:00Z,874989
2025-11-14T00:00:00Z,1039511
2025-11-13T00:00:00Z,1002410
2025-11-12T00:00:00Z,993607
2025-11-11T00:00:00Z,1021348
2025-11-10T00:00:00Z,1031095
2025-11-09T00:00:00Z,778056
2025-11-08T00:00:00Z,815303
2025-11-07T00:00:00Z,1002113
2025-11-06T00:00:00Z,993905
2025-11-05T00:00:00Z,1045082
2025-11-04T00:00:00Z,1073174
2025-11-03T00:00:00Z,1041221
2025-11-02T00:00:00Z,807180
2025-11-01T00:00:00Z,866939
2025-10-31T00:00:00Z,1015480
2025-10-30T00:00:00Z,993079
2025-10-29T00:00:00Z,981157
2025-10-28T00:00:00Z,994473
2025-10-27T00:00:00Z,981290
2025-10-26T00:00:00Z,756247
2025-10-25T00:00:00Z,780057
2025-10-24T00:00:00Z,939549
2025-10-23T00:00:00Z,940134
2025-10-22T00:00:00Z,975529
2025-10-21T00:00:00Z,1017416
2025-10-20T00:00:00Z,991546
2025-10-19T00:00:00Z,770340
2025-10-18T00:00:00Z,801808
2025-10-17T00:00:00Z,1031848
2025-10-16T00:00:00Z,1026761
2025-10-15T00:00:00Z,1058659
2025-10-14T00:00:00Z,1023396
2025-10-13T00:00:00Z,988009
2025-10-12T00:00:00Z,802017
2025-10-11T00:00:00Z,880080
2025-10-10T00:00:00Z,1060802
2025-10-09T00:00:00Z,985610
2025-10-08T00:00:00Z,967123
2025-10-07T00:00:00Z,970341
2025-10-06T00:00:00Z,944000
2025-10-05T00:00:00Z,773350
2025-10-04T00:00:00Z,779267
2025-10-03T00:00:00Z,946633
2025-10-02T00:00:00Z,975922
2025-10-01T00:00:00Z,1020496
2025-09-30T00:00:00Z,1029947
2025-09-29T00:00:00Z,964523
2025-09-28T00:00:00Z,748250
2025-09-27T00:00:00Z,774820
2025-09-26T00:00:00Z,935264
2025-09-25T00:00:00Z,974087
2025-09-24T00:00:00Z,919812
2025-09-23T00:00:00Z,951016
2025-09-22T00:00:00Z,983928
2025-09-21T00:00:00Z,741036
2025-09-20T00:00:00Z,790238
2025-09-19T00:00:00Z,924576
2025-09-18T00:00:00Z,948522
2025-09-17T00:00:00Z,975571
2025-09-16T00:00:00Z,999423
2025-09-15T00:00:00Z,1035787
2025-09-14T00:00:00Z,754409
2025-09-13T00:00:00Z,784736
2025-09-12T00:00:00Z,936087
2025-09-11T00:00:00Z,938045
2025-09-10T00:00:00Z,971342
2025-09-09T00:00:00Z,980848
2025-09-08T00:00:00Z,958427
2025-09-07T00:00:00Z,733335
2025-09-06T00:00:00Z,758591
2025-09-05T00:00:00Z,941993
2025-09-04T00:00:00Z,914718
2025-09-03T00:00:00Z,918731
2025-09-02T00:00:00Z,959593
2025-09-01T00:00:00Z,991333
2025-08-31T00:00:00Z,749246
2025-08-30T00:00:00Z,750097
2025-08-29T00:00:00Z,907922
2025-08-28T00:00:00Z,881594
2025-08-27T00:00:00Z,887570
2025-08-26T00:00:00Z,904911
2025-08-25T00:00:00Z,911057
2025-08-24T00:00:00Z,707068
2025-08-23T00:00:00Z,740827
2025-08-22T00:00:00Z,892784
2025-08-21T00:00:00Z,871901
2025-08-20T00:00:00Z,911778
2025-08-19T00:00:00Z,914371
2025-08-18T00:00:00Z,912914
2025-08-17T00:00:00Z,718896
2025-08-16T00:00:00Z,762685
2025-08-15T00:00:00Z,936356
2025-08-14T00:00:00Z,917050
2025-08-13T00:00:00Z,906760
2025-08-12T00:00:00Z,928391
2025-08-11T00:00:00Z,933214
2025-08-10T00:00:00Z,733254
2025-08-09T00:00:00Z,759611
2025-08-08T00:00:00Z,907141
2025-08-07T00:00:00Z,894341
2025-08-06T00:00:00Z,881297
2025-08-05T00:00:00Z,924472
2025-08-04T00:00:00Z,909869
2025-08-03T00:00:00Z,718181
2025-08-02T00:00:00Z,775616
2025-08-01T00:00:00Z,964851
2025-07-31T00:00:00Z,917080
2025-07-30T00:00:00Z,879710
2025-07-29T00:00:00Z,873420
2025-07-28T00:00:00Z,881999
2025-07-27T00:00:00Z,695070
2025-07-26T00:00:00Z,721623
2025-07-25T00:00:00Z,872138
2025-07-24T00:00:00Z,892513
2025-07-23T00:00:00Z,907300
2025-07-22T00:00:00Z,915089
2025-07-21T00:00:00Z,921429
2025-07-20T00:00:00Z,724650
2025-07-19T00:00:00Z,738262
2025-07-18T00:00:00Z,932375
2025-07-17T00:00:00Z,938023
2025-07-16T00:00:00Z,971955
2025-07-15T00:00:00Z,996971
2025-07-14T00:00:00Z,939746
2025-07-13T00:00:00Z,727283
2025-07-12T00:00:00Z,766329
2025-07-11T00:00:00Z,943243
2025-07-10T00:00:00Z,949971
2025-07-09T00:00:00Z,909279
2025-07-08T00:00:00Z,907094
2025-07-07T00:00:00Z,925981
2025-07-06T00:00:00Z,707688
2025-07-05T00:00:00Z,749346
2025-07-04T00:00:00Z,883174
2025-07-03T00:00:00Z,907053
2025-07-02T00:00:00Z,932685
2025-07-01T00:00:00Z,977996
2025-06-30T00:00:00Z,951386
2025-06-29T00:00:00Z,701136
2025-06-28T00:00:00Z,722293
2025-06-27T00:00:00Z,854928
2025-06-26T00:00:00Z,872033
2025-06-25T00:00:00Z,892428
2025-06-24T00:00:00Z,921274
2025-06-23T00:00:00Z,941546
2025-06-22T00:00:00Z,766822
2025-06-21T00:00:00Z,769913
2025-06-20T00:00:00Z,905193
2025-06-19T00:00:00Z,891387
2025-06-18T00:00:00Z,918446
2025-06-17T00:00:00Z,966962
2025-06-16T00:00:00Z,983611
2025-06-15T00:00:00Z,793821
2025-06-14T00:00:00Z,778340
2025-06-13T00:00:00Z,937812
2025-06-12T00:00:00Z,929282
2025-06-11T00:00:00Z,952128
2025-06-10T00:00:00Z,998289
2025-06-09T00:00:00Z,946205
2025-06-08T00:00:00Z,725385
2025-06-07T00:00:00Z,746020
2025-06-06T00:00:00Z,905819
2025-06-05T00:00:00Z,966824
2025-06-04T00:00:00Z,945044
2025-06-03T00:00:00Z,952850
2025-06-02T00:00:00Z,955929
2025-06-01T00:00:00Z,782141
2025-05-31T00:00:00Z,803057
2025-05-30T00:00:00Z,951601
2025-05-29T00:00:00Z,938658
2025-05-28T00:00:00Z,935290
2025-05-27T00:00:00Z,950254
2025-05-26T00:00:00Z,951296
2025-05-25T00:00:00Z,772872
2025-05-24T00:00:00Z,780138
2025-05-23T00:00:00Z,935369
2025-05-22T00:00:00Z,943657
2025-05-21T00:00:00Z,953962
2025-05-20T00:00:00Z,978397
2025-05-19T00:00:00Z,960270
2025-05-18T00:00:00Z,766265
2025-05-17T00:00:00Z,799819
2025-05-16T00:00:00Z,954904
2025-05-15T00:00:00Z,1036958
2025-05-14T00:00:00Z,952880
2025-05-13T00:00:00Z,965482
2025-05-12T00:00:00Z,996676
2025-05-11T00:00:00Z,771001
2025-05-10T00:00:00Z,803864
2025-05-09T00:00:00Z,938815
2025-05-08T00:00:00Z,977954
2025-05-07T00:00:00Z,950960
2025-05-06T00:00:00Z,969186
2025-05-05T00:00:00Z,957052
2025-05-04T00:00:00Z,739031
2025-05-03T00:00:00Z,764831
2025-05-02T00:00:00Z,883923
2025-05-01T00:00:00Z,891046
2025-04-30T00:00:00Z,956300
2025-04-29T00:00:00Z,910087
2025-04-28T00:00:00Z,907894
2025-04-27T00:00:00Z,719975
2025-04-26T00:00:00Z,738801
2025-04-25T00:00:00Z,876275
2025-04-24T00:00:00Z,850743
2025-04-23T00:00:00Z,889918
2025-04-22T00:00:00Z,912160
2025-04-21T00:00:00Z,888995
2025-04-20T00:00:00Z,703408
2025-04-19T00:00:00Z,723865
2025-04-18T00:00:00Z,816955
2025-04-17T00:00:00Z,894771
2025-04-16T00:00:00Z,954171
2025-04-15T00:00:00Z,967658
2025-04-14T00:00:00Z,915690
2025-04-13T00:00:00Z,718502
2025-04-12T00:00:00Z,758997
2025-04-11T00:00:00Z,921619
2025-04-10T00:00:00Z,965511
2025-04-09T00:00:00Z,981042
2025-04-08T00:00:00Z,969413
2025-04-07T00:00:00Z,1048442
2025-04-06T00:00:00Z,778631
2025-04-05T00:00:00Z,767825
2025-04-04T00:00:00Z,894801
2025-04-03T00:00:00Z,940349
2025-04-02T00:00:00Z,931640
2025-04-01T00:00:00Z,960042
2025-03-31T00:00:00Z,920930
2025-03-30T00:00:00Z,712242
2025-03-29T00:00:00Z,770806
2025-03-28T00:00:00Z,913269
2025-03-27T00:00:00Z,907491
2025-03-26T00:00:00Z,897269
2025-03-25T00:00:00Z,918729
2025-03-24T00:00:00Z,907392
2025-03-23T00:00:00Z,699255
2025-03-22T00:00:00Z,732287
2025-03-21T00:00:00Z,890285
2025-03-20T00:00:00Z,915032
2025-03-19T00:00:00Z,899714
2025-03-18T00:00:00Z,918889
2025-03-17T00:00:00Z,911419
2025-03-16T00:00:00Z,728592
2025-03-15T00:00:00Z,766519
2025-03-14T00:00:00Z,877667
2025-03-13T00:00:00Z,876460
2025-03-12T00:00:00Z,886281
2025-03-11T00:00:00Z,944001
2025-03-10T00:00:00Z,970081
2025-03-09T00:00:00Z,741479
2025-03-08T00:00:00Z,756323
2025-03-07T00:00:00Z,928700
2025-03-06T00:00:00Z,917757
2025-03-05T00:00:00Z,935636
2025-03-04T00:00:00Z,958296
2025-03-03T00:00:00Z,948233
2025-03-02T00:00:00Z,765335
2025-03-01T00:00:00Z,782666
2025-02-28T00:00:00Z,968081
2025-02-27T00:00:00Z,886426
2025-02-26T00:00:00Z,894817
2025-02-25T00:00:00Z,947822
2025-02-24T00:00:00Z,894722
2025-02-23T00:00:00Z,685735
2025-02-22T00:00:00Z,734579
2025-02-21T00:00:00Z,880500
2025-02-20T00:00:00Z,909132
2025-02-19T00:00:00Z,834169
2025-02-18T00:00:00Z,857554
2025-02-17T00:00:00Z,850909
2025-02-16T00:00:00Z,675100
2025-02-15T00:00:00Z,725053
2025-02-14T00:00:00Z,834479
2025-02-13T00:00:00Z,814869
2025-02-12T00:00:00Z,822610
2025-02-11T00:00:00Z,853684
2025-02-10T00:00:00Z,861918
2025-02-09T00:00:00Z,646401
2025-02-08T00:00:00Z,677984
2025-02-07T00:00:00Z,806455
2025-02-06T00:00:00Z,797973
2025-02-05T00:00:00Z,814534
2025-02-04T00:00:00Z,809519
2025-02-03T00:00:00Z,919906
2025-02-02T00:00:00Z,672411
2025-02-01T00:00:00Z,644365
2025-01-31T00:00:00Z,727574
2025-01-30T00:00:00Z,677819
2025-01-29T00:00:00Z,654801
2025-01-28T00:00:00Z,715100
2025-01-27T00:00:00Z,846181
2025-01-26T00:00:00Z,646336
2025-01-25T00:00:00Z,702211
2025-01-24T00:00:00Z,830692
2025-01-23T00:00:00Z,840423
2025-01-22T00:00:00Z,856053
2025-01-21T00:00:00Z,898906
2025-01-20T00:00:00Z,1036379
2025-01-19T00:00:00Z,877054
2025-01-18T00:00:00Z,786933
2025-01-17T00:00:00Z,869183
2025-01-16T00:00:00Z,865314
2025-01-15T00:00:00Z,896142
2025-01-14T00:00:00Z,842597
2025-01-13T00:00:00Z,875686
2025-01-12T00:00:00Z,651820
2025-01-11T00:00:00Z,688154
2025-01-10T00:00:00Z,857937
2025-01-09T00:00:00Z,833064
2025-01-08T00:00:00Z,845922
2025-01-07T00:00:00Z,849187
2025-01-06T00:00:00Z,852091
2025-01-05T00:00:00Z,665360
2025-01-04T00:00:00Z,690335
2025-01-03T00:00:00Z,812682
2025-01-02T00:00:00Z,777732
2025-01-01T00:00:00Z,633645
2024-12-31T00:00:00Z,769587
2024-12-30T00:00:00Z,825922
2024-12-29T00:00:00Z,644890
2024-12-28T00:00:00Z,679575
2024-12-27T00:00:00Z,813611
2024-12-26T00:00:00Z,787208
2024-12-25T00:00:00Z,735507
2024-12-24T00:00:00Z,832331
2024-12-23T00:00:00Z,869842
2024-12-22T00:00:00Z,680887
2024-12-21T00:00:00Z,734603
2024-12-20T00:00:00Z,961015
2024-12-19T00:00:00Z,929171
2024-12-18T00:00:00Z,910688
2024-12-17T00:00:00Z,930277
2024-12-16T00:00:00Z,955525
2024-12-15T00:00:00Z,723568
2024-12-14T00:00:00Z,729049
2024-12-13T00:00:00Z,880672
2024-12-12T00:00:00Z,893243
2024-12-11T00:00:00Z,917490
2024-12-10T00:00:00Z,997918
2024-12-09T00:00:00Z,982721
2024-12-08T00:00:00Z,722685
2024-12-07T00:00:00Z,770173
2024-12-06T00:00:00Z,964772
2024-12-05T00:00:00Z,1017004
2024-12-04T00:00:00Z,998993
2024-12-03T00:00:00Z,1092661
2024-12-02T00:00:00Z,1111239
2024-12-01T00:00:00Z,849491
2024-11-30T00:00:00Z,891107
2024-11-29T00:00:00Z,1034542
2024-11-28T00:00:00Z,965424
2024-11-27T00:00:00Z,981767
2024-11-26T00:00:00Z,1056093
2024-11-25T00:00:00Z,1062896
2024-11-24T00:00:00Z,778836
2024-11-23T00:00:00Z,856923
2024-11-22T00:00:00Z,1020922
2024-11-21T00:00:00Z,993982
2024-11-20T00:00:00Z,978379
2024-11-19T00:00:00Z,1025510
2024-11-18T00:00:00Z,1020604
2024-11-17T00:00:00Z,771002
2024-11-16T00:00:00Z,855676
2024-11-15T00:00:00Z,1045801
2024-11-14T00:00:00Z,1000951
2024-11-13T00:00:00Z,1018473
2024-11-12T00:00:00Z,1078064
2024-11-11T00:00:00Z,1072069
2024-11-10T00:00:00Z,833729
2024-11-09T00:00:00Z,804943
2024-11-08T00:00:00Z,969863
2024-11-07T00:00:00Z,981500
2024-11-06T00:00:00Z,1021428
2024-11-05T00:00:00Z,983156
2024-11-04T00:00:00Z,937493
2024-11-03T00:00:00Z,733728
2024-11-02T00:00:00Z,777018
2024-11-01T00:00:00Z,955712
2024-10-31T00:00:00Z,928894
2024-10-30T00:00:00Z,906094
2024-10-29T00:00:00Z,950335
2024-10-28T00:00:00Z,920315
2024-10-27T00:00:00Z,717042
2024-10-26T00:00:00Z,801123
2024-10-25T00:00:00Z,954070
2024-10-24T00:00:00Z,945207
2024-10-23T00:00:00Z,905558
2024-10-22T00:00:00Z,894353
2024-10-21T00:00:00Z,920852
2024-10-20T00:00:00Z,719740
2024-10-19T00:00:00Z,745384
2024-10-18T00:00:00Z,907364
2024-10-17T00:00:00Z,895752
2024-10-16T00:00:00Z,942868
2024-10-15T00:00:00Z,999908
2024-10-14T00:00:00Z,926131
2024-10-13T00:00:00Z,693267
2024-10-12T00:00:00Z,736753
2024-10-11T00:00:00Z,884314
2024-10-10T00:00:00Z,926720
2024-10-09T00:00:00Z,905254
2024-10-08T00:00:00Z,938028
2024-10-07T00:00:00Z,927841
2024-10-06T00:00:00Z,721693
2024-10-05T00:00:00Z,748694
2024-10-04T00:00:00Z,896006
2024-10-03T00:00:00Z,891348
2024-10-02T00:00:00Z,915687
2024-10-01T00:00:00Z,981693
2024-09-30T00:00:00Z,982097
2024-09-29T00:00:00Z,749152
2024-09-28T00:00:00Z,777068
2024-09-27T00:00:00Z,954672
2024-09-26T00:00:00Z,970411
2024-09-25T00:00:00Z,922443
2024-09-24T00:00:00Z,981802
2024-09-23T00:00:00Z,989478
2024-09-22T00:00:00Z,750507
2024-09-21T00:00:00Z,798461
2024-09-20T00:00:00Z,988862
2024-09-19T00:00:00Z,987538
2024-09-18T00:00:00Z,950156
2024-09-17T00:00:00Z,892025
2024-09-16T00:00:00Z,923643
2024-09-15T00:00:00Z,774178
2024-09-14T00:00:00Z,780737
2024-09-13T00:00:00Z,906688
2024-09-12T00:00:00Z,882100
2024-09-11T00:00:00Z,878265
2024-09-10T00:00:00Z,908454
2024-09-09T00:00:00Z,897345
2024-09-08T00:00:00Z,691410
2024-09-07T00:00:00Z,735662
2024-09-06T00:00:00Z,900484
2024-09-05T00:00:00Z,889947
2024-09-04T00:00:00Z,875046
2024-09-03T00:00:00Z,878504
2024-09-02T00:00:00Z,882496
2024-09-01T00:00:00Z,717480
2024-08-31T00:00:00Z,718844
2024-08-30T00:00:00Z,828358
2024-08-29T00:00:00Z,832713
2024-08-28T00:00:00Z,895828
2024-08-27T00:00:00Z,941275
2024-08-26T00:00:00Z,942857
2024-08-25T00:00:00Z,666191
2024-08-24T00:00:00Z,693568
2024-08-23T00:00:00Z,819189
2024-08-22T00:00:00Z,808738
2024-08-21T00:00:00Z,831605
2024-08-20T00:00:00Z,874207
2024-08-19T00:00:00Z,860947
2024-08-18T00:00:00Z,704839
2024-08-17T00:00:00Z,734119
2024-08-16T00:00:00Z,835538
2024-08-15T00:00:00Z,878994
2024-08-14T00:00:00Z,859588
2024-08-13T00:00:00Z,862350
2024-08-12T00:00:00Z,879255
2024-08-11T00:00:00Z,702510
2024-08-10T00:00:00Z,719930
2024-08-09T00:00:00Z,855025
2024-08-08T00:00:00Z,872215
2024-08-07T00:00:00Z,858005
2024-08-06T00:00:00Z,903630
2024-08-05T00:00:00Z,1047921
2024-08-04T00:00:00Z,735131
2024-08-03T00:00:00Z,755904
2024-08-02T00:00:00Z,895631
2024-08-01T00:00:00Z,922257
2024-07-31T00:00:00Z,883929
2024-07-30T00:00:00Z,841094
2024-07-29T00:00:00Z,866797
2024-07-28T00:00:00Z,665008
2024-07-27T00:00:00Z,698378
2024-07-26T00:00:00Z,819250
2024-07-25T00:00:00Z,860116
2024-07-24T00:00:00Z,813806
2024-07-23T00:00:00Z,833641
2024-07-22T00:00:00Z,868511
2024-07-21T00:00:00Z,697151
2024-07-20T00:00:00Z,722646
2024-07-19T00:00:00Z,843884
2024-07-18T00:00:00Z,836012
2024-07-17T00:00:00Z,863806
2024-07-16T00:00:00Z,894353
2024-07-15T00:00:00Z,918491
2024-07-14T00:00:00Z,715831
2024-07-13T00:00:00Z,744030
2024-07-12T00:00:00Z,859194
2024-07-11T00:00:00Z,861012
2024-07-10T00:00:00Z,862708
2024-07-09T00:00:00Z,831339
2024-07-08T00:00:00Z,869619
2024-07-07T00:00:00Z,681284
2024-07-06T00:00:00Z,722332
2024-07-05T00:00:00Z,935225
2024-07-04T00:00:00Z,884803
2024-07-03T00:00:00Z,879974
2024-07-02T00:00:00Z,867658
2024-07-01T00:00:00Z,913624
2024-06-30T00:00:00Z,706324
2024-06-29T00:00:00Z,717888
2024-06-28T00:00:00Z,838386
2024-06-27T00:00:00Z,843850
2024-06-26T00:00:00Z,869722
2024-06-25T00:00:00Z,897274
2024-06-24T00:00:00Z,910561
2024-06-23T00:00:00Z,682118
2024-06-22T00:00:00Z,715577
2024-06-21T00:00:00Z,858861
2024-06-20T00:00:00Z,882463
2024-06-19T00:00:00Z,840405
2024-06-18T00:00:00Z,910888
2024-06-17T00:00:00Z,920312
2024-06-16T00:00:00Z,745627
2024-06-15T00:00:00Z,810308
2024-06-14T00:00:00Z,909342
2024-06-13T00:00:00Z,878386
2024-06-12T00:00:00Z,906168
2024-06-11T00:00:00Z,934894
2024-06-10T00:00:00Z,874414
2024-06-09T00:00:00Z,706829
2024-06-08T00:00:00Z,746239
2024-06-07T00:00:00Z,921864
2024-06-06T00:00:00Z,875914
2024-06-05T00:00:00Z,894233
2024-06-04T00:00:00Z,875716
2024-06-03T00:00:00Z,916116
2024-06-02T00:00:00Z,748829
2024-06-01T00:00:00Z,791344
2024-05-31T00:00:00Z,855329
2024-05-30T00:00:00Z,836825
2024-05-29T00:00:00Z,835838
2024-05-28T00:00:00Z,826058
2024-05-27T00:00:00Z,843820
2024-05-26T00:00:00Z,677307
2024-05-25T00:00:00Z,709372
2024-05-24T00:00:00Z,822586
2024-05-23T00:00:00Z,840134
2024-05-22T00:00:00Z,828223
2024-05-21T00:00:00Z,892187
2024-05-20T00:00:00Z,865458
2024-05-19T00:00:00Z,674695
2024-05-18T00:00:00Z,724551
2024-05-17T00:00:00Z,856932
2024-05-16T00:00:00Z,872393
2024-05-15T00:00:00Z,839372
2024-05-14T00:00:00Z,757741
2024-05-13T00:00:00Z,747679
2024-05-12T00:00:00Z,579383
2024-05-11T00:00:00Z,613631
2024-05-10T00:00:00Z,734660
2024-05-09T00:00:00Z,753842
2024-05-08T00:00:00Z,794110
2024-05-07T00:00:00Z,794883
2024-05-06T00:00:00Z,790372
2024-05-05T00:00:00Z,627380
2024-05-04T00:00:00Z,655725
2024-05-03T00:00:00Z,764594
2024-05-02T00:00:00Z,764487
2024-05-01T00:00:00Z,773934
2024-04-30T00:00:00Z,804392
2024-04-29T00:00:00Z,757096
2024-04-28T00:00:00Z,621141
2024-04-27T00:00:00Z,650051
2024-04-26T00:00:00Z,740392
2024-04-25T00:00:00Z,769378
2024-04-24T00:00:00Z,792411
2024-04-23T00:00:00Z,828253
2024-04-22T00:00:00Z,815259
2024-04-21T00:00:00Z,655734
2024-04-20T00:00:00Z,692040
2024-04-19T00:00:00Z,817452
2024-04-18T00:00:00Z,799847
2024-04-17T00:00:00Z,827151
2024-04-16T00:00:00Z,826233
2024-04-15T00:00:00Z,863498
2024-04-14T00:00:00Z,696077
2024-04-13T00:00:00Z,750030
2024-04-12T00:00:00Z,865187
2024-04-11T00:00:00Z,803239
2024-04-10T00:00:00Z,816652
2024-04-09T00:00:00Z,850505
2024-04-08T00:00:00Z,865829
2024-04-07T00:00:00Z,687324
2024-04-06T00:00:00Z,696447
2024-04-05T00:00:00Z,833565
2024-04-04T00:00:00Z,824173
2024-04-03T00:00:00Z,862434
2024-04-02T00:00:00Z,881192
2024-04-01T00:00:00Z,873370
2024-03-31T00:00:00Z,692027
2024-03-30T00:00:00Z,706981
2024-03-29T00:00:00Z,800202
2024-03-28T00:00:00Z,843448
2024-03-27T00:00:00Z,866013
2024-03-26T00:00:00Z,902613
2024-03-25T00:00:00Z,865241
2024-03-24T00:00:00Z,669572
2024-03-23T00:00:00Z,690849
2024-03-22T00:00:00Z,815528
2024-03-21T00:00:00Z,841408
2024-03-20T00:00:00Z,865328
2024-03-19T00:00:00Z,888847
2024-03-18T00:00:00Z,857757
2024-03-17T00:00:00Z,720983
2024-03-16T00:00:00Z,782546
2024-03-15T00:00:00Z,917496
2024-03-14T00:00:00Z,878407
2024-03-13T00:00:00Z,880920
2024-03-12T00:00:00Z,868852
2024-03-11T00:00:00Z,893684
2024-03-10T00:00:00Z,723646
2024-03-09T00:00:00Z,750575
2024-03-08T00:00:00Z,850095
2024-03-07T00:00:00Z,871979
2024-03-06T00:00:00Z,889892
2024-03-05T00:00:00Z,940484
2024-03-04T00:00:00Z,901867
2024-03-03T00:00:00Z,708214
2024-03-02T00:00:00Z,773334
2024-03-01T00:00:00Z,885505
2024-02-29T00:00:00Z,890574
2024-02-28T00:00:00Z,882647
2024-02-27T00:00:00Z,799503
2024-02-26T00:00:00Z,785132
