Datetime,Active Sending Addresses
2026-02-11T00:00:00Z,455754
2026-02-10T00:00:00Z,431875
2026-02-09T00:00:00Z,482657
2026-02-08T00:00:00Z,391512
2026-02-07T00:00:00Z,433622
2026-02-06T00:00:00Z,581806
2026-02-05T00:00:00Z,544569
2026-02-04T00:00:00Z,502204
2026-02-03T00:00:00Z,498153
2026-02-02T00:00:00Z,490741
2026-02-01T00:00:00Z,416143
2026-01-31T00:00:00Z,489441
2026-01-30T00:00:00Z,504602
2026-01-29T00:00:00Z,454604
2026-01-28T00:00:00Z,444249
2026-01-27T00:00:00Z,420796
2026-01-26T00:00:00Z,449308
2026-01-25T00:00:00Z,379620
2026-01-24T00:00:00Z,382359
2026-01-23T00:00:00Z,455991
2026-01-22T00:00:00Z,424152
2026-01-21T00:00:00Z,512538
2026-01-20T00:00:00Z,437212
2026-01-19T00:00:00Z,442730
2026-01-18T00:00:00Z,370821
2026-01-17T00:00:00Z,415826
2026-01-16T00:00:00Z,484896
2026-01-15T00:00:00Z,517463
2026-01-14T00:00:00Z,510302
2026-01-13T00:00:00Z,476386
2026-01-12T00:00:00Z,446278
2026-01-11T00:00:00Z,364667
2026-01-10T00:00:00Z,413540
2026-01-09T00:00:00Z,461413
2026-01-08T00:00:00Z,415487
2026-01-07T00:00:00Z,433009
2026-01-06T00:00:00Z,475686
2026-01-05T00:00:00Z,478084
2026-01-04T00:00:00Z,425399
2026-01-03T00:00:00Z,437552
2026-01-02T00:00:00Z,458841
2026-01-01T00:00:00Z,400426
2025-12-31T00:00:00Z,479789
2025-12-30T00:00:00Z,515463
2025-12-29T00:00:00Z,469768
2025-12-28T00:00:00Z,386980
2025-12-27T00:00:00Z,389899
2025-12-26T00:00:00Z,405566
2025-12-25T00:00:00Z,377206
2025-12-24T00:00:00Z,458823
2025-12-23T00:00:00Z,471088
2025-12-22T00:00:00Z,462295
2025-12-21T00:00:00Z,391270
2025-12-20T00:00:00Z,426577
2025-12-19T00:00:00Z,508163
2025-12-18T00:00:00Z,511806
2025-12-17T00:00:00Z,470219
2025-12-16T00:00:00Z,488179
2025-12-15T00:00:00Z,466177
2025-12-14T00:00:00Z,386491
2025-12-13T00:00:00Z,408289
2025-12-12T00:00:00Z,546987
2025-12-11T00:00:00Z,452280
2025-12-10T00:00:00Z,481371
2025-12-09T00:00:00Z,479029
2025-12-08T00:00:00Z,442914
2025-12-07T00:00:00Z,385442
2025-12-06T00:00:00Z,420733
2025-12-05T00:00:00Z,485431
2025-12-04T00:00:00Z,476585
2025-12-03T00:00:00Z,498501
2025-12-02T00:00:00Z,501231
2025-12-01T00:00:00Z,520137
2025-11-30T00:00:00Z,408630
2025-11-29T00:00:00Z,427854
2025-11-28T00:00:00Z,484636
2025-11-27T00:00:00Z,469346
2025-11-26T00:00:00Z,484701
2025-11-25T00:00:00Z,469988
2025-11-24T00:00:00Z,459133
2025-11-23T00:00:00Z,405925
2025-11-22T00:00:00Z,445222
2025-11-21T00:00:00Z,540129
2025-11-20T00:00:00Z,494078
2025-11-19T00:00:00Z,515292
2025-11-18T00:00:00Z,564592
2025-11-17T00:00:00Z,477846
2025-11-16T00:00:00Z,406680
2025-11-15T00:00:00Z,542710
2025-11-14T00:00:00Z,550881
2025-11-13T00:00:00Z,476641
2025-11-12T00:00:00Z,464214
2025-11-11T00:00:00Z,492350
2025-11-10T00:00:00Z,524108
2025-11-09T00:00:00Z,394810
2025-11-08T00:00:00Z,434992
2025-11-07T00:00:00Z,519702
2025-11-06T00:00:00Z,508847
2025-11-05T00:00:00Z,500955
2025-11-04T00:00:00Z,509765
2025-11-03T00:00:00Z,512677
2025-11-02T00:00:00Z,379750
2025-11-01T00:00:00Z,460485
2025-10-31T00:00:00Z,494238
2025-10-30T00:00:00Z,476368
2025-10-29T00:00:00Z,457223
2025-10-28T00:00:00Z,461550
2025-10-27T00:00:00Z,518232
2025-10-26T00:00:00Z,367551
2025-10-25T00:00:00Z,391750
2025-10-24T00:00:00Z,486355
2025-10-23T00:00:00Z,472863
2025-10-22T00:00:00Z,474775
2025-10-21T00:00:00Z,502719
2025-10-20T00:00:00Z,468361
2025-10-19T00:00:00Z,399534
2025-10-18T00:00:00Z,403872
2025-10-17T00:00:00Z,526816
2025-10-16T00:00:00Z,501752
2025-10-15T00:00:00Z,467936
2025-10-14T00:00:00Z,476854
2025-10-13T00:00:00Z,470869
2025-10-12T00:00:00Z,472222
2025-10-11T00:00:00Z,489834
2025-10-10T00:00:00Z,479698
2025-10-09T00:00:00Z,488959
2025-10-08T00:00:00Z,519937
2025-10-07T00:00:00Z,538075
2025-10-06T00:00:00Z,496919
2025-10-05T00:00:00Z,474830
2025-10-04T00:00:00Z,528030
2025-10-03T00:00:00Z,516781
2025-10-02T00:00:00Z,551415
2025-10-01T00:00:00Z,632921
2025-09-30T00:00:00Z,519377
2025-09-29T00:00:00Z,525534
2025-09-28T00:00:00Z,440548
2025-09-27T00:00:00Z,448445
2025-09-26T00:00:00Z,489183
2025-09-25T00:00:00Z,501348
2025-09-24T00:00:00Z,481139
2025-09-23T00:00:00Z,464664
2025-09-22T00:00:00Z,518583
2025-09-21T00:00:00Z,483898
2025-09-20T00:00:00Z,454771
2025-09-19T00:00:00Z,541918
2025-09-18T00:00:00Z,491309
2025-09-17T00:00:00Z,464710
2025-09-16T00:00:00Z,506174
2025-09-15T00:00:00Z,524308
2025-09-14T00:00:00Z,416190
2025-09-13T00:00:00Z,464692
2025-09-12T00:00:00Z,463273
2025-09-11T00:00:00Z,448954
2025-09-10T00:00:00Z,459303
2025-09-09T00:00:00Z,511721
2025-09-08T00:00:00Z,488735
2025-09-07T00:00:00Z,396990
2025-09-06T00:00:00Z,411903
2025-09-05T00:00:00Z,584439
2025-09-04T00:00:00Z,526188
2025-09-03T00:00:00Z,522644
2025-09-02T00:00:00Z,476345
2025-09-01T00:00:00Z,474072
2025-08-31T00:00:00Z,381750
2025-08-30T00:00:00Z,394623
2025-08-29T00:00:00Z,493695
2025-08-28T00:00:00Z,450146
2025-08-27T00:00:00Z,463489
2025-08-26T00:00:00Z,465598
2025-08-25T00:00:00Z,455692
2025-08-24T00:00:00Z,410155
2025-08-23T00:00:00Z,471245
2025-08-22T00:00:00Z,505336
2025-08-21T00:00:00Z,491516
2025-08-20T00:00:00Z,489772
2025-08-19T00:00:00Z,452676
2025-08-18T00:00:00Z,458176
2025-08-17T00:00:00Z,397339
2025-08-16T00:00:00Z,454859
2025-08-15T00:00:00Z,472280
2025-08-14T00:00:00Z,549566
2025-08-13T00:00:00Z,497561
2025-08-12T00:00:00Z,510742
2025-08-11T00:00:00Z,515765
2025-08-10T00:00:00Z,427366
2025-08-09T00:00:00Z,528097
2025-08-08T00:00:00Z,615082
2025-08-07T00:00:00Z,579373
2025-08-06T00:00:00Z,557315
2025-08-05T00:00:00Z,540521
2025-08-04T00:00:00Z,483452
2025-08-03T00:00:00Z,425800
2025-08-02T00:00:00Z,475090
2025-08-01T00:00:00Z,580803
2025-07-31T00:00:00Z,523159
2025-07-30T00:00:00Z,492090
2025-07-29T00:00:00Z,485452
2025-07-28T00:00:00Z,485357
2025-07-27T00:00:00Z,427925
2025-07-26T00:00:00Z,440350
2025-07-25T00:00:00Z,520010
2025-07-24T00:00:00Z,478820
2025-07-23T00:00:00Z,532754
2025-07-22T00:00:00Z,471087
2025-07-21T00:00:00Z,490166
2025-07-20T00:00:00Z,423069
2025-07-19T00:00:00Z,418678
2025-07-18T00:00:00Z,510957
2025-07-17T00:00:00Z,543504
2025-07-16T00:00:00Z,458700
2025-07-15T00:00:00Z,511160
2025-07-14T00:00:00Z,549399
2025-07-13T00:00:00Z,414246
2025-07-12T00:00:00Z,463225
2025-07-11T00:00:00Z,595678
2025-07-10T00:00:00Z,587979
2025-07-09T00:00:00Z,551847
2025-07-08T00:00:00Z,577500
2025-07-07T00:00:00Z,464078
2025-07-06T00:00:00Z,413900
2025-07-05T00:00:00Z,383534
2025-07-04T00:00:00Z,481838
2025-07-03T00:00:00Z,550311
2025-07-02T00:00:00Z,568106
2025-07-01T00:00:00Z,563786
2025-06-30T00:00:00Z,526622
2025-06-29T00:00:00Z,374458
2025-06-28T00:00:00Z,444242
2025-06-27T00:00:00Z,525578
2025-06-26T00:00:00Z,540128
2025-06-25T00:00:00Z,531069
2025-06-24T00:00:00Z,555124
2025-06-23T00:00:00Z,444864
2025-06-22T00:00:00Z,410389
2025-06-21T00:00:00Z,476861
2025-06-20T00:00:00Z,548757
2025-06-19T00:00:00Z,510929
2025-06-18T00:00:00Z,508318
2025-06-17T00:00:00Z,501843
2025-06-16T00:00:00Z,482613
2025-06-15T00:00:00Z,403457
2025-06-14T00:00:00Z,438386
2025-06-13T00:00:00Z,567612
2025-06-12T00:00:00Z,557773
2025-06-11T00:00:00Z,531375
2025-06-10T00:00:00Z,595508
2025-06-09T00:00:00Z,504885
2025-06-08T00:00:00Z,429208
2025-06-07T00:00:00Z,451379
2025-06-06T00:00:00Z,561240
2025-06-05T00:00:00Z,538131
2025-06-04T00:00:00Z,504116
2025-06-03T00:00:00Z,610475
2025-06-02T00:00:00Z,550208
2025-06-01T00:00:00Z,485639
2025-05-31T00:00:00Z,492497
2025-05-30T00:00:00Z,578418
2025-05-29T00:00:00Z,517786
2025-05-28T00:00:00Z,545509
2025-05-27T00:00:00Z,459073
2025-05-26T00:00:00Z,532531
2025-05-25T00:00:00Z,417234
2025-05-24T00:00:00Z,429756
2025-05-23T00:00:00Z,551973
2025-05-22T00:00:00Z,578759
2025-05-21T00:00:00Z,547912
2025-05-20T00:00:00Z,504454
2025-05-19T00:00:00Z,466908
2025-05-18T00:00:00Z,393259
2025-05-17T00:00:00Z,549526
2025-05-16T00:00:00Z,550329
2025-05-15T00:00:00Z,508360
2025-05-14T00:00:00Z,561603
2025-05-13T00:00:00Z,577491
2025-05-12T00:00:00Z,491389
2025-05-11T00:00:00Z,404067
2025-05-10T00:00:00Z,442359
2025-05-09T00:00:00Z,596177
2025-05-08T00:00:00Z,600260
2025-05-07T00:00:00Z,604228
2025-05-06T00:00:00Z,551001
2025-05-05T00:00:00Z,517601
2025-05-04T00:00:00Z,416766
2025-05-03T00:00:00Z,466069
2025-05-02T00:00:00Z,651095
2025-05-01T00:00:00Z,539030
2025-04-30T00:00:00Z,545482
2025-04-29T00:00:00Z,487119
2025-04-28T00:00:00Z,579997
2025-04-27T00:00:00Z,406884
2025-04-26T00:00:00Z,398162
2025-04-25T00:00:00Z,564695
2025-04-24T00:00:00Z,514787
2025-04-23T00:00:00Z,434480
2025-04-22T00:00:00Z,542222
2025-04-21T00:00:00Z,452392
2025-04-20T00:00:00Z,368323
2025-04-19T00:00:00Z,400690
2025-04-18T00:00:00Z,442038
2025-04-17T00:00:00Z,497386
2025-04-16T00:00:00Z,493692
2025-04-15T00:00:00Z,503530
2025-04-14T00:00:00Z,494728
2025-04-13T00:00:00Z,406318
2025-04-12T00:00:00Z,427132
2025-04-11T00:00:00Z,513696
2025-04-10T00:00:00Z,519533
2025-04-09T00:00:00Z,474034
2025-04-08T00:00:00Z,489729
2025-04-07T00:00:00Z,519800
2025-04-06T00:00:00Z,452879
2025-04-05T00:00:00Z,498342
2025-04-04T00:00:00Z,569393
2025-04-03T00:00:00Z,570300
2025-04-02T00:00:00Z,520658
2025-04-01T00:00:00Z,552805
2025-03-31T00:00:00Z,540732
2025-03-30T00:00:00Z,396677
2025-03-29T00:00:00Z,462790
2025-03-28T00:00:00Z,584512
2025-03-27T00:00:00Z,545698
2025-03-26T00:00:00Z,528506
2025-03-25T00:00:00Z,479614
2025-03-24T00:00:00Z,563390
2025-03-23T00:00:00Z,414042
2025-03-22T00:00:00Z,440875
2025-03-21T00:00:00Z,536374
2025-03-20T00:00:00Z,557432
2025-03-19T00:00:00Z,513487
2025-03-18T00:00:00Z,510165
2025-03-17T00:00:00Z,557873
2025-03-16T00:00:00Z,469901
2025-03-15T00:00:00Z,434660
2025-03-14T00:00:00Z,527021
2025-03-13T00:00:00Z,515189
2025-03-12T00:00:00Z,492220
2025-03-11T00:00:00Z,521588
2025-03-10T00:00:00Z,542954
2025-03-09T00:00:00Z,449666
2025-03-08T00:00:00Z,451144
2025-03-07T00:00:00Z,611659
2025-03-06T00:00:00Z,557991
2025-03-05T00:00:00Z,493746
2025-03-04T00:00:00Z,482515
2025-03-03T00:00:00Z,551062
2025-03-02T00:00:00Z,433180
2025-03-01T00:00:00Z,565999
2025-02-28T00:00:00Z,603520
2025-02-27T00:00:00Z,621057
2025-02-26T00:00:00Z,555181
2025-02-25T00:00:00Z,526539
2025-02-24T00:00:00Z,447441
2025-02-23T00:00:00Z,278843
2025-02-22T00:00:00Z,401974
2025-02-21T00:00:00Z,441229
2025-02-20T00:00:00Z,451292
2025-02-19T00:00:00Z,426005
2025-02-18T00:00:00Z,522933
2025-02-17T00:00:00Z,503217
2025-02-16T00:00:00Z,376760
2025-02-15T00:00:00Z,412878
2025-02-14T00:00:00Z,490227
2025-02-13T00:00:00Z,490220
2025-02-12T00:00:00Z,474617
2025-02-11T00:00:00Z,547852
2025-02-10T00:00:00Z,531140
2025-02-09T00:00:00Z,410748
2025-02-08T00:00:00Z,416954
2025-02-07T00:00:00Z,505416
2025-02-06T00:00:00Z,506152
2025-02-05T00:00:00Z,513019
2025-02-04T00:00:00Z,535186
2025-02-03T00:00:00Z,580307
2025-02-02T00:00:00Z,511367
2025-02-01T00:00:00Z,493859
2025-01-31T00:00:00Z,467658
2025-01-30T00:00:00Z,510992
2025-01-29T00:00:00Z,489058
2025-01-28T00:00:00Z,481710
2025-01-27T00:00:00Z,541658
2025-01-26T00:00:00Z,410043
2025-01-25T00:00:00Z,452801
2025-01-24T00:00:00Z,501267
2025-01-23T00:00:00Z,538046
2025-01-22T00:00:00Z,553641
2025-01-21T00:00:00Z,583771
2025-01-20T00:00:00Z,513504
2025-01-19T00:00:00Z,500120
2025-01-18T00:00:00Z,452255
2025-01-17T00:00:00Z,549551
2025-01-16T00:00:00Z,512159
2025-01-15T00:00:00Z,518276
2025-01-14T00:00:00Z,529742
2025-01-13T00:00:00Z,484604
2025-01-12T00:00:00Z,470458
2025-01-11T00:00:00Z,422037
2025-01-10T00:00:00Z,532026
2025-01-09T00:00:00Z,489212
2025-01-08T00:00:00Z,496495
2025-01-07T00:00:00Z,514997
2025-01-06T00:00:00Z,494488
2025-01-05T00:00:00Z,445495
2025-01-04T00:00:00Z,446983
2025-01-03T00:00:00Z,501811
2025-01-02T00:00:00Z,545634
2025-01-01T00:00:00Z,443288
2024-12-31T00:00:00Z,512094
2024-12-30T00:00:00Z,571865
2024-12-29T00:00:00Z,471343
2024-12-28T00:00:00Z,476252
2024-12-27T00:00:00Z,581869
2024-12-26T00:00:00Z,504773
2024-12-25T00:00:00Z,470815
2024-12-24T00:00:00Z,525381
2024-12-23T00:00:00Z,536397
2024-12-22T00:00:00Z,531587
2024-12-21T00:00:00Z,485116
2024-12-20T00:00:00Z,585365
2024-12-19T00:00:00Z,563749
2024-12-18T00:00:00Z,586619
2024-12-17T00:00:00Z,529174
2024-12-16T00:00:00Z,641847
2024-12-15T00:00:00Z,490333
2024-12-14T00:00:00Z,504329
2024-12-13T00:00:00Z,623536
2024-12-12T00:00:00Z,580258
2024-12-11T00:00:00Z,517858
2024-12-10T00:00:00Z,668020
2024-12-09T00:00:00Z,647438
2024-12-08T00:00:00Z,583912
2024-12-07T00:00:00Z,507710
2024-12-06T00:00:00Z,568512
2024-12-05T00:00:00Z,618554
2024-12-04T00:00:00Z,591998
2024-12-03T00:00:00Z,606140
2024-12-02T00:00:00Z,620364
2024-12-01T00:00:00Z,442444
2024-11-30T00:00:00Z,527905
2024-11-29T00:00:00Z,486442
2024-11-28T00:00:00Z,470234
2024-11-27T00:00:00Z,519113
2024-11-26T00:00:00Z,509332
2024-11-25T00:00:00Z,650147
2024-11-24T00:00:00Z,525720
2024-11-23T00:00:00Z,580957
2024-11-22T00:00:00Z,547551
2024-11-21T00:00:00Z,628061
2024-11-20T00:00:00Z,473773
2024-11-19T00:00:00Z,486965
2024-11-18T00:00:00Z,519789
2024-11-17T00:00:00Z,445953
2024-11-16T00:00:00Z,535789
2024-11-15T00:00:00Z,584400
2024-11-14T00:00:00Z,500883
2024-11-13T00:00:00Z,501554
2024-11-12T00:00:00Z,629013
2024-11-11T00:00:00Z,590130
2024-11-10T00:00:00Z,503522
2024-11-09T00:00:00Z,415761
2024-11-08T00:00:00Z,547989
2024-11-07T00:00:00Z,533120
2024-11-06T00:00:00Z,603857
2024-11-05T00:00:00Z,514494
2024-11-04T00:00:00Z,549549
2024-11-03T00:00:00Z,409228
2024-11-02T00:00:00Z,442448
2024-11-01T00:00:00Z,534386
2024-10-31T00:00:00Z,529277
2024-10-30T00:00:00Z,519723
2024-10-29T00:00:00Z,552793
2024-10-28T00:00:00Z,530105
2024-10-27T00:00:00Z,445033
2024-10-26T00:00:00Z,493055
2024-10-25T00:00:00Z,559771
2024-10-24T00:00:00Z,427123
2024-10-23T00:00:00Z,479734
2024-10-22T00:00:00Z,372577
2024-10-21T00:00:00Z,470773
2024-10-20T00:00:00Z,467894
2024-10-19T00:00:00Z,451628
2024-10-18T00:00:00Z,474787
2024-10-17T00:00:00Z,505036
2024-10-16T00:00:00Z,375010
2024-10-15T00:00:00Z,543807
2024-10-14T00:00:00Z,466616
2024-10-13T00:00:00Z,375846
2024-10-12T00:00:00Z,345216
2024-10-11T00:00:00Z,438336
2024-10-10T00:00:00Z,442391
2024-10-09T00:00:00Z,426701
2024-10-08T00:00:00Z,550655
2024-10-07T00:00:00Z,456477
2024-10-06T00:00:00Z,385841
2024-10-05T00:00:00Z,368196
2024-10-04T00:00:00Z,500895
2024-10-03T00:00:00Z,483313
2024-10-02T00:00:00Z,473886
2024-10-01T00:00:00Z,509592
2024-09-30T00:00:00Z,470824
2024-09-29T00:00:00Z,448457
2024-09-28T00:00:00Z,403538
2024-09-27T00:00:00Z,487353
2024-09-26T00:00:00Z,469091
2024-09-25T00:00:00Z,476273
2024-09-24T00:00:00Z,506286
2024-09-23T00:00:00Z,550199
2024-09-22T00:00:00Z,379269
2024-09-21T00:00:00Z,440449
2024-09-20T00:00:00Z,555842
2024-09-19T00:00:00Z,489526
2024-09-18T00:00:00Z,473321
2024-09-17T00:00:00Z,515905
2024-09-16T00:00:00Z,470563
2024-09-15T00:00:00Z,446690
2024-09-14T00:00:00Z,422575
2024-09-13T00:00:00Z,532234
2024-09-12T00:00:00Z,517290
2024-09-11T00:00:00Z,420565
2024-09-10T00:00:00Z,474555
2024-09-09T00:00:00Z,505092
2024-09-08T00:00:00Z,370439
2024-09-07T00:00:00Z,391507
2024-09-06T00:00:00Z,455213
2024-09-05T00:00:00Z,467687
2024-09-04T00:00:00Z,451101
2024-09-03T00:00:00Z,450693
2024-09-02T00:00:00Z,468443
2024-09-01T00:00:00Z,424359
2024-08-31T00:00:00Z,421220
2024-08-30T00:00:00Z,564299
2024-08-29T00:00:00Z,465289
2024-08-28T00:00:00Z,498646
2024-08-27T00:00:00Z,453852
2024-08-26T00:00:00Z,445131
2024-08-25T00:00:00Z,333527
2024-08-24T00:00:00Z,383473
2024-08-23T00:00:00Z,452225
2024-08-22T00:00:00Z,466973
2024-08-21T00:00:00Z,449220
2024-08-20T00:00:00Z,430777
2024-08-19T00:00:00Z,457453
2024-08-18T00:00:00Z,348545
2024-08-17T00:00:00Z,382319
2024-08-16T00:00:00Z,457034
2024-08-15T00:00:00Z,473410
2024-08-14T00:00:00Z,431225
2024-08-13T00:00:00Z,479670
2024-08-12T00:00:00Z,491906
2024-08-11T00:00:00Z,431943
2024-08-10T00:00:00Z,394532
2024-08-09T00:00:00Z,448963
2024-08-08T00:00:00Z,469347
2024-08-07T00:00:00Z,478967
2024-08-06T00:00:00Z,480138
2024-08-05T00:00:00Z,511562
2024-08-04T00:00:00Z,441198
2024-08-03T00:00:00Z,468844
2024-08-02T00:00:00Z,476331
2024-08-01T00:00:00Z,489514
2024-07-31T00:00:00Z,486373
2024-07-30T00:00:00Z,414815
2024-07-29T00:00:00Z,519351
2024-07-28T00:00:00Z,363972
2024-07-27T00:00:00Z,451972
2024-07-26T00:00:00Z,431230
2024-07-25T00:00:00Z,454729
2024-07-24T00:00:00Z,449519
2024-07-23T00:00:00Z,417139
2024-07-22T00:00:00Z,496881
2024-07-21T00:00:00Z,395634
2024-07-20T00:00:00Z,476232
2024-07-19T00:00:00Z,501768
2024-07-18T00:00:00Z,516648
2024-07-17T00:00:00Z,495819
2024-07-16T00:00:00Z,503984
2024-07-15T00:00:00Z,542234
2024-07-14T00:00:00Z,533277
2024-07-13T00:00:00Z,376459
2024-07-12T00:00:00Z,459712
2024-07-11T00:00:00Z,412449
2024-07-10T00:00:00Z,407036
2024-07-09T00:00:00Z,492137
2024-07-08T00:00:00Z,490298
2024-07-07T00:00:00Z,398697
2024-07-06T00:00:00Z,483512
2024-07-05T00:00:00Z,422059
2024-07-04T00:00:00Z,462326
2024-07-03T00:00:00Z,509446
2024-07-02T00:00:00Z,511075
2024-07-01T00:00:00Z,621640
2024-06-30T00:00:00Z,451289
2024-06-29T00:00:00Z,487846
2024-06-28T00:00:00Z,483021
2024-06-27T00:00:00Z,495152
2024-06-26T00:00:00Z,398010
2024-06-25T00:00:00Z,414629
2024-06-24T00:00:00Z,511679
2024-06-23T00:00:00Z,332981
2024-06-22T00:00:00Z,422977
2024-06-21T00:00:00Z,457262
2024-06-20T00:00:00Z,418987
2024-06-19T00:00:00Z,374904
2024-06-18T00:00:00Z,482435
2024-06-17T00:00:00Z,506308
2024-06-16T00:00:00Z,534495
2024-06-15T00:00:00Z,395574
2024-06-14T00:00:00Z,317504
2024-06-13T00:00:00Z,351469
2024-06-12T00:00:00Z,415244
2024-06-11T00:00:00Z,439911
2024-06-10T00:00:00Z,406579
2024-06-09T00:00:00Z,366675
2024-06-08T00:00:00Z,420556
2024-06-07T00:00:00Z,286735
2024-06-06T00:00:00Z,336094
2024-06-05T00:00:00Z,314776
2024-06-04T00:00:00Z,370574
2024-06-03T00:00:00Z,403535
2024-06-02T00:00:00Z,315380
2024-06-01T00:00:00Z,312138
2024-05-31T00:00:00Z,378705
2024-05-30T00:00:00Z,367671
2024-05-29T00:00:00Z,296801
2024-05-28T00:00:00Z,418144
2024-05-27T00:00:00Z,368629
2024-05-26T00:00:00Z,327354
2024-05-25T00:00:00Z,353905
2024-05-24T00:00:00Z,407999
2024-05-23T00:00:00Z,464270
2024-05-22T00:00:00Z,464369
2024-05-21T00:00:00Z,481623
2024-05-20T00:00:00Z,453632
2024-05-19T00:00:00Z,435111
2024-05-18T00:00:00Z,403288
2024-05-17T00:00:00Z,479809
2024-05-16T00:00:00Z,438239
2024-05-15T00:00:00Z,461750
2024-05-14T00:00:00Z,458935
2024-05-13T00:00:00Z,489814
2024-05-12T00:00:00Z,364054
2024-05-11T00:00:00Z,376155
2024-05-10T00:00:00Z,343246
2024-05-09T00:00:00Z,429833
2024-05-08T00:00:00Z,446001
2024-05-07T00:00:00Z,448917
2024-05-06T00:00:00Z,402804
2024-05-05T00:00:00Z,368379
2024-05-04T00:00:00Z,362982
2024-05-03T00:00:00Z,438168
2024-05-02T00:00:00Z,473595
2024-05-01T00:00:00Z,461765
2024-04-30T00:00:00Z,483882
2024-04-29T00:00:00Z,497160
2024-04-28T00:00:00Z,452429
2024-04-27T00:00:00Z,457469
2024-04-26T00:00:00Z,441782
2024-04-25T00:00:00Z,435148
2024-04-24T00:00:00Z,465393
2024-04-23T00:00:00Z,295564
2024-04-22T00:00:00Z,393267
2024-04-21T00:00:00Z,315078
2024-04-20T00:00:00Z,269653
2024-04-19T00:00:00Z,475073
2024-04-18T00:00:00Z,481556
2024-04-17T00:00:00Z,440749
2024-04-16T00:00:00Z,570313
2024-04-15T00:00:00Z,477367
2024-04-14T00:00:00Z,502055
2024-04-13T00:00:00Z,511039
2024-04-12T00:00:00Z,465528
2024-04-11T00:00:00Z,405008
2024-04-10T00:00:00Z,487527
2024-04-09T00:00:00Z,548902
2024-04-08T00:00:00Z,549112
2024-04-07T00:00:00Z,557218
2024-04-06T00:00:00Z,598364
2024-04-05T00:00:00Z,634321
2024-04-04T00:00:00Z,640712
2024-04-03T00:00:00Z,578227
2024-04-02T00:00:00Z,599880
2024-04-01T00:00:00Z,605410
2024-03-31T00:00:00Z,393499
2024-03-30T00:00:00Z,540490
2024-03-29T00:00:00Z,512784
2024-03-28T00:00:00Z,596566
2024-03-27T00:00:00Z,522718
2024-03-26T00:00:00Z,503801
2024-03-25T00:00:00Z,565193
2024-03-24T00:00:00Z,640013
2024-03-23T00:00:00Z,599121
2024-03-22T00:00:00Z,549508
2024-03-21T00:00:00Z,485468
2024-03-20T00:00:00Z,629806
2024-03-19T00:00:00Z,643634
2024-03-18T00:00:00Z,562763
2024-03-17T00:00:00Z,576229
2024-03-16T00:00:00Z,604264
2024-03-15T00:00:00Z,508097
2024-03-14T00:00:00Z,634100
2024-03-13T00:00:00Z,748453
2024-03-12T00:00:00Z,672073
2024-03-11T00:00:00Z,772384
2024-03-10T00:00:00Z,546908
2024-03-09T00:00:00Z,600009
2024-03-08T00:00:00Z,577158
2024-03-07T00:00:00Z,674410
2024-03-06T00:00:00Z,549660
2024-03-05T00:00:00Z,737579
2024-03-04T00:00:00Z,516027
2024-03-03T00:00:00Z,535362
2024-03-02T00:00:00Z,501240
2024-03-01T00:00:00Z,644962
2024-02-29T00:00:00Z,566271
2024-02-28T00:00:00Z,609996
2024-02-27T00:00:00Z,545489
2024-02-26T00:00:00Z,558982
2024-02-25T00:00:00Z,623620
