asset_i,asset_j,quantile,joint_probability,independence_probability,conditional_probability,excess_probability,excess_ci_low,excess_ci_high,block_length,bootstrap_reps,primary_specification,n,sample_start,sample_end
ADA,ETH,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.010368593968451,10,2000,True,2006,2021-01-02,2026-06-30
ADA,LINK,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.010368593968451,10,2000,True,2006,2021-01-02,2026-06-30
ADA,LTC,0.01,0.00598205393180251,0.0001,0.598205393180251,0.00588205393180251,0.00239252229221165,0.00987008959054947,10,2000,True,2006,2021-01-02,2026-06-30
ADA,SNX,0.01,0.00548354955390096,0.0001,0.548354955390096,0.00538354955390096,0.00239252229221165,0.00887308083474636,10,2000,True,2006,2021-01-02,2026-06-30
ADA,UNI,0.01,0.00598205393180251,0.0001,0.598205393180251,0.00588205393180251,0.00239252229221165,0.00987008959054947,10,2000,True,2006,2021-01-02,2026-06-30
ADA,XLM,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.010368593968451,10,2000,True,2006,2021-01-02,2026-06-30
ADA,XRP,0.01,0.00548354955390096,0.0001,0.548354955390096,0.00538354955390096,0.00239252229221165,0.00937158521264791,10,2000,True,2006,2021-01-02,2026-06-30
BCH,BNB,0.01,0.00747756706550717,0.0001,0.747756706550717,0.00737756706550717,0.0033895312808454,0.0123626124113798,10,2000,True,2006,2021-01-02,2026-06-30
BCH,BTC,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.010368593968451,10,2000,True,2006,2021-01-02,2026-06-30
BCH,DOGE,0.01,0.00548354955390096,0.0001,0.548354955390096,0.00538354955390096,0.00189401803072542,0.00938404817134142,10,2000,True,2006,2021-01-02,2026-06-30
BCH,DOT,0.01,0.00598205393180251,0.0001,0.598205393180251,0.00588205393180251,0.00239252229221165,0.00987008959054947,10,2000,True,2006,2021-01-02,2026-06-30
BCH,ETH,0.01,0.00747756706550717,0.0001,0.747756706550717,0.00737756706550717,0.0033895312808454,0.0118641080334783,10,2000,True,2006,2021-01-02,2026-06-30
BCH,LINK,0.01,0.00747756706550717,0.0001,0.747756706550717,0.00737756706550717,0.0033895312808454,0.0123626124113798,10,2000,True,2006,2021-01-02,2026-06-30
BCH,LTC,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.0108670992776752,10,2000,True,2006,2021-01-02,2026-06-30
BCH,SNX,0.01,0.00548354955390096,0.0001,0.548354955390096,0.00538354955390096,0.00189401803072542,0.00937158521264791,10,2000,True,2006,2021-01-02,2026-06-30
BCH,UNI,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00239252229221165,0.0108670992776752,10,2000,True,2006,2021-01-02,2026-06-30
BCH,XLM,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.010368593968451,10,2000,True,2006,2021-01-02,2026-06-30
BCH,XRP,0.01,0.00598205393180251,0.0001,0.598205393180251,0.00588205393180251,0.00239252229221165,0.0108670992776752,10,2000,True,2006,2021-01-02,2026-06-30
BNB,BTC,0.01,0.00598205393180251,0.0001,0.598205393180251,0.00588205393180251,0.00289102690294385,0.00987008959054947,10,2000,True,2006,2021-01-02,2026-06-30
BNB,DOGE,0.01,0.00498504471033812,0.0001,0.498504471033812,0.00488504471033812,0.00189401803072542,0.00837457645684481,10,2000,True,2006,2021-01-02,2026-06-30
BNB,DOT,0.01,0.00648055830970407,0.0001,0.648055830970407,0.00638055830970407,0.00289102690294385,0.0108670992776752,10,2000,True,2006,2021-01-02,2026-06-30
BNB,ETH,0.01,0.00747756706550717,0.0001,0.747756706550717,0.00737756706550717,0.0038880358915776,0.0118641080334783,10,2000,True,2006,2021-01-02,2026-06-30
BNB,LINK,0.01,0.00697906268760562,0.0001,0.697906268760562,0.00687906268760562,0.0033895312808454,0.0118641080334783,10,2000,True,2006,2021-01-02,2026-06-30
BNB,LTC,0.01,0.00598205393180251,0.0001,0.598205393180251,0.00588205393180251,0.00239252229221165,0.010368593968451,10,2000,True,2006,2021-01-02,2026-06-30
BNB,SNX,0.01,0.00548354955390096,0.0001,0.548354955390096,0.00538354955390096,0.00239252229221165,0.00937158521264791,10,2000,True,2006,2021-01-02,2026-06-30
