Datetime,Velocity
2026-02-11T00:00:00Z,12.697234
2026-02-10T00:00:00Z,12.680074
2026-02-09T00:00:00Z,12.661659
2026-02-08T00:00:00Z,12.626028
2026-02-07T00:00:00Z,12.60272
2026-02-06T00:00:00Z,12.574884
2026-02-05T00:00:00Z,12.519703
2026-02-04T00:00:00Z,12.45973
2026-02-03T00:00:00Z,12.438343
2026-02-02T00:00:00Z,12.423013
2026-02-01T00:00:00Z,12.39096
2026-01-31T00:00:00Z,12.370837
2026-01-30T00:00:00Z,12.36054
2026-01-29T00:00:00Z,12.34403
2026-01-28T00:00:00Z,12.337342
2026-01-27T00:00:00Z,12.327824
2026-01-26T00:00:00Z,12.327301
2026-01-25T00:00:00Z,12.311121
2026-01-24T00:00:00Z,12.304109
2026-01-23T00:00:00Z,12.31847
2026-01-22T00:00:00Z,12.315687
2026-01-21T00:00:00Z,12.317356
2026-01-20T00:00:00Z,12.321509
2026-01-19T00:00:00Z,12.326764
2026-01-18T00:00:00Z,12.334669
2026-01-17T00:00:00Z,12.349721
2026-01-16T00:00:00Z,12.369108
2026-01-15T00:00:00Z,12.375687
2026-01-14T00:00:00Z,12.36625
2026-01-13T00:00:00Z,12.352035
2026-01-12T00:00:00Z,12.333882
2026-01-11T00:00:00Z,12.326057
2026-01-10T00:00:00Z,12.324621
2026-01-09T00:00:00Z,12.344834
2026-01-08T00:00:00Z,12.344708
2026-01-07T00:00:00Z,12.351588
2026-01-06T00:00:00Z,12.352678
2026-01-05T00:00:00Z,12.351389
2026-01-04T00:00:00Z,12.331732
2026-01-03T00:00:00Z,12.322925
2026-01-02T00:00:00Z,12.326496
2026-01-01T00:00:00Z,12.317592
2025-12-31T00:00:00Z,12.314643
2025-12-30T00:00:00Z,12.307563
2025-12-29T00:00:00Z,12.308551
2025-12-28T00:00:00Z,12.28634
2025-12-27T00:00:00Z,12.27987
2025-12-26T00:00:00Z,12.290067
2025-12-25T00:00:00Z,12.281134
2025-12-24T00:00:00Z,12.280162
2025-12-23T00:00:00Z,12.275061
2025-12-22T00:00:00Z,12.283071
2025-12-21T00:00:00Z,12.264659
2025-12-20T00:00:00Z,12.260945
2025-12-19T00:00:00Z,12.275017
2025-12-18T00:00:00Z,12.27935
2025-12-17T00:00:00Z,12.281614
2025-12-16T00:00:00Z,12.283091
2025-12-15T00:00:00Z,12.290981
2025-12-14T00:00:00Z,12.276966
2025-12-13T00:00:00Z,12.271521
2025-12-12T00:00:00Z,12.2816
2025-12-11T00:00:00Z,12.283127
2025-12-10T00:00:00Z,12.287685
2025-12-09T00:00:00Z,12.284211
2025-12-08T00:00:00Z,12.294245
2025-12-07T00:00:00Z,12.277095
2025-12-06T00:00:00Z,12.277619
2025-12-05T00:00:00Z,12.306234
2025-12-04T00:00:00Z,12.343781
2025-12-03T00:00:00Z,12.354718
2025-12-02T00:00:00Z,12.351967
2025-12-01T00:00:00Z,12.352352
2025-11-30T00:00:00Z,12.330423
2025-11-29T00:00:00Z,12.324157
2025-11-28T00:00:00Z,12.331375
2025-11-27T00:00:00Z,12.320062
2025-11-26T00:00:00Z,12.323319
2025-11-25T00:00:00Z,12.3302
2025-11-24T00:00:00Z,12.341456
2025-11-23T00:00:00Z,12.326935
2025-11-22T00:00:00Z,12.317219
2025-11-21T00:00:00Z,12.29967
2025-11-20T00:00:00Z,12.296762
2025-11-19T00:00:00Z,12.292239
2025-11-18T00:00:00Z,12.281302
2025-11-17T00:00:00Z,12.258467
2025-11-16T00:00:00Z,12.22769
2025-11-15T00:00:00Z,12.218001
2025-11-14T00:00:00Z,12.232741
2025-11-13T00:00:00Z,12.224765
2025-11-12T00:00:00Z,12.239059
2025-11-11T00:00:00Z,12.267248
2025-11-10T00:00:00Z,12.280551
2025-11-09T00:00:00Z,12.28215
2025-11-08T00:00:00Z,12.283193
2025-11-07T00:00:00Z,12.300729
2025-11-06T00:00:00Z,12.2987
2025-11-05T00:00:00Z,12.319423
2025-11-04T00:00:00Z,12.308505
2025-11-03T00:00:00Z,12.28224
2025-11-02T00:00:00Z,12.254992
2025-11-01T00:00:00Z,12.245317
2025-10-31T00:00:00Z,12.254644
2025-10-30T00:00:00Z,12.255298
2025-10-29T00:00:00Z,12.261185
2025-10-28T00:00:00Z,12.27639
2025-10-27T00:00:00Z,12.271857
2025-10-26T00:00:00Z,12.249667
2025-10-25T00:00:00Z,12.238593
2025-10-24T00:00:00Z,12.242132
2025-10-23T00:00:00Z,12.238144
2025-10-22T00:00:00Z,12.230323
2025-10-21T00:00:00Z,12.226964
2025-10-20T00:00:00Z,12.217672
2025-10-19T00:00:00Z,12.203212
2025-10-18T00:00:00Z,12.192489
2025-10-17T00:00:00Z,12.197865
2025-10-16T00:00:00Z,12.176572
2025-10-15T00:00:00Z,12.169171
2025-10-14T00:00:00Z,12.167294
2025-10-13T00:00:00Z,12.138354
2025-10-12T00:00:00Z,12.114412
2025-10-11T00:00:00Z,12.099135
2025-10-10T00:00:00Z,12.088796
2025-10-09T00:00:00Z,12.083881
2025-10-08T00:00:00Z,12.088898
2025-10-07T00:00:00Z,12.098809
2025-10-06T00:00:00Z,12.110716
2025-10-05T00:00:00Z,12.098947
2025-10-04T00:00:00Z,12.088231
2025-10-03T00:00:00Z,12.099468
2025-10-02T00:00:00Z,12.093505
2025-10-01T00:00:00Z,12.089726
2025-09-30T00:00:00Z,12.092769
2025-09-29T00:00:00Z,12.103708
2025-09-28T00:00:00Z,12.093351
2025-09-27T00:00:00Z,12.093994
2025-09-26T00:00:00Z,12.109529
2025-09-25T00:00:00Z,12.106147
2025-09-24T00:00:00Z,12.107468
2025-09-23T00:00:00Z,12.116058
2025-09-22T00:00:00Z,12.11948
2025-09-21T00:00:00Z,12.104088
2025-09-20T00:00:00Z,12.102896
2025-09-19T00:00:00Z,12.126185
2025-09-18T00:00:00Z,12.134306
2025-09-17T00:00:00Z,12.140302
2025-09-16T00:00:00Z,12.15376
2025-09-15T00:00:00Z,12.168773
2025-09-14T00:00:00Z,12.160927
2025-09-13T00:00:00Z,12.176133
2025-09-12T00:00:00Z,12.20909
2025-09-11T00:00:00Z,12.236497
2025-09-10T00:00:00Z,12.264018
2025-09-09T00:00:00Z,12.298115
2025-09-08T00:00:00Z,12.304616
2025-09-07T00:00:00Z,12.296033
2025-09-06T00:00:00Z,12.295685
2025-09-05T00:00:00Z,12.318174
2025-09-04T00:00:00Z,12.319204
2025-09-03T00:00:00Z,12.329402
2025-09-02T00:00:00Z,12.346604
2025-09-01T00:00:00Z,12.351271
2025-08-31T00:00:00Z,12.361837
2025-08-30T00:00:00Z,12.357571
2025-08-29T00:00:00Z,12.366269
2025-08-28T00:00:00Z,12.364183
2025-08-27T00:00:00Z,12.382381
2025-08-26T00:00:00Z,12.407602
2025-08-25T00:00:00Z,12.411333
2025-08-24T00:00:00Z,12.402594
2025-08-23T00:00:00Z,12.401853
2025-08-22T00:00:00Z,12.42093
2025-08-21T00:00:00Z,12.424511
2025-08-20T00:00:00Z,12.433896
2025-08-19T00:00:00Z,12.446605
2025-08-18T00:00:00Z,12.458242
2025-08-17T00:00:00Z,12.449155
2025-08-16T00:00:00Z,12.448686
2025-08-15T00:00:00Z,12.46274
2025-08-14T00:00:00Z,12.470308
2025-08-13T00:00:00Z,12.481759
2025-08-12T00:00:00Z,12.490843
2025-08-11T00:00:00Z,12.497708
2025-08-10T00:00:00Z,12.489436
2025-08-09T00:00:00Z,12.493212
2025-08-08T00:00:00Z,12.516939
2025-08-07T00:00:00Z,12.528712
2025-08-06T00:00:00Z,12.545308
2025-08-05T00:00:00Z,12.56324
2025-08-04T00:00:00Z,12.602008
2025-08-03T00:00:00Z,12.597481
2025-08-02T00:00:00Z,12.598259
2025-08-01T00:00:00Z,12.630955
2025-07-31T00:00:00Z,12.632418
2025-07-30T00:00:00Z,12.658945
2025-07-29T00:00:00Z,12.671365
2025-07-28T00:00:00Z,12.687576
2025-07-27T00:00:00Z,12.673993
2025-07-26T00:00:00Z,12.680168
2025-07-25T00:00:00Z,12.687415
2025-07-24T00:00:00Z,12.674305
2025-07-23T00:00:00Z,12.679759
2025-07-22T00:00:00Z,12.697783
2025-07-21T00:00:00Z,12.702701
2025-07-20T00:00:00Z,12.681528
2025-07-19T00:00:00Z,12.689393
2025-07-18T00:00:00Z,12.707353
2025-07-17T00:00:00Z,12.691879
2025-07-16T00:00:00Z,12.680698
2025-07-15T00:00:00Z,12.691584
2025-07-14T00:00:00Z,12.681692
2025-07-13T00:00:00Z,12.656712
2025-07-12T00:00:00Z,12.660568
2025-07-11T00:00:00Z,12.671396
2025-07-10T00:00:00Z,12.660511
2025-07-09T00:00:00Z,12.667363
2025-07-08T00:00:00Z,12.684815
2025-07-07T00:00:00Z,12.707848
2025-07-06T00:00:00Z,12.707645
2025-07-05T00:00:00Z,12.720636
2025-07-04T00:00:00Z,12.756921
2025-07-03T00:00:00Z,12.773274
2025-07-02T00:00:00Z,12.779892
2025-07-01T00:00:00Z,12.78835
2025-06-30T00:00:00Z,12.797084
2025-06-29T00:00:00Z,12.784828
2025-06-28T00:00:00Z,12.790953
2025-06-27T00:00:00Z,12.811996
2025-06-26T00:00:00Z,12.840491
2025-06-25T00:00:00Z,12.843424
2025-06-24T00:00:00Z,12.838652
2025-06-23T00:00:00Z,12.850425
2025-06-22T00:00:00Z,12.835885
2025-06-21T00:00:00Z,12.828612
2025-06-20T00:00:00Z,12.847489
2025-06-19T00:00:00Z,12.850701
2025-06-18T00:00:00Z,12.859781
2025-06-17T00:00:00Z,12.871196
2025-06-16T00:00:00Z,12.875422
2025-06-15T00:00:00Z,12.868699
2025-06-14T00:00:00Z,12.878745
2025-06-13T00:00:00Z,12.898109
2025-06-12T00:00:00Z,12.895676
2025-06-11T00:00:00Z,12.90219
2025-06-10T00:00:00Z,12.912447
2025-06-09T00:00:00Z,12.91035
2025-06-08T00:00:00Z,12.901657
2025-06-07T00:00:00Z,12.908151
2025-06-06T00:00:00Z,12.922139
2025-06-05T00:00:00Z,12.930005
2025-06-04T00:00:00Z,12.945757
2025-06-03T00:00:00Z,12.954014
2025-06-02T00:00:00Z,12.961168
2025-06-01T00:00:00Z,12.951679
2025-05-31T00:00:00Z,12.951157
2025-05-30T00:00:00Z,12.973289
2025-05-29T00:00:00Z,12.974077
2025-05-28T00:00:00Z,12.980381
2025-05-27T00:00:00Z,12.996226
2025-05-26T00:00:00Z,12.993781
2025-05-25T00:00:00Z,12.991594
2025-05-24T00:00:00Z,12.98847
2025-05-23T00:00:00Z,12.998302
2025-05-22T00:00:00Z,12.989861
2025-05-21T00:00:00Z,12.976715
2025-05-20T00:00:00Z,12.983966
2025-05-19T00:00:00Z,12.989338
2025-05-18T00:00:00Z,12.984239
2025-05-17T00:00:00Z,12.991182
2025-05-16T00:00:00Z,13.014467
2025-05-15T00:00:00Z,13.027278
2025-05-14T00:00:00Z,13.031594
2025-05-13T00:00:00Z,13.030767
2025-05-12T00:00:00Z,13.032029
2025-05-11T00:00:00Z,13.022159
2025-05-10T00:00:00Z,13.019678
2025-05-09T00:00:00Z,13.031425
2025-05-08T00:00:00Z,13.024707
2025-05-07T00:00:00Z,13.02123
2025-05-06T00:00:00Z,13.019851
2025-05-05T00:00:00Z,13.016783
2025-05-04T00:00:00Z,12.998366
2025-05-03T00:00:00Z,12.996582
2025-05-02T00:00:00Z,13.006305
2025-05-01T00:00:00Z,13.005551
2025-04-30T00:00:00Z,13.01105
2025-04-29T00:00:00Z,13.026575
2025-04-28T00:00:00Z,13.028725
2025-04-27T00:00:00Z,13.022169
2025-04-26T00:00:00Z,13.031111
2025-04-25T00:00:00Z,13.051269
2025-04-24T00:00:00Z,13.043489
2025-04-23T00:00:00Z,13.045743
2025-04-22T00:00:00Z,13.034666
2025-04-21T00:00:00Z,13.031377
2025-04-20T00:00:00Z,13.025999
2025-04-19T00:00:00Z,13.028569
2025-04-18T00:00:00Z,13.050501
2025-04-17T00:00:00Z,13.073754
2025-04-16T00:00:00Z,13.086758
2025-04-15T00:00:00Z,13.111813
2025-04-14T00:00:00Z,13.125656
2025-04-13T00:00:00Z,13.132766
2025-04-12T00:00:00Z,13.144257
2025-04-11T00:00:00Z,13.163166
2025-04-10T00:00:00Z,13.170893
2025-04-09T00:00:00Z,13.1757
2025-04-08T00:00:00Z,13.178285
2025-04-07T00:00:00Z,13.197559
2025-04-06T00:00:00Z,13.18586
2025-04-05T00:00:00Z,13.194182
2025-04-04T00:00:00Z,13.224824
2025-04-03T00:00:00Z,13.238976
2025-04-02T00:00:00Z,13.251389
2025-04-01T00:00:00Z,13.276193
2025-03-31T00:00:00Z,13.311751
2025-03-30T00:00:00Z,13.29882
2025-03-29T00:00:00Z,13.305133
2025-03-28T00:00:00Z,13.329633
2025-03-27T00:00:00Z,13.34445
2025-03-26T00:00:00Z,13.366326
2025-03-25T00:00:00Z,13.395974
2025-03-24T00:00:00Z,13.428321
2025-03-23T00:00:00Z,13.427058
2025-03-22T00:00:00Z,13.447015
2025-03-21T00:00:00Z,13.475286
2025-03-20T00:00:00Z,13.494122
2025-03-19T00:00:00Z,13.520159
2025-03-18T00:00:00Z,13.548199
2025-03-17T00:00:00Z,13.568276
2025-03-16T00:00:00Z,13.574579
2025-03-15T00:00:00Z,13.585069
2025-03-14T00:00:00Z,13.623699
2025-03-13T00:00:00Z,13.659207
2025-03-12T00:00:00Z,13.711659
2025-03-11T00:00:00Z,13.743464
2025-03-10T00:00:00Z,13.769875
2025-03-09T00:00:00Z,13.766682
2025-03-08T00:00:00Z,13.77518
2025-03-07T00:00:00Z,13.812517
2025-03-06T00:00:00Z,13.835645
2025-03-05T00:00:00Z,13.871256
2025-03-04T00:00:00Z,13.923364
2025-03-03T00:00:00Z,13.948364
2025-03-02T00:00:00Z,13.934482
2025-03-01T00:00:00Z,13.930412
2025-02-28T00:00:00Z,13.960386
2025-02-27T00:00:00Z,13.984426
2025-02-26T00:00:00Z,14.009462
2025-02-25T00:00:00Z,14.006872
2025-02-24T00:00:00Z,13.988787
2025-02-23T00:00:00Z,13.976295
2025-02-22T00:00:00Z,13.977388
2025-02-21T00:00:00Z,13.981824
2025-02-20T00:00:00Z,13.989113
2025-02-19T00:00:00Z,14.006462
2025-02-18T00:00:00Z,14.023426
2025-02-17T00:00:00Z,14.035288
2025-02-16T00:00:00Z,14.03697
2025-02-15T00:00:00Z,14.041522
2025-02-14T00:00:00Z,14.062928
2025-02-13T00:00:00Z,14.080917
2025-02-12T00:00:00Z,14.113303
2025-02-11T00:00:00Z,14.138725
2025-02-10T00:00:00Z,14.158235
2025-02-09T00:00:00Z,14.162117
2025-02-08T00:00:00Z,14.173819
2025-02-07T00:00:00Z,14.207625
2025-02-06T00:00:00Z,14.229155
2025-02-05T00:00:00Z,14.240738
2025-02-04T00:00:00Z,14.254129
2025-02-03T00:00:00Z,14.25866
2025-02-02T00:00:00Z,14.242206
2025-02-01T00:00:00Z,14.245659
2025-01-31T00:00:00Z,14.268261
2025-01-30T00:00:00Z,14.282885
2025-01-29T00:00:00Z,14.319726
2025-01-28T00:00:00Z,14.343579
2025-01-27T00:00:00Z,14.36284
2025-01-26T00:00:00Z,14.351023
2025-01-25T00:00:00Z,14.363473
2025-01-24T00:00:00Z,14.396294
2025-01-23T00:00:00Z,14.411935
2025-01-22T00:00:00Z,14.42568
2025-01-21T00:00:00Z,14.434752
2025-01-20T00:00:00Z,14.445731
2025-01-19T00:00:00Z,14.426297
2025-01-18T00:00:00Z,14.417088
2025-01-17T00:00:00Z,14.426507
2025-01-16T00:00:00Z,14.437846
2025-01-15T00:00:00Z,14.452923
2025-01-14T00:00:00Z,14.456874
2025-01-13T00:00:00Z,14.453594
2025-01-12T00:00:00Z,14.44722
2025-01-11T00:00:00Z,14.460912
2025-01-10T00:00:00Z,14.511525
2025-01-09T00:00:00Z,14.523716
2025-01-08T00:00:00Z,14.55251
2025-01-07T00:00:00Z,14.57078
2025-01-06T00:00:00Z,14.573045
2025-01-05T00:00:00Z,14.565584
2025-01-04T00:00:00Z,14.571722
2025-01-03T00:00:00Z,14.58718
2025-01-02T00:00:00Z,14.607562
2025-01-01T00:00:00Z,14.618343
2024-12-31T00:00:00Z,14.634265
2024-12-30T00:00:00Z,14.619528
2024-12-29T00:00:00Z,14.604975
2024-12-28T00:00:00Z,14.607254
2024-12-27T00:00:00Z,14.629579
2024-12-26T00:00:00Z,14.632182
2024-12-25T00:00:00Z,14.641214
2024-12-24T00:00:00Z,14.658279
2024-12-23T00:00:00Z,14.649993
2024-12-22T00:00:00Z,14.63013
2024-12-21T00:00:00Z,14.635304
2024-12-20T00:00:00Z,14.654906
2024-12-19T00:00:00Z,14.643593
2024-12-18T00:00:00Z,14.638561
2024-12-17T00:00:00Z,14.632136
2024-12-16T00:00:00Z,14.625045
2024-12-15T00:00:00Z,14.600127
2024-12-14T00:00:00Z,14.607562
2024-12-13T00:00:00Z,14.623679
2024-12-12T00:00:00Z,14.628782
2024-12-11T00:00:00Z,14.635635
2024-12-10T00:00:00Z,14.638693
2024-12-09T00:00:00Z,14.647354
2024-12-08T00:00:00Z,14.625563
2024-12-07T00:00:00Z,14.63723
2024-12-06T00:00:00Z,14.662597
2024-12-05T00:00:00Z,14.653469
2024-12-04T00:00:00Z,14.631462
2024-12-03T00:00:00Z,14.638149
2024-12-02T00:00:00Z,14.653382
2024-12-01T00:00:00Z,14.642457
2024-11-30T00:00:00Z,14.659901
2024-11-29T00:00:00Z,14.688566
2024-11-28T00:00:00Z,14.698573
2024-11-27T00:00:00Z,14.712816
2024-11-26T00:00:00Z,14.715357
2024-11-25T00:00:00Z,14.709838
2024-11-24T00:00:00Z,14.693227
2024-11-23T00:00:00Z,14.697491
2024-11-22T00:00:00Z,14.706576
2024-11-21T00:00:00Z,14.688763
2024-11-20T00:00:00Z,14.663558
2024-11-19T00:00:00Z,14.661177
2024-11-18T00:00:00Z,14.661045
2024-11-17T00:00:00Z,14.645429
2024-11-16T00:00:00Z,14.647473
2024-11-15T00:00:00Z,14.659489
2024-11-14T00:00:00Z,14.656767
2024-11-13T00:00:00Z,14.645525
2024-11-12T00:00:00Z,14.633201
2024-11-11T00:00:00Z,14.601915
2024-11-10T00:00:00Z,14.572231
2024-11-09T00:00:00Z,14.566751
2024-11-08T00:00:00Z,14.582013
2024-11-07T00:00:00Z,14.589344
2024-11-06T00:00:00Z,14.587554
2024-11-05T00:00:00Z,14.564114
2024-11-04T00:00:00Z,14.566519
2024-11-03T00:00:00Z,14.561843
2024-11-02T00:00:00Z,14.576507
2024-11-01T00:00:00Z,14.603851
2024-10-31T00:00:00Z,14.606137
2024-10-30T00:00:00Z,14.606927
2024-10-29T00:00:00Z,14.601013
2024-10-28T00:00:00Z,14.601152
2024-10-27T00:00:00Z,14.601132
2024-10-26T00:00:00Z,14.61704
2024-10-25T00:00:00Z,14.643507
2024-10-24T00:00:00Z,14.661199
2024-10-23T00:00:00Z,14.685356
2024-10-22T00:00:00Z,14.732122
2024-10-21T00:00:00Z,14.75583
2024-10-20T00:00:00Z,14.755082
2024-10-19T00:00:00Z,14.768613
2024-10-18T00:00:00Z,14.801548
2024-10-17T00:00:00Z,14.812282
2024-10-16T00:00:00Z,14.82527
2024-10-15T00:00:00Z,14.833538
2024-10-14T00:00:00Z,14.840863
2024-10-13T00:00:00Z,14.83688
2024-10-12T00:00:00Z,14.855475
2024-10-11T00:00:00Z,14.869138
2024-10-10T00:00:00Z,14.875752
2024-10-09T00:00:00Z,14.888137
2024-10-08T00:00:00Z,14.888907
2024-10-07T00:00:00Z,14.873232
2024-10-06T00:00:00Z,14.854957
2024-10-05T00:00:00Z,14.867734
2024-10-04T00:00:00Z,14.900692
2024-10-03T00:00:00Z,14.914858
2024-10-02T00:00:00Z,14.919786
2024-10-01T00:00:00Z,14.922725
2024-09-30T00:00:00Z,14.933151
2024-09-29T00:00:00Z,14.911639
2024-09-28T00:00:00Z,14.920299
2024-09-27T00:00:00Z,14.942205
2024-09-26T00:00:00Z,14.942684
2024-09-25T00:00:00Z,14.938922
2024-09-24T00:00:00Z,14.931651
2024-09-23T00:00:00Z,14.930853
2024-09-22T00:00:00Z,14.917708
2024-09-21T00:00:00Z,14.921228
2024-09-20T00:00:00Z,14.932923
2024-09-19T00:00:00Z,14.919969
2024-09-18T00:00:00Z,14.923373
2024-09-17T00:00:00Z,14.924892
2024-09-16T00:00:00Z,14.92213
2024-09-15T00:00:00Z,14.904335
2024-09-14T00:00:00Z,14.908267
2024-09-13T00:00:00Z,14.917741
2024-09-12T00:00:00Z,14.898226
2024-09-11T00:00:00Z,14.879116
2024-09-10T00:00:00Z,14.857663
2024-09-09T00:00:00Z,14.825011
2024-09-08T00:00:00Z,14.811779
2024-09-07T00:00:00Z,14.813031
2024-09-06T00:00:00Z,14.82265
2024-09-05T00:00:00Z,14.81196
2024-09-04T00:00:00Z,14.804876
2024-09-03T00:00:00Z,14.793649
2024-09-02T00:00:00Z,14.777166
2024-09-01T00:00:00Z,14.76517
2024-08-31T00:00:00Z,14.755757
2024-08-30T00:00:00Z,14.781479
2024-08-29T00:00:00Z,14.786836
2024-08-28T00:00:00Z,14.798166
2024-08-27T00:00:00Z,14.798078
2024-08-26T00:00:00Z,14.788654
2024-08-25T00:00:00Z,14.78973
2024-08-24T00:00:00Z,14.794554
2024-08-23T00:00:00Z,14.805696
2024-08-22T00:00:00Z,14.804242
2024-08-21T00:00:00Z,14.821401
2024-08-20T00:00:00Z,14.833776
2024-08-19T00:00:00Z,14.843659
2024-08-18T00:00:00Z,14.831543
2024-08-17T00:00:00Z,14.842531
2024-08-16T00:00:00Z,14.873922
2024-08-15T00:00:00Z,14.900041
2024-08-14T00:00:00Z,14.910202
2024-08-13T00:00:00Z,14.904707
2024-08-12T00:00:00Z,14.902952
2024-08-11T00:00:00Z,14.892579
2024-08-10T00:00:00Z,14.900957
2024-08-09T00:00:00Z,14.916333
2024-08-08T00:00:00Z,14.918211
2024-08-07T00:00:00Z,14.919195
2024-08-06T00:00:00Z,14.917793
2024-08-05T00:00:00Z,14.91386
2024-08-04T00:00:00Z,14.870097
2024-08-03T00:00:00Z,14.870417
2024-08-02T00:00:00Z,14.88002
2024-08-01T00:00:00Z,14.858409
2024-07-31T00:00:00Z,14.853941
2024-07-30T00:00:00Z,14.84183
2024-07-29T00:00:00Z,14.833507
2024-07-28T00:00:00Z,14.820012
2024-07-27T00:00:00Z,14.828494
2024-07-26T00:00:00Z,14.84099
2024-07-25T00:00:00Z,14.846761
2024-07-24T00:00:00Z,14.845295
2024-07-23T00:00:00Z,14.842157
2024-07-22T00:00:00Z,14.831354
2024-07-21T00:00:00Z,14.817543
2024-07-20T00:00:00Z,14.820822
2024-07-19T00:00:00Z,14.830357
2024-07-18T00:00:00Z,14.835367
2024-07-17T00:00:00Z,14.854034
2024-07-16T00:00:00Z,14.868523
2024-07-15T00:00:00Z,14.855207
2024-07-14T00:00:00Z,14.842204
2024-07-13T00:00:00Z,14.849395
2024-07-12T00:00:00Z,14.870929
2024-07-11T00:00:00Z,14.88048
2024-07-10T00:00:00Z,14.886212
2024-07-09T00:00:00Z,14.88558
2024-07-08T00:00:00Z,14.889947
2024-07-07T00:00:00Z,14.87948
2024-07-06T00:00:00Z,14.88863
2024-07-05T00:00:00Z,14.908546
2024-07-04T00:00:00Z,14.905939
2024-07-03T00:00:00Z,14.90511
2024-07-02T00:00:00Z,14.911905
2024-07-01T00:00:00Z,14.927785
2024-06-30T00:00:00Z,14.923692
2024-06-29T00:00:00Z,14.943602
2024-06-28T00:00:00Z,14.9805
2024-06-27T00:00:00Z,14.998295
2024-06-26T00:00:00Z,14.98379
2024-06-25T00:00:00Z,14.997639
2024-06-24T00:00:00Z,15.01899
2024-06-23T00:00:00Z,15.011728
2024-06-22T00:00:00Z,15.031025
2024-06-21T00:00:00Z,15.066859
2024-06-20T00:00:00Z,15.091814
2024-06-19T00:00:00Z,15.122053
2024-06-18T00:00:00Z,15.145248
2024-06-17T00:00:00Z,15.153539
2024-06-16T00:00:00Z,15.152692
2024-06-15T00:00:00Z,15.164965
2024-06-14T00:00:00Z,15.191145
2024-06-13T00:00:00Z,15.201489
2024-06-12T00:00:00Z,15.221095
2024-06-11T00:00:00Z,15.238022
2024-06-10T00:00:00Z,15.256315
2024-06-09T00:00:00Z,15.273866
2024-06-08T00:00:00Z,15.305156
2024-06-07T00:00:00Z,15.337185
2024-06-06T00:00:00Z,15.356573
2024-06-05T00:00:00Z,15.368703
2024-06-04T00:00:00Z,15.387393
2024-06-03T00:00:00Z,15.422242
2024-06-02T00:00:00Z,15.424868
2024-06-01T00:00:00Z,15.43722
2024-05-31T00:00:00Z,15.479256
2024-05-30T00:00:00Z,15.49249
2024-05-29T00:00:00Z,15.526869
2024-05-28T00:00:00Z,15.543827
2024-05-27T00:00:00Z,15.53501
2024-05-26T00:00:00Z,15.538228
2024-05-25T00:00:00Z,15.540418
2024-05-24T00:00:00Z,15.559168
2024-05-23T00:00:00Z,15.569399
2024-05-22T00:00:00Z,15.587114
2024-05-21T00:00:00Z,15.596903
2024-05-20T00:00:00Z,15.5896
2024-05-19T00:00:00Z,15.576405
2024-05-18T00:00:00Z,15.57399
2024-05-17T00:00:00Z,15.58416
2024-05-16T00:00:00Z,15.585148
2024-05-15T00:00:00Z,15.582814
2024-05-14T00:00:00Z,15.585203
2024-05-13T00:00:00Z,15.586865
2024-05-12T00:00:00Z,15.574584
