Datetime,UTXO Count
2026-02-12T00:00:00Z,164403697
2026-02-11T00:00:00Z,164434642
2026-02-10T00:00:00Z,164416130
2026-02-09T00:00:00Z,164335603
2026-02-08T00:00:00Z,164387695
2026-02-07T00:00:00Z,164339517
2026-02-06T00:00:00Z,164299990
2026-02-05T00:00:00Z,164301967
2026-02-04T00:00:00Z,164256721
2026-02-03T00:00:00Z,164303111
2026-02-02T00:00:00Z,164222388
2026-02-01T00:00:00Z,164176824
2026-01-31T00:00:00Z,164175949
2026-01-30T00:00:00Z,164136233
2026-01-29T00:00:00Z,164097135
2026-01-28T00:00:00Z,164065602
2026-01-27T00:00:00Z,164058772
2026-01-26T00:00:00Z,164004010
2026-01-25T00:00:00Z,164037898
2026-01-24T00:00:00Z,164075603
2026-01-23T00:00:00Z,164099620
2026-01-22T00:00:00Z,164166816
2026-01-21T00:00:00Z,164211928
2026-01-20T00:00:00Z,164280287
2026-01-19T00:00:00Z,164452602
2026-01-18T00:00:00Z,164664161
2026-01-17T00:00:00Z,164971209
2026-01-16T00:00:00Z,165178597
2026-01-15T00:00:00Z,165279527
2026-01-14T00:00:00Z,165374895
2026-01-13T00:00:00Z,165444017
2026-01-12T00:00:00Z,165624940
2026-01-11T00:00:00Z,165686271
2026-01-10T00:00:00Z,166036521
2026-01-09T00:00:00Z,166010181
2026-01-08T00:00:00Z,166287565
2026-01-07T00:00:00Z,166494023
2026-01-06T00:00:00Z,166627677
2026-01-05T00:00:00Z,166537183
2026-01-04T00:00:00Z,166486575
2026-01-03T00:00:00Z,166310906
2026-01-02T00:00:00Z,166087250
2026-01-01T00:00:00Z,165895873
2025-12-31T00:00:00Z,165717458
2025-12-30T00:00:00Z,165610804
2025-12-29T00:00:00Z,165551640
2025-12-28T00:00:00Z,165297927
2025-12-27T00:00:00Z,164977692
2025-12-26T00:00:00Z,164740047
2025-12-25T00:00:00Z,164491497
2025-12-24T00:00:00Z,164507661
2025-12-23T00:00:00Z,164714229
2025-12-22T00:00:00Z,164723456
2025-12-21T00:00:00Z,164675777
2025-12-20T00:00:00Z,164678884
2025-12-19T00:00:00Z,164722729
2025-12-18T00:00:00Z,164756117
2025-12-17T00:00:00Z,164665982
2025-12-16T00:00:00Z,164619418
2025-12-15T00:00:00Z,164677531
2025-12-14T00:00:00Z,164664862
2025-12-13T00:00:00Z,164679096
2025-12-12T00:00:00Z,164737017
2025-12-11T00:00:00Z,164797368
2025-12-10T00:00:00Z,164789294
2025-12-09T00:00:00Z,164785713
2025-12-08T00:00:00Z,164822495
2025-12-07T00:00:00Z,164831980
2025-12-06T00:00:00Z,164947762
2025-12-05T00:00:00Z,164980381
2025-12-04T00:00:00Z,165059996
2025-12-03T00:00:00Z,165112185
2025-12-02T00:00:00Z,165154983
2025-12-01T00:00:00Z,165208156
2025-11-30T00:00:00Z,165334230
2025-11-29T00:00:00Z,165529848
2025-11-28T00:00:00Z,165693359
2025-11-27T00:00:00Z,165469441
2025-11-26T00:00:00Z,165577475
2025-11-25T00:00:00Z,165807914
2025-11-24T00:00:00Z,165900352
2025-11-23T00:00:00Z,166118821
2025-11-22T00:00:00Z,166577620
2025-11-21T00:00:00Z,166397220
2025-11-20T00:00:00Z,166563467
2025-11-19T00:00:00Z,166679398
2025-11-18T00:00:00Z,166884127
2025-11-17T00:00:00Z,167154001
2025-11-16T00:00:00Z,167085410
2025-11-15T00:00:00Z,166764335
2025-11-14T00:00:00Z,166622957
2025-11-13T00:00:00Z,166483018
2025-11-12T00:00:00Z,166339659
2025-11-11T00:00:00Z,166351311
2025-11-10T00:00:00Z,166357313
2025-11-09T00:00:00Z,166320755
2025-11-08T00:00:00Z,166247095
2025-11-07T00:00:00Z,166314935
2025-11-06T00:00:00Z,166327598
2025-11-05T00:00:00Z,166410861
2025-11-04T00:00:00Z,166497116
2025-11-03T00:00:00Z,166572072
2025-11-02T00:00:00Z,166519251
2025-11-01T00:00:00Z,166768724
2025-10-31T00:00:00Z,166683740
2025-10-30T00:00:00Z,166546652
2025-10-29T00:00:00Z,166535841
2025-10-28T00:00:00Z,166547411
2025-10-27T00:00:00Z,166504498
2025-10-26T00:00:00Z,166540163
2025-10-25T00:00:00Z,166522947
2025-10-24T00:00:00Z,166613265
2025-10-23T00:00:00Z,166489391
2025-10-22T00:00:00Z,166439453
2025-10-21T00:00:00Z,166422448
2025-10-20T00:00:00Z,166510669
2025-10-19T00:00:00Z,166731683
2025-10-18T00:00:00Z,166667778
2025-10-17T00:00:00Z,166326702
2025-10-16T00:00:00Z,166212696
2025-10-15T00:00:00Z,166205234
2025-10-14T00:00:00Z,166190950
2025-10-13T00:00:00Z,166117832
2025-10-12T00:00:00Z,166149986
2025-10-11T00:00:00Z,166239980
2025-10-10T00:00:00Z,166307516
2025-10-09T00:00:00Z,166309764
2025-10-08T00:00:00Z,166292192
2025-10-07T00:00:00Z,166439444
2025-10-06T00:00:00Z,166552386
2025-10-05T00:00:00Z,166534159
2025-10-04T00:00:00Z,166615735
2025-10-03T00:00:00Z,166707888
2025-10-02T00:00:00Z,166739442
2025-10-01T00:00:00Z,166849597
2025-09-30T00:00:00Z,167040248
2025-09-29T00:00:00Z,167122334
2025-09-28T00:00:00Z,167232508
2025-09-27T00:00:00Z,167335801
2025-09-26T00:00:00Z,167481881
2025-09-25T00:00:00Z,167548086
2025-09-24T00:00:00Z,167673800
2025-09-23T00:00:00Z,167777910
2025-09-22T00:00:00Z,167834518
2025-09-21T00:00:00Z,167970513
2025-09-20T00:00:00Z,168129646
2025-09-19T00:00:00Z,168059563
2025-09-18T00:00:00Z,168146833
2025-09-17T00:00:00Z,168207624
2025-09-16T00:00:00Z,168254560
2025-09-15T00:00:00Z,168274194
2025-09-14T00:00:00Z,168323723
2025-09-13T00:00:00Z,168257024
2025-09-12T00:00:00Z,168215708
2025-09-11T00:00:00Z,168191413
2025-09-10T00:00:00Z,168096485
2025-09-09T00:00:00Z,168042581
2025-09-08T00:00:00Z,168008943
2025-09-07T00:00:00Z,168120872
2025-09-06T00:00:00Z,168110776
2025-09-05T00:00:00Z,168050247
2025-09-04T00:00:00Z,168122571
2025-09-03T00:00:00Z,168228404
2025-09-02T00:00:00Z,168268582
2025-09-01T00:00:00Z,168235166
2025-08-31T00:00:00Z,168081778
2025-08-30T00:00:00Z,168063541
2025-08-29T00:00:00Z,168034650
2025-08-28T00:00:00Z,168001630
2025-08-27T00:00:00Z,167866148
2025-08-26T00:00:00Z,167815475
2025-08-25T00:00:00Z,167835761
2025-08-24T00:00:00Z,167853068
2025-08-23T00:00:00Z,167979119
2025-08-22T00:00:00Z,168044179
2025-08-21T00:00:00Z,168057086
2025-08-20T00:00:00Z,168106970
2025-08-19T00:00:00Z,168061479
2025-08-18T00:00:00Z,168050458
2025-08-17T00:00:00Z,167952474
2025-08-16T00:00:00Z,167937391
2025-08-15T00:00:00Z,168058105
2025-08-14T00:00:00Z,167907535
2025-08-13T00:00:00Z,167902144
2025-08-12T00:00:00Z,167931981
2025-08-11T00:00:00Z,168041677
2025-08-10T00:00:00Z,168045580
2025-08-09T00:00:00Z,168044077
2025-08-08T00:00:00Z,167956483
2025-08-07T00:00:00Z,167697553
2025-08-06T00:00:00Z,167471660
2025-08-05T00:00:00Z,167258142
2025-08-04T00:00:00Z,167190250
2025-08-03T00:00:00Z,167279848
2025-08-02T00:00:00Z,167681737
2025-08-01T00:00:00Z,167741245
2025-07-31T00:00:00Z,167846619
2025-07-30T00:00:00Z,167784697
2025-07-29T00:00:00Z,167702323
2025-07-28T00:00:00Z,167656075
2025-07-27T00:00:00Z,167487524
2025-07-26T00:00:00Z,167318669
2025-07-25T00:00:00Z,167025442
2025-07-24T00:00:00Z,166926601
2025-07-23T00:00:00Z,166868870
2025-07-22T00:00:00Z,166997257
2025-07-21T00:00:00Z,167002972
2025-07-20T00:00:00Z,167082883
2025-07-19T00:00:00Z,167166228
2025-07-18T00:00:00Z,167135328
2025-07-17T00:00:00Z,167097267
2025-07-16T00:00:00Z,167042717
2025-07-15T00:00:00Z,166905339
2025-07-14T00:00:00Z,166926419
2025-07-13T00:00:00Z,166912532
2025-07-12T00:00:00Z,166894846
2025-07-11T00:00:00Z,166922181
2025-07-10T00:00:00Z,167008391
2025-07-09T00:00:00Z,167149817
2025-07-08T00:00:00Z,167187236
2025-07-07T00:00:00Z,167345591
2025-07-06T00:00:00Z,167497166
2025-07-05T00:00:00Z,167368918
2025-07-04T00:00:00Z,167293548
2025-07-03T00:00:00Z,167302214
2025-07-02T00:00:00Z,167502227
2025-07-01T00:00:00Z,167580334
2025-06-30T00:00:00Z,167671289
2025-06-29T00:00:00Z,167756662
2025-06-28T00:00:00Z,167763397
2025-06-27T00:00:00Z,168037877
2025-06-26T00:00:00Z,168040366
2025-06-25T00:00:00Z,167925682
2025-06-24T00:00:00Z,168095919
2025-06-23T00:00:00Z,168253294
2025-06-22T00:00:00Z,168240435
2025-06-21T00:00:00Z,168328803
2025-06-20T00:00:00Z,168448787
2025-06-19T00:00:00Z,168537934
2025-06-18T00:00:00Z,168663143
2025-06-17T00:00:00Z,168729804
2025-06-16T00:00:00Z,168830231
2025-06-15T00:00:00Z,168864916
2025-06-14T00:00:00Z,168910716
2025-06-13T00:00:00Z,169061566
2025-06-12T00:00:00Z,169185140
2025-06-11T00:00:00Z,169296571
2025-06-10T00:00:00Z,169399719
2025-06-09T00:00:00Z,169629991
2025-06-08T00:00:00Z,169648026
2025-06-07T00:00:00Z,169669793
2025-06-06T00:00:00Z,169744017
2025-06-05T00:00:00Z,169884030
2025-06-04T00:00:00Z,169941278
2025-06-03T00:00:00Z,169962403
2025-06-02T00:00:00Z,170045535
2025-06-01T00:00:00Z,170163823
2025-05-31T00:00:00Z,170362555
2025-05-30T00:00:00Z,170431659
2025-05-29T00:00:00Z,170513206
2025-05-28T00:00:00Z,170653446
2025-05-27T00:00:00Z,170807132
2025-05-26T00:00:00Z,170869924
2025-05-25T00:00:00Z,171074816
2025-05-24T00:00:00Z,171088064
2025-05-23T00:00:00Z,171096588
2025-05-22T00:00:00Z,171166280
2025-05-21T00:00:00Z,171269341
2025-05-20T00:00:00Z,171366518
2025-05-19T00:00:00Z,171411192
2025-05-18T00:00:00Z,171419982
2025-05-17T00:00:00Z,171390491
2025-05-16T00:00:00Z,171640262
2025-05-15T00:00:00Z,171658874
2025-05-14T00:00:00Z,171708043
2025-05-13T00:00:00Z,171920979
2025-05-12T00:00:00Z,172103907
2025-05-11T00:00:00Z,172147724
2025-05-10T00:00:00Z,172588281
2025-05-09T00:00:00Z,172961661
2025-05-08T00:00:00Z,173199056
2025-05-07T00:00:00Z,173506821
2025-05-06T00:00:00Z,173864793
2025-05-05T00:00:00Z,173946244
2025-05-04T00:00:00Z,173967027
2025-05-03T00:00:00Z,174036829
2025-05-02T00:00:00Z,174180662
2025-05-01T00:00:00Z,174397435
2025-04-30T00:00:00Z,174520638
2025-04-29T00:00:00Z,174580102
2025-04-28T00:00:00Z,174488507
2025-04-27T00:00:00Z,174562551
2025-04-26T00:00:00Z,174476097
2025-04-25T00:00:00Z,174664593
2025-04-24T00:00:00Z,174887988
2025-04-23T00:00:00Z,174867244
2025-04-22T00:00:00Z,174754169
2025-04-21T00:00:00Z,174712018
2025-04-20T00:00:00Z,174576647
2025-04-19T00:00:00Z,174328152
2025-04-18T00:00:00Z,174054681
2025-04-17T00:00:00Z,173770683
2025-04-16T00:00:00Z,173518127
2025-04-15T00:00:00Z,173332241
2025-04-14T00:00:00Z,173229355
2025-04-13T00:00:00Z,173153582
2025-04-12T00:00:00Z,173011100
2025-04-11T00:00:00Z,172884987
2025-04-10T00:00:00Z,172781150
2025-04-09T00:00:00Z,172796560
2025-04-08T00:00:00Z,172857874
2025-04-07T00:00:00Z,172826908
2025-04-06T00:00:00Z,172933031
2025-04-05T00:00:00Z,172959511
2025-04-04T00:00:00Z,173018410
2025-04-03T00:00:00Z,173071419
2025-04-02T00:00:00Z,173103426
2025-04-01T00:00:00Z,173137915
2025-03-31T00:00:00Z,173217376
2025-03-30T00:00:00Z,173386443
2025-03-29T00:00:00Z,173751636
2025-03-28T00:00:00Z,174275012
2025-03-27T00:00:00Z,174397531
2025-03-26T00:00:00Z,174428737
2025-03-25T00:00:00Z,174298361
2025-03-24T00:00:00Z,174008983
2025-03-23T00:00:00Z,173967085
2025-03-22T00:00:00Z,173772961
2025-03-21T00:00:00Z,173917331
2025-03-20T00:00:00Z,174301631
2025-03-19T00:00:00Z,174551898
2025-03-18T00:00:00Z,174559378
2025-03-17T00:00:00Z,174749074
2025-03-16T00:00:00Z,174854882
2025-03-15T00:00:00Z,174783130
2025-03-14T00:00:00Z,174526855
2025-03-13T00:00:00Z,174475322
2025-03-12T00:00:00Z,174286522
2025-03-11T00:00:00Z,174301427
2025-03-10T00:00:00Z,174364010
2025-03-09T00:00:00Z,174399678
2025-03-08T00:00:00Z,175105060
2025-03-07T00:00:00Z,175513810
2025-03-06T00:00:00Z,175788353
2025-03-05T00:00:00Z,176370210
2025-03-04T00:00:00Z,176772998
2025-03-03T00:00:00Z,177280362
2025-03-02T00:00:00Z,177546994
2025-03-01T00:00:00Z,178074317
2025-02-28T00:00:00Z,178580361
2025-02-27T00:00:00Z,178923692
2025-02-26T00:00:00Z,179262886
2025-02-25T00:00:00Z,179306147
2025-02-24T00:00:00Z,179088839
2025-02-23T00:00:00Z,178772285
2025-02-22T00:00:00Z,178224891
2025-02-21T00:00:00Z,177796144
2025-02-20T00:00:00Z,177527753
2025-02-19T00:00:00Z,177217639
2025-02-18T00:00:00Z,176998741
2025-02-17T00:00:00Z,177064488
2025-02-16T00:00:00Z,177396418
2025-02-15T00:00:00Z,177685528
2025-02-14T00:00:00Z,178222995
2025-02-13T00:00:00Z,178680130
2025-02-12T00:00:00Z,179041088
2025-02-11T00:00:00Z,179161102
2025-02-10T00:00:00Z,179275502
2025-02-09T00:00:00Z,179590166
2025-02-08T00:00:00Z,179835825
2025-02-07T00:00:00Z,179958590
2025-02-06T00:00:00Z,180030177
2025-02-05T00:00:00Z,180046087
2025-02-04T00:00:00Z,180146441
2025-02-03T00:00:00Z,180290110
2025-02-02T00:00:00Z,180538775
2025-02-01T00:00:00Z,180985339
2025-01-31T00:00:00Z,181713186
2025-01-30T00:00:00Z,181864994
2025-01-29T00:00:00Z,182219600
2025-01-28T00:00:00Z,182673129
2025-01-27T00:00:00Z,183158037
2025-01-26T00:00:00Z,183549854
2025-01-25T00:00:00Z,184015599
2025-01-24T00:00:00Z,184126427
2025-01-23T00:00:00Z,184248947
2025-01-22T00:00:00Z,184480787
2025-01-21T00:00:00Z,184582497
2025-01-20T00:00:00Z,184755840
2025-01-19T00:00:00Z,184846512
2025-01-18T00:00:00Z,185112861
2025-01-17T00:00:00Z,185281368
2025-01-16T00:00:00Z,185322679
2025-01-15T00:00:00Z,185281922
2025-01-14T00:00:00Z,185397233
2025-01-13T00:00:00Z,185679449
2025-01-12T00:00:00Z,185556769
2025-01-11T00:00:00Z,185878308
2025-01-10T00:00:00Z,186032796
2025-01-09T00:00:00Z,186037152
2025-01-08T00:00:00Z,185806320
2025-01-07T00:00:00Z,185683347
2025-01-06T00:00:00Z,185800123
2025-01-05T00:00:00Z,185885052
2025-01-04T00:00:00Z,185972333
2025-01-03T00:00:00Z,185940096
2025-01-02T00:00:00Z,185860342
2025-01-01T00:00:00Z,186152065
2024-12-31T00:00:00Z,186401496
2024-12-30T00:00:00Z,186509868
2024-12-29T00:00:00Z,186861252
2024-12-28T00:00:00Z,187234050
2024-12-27T00:00:00Z,187413816
2024-12-26T00:00:00Z,187672185
2024-12-25T00:00:00Z,187854191
2024-12-24T00:00:00Z,187904155
2024-12-23T00:00:00Z,187914594
2024-12-22T00:00:00Z,188002980
2024-12-21T00:00:00Z,188197478
2024-12-20T00:00:00Z,188228119
2024-12-19T00:00:00Z,188206224
2024-12-18T00:00:00Z,188111140
2024-12-17T00:00:00Z,188092440
2024-12-16T00:00:00Z,187970216
2024-12-15T00:00:00Z,188053963
2024-12-14T00:00:00Z,188004441
2024-12-13T00:00:00Z,187892575
2024-12-12T00:00:00Z,187718013
2024-12-11T00:00:00Z,187515564
2024-12-10T00:00:00Z,187259243
2024-12-09T00:00:00Z,187272628
2024-12-08T00:00:00Z,187407642
2024-12-07T00:00:00Z,187389972
2024-12-06T00:00:00Z,187389592
2024-12-05T00:00:00Z,187392152
2024-12-04T00:00:00Z,187337110
2024-12-03T00:00:00Z,187302938
2024-12-02T00:00:00Z,187221093
2024-12-01T00:00:00Z,187334754
2024-11-30T00:00:00Z,187193473
2024-11-29T00:00:00Z,187017683
2024-11-28T00:00:00Z,186945831
2024-11-27T00:00:00Z,186613444
2024-11-26T00:00:00Z,186415483
2024-11-25T00:00:00Z,186335153
2024-11-24T00:00:00Z,186387947
2024-11-23T00:00:00Z,186427224
2024-11-22T00:00:00Z,186449422
2024-11-21T00:00:00Z,186361533
2024-11-20T00:00:00Z,186350526
2024-11-19T00:00:00Z,186230716
2024-11-18T00:00:00Z,186114008
2024-11-17T00:00:00Z,185981567
2024-11-16T00:00:00Z,185877537
2024-11-15T00:00:00Z,185770901
2024-11-14T00:00:00Z,185710242
2024-11-13T00:00:00Z,185597650
2024-11-12T00:00:00Z,185420355
2024-11-11T00:00:00Z,185372909
2024-11-10T00:00:00Z,185369888
2024-11-09T00:00:00Z,185329587
2024-11-08T00:00:00Z,185272700
2024-11-07T00:00:00Z,185240152
2024-11-06T00:00:00Z,185383647
2024-11-05T00:00:00Z,185518619
2024-11-04T00:00:00Z,185627094
2024-11-03T00:00:00Z,185903104
2024-11-02T00:00:00Z,186047783
2024-11-01T00:00:00Z,186009986
2024-10-31T00:00:00Z,186095056
2024-10-30T00:00:00Z,186184894
2024-10-29T00:00:00Z,186199524
2024-10-28T00:00:00Z,186218271
2024-10-27T00:00:00Z,186315426
2024-10-26T00:00:00Z,186368606
2024-10-25T00:00:00Z,186372199
2024-10-24T00:00:00Z,186338723
2024-10-23T00:00:00Z,186309231
2024-10-22T00:00:00Z,186298352
2024-10-21T00:00:00Z,186100922
2024-10-20T00:00:00Z,186066003
2024-10-19T00:00:00Z,186060350
2024-10-18T00:00:00Z,185990318
2024-10-17T00:00:00Z,185953215
2024-10-16T00:00:00Z,185863260
2024-10-15T00:00:00Z,185722189
2024-10-14T00:00:00Z,185774516
2024-10-13T00:00:00Z,185755592
2024-10-12T00:00:00Z,185695416
2024-10-11T00:00:00Z,185517300
2024-10-10T00:00:00Z,185428128
2024-10-09T00:00:00Z,185321658
2024-10-08T00:00:00Z,185227137
2024-10-07T00:00:00Z,185228571
2024-10-06T00:00:00Z,185198041
2024-10-05T00:00:00Z,185101746
2024-10-04T00:00:00Z,184983176
2024-10-03T00:00:00Z,185334873
2024-10-02T00:00:00Z,185545553
2024-10-01T00:00:00Z,185751258
2024-09-30T00:00:00Z,185751822
2024-09-29T00:00:00Z,185724126
2024-09-28T00:00:00Z,185832435
2024-09-27T00:00:00Z,185713751
2024-09-26T00:00:00Z,185680180
2024-09-25T00:00:00Z,185712952
2024-09-24T00:00:00Z,185935115
2024-09-23T00:00:00Z,186071732
2024-09-22T00:00:00Z,186163539
2024-09-21T00:00:00Z,186166122
2024-09-20T00:00:00Z,186197313
2024-09-19T00:00:00Z,186249424
2024-09-18T00:00:00Z,186228374
2024-09-17T00:00:00Z,186256898
2024-09-16T00:00:00Z,186294047
2024-09-15T00:00:00Z,186241108
2024-09-14T00:00:00Z,186280577
2024-09-13T00:00:00Z,186207737
2024-09-12T00:00:00Z,186211239
2024-09-11T00:00:00Z,186263349
2024-09-10T00:00:00Z,186199586
2024-09-09T00:00:00Z,186242868
2024-09-08T00:00:00Z,186364234
2024-09-07T00:00:00Z,186285319
2024-09-06T00:00:00Z,186305205
2024-09-05T00:00:00Z,186205531
2024-09-04T00:00:00Z,186100371
2024-09-03T00:00:00Z,185998136
2024-09-02T00:00:00Z,185732024
2024-09-01T00:00:00Z,185652569
2024-08-31T00:00:00Z,185545688
2024-08-30T00:00:00Z,185438680
2024-08-29T00:00:00Z,185396827
2024-08-28T00:00:00Z,185321685
2024-08-27T00:00:00Z,185343138
2024-08-26T00:00:00Z,185273640
2024-08-25T00:00:00Z,185255757
2024-08-24T00:00:00Z,185142764
2024-08-23T00:00:00Z,185010444
2024-08-22T00:00:00Z,184917753
2024-08-21T00:00:00Z,184820568
2024-08-20T00:00:00Z,184715176
2024-08-19T00:00:00Z,184581369
2024-08-18T00:00:00Z,184549529
2024-08-17T00:00:00Z,184441084
2024-08-16T00:00:00Z,184283329
2024-08-15T00:00:00Z,184183413
2024-08-14T00:00:00Z,184182979
2024-08-13T00:00:00Z,184055746
2024-08-12T00:00:00Z,184095211
2024-08-11T00:00:00Z,184279095
2024-08-10T00:00:00Z,184407104
2024-08-09T00:00:00Z,184327359
2024-08-08T00:00:00Z,184265847
2024-08-07T00:00:00Z,184088223
2024-08-06T00:00:00Z,184196474
2024-08-05T00:00:00Z,184332819
2024-08-04T00:00:00Z,184508887
2024-08-03T00:00:00Z,184620784
2024-08-02T00:00:00Z,184640359
2024-08-01T00:00:00Z,184652308
2024-07-31T00:00:00Z,184638589
2024-07-30T00:00:00Z,184525448
2024-07-29T00:00:00Z,184457747
2024-07-28T00:00:00Z,184522859
2024-07-27T00:00:00Z,184461753
2024-07-26T00:00:00Z,184905876
2024-07-25T00:00:00Z,185397387
2024-07-24T00:00:00Z,185357088
2024-07-23T00:00:00Z,185282734
2024-07-22T00:00:00Z,185172597
2024-07-21T00:00:00Z,185154671
2024-07-20T00:00:00Z,185056780
2024-07-19T00:00:00Z,185151687
2024-07-18T00:00:00Z,185166192
2024-07-17T00:00:00Z,185262701
2024-07-16T00:00:00Z,185351504
2024-07-15T00:00:00Z,185437597
2024-07-14T00:00:00Z,185641986
2024-07-13T00:00:00Z,185940600
2024-07-12T00:00:00Z,185926044
2024-07-11T00:00:00Z,185923391
2024-07-10T00:00:00Z,185851060
2024-07-09T00:00:00Z,185783248
2024-07-08T00:00:00Z,185706903
2024-07-07T00:00:00Z,185813492
2024-07-06T00:00:00Z,185761068
2024-07-05T00:00:00Z,185826267
2024-07-04T00:00:00Z,185759220
2024-07-03T00:00:00Z,185791334
2024-07-02T00:00:00Z,185863312
2024-07-01T00:00:00Z,185856787
2024-06-30T00:00:00Z,185648753
2024-06-29T00:00:00Z,185589064
2024-06-28T00:00:00Z,185579280
2024-06-27T00:00:00Z,185403811
2024-06-26T00:00:00Z,185621070
2024-06-25T00:00:00Z,185597316
2024-06-24T00:00:00Z,185573717
2024-06-23T00:00:00Z,185699704
2024-06-22T00:00:00Z,185669202
2024-06-21T00:00:00Z,185638265
2024-06-20T00:00:00Z,185537914
2024-06-19T00:00:00Z,185450158
2024-06-18T00:00:00Z,185296771
2024-06-17T00:00:00Z,185286119
2024-06-16T00:00:00Z,185443675
2024-06-15T00:00:00Z,185757554
2024-06-14T00:00:00Z,185776781
2024-06-13T00:00:00Z,185522881
2024-06-12T00:00:00Z,185303977
2024-06-11T00:00:00Z,185185920
2024-06-10T00:00:00Z,185095543
2024-06-09T00:00:00Z,184971881
2024-06-08T00:00:00Z,184734208
2024-06-07T00:00:00Z,184599006
2024-06-06T00:00:00Z,184584686
2024-06-05T00:00:00Z,184367380
2024-06-04T00:00:00Z,184127199
2024-06-03T00:00:00Z,183879659
2024-06-02T00:00:00Z,183668982
2024-06-01T00:00:00Z,183480121
2024-05-31T00:00:00Z,183253613
2024-05-30T00:00:00Z,182969948
2024-05-29T00:00:00Z,182758305
2024-05-28T00:00:00Z,182488254
2024-05-27T00:00:00Z,182426636
2024-05-26T00:00:00Z,182346414
2024-05-25T00:00:00Z,182224740
2024-05-24T00:00:00Z,182070788
2024-05-23T00:00:00Z,181946889
2024-05-22T00:00:00Z,181835516
2024-05-21T00:00:00Z,181826396
2024-05-20T00:00:00Z,181796840
2024-05-19T00:00:00Z,181816973
2024-05-18T00:00:00Z,181905129
2024-05-17T00:00:00Z,181957318
2024-05-16T00:00:00Z,181969107
2024-05-15T00:00:00Z,182090881
2024-05-14T00:00:00Z,182129208
2024-05-13T00:00:00Z,182281197
2024-05-12T00:00:00Z,182447282
2024-05-11T00:00:00Z,182453340
2024-05-10T00:00:00Z,182443693
2024-05-09T00:00:00Z,182210437
2024-05-08T00:00:00Z,182043002
2024-05-07T00:00:00Z,181932157
2024-05-06T00:00:00Z,181875806
2024-05-05T00:00:00Z,181748282
2024-05-04T00:00:00Z,181589856
2024-05-03T00:00:00Z,181358486
2024-05-02T00:00:00Z,181257513
2024-05-01T00:00:00Z,181233807
2024-04-30T00:00:00Z,181128296
2024-04-29T00:00:00Z,180936780
2024-04-28T00:00:00Z,180761713
2024-04-27T00:00:00Z,180624022
2024-04-26T00:00:00Z,180282820
2024-04-25T00:00:00Z,179829256
2024-04-24T00:00:00Z,179494448
2024-04-23T00:00:00Z,179097969
2024-04-22T00:00:00Z,178517591
2024-04-21T00:00:00Z,178005399
2024-04-20T00:00:00Z,177478080
2024-04-19T00:00:00Z,176939275
2024-04-18T00:00:00Z,176413541
2024-04-17T00:00:00Z,175896818
2024-04-16T00:00:00Z,175389767
2024-04-15T00:00:00Z,174966562
2024-04-14T00:00:00Z,174344178
2024-04-13T00:00:00Z,173840004
2024-04-12T00:00:00Z,173320987
2024-04-11T00:00:00Z,172819172
2024-04-10T00:00:00Z,172252582
2024-04-09T00:00:00Z,171666877
2024-04-08T00:00:00Z,171269708
2024-04-07T00:00:00Z,170912655
2024-04-06T00:00:00Z,170499347
