Datetime,Hashrate
2026-02-11T00:00:00Z,982311745731.072
2026-02-10T00:00:00Z,900973830479.4547
2026-02-09T00:00:00Z,1019852322001.0493
2026-02-08T00:00:00Z,1063649660982.6896
2026-02-07T00:00:00Z,1038622610136.0378
2026-02-06T00:00:00Z,1021142173558.6919
2026-02-05T00:00:00Z,894379696841.0612
2026-02-04T00:00:00Z,1000015094105.7535
2026-02-03T00:00:00Z,929591495929.2919
2026-02-02T00:00:00Z,830998458482.2457
2026-02-01T00:00:00Z,838040818299.8918
2026-01-31T00:00:00Z,971845654835.1687
2026-01-30T00:00:00Z,922549136111.6459
2026-01-29T00:00:00Z,901422056658.7073
2026-01-28T00:00:00Z,774659579941.0765
2026-01-27T00:00:00Z,859167897752.8303
2026-01-26T00:00:00Z,873252617388.1227
2026-01-25T00:00:00Z,760574860305.7843
2026-01-24T00:00:00Z,690151262129.3228
2026-01-23T00:00:00Z,985930374470.4612
2026-01-22T00:00:00Z,1133819930641.0303
2026-01-21T00:00:00Z,997523164104.0566
2026-01-20T00:00:00Z,968398400188.6099
2026-01-19T00:00:00Z,1092178646829.259
2026-01-18T00:00:00Z,1019366737040.6417
2026-01-17T00:00:00Z,1084897455850.3975
2026-01-16T00:00:00Z,946554827252.0245
2026-01-15T00:00:00Z,1012085546061.7803
2026-01-14T00:00:00Z,902867681378.8542
2026-01-13T00:00:00Z,982960782146.3333
2026-01-12T00:00:00Z,1033929118998.3654
2026-01-11T00:00:00Z,888305299421.1307
2026-01-10T00:00:00Z,1179552938575.5999
2026-01-09T00:00:00Z,1033929118998.3654
2026-01-08T00:00:00Z,961117209209.748
2026-01-07T00:00:00Z,1083385108107.9202
2026-01-06T00:00:00Z,958095673836.9363
2026-01-05T00:00:00Z,972835607280.5813
2026-01-04T00:00:00Z,1068645174664.275
2026-01-03T00:00:00Z,1142344841882.501
2026-01-02T00:00:00Z,1061275207942.4523
2026-01-01T00:00:00Z,1112864974995.2107
2025-12-31T00:00:00Z,980205574002.4039
2025-12-30T00:00:00Z,877026039896.8877
2025-12-29T00:00:00Z,1134974875160.6785
2025-12-28T00:00:00Z,1142344841882.501
2025-12-27T00:00:00Z,1002315474167.8717
2025-12-26T00:00:00Z,1149714808604.3232
2025-12-25T00:00:00Z,1017055407611.5168
2025-12-24T00:00:00Z,1171325755497.9045
2025-12-23T00:00:00Z,1068190154384.8815
2025-12-22T00:00:00Z,1023989182479.3002
2025-12-21T00:00:00Z,1016622353828.37
2025-12-20T00:00:00Z,1082923811686.7418
2025-12-19T00:00:00Z,1068190154384.8815
2025-12-18T00:00:00Z,1060823325733.9514
2025-12-17T00:00:00Z,1016622353828.37
2025-12-16T00:00:00Z,1082923811686.7418
2025-12-15T00:00:00Z,987155039224.649
2025-12-14T00:00:00Z,942954067319.0677
2025-12-13T00:00:00Z,1053456497083.0211
2025-12-12T00:00:00Z,1068190154384.8815
2025-12-11T00:00:00Z,1178692584148.835
2025-12-10T00:00:00Z,1150379496664.2598
2025-12-09T00:00:00Z,957412613352.8358
2025-12-08T00:00:00Z,1098426874234.2612
2025-12-07T00:00:00Z,1187488512685.6877
2025-12-06T00:00:00Z,1209753922298.5444
2025-12-05T00:00:00Z,883194581309.9802
2025-12-04T00:00:00Z,979678022965.6925
2025-12-03T00:00:00Z,979678022965.6925
2025-12-02T00:00:00Z,942569006944.2646
2025-12-01T00:00:00Z,987099826169.978
2025-11-30T00:00:00Z,1239441135115.6865
2025-11-29T00:00:00Z,1016787038987.1201
2025-11-28T00:00:00Z,1113270480642.8323
2025-11-27T00:00:00Z,1061317858212.8335
2025-11-26T00:00:00Z,1241390229955.9663
2025-11-25T00:00:00Z,870487051493.513
2025-11-24T00:00:00Z,1082431724900.629
2025-11-23T00:00:00Z,1074862272278.9464
2025-11-22T00:00:00Z,1082431724900.629
2025-11-21T00:00:00Z,1142987345874.0908
2025-11-20T00:00:00Z,991598293440.4365
2025-11-19T00:00:00Z,1037015009170.5327
2025-11-18T00:00:00Z,1006737198683.8019
2025-11-17T00:00:00Z,938612125088.6575
2025-11-16T00:00:00Z,1203542966847.5527
2025-11-15T00:00:00Z,1082431724900.629
2025-11-14T00:00:00Z,1090001177522.3119
2025-11-13T00:00:00Z,1135417893252.4082
2025-11-12T00:00:00Z,1067292819657.2638
2025-11-11T00:00:00Z,1186279607268.8984
2025-11-10T00:00:00Z,1085484607958.4694
2025-11-09T00:00:00Z,1093238069443.887
2025-11-08T00:00:00Z,930415378250.1165
2025-11-07T00:00:00Z,1100991530929.3047
2025-11-06T00:00:00Z,1085484607958.4694
2025-11-05T00:00:00Z,1069977684987.634
2025-11-04T00:00:00Z,1015703454589.7104
2025-11-03T00:00:00Z,1100991530929.3047
2025-11-02T00:00:00Z,1201786530239.734
2025-11-01T00:00:00Z,1069977684987.634
2025-10-31T00:00:00Z,1085484607958.4694
2025-10-30T00:00:00Z,1240553837666.822
2025-10-29T00:00:00Z,953675762706.3695
2025-10-28T00:00:00Z,1181513715835.9163
2025-10-27T00:00:00Z,1072114297702.9609
2025-10-26T00:00:00Z,1072114297702.9609
2025-10-25T00:00:00Z,1166927126751.522
2025-10-24T00:00:00Z,1305499723053.2654
2025-10-23T00:00:00Z,1035647824991.9757
2025-10-22T00:00:00Z,1115874064956.143
2025-10-21T00:00:00Z,1093994181329.5519
2025-10-20T00:00:00Z,1086700886787.3549
2025-10-19T00:00:00Z,1013767941365.3849
2025-10-18T00:00:00Z,1203393599462.507
2025-10-17T00:00:00Z,1159633832209.3252
2025-10-16T00:00:00Z,1115874064956.143
2025-10-15T00:00:00Z,1079751109209.1705
2025-10-14T00:00:00Z,1267207899002.4292
2025-10-13T00:00:00Z,1139737281943.0132
2025-10-12T00:00:00Z,1087249380800.9009
2025-10-11T00:00:00Z,1102245923984.3616
2025-10-10T00:00:00Z,989771850108.4062
2025-10-09T00:00:00Z,899792591007.642
2025-10-08T00:00:00Z,1109744195576.0918
2025-10-07T00:00:00Z,1034761479658.7883
2025-10-06T00:00:00Z,922287405782.8331
2025-10-05T00:00:00Z,1117242467167.8223
2025-10-04T00:00:00Z,1004768393291.867
2025-10-03T00:00:00Z,884796047824.1814
2025-10-02T00:00:00Z,1019764936475.3276
2025-10-01T00:00:00Z,1132239010351.2827
2025-09-30T00:00:00Z,1139218156590.2058
2025-09-29T00:00:00Z,990624483991.4833
2025-09-28T00:00:00Z,1167521713275.6768
2025-09-27T00:00:00Z,1096762821561.9994
2025-09-26T00:00:00Z,934017370620.5414
2025-09-25T00:00:00Z,997700373162.851
2025-09-24T00:00:00Z,1082611043219.2638
2025-09-23T00:00:00Z,1018928040676.9543
2025-09-22T00:00:00Z,1061383375705.1606
2025-09-21T00:00:00Z,1146294045761.5737
2025-09-20T00:00:00Z,1082611043219.2638
2025-09-19T00:00:00Z,1188749380789.7798
2025-09-18T00:00:00Z,1117990489076.1025
2025-09-17T00:00:00Z,865610081237.4529
2025-09-16T00:00:00Z,1082012601546.8159
2025-09-15T00:00:00Z,1102300337825.8188
2025-09-14T00:00:00Z,1034674550229.1428
2025-09-13T00:00:00Z,953523605113.1316
2025-09-12T00:00:00Z,811509451160.112
2025-09-11T00:00:00Z,1014386813950.1401
2025-09-10T00:00:00Z,1149638389143.492
2025-09-09T00:00:00Z,1129350652864.4893
2025-09-08T00:00:00Z,1082012601546.8159
2025-09-07T00:00:00Z,1041437128988.8104
2025-09-06T00:00:00Z,946761026353.464
2025-09-05T00:00:00Z,967048762632.4667
2025-09-04T00:00:00Z,902633208855.1544
2025-09-03T00:00:00Z,883291068665.401
2025-09-02T00:00:00Z,1050922950309.9297
2025-09-01T00:00:00Z,1038028190183.4274
2025-08-31T00:00:00Z,851054168349.1455
2025-08-30T00:00:00Z,1018686049993.6742
2025-08-29T00:00:00Z,1063817710436.4318
2025-08-28T00:00:00Z,1025133430056.9253
2025-08-27T00:00:00Z,967107009487.6654
2025-08-26T00:00:00Z,967107009487.6654
2025-08-25T00:00:00Z,909080588918.4055
2025-08-24T00:00:00Z,1057370330373.1808
2025-08-23T00:00:00Z,980001769614.1675
2025-08-22T00:00:00Z,941317489234.661
2025-08-21T00:00:00Z,958704808580.7621
2025-08-20T00:00:00Z,907230724898.5734
2025-08-19T00:00:00Z,862190901676.6584
2025-08-18T00:00:00Z,990876110882.13
2025-08-17T00:00:00Z,978007589961.5826
2025-08-16T00:00:00Z,978007589961.5826
2025-08-15T00:00:00Z,862190901676.6584
2025-08-14T00:00:00Z,1042350194564.3184
2025-08-13T00:00:00Z,1003744631802.6769
2025-08-12T00:00:00Z,881493683057.4791
2025-08-11T00:00:00Z,945836287660.2148
2025-08-10T00:00:00Z,868625162136.932
2025-08-09T00:00:00Z,746374213391.7341
2025-08-08T00:00:00Z,881493683057.4791
2025-08-07T00:00:00Z,1021388657613.9668
2025-08-06T00:00:00Z,913540165816.2189
2025-08-05T00:00:00Z,875475992240.543
2025-08-04T00:00:00Z,1084828946906.7596
2025-08-03T00:00:00Z,983324484038.291
2025-08-02T00:00:00Z,919884194745.498
2025-08-01T00:00:00Z,957948368321.1738
2025-07-31T00:00:00Z,976980455109.0117
2025-07-30T00:00:00Z,869131963311.2635
2025-07-29T00:00:00Z,710531240079.2812
2025-07-28T00:00:00Z,919884194745.498
2025-07-27T00:00:00Z,869131963311.2635
2025-07-26T00:00:00Z,970636426179.7323
2025-07-25T00:00:00Z,1004316503424.9832
2025-07-24T00:00:00Z,922715787521.7032
2025-07-23T00:00:00Z,878776940496.8602
2025-07-22T00:00:00Z,941546721960.9216
2025-07-21T00:00:00Z,941546721960.9216
2025-07-20T00:00:00Z,935269743814.5156
2025-07-19T00:00:00Z,891330896789.6726
2025-07-18T00:00:00Z,903884853082.4849
2025-07-17T00:00:00Z,853669027911.2357
2025-07-16T00:00:00Z,822284137179.205
2025-07-15T00:00:00Z,1029424416010.6078
2025-07-14T00:00:00Z,910161831228.8911
2025-07-13T00:00:00Z,859946006057.6418
2025-07-12T00:00:00Z,935269743814.5156
2025-07-11T00:00:00Z,872105875197.3977
2025-07-10T00:00:00Z,994200697725.0336
2025-07-09T00:00:00Z,953502423549.1549
2025-07-08T00:00:00Z,825593561853.5365
2025-07-07T00:00:00Z,877919914365.3804
2025-07-06T00:00:00Z,930246266877.2242
2025-07-05T00:00:00Z,912804149373.2762
2025-07-04T00:00:00Z,924432227709.2416
2025-07-03T00:00:00Z,877919914365.3804
2025-07-02T00:00:00Z,889547992701.3457
2025-07-01T00:00:00Z,779081248509.6753
2025-06-30T00:00:00Z,843035679357.4845
2025-06-29T00:00:00Z,982572619389.068
2025-06-28T00:00:00Z,911172262800.5243
2025-06-27T00:00:00Z,722653863600.416
2025-06-26T00:00:00Z,986579622480.5679
2025-06-25T00:00:00Z,898604369520.5172
2025-06-24T00:00:00Z,735221756880.4232
2025-06-23T00:00:00Z,672382290480.3871
2025-06-22T00:00:00Z,672382290480.3871
2025-06-21T00:00:00Z,886036476240.5099
2025-06-20T00:00:00Z,948875942640.5463
2025-06-19T00:00:00Z,798061223280.4594
2025-06-18T00:00:00Z,879752529600.5063
2025-06-17T00:00:00Z,741505703520.4268
2025-06-16T00:00:00Z,917456209440.528
2025-06-15T00:00:00Z,854616743040.4918
2025-06-14T00:00:00Z,948875942640.5463
2025-06-13T00:00:00Z,915286926762.286
2025-06-12T00:00:00Z,934223897660.816
2025-06-11T00:00:00Z,890037632230.9126
2025-06-10T00:00:00Z,1066782693950.5265
2025-06-09T00:00:00Z,883725308598.0692
2025-06-08T00:00:00Z,965785515825.0328
2025-06-07T00:00:00Z,902662279496.5992
2025-06-06T00:00:00Z,845851366801.0092
2025-06-05T00:00:00Z,845851366801.0092
2025-06-04T00:00:00Z,795352777738.2623
2025-06-03T00:00:00Z,908974603129.4426
2025-06-02T00:00:00Z,839539043168.1656
2025-06-01T00:00:00Z,839539043168.1656
2025-05-31T00:00:00Z,1016284104887.7795
2025-05-30T00:00:00Z,937389530564.634
2025-05-29T00:00:00Z,961580228127.5924
2025-05-28T00:00:00Z,991818600081.2902
2025-05-27T00:00:00Z,852722089094.28
2025-05-26T00:00:00Z,925294181783.1549
2025-05-25T00:00:00Z,913198833001.6758
2025-05-24T00:00:00Z,852722089094.28
2025-05-23T00:00:00Z,937389530564.634
2025-05-22T00:00:00Z,907151158610.9363
2025-05-21T00:00:00Z,870865112266.4988
2025-05-20T00:00:00Z,895055809829.4569
2025-05-19T00:00:00Z,852722089094.28
2025-05-18T00:00:00Z,979723251299.8109
2025-05-17T00:00:00Z,864817437875.7593
2025-05-16T00:00:00Z,805296967031.343
2025-05-15T00:00:00Z,864509979313.0594
2025-05-14T00:00:00Z,852667376856.7162
2025-05-13T00:00:00Z,769769159662.3131
2025-05-12T00:00:00Z,858588678084.8878
2025-05-11T00:00:00Z,882273882997.5743
2025-05-10T00:00:00Z,888195184225.7458
2025-05-09T00:00:00Z,828982171944.0295
2025-05-08T00:00:00Z,941486895279.2908
2025-05-07T00:00:00Z,894116485453.9176
2025-05-06T00:00:00Z,817139569487.6863
2025-05-05T00:00:00Z,1036227714930.037
2025-05-04T00:00:00Z,823060870715.8578
2025-05-03T00:00:00Z,971093401420.149
2025-05-02T00:00:00Z,974036329983.0726
2025-05-01T00:00:00Z,827011978287.5144
2025-04-30T00:00:00Z,808633934325.5697
2025-04-29T00:00:00Z,894398139481.3119
2025-04-28T00:00:00Z,863768066211.4039
2025-04-27T00:00:00Z,827011978287.5144
2025-04-26T00:00:00Z,814759948979.5511
2025-04-25T00:00:00Z,882146110173.3488
2025-04-24T00:00:00Z,863768066211.4039
2025-04-23T00:00:00Z,698365670553.9011
2025-04-22T00:00:00Z,949532271367.1464
2025-04-21T00:00:00Z,771877846401.6802
2025-04-20T00:00:00Z,753499802439.7355
2025-04-19T00:00:00Z,851516036903.4408
2025-04-18T00:00:00Z,821465181581.5562
2025-04-17T00:00:00Z,924148329279.2507
2025-04-16T00:00:00Z,893947403485.8112
2025-04-15T00:00:00Z,869786662851.0596
2025-04-14T00:00:00Z,899987588644.4991
2025-04-13T00:00:00Z,1038911847294.3212
2025-04-12T00:00:00Z,869786662851.0596
2025-04-11T00:00:00Z,893947403485.8112
2025-04-10T00:00:00Z,869786662851.0596
2025-04-09T00:00:00Z,791264255788.1166
2025-04-08T00:00:00Z,924148329279.2507
2025-04-07T00:00:00Z,875826848009.7474
2025-04-06T00:00:00Z,875826848009.7474
2025-04-05T00:00:00Z,990590366024.8179
2025-04-04T00:00:00Z,1017884958368.8536
2025-04-03T00:00:00Z,859547298178.1431
2025-04-02T00:00:00Z,972645626885.7935
2025-04-01T00:00:00Z,763413718776.6403
2025-03-31T00:00:00Z,836927632436.613
2025-03-30T00:00:00Z,774723551647.4053
2025-03-29T00:00:00Z,797343217388.9354
2025-03-28T00:00:00Z,870857131048.9082
2025-03-27T00:00:00Z,836927632436.613
2025-03-26T00:00:00Z,859547298178.1431
2025-03-25T00:00:00Z,842582548871.9956
2025-03-24T00:00:00Z,870857131048.9082
2025-03-23T00:00:00Z,882166963919.6732
2025-03-22T00:00:00Z,836247313819.7312
2025-03-21T00:00:00Z,808372403359.0736
2025-03-20T00:00:00Z,791647457082.6788
2025-03-19T00:00:00Z,847397278003.9943
2025-03-18T00:00:00Z,791647457082.6788
2025-03-17T00:00:00Z,780497492898.4158
2025-03-16T00:00:00Z,808372403359.0736
2025-03-15T00:00:00Z,735897636161.3635
2025-03-14T00:00:00Z,791647457082.6788
2025-03-13T00:00:00Z,886422152648.9152
2025-03-12T00:00:00Z,852972260096.1259
2025-03-11T00:00:00Z,769347528714.1527
2025-03-10T00:00:00Z,858547242188.2573
2025-03-09T00:00:00Z,886422152648.9152
2025-03-08T00:00:00Z,753004934520.968
2025-03-07T00:00:00Z,780486866437.7916
2025-03-06T00:00:00Z,934385685172.0042
2025-03-05T00:00:00Z,736515775370.8738
2025-03-04T00:00:00Z,802472411971.2506
2025-03-03T00:00:00Z,824457957504.7096
2025-03-02T00:00:00Z,692544684303.956
2025-03-01T00:00:00Z,791479639204.5212
2025-02-28T00:00:00Z,857436275804.898
2025-02-27T00:00:00Z,824457957504.7096
2025-02-26T00:00:00Z,862932662188.2627
2025-02-25T00:00:00Z,807968798354.6155
2025-02-24T00:00:00Z,714530229837.4149
2025-02-23T00:00:00Z,709033843454.0502
2025-02-22T00:00:00Z,788864727616.6241
2025-02-21T00:00:00Z,732111869514.7089
2025-02-20T00:00:00Z,737787155324.9004
2025-02-19T00:00:00Z,715086012084.134
2025-02-18T00:00:00Z,794540013426.8157
2025-02-17T00:00:00Z,777514155996.2411
2025-02-16T00:00:00Z,856968157338.9226
2025-02-15T00:00:00Z,908045729630.6466
2025-02-14T00:00:00Z,862643443149.1141
2025-02-13T00:00:00Z,896695158010.2634
2025-02-12T00:00:00Z,754813012755.475
2025-02-11T00:00:00Z,703735440463.751
2025-02-10T00:00:00Z,788864727616.6241
2025-02-09T00:00:00Z,811565870857.3903
2025-02-08T00:00:00Z,859832042379.257
2025-02-07T00:00:00Z,929693395822.5717
2025-02-06T00:00:00Z,779222788406.2015
2025-02-05T00:00:00Z,773848838141.3314
2025-02-04T00:00:00Z,703987484698.0166
2025-02-03T00:00:00Z,822214390525.1646
2025-02-02T00:00:00Z,918945495292.8309
2025-02-01T00:00:00Z,988806848736.1454
2025-01-31T00:00:00Z,671743783108.7946
2025-01-30T00:00:00Z,779222788406.2015
2025-01-29T00:00:00Z,832962291054.9052
2025-01-28T00:00:00Z,795344639200.8127
2025-01-27T00:00:00Z,838336241319.7755
2025-01-26T00:00:00Z,752211391247.9965
2025-01-25T00:00:00Z,702796044377.6901
2025-01-24T00:00:00Z,768683173538.0986
2025-01-23T00:00:00Z,746720797151.2957
2025-01-22T00:00:00Z,823589114505.1055
2025-01-21T00:00:00Z,730249014861.1937
2025-01-20T00:00:00Z,834570302698.507
2025-01-19T00:00:00Z,823589114505.1055
2025-01-18T00:00:00Z,713777232571.0916
2025-01-17T00:00:00Z,823589114505.1055
2025-01-16T00:00:00Z,702796044377.6901
2025-01-15T00:00:00Z,763192579441.3978
2025-01-14T00:00:00Z,845551490891.9086
2025-01-13T00:00:00Z,702796044377.6901
2025-01-12T00:00:00Z,944382184632.5209
2025-01-11T00:00:00Z,753106927836.0306
2025-01-10T00:00:00Z,774936114150.1185
2025-01-09T00:00:00Z,829509079935.338
2025-01-08T00:00:00Z,682162072315.2451
2025-01-07T00:00:00Z,731277741521.9429
2025-01-06T00:00:00Z,725820444943.4209
2025-01-05T00:00:00Z,851338266249.426
2025-01-04T00:00:00Z,813137190199.7723
2025-01-03T00:00:00Z,774936114150.1185
2025-01-02T00:00:00Z,911368528613.1675
2025-01-01T00:00:00Z,764021520993.0746
2024-12-31T00:00:00Z,703991258629.333
2024-12-30T00:00:00Z,867710155984.992
2024-12-29T00:00:00Z,862252859406.4698
2024-12-28T00:00:00Z,771440680664.0392
2024-12-27T00:00:00Z,852361031782.6447
2024-12-26T00:00:00Z,706704399769.1548
2024-12-25T00:00:00Z,814598201260.6288
2024-12-24T00:00:00Z,712099089843.7284
2024-12-23T00:00:00Z,749861920365.7444
2024-12-22T00:00:00Z,836176961558.9236
2024-12-21T00:00:00Z,782230060813.1866
2024-12-20T00:00:00Z,814598201260.6288
2024-12-19T00:00:00Z,782230060813.1866
2024-12-18T00:00:00Z,776835370738.6128
2024-12-17T00:00:00Z,733677850142.0232
2024-12-16T00:00:00Z,798414131036.9076
2024-12-15T00:00:00Z,707724609400.9628
2024-12-14T00:00:00Z,821373816750.0225
2024-12-13T00:00:00Z,878198420424.5522
2024-12-12T00:00:00Z,764549213075.4926
2024-12-11T00:00:00Z,733553974707.5671
2024-12-10T00:00:00Z,795544451443.4181
2024-12-09T00:00:00Z,862700801240.5897
2024-12-08T00:00:00Z,754217466952.8508
2024-12-07T00:00:00Z,733553974707.5671
2024-12-06T00:00:00Z,702558736339.6418
2024-12-05T00:00:00Z,800710324504.7389
2024-12-04T00:00:00Z,759383340014.1718
2024-12-03T00:00:00Z,811042070627.3806
2024-12-02T00:00:00Z,656065878787.7538
2024-12-01T00:00:00Z,803403776618.9241
2024-11-30T00:00:00Z,833912780794.3263
2024-11-29T00:00:00Z,615264917537.2773
2024-11-28T00:00:00Z,722046432151.185
2024-11-27T00:00:00Z,676282925888.0817
2024-11-26T00:00:00Z,706791930063.4839
2024-11-25T00:00:00Z,859336950940.4948
2024-11-24T00:00:00Z,681367759917.3154
2024-11-23T00:00:00Z,701707096034.2502
2024-11-22T00:00:00Z,727131266180.4186
2024-11-21T00:00:00Z,732216100209.6522
2024-11-20T00:00:00Z,747470602297.3534
2024-11-19T00:00:00Z,889845955115.897
2024-11-18T00:00:00Z,793234108560.4567
2024-11-17T00:00:00Z,757933800747.1139
2024-11-16T00:00:00Z,793304044781.9791
2024-11-15T00:00:00Z,757933800747.1139
2024-11-14T00:00:00Z,641717284632.5565
2024-11-13T00:00:00Z,697299096687.3448
2024-11-12T00:00:00Z,737722232727.1909
2024-11-11T00:00:00Z,687193312677.3834
2024-11-10T00:00:00Z,747828016737.1523
2024-11-09T00:00:00Z,702351988692.3257
2024-11-08T00:00:00Z,717510664707.2677
2024-11-07T00:00:00Z,788251152776.9985
2024-11-06T00:00:00Z,773092476762.0562
2024-11-05T00:00:00Z,702351988692.3257
2024-11-04T00:00:00Z,762986692752.0946
2024-11-03T00:00:00Z,627780896505.6284
2024-11-02T00:00:00Z,670584139449.1941
2024-11-01T00:00:00Z,727655130040.6147
2024-10-31T00:00:00Z,751434709453.7068
2024-10-30T00:00:00Z,803749784162.5093
2024-10-29T00:00:00Z,746678793571.0885
2024-10-28T00:00:00Z,798993868279.8909
2024-10-27T00:00:00Z,765702457101.562
2024-10-26T00:00:00Z,694363718862.286
2024-10-25T00:00:00Z,727655130040.6147
2024-10-24T00:00:00Z,699119634744.9044
2024-10-23T00:00:00Z,718143298275.3779
2024-10-22T00:00:00Z,656316391801.3389
2024-10-21T00:00:00Z,782463538095.864
2024-10-20T00:00:00Z,791615158424.4706
2024-10-19T00:00:00Z,791615158424.4706
2024-10-18T00:00:00Z,622310182345.2487
2024-10-17T00:00:00Z,718402195795.6178
2024-10-16T00:00:00Z,645189233166.7651
2024-10-15T00:00:00Z,713826385631.3146
2024-10-14T00:00:00Z,636037612838.1584
2024-10-13T00:00:00Z,631461802673.8551
2024-10-12T00:00:00Z,654340853495.3717
2024-10-11T00:00:00Z,640613423002.4618
2024-10-10T00:00:00Z,709250575467.0112
2024-10-09T00:00:00Z,581127890866.5189
2024-10-08T00:00:00Z,733899315277.5486
2024-10-07T00:00:00Z,681164035137.8446
2024-10-06T00:00:00Z,667980215102.9185
2024-10-05T00:00:00Z,663585608424.6099
2024-10-04T00:00:00Z,742688528634.166
2024-10-03T00:00:00Z,694347855172.7706
2024-10-02T00:00:00Z,681164035137.8446
2024-10-01T00:00:00Z,689953248494.4619
2024-09-30T00:00:00Z,602061114928.2883
2024-09-29T00:00:00Z,681164035137.8446
2024-09-28T00:00:00Z,566904261501.819
2024-09-27T00:00:00Z,602061114928.2883
2024-09-26T00:00:00Z,571298868180.1277
2024-09-25T00:00:00Z,632823361676.449
2024-09-24T00:00:00Z,667975711255.8716
2024-09-23T00:00:00Z,672582440299.0156
2024-09-22T00:00:00Z,626515149867.576
2024-09-21T00:00:00Z,621908420824.4323
2024-09-20T00:00:00Z,667975711255.8716
2024-09-19T00:00:00Z,562020943263.5609
2024-09-18T00:00:00Z,635728607953.864
2024-09-17T00:00:00Z,691009356471.5914
2024-09-16T00:00:00Z,575841130392.9927
2024-09-15T00:00:00Z,695616085514.7352
2024-09-14T00:00:00Z,640335336997.0079
2024-09-13T00:00:00Z,566627672306.7048
2024-09-12T00:00:00Z,700222814557.8793
2024-09-11T00:00:00Z,497526736659.5457
2024-09-10T00:00:00Z,609329499497.6821
2024-09-09T00:00:00Z,644910784139.8827
2024-09-08T00:00:00Z,742759316905.9338
2024-09-07T00:00:00Z,702730371683.4584
2024-09-06T00:00:00Z,644910784139.8827
2024-09-05T00:00:00Z,689387389942.6332
2024-09-04T00:00:00Z,671596747621.533
2024-09-03T00:00:00Z,662701426460.9829
2024-09-02T00:00:00Z,742759316905.9338
2024-09-01T00:00:00Z,631567802399.0575
2024-08-31T00:00:00Z,653806105300.4327
2024-08-30T00:00:00Z,631567802399.0575
2024-08-29T00:00:00Z,587091196596.307
2024-08-28T00:00:00Z,716073353424.2834
2024-08-27T00:00:00Z,613213426398.9983
2024-08-26T00:00:00Z,578666191108.914
2024-08-25T00:00:00Z,574347786697.6533
2024-08-24T00:00:00Z,660715874922.8643
2024-08-23T00:00:00Z,708218323446.7305
2024-08-22T00:00:00Z,690944705801.6882
2024-08-21T00:00:00Z,634805448455.3011
2024-08-20T00:00:00Z,647760661689.0828
2024-08-19T00:00:00Z,561392573463.8717
2024-08-18T00:00:00Z,673671088156.6459
2024-08-17T00:00:00Z,643442257277.8221
2024-08-16T00:00:00Z,613213426398.9983
2024-08-15T00:00:00Z,690944705801.6882
