Datetime,Average Dormancy
2025-11-21T00:00:00Z,16.79433838
2025-11-20T00:00:00Z,24.64629718
2025-11-19T00:00:00Z,12.73080329
2025-11-18T00:00:00Z,34.96917872
2025-11-17T00:00:00Z,26.86881337
2025-11-16T00:00:00Z,10.82726403
2025-11-15T00:00:00Z,9.55372135
2025-11-14T00:00:00Z,17.91080435
2025-11-13T00:00:00Z,29.35412295
2025-11-12T00:00:00Z,14.88554447
2025-11-11T00:00:00Z,15.99413309
2025-11-10T00:00:00Z,17.06488279
2025-11-09T00:00:00Z,5.40227388
2025-11-08T00:00:00Z,19.18781399
2025-11-07T00:00:00Z,84.93433379
2025-11-06T00:00:00Z,19.04322034
2025-11-05T00:00:00Z,17.97000834
2025-11-04T00:00:00Z,23.72440435
2025-11-03T00:00:00Z,29.83991372
2025-11-02T00:00:00Z,7.2299447
2025-11-01T00:00:00Z,24.49799382
2025-10-31T00:00:00Z,18.95357519
2025-10-30T00:00:00Z,35.85783495
2025-10-29T00:00:00Z,42.96536868
2025-10-28T00:00:00Z,51.52486742
2025-10-27T00:00:00Z,22.09229545
2025-10-26T00:00:00Z,23.45267728
2025-10-25T00:00:00Z,14.1883367
2025-10-24T00:00:00Z,23.46977912
2025-10-23T00:00:00Z,49.5158309
2025-10-22T00:00:00Z,47.934441
2025-10-21T00:00:00Z,17.83669928
2025-10-20T00:00:00Z,9.86394118
2025-10-19T00:00:00Z,7.63297164
2025-10-18T00:00:00Z,14.35166567
2025-10-17T00:00:00Z,21.91338852
2025-10-16T00:00:00Z,14.09457933
2025-10-15T00:00:00Z,62.55374509
2025-10-14T00:00:00Z,38.93753065
2025-10-13T00:00:00Z,6.25912963
2025-10-12T00:00:00Z,9.21140449
2025-10-11T00:00:00Z,13.08741048
2025-10-10T00:00:00Z,15.32281076
2025-10-09T00:00:00Z,41.50500449
2025-10-08T00:00:00Z,23.16339406
2025-10-07T00:00:00Z,73.01031738
2025-10-06T00:00:00Z,18.20828452
2025-10-05T00:00:00Z,14.5295167
2025-10-04T00:00:00Z,16.34228676
2025-10-03T00:00:00Z,15.74571534
2025-10-02T00:00:00Z,19.8644388
2025-10-01T00:00:00Z,32.85440777
2025-09-30T00:00:00Z,28.12376199
2025-09-29T00:00:00Z,12.41785388
2025-09-28T00:00:00Z,14.58406466
2025-09-27T00:00:00Z,12.82963806
2025-09-26T00:00:00Z,19.41157948
2025-09-25T00:00:00Z,31.31157451
2025-09-24T00:00:00Z,31.51036893
2025-09-23T00:00:00Z,32.34709585
2025-09-22T00:00:00Z,12.04012548
2025-09-21T00:00:00Z,11.5001884
2025-09-20T00:00:00Z,11.25087146
2025-09-19T00:00:00Z,48.39863999
2025-09-18T00:00:00Z,16.68785315
2025-09-17T00:00:00Z,41.11143499
2025-09-16T00:00:00Z,22.66581402
2025-09-15T00:00:00Z,23.9559688
2025-09-14T00:00:00Z,9.6665025
2025-09-13T00:00:00Z,16.79414464
2025-09-12T00:00:00Z,20.14694405
2025-09-11T00:00:00Z,23.03674524
2025-09-10T00:00:00Z,14.24201366
2025-09-09T00:00:00Z,14.62721248
2025-09-08T00:00:00Z,14.37846765
2025-09-07T00:00:00Z,13.08244623
2025-09-06T00:00:00Z,14.87889156
2025-09-05T00:00:00Z,37.48164328
2025-09-04T00:00:00Z,24.19456392
2025-09-03T00:00:00Z,15.50245751
2025-09-02T00:00:00Z,12.14494957
2025-09-01T00:00:00Z,12.37505041
2025-08-31T00:00:00Z,15.22204719
2025-08-30T00:00:00Z,15.65267528
2025-08-29T00:00:00Z,98.07119195
2025-08-28T00:00:00Z,19.95813058
2025-08-27T00:00:00Z,18.63422702
2025-08-26T00:00:00Z,13.82413001
2025-08-25T00:00:00Z,19.74352707
2025-08-24T00:00:00Z,9.56033763
2025-08-23T00:00:00Z,13.02046941
2025-08-22T00:00:00Z,25.40781589
2025-08-21T00:00:00Z,22.07963068
2025-08-20T00:00:00Z,25.44804962
2025-08-19T00:00:00Z,25.16254247
2025-08-18T00:00:00Z,12.25306944
2025-08-17T00:00:00Z,10.15181755
2025-08-16T00:00:00Z,133.98122953
2025-08-15T00:00:00Z,17.91524951
2025-08-14T00:00:00Z,29.6699998
2025-08-13T00:00:00Z,17.59282994
2025-08-12T00:00:00Z,18.32427458
2025-08-11T00:00:00Z,11.58093734
2025-08-10T00:00:00Z,14.54197267
2025-08-09T00:00:00Z,9.51329987
2025-08-08T00:00:00Z,17.23989847
2025-08-07T00:00:00Z,37.83095098
2025-08-06T00:00:00Z,9.21198686
2025-08-05T00:00:00Z,29.74316156
2025-08-04T00:00:00Z,12.50757706
2025-08-03T00:00:00Z,20.78473717
2025-08-02T00:00:00Z,7.59977133
2025-08-01T00:00:00Z,12.41013878
2025-07-31T00:00:00Z,16.71257529
2025-07-30T00:00:00Z,32.66480811
2025-07-29T00:00:00Z,40.5331852
2025-07-28T00:00:00Z,28.42101535
2025-07-27T00:00:00Z,11.39329274
2025-07-26T00:00:00Z,15.34959186
2025-07-25T00:00:00Z,32.38766802
2025-07-24T00:00:00Z,47.21791375
2025-07-23T00:00:00Z,40.85802072
2025-07-22T00:00:00Z,41.84196467
2025-07-21T00:00:00Z,16.65382143
2025-07-20T00:00:00Z,13.07141671
2025-07-19T00:00:00Z,41.77715845
2025-07-18T00:00:00Z,15.38141578
2025-07-17T00:00:00Z,32.2475644
2025-07-16T00:00:00Z,41.19882799
2025-07-15T00:00:00Z,16.21331803
2025-07-14T00:00:00Z,19.79975646
2025-07-13T00:00:00Z,17.12101281
2025-07-12T00:00:00Z,33.84829936
2025-07-11T00:00:00Z,31.0175064
2025-07-10T00:00:00Z,14.21875821
2025-07-09T00:00:00Z,60.54777291
2025-07-08T00:00:00Z,69.66106345
2025-07-07T00:00:00Z,44.27784125
2025-07-06T00:00:00Z,12.1166672
2025-07-05T00:00:00Z,9.80823016
2025-07-04T00:00:00Z,758.22740122
2025-07-03T00:00:00Z,21.58877853
2025-07-02T00:00:00Z,22.9269019
2025-07-01T00:00:00Z,31.93391655
2025-06-30T00:00:00Z,59.938925
2025-06-29T00:00:00Z,13.74884028
2025-06-28T00:00:00Z,9.94735778
2025-06-27T00:00:00Z,46.78328889
2025-06-26T00:00:00Z,45.93482368
2025-06-25T00:00:00Z,20.27436349
2025-06-24T00:00:00Z,20.81344635
2025-06-23T00:00:00Z,18.08070884
2025-06-22T00:00:00Z,24.902946
2025-06-21T00:00:00Z,19.59652038
2025-06-20T00:00:00Z,13.64868577
2025-06-19T00:00:00Z,16.95163833
2025-06-18T00:00:00Z,17.34023037
2025-06-17T00:00:00Z,11.50303127
2025-06-16T00:00:00Z,27.20275478
2025-06-15T00:00:00Z,16.92222554
2025-06-14T00:00:00Z,8.06818572
2025-06-13T00:00:00Z,34.65388989
2025-06-12T00:00:00Z,12.39765499
2025-06-11T00:00:00Z,15.02218199
2025-06-10T00:00:00Z,19.2789615
2025-06-09T00:00:00Z,10.45817964
2025-06-08T00:00:00Z,12.44961793
2025-06-07T00:00:00Z,15.02432969
2025-06-06T00:00:00Z,11.33503345
2025-06-05T00:00:00Z,9.72925488
2025-06-04T00:00:00Z,37.26764764
2025-06-03T00:00:00Z,14.80881558
2025-06-02T00:00:00Z,16.56518869
2025-06-01T00:00:00Z,8.50176446
2025-05-31T00:00:00Z,7.40448492
2025-05-30T00:00:00Z,14.17756954
2025-05-29T00:00:00Z,43.7757711
2025-05-28T00:00:00Z,16.89059634
2025-05-27T00:00:00Z,38.53035227
2025-05-26T00:00:00Z,55.09184931
2025-05-25T00:00:00Z,19.72513944
2025-05-24T00:00:00Z,8.92148867
2025-05-23T00:00:00Z,18.46453591
2025-05-22T00:00:00Z,14.17478347
2025-05-21T00:00:00Z,33.14447713
2025-05-20T00:00:00Z,33.79530786
2025-05-19T00:00:00Z,46.11100759
2025-05-18T00:00:00Z,14.92614673
2025-05-17T00:00:00Z,9.76241418
2025-05-16T00:00:00Z,18.70332378
2025-05-15T00:00:00Z,42.44826146
2025-05-14T00:00:00Z,15.04016767
2025-05-13T00:00:00Z,43.96814264
2025-05-12T00:00:00Z,18.52878322
2025-05-11T00:00:00Z,12.2406462
2025-05-10T00:00:00Z,7.21177468
2025-05-09T00:00:00Z,26.33941605
2025-05-08T00:00:00Z,29.71903893
2025-05-07T00:00:00Z,26.46415302
2025-05-06T00:00:00Z,46.18915565
2025-05-05T00:00:00Z,59.96320734
2025-05-04T00:00:00Z,5.98211717
2025-05-03T00:00:00Z,8.28722316
2025-05-02T00:00:00Z,24.80254662
2025-05-01T00:00:00Z,24.52221583
2025-04-30T00:00:00Z,23.40600071
2025-04-29T00:00:00Z,35.19820035
2025-04-28T00:00:00Z,30.93812828
2025-04-27T00:00:00Z,11.16482909
2025-04-26T00:00:00Z,22.61401157
2025-04-25T00:00:00Z,40.30532073
2025-04-24T00:00:00Z,28.77046834
2025-04-23T00:00:00Z,14.27000799
2025-04-22T00:00:00Z,14.04499871
2025-04-21T00:00:00Z,12.89323248
2025-04-20T00:00:00Z,10.32296996
2025-04-19T00:00:00Z,5.80270211
2025-04-18T00:00:00Z,7.14772959
2025-04-17T00:00:00Z,39.93271493
2025-04-16T00:00:00Z,23.19653689
2025-04-15T00:00:00Z,22.35767386
2025-04-14T00:00:00Z,12.74923964
2025-04-13T00:00:00Z,16.98008336
2025-04-12T00:00:00Z,9.16870076
2025-04-11T00:00:00Z,28.15346056
2025-04-10T00:00:00Z,35.71795147
2025-04-09T00:00:00Z,18.70243318
2025-04-08T00:00:00Z,13.30243441
2025-04-07T00:00:00Z,39.00023149
2025-04-06T00:00:00Z,11.75788054
2025-04-05T00:00:00Z,13.69094827
2025-04-04T00:00:00Z,17.30298908
2025-04-03T00:00:00Z,56.20308086
2025-04-02T00:00:00Z,27.44547285
2025-04-01T00:00:00Z,11.03222134
2025-03-31T00:00:00Z,13.57424658
2025-03-30T00:00:00Z,10.76475389
2025-03-29T00:00:00Z,6.82207672
2025-03-28T00:00:00Z,40.98321004
2025-03-27T00:00:00Z,11.26970929
2025-03-26T00:00:00Z,14.72974559
2025-03-25T00:00:00Z,13.20527267
2025-03-24T00:00:00Z,10.66418826
2025-03-23T00:00:00Z,8.75036207
2025-03-22T00:00:00Z,30.3786107
2025-03-21T00:00:00Z,8.64877606
2025-03-20T00:00:00Z,26.40875614
2025-03-19T00:00:00Z,14.51730431
2025-03-18T00:00:00Z,11.16282804
2025-03-17T00:00:00Z,12.86464159
2025-03-16T00:00:00Z,9.46362452
2025-03-15T00:00:00Z,4.89230786
2025-03-14T00:00:00Z,21.61260813
2025-03-13T00:00:00Z,17.09682835
2025-03-12T00:00:00Z,21.81469255
2025-03-11T00:00:00Z,20.38998217
2025-03-10T00:00:00Z,32.49417275
2025-03-09T00:00:00Z,8.6336724
2025-03-08T00:00:00Z,5.04173259
2025-03-07T00:00:00Z,15.63626881
2025-03-06T00:00:00Z,22.37486403
2025-03-05T00:00:00Z,11.01476581
2025-03-04T00:00:00Z,13.70687414
2025-03-03T00:00:00Z,18.86626146
2025-03-02T00:00:00Z,9.64967026
2025-03-01T00:00:00Z,7.67530299
2025-02-28T00:00:00Z,16.00499523
2025-02-27T00:00:00Z,15.42199657
2025-02-26T00:00:00Z,19.95346354
2025-02-25T00:00:00Z,20.36526459
2025-02-24T00:00:00Z,10.46403974
2025-02-23T00:00:00Z,6.55341385
2025-02-22T00:00:00Z,7.32537815
2025-02-21T00:00:00Z,9.80557725
2025-02-20T00:00:00Z,8.66484721
2025-02-19T00:00:00Z,7.96437618
2025-02-18T00:00:00Z,13.41059542
2025-02-17T00:00:00Z,9.36154899
2025-02-16T00:00:00Z,5.96977174
2025-02-15T00:00:00Z,8.35670114
2025-02-14T00:00:00Z,13.29956827
2025-02-13T00:00:00Z,10.15752196
2025-02-12T00:00:00Z,13.85630304
2025-02-11T00:00:00Z,40.37595239
2025-02-10T00:00:00Z,13.62908155
2025-02-09T00:00:00Z,104.09528976
2025-02-08T00:00:00Z,13.09205092
2025-02-07T00:00:00Z,14.14136837
2025-02-06T00:00:00Z,37.8877233
2025-02-05T00:00:00Z,51.46860085
2025-02-04T00:00:00Z,35.57793351
2025-02-03T00:00:00Z,15.10641415
2025-02-02T00:00:00Z,11.36086878
2025-02-01T00:00:00Z,14.55109922
2025-01-31T00:00:00Z,10.57560017
2025-01-30T00:00:00Z,11.56337477
2025-01-29T00:00:00Z,9.34946561
2025-01-28T00:00:00Z,17.18013769
2025-01-27T00:00:00Z,17.55379662
2025-01-26T00:00:00Z,11.95054039
2025-01-25T00:00:00Z,13.68569413
2025-01-24T00:00:00Z,11.52556325
2025-01-23T00:00:00Z,116.40318551
2025-01-22T00:00:00Z,34.72884846
2025-01-21T00:00:00Z,20.03815502
2025-01-20T00:00:00Z,15.07889027
2025-01-19T00:00:00Z,14.07443805
2025-01-18T00:00:00Z,18.34344777
2025-01-17T00:00:00Z,15.45815926
2025-01-16T00:00:00Z,12.90104167
2025-01-15T00:00:00Z,23.43172093
2025-01-14T00:00:00Z,8.81037323
2025-01-13T00:00:00Z,10.37922627
2025-01-12T00:00:00Z,9.26117618
2025-01-11T00:00:00Z,12.08605925
2025-01-10T00:00:00Z,10.65207989
2025-01-09T00:00:00Z,9.40634437
2025-01-08T00:00:00Z,12.6348771
2025-01-07T00:00:00Z,40.93910987
2025-01-06T00:00:00Z,13.01465221
2025-01-05T00:00:00Z,9.84791312
2025-01-04T00:00:00Z,11.67255847
2025-01-03T00:00:00Z,9.30803784
2025-01-02T00:00:00Z,17.43634318
2025-01-01T00:00:00Z,44.91945083
2024-12-31T00:00:00Z,43.86617646
2024-12-30T00:00:00Z,44.12170031
2024-12-29T00:00:00Z,43.8975636
2024-12-28T00:00:00Z,20.57356552
2024-12-27T00:00:00Z,43.22878437
2024-12-26T00:00:00Z,21.04033997
2024-12-25T00:00:00Z,12.28998926
2024-12-24T00:00:00Z,66.9127447
2024-12-23T00:00:00Z,45.05749977
2024-12-22T00:00:00Z,28.1748484
2024-12-21T00:00:00Z,13.57187668
2024-12-20T00:00:00Z,35.81690292
2024-12-19T00:00:00Z,50.91549419
2024-12-18T00:00:00Z,37.51232787
2024-12-17T00:00:00Z,33.19017627
2024-12-16T00:00:00Z,30.92557632
2024-12-15T00:00:00Z,24.80224557
2024-12-14T00:00:00Z,21.67726243
2024-12-13T00:00:00Z,25.83183789
2024-12-12T00:00:00Z,15.57896825
2024-12-11T00:00:00Z,38.56523316
2024-12-10T00:00:00Z,17.49508445
2024-12-09T00:00:00Z,46.94384968
2024-12-08T00:00:00Z,20.47342734
2024-12-07T00:00:00Z,19.25788933
2024-12-06T00:00:00Z,44.37033547
2024-12-05T00:00:00Z,41.542707
2024-12-04T00:00:00Z,20.10483877
2024-12-03T00:00:00Z,49.61832971
2024-12-02T00:00:00Z,33.12623444
2024-12-01T00:00:00Z,17.85010912
2024-11-30T00:00:00Z,14.38200934
2024-11-29T00:00:00Z,19.29920303
2024-11-28T00:00:00Z,45.31591541
2024-11-27T00:00:00Z,39.05041805
2024-11-26T00:00:00Z,41.91893448
2024-11-25T00:00:00Z,26.55529913
2024-11-24T00:00:00Z,19.85887156
2024-11-23T00:00:00Z,26.09609685
2024-11-22T00:00:00Z,34.81506208
2024-11-21T00:00:00Z,36.51899065
2024-11-20T00:00:00Z,32.65917852
2024-11-19T00:00:00Z,38.87598294
2024-11-18T00:00:00Z,18.60476963
2024-11-17T00:00:00Z,20.52231981
2024-11-16T00:00:00Z,19.51240465
2024-11-15T00:00:00Z,50.58101568
2024-11-14T00:00:00Z,51.91630557
2024-11-13T00:00:00Z,29.15225506
2024-11-12T00:00:00Z,25.57432877
2024-11-11T00:00:00Z,23.35723655
2024-11-10T00:00:00Z,16.28276255
2024-11-09T00:00:00Z,8.87298237
2024-11-08T00:00:00Z,20.68111269
2024-11-07T00:00:00Z,14.72810296
2024-11-06T00:00:00Z,47.2008957
2024-11-05T00:00:00Z,15.15198896
2024-11-04T00:00:00Z,16.28085517
2024-11-03T00:00:00Z,14.7914756
2024-11-02T00:00:00Z,22.07269509
2024-11-01T00:00:00Z,17.11663137
2024-10-31T00:00:00Z,12.61858059
2024-10-30T00:00:00Z,12.39699224
2024-10-29T00:00:00Z,17.38073914
2024-10-28T00:00:00Z,13.82092344
2024-10-27T00:00:00Z,14.60301574
2024-10-26T00:00:00Z,13.12058278
2024-10-25T00:00:00Z,16.84781127
2024-10-24T00:00:00Z,10.59593681
2024-10-23T00:00:00Z,14.92850967
2024-10-22T00:00:00Z,11.4487165
2024-10-21T00:00:00Z,39.79151891
2024-10-20T00:00:00Z,51.54420426
2024-10-19T00:00:00Z,28.63089895
2024-10-18T00:00:00Z,18.69514447
2024-10-17T00:00:00Z,17.50403316
2024-10-16T00:00:00Z,11.91789438
2024-10-15T00:00:00Z,31.63310145
2024-10-14T00:00:00Z,16.5465819
2024-10-13T00:00:00Z,17.64483393
2024-10-12T00:00:00Z,19.12113937
2024-10-11T00:00:00Z,46.12115389
2024-10-10T00:00:00Z,13.48159684
2024-10-09T00:00:00Z,14.01194674
2024-10-08T00:00:00Z,77.77596166
2024-10-07T00:00:00Z,6.95550887
2024-10-06T00:00:00Z,5.87251097
2024-10-05T00:00:00Z,7.19105791
2024-10-04T00:00:00Z,11.15438067
2024-10-03T00:00:00Z,8.84788121
2024-10-02T00:00:00Z,7.68001093
2024-10-01T00:00:00Z,5.63972312
2024-09-30T00:00:00Z,8.55938467
2024-09-29T00:00:00Z,6.84492437
2024-09-28T00:00:00Z,10.32185669
2024-09-27T00:00:00Z,10.44288353
2024-09-26T00:00:00Z,19.25730427
2024-09-25T00:00:00Z,15.04296185
2024-09-24T00:00:00Z,8.40163237
2024-09-23T00:00:00Z,14.96787395
2024-09-22T00:00:00Z,8.35592809
2024-09-21T00:00:00Z,9.57819962
2024-09-20T00:00:00Z,14.38276984
2024-09-19T00:00:00Z,9.36173114
2024-09-18T00:00:00Z,13.96201095
2024-09-17T00:00:00Z,8.35766405
2024-09-16T00:00:00Z,13.56547996
2024-09-15T00:00:00Z,7.66145964
2024-09-14T00:00:00Z,4.53486506
2024-09-13T00:00:00Z,13.23430415
2024-09-12T00:00:00Z,5.90284499
2024-09-11T00:00:00Z,5.44554657
2024-09-10T00:00:00Z,7.33511839
2024-09-09T00:00:00Z,13.09923956
2024-09-08T00:00:00Z,3.46620308
2024-09-07T00:00:00Z,4.07675251
2024-09-06T00:00:00Z,13.60136322
2024-09-05T00:00:00Z,7.57570691
2024-09-04T00:00:00Z,10.64482907
2024-09-03T00:00:00Z,8.64115187
2024-09-02T00:00:00Z,5.5503291
2024-09-01T00:00:00Z,2.84128775
2024-08-31T00:00:00Z,17.84140963
2024-08-30T00:00:00Z,7.00585168
2024-08-29T00:00:00Z,52.59967955
2024-08-28T00:00:00Z,6.82081171
2024-08-27T00:00:00Z,18.28622607
2024-08-26T00:00:00Z,7.71932
2024-08-25T00:00:00Z,5.12413972
2024-08-24T00:00:00Z,6.60502858
2024-08-23T00:00:00Z,10.44553187
2024-08-22T00:00:00Z,8.42644156
2024-08-21T00:00:00Z,11.27378883
2024-08-20T00:00:00Z,8.83309673
2024-08-19T00:00:00Z,8.89059974
2024-08-18T00:00:00Z,7.24945856
2024-08-17T00:00:00Z,5.83515634
2024-08-16T00:00:00Z,8.31234343
2024-08-15T00:00:00Z,10.60503235
2024-08-14T00:00:00Z,5.75265337
2024-08-13T00:00:00Z,7.94826219
2024-08-12T00:00:00Z,8.7605715
2024-08-11T00:00:00Z,4.93236749
2024-08-10T00:00:00Z,30.81895732
2024-08-09T00:00:00Z,10.49821654
2024-08-08T00:00:00Z,7.97991131
2024-08-07T00:00:00Z,18.18704194
2024-08-06T00:00:00Z,5.99681342
2024-08-05T00:00:00Z,25.95302235
2024-08-04T00:00:00Z,11.23401832
2024-08-03T00:00:00Z,15.66443427
2024-08-02T00:00:00Z,7.27276478
2024-08-01T00:00:00Z,17.74351239
2024-07-31T00:00:00Z,7.05637008
2024-07-30T00:00:00Z,51.12353646
2024-07-29T00:00:00Z,17.85193311
2024-07-28T00:00:00Z,12.76981252
2024-07-27T00:00:00Z,14.52022367
2024-07-26T00:00:00Z,10.56887988
2024-07-25T00:00:00Z,23.73569439
2024-07-24T00:00:00Z,11.78149028
2024-07-23T00:00:00Z,61.23855223
2024-07-22T00:00:00Z,9.10033458
2024-07-21T00:00:00Z,6.75029521
2024-07-20T00:00:00Z,6.18291946
2024-07-19T00:00:00Z,36.5330138
2024-07-18T00:00:00Z,29.21898335
2024-07-17T00:00:00Z,12.02272481
2024-07-16T00:00:00Z,7.53960508
2024-07-15T00:00:00Z,10.69695681
2024-07-14T00:00:00Z,11.83935087
2024-07-13T00:00:00Z,6.51005226
2024-07-12T00:00:00Z,10.95856334
2024-07-11T00:00:00Z,5.71863232
2024-07-10T00:00:00Z,19.09417154
2024-07-09T00:00:00Z,24.9559196
2024-07-08T00:00:00Z,6.07953261
2024-07-07T00:00:00Z,12.0364949
2024-07-06T00:00:00Z,7.13101277
2024-07-05T00:00:00Z,43.53367232
2024-07-04T00:00:00Z,17.37460382
2024-07-03T00:00:00Z,34.98099052
2024-07-02T00:00:00Z,9.1069677
2024-07-01T00:00:00Z,12.96995091
2024-06-30T00:00:00Z,10.11090637
2024-06-29T00:00:00Z,5.51519681
2024-06-28T00:00:00Z,12.72920803
2024-06-27T00:00:00Z,36.89290652
2024-06-26T00:00:00Z,14.4504905
2024-06-25T00:00:00Z,11.43970643
2024-06-24T00:00:00Z,20.33831308
2024-06-23T00:00:00Z,9.98247015
2024-06-22T00:00:00Z,162.32177054
2024-06-21T00:00:00Z,16.17885028
2024-06-20T00:00:00Z,8.74827883
2024-06-19T00:00:00Z,8.45233828
2024-06-18T00:00:00Z,7.43560784
2024-06-17T00:00:00Z,13.56150033
2024-06-16T00:00:00Z,5.43563389
2024-06-15T00:00:00Z,20.8706007
