Datetime,Realized Price
2025-12-08T00:00:00Z,56337.51633893
2025-12-07T00:00:00Z,56346.76075875
2025-12-06T00:00:00Z,56349.92502259
2025-12-05T00:00:00Z,56349.03360063
2025-12-04T00:00:00Z,56400.06589043
2025-12-03T00:00:00Z,56396.59774057
2025-12-02T00:00:00Z,56373.77842606
2025-12-01T00:00:00Z,56400.42334182
2025-11-30T00:00:00Z,56437.08966575
2025-11-29T00:00:00Z,56443.19114684
2025-11-28T00:00:00Z,56444.92641696
2025-11-27T00:00:00Z,56458.64764201
2025-11-26T00:00:00Z,56463.38041464
2025-11-25T00:00:00Z,56397.33729876
2025-11-24T00:00:00Z,56405.12797802
2025-11-23T00:00:00Z,56406.34494888
2025-11-22T00:00:00Z,56048.1768691
2025-11-21T00:00:00Z,55906.30213669
2025-11-20T00:00:00Z,56064.37625468
2025-11-19T00:00:00Z,56094.28534681
2025-11-18T00:00:00Z,56145.54590852
2025-11-17T00:00:00Z,56118.48096403
2025-11-16T00:00:00Z,56146.62814351
2025-11-15T00:00:00Z,56155.86351458
2025-11-14T00:00:00Z,56150.30419524
2025-11-13T00:00:00Z,56216.79937548
2025-11-12T00:00:00Z,56236.61145019
2025-11-11T00:00:00Z,56215.46634881
2025-11-10T00:00:00Z,56194.70690685
2025-11-09T00:00:00Z,56150.68251438
2025-11-08T00:00:00Z,56138.96011006
2025-11-07T00:00:00Z,56119.79842702
2025-11-06T00:00:00Z,55963.84050463
2025-11-05T00:00:00Z,55967.77002841
2025-11-04T00:00:00Z,55976.02564356
2025-11-03T00:00:00Z,56003.58541706
2025-11-02T00:00:00Z,55976.53710969
2025-11-01T00:00:00Z,55965.2540795
2025-10-31T00:00:00Z,55927.05407198
2025-10-30T00:00:00Z,55900.6164387
2025-10-29T00:00:00Z,55824.42705784
2025-10-28T00:00:00Z,55750.88132383
2025-10-27T00:00:00Z,55642.94172466
2025-10-26T00:00:00Z,55575.57086218
2025-10-25T00:00:00Z,55529.01021502
2025-10-24T00:00:00Z,55508.90596446
2025-10-23T00:00:00Z,55482.1402777
2025-10-22T00:00:00Z,55439.07460341
2025-10-21T00:00:00Z,55354.13712495
2025-10-20T00:00:00Z,55304.86910928
2025-10-19T00:00:00Z,55285.61644108
2025-10-18T00:00:00Z,55279.43680845
2025-10-17T00:00:00Z,55266.29056983
2025-10-16T00:00:00Z,55236.97941299
2025-10-15T00:00:00Z,55257.93246065
2025-10-14T00:00:00Z,55061.10244576
2025-10-13T00:00:00Z,54968.36281057
2025-10-12T00:00:00Z,54955.04601827
2025-10-11T00:00:00Z,54937.47010754
2025-10-10T00:00:00Z,54941.01796404
2025-10-09T00:00:00Z,54927.03869288
2025-10-08T00:00:00Z,54832.18168955
2025-10-07T00:00:00Z,54733.2263485
2025-10-06T00:00:00Z,54540.87706499
2025-10-05T00:00:00Z,54454.86763142
2025-10-04T00:00:00Z,54406.69176203
2025-10-03T00:00:00Z,54345.09876918
2025-10-02T00:00:00Z,54228.14823843
2025-10-01T00:00:00Z,54115.24280721
2025-09-30T00:00:00Z,53928.03871565
2025-09-29T00:00:00Z,53850.11055605
2025-09-28T00:00:00Z,53802.1815524
2025-09-27T00:00:00Z,53786.70567634
2025-09-26T00:00:00Z,53775.53848627
2025-09-25T00:00:00Z,53755.77474069
2025-09-24T00:00:00Z,53709.85837375
2025-09-23T00:00:00Z,53654.3883891
2025-09-22T00:00:00Z,53601.39807043
2025-09-21T00:00:00Z,53606.26536588
2025-09-20T00:00:00Z,53585.51696368
2025-09-19T00:00:00Z,53562.1815607
2025-09-18T00:00:00Z,53466.20444695
2025-09-17T00:00:00Z,53412.85681787
2025-09-16T00:00:00Z,53341.10219426
2025-09-15T00:00:00Z,53293.16107679
2025-09-14T00:00:00Z,53243.14438203
2025-09-13T00:00:00Z,53224.8241794
2025-09-12T00:00:00Z,53193.08370493
2025-09-11T00:00:00Z,53144.74416308
2025-09-10T00:00:00Z,53095.39238743
2025-09-09T00:00:00Z,53054.35605186
2025-09-08T00:00:00Z,53027.36924922
2025-09-07T00:00:00Z,52992.72951978
2025-09-06T00:00:00Z,52973.11095924
2025-09-05T00:00:00Z,52958.27458031
2025-09-04T00:00:00Z,52845.22907514
2025-09-03T00:00:00Z,52803.03385717
2025-09-02T00:00:00Z,52778.67317215
2025-09-01T00:00:00Z,52753.66700672
2025-08-31T00:00:00Z,52730.91595464
2025-08-30T00:00:00Z,52721.47132012
2025-08-29T00:00:00Z,52707.87337934
2025-08-28T00:00:00Z,52491.60281911
2025-08-27T00:00:00Z,52434.22778382
2025-08-26T00:00:00Z,52409.39767496
2025-08-25T00:00:00Z,52391.48367885
2025-08-24T00:00:00Z,52377.2743475
2025-08-23T00:00:00Z,52365.47217729
2025-08-22T00:00:00Z,52343.73494585
2025-08-21T00:00:00Z,52268.1374174
2025-08-20T00:00:00Z,52244.74832318
2025-08-19T00:00:00Z,52219.62354975
2025-08-18T00:00:00Z,52161.85855523
2025-08-17T00:00:00Z,52159.38133617
2025-08-16T00:00:00Z,52143.00068787
2025-08-15T00:00:00Z,51972.98856016
2025-08-14T00:00:00Z,51936.95806001
2025-08-13T00:00:00Z,51856.70180953
2025-08-12T00:00:00Z,51777.2429165
2025-08-11T00:00:00Z,51711.48663215
2025-08-10T00:00:00Z,51652.96331592
2025-08-09T00:00:00Z,51624.91988814
2025-08-08T00:00:00Z,51605.98597952
2025-08-07T00:00:00Z,51550.38298519
2025-08-06T00:00:00Z,51478.17465543
2025-08-05T00:00:00Z,51460.34881431
2025-08-04T00:00:00Z,51425.81959265
2025-08-03T00:00:00Z,51392.59543698
2025-08-02T00:00:00Z,51356.31983271
2025-08-01T00:00:00Z,51347.39753897
2025-07-31T00:00:00Z,51330.62846429
2025-07-30T00:00:00Z,51286.80945635
2025-07-29T00:00:00Z,51217.25954752
2025-07-28T00:00:00Z,51124.11804282
2025-07-27T00:00:00Z,51058.67933769
2025-07-26T00:00:00Z,51028.68504002
2025-07-25T00:00:00Z,50999.44794192
2025-07-24T00:00:00Z,50902.63742352
2025-07-23T00:00:00Z,50828.50565696
2025-07-22T00:00:00Z,50723.33790048
2025-07-21T00:00:00Z,50594.81364813
2025-07-20T00:00:00Z,50503.74133459
2025-07-19T00:00:00Z,50476.11400436
2025-07-18T00:00:00Z,50413.81043068
2025-07-17T00:00:00Z,50321.15525754
2025-07-16T00:00:00Z,50117.15319021
2025-07-15T00:00:00Z,49785.2899644
2025-07-14T00:00:00Z,49701.49453799
2025-07-13T00:00:00Z,49498.14083353
2025-07-12T00:00:00Z,49454.13574827
2025-07-11T00:00:00Z,49372.25664792
2025-07-10T00:00:00Z,49190.80057233
2025-07-09T00:00:00Z,49113.02237574
2025-07-08T00:00:00Z,48996.879107
2025-07-07T00:00:00Z,48912.99529423
2025-07-06T00:00:00Z,48830.26578658
2025-07-05T00:00:00Z,48812.70473291
2025-07-04T00:00:00Z,48801.06478076
2025-07-03T00:00:00Z,48342.55005939
2025-07-02T00:00:00Z,48261.72745098
2025-07-01T00:00:00Z,48211.82543354
2025-06-30T00:00:00Z,48175.41381159
2025-06-29T00:00:00Z,48053.97788057
2025-06-28T00:00:00Z,48028.40399989
2025-06-27T00:00:00Z,48013.98942264
2025-06-26T00:00:00Z,47906.65270867
2025-06-25T00:00:00Z,47797.31752148
2025-06-24T00:00:00Z,47720.41091614
2025-06-23T00:00:00Z,47651.58920245
2025-06-22T00:00:00Z,47615.26576245
2025-06-21T00:00:00Z,47598.2406089
2025-06-20T00:00:00Z,47585.4706684
2025-06-19T00:00:00Z,47556.37835299
2025-06-18T00:00:00Z,47528.8819539
2025-06-17T00:00:00Z,47492.31900147
2025-06-16T00:00:00Z,47478.29363905
2025-06-15T00:00:00Z,47376.72116829
2025-06-14T00:00:00Z,47356.88192184
2025-06-13T00:00:00Z,47344.7188965
2025-06-12T00:00:00Z,47272.68914427
2025-06-11T00:00:00Z,47252.05946234
2025-06-10T00:00:00Z,47197.74149919
2025-06-09T00:00:00Z,47118.79809799
2025-06-08T00:00:00Z,47074.61212198
2025-06-07T00:00:00Z,47049.1558886
2025-06-06T00:00:00Z,47019.23198391
2025-06-05T00:00:00Z,46995.54126478
2025-06-04T00:00:00Z,46984.42743823
2025-06-03T00:00:00Z,46904.42152354
2025-06-02T00:00:00Z,46793.52336345
2025-06-01T00:00:00Z,46673.92646829
2025-05-31T00:00:00Z,46662.68334217
2025-05-30T00:00:00Z,46658.89294709
2025-05-29T00:00:00Z,46615.29725975
2025-05-28T00:00:00Z,46532.18973397
2025-05-27T00:00:00Z,46465.0163205
2025-05-26T00:00:00Z,46326.71958143
2025-05-25T00:00:00Z,46204.00989347
2025-05-24T00:00:00Z,46179.49066913
2025-05-23T00:00:00Z,46159.636169
2025-05-22T00:00:00Z,46065.61130663
2025-05-21T00:00:00Z,45933.97443835
2025-05-20T00:00:00Z,45812.10374119
2025-05-19T00:00:00Z,45715.07437628
2025-05-18T00:00:00Z,45612.94341041
2025-05-17T00:00:00Z,45583.76593463
2025-05-16T00:00:00Z,45564.50025587
2025-05-15T00:00:00Z,45502.84246882
2025-05-14T00:00:00Z,45400.30142294
2025-05-13T00:00:00Z,45343.41605348
2025-05-12T00:00:00Z,45220.48952064
2025-05-11T00:00:00Z,45150.44257513
2025-05-10T00:00:00Z,45119.66848848
2025-05-09T00:00:00Z,45095.12094672
2025-05-08T00:00:00Z,44979.59182627
2025-05-07T00:00:00Z,44891.97545155
2025-05-06T00:00:00Z,44829.48695328
2025-05-05T00:00:00Z,44761.52919251
2025-05-04T00:00:00Z,44673.07987733
2025-05-03T00:00:00Z,44666.75502094
2025-05-02T00:00:00Z,44641.39959127
2025-05-01T00:00:00Z,44574.16375206
2025-04-30T00:00:00Z,44512.89341888
2025-04-29T00:00:00Z,44472.01700784
2025-04-28T00:00:00Z,44397.18696896
2025-04-27T00:00:00Z,44337.55618951
2025-04-26T00:00:00Z,44321.50303044
2025-04-25T00:00:00Z,44298.41532499
2025-04-24T00:00:00Z,44149.0820032
2025-04-23T00:00:00Z,44084.45501136
2025-04-22T00:00:00Z,43934.74926998
2025-04-21T00:00:00Z,43876.36694587
2025-04-20T00:00:00Z,43845.73813075
2025-04-19T00:00:00Z,43839.67787146
2025-04-18T00:00:00Z,43837.32683163
2025-04-17T00:00:00Z,43826.95386687
2025-04-16T00:00:00Z,43923.42483832
2025-04-15T00:00:00Z,43910.55274392
2025-04-14T00:00:00Z,43936.20921813
2025-04-13T00:00:00Z,43913.23894206
2025-04-12T00:00:00Z,43893.02741285
2025-04-11T00:00:00Z,43877.86925672
2025-04-10T00:00:00Z,43869.85550912
2025-04-09T00:00:00Z,43838.03101727
2025-04-08T00:00:00Z,43831.17423087
2025-04-07T00:00:00Z,43834.1827317
2025-04-06T00:00:00Z,43837.8493847
2025-04-05T00:00:00Z,43839.25910751
2025-04-04T00:00:00Z,43833.65405142
2025-04-03T00:00:00Z,43822.93542595
2025-04-02T00:00:00Z,43767.81666068
2025-04-01T00:00:00Z,43731.22299904
2025-03-31T00:00:00Z,43732.95915893
2025-03-30T00:00:00Z,43741.40129448
2025-03-29T00:00:00Z,43749.01648204
2025-03-28T00:00:00Z,43754.99587827
2025-03-27T00:00:00Z,43708.33119421
2025-03-26T00:00:00Z,43697.82137226
2025-03-25T00:00:00Z,43683.6569744
2025-03-24T00:00:00Z,43670.75899188
2025-03-23T00:00:00Z,43642.64104675
2025-03-22T00:00:00Z,43636.48110843
2025-03-21T00:00:00Z,43620.8716044
2025-03-20T00:00:00Z,43625.47224035
2025-03-19T00:00:00Z,43598.32149599
2025-03-18T00:00:00Z,43576.84918424
2025-03-17T00:00:00Z,43575.71028269
2025-03-16T00:00:00Z,43578.15034678
2025-03-15T00:00:00Z,43573.35807009
2025-03-14T00:00:00Z,43566.24443683
2025-03-13T00:00:00Z,43546.79466781
2025-03-12T00:00:00Z,43545.00340161
2025-03-11T00:00:00Z,43526.52124939
2025-03-10T00:00:00Z,43526.6140878
2025-03-09T00:00:00Z,43533.17935263
2025-03-08T00:00:00Z,43536.61716466
2025-03-07T00:00:00Z,43535.87846276
2025-03-06T00:00:00Z,43531.81967201
2025-03-05T00:00:00Z,43466.83834298
2025-03-04T00:00:00Z,43445.36915432
2025-03-03T00:00:00Z,43471.16823966
2025-03-02T00:00:00Z,43433.14619915
2025-03-01T00:00:00Z,43399.79894166
2025-02-28T00:00:00Z,43397.34313718
2025-02-27T00:00:00Z,43432.66323489
2025-02-26T00:00:00Z,43426.71511313
2025-02-25T00:00:00Z,43454.95531177
2025-02-24T00:00:00Z,43465.15203608
2025-02-23T00:00:00Z,43447.21890951
2025-02-22T00:00:00Z,43438.00910867
2025-02-21T00:00:00Z,43411.95228516
2025-02-20T00:00:00Z,43385.17009903
2025-02-19T00:00:00Z,43357.97132746
2025-02-18T00:00:00Z,43344.39070619
2025-02-17T00:00:00Z,43329.45105098
2025-02-16T00:00:00Z,43320.97149765
2025-02-15T00:00:00Z,43314.51677309
2025-02-14T00:00:00Z,43294.23946211
2025-02-13T00:00:00Z,43270.32871428
2025-02-12T00:00:00Z,43257.0743686
2025-02-11T00:00:00Z,43242.53333956
2025-02-10T00:00:00Z,43200.46049045
2025-02-09T00:00:00Z,43178.96307901
2025-02-08T00:00:00Z,43105.7478656
2025-02-07T00:00:00Z,43093.15590369
2025-02-06T00:00:00Z,43072.14315478
2025-02-05T00:00:00Z,43014.90021693
2025-02-04T00:00:00Z,42933.40876159
2025-02-03T00:00:00Z,42820.85693698
2025-02-02T00:00:00Z,42794.27989158
2025-02-01T00:00:00Z,42791.1718313
2025-01-31T00:00:00Z,42778.89821794
2025-01-30T00:00:00Z,42736.72659414
2025-01-29T00:00:00Z,42673.29100193
2025-01-28T00:00:00Z,42645.04625571
2025-01-27T00:00:00Z,42594.18610986
2025-01-26T00:00:00Z,42553.17693104
2025-01-25T00:00:00Z,42532.45452408
2025-01-24T00:00:00Z,42507.47396491
2025-01-23T00:00:00Z,42449.87332306
2025-01-22T00:00:00Z,42214.453444
2025-01-21T00:00:00Z,42101.75626566
2025-01-20T00:00:00Z,42002.63107136
2025-01-19T00:00:00Z,41902.99498922
2025-01-18T00:00:00Z,41851.4554323
2025-01-17T00:00:00Z,41791.65397831
2025-01-16T00:00:00Z,41677.11074175
2025-01-15T00:00:00Z,41571.42366604
2025-01-14T00:00:00Z,41488.0236676
2025-01-13T00:00:00Z,41442.23593865
2025-01-12T00:00:00Z,41431.13645744
2025-01-11T00:00:00Z,41416.32947869
2025-01-10T00:00:00Z,41401.21192518
2025-01-09T00:00:00Z,41377.20404062
2025-01-08T00:00:00Z,41379.20139696
2025-01-07T00:00:00Z,41367.68069187
2025-01-06T00:00:00Z,41262.09827592
2025-01-05T00:00:00Z,41191.26329114
2025-01-04T00:00:00Z,41172.66318057
2025-01-03T00:00:00Z,41146.70385003
2025-01-02T00:00:00Z,41108.63874519
2025-01-01T00:00:00Z,41049.07367528
2024-12-31T00:00:00Z,40987.2523559
2024-12-30T00:00:00Z,40895.38375207
2024-12-29T00:00:00Z,40767.56608844
2024-12-28T00:00:00Z,40713.77154195
2024-12-27T00:00:00Z,40694.48321637
2024-12-26T00:00:00Z,40624.8381857
2024-12-25T00:00:00Z,40579.58033067
2024-12-24T00:00:00Z,40551.36324921
2024-12-23T00:00:00Z,40422.86416799
2024-12-22T00:00:00Z,40102.18728875
2024-12-21T00:00:00Z,40076.6699674
2024-12-20T00:00:00Z,40052.0381984
2024-12-19T00:00:00Z,39950.95654707
2024-12-18T00:00:00Z,39697.64730208
2024-12-17T00:00:00Z,39568.00887603
2024-12-16T00:00:00Z,39332.34260515
2024-12-15T00:00:00Z,39134.14945683
2024-12-14T00:00:00Z,39064.94552865
2024-12-13T00:00:00Z,39021.03444986
2024-12-12T00:00:00Z,38927.61113516
2024-12-11T00:00:00Z,38843.07089758
2024-12-10T00:00:00Z,38694.03286229
2024-12-09T00:00:00Z,38550.50344721
2024-12-08T00:00:00Z,38253.60077984
2024-12-07T00:00:00Z,38214.88183606
2024-12-06T00:00:00Z,38171.59208266
2024-12-05T00:00:00Z,37893.90199945
2024-12-04T00:00:00Z,37439.85715009
2024-12-03T00:00:00Z,37294.65948484
2024-12-02T00:00:00Z,37175.1137574
2024-12-01T00:00:00Z,37052.78849306
2024-11-30T00:00:00Z,37014.18882939
2024-11-29T00:00:00Z,36979.22815448
2024-11-28T00:00:00Z,36870.78464788
2024-11-27T00:00:00Z,36780.46943767
2024-11-26T00:00:00Z,36664.76081571
2024-11-25T00:00:00Z,36574.67066948
2024-11-24T00:00:00Z,36436.68152945
2024-11-23T00:00:00Z,36362.59323848
2024-11-22T00:00:00Z,36209.92321153
2024-11-21T00:00:00Z,35940.16180311
2024-11-20T00:00:00Z,35407.67999952
2024-11-19T00:00:00Z,35204.85187058
2024-11-18T00:00:00Z,34964.75872608
2024-11-17T00:00:00Z,34841.43569072
2024-11-16T00:00:00Z,34805.44702969
2024-11-15T00:00:00Z,34744.66883482
2024-11-14T00:00:00Z,34582.38938693
2024-11-13T00:00:00Z,34338.61995905
2024-11-12T00:00:00Z,34097.24749993
2024-11-11T00:00:00Z,33836.60526686
2024-11-10T00:00:00Z,33626.61009648
2024-11-09T00:00:00Z,33538.38990443
2024-11-08T00:00:00Z,33513.15719081
2024-11-07T00:00:00Z,33431.13878787
2024-11-06T00:00:00Z,33349.58195398
2024-11-05T00:00:00Z,33168.08661156
2024-11-04T00:00:00Z,33135.6135778
2024-11-03T00:00:00Z,33112.15931579
2024-11-02T00:00:00Z,33104.51987211
2024-11-01T00:00:00Z,33090.63276861
2024-10-31T00:00:00Z,33063.10668518
2024-10-30T00:00:00Z,33031.45436648
2024-10-29T00:00:00Z,32983.36700343
2024-10-28T00:00:00Z,32885.43227037
2024-10-27T00:00:00Z,32848.45511437
2024-10-26T00:00:00Z,32837.69655191
2024-10-25T00:00:00Z,32827.54776641
2024-10-24T00:00:00Z,32803.54087348
2024-10-23T00:00:00Z,32779.09468824
2024-10-22T00:00:00Z,32765.26231525
2024-10-21T00:00:00Z,32741.86127973
2024-10-20T00:00:00Z,32651.30320736
2024-10-19T00:00:00Z,32575.00826024
2024-10-18T00:00:00Z,32552.17952712
2024-10-17T00:00:00Z,32513.20803555
2024-10-16T00:00:00Z,32480.7920163
2024-10-15T00:00:00Z,32434.38433928
2024-10-14T00:00:00Z,32356.71367455
2024-10-13T00:00:00Z,32319.98737762
2024-10-12T00:00:00Z,32309.92066205
2024-10-11T00:00:00Z,32283.63986711
2024-10-10T00:00:00Z,32200.13162234
2024-10-09T00:00:00Z,32215.24114609
2024-10-08T00:00:00Z,32204.74227884
2024-10-07T00:00:00Z,31937.65502557
2024-10-06T00:00:00Z,31917.00925181
2024-10-05T00:00:00Z,31909.48836414
2024-10-04T00:00:00Z,31902.79842301
2024-10-03T00:00:00Z,31883.63000206
2024-10-02T00:00:00Z,31889.84645507
2024-10-01T00:00:00Z,31898.96514494
2024-09-30T00:00:00Z,31898.46140075
2024-09-29T00:00:00Z,31893.03795468
2024-09-28T00:00:00Z,31884.05754802
2024-09-27T00:00:00Z,31857.15827981
2024-09-26T00:00:00Z,31822.67061456
2024-09-25T00:00:00Z,31785.54946872
2024-09-24T00:00:00Z,31742.78330568
2024-09-23T00:00:00Z,31722.36569739
2024-09-22T00:00:00Z,31681.09522807
2024-09-21T00:00:00Z,31672.94140694
2024-09-20T00:00:00Z,31657.98639985
2024-09-19T00:00:00Z,31606.42461328
2024-09-18T00:00:00Z,31562.28255299
2024-09-17T00:00:00Z,31541.08286215
2024-09-16T00:00:00Z,31519.947805
2024-09-15T00:00:00Z,31515.60765621
2024-09-14T00:00:00Z,31509.28698282
2024-09-13T00:00:00Z,31500.23589421
2024-09-12T00:00:00Z,31464.43537355
2024-09-11T00:00:00Z,31450.70192997
2024-09-10T00:00:00Z,31455.2472265
2024-09-09T00:00:00Z,31457.6710059
2024-09-08T00:00:00Z,31437.37644949
2024-09-07T00:00:00Z,31440.23209072
2024-09-06T00:00:00Z,31445.79045985
2024-09-05T00:00:00Z,31460.2956066
2024-09-04T00:00:00Z,31470.64003328
2024-09-03T00:00:00Z,31470.8167578
2024-09-02T00:00:00Z,31477.34909161
2024-09-01T00:00:00Z,31480.8772998
2024-08-31T00:00:00Z,31487.58344494
2024-08-30T00:00:00Z,31480.21161775
2024-08-29T00:00:00Z,31479.79835228
2024-08-28T00:00:00Z,31435.12193253
2024-08-27T00:00:00Z,31452.13993445
2024-08-26T00:00:00Z,31461.16902621
2024-08-25T00:00:00Z,31445.42940738
2024-08-24T00:00:00Z,31437.83698523
2024-08-23T00:00:00Z,31410.29340981
2024-08-22T00:00:00Z,31378.38069672
2024-08-21T00:00:00Z,31363.70789444
2024-08-20T00:00:00Z,31354.24796169
2024-08-19T00:00:00Z,31350.69171925
2024-08-18T00:00:00Z,31353.73729761
2024-08-17T00:00:00Z,31348.19137654
2024-08-16T00:00:00Z,31346.82147362
2024-08-15T00:00:00Z,31346.72616276
2024-08-14T00:00:00Z,31353.74449473
2024-08-13T00:00:00Z,31356.00698982
2024-08-12T00:00:00Z,31364.45027431
2024-08-11T00:00:00Z,31358.41961383
2024-08-10T00:00:00Z,31358.50045918
2024-08-09T00:00:00Z,31316.23859876
2024-08-08T00:00:00Z,31286.76219263
2024-08-07T00:00:00Z,31260.89125758
2024-08-06T00:00:00Z,31253.74884507
2024-08-05T00:00:00Z,31269.02853058
2024-08-04T00:00:00Z,31368.11680991
2024-08-03T00:00:00Z,31373.82714505
2024-08-02T00:00:00Z,31373.12400856
2024-08-01T00:00:00Z,31373.16913511
2024-07-31T00:00:00Z,31361.96190338
2024-07-30T00:00:00Z,31355.01512427
2024-07-29T00:00:00Z,31342.83298885
2024-07-28T00:00:00Z,31292.76664144
2024-07-27T00:00:00Z,31283.74302323
2024-07-26T00:00:00Z,31254.76527485
2024-07-25T00:00:00Z,31210.70871444
2024-07-24T00:00:00Z,31206.60419845
2024-07-23T00:00:00Z,31187.88294777
2024-07-22T00:00:00Z,31087.80054169
2024-07-21T00:00:00Z,31053.09548154
2024-07-20T00:00:00Z,31036.47652373
2024-07-19T00:00:00Z,31014.37839708
2024-07-18T00:00:00Z,30945.74545999
2024-07-17T00:00:00Z,30916.07637505
2024-07-16T00:00:00Z,30881.13452825
2024-07-15T00:00:00Z,30846.99901363
