Datetime,Net Unrealized Loss (NUL)
2026-02-06T00:00:00Z,0.166351
2026-02-05T00:00:00Z,0.23423469
2026-02-04T00:00:00Z,0.1494291
2026-02-03T00:00:00Z,0.13122504
2026-02-02T00:00:00Z,0.11088795
2026-02-01T00:00:00Z,0.12190262
2026-01-31T00:00:00Z,0.11104536
2026-01-30T00:00:00Z,0.07611188
2026-01-29T00:00:00Z,0.07424025
2026-01-28T00:00:00Z,0.05170639
2026-01-27T00:00:00Z,0.051132
2026-01-26T00:00:00Z,0.05482829
2026-01-25T00:00:00Z,0.06495311
2026-01-24T00:00:00Z,0.05191221
2026-01-23T00:00:00Z,0.05040565
2026-01-22T00:00:00Z,0.05360468
2026-01-21T00:00:00Z,0.05429137
2026-01-20T00:00:00Z,0.0601176
2026-01-19T00:00:00Z,0.04267449
2026-01-18T00:00:00Z,0.03676814
2026-01-17T00:00:00Z,0.03456626
2026-01-16T00:00:00Z,0.03345918
2026-01-15T00:00:00Z,0.03324356
2026-01-14T00:00:00Z,0.02975484
2026-01-13T00:00:00Z,0.03479625
2026-01-12T00:00:00Z,0.047593
2026-01-11T00:00:00Z,0.04909243
2026-01-10T00:00:00Z,0.05095944
2026-01-09T00:00:00Z,0.05064872
2026-01-08T00:00:00Z,0.0491723
2026-01-07T00:00:00Z,0.04818199
2026-01-06T00:00:00Z,0.04059989
2026-01-05T00:00:00Z,0.03962292
2026-01-04T00:00:00Z,0.0483336
2026-01-03T00:00:00Z,0.05140556
2026-01-02T00:00:00Z,0.05403817
2026-01-01T00:00:00Z,0.05900841
2025-12-31T00:00:00Z,0.06453187
2025-12-30T00:00:00Z,0.06088432
2025-12-29T00:00:00Z,0.06730716
2025-12-28T00:00:00Z,0.06423878
2025-12-27T00:00:00Z,0.06449116
2025-12-26T00:00:00Z,0.06705133
2025-12-25T00:00:00Z,0.06783164
2025-12-24T00:00:00Z,0.0660766
2025-12-23T00:00:00Z,0.06749327
2025-12-22T00:00:00Z,0.0627947
2025-12-21T00:00:00Z,0.06264848
2025-12-20T00:00:00Z,0.06340551
2025-12-19T00:00:00Z,0.06479989
2025-12-18T00:00:00Z,0.07803276
2025-12-17T00:00:00Z,0.07531821
2025-12-16T00:00:00Z,0.06755823
2025-12-15T00:00:00Z,0.07435083
2025-12-14T00:00:00Z,0.06635154
2025-12-13T00:00:00Z,0.05693119
2025-12-12T00:00:00Z,0.0568949
2025-12-11T00:00:00Z,0.04820614
2025-12-10T00:00:00Z,0.05065754
2025-12-09T00:00:00Z,0.04766597
2025-12-08T00:00:00Z,0.05651324
2025-12-07T00:00:00Z,0.05904038
2025-12-06T00:00:00Z,0.0644253
2025-12-05T00:00:00Z,0.06326395
2025-12-04T00:00:00Z,0.05217271
2025-12-03T00:00:00Z,0.04674535
2025-12-02T00:00:00Z,0.05594702
2025-12-01T00:00:00Z,0.07870619
2025-11-30T00:00:00Z,0.06061729
2025-11-29T00:00:00Z,0.05900991
2025-11-28T00:00:00Z,0.05871342
2025-11-27T00:00:00Z,0.05756172
2025-11-26T00:00:00Z,0.06177917
2025-11-25T00:00:00Z,0.07543182
2025-11-24T00:00:00Z,0.07181779
2025-11-23T00:00:00Z,0.07878491
2025-11-22T00:00:00Z,0.08998308
2025-11-21T00:00:00Z,0.09061029
2025-11-20T00:00:00Z,0.08490975
2025-11-19T00:00:00Z,0.06156045
2025-11-18T00:00:00Z,0.05552345
2025-11-17T00:00:00Z,0.05900464
2025-11-16T00:00:00Z,0.05080731
2025-11-15T00:00:00Z,0.04646557
2025-11-14T00:00:00Z,0.05187836
2025-11-13T00:00:00Z,0.030295
2025-11-12T00:00:00Z,0.02680742
2025-11-11T00:00:00Z,0.02299714
2025-11-10T00:00:00Z,0.01486688
2025-11-09T00:00:00Z,0.01853994
2025-11-08T00:00:00Z,0.0241865
2025-11-07T00:00:00Z,0.02186654
2025-11-06T00:00:00Z,0.02815641
2025-11-05T00:00:00Z,0.0210729
2025-11-04T00:00:00Z,0.0291001
2025-11-03T00:00:00Z,0.01504108
2025-11-02T00:00:00Z,0.00724726
2025-11-01T00:00:00Z,0.00835197
2025-10-31T00:00:00Z,0.00876823
2025-10-30T00:00:00Z,0.01169029
2025-10-29T00:00:00Z,0.00877388
2025-10-28T00:00:00Z,0.00442733
2025-10-27T00:00:00Z,0.0034191
2025-10-26T00:00:00Z,0.00300159
2025-10-25T00:00:00Z,0.00602138
2025-10-24T00:00:00Z,0.00690763
2025-10-23T00:00:00Z,0.00847987
2025-10-22T00:00:00Z,0.01263528
2025-10-21T00:00:00Z,0.01148476
2025-10-20T00:00:00Z,0.00795554
2025-10-19T00:00:00Z,0.01124636
2025-10-18T00:00:00Z,0.01407759
2025-10-17T00:00:00Z,0.01574653
2025-10-16T00:00:00Z,0.01224842
2025-10-15T00:00:00Z,0.00832603
2025-10-14T00:00:00Z,0.00475787
2025-10-13T00:00:00Z,0.00335729
2025-10-12T00:00:00Z,0.00352461
2025-10-11T00:00:00Z,0.00850612
2025-10-10T00:00:00Z,0.00522954
2025-10-09T00:00:00Z,0.00029524
2025-10-08T00:00:00Z,0.00007218
2025-10-07T00:00:00Z,0.00028524
2025-10-06T00:00:00Z,0.00002229
2025-10-05T00:00:00Z,0.00001134
2025-10-04T00:00:00Z,0.00001982
2025-10-03T00:00:00Z,0.00002639
2025-10-02T00:00:00Z,0.00005744
2025-10-01T00:00:00Z,0.00025831
2025-09-30T00:00:00Z,0.00250446
2025-09-29T00:00:00Z,0.0023054
2025-09-28T00:00:00Z,0.00410992
2025-09-27T00:00:00Z,0.00714464
2025-09-26T00:00:00Z,0.00711433
2025-09-25T00:00:00Z,0.00819673
2025-09-24T00:00:00Z,0.00318291
2025-09-23T00:00:00Z,0.00456589
2025-09-22T00:00:00Z,0.00391864
2025-09-21T00:00:00Z,0.00173894
2025-09-20T00:00:00Z,0.00145838
2025-09-19T00:00:00Z,0.00150049
2025-09-18T00:00:00Z,0.00065631
2025-09-17T00:00:00Z,0.00096205
2025-09-16T00:00:00Z,0.00085376
2025-09-15T00:00:00Z,0.00149935
2025-09-14T00:00:00Z,0.00162089
2025-09-13T00:00:00Z,0.00125472
2025-09-12T00:00:00Z,0.00117442
2025-09-11T00:00:00Z,0.00157869
2025-09-10T00:00:00Z,0.00250568
2025-09-09T00:00:00Z,0.00443994
2025-09-08T00:00:00Z,0.00397915
2025-09-07T00:00:00Z,0.00486193
2025-09-06T00:00:00Z,0.00582335
2025-09-05T00:00:00Z,0.00547011
2025-09-04T00:00:00Z,0.00530451
2025-09-03T00:00:00Z,0.00443711
2025-09-02T00:00:00Z,0.00504908
2025-09-01T00:00:00Z,0.00718056
2025-08-31T00:00:00Z,0.00866643
2025-08-30T00:00:00Z,0.00794275
2025-08-29T00:00:00Z,0.00840301
2025-08-28T00:00:00Z,0.00420337
2025-08-27T00:00:00Z,0.00552722
2025-08-26T00:00:00Z,0.00496063
2025-08-25T00:00:00Z,0.00677558
2025-08-24T00:00:00Z,0.00354825
2025-08-23T00:00:00Z,0.00196342
2025-08-22T00:00:00Z,0.00099242
2025-08-21T00:00:00Z,0.00441168
2025-08-20T00:00:00Z,0.00294298
2025-08-19T00:00:00Z,0.00400217
2025-08-18T00:00:00Z,0.00153284
2025-08-17T00:00:00Z,0.0008861
2025-08-16T00:00:00Z,0.00083702
2025-08-15T00:00:00Z,0.00099797
2025-08-14T00:00:00Z,0.00051163
2025-08-13T00:00:00Z,9.4e-7
2025-08-12T00:00:00Z,0.00004708
2025-08-11T00:00:00Z,0.00023879
2025-08-10T00:00:00Z,0.00007134
2025-08-09T00:00:00Z,0.00091714
2025-08-08T00:00:00Z,0.00080644
2025-08-07T00:00:00Z,0.00048147
2025-08-06T00:00:00Z,0.00175045
2025-08-05T00:00:00Z,0.00238163
2025-08-04T00:00:00Z,0.00185314
2025-08-03T00:00:00Z,0.00245702
2025-08-02T00:00:00Z,0.00376734
2025-08-01T00:00:00Z,0.00326162
2025-07-31T00:00:00Z,0.00173872
2025-07-30T00:00:00Z,0.00055984
2025-07-29T00:00:00Z,0.000472
2025-07-28T00:00:00Z,0.00040064
2025-07-27T00:00:00Z,0.00008444
2025-07-26T00:00:00Z,0.0003677
2025-07-25T00:00:00Z,0.00058829
2025-07-24T00:00:00Z,0.00031954
2025-07-23T00:00:00Z,0.00022997
2025-07-22T00:00:00Z,0.00004833
2025-07-21T00:00:00Z,0.00054242
2025-07-20T00:00:00Z,0.00073786
2025-07-19T00:00:00Z,0.00044613
2025-07-18T00:00:00Z,0.00045248
2025-07-17T00:00:00Z,0.00009894
2025-07-16T00:00:00Z,0.00018536
2025-07-15T00:00:00Z,0.0002379
2025-07-14T00:00:00Z,0.00013461
2025-07-13T00:00:00Z,0.00000322
2025-07-12T00:00:00Z,0.00003701
2025-07-11T00:00:00Z,0.00001968
2025-07-10T00:00:00Z,9.2e-7
2025-07-09T00:00:00Z,0.00000335
2025-07-08T00:00:00Z,0.00013999
2025-07-07T00:00:00Z,0.00030198
2025-07-06T00:00:00Z,0.00010111
2025-07-05T00:00:00Z,0.00032074
2025-07-04T00:00:00Z,0.00038116
2025-07-03T00:00:00Z,0.00006834
2025-07-02T00:00:00Z,0.00013534
2025-07-01T00:00:00Z,0.0012151
2025-06-30T00:00:00Z,0.0004664
2025-06-29T00:00:00Z,0.00018777
2025-06-28T00:00:00Z,0.00037436
2025-06-27T00:00:00Z,0.00047327
2025-06-26T00:00:00Z,0.0005112
2025-06-25T00:00:00Z,0.00041302
2025-06-24T00:00:00Z,0.00075292
2025-06-23T00:00:00Z,0.00097232
2025-06-22T00:00:00Z,0.00569341
2025-06-21T00:00:00Z,0.00439433
2025-06-20T00:00:00Z,0.00285099
2025-06-19T00:00:00Z,0.00155536
2025-06-18T00:00:00Z,0.00153512
2025-06-17T00:00:00Z,0.00164736
2025-06-16T00:00:00Z,0.00061582
2025-06-15T00:00:00Z,0.00108172
2025-06-14T00:00:00Z,0.00115105
2025-06-13T00:00:00Z,0.00091435
2025-06-12T00:00:00Z,0.00100439
2025-06-11T00:00:00Z,0.00022786
2025-06-10T00:00:00Z,0.00003003
2025-06-09T00:00:00Z,0.00003828
2025-06-08T00:00:00Z,0.00073711
2025-06-07T00:00:00Z,0.00076575
2025-06-06T00:00:00Z,0.00139584
2025-06-05T00:00:00Z,0.00396431
2025-06-04T00:00:00Z,0.00129929
2025-06-03T00:00:00Z,0.00104834
2025-06-02T00:00:00Z,0.00087057
2025-06-01T00:00:00Z,0.00099789
2025-05-31T00:00:00Z,0.00150754
2025-05-30T00:00:00Z,0.00193346
2025-05-29T00:00:00Z,0.00125694
2025-05-28T00:00:00Z,0.00047776
2025-05-27T00:00:00Z,0.00024832
2025-05-26T00:00:00Z,0.00014877
2025-05-25T00:00:00Z,0.0001922
2025-05-24T00:00:00Z,0.00037486
2025-05-23T00:00:00Z,0.00054977
2025-05-22T00:00:00Z,0.0000051
2025-05-21T00:00:00Z,8.7e-7
2025-05-20T00:00:00Z,0.00001597
2025-05-19T00:00:00Z,0.00007576
2025-05-18T00:00:00Z,0.00005193
2025-05-17T00:00:00Z,0.00049703
2025-05-16T00:00:00Z,0.00041788
2025-05-15T00:00:00Z,0.00033119
2025-05-14T00:00:00Z,0.00037583
2025-05-13T00:00:00Z,0.00025035
2025-05-12T00:00:00Z,0.00058869
2025-05-11T00:00:00Z,0.00027815
2025-05-10T00:00:00Z,0.00019698
2025-05-09T00:00:00Z,0.00048256
2025-05-08T00:00:00Z,0.0004427
2025-05-07T00:00:00Z,0.00341524
2025-05-06T00:00:00Z,0.00390132
2025-05-05T00:00:00Z,0.00626918
2025-05-04T00:00:00Z,0.00657913
2025-05-03T00:00:00Z,0.00489873
2025-05-02T00:00:00Z,0.00368457
2025-05-01T00:00:00Z,0.00425858
2025-04-30T00:00:00Z,0.00698507
2025-04-29T00:00:00Z,0.00749374
2025-04-28T00:00:00Z,0.00580504
2025-04-27T00:00:00Z,0.00767722
2025-04-26T00:00:00Z,0.00625799
2025-04-25T00:00:00Z,0.00631858
2025-04-24T00:00:00Z,0.00744332
2025-04-23T00:00:00Z,0.0078363
2025-04-22T00:00:00Z,0.00790507
2025-04-21T00:00:00Z,0.01950372
2025-04-20T00:00:00Z,0.02439983
2025-04-19T00:00:00Z,0.02465133
2025-04-18T00:00:00Z,0.02628354
2025-04-17T00:00:00Z,0.02519714
2025-04-16T00:00:00Z,0.02876872
2025-04-15T00:00:00Z,0.03003011
2025-04-14T00:00:00Z,0.02811851
2025-04-13T00:00:00Z,0.03047414
2025-04-12T00:00:00Z,0.0262166
2025-04-11T00:00:00Z,0.03108664
2025-04-10T00:00:00Z,0.04448636
2025-04-09T00:00:00Z,0.03416913
2025-04-08T00:00:00Z,0.05784108
2025-04-07T00:00:00Z,0.04503554
2025-04-06T00:00:00Z,0.05045174
2025-04-05T00:00:00Z,0.03249826
2025-04-04T00:00:00Z,0.03117698
2025-04-03T00:00:00Z,0.03355032
2025-04-02T00:00:00Z,0.03578691
2025-04-01T00:00:00Z,0.02784965
2025-03-31T00:00:00Z,0.03652171
2025-03-30T00:00:00Z,0.03719732
2025-03-29T00:00:00Z,0.03629685
2025-03-28T00:00:00Z,0.03080131
2025-03-27T00:00:00Z,0.0229926
2025-03-26T00:00:00Z,0.02398243
2025-03-25T00:00:00Z,0.0224984
2025-03-24T00:00:00Z,0.02261129
2025-03-23T00:00:00Z,0.02728139
2025-03-22T00:00:00Z,0.03281875
2025-03-21T00:00:00Z,0.03216232
2025-03-20T00:00:00Z,0.03172708
2025-03-19T00:00:00Z,0.02450961
2025-03-18T00:00:00Z,0.03650403
2025-03-17T00:00:00Z,0.03289621
2025-03-16T00:00:00Z,0.03741858
2025-03-15T00:00:00Z,0.03198139
2025-03-14T00:00:00Z,0.03243945
2025-03-13T00:00:00Z,0.04248745
2025-03-12T00:00:00Z,0.03457432
2025-03-11T00:00:00Z,0.03728278
2025-03-10T00:00:00Z,0.05203295
2025-03-09T00:00:00Z,0.04553341
2025-03-08T00:00:00Z,0.02731856
2025-03-07T00:00:00Z,0.02612817
2025-03-06T00:00:00Z,0.01819801
2025-03-05T00:00:00Z,0.01647551
2025-03-04T00:00:00Z,0.0251616
2025-03-03T00:00:00Z,0.02764662
2025-03-02T00:00:00Z,0.00943878
2025-03-01T00:00:00Z,0.02850158
2025-02-28T00:00:00Z,0.03459298
2025-02-27T00:00:00Z,0.03343343
2025-02-26T00:00:00Z,0.03600055
2025-02-25T00:00:00Z,0.02277081
2025-02-24T00:00:00Z,0.01566903
2025-02-23T00:00:00Z,0.00662777
2025-02-22T00:00:00Z,0.00552704
2025-02-21T00:00:00Z,0.00631084
2025-02-20T00:00:00Z,0.00330152
2025-02-19T00:00:00Z,0.00537468
2025-02-18T00:00:00Z,0.00751901
2025-02-17T00:00:00Z,0.00700457
2025-02-16T00:00:00Z,0.00634611
2025-02-15T00:00:00Z,0.00425005
2025-02-14T00:00:00Z,0.00437009
2025-02-13T00:00:00Z,0.00568838
2025-02-12T00:00:00Z,0.00407217
2025-02-11T00:00:00Z,0.00725208
2025-02-10T00:00:00Z,0.00469376
2025-02-09T00:00:00Z,0.00634226
2025-02-08T00:00:00Z,0.00618274
2025-02-07T00:00:00Z,0.00627294
2025-02-06T00:00:00Z,0.00625502
2025-02-05T00:00:00Z,0.00637925
2025-02-04T00:00:00Z,0.00501185
2025-02-03T00:00:00Z,0.00158842
2025-02-02T00:00:00Z,0.00548381
2025-02-01T00:00:00Z,0.00232085
2025-01-31T00:00:00Z,0.00136017
2025-01-30T00:00:00Z,0.00033083
2025-01-29T00:00:00Z,0.00059484
2025-01-28T00:00:00Z,0.00171168
2025-01-27T00:00:00Z,0.00138531
2025-01-26T00:00:00Z,0.00115245
2025-01-25T00:00:00Z,0.00034539
2025-01-24T00:00:00Z,0.000356
2025-01-23T00:00:00Z,0.00046897
2025-01-22T00:00:00Z,0.00048747
2025-01-21T00:00:00Z,0.00010703
2025-01-20T00:00:00Z,0.0010536
2025-01-19T00:00:00Z,0.00102974
2025-01-18T00:00:00Z,0.00021346
2025-01-17T00:00:00Z,0.00024358
2025-01-16T00:00:00Z,0.00122068
2025-01-15T00:00:00Z,0.00109675
2025-01-14T00:00:00Z,0.00380486
2025-01-13T00:00:00Z,0.00659273
2025-01-12T00:00:00Z,0.00672155
2025-01-11T00:00:00Z,0.0063165
2025-01-10T00:00:00Z,0.00615271
2025-01-09T00:00:00Z,0.01030357
2025-01-08T00:00:00Z,0.00605504
2025-01-07T00:00:00Z,0.00372737
2025-01-06T00:00:00Z,0.00057019
2025-01-05T00:00:00Z,0.00211139
2025-01-04T00:00:00Z,0.00224024
2025-01-03T00:00:00Z,0.00235987
2025-01-02T00:00:00Z,0.00361957
2025-01-01T00:00:00Z,0.00668194
2024-12-31T00:00:00Z,0.00815668
2024-12-30T00:00:00Z,0.00994456
2024-12-29T00:00:00Z,0.00834449
2024-12-28T00:00:00Z,0.00569433
2024-12-27T00:00:00Z,0.00751096
2024-12-26T00:00:00Z,0.00534831
2024-12-25T00:00:00Z,0.00196827
2024-12-24T00:00:00Z,0.00225909
2024-12-23T00:00:00Z,0.00668389
2024-12-22T00:00:00Z,0.00655217
2024-12-21T00:00:00Z,0.00389632
2024-12-20T00:00:00Z,0.00335297
2024-12-19T00:00:00Z,0.00378429
2024-12-18T00:00:00Z,0.00163677
2024-12-17T00:00:00Z,0.00009954
2024-12-16T00:00:00Z,0.0000351
2024-12-15T00:00:00Z,2.8e-7
2024-12-14T00:00:00Z,0.00012812
2024-12-13T00:00:00Z,0.00011815
2024-12-12T00:00:00Z,0.00044429
2024-12-11T00:00:00Z,0.00013356
2024-12-10T00:00:00Z,0.00206508
2024-12-09T00:00:00Z,0.00143204
2024-12-08T00:00:00Z,0.00017193
2024-12-07T00:00:00Z,0.00037773
2024-12-06T00:00:00Z,0.00040869
2024-12-05T00:00:00Z,0.00150687
2024-12-04T00:00:00Z,0.00001097
2024-12-03T00:00:00Z,0.00081541
2024-12-02T00:00:00Z,0.0011221
2024-12-01T00:00:00Z,0.00033707
2024-11-30T00:00:00Z,0.00068506
2024-11-29T00:00:00Z,0.00029163
2024-11-28T00:00:00Z,0.00096053
2024-11-27T00:00:00Z,0.00077493
2024-11-26T00:00:00Z,0.00293534
2024-11-25T00:00:00Z,0.00250084
2024-11-24T00:00:00Z,0.00026218
2024-11-23T00:00:00Z,0.00031834
2024-11-22T00:00:00Z,0.00002944
2024-11-21T00:00:00Z,0.00000394
2024-11-20T00:00:00Z,0.00002045
2024-11-19T00:00:00Z,0.00007153
2024-11-18T00:00:00Z,0.00021718
2024-11-17T00:00:00Z,0.00022472
2024-11-16T00:00:00Z,0.00010906
2024-11-15T00:00:00Z,0.00005492
2024-11-14T00:00:00Z,0.00070969
2024-11-13T00:00:00Z,0.00009496
2024-11-12T00:00:00Z,0.00005046
2024-11-11T00:00:00Z,0.00000308
2024-11-10T00:00:00Z,0.00000656
2024-11-09T00:00:00Z,0.00000422
2024-11-08T00:00:00Z,0.00000948
2024-11-07T00:00:00Z,0.00001268
2024-11-06T00:00:00Z,0.0000121
2024-11-05T00:00:00Z,0.00128094
2024-11-04T00:00:00Z,0.00300321
2024-11-03T00:00:00Z,0.00191068
2024-11-02T00:00:00Z,0.0014976
2024-11-01T00:00:00Z,0.00129053
2024-10-31T00:00:00Z,0.00093475
2024-10-30T00:00:00Z,0.00003592
2024-10-29T00:00:00Z,0.00003017
2024-10-28T00:00:00Z,0.00055087
2024-10-27T00:00:00Z,0.00166954
2024-10-26T00:00:00Z,0.00276819
2024-10-25T00:00:00Z,0.00411165
2024-10-24T00:00:00Z,0.00149528
2024-10-23T00:00:00Z,0.00336864
2024-10-22T00:00:00Z,0.00220603
2024-10-21T00:00:00Z,0.00232045
2024-10-20T00:00:00Z,0.00098764
2024-10-19T00:00:00Z,0.00134237
2024-10-18T00:00:00Z,0.00127173
2024-10-17T00:00:00Z,0.00215553
2024-10-16T00:00:00Z,0.00182225
2024-10-15T00:00:00Z,0.00243775
2024-10-14T00:00:00Z,0.00353964
2024-10-13T00:00:00Z,0.00989723
2024-10-12T00:00:00Z,0.00877466
2024-10-11T00:00:00Z,0.01108958
2024-10-10T00:00:00Z,0.01945336
2024-10-09T00:00:00Z,0.01815861
2024-10-08T00:00:00Z,0.01245254
2024-10-07T00:00:00Z,0.01194004
2024-10-06T00:00:00Z,0.01056666
2024-10-05T00:00:00Z,0.01276889
2024-10-04T00:00:00Z,0.01288909
2024-10-03T00:00:00Z,0.01735249
2024-10-02T00:00:00Z,0.01784603
2024-10-01T00:00:00Z,0.0172744
2024-09-30T00:00:00Z,0.00952122
2024-09-29T00:00:00Z,0.00464071
2024-09-28T00:00:00Z,0.0041383
2024-09-27T00:00:00Z,0.00428842
2024-09-26T00:00:00Z,0.00575475
2024-09-25T00:00:00Z,0.00967946
2024-09-24T00:00:00Z,0.0069162
2024-09-23T00:00:00Z,0.00915982
2024-09-22T00:00:00Z,0.00856656
2024-09-21T00:00:00Z,0.00896735
2024-09-20T00:00:00Z,0.00947009
2024-09-19T00:00:00Z,0.00993368
2024-09-18T00:00:00Z,0.01430974
2024-09-17T00:00:00Z,0.01810905
2024-09-16T00:00:00Z,0.02619434
2024-09-15T00:00:00Z,0.0221434
2024-09-14T00:00:00Z,0.01905134
2024-09-13T00:00:00Z,0.01689938
2024-09-12T00:00:00Z,0.02646764
2024-09-11T00:00:00Z,0.03025059
2024-09-10T00:00:00Z,0.02923879
2024-09-09T00:00:00Z,0.03180267
2024-09-08T00:00:00Z,0.04453726
2024-09-07T00:00:00Z,0.04916521
2024-09-06T00:00:00Z,0.0502935
2024-09-05T00:00:00Z,0.03759661
2024-09-04T00:00:00Z,0.02856618
2024-09-03T00:00:00Z,0.03028983
2024-09-02T00:00:00Z,0.02269872
2024-09-01T00:00:00Z,0.0321968
2024-08-31T00:00:00Z,0.02388476
2024-08-30T00:00:00Z,0.0236148
2024-08-29T00:00:00Z,0.02271109
2024-08-28T00:00:00Z,0.02437904
2024-08-27T00:00:00Z,0.02278401
2024-08-26T00:00:00Z,0.01124216
2024-08-25T00:00:00Z,0.00748444
2024-08-24T00:00:00Z,0.00845919
2024-08-23T00:00:00Z,0.00853484
2024-08-22T00:00:00Z,0.01892611
2024-08-21T00:00:00Z,0.01645732
2024-08-20T00:00:00Z,0.02407838
2024-08-19T00:00:00Z,0.02313759
2024-08-18T00:00:00Z,0.0255574
2024-08-17T00:00:00Z,0.02307714
2024-08-16T00:00:00Z,0.0251947
2024-08-15T00:00:00Z,0.03181746
2024-08-14T00:00:00Z,0.02642249
2024-08-13T00:00:00Z,0.01954255
2024-08-12T00:00:00Z,0.02377366
2024-08-11T00:00:00Z,0.02659468
2024-08-10T00:00:00Z,0.01845625
2024-08-09T00:00:00Z,0.01943924
2024-08-08T00:00:00Z,0.01556925
2024-08-07T00:00:00Z,0.04568994
2024-08-06T00:00:00Z,0.04074685
2024-08-05T00:00:00Z,0.05017926
2024-08-04T00:00:00Z,0.03223838
2024-08-03T00:00:00Z,0.02191256
2024-08-02T00:00:00Z,0.01732757
2024-08-01T00:00:00Z,0.00650831
2024-07-31T00:00:00Z,0.00814152
2024-07-30T00:00:00Z,0.00460624
2024-07-29T00:00:00Z,0.0037928
2024-07-28T00:00:00Z,0.00180258
2024-07-27T00:00:00Z,0.00190515
2024-07-26T00:00:00Z,0.00209807
2024-07-25T00:00:00Z,0.00515394
2024-07-24T00:00:00Z,0.00621514
2024-07-23T00:00:00Z,0.00498846
2024-07-22T00:00:00Z,0.00238188
2024-07-21T00:00:00Z,0.0020124
2024-07-20T00:00:00Z,0.00297079
2024-07-19T00:00:00Z,0.00357757
2024-07-18T00:00:00Z,0.00889951
2024-07-17T00:00:00Z,0.0084541
2024-07-16T00:00:00Z,0.00640456
2024-07-15T00:00:00Z,0.0070905
2024-07-14T00:00:00Z,0.01816477
2024-07-13T00:00:00Z,0.0239453
2024-07-12T00:00:00Z,0.02938369
2024-07-11T00:00:00Z,0.03193486
2024-07-10T00:00:00Z,0.03043753
2024-07-09T00:00:00Z,0.02914557
2024-07-08T00:00:00Z,0.03554126
2024-07-07T00:00:00Z,0.04028655
2024-07-06T00:00:00Z,0.02873828
2024-07-05T00:00:00Z,0.03620986
2024-07-04T00:00:00Z,0.03523602
2024-07-03T00:00:00Z,0.02155967
2024-07-02T00:00:00Z,0.01529548
2024-07-01T00:00:00Z,0.01276889
2024-06-30T00:00:00Z,0.01344686
2024-06-29T00:00:00Z,0.01917976
2024-06-28T00:00:00Z,0.02156609
2024-06-27T00:00:00Z,0.01703496
2024-06-26T00:00:00Z,0.02024306
2024-06-25T00:00:00Z,0.01700328
2024-06-24T00:00:00Z,0.02270784
2024-06-23T00:00:00Z,0.01310094
2024-06-22T00:00:00Z,0.00984719
2024-06-21T00:00:00Z,0.01041635
2024-06-20T00:00:00Z,0.00844463
2024-06-19T00:00:00Z,0.00844332
2024-06-18T00:00:00Z,0.00785422
2024-06-17T00:00:00Z,0.00509039
2024-06-16T00:00:00Z,0.00486204
