Datetime,Sum Coin Dollar Age
2025-10-15T00:00:00Z,400670553116213.44
2025-10-14T00:00:00Z,401753474448851.44
2025-10-13T00:00:00Z,404298902480890.1
2025-10-12T00:00:00Z,403507203151896.94
2025-10-11T00:00:00Z,402604137877878.06
2025-10-10T00:00:00Z,402213728339135.7
2025-10-09T00:00:00Z,401768030057782.44
2025-10-08T00:00:00Z,401998027281099.4
2025-10-07T00:00:00Z,401822187380860.3
2025-10-06T00:00:00Z,403195338125342.94
2025-10-05T00:00:00Z,402674281439566.9
2025-10-04T00:00:00Z,401956705884597.5
2025-10-03T00:00:00Z,401390716541220.1
2025-10-02T00:00:00Z,401531175672670.25
2025-10-01T00:00:00Z,401616079295487.2
2025-09-30T00:00:00Z,402187901176404.56
2025-09-29T00:00:00Z,402030877081385.56
2025-09-28T00:00:00Z,401384687536636
2025-09-27T00:00:00Z,400624437781984.5
2025-09-26T00:00:00Z,399966015147067.94
2025-09-25T00:00:00Z,400063488269955.25
2025-09-24T00:00:00Z,400259681088296.3
2025-09-23T00:00:00Z,400152149392919.25
2025-09-22T00:00:00Z,400156422978221.2
2025-09-21T00:00:00Z,399667015947195.8
2025-09-20T00:00:00Z,398861931125552.5
2025-09-19T00:00:00Z,398179377959870.1
2025-09-18T00:00:00Z,398605760075438.7
2025-09-17T00:00:00Z,398180827878627.3
2025-09-16T00:00:00Z,398244490741136.25
2025-09-15T00:00:00Z,397846139974412.2
2025-09-14T00:00:00Z,397485827322616.5
2025-09-13T00:00:00Z,396609715078994.75
2025-09-12T00:00:00Z,395991391150034.7
2025-09-11T00:00:00Z,395693154572021.94
2025-09-10T00:00:00Z,395285159320908.06
2025-09-09T00:00:00Z,394900027519669.06
2025-09-08T00:00:00Z,394457971476706.06
2025-09-07T00:00:00Z,393872130656174.9
2025-09-06T00:00:00Z,393013175712715.56
2025-09-05T00:00:00Z,392323573602311.44
2025-09-04T00:00:00Z,392824241172774.8
2025-09-03T00:00:00Z,392504006932533.4
2025-09-02T00:00:00Z,392114207734999.8
2025-09-01T00:00:00Z,391537584163344.06
2025-08-31T00:00:00Z,390938130399558
2025-08-30T00:00:00Z,390076345822724.2
2025-08-29T00:00:00Z,389504593968182
2025-08-28T00:00:00Z,391537963483324
2025-08-27T00:00:00Z,391341658168033.5
2025-08-26T00:00:00Z,390889833265462.6
2025-08-25T00:00:00Z,390470913165991.06
2025-08-24T00:00:00Z,389828058291466.6
2025-08-23T00:00:00Z,388971670636906.3
2025-08-22T00:00:00Z,388355227336243.5
2025-08-21T00:00:00Z,388370499918925.7
2025-08-20T00:00:00Z,388013626805036.25
2025-08-19T00:00:00Z,387583841725412.06
2025-08-18T00:00:00Z,387355617725185.6
2025-08-17T00:00:00Z,386704020070972.5
2025-08-16T00:00:00Z,385829007945315.3
2025-08-15T00:00:00Z,386099906196565.06
2025-08-14T00:00:00Z,385771956498791.3
2025-08-13T00:00:00Z,385502651400265.06
2025-08-12T00:00:00Z,385107867504902.56
2025-08-11T00:00:00Z,384792997005833.8
2025-08-10T00:00:00Z,384211862360413.7
2025-08-09T00:00:00Z,383391121597547.2
2025-08-08T00:00:00Z,382521338745756.6
2025-08-07T00:00:00Z,382066464185056.94
2025-08-06T00:00:00Z,381634272489267.1
2025-08-05T00:00:00Z,380978029951666.7
2025-08-04T00:00:00Z,380373959609322.2
2025-08-03T00:00:00Z,379813960395648.94
2025-08-02T00:00:00Z,379019826876310.75
2025-08-01T00:00:00Z,378181924504041.94
2025-07-31T00:00:00Z,377598619951593.2
2025-07-30T00:00:00Z,376947130949639.7
2025-07-29T00:00:00Z,376578743445885
2025-07-28T00:00:00Z,376380192119242.3
2025-07-27T00:00:00Z,375976713514726.06
2025-07-26T00:00:00Z,375157991905420
2025-07-25T00:00:00Z,374368508070241.7
2025-07-24T00:00:00Z,374390127854328
2025-07-23T00:00:00Z,373927066463709
2025-07-22T00:00:00Z,373685479128266.94
2025-07-21T00:00:00Z,373854036554639.94
2025-07-20T00:00:00Z,373852333970826.5
2025-07-19T00:00:00Z,373057525619163.9
2025-07-18T00:00:00Z,372525398561189.6
2025-07-17T00:00:00Z,372232761057879.06
2025-07-16T00:00:00Z,372896432925683.4
2025-07-15T00:00:00Z,374861742279476.6
2025-07-14T00:00:00Z,374583091322537.06
2025-07-13T00:00:00Z,374615798216366.44
2025-07-12T00:00:00Z,373935978800237.7
2025-07-11T00:00:00Z,373326285880309.56
2025-07-10T00:00:00Z,373849198140853.56
2025-07-09T00:00:00Z,373309807769381.3
2025-07-08T00:00:00Z,373023666478061.5
2025-07-07T00:00:00Z,372736356955759.5
2025-07-06T00:00:00Z,372438232461797.75
2025-07-05T00:00:00Z,371639746562988.8
2025-07-04T00:00:00Z,370777099798265.6
2025-07-03T00:00:00Z,370081938144006.2
2025-07-02T00:00:00Z,369644345485507.4
2025-07-01T00:00:00Z,369066918395629
2025-06-30T00:00:00Z,368461290852099.3
2025-06-29T00:00:00Z,368404938899966.8
2025-06-28T00:00:00Z,367609056310667.06
2025-06-27T00:00:00Z,366852574392026.75
2025-06-26T00:00:00Z,366828184078316.1
2025-06-25T00:00:00Z,366667275703841.5
2025-06-24T00:00:00Z,366424181415813.94
2025-06-23T00:00:00Z,366002662933175.94
2025-06-22T00:00:00Z,365613742233749.5
2025-06-21T00:00:00Z,365132560465603.8
2025-06-20T00:00:00Z,364366429701297.75
2025-06-19T00:00:00Z,363808208913415.94
2025-06-18T00:00:00Z,363136970330602.7
2025-06-17T00:00:00Z,362672579005666.44
2025-06-16T00:00:00Z,362096259579105.8
2025-06-15T00:00:00Z,362111026118231.56
2025-06-14T00:00:00Z,361341607205558.75
2025-06-13T00:00:00Z,360517374060420.25
2025-06-12T00:00:00Z,360116414823112.94
2025-06-11T00:00:00Z,359462010969487.4
2025-06-10T00:00:00Z,359059203556788.1
2025-06-09T00:00:00Z,358924215005461.06
2025-06-08T00:00:00Z,358312490752962.56
2025-06-07T00:00:00Z,357552615635154.94
2025-06-06T00:00:00Z,356860439912679.9
2025-06-05T00:00:00Z,356316918200579.75
2025-06-04T00:00:00Z,355745312168029.4
2025-06-03T00:00:00Z,355610666908347.9
2025-06-02T00:00:00Z,355508783077395.1
2025-06-01T00:00:00Z,355427389300549.75
2025-05-31T00:00:00Z,354651767092225.1
2025-05-30T00:00:00Z,353843976955817
2025-05-29T00:00:00Z,353464950612400
2025-05-28T00:00:00Z,353135743696917.44
2025-05-27T00:00:00Z,352753522126447.94
2025-05-26T00:00:00Z,353254207809113.1
2025-05-25T00:00:00Z,353133071893086.56
2025-05-24T00:00:00Z,352379278806054.1
2025-05-23T00:00:00Z,351621009161800.8
2025-05-22T00:00:00Z,351346854351040.2
2025-05-21T00:00:00Z,351182217259233.06
2025-05-20T00:00:00Z,351300799547906
2025-05-19T00:00:00Z,351683272047467.5
2025-05-18T00:00:00Z,352197143387871.2
2025-05-17T00:00:00Z,351463508358823.2
2025-05-16T00:00:00Z,350695129812031.3
2025-05-15T00:00:00Z,350304439901036.1
2025-05-14T00:00:00Z,350210550492582.56
2025-05-13T00:00:00Z,349834795256514.4
2025-05-12T00:00:00Z,350100498184787.25
2025-05-11T00:00:00Z,349832584143632.7
2025-05-10T00:00:00Z,349115687583650.4
2025-05-09T00:00:00Z,348375906130869.3
2025-05-08T00:00:00Z,348677452664610.5
2025-05-07T00:00:00Z,348954404978604.8
2025-05-06T00:00:00Z,349114016204026.1
2025-05-05T00:00:00Z,349462607553724.6
2025-05-04T00:00:00Z,349764201302915.4
2025-05-03T00:00:00Z,348984474955540.25
2025-05-02T00:00:00Z,348241014124703.9
2025-05-01T00:00:00Z,348326385519246.2
2025-04-30T00:00:00Z,348481498844327.56
2025-04-29T00:00:00Z,348474760765520.25
2025-04-28T00:00:00Z,348160287459519.5
2025-04-27T00:00:00Z,348470018706869.3
2025-04-26T00:00:00Z,347708118846930.94
2025-04-25T00:00:00Z,347053900342550.7
2025-04-24T00:00:00Z,347716807606453
2025-04-23T00:00:00Z,347330976560435.25
2025-04-22T00:00:00Z,347039565560616.7
2025-04-21T00:00:00Z,346713192985754.5
2025-04-20T00:00:00Z,346163102326233.7
2025-04-19T00:00:00Z,345400341469063.7
2025-04-18T00:00:00Z,344640617885673.3
2025-04-17T00:00:00Z,343912447808895.2
2025-04-16T00:00:00Z,345652467919443.8
2025-04-15T00:00:00Z,345286349225987.06
2025-04-14T00:00:00Z,345584412949863.7
2025-04-13T00:00:00Z,345020380949683.3
2025-04-12T00:00:00Z,344356303075651.56
2025-04-11T00:00:00Z,343625920076912.1
2025-04-10T00:00:00Z,343423559422524.2
2025-04-09T00:00:00Z,343157768906813
2025-04-08T00:00:00Z,342833828495779.6
2025-04-07T00:00:00Z,342248501377359.7
2025-04-06T00:00:00Z,342158214323411.6
2025-04-05T00:00:00Z,341482238398967.9
2025-04-04T00:00:00Z,340742296003577.6
2025-04-03T00:00:00Z,340314002810860
2025-04-02T00:00:00Z,339976621126736.2
2025-04-01T00:00:00Z,339884900865524.06
2025-03-31T00:00:00Z,339362884502317.25
2025-03-30T00:00:00Z,338944628299769.9
2025-03-29T00:00:00Z,338290938450094.2
2025-03-28T00:00:00Z,337550105535153.9
2025-03-27T00:00:00Z,337338133934165.94
2025-03-26T00:00:00Z,336793651060453
2025-03-25T00:00:00Z,336277854559352.1
2025-03-24T00:00:00Z,335918001378173.1
2025-03-23T00:00:00Z,335298315582181.06
2025-03-22T00:00:00Z,334539478246719.06
2025-03-21T00:00:00Z,333780198817122.94
2025-03-20T00:00:00Z,333107537792248.44
2025-03-19T00:00:00Z,332576837376636.3
2025-03-18T00:00:00Z,332050491446612.9
2025-03-17T00:00:00Z,331443584101253.4
2025-03-16T00:00:00Z,330957066455206.6
2025-03-15T00:00:00Z,330236965878398
2025-03-14T00:00:00Z,329442783994091.9
2025-03-13T00:00:00Z,328937420887834.5
2025-03-12T00:00:00Z,328393634509788.75
2025-03-11T00:00:00Z,328441103669304.8
2025-03-10T00:00:00Z,328383699024390.9
2025-03-09T00:00:00Z,328138654783141.25
2025-03-08T00:00:00Z,327431027158748.1
2025-03-07T00:00:00Z,326656841803576.9
2025-03-06T00:00:00Z,326345663022257.6
2025-03-05T00:00:00Z,325928798977216.56
2025-03-04T00:00:00Z,325362509928498
2025-03-03T00:00:00Z,324924649434719.5
2025-03-02T00:00:00Z,324528066871271.4
2025-03-01T00:00:00Z,323872929907264.1
2025-02-28T00:00:00Z,323202872140215.06
2025-02-27T00:00:00Z,322966084295738.2
2025-02-26T00:00:00Z,322799665458445.06
2025-02-25T00:00:00Z,322702730343473.5
2025-02-24T00:00:00Z,322458786523764.2
2025-02-23T00:00:00Z,321968701101141.6
2025-02-22T00:00:00Z,321236043700951.6
2025-02-21T00:00:00Z,320638047734859.06
2025-02-20T00:00:00Z,320150273575371.8
2025-02-19T00:00:00Z,319520287091367.06
2025-02-18T00:00:00Z,318901759758636.1
2025-02-17T00:00:00Z,318368783394716.06
2025-02-16T00:00:00Z,317714171772457.94
2025-02-15T00:00:00Z,316966997171019.75
2025-02-14T00:00:00Z,316260215779334.56
2025-02-13T00:00:00Z,315725964779968.06
2025-02-12T00:00:00Z,315079980712985.7
2025-02-11T00:00:00Z,314551163559256.7
2025-02-10T00:00:00Z,314154996155703.3
2025-02-09T00:00:00Z,313633125280400.2
2025-02-08T00:00:00Z,313346610314712.4
2025-02-07T00:00:00Z,312698804781050.44
2025-02-06T00:00:00Z,312285860283581.4
2025-02-05T00:00:00Z,311903973785558.4
2025-02-04T00:00:00Z,311581448462092.06
2025-02-03T00:00:00Z,312239093693020.2
2025-02-02T00:00:00Z,312012861040625.8
2025-02-01T00:00:00Z,311387855064559.6
2025-01-31T00:00:00Z,310703739986721
2025-01-30T00:00:00Z,310219812539500
2025-01-29T00:00:00Z,309683084000172.6
2025-01-28T00:00:00Z,309001155995816.75
2025-01-27T00:00:00Z,308570777580011.8
2025-01-26T00:00:00Z,308291255724682.75
2025-01-25T00:00:00Z,307586549852603.1
2025-01-24T00:00:00Z,306951499105988.06
2025-01-23T00:00:00Z,306478873992616.4
2025-01-22T00:00:00Z,307158616424925
2025-01-21T00:00:00Z,306869678968242.2
2025-01-20T00:00:00Z,306680736735555.6
2025-01-19T00:00:00Z,306396488330805.5
2025-01-18T00:00:00Z,305890648536428.94
2025-01-17T00:00:00Z,305373004371621.2
2025-01-16T00:00:00Z,305047692261012.6
2025-01-15T00:00:00Z,304692756667738.1
2025-01-14T00:00:00Z,304383450336880.3
2025-01-13T00:00:00Z,303860782563735.25
2025-01-12T00:00:00Z,303302926613585.1
2025-01-11T00:00:00Z,302608405799653.75
2025-01-10T00:00:00Z,301930383949145.7
2025-01-09T00:00:00Z,301536346138333.2
2025-01-08T00:00:00Z,301017733531897.44
2025-01-07T00:00:00Z,300636717529639.7
2025-01-06T00:00:00Z,300819995001503.2
2025-01-05T00:00:00Z,300400623655217.06
2025-01-04T00:00:00Z,299742363465142.9
2025-01-03T00:00:00Z,299087935861941.44
2025-01-02T00:00:00Z,298519533555156.4
2025-01-01T00:00:00Z,298137735590692
2024-12-31T00:00:00Z,297594569606030.06
2024-12-30T00:00:00Z,297748292592233.8
2024-12-29T00:00:00Z,298493294958853.6
2024-12-28T00:00:00Z,298115047504373.44
2024-12-27T00:00:00Z,297463533077066.25
2024-12-26T00:00:00Z,297072807299168.5
2024-12-25T00:00:00Z,296695151259222.2
2024-12-24T00:00:00Z,296033865527442
2024-12-23T00:00:00Z,296559810981374.25
2024-12-22T00:00:00Z,297707136487271.2
2024-12-21T00:00:00Z,297113547002056.25
2024-12-20T00:00:00Z,296527987267788.25
2024-12-19T00:00:00Z,296601543144752.1
2024-12-18T00:00:00Z,297724599260350.06
2024-12-17T00:00:00Z,297623102642944.44
2024-12-16T00:00:00Z,298198903623760.4
2024-12-15T00:00:00Z,298818978873573.75
2024-12-14T00:00:00Z,298517951623546.5
2024-12-13T00:00:00Z,297967261463592.06
2024-12-12T00:00:00Z,297972735547396.2
2024-12-11T00:00:00Z,297668078087472.94
2024-12-10T00:00:00Z,297657576511245.25
2024-12-09T00:00:00Z,297610574951533.25
2024-12-08T00:00:00Z,298390557798957.44
2024-12-07T00:00:00Z,297892327102419.75
2024-12-06T00:00:00Z,297485039468313.06
2024-12-05T00:00:00Z,299606028539284.25
2024-12-04T00:00:00Z,301577371759544.44
2024-12-03T00:00:00Z,301527910238241.75
2024-12-02T00:00:00Z,301314335427775.7
2024-12-01T00:00:00Z,301200932447658.7
2024-11-30T00:00:00Z,300695216184904.94
2024-11-29T00:00:00Z,300171517954065.9
2024-11-28T00:00:00Z,299903258134992.7
2024-11-27T00:00:00Z,299562328975288.9
2024-11-26T00:00:00Z,299358636688585.1
2024-11-25T00:00:00Z,299373523825164.8
2024-11-24T00:00:00Z,299698352992556.44
2024-11-23T00:00:00Z,299329626689428.5
2024-11-22T00:00:00Z,299332746140929.8
2024-11-21T00:00:00Z,300026418012080.1
2024-11-20T00:00:00Z,301090256750984.94
2024-11-19T00:00:00Z,301627094561111.2
2024-11-18T00:00:00Z,302370585186627.75
2024-11-17T00:00:00Z,302315712237385.94
2024-11-16T00:00:00Z,301826603280268.56
2024-11-15T00:00:00Z,301423609689916.94
2024-11-14T00:00:00Z,301392476633382
2024-11-13T00:00:00Z,302544039689370.4
2024-11-12T00:00:00Z,302817601092073.8
2024-11-11T00:00:00Z,303363456848468.94
2024-11-10T00:00:00Z,303749990491990.5
2024-11-09T00:00:00Z,303477598738676.8
2024-11-08T00:00:00Z,302976955283321.44
2024-11-07T00:00:00Z,303136769843418.8
2024-11-06T00:00:00Z,302965224406775.94
2024-11-05T00:00:00Z,305704459059792.4
2024-11-04T00:00:00Z,305525533929329.94
2024-11-03T00:00:00Z,305465381753741.94
2024-11-02T00:00:00Z,304955870491421
2024-11-01T00:00:00Z,304555000218838.4
2024-10-31T00:00:00Z,304384653510475.44
2024-10-30T00:00:00Z,304139051609814.5
2024-10-29T00:00:00Z,303839908052834.56
2024-10-28T00:00:00Z,303849245405646.56
2024-10-27T00:00:00Z,303547230759921.3
2024-10-26T00:00:00Z,303004106943275.1
2024-10-25T00:00:00Z,302479263460692.3
2024-10-24T00:00:00Z,302122549081015.3
2024-10-23T00:00:00Z,301663428169162.1
2024-10-22T00:00:00Z,301250041281248.5
2024-10-21T00:00:00Z,300888415023710.7
2024-10-20T00:00:00Z,301022938930285.4
2024-10-19T00:00:00Z,300951356442189.56
2024-10-18T00:00:00Z,300692561502181.25
2024-10-17T00:00:00Z,300558427385411.5
2024-10-16T00:00:00Z,300287255042124.94
2024-10-15T00:00:00Z,299961536360546.6
2024-10-14T00:00:00Z,300352348141741.4
2024-10-13T00:00:00Z,300069437708916.94
2024-10-12T00:00:00Z,299574466576784.94
2024-10-11T00:00:00Z,299159207483895.7
2024-10-10T00:00:00Z,299560130126379.4
2024-10-09T00:00:00Z,299385641879772.3
2024-10-08T00:00:00Z,299199737351279.7
2024-10-07T00:00:00Z,301371046981967.5
2024-10-06T00:00:00Z,301062638233728.75
2024-10-05T00:00:00Z,300530980459954.75
2024-10-04T00:00:00Z,299969208947761.3
2024-10-03T00:00:00Z,299584780293407.8
2024-10-02T00:00:00Z,299281703264782.4
2024-10-01T00:00:00Z,298909634054965.94
2024-09-30T00:00:00Z,298477376740825.75
2024-09-29T00:00:00Z,298119500774610.8
2024-09-28T00:00:00Z,297581039489095.8
2024-09-27T00:00:00Z,297110435378172
2024-09-26T00:00:00Z,296871270108349.44
2024-09-25T00:00:00Z,296672005778437.8
2024-09-24T00:00:00Z,296491210484540.6
2024-09-23T00:00:00Z,296166870224078.94
2024-09-22T00:00:00Z,296019916462971.75
2024-09-21T00:00:00Z,295518573507657.8
2024-09-20T00:00:00Z,295021241161948.75
2024-09-19T00:00:00Z,294806198370632.6
2024-09-18T00:00:00Z,294466756919744.44
2024-09-17T00:00:00Z,294255575540798
2024-09-16T00:00:00Z,293905449675785.06
2024-09-15T00:00:00Z,293726330141999.9
2024-09-14T00:00:00Z,293186960778641.94
2024-09-13T00:00:00Z,292681635842063.06
2024-09-12T00:00:00Z,292534036119543.4
2024-09-11T00:00:00Z,292157783949952.5
2024-09-10T00:00:00Z,291813731000011.2
2024-09-09T00:00:00Z,291569480262218.44
2024-09-08T00:00:00Z,291282685322555.2
2024-09-07T00:00:00Z,290730279850400.6
2024-09-06T00:00:00Z,290175579949097
2024-09-05T00:00:00Z,289927576401029.7
2024-09-04T00:00:00Z,289557104738278.8
2024-09-03T00:00:00Z,289180956483487.06
2024-09-02T00:00:00Z,288961017690283.4
2024-09-01T00:00:00Z,288516441975718.9
2024-08-31T00:00:00Z,287956184094928.4
2024-08-30T00:00:00Z,287427637178781.6
2024-08-29T00:00:00Z,286997872115525.6
2024-08-28T00:00:00Z,286826574075311.94
2024-08-27T00:00:00Z,286477807155916.75
2024-08-26T00:00:00Z,286974135179949.3
2024-08-25T00:00:00Z,286572873986215.1
2024-08-24T00:00:00Z,286005083281373.8
2024-08-23T00:00:00Z,285531372081748.75
2024-08-22T00:00:00Z,285274806865621.5
2024-08-21T00:00:00Z,284872153875471.9
2024-08-20T00:00:00Z,284561535659590.9
2024-08-19T00:00:00Z,284260166871540
2024-08-18T00:00:00Z,283916138870951.9
2024-08-17T00:00:00Z,283395643701898.1
2024-08-16T00:00:00Z,282855527472881.4
2024-08-15T00:00:00Z,282470209652114.6
2024-08-14T00:00:00Z,282116536338468.56
2024-08-13T00:00:00Z,281715344817661.3
2024-08-12T00:00:00Z,281410214672436.38
2024-08-11T00:00:00Z,281092726865747.28
2024-08-10T00:00:00Z,280581868918545.03
2024-08-09T00:00:00Z,280359948043054.47
