Datetime,Sum Coin Dollar Age
2026-04-10T00:00:00Z,447866183653101.06
2026-04-09T00:00:00Z,447117072721783.1
2026-04-08T00:00:00Z,446401666283779.7
2026-04-07T00:00:00Z,445599154571564.25
2026-04-06T00:00:00Z,444901894195535.6
2026-04-05T00:00:00Z,444108294132249.94
2026-04-04T00:00:00Z,443150112408173.9
2026-04-03T00:00:00Z,442172829632804
2026-04-02T00:00:00Z,441316857875476.06
2026-04-01T00:00:00Z,440610163163486
2026-03-31T00:00:00Z,439774543451265
2026-03-30T00:00:00Z,439727884692207.4
2026-03-29T00:00:00Z,439132747318138.4
2026-03-28T00:00:00Z,438176819195275.94
2026-03-27T00:00:00Z,437328347865262.75
2026-03-26T00:00:00Z,436602716204200.8
2026-03-25T00:00:00Z,436006427654688.8
2026-03-24T00:00:00Z,435307123126393.4
2026-03-23T00:00:00Z,434797686162399.4
2026-03-22T00:00:00Z,434040584466848.9
2026-03-21T00:00:00Z,433493772827831.25
2026-03-20T00:00:00Z,432489476794508.6
2026-03-19T00:00:00Z,431723360717940.06
2026-03-18T00:00:00Z,430994833719808.75
2026-03-17T00:00:00Z,430241820942082.06
2026-03-16T00:00:00Z,429638671098345.3
2026-03-15T00:00:00Z,429222108963390.5
2026-03-14T00:00:00Z,428237305074416.1
2026-03-13T00:00:00Z,427385770914420.1
2026-03-12T00:00:00Z,426674033961353
2026-03-11T00:00:00Z,426412742918314.1
2026-03-10T00:00:00Z,426105705792639.6
2026-03-09T00:00:00Z,425288663819585.56
2026-03-08T00:00:00Z,424573644644943
2026-03-07T00:00:00Z,423595008056806.8
2026-03-06T00:00:00Z,422629408118730.5
2026-03-05T00:00:00Z,422308915360266.44
2026-03-04T00:00:00Z,421657482240728.5
2026-03-03T00:00:00Z,420977289675642.94
2026-03-02T00:00:00Z,420158235570902.2
2026-03-01T00:00:00Z,419384977719182.6
2026-02-28T00:00:00Z,418427948747888
2026-02-27T00:00:00Z,417463861849268.25
2026-02-26T00:00:00Z,416716253607290.75
2026-02-25T00:00:00Z,416006970606855.9
2026-02-24T00:00:00Z,415274557112253.6
2026-02-23T00:00:00Z,414752049396412.4
2026-02-22T00:00:00Z,414031057312280.75
2026-02-21T00:00:00Z,413030725401556.6
2026-02-20T00:00:00Z,412117666050877.2
2026-02-19T00:00:00Z,411532519548654.2
2026-02-18T00:00:00Z,410685496399593.56
2026-02-17T00:00:00Z,410213810192537
2026-02-16T00:00:00Z,409402692907141.8
2026-02-15T00:00:00Z,408499828718603
2026-02-14T00:00:00Z,407509122065594.8
2026-02-13T00:00:00Z,406556881388245.94
2026-02-12T00:00:00Z,406217508543438.44
2026-02-11T00:00:00Z,405599156453080.94
2026-02-10T00:00:00Z,405067102551001.9
2026-02-09T00:00:00Z,404623228260518.94
2026-02-08T00:00:00Z,404095379090784.94
2026-02-07T00:00:00Z,403213881358161.3
2026-02-06T00:00:00Z,402704712458752.7
2026-02-05T00:00:00Z,402830077824571.3
2026-02-04T00:00:00Z,403651542829548.5
2026-02-03T00:00:00Z,403493091399768.06
2026-02-02T00:00:00Z,403113929044383.4
2026-02-01T00:00:00Z,402866740816066.7
2026-01-31T00:00:00Z,402207928459009.3
2026-01-30T00:00:00Z,401633279048651.56
2026-01-29T00:00:00Z,401194242015210.25
2026-01-28T00:00:00Z,400467092104048.44
2026-01-27T00:00:00Z,399759798232832
2026-01-26T00:00:00Z,398922757975603.8
2026-01-25T00:00:00Z,398261720967621.06
2026-01-24T00:00:00Z,397330896095435.56
2026-01-23T00:00:00Z,396424717044113.94
2026-01-22T00:00:00Z,397952390236874.94
2026-01-21T00:00:00Z,397531044428975.75
2026-01-20T00:00:00Z,396920424642061.25
2026-01-19T00:00:00Z,396465676553380.94
2026-01-18T00:00:00Z,395546868266161.56
2026-01-17T00:00:00Z,394576330472243.8
2026-01-16T00:00:00Z,393691181455109.5
2026-01-15T00:00:00Z,393003622284841.5
2026-01-14T00:00:00Z,392525043453456.8
2026-01-13T00:00:00Z,391851465233349.25
2026-01-12T00:00:00Z,391602548869050.3
2026-01-11T00:00:00Z,391127483005836.6
2026-01-10T00:00:00Z,390299530522050.1
2026-01-09T00:00:00Z,389677281762197.9
2026-01-08T00:00:00Z,389274016237249.5
2026-01-07T00:00:00Z,388725418376529.25
2026-01-06T00:00:00Z,389731944813318.4
2026-01-05T00:00:00Z,388979828452664.3
2026-01-04T00:00:00Z,388517644301861.94
2026-01-03T00:00:00Z,387592172804810.3
2026-01-02T00:00:00Z,386617079429705.75
2026-01-01T00:00:00Z,385911516846688
2025-12-31T00:00:00Z,385607188754290.44
2025-12-30T00:00:00Z,386115639318899.25
2025-12-29T00:00:00Z,385873643464298.4
2025-12-28T00:00:00Z,385302879137666.3
2025-12-27T00:00:00Z,384540460325714.06
2025-12-26T00:00:00Z,383586698524717.2
2025-12-25T00:00:00Z,383062894424673.3
2025-12-24T00:00:00Z,382086112808983.94
2025-12-23T00:00:00Z,381370446122045.94
2025-12-22T00:00:00Z,381350458285101.25
2025-12-21T00:00:00Z,380684095313264.3
2025-12-20T00:00:00Z,379707056802075.06
2025-12-19T00:00:00Z,380337136587231.25
2025-12-18T00:00:00Z,380161678954732.9
2025-12-17T00:00:00Z,379435619314279.44
2025-12-16T00:00:00Z,379408290665106.2
2025-12-15T00:00:00Z,379802459139126.5
2025-12-14T00:00:00Z,379482075250887.7
2025-12-13T00:00:00Z,378584088318885.25
2025-12-12T00:00:00Z,377826659897929.1
2025-12-11T00:00:00Z,377772090222051.6
2025-12-10T00:00:00Z,377367864585904.2
2025-12-09T00:00:00Z,378093542467257.9
2025-12-08T00:00:00Z,377765487363533.94
2025-12-07T00:00:00Z,378074650625992.94
2025-12-06T00:00:00Z,377271990244233.4
2025-12-05T00:00:00Z,376341556175810
2025-12-04T00:00:00Z,376036898904489.7
2025-12-03T00:00:00Z,375384206411150.56
2025-12-02T00:00:00Z,375791895858512.56
2025-12-01T00:00:00Z,375342125939347.8
2025-11-30T00:00:00Z,375351714805777.1
2025-11-29T00:00:00Z,374477722418378.06
2025-11-28T00:00:00Z,373474177510524.25
2025-11-27T00:00:00Z,372840038600367.94
2025-11-26T00:00:00Z,372056099877814.06
2025-11-25T00:00:00Z,372983208974704.1
2025-11-24T00:00:00Z,372240542438651.25
2025-11-23T00:00:00Z,371807683257399.3
2025-11-22T00:00:00Z,381963481459347.25
2025-11-21T00:00:00Z,403195713996639
2025-11-20T00:00:00Z,403363326989267.3
2025-11-19T00:00:00Z,403643579715912.5
2025-11-18T00:00:00Z,403518999944691.8
2025-11-17T00:00:00Z,405287393660289.2
2025-11-16T00:00:00Z,405741228283576.2
2025-11-15T00:00:00Z,404959063944394.75
2025-11-14T00:00:00Z,404097240499879.25
2025-11-13T00:00:00Z,404505247034969.9
2025-11-12T00:00:00Z,405053338122676
2025-11-11T00:00:00Z,404727063494879.7
2025-11-10T00:00:00Z,404669370209500.94
2025-11-09T00:00:00Z,404420416375523.75
2025-11-08T00:00:00Z,403420542974802.4
2025-11-07T00:00:00Z,402760094367367.2
2025-11-06T00:00:00Z,404757107040942.94
2025-11-05T00:00:00Z,404791046705424.94
2025-11-04T00:00:00Z,404998186645590.4
2025-11-03T00:00:00Z,405724704675281.25
2025-11-02T00:00:00Z,405419535328553.9
2025-11-01T00:00:00Z,404459977011952
2025-10-31T00:00:00Z,403966630993491.1
2025-10-30T00:00:00Z,403889394176957.56
2025-10-29T00:00:00Z,404548452921508.94
2025-10-28T00:00:00Z,404999019291392.1
2025-10-27T00:00:00Z,405558910939169.4
2025-10-26T00:00:00Z,405165021280531.8
2025-10-25T00:00:00Z,404601221690075.1
2025-10-24T00:00:00Z,403996639025409.25
2025-10-23T00:00:00Z,403673808652383.25
2025-10-22T00:00:00Z,403378749139360.7
2025-10-21T00:00:00Z,403663421859632
2025-10-20T00:00:00Z,403358011055204.8
2025-10-19T00:00:00Z,402582975668012.8
2025-10-18T00:00:00Z,401686356807910.6
2025-10-17T00:00:00Z,401040631174194.7
2025-10-16T00:00:00Z,401041104116231.8
