Datetime,Sum Coin Age
2025-08-20T00:00:00Z,32047389328.541
2025-08-19T00:00:00Z,32041968788.258118
2025-08-18T00:00:00Z,32037770627.872597
2025-08-17T00:00:00Z,32025820216.32923
2025-08-16T00:00:00Z,32010158142.42535
2025-08-15T00:00:00Z,32047948630.712345
2025-08-14T00:00:00Z,32038522529.97324
2025-08-13T00:00:00Z,32038884501.816944
2025-08-12T00:00:00Z,32031702009.597614
2025-08-11T00:00:00Z,32024474856.442753
2025-08-10T00:00:00Z,32013513660.43456
2025-08-09T00:00:00Z,32000243280.191364
2025-08-08T00:00:00Z,31984362370.747387
2025-08-07T00:00:00Z,31975158529.826263
2025-08-06T00:00:00Z,31978318268.875225
2025-08-05T00:00:00Z,31964137243.326756
2025-08-04T00:00:00Z,31962339681.506565
2025-08-03T00:00:00Z,31951034959.51802
2025-08-02T00:00:00Z,31940565694.540394
2025-08-01T00:00:00Z,31924427311.714504
2025-07-31T00:00:00Z,31914014884.51798
2025-07-30T00:00:00Z,31903272685.92662
2025-07-29T00:00:00Z,31904357232.590252
2025-07-28T00:00:00Z,31907650422.785625
2025-07-27T00:00:00Z,31906611004.26436
2025-07-26T00:00:00Z,31891818763.589725
2025-07-25T00:00:00Z,31878980699.75076
2025-07-24T00:00:00Z,31892203069.067745
2025-07-23T00:00:00Z,31902928678.537483
2025-07-22T00:00:00Z,31908130822.725452
2025-07-21T00:00:00Z,31918404223.32974
2025-07-20T00:00:00Z,31913508219.096916
2025-07-19T00:00:00Z,31898998748.373543
2025-07-18T00:00:00Z,31896617610.262608
2025-07-17T00:00:00Z,31889599598.77398
2025-07-16T00:00:00Z,31903887816.1265
2025-07-15T00:00:00Z,31922182195.12709
2025-07-14T00:00:00Z,31921071054.25728
2025-07-13T00:00:00Z,31921914968.423447
2025-07-12T00:00:00Z,31910161844.823803
2025-07-11T00:00:00Z,31908160869.276062
2025-07-10T00:00:00Z,31919885435.509537
2025-07-09T00:00:00Z,31909997133.12853
2025-07-08T00:00:00Z,31920130287.903362
2025-07-07T00:00:00Z,31933008357.810673
2025-07-06T00:00:00Z,31937289450.044567
2025-07-05T00:00:00Z,31920897304.715313
2025-07-04T00:00:00Z,31903598453.945168
2025-07-03T00:00:00Z,32303696167.47144
2025-07-02T00:00:00Z,32297035719.02225
2025-07-01T00:00:00Z,32287604701.95558
2025-06-30T00:00:00Z,32283934009.08999
2025-06-29T00:00:00Z,32301734986.872017
2025-06-28T00:00:00Z,32285961886.77247
2025-06-27T00:00:00Z,32269910963.179287
2025-06-26T00:00:00Z,32281370853.15736
2025-06-25T00:00:00Z,32291729498.158237
2025-06-24T00:00:00Z,32286774361.690243
2025-06-23T00:00:00Z,32281423737.39858
2025-06-22T00:00:00Z,32273199700.752472
2025-06-21T00:00:00Z,32265957899.999805
2025-06-20T00:00:00Z,32252271642.023766
2025-06-19T00:00:00Z,32240220413.151974
2025-06-18T00:00:00Z,32227647868.037952
2025-06-17T00:00:00Z,32218090871.621494
2025-06-16T00:00:00Z,32206234736.388557
2025-06-15T00:00:00Z,32202180718.76851
2025-06-14T00:00:00Z,32187089341.765354
2025-06-13T00:00:00Z,32170086281.4934
2025-06-12T00:00:00Z,32172575762.567135
2025-06-11T00:00:00Z,32159600253.862286
2025-06-10T00:00:00Z,32149092743.412266
2025-06-09T00:00:00Z,32142901266.8874
2025-06-08T00:00:00Z,32129592189.817078
2025-06-07T00:00:00Z,32114350436.75078
2025-06-06T00:00:00Z,32100735105.325577
2025-06-05T00:00:00Z,32087995124.259315
2025-06-04T00:00:00Z,32074786810.341366
2025-06-03T00:00:00Z,32080912616.105755
2025-06-02T00:00:00Z,32072164974.877556
2025-06-01T00:00:00Z,32065425507.648155
2025-05-31T00:00:00Z,32049308821.188988
2025-05-30T00:00:00Z,32032604066.681686
2025-05-29T00:00:00Z,32022722825.91543
2025-05-28T00:00:00Z,32029005297.105198
2025-05-27T00:00:00Z,32021256736.137573
2025-05-26T00:00:00Z,32025663811.533478
2025-05-25T00:00:00Z,32036538852.61427
2025-05-24T00:00:00Z,32025282184.39655
2025-05-23T00:00:00Z,32009450609.92609
2025-05-22T00:00:00Z,32004563146.85748
2025-05-21T00:00:00Z,31999501936.029312
2025-05-20T00:00:00Z,32007518894.279797
2025-05-19T00:00:00Z,32011243330.4451
2025-05-18T00:00:00Z,32021379069.092842
2025-05-17T00:00:00Z,32007491993.267082
2025-05-16T00:00:00Z,31991370956.25202
2025-05-15T00:00:00Z,31983406032.18437
2025-05-14T00:00:00Z,31995664607.693832
2025-05-13T00:00:00Z,31986580964.007168
2025-05-12T00:00:00Z,31999603059.507397
2025-05-11T00:00:00Z,31992790783.138542
2025-05-10T00:00:00Z,31978795472.114727
2025-05-09T00:00:00Z,31962582219.682896
2025-05-08T00:00:00Z,31964695301.47004
2025-05-07T00:00:00Z,31966994626.60665
2025-05-06T00:00:00Z,31966458699.68067
2025-05-05T00:00:00Z,31980696718.897408
2025-05-04T00:00:00Z,32009445405.0944
2025-05-03T00:00:00Z,31992760514.0135
2025-05-02T00:00:00Z,31976876957.639915
2025-05-01T00:00:00Z,31975961277.481937
2025-04-30T00:00:00Z,31975348236.5995
2025-04-29T00:00:00Z,31970528769.36521
2025-04-28T00:00:00Z,31976477459.08308
2025-04-27T00:00:00Z,31978376793.877155
2025-04-26T00:00:00Z,31962638870.82051
2025-04-25T00:00:00Z,31951508099.719486
2025-04-24T00:00:00Z,31962834526.81932
2025-04-23T00:00:00Z,31964755677.83576
2025-04-22T00:00:00Z,31958510987.95084
2025-04-21T00:00:00Z,31949256330.469788
2025-04-20T00:00:00Z,31937093671.088802
2025-04-19T00:00:00Z,31920777052.32593
2025-04-18T00:00:00Z,31902982295.206394
2025-04-17T00:00:00Z,31887064417.410774
2025-04-16T00:00:00Z,31896910414.31858
2025-04-15T00:00:00Z,31889509210.1353
2025-04-14T00:00:00Z,31884536230.426632
2025-04-13T00:00:00Z,31871627019.921444
2025-04-12T00:00:00Z,31858866768.53833
2025-04-11T00:00:00Z,31842890426.255943
2025-04-10T00:00:00Z,31841874576.23937
2025-04-09T00:00:00Z,31846379687.181118
2025-04-08T00:00:00Z,31841288533.84154
2025-04-07T00:00:00Z,31829212817.270233
2025-04-06T00:00:00Z,31840411731.62446
2025-04-05T00:00:00Z,31825809151.541225
2025-04-04T00:00:00Z,31810819833.324776
2025-04-03T00:00:00Z,31801219381.46218
2025-04-02T00:00:00Z,31818957944.794014
2025-04-01T00:00:00Z,31815729963.973557
2025-03-31T00:00:00Z,31801866220.23565
2025-03-30T00:00:00Z,31791875361.450935
2025-03-29T00:00:00Z,31776474094.972816
2025-03-28T00:00:00Z,31759588875.978783
2025-03-27T00:00:00Z,31767929494.80247
2025-03-26T00:00:00Z,31754282075.492115
2025-03-25T00:00:00Z,31743096419.206573
2025-03-24T00:00:00Z,31731331177.73427
2025-03-23T00:00:00Z,31717167308.774113
2025-03-22T00:00:00Z,31700298646.30572
2025-03-21T00:00:00Z,31690357721.90704
2025-03-20T00:00:00Z,31674935949.886395
2025-03-19T00:00:00Z,31670835789.89816
2025-03-18T00:00:00Z,31658906745.00268
2025-03-17T00:00:00Z,31645277224.49839
2025-03-16T00:00:00Z,31632925982.729996
2025-03-15T00:00:00Z,31617122834.175156
2025-03-14T00:00:00Z,31599279952.130657
2025-03-13T00:00:00Z,31591623849.206326
2025-03-12T00:00:00Z,31582180997.301666
2025-03-11T00:00:00Z,31578483161.51187
2025-03-10T00:00:00Z,31575756903.66037
2025-03-09T00:00:00Z,31581714585.922565
2025-03-08T00:00:00Z,31566337755.811234
2025-03-07T00:00:00Z,31548832543.9165
2025-03-06T00:00:00Z,31541363892.048935
2025-03-05T00:00:00Z,31538048577.715576
2025-03-04T00:00:00Z,31525414206.063473
2025-03-03T00:00:00Z,31515028089.722626
2025-03-02T00:00:00Z,31512580544.45569
2025-03-01T00:00:00Z,31499714932.08886
2025-02-28T00:00:00Z,31484346041.876793
2025-02-27T00:00:00Z,31479247527.58068
2025-02-26T00:00:00Z,31474975496.554665
2025-02-25T00:00:00Z,31481245799.54274
2025-02-24T00:00:00Z,31488451771.463066
2025-02-23T00:00:00Z,31476632852.369385
2025-02-22T00:00:00Z,31460423012.045246
2025-02-21T00:00:00Z,31445942781.82232
2025-02-20T00:00:00Z,31433782801.502247
2025-02-19T00:00:00Z,31419719525.017323
2025-02-18T00:00:00Z,31405419804.698055
2025-02-17T00:00:00Z,31393672266.90175
2025-02-16T00:00:00Z,31378742562.612675
2025-02-15T00:00:00Z,31361960355.99499
2025-02-14T00:00:00Z,31346482063.66236
2025-02-13T00:00:00Z,31334959781.984146
2025-02-12T00:00:00Z,31321054174.347572
2025-02-11T00:00:00Z,31309287042.810795
2025-02-10T00:00:00Z,31313003765.204556
2025-02-09T00:00:00Z,31301378164.395172
2025-02-08T00:00:00Z,31321782872.757206
2025-02-07T00:00:00Z,31306834048.434948
2025-02-06T00:00:00Z,31294699129.30337
2025-02-05T00:00:00Z,31298462128.760723
2025-02-04T00:00:00Z,31314042177.473576
2025-02-03T00:00:00Z,31321044262.949123
2025-02-02T00:00:00Z,31314277540.443916
2025-02-01T00:00:00Z,31300774779.62872
2025-01-31T00:00:00Z,31286818777.64245
2025-01-30T00:00:00Z,31274490343.787064
2025-01-29T00:00:00Z,31262070667.277603
2025-01-28T00:00:00Z,31247890185.093014
2025-01-27T00:00:00Z,31237873522.653946
2025-01-26T00:00:00Z,31230214905.15822
2025-01-25T00:00:00Z,31215226340.04987
2025-01-24T00:00:00Z,31201065520.122658
2025-01-23T00:00:00Z,31189594611.427994
2025-01-22T00:00:00Z,31268625736.678253
2025-01-21T00:00:00Z,31276944642.640114
2025-01-20T00:00:00Z,31274609600.629276
2025-01-19T00:00:00Z,31269307553.29676
2025-01-18T00:00:00Z,31259362804.381603
2025-01-17T00:00:00Z,31253762837.36369
2025-01-16T00:00:00Z,31248147700.962795
2025-01-15T00:00:00Z,31240191040.540504
2025-01-14T00:00:00Z,31240345271.812202
2025-01-13T00:00:00Z,31227400734.26268
2025-01-12T00:00:00Z,31214143406.882545
2025-01-11T00:00:00Z,31198593512.796707
2025-01-10T00:00:00Z,31184114816.403423
2025-01-09T00:00:00Z,31174099375.58623
2025-01-08T00:00:00Z,31161335595.189484
2025-01-07T00:00:00Z,31151451496.0637
2025-01-06T00:00:00Z,31164778160.61622
2025-01-05T00:00:00Z,31154128502.12645
2025-01-04T00:00:00Z,31138846155.24875
2025-01-03T00:00:00Z,31124913318.876106
2025-01-02T00:00:00Z,31111259192.48379
2025-01-01T00:00:00Z,31102640760.707584
2024-12-31T00:00:00Z,31107021907.096954
2024-12-30T00:00:00Z,31123499692.03667
2024-12-29T00:00:00Z,31142094956.065983
2024-12-28T00:00:00Z,31147966758.06525
2024-12-27T00:00:00Z,31135831540.009468
2024-12-26T00:00:00Z,31144301631.98124
2024-12-25T00:00:00Z,31136870926.038303
2024-12-24T00:00:00Z,31122714583.909386
2024-12-23T00:00:00Z,31146938442.12982
2024-12-22T00:00:00Z,31170045730.24065
2024-12-21T00:00:00Z,31160367012.697384
2024-12-20T00:00:00Z,31146870925.785145
2024-12-19T00:00:00Z,31161858777.344933
2024-12-18T00:00:00Z,31189416152.910065
2024-12-17T00:00:00Z,31202463504.43946
2024-12-16T00:00:00Z,31212595328.005833
2024-12-15T00:00:00Z,31221789156.944386
2024-12-14T00:00:00Z,31212833901.10148
2024-12-13T00:00:00Z,31202493091.90875
2024-12-12T00:00:00Z,31201780982.652695
2024-12-11T00:00:00Z,31193151782.410458
2024-12-10T00:00:00Z,31206667852.76262
2024-12-09T00:00:00Z,31201448196.627216
2024-12-08T00:00:00Z,31227134129.236027
2024-12-07T00:00:00Z,31216172753.843586
2024-12-06T00:00:00Z,31205191013.625103
2024-12-05T00:00:00Z,31232516833.952053
2024-12-04T00:00:00Z,31273260891.83019
2024-12-03T00:00:00Z,31270677444.237972
2024-12-02T00:00:00Z,31292361804.36737
2024-12-01T00:00:00Z,31303656781.641933
2024-11-30T00:00:00Z,31291229850.672974
2024-11-29T00:00:00Z,31278186105.449814
2024-11-28T00:00:00Z,31271940397.94566
2024-11-27T00:00:00Z,31279028526.6608
2024-11-26T00:00:00Z,31289592271.0904
2024-11-25T00:00:00Z,31310143252.944786
2024-11-24T00:00:00Z,31317187614.155838
2024-11-23T00:00:00Z,31308730169.58613
2024-11-22T00:00:00Z,31307488627.569885
2024-11-21T00:00:00Z,31325450241.649002
2024-11-20T00:00:00Z,31358014197.131733
2024-11-19T00:00:00Z,31371188692.99785
2024-11-18T00:00:00Z,31388210984.41627
2024-11-17T00:00:00Z,31384832068.010372
2024-11-16T00:00:00Z,31374226521.825207
2024-11-15T00:00:00Z,31364604557.9628
2024-11-14T00:00:00Z,31391825750.920235
2024-11-13T00:00:00Z,31427012250.9753
2024-11-12T00:00:00Z,31442074138.412876
2024-11-11T00:00:00Z,31458228117.52427
2024-11-10T00:00:00Z,31466766794.95143
2024-11-09T00:00:00Z,31460116975.857815
2024-11-08T00:00:00Z,31445178685.1712
2024-11-07T00:00:00Z,31445046215.19425
2024-11-06T00:00:00Z,31438682170.647266
2024-11-05T00:00:00Z,31478651589.27098
2024-11-04T00:00:00Z,31469855899.692368
2024-11-03T00:00:00Z,31463382696.337776
2024-11-02T00:00:00Z,31448461786.28277
2024-11-01T00:00:00Z,31435773220.535976
2024-10-31T00:00:00Z,31429460109.110268
2024-10-30T00:00:00Z,31419950134.609425
2024-10-29T00:00:00Z,31411681482.82112
2024-10-28T00:00:00Z,31408930923.045956
2024-10-27T00:00:00Z,31398016625.96677
2024-10-26T00:00:00Z,31382816467.31346
2024-10-25T00:00:00Z,31367466440.103767
2024-10-24T00:00:00Z,31357702997.86408
2024-10-23T00:00:00Z,31343620262.148403
2024-10-22T00:00:00Z,31332037875.60758
2024-10-21T00:00:00Z,31320109284.768433
2024-10-20T00:00:00Z,31326549319.903465
2024-10-19T00:00:00Z,31325978455.439823
2024-10-18T00:00:00Z,31317042267.791706
2024-10-17T00:00:00Z,31309363769.17789
2024-10-16T00:00:00Z,31299882489.876297
2024-10-15T00:00:00Z,31288679634.87797
2024-10-14T00:00:00Z,31295368386.92078
2024-10-13T00:00:00Z,31285708896.549892
2024-10-12T00:00:00Z,31272282524.945187
2024-10-11T00:00:00Z,31259804424.045227
2024-10-10T00:00:00Z,31269608332.105057
2024-10-09T00:00:00Z,31258503178.380432
2024-10-08T00:00:00Z,31250171263.704094
2024-10-07T00:00:00Z,31313398594.49223
2024-10-06T00:00:00Z,31300684169.805283
2024-10-05T00:00:00Z,31284202992.64188
2024-10-04T00:00:00Z,31267317103.842587
2024-10-03T00:00:00Z,31256616958.43229
2024-10-02T00:00:00Z,31244696363.179607
2024-10-01T00:00:00Z,31230938125.407894
2024-09-30T00:00:00Z,31216413406.29085
2024-09-29T00:00:00Z,31205068083.0474
2024-09-28T00:00:00Z,31188647788.739075
2024-09-27T00:00:00Z,31173597465.647083
2024-09-26T00:00:00Z,31162038474.087704
2024-09-25T00:00:00Z,31158760643.15955
2024-09-24T00:00:00Z,31151176398.328606
2024-09-23T00:00:00Z,31138482567.3502
2024-09-22T00:00:00Z,31129899429.0045
2024-09-21T00:00:00Z,31113697464.30946
2024-09-20T00:00:00Z,31097948126.23125
2024-09-19T00:00:00Z,31091970478.14149
2024-09-18T00:00:00Z,31080510727.427547
2024-09-17T00:00:00Z,31072317183.871952
2024-09-16T00:00:00Z,31059798852.201954
2024-09-15T00:00:00Z,31052744196.248566
2024-09-14T00:00:00Z,31037322191.08768
2024-09-13T00:00:00Z,31020743353.272545
2024-09-12T00:00:00Z,31016267677.21492
2024-09-11T00:00:00Z,31002834290.32344
2024-09-10T00:00:00Z,30989760308.85295
2024-09-09T00:00:00Z,30980059933.50699
2024-09-08T00:00:00Z,30972280822.985683
2024-09-07T00:00:00Z,30954335714.069714
2024-09-06T00:00:00Z,30936494932.776543
2024-09-05T00:00:00Z,30929189689.807938
2024-09-04T00:00:00Z,30915732050.82713
2024-09-03T00:00:00Z,30906014975.004707
2024-09-02T00:00:00Z,30894686813.133434
2024-09-01T00:00:00Z,30879052014.338516
2024-08-31T00:00:00Z,30861356816.01839
2024-08-30T00:00:00Z,30849179744.918015
2024-08-29T00:00:00Z,30834436040.151596
2024-08-28T00:00:00Z,30855541926.258095
2024-08-27T00:00:00Z,30842614148.92706
2024-08-26T00:00:00Z,30843071259.9407
2024-08-25T00:00:00Z,30829314387.96895
2024-08-24T00:00:00Z,30811724240.552002
2024-08-23T00:00:00Z,30795984928.48946
2024-08-22T00:00:00Z,30785669812.790527
2024-08-21T00:00:00Z,30772069673.34586
2024-08-20T00:00:00Z,30761445567.876457
2024-08-19T00:00:00Z,30748851178.50028
2024-08-18T00:00:00Z,30736709612.37986
2024-08-17T00:00:00Z,30720379610.788094
2024-08-16T00:00:00Z,30702981374.263477
2024-08-15T00:00:00Z,30689113089.69687
2024-08-14T00:00:00Z,30676960287.788204
2024-08-13T00:00:00Z,30662369044.986053
2024-08-12T00:00:00Z,30649668487.126904
