Datetime,Sum Coin Age
2026-04-10T00:00:00Z,33007471339.23468
2026-04-09T00:00:00Z,32993491945.42775
2026-04-08T00:00:00Z,32979933268.841118
2026-04-07T00:00:00Z,32964208145.444534
2026-04-06T00:00:00Z,32951272187.540382
2026-04-05T00:00:00Z,32936612266.49334
2026-04-04T00:00:00Z,32931572761.044807
2026-04-03T00:00:00Z,32914035835.654655
2026-04-02T00:00:00Z,32897671692.69167
2026-04-01T00:00:00Z,32883991315.26885
2026-03-31T00:00:00Z,32869217446.12021
2026-03-30T00:00:00Z,32873197754.253
2026-03-29T00:00:00Z,32859681878.01917
2026-03-28T00:00:00Z,32842366655.15215
2026-03-27T00:00:00Z,32826427543.057938
2026-03-26T00:00:00Z,32812607080.799477
2026-03-25T00:00:00Z,32800272317.220966
2026-03-24T00:00:00Z,32785720216.25867
2026-03-23T00:00:00Z,32777221238.96176
2026-03-22T00:00:00Z,32765583838.378048
2026-03-21T00:00:00Z,32772488339.01024
2026-03-20T00:00:00Z,32754336289.181408
2026-03-19T00:00:00Z,32749528934.630386
2026-03-18T00:00:00Z,32734728457.600185
2026-03-17T00:00:00Z,32719684616.62543
2026-03-16T00:00:00Z,32707609822.775154
2026-03-15T00:00:00Z,32698507468.656998
2026-03-14T00:00:00Z,32680989031.05043
2026-03-13T00:00:00Z,32665110854.50885
2026-03-12T00:00:00Z,32652530258.437233
2026-03-11T00:00:00Z,32647930048.53308
2026-03-10T00:00:00Z,32636942210.201748
2026-03-09T00:00:00Z,32621583637.348923
2026-03-08T00:00:00Z,32610564802.6406
2026-03-07T00:00:00Z,32594654768.77833
2026-03-06T00:00:00Z,32577312124.111404
2026-03-05T00:00:00Z,32568118835.599533
2026-03-04T00:00:00Z,32554752636.061264
2026-03-03T00:00:00Z,32541473981.60201
2026-03-02T00:00:00Z,32526466113.589317
2026-03-01T00:00:00Z,32511926105.989494
2026-02-28T00:00:00Z,32494467303.537796
2026-02-27T00:00:00Z,32477002032.80168
2026-02-26T00:00:00Z,32463240686.2244
2026-02-25T00:00:00Z,32452269300.43464
2026-02-24T00:00:00Z,32439266980.91967
2026-02-23T00:00:00Z,32430519274.3029
2026-02-22T00:00:00Z,32419647363.232346
2026-02-21T00:00:00Z,32401656821.557774
2026-02-20T00:00:00Z,32386323351.99487
2026-02-19T00:00:00Z,32374679166.888153
2026-02-18T00:00:00Z,32363083398.514603
2026-02-17T00:00:00Z,32355984492.00783
2026-02-16T00:00:00Z,32341322981.742798
2026-02-15T00:00:00Z,32325238921.901707
2026-02-14T00:00:00Z,32307662433.251472
2026-02-13T00:00:00Z,32290980528.0018
2026-02-12T00:00:00Z,32288108051.418507
2026-02-11T00:00:00Z,32276488235.946564
2026-02-10T00:00:00Z,32265118188.5981
2026-02-09T00:00:00Z,32264538744.79233
2026-02-08T00:00:00Z,32253668380.307243
2026-02-07T00:00:00Z,32239417794.120827
2026-02-06T00:00:00Z,32227771779.690784
2026-02-05T00:00:00Z,32232585442.413166
2026-02-04T00:00:00Z,32249817690.673203
2026-02-03T00:00:00Z,32245044217.723972
2026-02-02T00:00:00Z,32238347632.602814
2026-02-01T00:00:00Z,32239258977.35452
2026-01-31T00:00:00Z,32228974623.95613
2026-01-30T00:00:00Z,32219487015.697964
2026-01-29T00:00:00Z,32211145007.081795
2026-01-28T00:00:00Z,32198077818.930847
2026-01-27T00:00:00Z,32184819878.508186
2026-01-26T00:00:00Z,32170252255.94696
2026-01-25T00:00:00Z,32157550830.956474
2026-01-24T00:00:00Z,32141329907.068493
2026-01-23T00:00:00Z,32125313896.053024
2026-01-22T00:00:00Z,32133471905.74273
2026-01-21T00:00:00Z,32132180409.845142
2026-01-20T00:00:00Z,32119650638.482838
2026-01-19T00:00:00Z,32110625105.362972
2026-01-18T00:00:00Z,32099164749.88133
2026-01-17T00:00:00Z,32083412631.508904
2026-01-16T00:00:00Z,32071526105.369617
2026-01-15T00:00:00Z,32057907785.67962
2026-01-14T00:00:00Z,32047547574.62267
2026-01-13T00:00:00Z,32036526632.13342
2026-01-12T00:00:00Z,32030559062.172577
2026-01-11T00:00:00Z,32022035940.59074
2026-01-10T00:00:00Z,32006150132.431896
2026-01-09T00:00:00Z,32006982040.15319
2026-01-08T00:00:00Z,31997066371.180283
2026-01-07T00:00:00Z,31985016370.458954
2026-01-06T00:00:00Z,31992531118.50968
2026-01-05T00:00:00Z,31979603080.842377
2026-01-04T00:00:00Z,31970711176.692028
2026-01-03T00:00:00Z,31954732473.666306
2026-01-02T00:00:00Z,31937919678.508183
2026-01-01T00:00:00Z,31924298003.852013
2025-12-31T00:00:00Z,31915311691.33995
2025-12-30T00:00:00Z,31915880761.451187
2025-12-29T00:00:00Z,31908628470.110546
2025-12-28T00:00:00Z,31898416671.562653
2025-12-27T00:00:00Z,31883988395.110294
2025-12-26T00:00:00Z,31867784664.34367
2025-12-25T00:00:00Z,31857889689.97418
2025-12-24T00:00:00Z,31841691925.524227
2025-12-23T00:00:00Z,31828574825.06163
2025-12-22T00:00:00Z,31829320832.817394
2025-12-21T00:00:00Z,31818179034.398357
2025-12-20T00:00:00Z,31802540043.81971
2025-12-19T00:00:00Z,31802276025.193672
2025-12-18T00:00:00Z,31796473581.458138
2025-12-17T00:00:00Z,31783398379.51046
2025-12-16T00:00:00Z,31777456068.17915
2025-12-15T00:00:00Z,31784312598.84873
2025-12-14T00:00:00Z,31774686368.678787
2025-12-13T00:00:00Z,31758752934.26559
2025-12-12T00:00:00Z,31745911326.902428
2025-12-11T00:00:00Z,31739885722.06217
2025-12-10T00:00:00Z,31730214537.858246
2025-12-09T00:00:00Z,31740904490.764355
2025-12-08T00:00:00Z,31734963839.80924
2025-12-07T00:00:00Z,31746970520.234486
2025-12-06T00:00:00Z,31733016354.217136
2025-12-05T00:00:00Z,31719726015.359962
2025-12-04T00:00:00Z,31722732579.09439
2025-12-03T00:00:00Z,31710568163.07314
2025-12-02T00:00:00Z,31713179918.32258
2025-12-01T00:00:00Z,31703313786.94999
2025-11-30T00:00:00Z,31709111529.784092
2025-11-29T00:00:00Z,31693541778.50182
2025-11-28T00:00:00Z,31676055985.5641
2025-11-27T00:00:00Z,31663901810.27526
2025-11-26T00:00:00Z,31650551505.060265
2025-11-25T00:00:00Z,31671200314.281338
2025-11-24T00:00:00Z,31666951351.775017
2025-11-23T00:00:00Z,31659956554.30048
2025-11-22T00:00:00Z,31893393095.77218
2025-11-21T00:00:00Z,32213579278.92872
2025-11-20T00:00:00Z,32218901293.21603
2025-11-19T00:00:00Z,32226147725.39037
2025-11-18T00:00:00Z,32220967919.40145
2025-11-17T00:00:00Z,32248132004.363243
2025-11-16T00:00:00Z,32256753077.80287
2025-11-15T00:00:00Z,32244595504.94785
2025-11-14T00:00:00Z,32230652517.69603
2025-11-13T00:00:00Z,32232480414.120422
2025-11-12T00:00:00Z,32239929303.74097
2025-11-11T00:00:00Z,32232298841.053833
2025-11-10T00:00:00Z,32227542856.183006
2025-11-09T00:00:00Z,32220816566.88455
2025-11-08T00:00:00Z,32203644226.892017
2025-11-07T00:00:00Z,32195495206.572445
2025-11-06T00:00:00Z,32256574349.75021
2025-11-05T00:00:00Z,32252995677.703377
2025-11-04T00:00:00Z,32250028435.22134
2025-11-03T00:00:00Z,32258301492.291344
2025-11-02T00:00:00Z,32265046984.503044
2025-11-01T00:00:00Z,32248768663.15279
2025-10-31T00:00:00Z,32243572951.338196
2025-10-30T00:00:00Z,32239408425.673874
2025-10-29T00:00:00Z,32248159456.03044
2025-10-28T00:00:00Z,32257110146.436527
2025-10-27T00:00:00Z,32275159580.31102
2025-10-26T00:00:00Z,32272032856.452805
2025-10-25T00:00:00Z,32265857744.356255
2025-10-24T00:00:00Z,32253213304.54499
2025-10-23T00:00:00Z,32248930141.722797
2025-10-22T00:00:00Z,32263254185.81201
2025-10-21T00:00:00Z,32278991315.81161
2025-10-20T00:00:00Z,32274249740.321213
2025-10-19T00:00:00Z,32260861380.951748
2025-10-18T00:00:00Z,32245434989.780457
2025-10-17T00:00:00Z,32233527007.234634
2025-10-16T00:00:00Z,32236046863.869144
2025-10-15T00:00:00Z,32228165097.278343
2025-10-14T00:00:00Z,32263173025.958916
2025-10-13T00:00:00Z,32289683971.491196
2025-10-12T00:00:00Z,32274987770.167187
2025-10-11T00:00:00Z,32261549755.720066
2025-10-10T00:00:00Z,32252747701.81679
2025-10-09T00:00:00Z,32244176588.926613
2025-10-08T00:00:00Z,32253985147.990463
2025-10-07T00:00:00Z,32253939779.134094
2025-10-06T00:00:00Z,32290645971.455994
2025-10-05T00:00:00Z,32285290518.075752
2025-10-04T00:00:00Z,32274665051.334427
2025-10-03T00:00:00Z,32264187054.058453
2025-10-02T00:00:00Z,32260176116.972534
2025-10-01T00:00:00Z,32257509480.531033
2025-09-30T00:00:00Z,32265632794.145695
2025-09-29T00:00:00Z,32267386538.81606
2025-09-28T00:00:00Z,32256143065.85468
2025-09-27T00:00:00Z,32242742656.034927
2025-09-26T00:00:00Z,32229089455.978516
2025-09-25T00:00:00Z,32227495530.61875
2025-09-24T00:00:00Z,32231934989.51926
2025-09-23T00:00:00Z,32233121651.939518
2025-09-22T00:00:00Z,32235416029.65259
2025-09-21T00:00:00Z,32224222696.212345
2025-09-20T00:00:00Z,32209445405.474514
2025-09-19T00:00:00Z,32195407437.66974
2025-09-18T00:00:00Z,32210416904.532757
2025-09-17T00:00:00Z,32202353292.034763
2025-09-16T00:00:00Z,32207034096.028732
2025-09-15T00:00:00Z,32201429168.290012
2025-09-14T00:00:00Z,32199328319.60272
2025-09-13T00:00:00Z,32183285731.50639
2025-09-12T00:00:00Z,32171588454.06308
2025-09-11T00:00:00Z,32163464558.10152
2025-09-10T00:00:00Z,32158048094.315582
2025-09-09T00:00:00Z,32148200154.534058
2025-09-08T00:00:00Z,32139512406.36291
2025-09-07T00:00:00Z,32130218692.582596
2025-09-06T00:00:00Z,32116443799.62167
2025-09-05T00:00:00Z,32103508782.810425
2025-09-04T00:00:00Z,32114579201.47829
2025-09-03T00:00:00Z,32112628573.79486
2025-09-02T00:00:00Z,32102647079.118763
2025-09-01T00:00:00Z,32090578736.958122
2025-08-31T00:00:00Z,32078017710.658253
2025-08-30T00:00:00Z,32065756726.121037
2025-08-29T00:00:00Z,32054651259.080276
2025-08-28T00:00:00Z,32116056548.070297
2025-08-27T00:00:00Z,32109019142.96364
2025-08-26T00:00:00Z,32100189186.068474
2025-08-25T00:00:00Z,32090204856.39346
2025-08-24T00:00:00Z,32083568573.04857
2025-08-23T00:00:00Z,32069195984.425148
2025-08-22T00:00:00Z,32056025983.38214
2025-08-21T00:00:00Z,32053968449.463703
