Datetime,NVT Golden Cross
2026-04-10T00:00:00Z,-0.0628263301127466
2026-04-09T00:00:00Z,-0.09721528514576569
2026-04-08T00:00:00Z,-0.1890129957349762
2026-04-07T00:00:00Z,0.08986968686537786
2026-04-06T00:00:00Z,0.2778175656059312
2026-04-05T00:00:00Z,0.014938116435542766
2026-04-04T00:00:00Z,-0.20371197944965008
2026-04-03T00:00:00Z,-0.37789326469058904
2026-04-02T00:00:00Z,-0.34905005149859303
2026-04-01T00:00:00Z,-0.21418684213644576
2026-03-31T00:00:00Z,0.056334517175081596
2026-03-30T00:00:00Z,0.5408558449792132
2026-03-29T00:00:00Z,0.6258674141157909
2026-03-28T00:00:00Z,0.5613857465790779
2026-03-27T00:00:00Z,0.4444330365573625
2026-03-26T00:00:00Z,0.5462937459035768
2026-03-25T00:00:00Z,0.5282502401608115
2026-03-24T00:00:00Z,0.7997514836633187
2026-03-23T00:00:00Z,0.932618436781798
2026-03-22T00:00:00Z,0.8260954380220483
2026-03-21T00:00:00Z,0.7062173786742225
2026-03-20T00:00:00Z,0.4013549347352722
2026-03-19T00:00:00Z,0.30326831584172825
2026-03-18T00:00:00Z,0.25429286985991284
2026-03-17T00:00:00Z,0.5071419297832629
2026-03-16T00:00:00Z,0.7216609602822754
2026-03-15T00:00:00Z,0.6703894065876451
2026-03-14T00:00:00Z,0.4380217367288496
2026-03-13T00:00:00Z,0.21261161405690074
2026-03-12T00:00:00Z,0.20221069970506567
2026-03-11T00:00:00Z,0.15553146314147895
2026-03-10T00:00:00Z,0.32592377212853163
2026-03-09T00:00:00Z,0.5362802548725518
2026-03-08T00:00:00Z,0.526355839974728
2026-03-07T00:00:00Z,0.2901675666631222
2026-03-06T00:00:00Z,0.048131750475846995
2026-03-05T00:00:00Z,-0.013210041969821385
2026-03-04T00:00:00Z,0.03325648628811811
2026-03-03T00:00:00Z,0.38561859418654376
2026-03-02T00:00:00Z,0.6339534611196113
2026-03-01T00:00:00Z,0.5734759192678512
2026-02-28T00:00:00Z,0.48484838089447563
2026-02-27T00:00:00Z,0.3338694021739336
2026-02-26T00:00:00Z,0.2911230803412519
2026-02-25T00:00:00Z,0.42309879516936033
2026-02-24T00:00:00Z,0.7079859634367609
2026-02-23T00:00:00Z,0.8098345128332834
2026-02-22T00:00:00Z,0.5563035468964306
2026-02-21T00:00:00Z,0.2799212954660764
2026-02-20T00:00:00Z,-0.03959446362170337
2026-02-19T00:00:00Z,-0.1207839595301822
2026-02-18T00:00:00Z,-0.30796162891232487
2026-02-17T00:00:00Z,-0.5014313608895767
2026-02-16T00:00:00Z,-0.8726991286168311
2026-02-15T00:00:00Z,-1.409105371316978
2026-02-14T00:00:00Z,-1.9756069953338489
2026-02-13T00:00:00Z,-2.236810051183725
2026-02-12T00:00:00Z,-2.3996417943520267
2026-02-11T00:00:00Z,-2.507880004112433
2026-02-10T00:00:00Z,-2.5375272067933152
2026-02-09T00:00:00Z,-2.7159261620003385
2026-02-08T00:00:00Z,-2.8387650928669115
