Datetime,Exchange Supply Ratio
2026-01-25T00:00:00Z,0.54794828
2026-01-24T00:00:00Z,0.54858711
2026-01-23T00:00:00Z,0.55329186
2026-01-22T00:00:00Z,0.56151547
2026-01-21T00:00:00Z,0.5653182
2026-01-20T00:00:00Z,0.56934731
2026-01-19T00:00:00Z,0.5571329
2026-01-18T00:00:00Z,0.56375304
2026-01-17T00:00:00Z,0.56441775
2026-01-16T00:00:00Z,0.56376955
2026-01-15T00:00:00Z,0.56442655
2026-01-14T00:00:00Z,0.56405837
2026-01-13T00:00:00Z,0.56442738
2026-01-12T00:00:00Z,0.56017867
2026-01-11T00:00:00Z,0.56004663
2026-01-10T00:00:00Z,0.55989891
2026-01-09T00:00:00Z,0.55934936
2026-01-08T00:00:00Z,0.57745765
2026-01-07T00:00:00Z,0.5762786
2026-01-06T00:00:00Z,0.5770421
2026-01-05T00:00:00Z,0.57603148
2026-01-04T00:00:00Z,0.57334308
2026-01-03T00:00:00Z,0.57150539
2026-01-02T00:00:00Z,0.57391208
2026-01-01T00:00:00Z,0.57089213
2025-12-31T00:00:00Z,0.57528017
2025-12-30T00:00:00Z,0.58045293
2025-12-29T00:00:00Z,0.57820313
2025-12-28T00:00:00Z,0.57749069
2025-12-27T00:00:00Z,0.57652196
2025-12-26T00:00:00Z,0.57684049
2025-12-25T00:00:00Z,0.57724845
2025-12-24T00:00:00Z,0.57709227
2025-12-23T00:00:00Z,0.57478427
2025-12-22T00:00:00Z,0.57386462
2025-12-21T00:00:00Z,0.57073547
2025-12-20T00:00:00Z,0.56981061
2025-12-19T00:00:00Z,0.57073534
2025-12-18T00:00:00Z,0.57095235
2025-12-17T00:00:00Z,0.57188173
2025-12-16T00:00:00Z,0.5673509
2025-12-15T00:00:00Z,0.56937272
2025-12-14T00:00:00Z,0.56813204
2025-12-13T00:00:00Z,0.57812891
2025-12-12T00:00:00Z,0.57866559
2025-12-11T00:00:00Z,0.57730049
2025-12-10T00:00:00Z,0.57524155
2025-12-09T00:00:00Z,0.57573777
2025-12-08T00:00:00Z,0.57394381
2025-12-07T00:00:00Z,0.57219128
2025-12-06T00:00:00Z,0.57260266
2025-12-05T00:00:00Z,0.57726234
2025-12-04T00:00:00Z,0.58474751
2025-12-03T00:00:00Z,0.58442911
2025-12-02T00:00:00Z,0.58293223
2025-12-01T00:00:00Z,0.58080349
2025-11-30T00:00:00Z,0.57712673
2025-11-29T00:00:00Z,0.57826675
2025-11-28T00:00:00Z,0.57767486
2025-11-27T00:00:00Z,0.57892831
2025-11-26T00:00:00Z,0.57506802
2025-11-25T00:00:00Z,0.57502003
2025-11-24T00:00:00Z,0.57277505
2025-11-23T00:00:00Z,0.57138639
2025-11-22T00:00:00Z,0.57067856
2025-11-21T00:00:00Z,0.56873464
2025-11-20T00:00:00Z,0.56899641
2025-11-19T00:00:00Z,0.5649721
2025-11-18T00:00:00Z,0.5644413
2025-11-17T00:00:00Z,0.56611428
2025-11-16T00:00:00Z,0.57138193
2025-11-15T00:00:00Z,0.57202662
2025-11-14T00:00:00Z,0.57023322
2025-11-13T00:00:00Z,0.5719772
2025-11-12T00:00:00Z,0.5764502
2025-11-11T00:00:00Z,0.5786582
2025-11-10T00:00:00Z,0.57709117
2025-11-09T00:00:00Z,0.57744265
2025-11-08T00:00:00Z,0.57708162
2025-11-07T00:00:00Z,0.57704665
2025-11-06T00:00:00Z,0.57621331
2025-11-05T00:00:00Z,0.57163862
2025-11-04T00:00:00Z,0.55802935
2025-11-03T00:00:00Z,0.54966943
2025-11-02T00:00:00Z,0.54259832
2025-11-01T00:00:00Z,0.54094496
2025-10-31T00:00:00Z,0.54267279
2025-10-30T00:00:00Z,0.53421354
2025-10-29T00:00:00Z,0.52953626
2025-10-28T00:00:00Z,0.52961434
2025-10-27T00:00:00Z,0.52321266
2025-10-26T00:00:00Z,0.52329644
2025-10-25T00:00:00Z,0.52817557
2025-10-24T00:00:00Z,0.526893
2025-10-23T00:00:00Z,0.52809637
2025-10-22T00:00:00Z,0.53628018
2025-10-21T00:00:00Z,0.53377771
2025-10-20T00:00:00Z,0.53368407
2025-10-19T00:00:00Z,0.53281884
2025-10-18T00:00:00Z,0.53338264
2025-10-17T00:00:00Z,0.5362127
2025-10-16T00:00:00Z,0.53747417
2025-10-15T00:00:00Z,0.53677582
2025-10-14T00:00:00Z,0.54137843
2025-10-13T00:00:00Z,0.53928902
2025-10-12T00:00:00Z,0.54773307
2025-10-11T00:00:00Z,0.54512913
2025-10-10T00:00:00Z,0.53155074
2025-10-09T00:00:00Z,0.53178926
2025-10-08T00:00:00Z,0.52936665
2025-10-07T00:00:00Z,0.52911035
2025-10-06T00:00:00Z,0.52587064
2025-10-05T00:00:00Z,0.52298557
2025-10-04T00:00:00Z,0.52480631
2025-10-03T00:00:00Z,0.52275704
2025-10-02T00:00:00Z,0.51735038
2025-10-01T00:00:00Z,0.52298124
2025-09-30T00:00:00Z,0.51648506
2025-09-29T00:00:00Z,0.51172266
2025-09-28T00:00:00Z,0.51491122
2025-09-27T00:00:00Z,0.51697726
2025-09-26T00:00:00Z,0.52116051
2025-09-25T00:00:00Z,0.52354796
2025-09-24T00:00:00Z,0.53605816
2025-09-23T00:00:00Z,0.54590235
2025-09-22T00:00:00Z,0.54529284
2025-09-21T00:00:00Z,0.53984421
2025-09-20T00:00:00Z,0.53863418
2025-09-19T00:00:00Z,0.54111112
2025-09-18T00:00:00Z,0.54175365
2025-09-17T00:00:00Z,0.53623467
2025-09-16T00:00:00Z,0.53824772
2025-09-15T00:00:00Z,0.52750427
2025-09-14T00:00:00Z,0.52650549
2025-09-13T00:00:00Z,0.53007559
2025-09-12T00:00:00Z,0.52793461
2025-09-11T00:00:00Z,0.53087593
2025-09-10T00:00:00Z,0.52712483
2025-09-09T00:00:00Z,0.52560596
2025-09-08T00:00:00Z,0.52372045
2025-09-07T00:00:00Z,0.52354237
2025-09-06T00:00:00Z,0.53541958
2025-09-05T00:00:00Z,0.53548492
2025-09-04T00:00:00Z,0.53259489
2025-09-03T00:00:00Z,0.52141529
2025-09-02T00:00:00Z,0.52341302
2025-09-01T00:00:00Z,0.52727123
2025-08-31T00:00:00Z,0.52717584
2025-08-30T00:00:00Z,0.5239845
2025-08-29T00:00:00Z,0.52428556
2025-08-28T00:00:00Z,0.52264318
2025-08-27T00:00:00Z,0.51924612
2025-08-26T00:00:00Z,0.52424749
2025-08-25T00:00:00Z,0.51770048
2025-08-24T00:00:00Z,0.51389736
2025-08-23T00:00:00Z,0.51687202
2025-08-22T00:00:00Z,0.52771643
2025-08-21T00:00:00Z,0.51661005
2025-08-20T00:00:00Z,0.51678477
2025-08-19T00:00:00Z,0.51748623
2025-08-18T00:00:00Z,0.51875495
2025-08-17T00:00:00Z,0.51516171
2025-08-16T00:00:00Z,0.51832041
2025-08-15T00:00:00Z,0.52147588
2025-08-14T00:00:00Z,0.52936362
2025-08-13T00:00:00Z,0.5173141
2025-08-12T00:00:00Z,0.51427711
2025-08-11T00:00:00Z,0.51030464
2025-08-10T00:00:00Z,0.50927382
2025-08-09T00:00:00Z,0.51014596
2025-08-08T00:00:00Z,0.51043618
2025-08-07T00:00:00Z,0.51364921
2025-08-06T00:00:00Z,0.5088903
2025-08-05T00:00:00Z,0.50856462
2025-08-04T00:00:00Z,0.50841412
2025-08-03T00:00:00Z,0.50817876
2025-08-02T00:00:00Z,0.50721963
2025-08-01T00:00:00Z,0.50570461
2025-07-31T00:00:00Z,0.50734774
2025-07-30T00:00:00Z,0.50904285
2025-07-29T00:00:00Z,0.50680883
2025-07-28T00:00:00Z,0.50389646
2025-07-27T00:00:00Z,0.50709869
2025-07-26T00:00:00Z,0.51012921
2025-07-25T00:00:00Z,0.50757886
2025-07-24T00:00:00Z,0.51638753
2025-07-23T00:00:00Z,0.52481737
2025-07-22T00:00:00Z,0.52443394
2025-07-21T00:00:00Z,0.52103468
2025-07-20T00:00:00Z,0.51552495
2025-07-19T00:00:00Z,0.52277331
2025-07-18T00:00:00Z,0.5282607
2025-07-17T00:00:00Z,0.53040067
2025-07-16T00:00:00Z,0.536918
2025-07-15T00:00:00Z,0.52712186
2025-07-14T00:00:00Z,0.52999784
2025-07-13T00:00:00Z,0.53714468
2025-07-12T00:00:00Z,0.53895359
2025-07-11T00:00:00Z,0.53796848
2025-07-10T00:00:00Z,0.53685479
2025-07-09T00:00:00Z,0.5339425
2025-07-08T00:00:00Z,0.53055834
2025-07-07T00:00:00Z,0.5304139
2025-07-06T00:00:00Z,0.52860646
2025-07-05T00:00:00Z,0.52768606
2025-07-04T00:00:00Z,0.52666954
2025-07-03T00:00:00Z,0.52776745
2025-07-02T00:00:00Z,0.53226033
2025-07-01T00:00:00Z,0.52751531
2025-06-30T00:00:00Z,0.52820217
2025-06-29T00:00:00Z,0.52571917
2025-06-28T00:00:00Z,0.52614111
2025-06-27T00:00:00Z,0.52580215
2025-06-26T00:00:00Z,0.53189127
2025-06-25T00:00:00Z,0.53087618
2025-06-24T00:00:00Z,0.53071537
2025-06-23T00:00:00Z,0.52339501
2025-06-22T00:00:00Z,0.54333499
2025-06-21T00:00:00Z,0.53446519
2025-06-20T00:00:00Z,0.53189097
2025-06-19T00:00:00Z,0.53165628
2025-06-18T00:00:00Z,0.53115555
2025-06-17T00:00:00Z,0.53766838
2025-06-16T00:00:00Z,0.53693942
2025-06-15T00:00:00Z,0.53636651
2025-06-14T00:00:00Z,0.53736229
2025-06-13T00:00:00Z,0.53797356
2025-06-12T00:00:00Z,0.53506915
2025-06-11T00:00:00Z,0.53776163
2025-06-10T00:00:00Z,0.54036404
2025-06-09T00:00:00Z,0.54947263
2025-06-08T00:00:00Z,0.5404325
2025-06-07T00:00:00Z,0.54291762
2025-06-06T00:00:00Z,0.54269445
2025-06-05T00:00:00Z,0.53913739
2025-06-04T00:00:00Z,0.54104904
2025-06-03T00:00:00Z,0.53923324
2025-06-02T00:00:00Z,0.53586374
2025-06-01T00:00:00Z,0.53482239
2025-05-31T00:00:00Z,0.53123307
2025-05-30T00:00:00Z,0.52988695
2025-05-29T00:00:00Z,0.52927637
2025-05-28T00:00:00Z,0.53451723
2025-05-27T00:00:00Z,0.53483056
2025-05-26T00:00:00Z,0.53239378
2025-05-25T00:00:00Z,0.52686051
2025-05-24T00:00:00Z,0.52777343
2025-05-23T00:00:00Z,0.52920781
2025-05-22T00:00:00Z,0.53268761
2025-05-21T00:00:00Z,0.53454726
2025-05-20T00:00:00Z,0.52078986
2025-05-19T00:00:00Z,0.51984959
2025-05-18T00:00:00Z,0.52129027
2025-05-17T00:00:00Z,0.52503274
2025-05-16T00:00:00Z,0.52799059
2025-05-15T00:00:00Z,0.52289993
2025-05-14T00:00:00Z,0.53771643
2025-05-13T00:00:00Z,0.53165079
2025-05-12T00:00:00Z,0.52916407
2025-05-11T00:00:00Z,0.52695584
2025-05-10T00:00:00Z,0.52371097
2025-05-09T00:00:00Z,0.52598693
2025-05-08T00:00:00Z,0.53289583
2025-05-07T00:00:00Z,0.5360573
2025-05-06T00:00:00Z,0.53493579
2025-05-05T00:00:00Z,0.53896738
2025-05-04T00:00:00Z,0.53875502
2025-05-03T00:00:00Z,0.5448781
2025-05-02T00:00:00Z,0.54397077
2025-05-01T00:00:00Z,0.54243752
2025-04-30T00:00:00Z,0.54069594
2025-04-29T00:00:00Z,0.54027197
2025-04-28T00:00:00Z,0.55306268
2025-04-27T00:00:00Z,0.54573174
2025-04-26T00:00:00Z,0.54867907
2025-04-25T00:00:00Z,0.54673
2025-04-24T00:00:00Z,0.54385886
2025-04-23T00:00:00Z,0.54150586
2025-04-22T00:00:00Z,0.54363975
2025-04-21T00:00:00Z,0.54097833
2025-04-20T00:00:00Z,0.53192712
2025-04-19T00:00:00Z,0.53296025
2025-04-18T00:00:00Z,0.53350003
2025-04-17T00:00:00Z,0.53627291
2025-04-16T00:00:00Z,0.53666116
2025-04-15T00:00:00Z,0.53715163
2025-04-14T00:00:00Z,0.53459278
2025-04-13T00:00:00Z,0.53711573
2025-04-12T00:00:00Z,0.54222537
2025-04-11T00:00:00Z,0.53308193
2025-04-10T00:00:00Z,0.5316894
2025-04-09T00:00:00Z,0.53229168
2025-04-08T00:00:00Z,0.53011415
2025-04-07T00:00:00Z,0.52845008
2025-04-06T00:00:00Z,0.52918985
2025-04-05T00:00:00Z,0.53306413
2025-04-04T00:00:00Z,0.53773525
2025-04-03T00:00:00Z,0.53891704
2025-04-02T00:00:00Z,0.5435691
2025-04-01T00:00:00Z,0.54604084
2025-03-31T00:00:00Z,0.54724036
2025-03-30T00:00:00Z,0.55431819
2025-03-29T00:00:00Z,0.55383453
2025-03-28T00:00:00Z,0.55454544
2025-03-27T00:00:00Z,0.56244995
2025-03-26T00:00:00Z,0.55737866
2025-03-25T00:00:00Z,0.56037381
2025-03-24T00:00:00Z,0.55292899
2025-03-23T00:00:00Z,0.55022373
2025-03-22T00:00:00Z,0.55201056
2025-03-21T00:00:00Z,0.55372039
2025-03-20T00:00:00Z,0.55829204
2025-03-19T00:00:00Z,0.56323096
2025-03-18T00:00:00Z,0.56684297
2025-03-17T00:00:00Z,0.56688033
2025-03-16T00:00:00Z,0.5689737
2025-03-15T00:00:00Z,0.56845572
2025-03-14T00:00:00Z,0.5704924
2025-03-13T00:00:00Z,0.5692093
2025-03-12T00:00:00Z,0.56830479
2025-03-11T00:00:00Z,0.56351405
2025-03-10T00:00:00Z,0.56257716
2025-03-09T00:00:00Z,0.56234375
2025-03-08T00:00:00Z,0.56187299
2025-03-07T00:00:00Z,0.56251939
2025-03-06T00:00:00Z,0.56444509
2025-03-05T00:00:00Z,0.5655519
2025-03-04T00:00:00Z,0.56381061
2025-03-03T00:00:00Z,0.56132174
2025-03-02T00:00:00Z,0.56357869
2025-03-01T00:00:00Z,0.56745288
2025-02-28T00:00:00Z,0.56441793
2025-02-27T00:00:00Z,0.54623859
2025-02-26T00:00:00Z,0.54564989
2025-02-25T00:00:00Z,0.5494123
2025-02-24T00:00:00Z,0.55386822
2025-02-23T00:00:00Z,0.55117204
2025-02-22T00:00:00Z,0.55629172
2025-02-21T00:00:00Z,0.56834871
2025-02-20T00:00:00Z,0.56646387
2025-02-19T00:00:00Z,0.56316402
2025-02-18T00:00:00Z,0.55257468
2025-02-17T00:00:00Z,0.55456767
2025-02-16T00:00:00Z,0.5549101
2025-02-15T00:00:00Z,0.55454026
2025-02-14T00:00:00Z,0.5553523
2025-02-13T00:00:00Z,0.55559626
2025-02-12T00:00:00Z,0.55445606
2025-02-11T00:00:00Z,0.55500606
2025-02-10T00:00:00Z,0.55731887
2025-02-09T00:00:00Z,0.55780204
2025-02-08T00:00:00Z,0.55777878
2025-02-07T00:00:00Z,0.56059087
2025-02-06T00:00:00Z,0.55932633
2025-02-05T00:00:00Z,0.56068088
2025-02-04T00:00:00Z,0.55396333
2025-02-03T00:00:00Z,0.54993956
2025-02-02T00:00:00Z,0.53974589
2025-02-01T00:00:00Z,0.53701597
2025-01-31T00:00:00Z,0.53875946
2025-01-30T00:00:00Z,0.5416554
2025-01-29T00:00:00Z,0.53926423
2025-01-28T00:00:00Z,0.53961233
2025-01-27T00:00:00Z,0.54460002
2025-01-26T00:00:00Z,0.54370604
2025-01-25T00:00:00Z,0.540625
2025-01-24T00:00:00Z,0.54332699
2025-01-23T00:00:00Z,0.53880811
2025-01-22T00:00:00Z,0.53564321
2025-01-21T00:00:00Z,0.53469946
2025-01-20T00:00:00Z,0.53235007
2025-01-19T00:00:00Z,0.52614995
2025-01-18T00:00:00Z,0.53627678
2025-01-17T00:00:00Z,0.54184689
2025-01-16T00:00:00Z,0.54019382
2025-01-15T00:00:00Z,0.5395689
2025-01-14T00:00:00Z,0.53650334
2025-01-13T00:00:00Z,0.53494943
2025-01-12T00:00:00Z,0.53082716
2025-01-11T00:00:00Z,0.53110441
2025-01-10T00:00:00Z,0.53359076
2025-01-09T00:00:00Z,0.53297999
2025-01-08T00:00:00Z,0.53209123
2025-01-07T00:00:00Z,0.53510975
2025-01-06T00:00:00Z,0.52933275
2025-01-05T00:00:00Z,0.52607616
2025-01-04T00:00:00Z,0.52490331
2025-01-03T00:00:00Z,0.52524597
2025-01-02T00:00:00Z,0.52183273
2025-01-01T00:00:00Z,0.52303845
2024-12-31T00:00:00Z,0.52838875
2024-12-30T00:00:00Z,0.53351694
2024-12-29T00:00:00Z,0.52949202
2024-12-28T00:00:00Z,0.53006016
2024-12-27T00:00:00Z,0.53161398
2024-12-26T00:00:00Z,0.52984552
2024-12-25T00:00:00Z,0.52955953
2024-12-24T00:00:00Z,0.52914302
2024-12-23T00:00:00Z,0.52810413
2024-12-22T00:00:00Z,0.5329096
2024-12-21T00:00:00Z,0.53566033
2024-12-20T00:00:00Z,0.53618342
2024-12-19T00:00:00Z,0.53640981
2024-12-18T00:00:00Z,0.53620821
2024-12-17T00:00:00Z,0.5374885
2024-12-16T00:00:00Z,0.53343839
2024-12-15T00:00:00Z,0.53780854
2024-12-14T00:00:00Z,0.53908038
2024-12-13T00:00:00Z,0.54182493
2024-12-12T00:00:00Z,0.53582257
2024-12-11T00:00:00Z,0.54066792
2024-12-10T00:00:00Z,0.53831678
2024-12-09T00:00:00Z,0.53288066
2024-12-08T00:00:00Z,0.52812674
2024-12-07T00:00:00Z,0.52845804
2024-12-06T00:00:00Z,0.52218265
2024-12-05T00:00:00Z,0.52881724
2024-12-04T00:00:00Z,0.52834932
2024-12-03T00:00:00Z,0.52280459
2024-12-02T00:00:00Z,0.52046495
2024-12-01T00:00:00Z,0.52039197
2024-11-30T00:00:00Z,0.51920672
2024-11-29T00:00:00Z,0.52081606
2024-11-28T00:00:00Z,0.52068032
2024-11-27T00:00:00Z,0.51194488
2024-11-26T00:00:00Z,0.50602263
2024-11-25T00:00:00Z,0.504588
2024-11-24T00:00:00Z,0.50316252
2024-11-23T00:00:00Z,0.49980946
2024-11-22T00:00:00Z,0.51132488
2024-11-21T00:00:00Z,0.50434405
2024-11-20T00:00:00Z,0.50406248
2024-11-19T00:00:00Z,0.49863331
2024-11-18T00:00:00Z,0.50101817
2024-11-17T00:00:00Z,0.49431021
2024-11-16T00:00:00Z,0.49429578
2024-11-15T00:00:00Z,0.49238299
2024-11-14T00:00:00Z,0.49062613
2024-11-13T00:00:00Z,0.49088861
2024-11-12T00:00:00Z,0.49022421
2024-11-11T00:00:00Z,0.46073196
2024-11-10T00:00:00Z,0.47264542
2024-11-09T00:00:00Z,0.46894097
2024-11-08T00:00:00Z,0.47458861
2024-11-07T00:00:00Z,0.46880409
2024-11-06T00:00:00Z,0.46366508
2024-11-05T00:00:00Z,0.44438317
2024-11-04T00:00:00Z,0.44581337
2024-11-03T00:00:00Z,0.44287904
2024-11-02T00:00:00Z,0.44197062
2024-11-01T00:00:00Z,0.44321112
2024-10-31T00:00:00Z,0.44260032
2024-10-30T00:00:00Z,0.44430728
2024-10-29T00:00:00Z,0.44509583
2024-10-28T00:00:00Z,0.4417352
2024-10-27T00:00:00Z,0.43949495
2024-10-26T00:00:00Z,0.43886645
2024-10-25T00:00:00Z,0.43804497
2024-10-24T00:00:00Z,0.43761486
2024-10-23T00:00:00Z,0.43754174
2024-10-22T00:00:00Z,0.44062971
2024-10-21T00:00:00Z,0.44212814
2024-10-20T00:00:00Z,0.4423736
2024-10-19T00:00:00Z,0.44246245
2024-10-18T00:00:00Z,0.44249151
2024-10-17T00:00:00Z,0.43847723
2024-10-16T00:00:00Z,0.44020418
2024-10-15T00:00:00Z,0.43818916
2024-10-14T00:00:00Z,0.4364957
2024-10-13T00:00:00Z,0.43629378
2024-10-12T00:00:00Z,0.43629749
2024-10-11T00:00:00Z,0.43594385
2024-10-10T00:00:00Z,0.43100917
2024-10-09T00:00:00Z,0.43255862
2024-10-08T00:00:00Z,0.43573528
2024-10-07T00:00:00Z,0.43613217
2024-10-06T00:00:00Z,0.43347954
2024-10-05T00:00:00Z,0.43362081
2024-10-04T00:00:00Z,0.43376879
2024-10-03T00:00:00Z,0.43115806
2024-10-02T00:00:00Z,0.43017545
2024-10-01T00:00:00Z,0.42879846
2024-09-30T00:00:00Z,0.43032559
2024-09-29T00:00:00Z,0.42958373
2024-09-28T00:00:00Z,0.42848519
2024-09-27T00:00:00Z,0.42827723
2024-09-26T00:00:00Z,0.4274083
2024-09-25T00:00:00Z,0.42595333
2024-09-24T00:00:00Z,0.42596025
2024-09-23T00:00:00Z,0.42315519
2024-09-22T00:00:00Z,0.42501085
2024-09-21T00:00:00Z,0.42631826
2024-09-20T00:00:00Z,0.4256283
2024-09-19T00:00:00Z,0.42600202
2024-09-18T00:00:00Z,0.42586449
2024-09-17T00:00:00Z,0.42723943
2024-09-16T00:00:00Z,0.42582217
2024-09-15T00:00:00Z,0.43217195
2024-09-14T00:00:00Z,0.43167871
2024-09-13T00:00:00Z,0.43337882
2024-09-12T00:00:00Z,0.43348685
2024-09-11T00:00:00Z,0.43468708
2024-09-10T00:00:00Z,0.43562951
2024-09-09T00:00:00Z,0.43570374
2024-09-08T00:00:00Z,0.435078
2024-09-07T00:00:00Z,0.43482161
2024-09-06T00:00:00Z,0.43284685
2024-09-05T00:00:00Z,0.43350277
2024-09-04T00:00:00Z,0.43286701
2024-09-03T00:00:00Z,0.43058339
2024-09-02T00:00:00Z,0.43416052
2024-09-01T00:00:00Z,0.43321071
2024-08-31T00:00:00Z,0.43291067
2024-08-30T00:00:00Z,0.43299113
2024-08-29T00:00:00Z,0.43580135
2024-08-28T00:00:00Z,0.43410342
2024-08-27T00:00:00Z,0.42975213
2024-08-26T00:00:00Z,0.42831267
2024-08-25T00:00:00Z,0.426518
2024-08-24T00:00:00Z,0.42283476
2024-08-23T00:00:00Z,0.42427083
2024-08-22T00:00:00Z,0.42069303
2024-08-21T00:00:00Z,0.41547303
2024-08-20T00:00:00Z,0.41447124
2024-08-19T00:00:00Z,0.41586252
2024-08-18T00:00:00Z,0.41476237
2024-08-17T00:00:00Z,0.41484114
2024-08-16T00:00:00Z,0.41234292
2024-08-15T00:00:00Z,0.40948968
2024-08-14T00:00:00Z,0.40918521
2024-08-13T00:00:00Z,0.40504232
2024-08-12T00:00:00Z,0.40823003
2024-08-11T00:00:00Z,0.40740099
2024-08-10T00:00:00Z,0.40722368
2024-08-09T00:00:00Z,0.40805749
2024-08-08T00:00:00Z,0.40581431
2024-08-07T00:00:00Z,0.39745595
2024-08-06T00:00:00Z,0.39147105
2024-08-05T00:00:00Z,0.3832905
2024-08-04T00:00:00Z,0.38068997
2024-08-03T00:00:00Z,0.3786426
2024-08-02T00:00:00Z,0.37784155
2024-08-01T00:00:00Z,0.38036169
2024-07-31T00:00:00Z,0.38166928
2024-07-30T00:00:00Z,0.38244055
2024-07-29T00:00:00Z,0.38077363
2024-07-28T00:00:00Z,0.38512203
2024-07-27T00:00:00Z,0.38580922
2024-07-26T00:00:00Z,0.38354558
2024-07-25T00:00:00Z,0.38294461
2024-07-24T00:00:00Z,0.38463885
2024-07-23T00:00:00Z,0.38364138
2024-07-22T00:00:00Z,0.38688538
2024-07-21T00:00:00Z,0.38687773
2024-07-20T00:00:00Z,0.38339629
2024-07-19T00:00:00Z,0.38304787
2024-07-18T00:00:00Z,0.38342815
2024-07-17T00:00:00Z,0.38307466
2024-07-16T00:00:00Z,0.37948782
2024-07-15T00:00:00Z,0.3739315
2024-07-14T00:00:00Z,0.37068866
2024-07-13T00:00:00Z,0.37059013
2024-07-12T00:00:00Z,0.3704852
2024-07-11T00:00:00Z,0.37002796
2024-07-10T00:00:00Z,0.36986923
2024-07-09T00:00:00Z,0.37035892
2024-07-08T00:00:00Z,0.37289158
2024-07-07T00:00:00Z,0.37325173
2024-07-06T00:00:00Z,0.37310688
2024-07-05T00:00:00Z,0.3721631
2024-07-04T00:00:00Z,0.36895494
2024-07-03T00:00:00Z,0.37112334
2024-07-02T00:00:00Z,0.37230748
2024-07-01T00:00:00Z,0.37404202
2024-06-30T00:00:00Z,0.37586667
2024-06-29T00:00:00Z,0.37874803
2024-06-28T00:00:00Z,0.37661975
2024-06-27T00:00:00Z,0.37722845
2024-06-26T00:00:00Z,0.37806107
2024-06-25T00:00:00Z,0.37869525
2024-06-24T00:00:00Z,0.37853022
2024-06-23T00:00:00Z,0.37891478
2024-06-22T00:00:00Z,0.37932456
2024-06-21T00:00:00Z,0.38051468
2024-06-20T00:00:00Z,0.38489126
2024-06-19T00:00:00Z,0.38574921
2024-06-18T00:00:00Z,0.38682059
2024-06-17T00:00:00Z,0.38478412
2024-06-16T00:00:00Z,0.3840125
2024-06-15T00:00:00Z,0.3841609
