date,Tokens Transferred (Total)
2018-12-01,1077369.91081
2018-12-02,1039185.175459
2018-12-03,1433264.744166
2018-12-04,1245648.176959
2018-12-05,572631.29925
2018-12-06,5520093.424488
2018-12-07,2464611.769746
2018-12-08,3184901.389621
2018-12-09,2329540.125092
2018-12-10,6571963.369364
2018-12-11,9497077.159965
2018-12-12,8966752.167656
2018-12-13,10020619.68481
2018-12-14,19639275.881785
2018-12-15,6640969.808835
2018-12-16,10962948.87986
2018-12-17,23603624.586277
2018-12-18,37477632.7202
2018-12-19,42351247.688367
2018-12-20,47147458.84351
2018-12-21,3246257.817576
2018-12-22,2546155.320744
2018-12-23,1493439.387475
2018-12-24,5004371.235271
2018-12-25,466088.510305
2018-12-26,1641807.106112
2018-12-27,386050.800256
2018-12-28,1244760.848876
2018-12-29,588873.424166
2018-12-30,426442.336869
2018-12-31,587160.342
2019-01-01,1003304.872434
2019-01-02,409257.543484
2019-01-03,448443.465637
2019-01-04,1284254.307728
2019-01-05,728302.627055
2019-01-06,249863.739378
2019-01-07,1076874.527039
2019-01-08,241544.317836
2019-01-09,282141.458123
2019-01-10,893423.173562
2019-01-11,1533255.327219
2019-01-12,4595789.623572
2019-01-13,1387594.606947
2019-01-14,1841012.601263
2019-01-15,1281202.752677
2019-01-16,222437.442323
2019-01-17,701977.069352
2019-01-18,89369.583118
2019-01-19,161974.591895
2019-01-20,181605.434129
2019-01-21,380724.333012
2019-01-22,361181.931335
2019-01-23,706920.472147
2019-01-24,979339.671657
2019-01-25,357416.074828
2019-01-26,219248.879115
2019-01-27,2292617.550027
2019-01-28,3960526.561515
2019-01-29,4442708.817243
2019-01-30,1625124.793731
2019-01-31,461509.670692
2019-02-01,455907.024437
2019-02-02,254435.509325
2019-02-03,583092.099033
2019-02-04,876385.628899
2019-02-05,465920.267955
2019-02-06,700270.570308
2019-02-07,126099.073616
2019-02-08,286171.362957
2019-02-09,289195.206884
2019-02-10,446351.995823
2019-02-11,563109.346509
2019-02-12,178344.117572
2019-02-13,175203.46688
2019-02-14,2460545.541606
2019-02-15,1041113.23511
2019-02-16,2128088.684291
2019-02-17,420951.425291
2019-02-18,974602.576484
2019-02-19,1020304.757168
2019-02-20,661323.392188
2019-02-21,905844.942597
2019-02-22,85486983.124502
2019-02-23,1030547.434746
2019-02-24,3558306.13615
2019-02-25,3308835.435566
2019-02-26,6675434.461655
2019-02-27,3553414.344874
2019-02-28,3938232.923585
2019-03-01,3009986.160075
2019-03-02,7379493.353517
2019-03-03,1625895.98223
2019-03-04,3459125.396635
2019-03-05,14320123.904923
2019-03-06,5259367.595125
2019-03-07,4073247.498607
2019-03-08,2835164.93184
2019-03-09,3033813.237293
2019-03-10,2489021.364529
2019-03-11,10924750.90362
2019-03-12,6614677.75827
2019-03-13,6569770.103988
2019-03-14,4266550.415793
2019-03-15,3803698.179983
2019-03-16,4364949.42409
2019-03-17,2640451.092799
2019-03-18,12997543.393997
2019-03-19,5908273.256258
2019-03-20,9247928.219978
2019-03-21,7134951.785517
2019-03-22,15382165.689602
2019-03-23,5879876.062564
2019-03-24,3551776.229711
2019-03-25,6324727.198829
2019-03-26,8306890.382317
2019-03-27,8175930.877583
2019-03-28,6471772.751155
2019-03-29,6612221.42464
2019-03-30,3149093.544225
2019-03-31,7892134.061385
2019-04-01,6150521.780015
2019-04-02,23574441.019256
2019-04-03,22261867.181967
2019-04-04,31031398.237243
2019-04-05,27754252.421417
2019-04-06,49881482.52515
2019-04-07,87430149.70939
2019-04-08,148153285.912684
2019-04-09,61769566.716853
2019-04-10,222225006.047297
2019-04-11,129015707.503647
2019-04-12,87459181.957687
2019-04-13,62003883.025918
2019-04-14,35010316.753104
2019-04-15,136891199.074146
2019-04-16,89883110.119351
2019-04-17,66952209.857927
2019-04-18,70965413.352427
2019-04-19,39737883.31288
2019-04-20,38145148.397951
2019-04-21,81681217.844136
2019-04-22,75137577.367489
2019-04-23,85190201.541065
2019-04-24,237693873.520745
2019-04-25,349024172.590555
2019-04-26,178099637.034257
2019-04-27,28766876.874097
2019-04-28,27502422.798778
2019-04-29,39442843.081755
2019-04-30,79935763.378634
2019-05-01,23149832.292388
2019-05-02,37870372.382522
2019-05-03,34313227.150776
2019-05-04,36221363.164063
2019-05-05,30713050.116192
2019-05-06,51606522.129749
2019-05-07,54132359.437613
2019-05-08,64389756.895625
2019-05-09,88073899.449072
2019-05-10,83405011.975709
2019-05-11,106179328.245158
2019-05-12,67938569.152327
2019-05-13,98341361.170865
2019-05-14,172386374.565799
2019-05-15,142382901.862006
2019-05-16,173012847.894361
2019-05-17,131069522.119012
2019-05-18,66508715.234349
2019-05-19,76404221.671373
2019-05-20,148743252.114101
2019-05-21,185072233.271552
2019-05-22,109802681.497479
2019-05-23,156993097.53231
2019-05-24,515065402.203132
2019-05-25,96342297.518557
2019-05-26,93303992.385949
2019-05-27,179473350.904761
2019-05-28,172744673.410071
2019-05-29,335952394.723242
2019-05-30,169154425.429054
2019-05-31,220243514.719808
2019-06-01,119004273.698804
2019-06-02,74560350.418214
2019-06-03,165344537.622849
2019-06-04,250255743.502265
2019-06-05,203570660.105331
2019-06-06,512611056.470604
2019-06-07,89692367.825332
2019-06-08,59391942.511428
2019-06-09,77511901.931608
2019-06-10,219656965.425092
2019-06-11,357137300.286605
2019-06-12,254568322.829434
2019-06-13,240714179.01829
2019-06-14,176083015.339966
2019-06-15,174728548.215186
2019-06-16,305101833.907115
2019-06-17,292897910.632673
2019-06-18,169041280.137247
2019-06-19,133354681.693207
2019-06-20,198064930.772428
2019-06-21,284787431.537185
2019-06-22,239955847.597484
2019-06-23,134741461.61236
2019-06-24,182907693.270578
2019-06-25,177636895.633109
2019-06-26,159986698.392556
2019-06-27,239619731.425774
2019-06-28,251435000.210619
2019-06-29,181910586.702935
2019-06-30,153208645.862487
2019-07-01,314076267.274677
2019-07-02,194549815.902464
2019-07-03,246670978.488234
2019-07-04,633220096.097697
2019-07-05,344501072.475429
2019-07-06,293070778.786869
2019-07-07,200454867.55965
2019-07-08,637239618.19025
2019-07-09,1388742646.889859
2019-07-10,704631446.162791
2019-07-11,738105180.835494
2019-07-12,404827863.592214
2019-07-13,284961730.290309
2019-07-14,331249593.903014
2019-07-15,574156834.759938
2019-07-16,492431240.079693
2019-07-17,653895750.324498
2019-07-18,512197141.739464
2019-07-19,410042438.232888
2019-07-20,265992699.956077
2019-07-21,234410071.382764
2019-07-22,396121080.906143
2019-07-23,313055845.655001
2019-07-24,299535994.214354
2019-07-25,357253630.497186
2019-07-26,400766924.46694
2019-07-27,508430659.278947
2019-07-28,263821211.825177
2019-07-29,395687128.559413
2019-07-30,391842133.732001
2019-07-31,453803594.454246
2019-08-01,355857355.322051
2019-08-02,574845462.655998
2019-08-03,324642827.268353
2019-08-04,318908604.395714
2019-08-05,827995354.290381
2019-08-06,611309616.183484
2019-08-07,616182083.487009
2019-08-08,605317783.862514
2019-08-09,576803614.517239
2019-08-10,536722849.104212
2019-08-11,328822113.223806
2019-08-12,425227259.046369
2019-08-13,503047407.988126
2019-08-14,707862604.767295
2019-08-15,613536977.431214
2019-08-16,522086538.855805
2019-08-17,264847042.791899
2019-08-18,273040505.488501
2019-08-19,499198848.900948
2019-08-20,481957432.776625
2019-08-21,627445048.997276
2019-08-22,487072761.089712
2019-08-23,422398843.886776
2019-08-24,368443231.171537
2019-08-25,330679911.351114
2019-08-26,615581204.528198
2019-08-27,475275966.917367
2019-08-28,604617473.6788
2019-08-29,574405660.526259
2019-08-30,458078646.952941
2019-08-31,379846044.061767
2019-09-01,309625206.115998
2019-09-02,728607711.951901
2019-09-03,743063468.321101
2019-09-04,603050325.228533
2019-09-05,632361560.300751
2019-09-06,835816366.970778
2019-09-07,395135702.697174
2019-09-08,414915459.754213
2019-09-09,619219916.16569
2019-09-10,797891232.729501
2019-09-11,555761629.805538
2019-09-12,1615910985.829828
2019-09-13,521720951.458366
2019-09-14,343596100.069835
2019-09-15,375683356.535637
2019-09-16,838907210.990574
2019-09-17,743939197.047225
2019-09-18,746596676.255495
2019-09-19,926837272.166951
2019-09-20,738627549.463729
2019-09-21,346187870.255305
2019-09-22,338699097.428877
2019-09-23,627010643.934843
2019-09-24,1138140823.171514
2019-09-25,1072312084.082942
2019-09-26,685730115.565373
2019-09-27,550450768.305253
2019-09-28,444279276.764459
2019-09-29,415897046.939108
2019-09-30,671056231.395407
2019-10-01,448370635.728665
2019-10-02,356655512.719409
2019-10-03,478869231.391096
2019-10-04,365659798.346419
2019-10-05,325577029.618386
2019-10-06,318103945.38101
2019-10-07,481157411.625794
2019-10-08,662853791.346475
2019-10-09,763968741.644275
2019-10-10,778803015.29416
2019-10-11,667861314.751474
2019-10-12,380430005.501766
2019-10-13,322091213.375946
2019-10-14,505199348.338771
2019-10-15,538530462.513477
2019-10-16,572833753.739998
2019-10-17,657724091.829939
2019-10-18,497691328.683177
2019-10-19,382119802.666569
2019-10-20,427685441.087213
2019-10-21,659110316.787945
2019-10-22,726927943.96551
2019-10-23,1027293727.513056
2019-10-24,1164084154.869146
2019-10-25,1495369157.916569
2019-10-26,1403991295.922524
2019-10-27,681516713.137438
2019-10-28,1588028363.224188
2019-10-29,2038849346.093724
2019-10-30,1304006976.230591
2019-10-31,1167535597.05198
2019-11-01,853382062.445441
2019-11-02,844804389.958931
2019-11-03,603860515.953597
2019-11-04,856232651.168655
2019-11-05,966311882.375827
2019-11-06,811365334.956597
2019-11-07,763596185.708438
2019-11-08,835256045.38226
2019-11-09,505684841.550454
2019-11-10,490266114.587892
2019-11-11,957093429.983055
2019-11-12,935495482.768795
2019-11-13,895241383.664168
2019-11-14,679764524.936747
2019-11-15,693056265.376804
2019-11-16,409825939.001601
2019-11-17,432689975.103236
2019-11-18,825827380.233265
2019-11-19,840613540.708318
2019-11-20,747709014.513305
2019-11-21,1072710639.253931
2019-11-22,1129135352.284577
2019-11-23,560607372.626131
2019-11-24,473618091.552929
2019-11-25,1081458475.603322
2019-11-26,671469295.181552
2019-11-27,896411533.766293
2019-11-28,690350436.743752
2019-11-29,809944781.451558
2019-11-30,444773420.607632
2019-12-01,528916485.027291
2019-12-02,665500734.024345
2019-12-03,640010999.669805
2019-12-04,731786098.707048
2019-12-05,706382081.89704
2019-12-06,639031178.702062
2019-12-07,443657870.572422
2019-12-08,259981130.231949
2019-12-09,1126460391.521635
2019-12-10,987253551.438414
2019-12-11,934036137.619615
2019-12-12,739849736.620912
2019-12-13,552926938.64821
2019-12-14,423715653.898498
2019-12-15,423995739.306125
2019-12-16,820917415.768243
2019-12-17,706157977.573832
2019-12-18,945814931.441036
2019-12-19,798161731.02282
2019-12-20,694741047.850874
2019-12-21,418367443.643952
2019-12-22,380013359.975416
2019-12-23,971568756.371562
2019-12-24,644221599.368431
2019-12-25,506587466.720521
2019-12-26,618650382.25918
2019-12-27,660898253.151399
2019-12-28,387853759.981835
2019-12-29,389307277.470393
2019-12-30,718913916.626294
2019-12-31,541334190.901612
2020-01-01,281336940.402704
2020-01-02,466767347.458502
2020-01-03,726525653.756155
2020-01-04,439553836.572315
2020-01-05,352050534.998498
2020-01-06,711038964.258409
2020-01-07,764699244.08009
2020-01-08,770569558.556548
2020-01-09,661822753.555469
2020-01-10,707444497.595574
2020-01-11,410801533.398287
2020-01-12,335591885.970498
2020-01-13,685450452.348573
2020-01-14,1036502787.722162
2020-01-15,890485640.658865
2020-01-16,829337826.290323
2020-01-17,843035947.465888
2020-01-18,509258995.646465
2020-01-19,561302141.246771
2020-01-20,677109526.860842
2020-01-21,691722555.791339
2020-01-22,580376842.873332
2020-01-23,557910256.119127
2020-01-24,357315773.471984
2020-01-25,156295808.794021
2020-01-26,177434509.943978
2020-01-27,463609886.368025
2020-01-28,418402468.896911
2020-01-29,534670101.355392
2020-01-30,524495246.037465
2020-01-31,576230564.64486
2020-02-01,348660872.377988
2020-02-02,363055576.994698
2020-02-03,723004676.351341
2020-02-04,712915365.696019
2020-02-05,888590635.918106
2020-02-06,943286751.256183
2020-02-07,753743092.333391
2020-02-08,503511047.076245
2020-02-09,620576731.859923
2020-02-10,793013761.251931
2020-02-11,837736126.665355
2020-02-12,1011855973.027789
2020-02-13,1019583900.849921
2020-02-14,805877978.638043
2020-02-15,668502653.811602
2020-02-16,539611589.856403
2020-02-17,875392715.780337
2020-02-18,800420334.325523
2020-02-19,935180812.922221
2020-02-20,1951372084.660172
2020-02-21,692972261.534007
2020-02-22,398069151.618472
2020-02-23,537445394.142396
2020-02-24,879098093.114884
2020-02-25,747808841.703825
2020-02-26,965100566.806022
2020-02-27,906933681.6472
2020-02-28,792412360.796264
2020-02-29,524971536.028386
2020-03-01,441351537.614825
2020-03-02,945700192.164498
2020-03-03,883154865.789631
2020-03-04,729315789.285113
2020-03-05,1500211094.179622
2020-03-06,801067343.874037
2020-03-07,537471287.459557
2020-03-08,811011341.341427
2020-03-09,1339367126.155679
2020-03-10,1025223862.254188
2020-03-11,1077631874.90583
2020-03-12,1672697514.098957
2020-03-13,2493125829.661315
2020-03-14,910859414.764533
2020-03-15,833933440.59182
2020-03-16,1782933697.807526
2020-03-17,1873008439.73965
2020-03-18,1365507625.896428
2020-03-19,1716230909.280346
2020-03-20,1357326492.069169
2020-03-21,605855388.725283
2020-03-22,551592539.91421
2020-03-23,1087058591.66594
2020-03-24,1503119865.461209
2020-03-25,1315111286.163267
2020-03-26,1109176921.989576
2020-03-27,941237236.980274
2020-03-28,969462203.121412
2020-03-29,533877127.757989
2020-03-30,1261841992.637792
2020-03-31,909636504.690823
2020-04-01,1340905536.103311
2020-04-02,1633678948.5763
2020-04-03,929239210.177718
2020-04-04,544319830.305771
2020-04-05,386089509.64181
2020-04-06,1109769941.419495
2020-04-07,1040489467.996459
2020-04-08,830842687.552063
2020-04-09,808765520.154782
2020-04-10,942629829.981243
2020-04-11,650405690.377146
2020-04-12,737632126.447356
2020-04-13,1300572031.903418
2020-04-14,1524448439.003337
2020-04-15,1250830179.578513
2020-04-16,1386636911.708287
2020-04-17,1087854658.342688
2020-04-18,831529150.500616
2020-04-19,584503218.262328
2020-04-20,1155366966.876519
2020-04-21,1612778722.4329
2020-04-22,1604926861.076675
2020-04-23,1313354856.625774
2020-04-24,1444752884.716362
2020-04-25,618137208.360064
2020-04-26,657419484.088521
2020-04-27,1268005673.945289
2020-04-28,1262171209.579927
2020-04-29,2006375842.368835
2020-04-30,1813621845.916456
2020-05-01,893312707.722921
2020-05-02,597196987.721717
2020-05-03,657734048.820183
2020-05-04,1044404409.319426
2020-05-05,1167410842.157442
2020-05-06,1508119815.621688
2020-05-07,1671898296.561035
2020-05-08,2102058108.808956
2020-05-09,898810078.935478
2020-05-10,1137200892.781711
2020-05-11,1515643456.204432
2020-05-12,1218194831.475608
2020-05-13,1387922886.752767
2020-05-14,1617233841.672977
2020-05-15,1200649344.166721
2020-05-16,781544691.663976
2020-05-17,772779710.268469
2020-05-18,1810222893.328098
2020-05-19,1568251793.704917
2020-05-20,1625430917.046402
2020-05-21,1440278447.236482
2020-05-22,1219921641.849669
2020-05-23,728713588.731621
2020-05-24,694006745.379095
2020-05-25,1223547689.204799
2020-05-26,1113160740.647001
2020-05-27,1331089038.422562
2020-05-28,1652001880.306526
2020-05-29,1619294248.999547
2020-05-30,1017828692.831803
2020-05-31,886421731.095259
2020-06-01,1588188391.547051
2020-06-02,2207611151.120103
2020-06-03,1437917801.708707
2020-06-04,1518825666.460704
2020-06-05,1410354733.656161
2020-06-06,764249008.126964
2020-06-07,758728412.625412
2020-06-08,1607788954.932294
2020-06-09,1650941856.314935
2020-06-10,1689894296.701035
2020-06-11,1924528786.657541
2020-06-12,1452495956.679898
2020-06-13,775569976.496572
2020-06-14,691596458.916977
2020-06-15,1688869488.545538
2020-06-16,1840545172.907711
2020-06-17,1775715752.530972
2020-06-18,1986143055.706627
2020-06-19,2206478750.675273
2020-06-20,1172260816.287247
2020-06-21,1371264014.049431
2020-06-22,2270140416.640747
2020-06-23,1914652941.052002
2020-06-24,1907071406.637794
2020-06-25,1485395085.355044
2020-06-26,1408998277.045058
2020-06-27,844840505.750004
2020-06-28,925069046.049158
2020-06-29,3079891896.762772
2020-06-30,1594998656.540606
2020-07-01,1526716877.035245
2020-07-02,2025612888.766023
2020-07-03,1611418730.791811
2020-07-04,915623626.179579
2020-07-05,824945893.231447
2020-07-06,2000703990.966383
2020-07-07,1752657739.257406
2020-07-08,2060023853.464084
2020-07-09,1929663445.946288
2020-07-10,1696997173.241037
2020-07-11,996314407.974836
2020-07-12,1094806163.289855
2020-07-13,2048220487.243385
2020-07-14,2065251693.257692
2020-07-15,1912492723.617643
2020-07-16,1941683359.57827
2020-07-17,1778095511.305422
2020-07-18,1087846733.307682
2020-07-19,1174655605.258733
2020-07-20,2485234343.448242
2020-07-21,2163192246.210548
2020-07-22,2538863190.879511
2020-07-23,2553899412.595478
2020-07-24,2366283187.306234
2020-07-25,1594758892.117998
2020-07-26,1693300572.516041
2020-07-27,3555696690.65862
2020-07-28,2996185839.11563
2020-07-29,2375352389.212238
2020-07-30,2374411595.985208
2020-07-31,2304708630.98809
2020-08-01,1771655912.259081
2020-08-02,1761260099.615531
2020-08-03,2506876533.749907
2020-08-04,2649563075.925783
2020-08-05,2185350718.497127
2020-08-06,2637419914.759497
2020-08-07,2206684496.547045
2020-08-08,1280137505.266703
2020-08-09,1126551984.076994
2020-08-10,4289642403.355831
2020-08-11,2662287283.444271
2020-08-12,2400361541.703651
2020-08-13,2813782317.321392
2020-08-14,3347786331.750125
2020-08-15,1836421769.486866
2020-08-16,1483261571.46376
2020-08-17,2938568521.867745
2020-08-18,2487436082.631998
2020-08-19,2598323688.79637
2020-08-20,6341243638.923124
2020-08-21,2581010810.763305
2020-08-22,1570347671.151045
2020-08-23,1442802415.406497
2020-08-24,2481790237.478489
2020-08-25,2670360413.600734
2020-08-26,2659768555.594471
2020-08-27,2811521393.687026
2020-08-28,3194976165.611275
2020-08-29,2145275346.761933
2020-08-30,1965619231.919921
2020-08-31,3755328113.763389
2020-09-01,4478523309.139177
2020-09-02,3782196208.440339
2020-09-03,3900236601.42988
2020-09-04,4426193187.285371
2020-09-05,3369502911.635961
2020-09-06,2286600737.085308
2020-09-07,2604006167.083011
2020-09-08,3270350778.909292
2020-09-09,3426243644.409589
2020-09-10,3501526131.221815
2020-09-11,3572973786.542712
2020-09-12,2356761131.821935
2020-09-13,2340149474.418516
2020-09-14,4675550239.099471
2020-09-15,6912753902.343453
2020-09-16,3787476071.866482
2020-09-17,3815404706.636138
2020-09-18,3428660160.50301
2020-09-19,3678208468.38875
2020-09-20,2053906667.101029
2020-09-21,3941024455.944228
2020-09-22,3091603581.760372
2020-09-23,3253658287.387091
2020-09-24,3128870114.262931
2020-09-25,3468257859.480208
2020-09-26,2052879119.758997
2020-09-27,2354109626.203762
2020-09-28,4456582908.268187
2020-09-29,3050208858.034968
2020-09-30,2973729998.871145
2020-10-01,2757711544.501478
2020-10-02,2139230216.378351
2020-10-03,1868599258.389338
2020-10-04,1249171171.467817
2020-10-05,3544546760.026436
2020-10-06,2942659353.705097
2020-10-07,2397235933.591327
