date,Transfer Event Count
2021-12-28,102687
2021-12-29,104058
2021-12-30,105960
2021-12-31,92288
2022-01-01,70463
2022-01-02,70941
2022-01-03,96582
2022-01-04,101769
2022-01-05,109778
2022-01-06,100970
2022-01-07,97851
2022-01-08,79898
2022-01-09,63128
2022-01-10,79485
2022-01-11,86962
2022-01-12,87072
2022-01-13,79661
2022-01-14,79717
2022-01-15,63243
2022-01-16,61317
2022-01-17,76170
2022-01-18,81002
2022-01-19,81638
2022-01-20,79490
2022-01-21,101166
2022-01-22,108619
2022-01-23,71988
2022-01-24,93474
2022-01-25,81861
2022-01-26,84431
2022-01-27,78155
2022-01-28,77875
2022-01-29,66563
2022-01-30,57898
2022-01-31,69262
2022-02-01,70911
2022-02-02,65799
2022-02-03,67420
2022-02-04,71405
2022-02-05,68262
2022-02-06,54302
2022-02-07,78253
2022-02-08,80397
2022-02-09,80301
2022-02-10,88553
2022-02-11,90276
2022-02-12,64482
2022-02-13,62385
2022-02-14,78987
2022-02-15,81968
2022-02-16,72148
2022-02-17,75634
2022-02-18,72706
2022-02-19,63583
2022-02-20,63034
2022-02-21,73419
2022-02-22,77239
2022-02-23,74618
2022-02-24,106746
2022-02-25,76866
2022-02-26,62705
2022-02-27,64802
2022-02-28,87512
2022-03-01,92254
2022-03-02,81099
2022-03-03,79793
2022-03-04,83588
2022-03-05,63174
2022-03-06,66257
2022-03-07,93010
2022-03-08,96206
2022-03-09,90977
2022-03-10,87899
2022-03-11,81810
2022-03-12,69097
2022-03-13,65136
2022-03-14,88901
2022-03-15,87890
2022-03-16,115271
2022-03-17,90925
2022-03-18,84320
2022-03-19,100358
2022-03-20,72570
2022-03-21,83338
2022-03-22,93212
2022-03-23,93667
2022-03-24,87431
2022-03-25,89194
2022-03-26,65816
2022-03-27,79496
2022-03-28,102710
2022-03-29,101866
2022-03-30,102251
2022-03-31,105340
2022-04-01,97038
2022-04-02,78012
2022-04-03,69720
2022-04-04,87405
2022-04-05,82392
2022-04-06,93526
2022-04-07,86155
2022-04-08,86638
2022-04-09,69969
2022-04-10,61489
2022-04-11,95061
2022-04-12,89337
2022-04-13,78267
2022-04-14,75559
2022-04-15,80587
2022-04-16,65011
2022-04-17,58787
2022-04-18,82796
2022-04-19,82784
2022-04-20,79492
2022-04-21,81891
2022-04-22,80028
2022-04-23,61759
2022-04-24,58388
2022-04-25,85365
2022-04-26,88384
2022-04-27,82619
2022-04-28,87474
2022-04-29,97096
2022-04-30,84136
2022-05-01,65317
2022-05-02,75902
2022-05-03,75973
2022-05-04,85410
2022-05-05,90243
2022-05-06,88768
2022-05-07,74468
2022-05-08,77732
2022-05-09,118582
2022-05-10,136344
2022-05-11,151978
2022-05-12,182984
2022-05-13,139982
2022-05-14,111563
2022-05-15,86681
2022-05-16,101404
2022-05-17,101547
2022-05-18,103332
2022-05-19,85354
2022-05-20,82209
2022-05-21,62400
2022-05-22,58020
2022-05-23,81731
2022-05-24,79769
2022-05-25,82932
2022-05-26,83592
2022-05-27,81218
2022-05-28,69323
2022-05-29,59800
2022-05-30,79411
2022-05-31,79649
2022-06-01,80610
2022-06-02,70494
2022-06-03,64913
2022-06-04,50742
2022-06-05,48622
2022-06-06,71364
2022-06-07,74794
2022-06-08,66435
2022-06-09,66093
2022-06-10,88452
2022-06-11,71592
2022-06-12,71976
2022-06-13,121853
2022-06-14,104772
2022-06-15,114107
2022-06-16,88104
2022-06-17,92132
2022-06-18,97963
2022-06-19,80627
2022-06-20,84881
2022-06-21,84066
2022-06-22,87528
2022-06-23,78192
2022-06-24,79558
2022-06-25,58904
2022-06-26,52809
2022-06-27,75218
2022-06-28,78302
2022-06-29,78580
2022-06-30,85232
2022-07-01,100425
2022-07-02,74820
2022-07-03,65055
2022-07-04,90039
2022-07-05,98713
2022-07-06,101726
2022-07-07,89737
2022-07-08,88130
2022-07-09,69544
2022-07-10,66653
2022-07-11,84162
2022-07-12,85398
2022-07-13,82586
2022-07-14,82687
2022-07-15,85678
2022-07-16,73945
2022-07-17,61268
2022-07-18,91585
2022-07-19,92722
2022-07-20,93386
2022-07-21,87538
2022-07-22,94077
2022-07-23,79170
2022-07-24,68914
2022-07-25,92948
2022-07-26,131624
2022-07-27,121515
2022-07-28,98479
2022-07-29,99486
2022-07-30,83215
2022-07-31,80943
2022-08-01,108790
2022-08-02,131782
2022-08-03,133882
2022-08-04,103382
2022-08-05,98947
2022-08-06,86618
2022-08-07,84393
2022-08-08,95635
2022-08-09,90885
2022-08-10,92261
2022-08-11,92378
2022-08-12,95813
2022-08-13,83331
2022-08-14,77838
2022-08-15,94391
2022-08-16,91536
2022-08-17,96983
2022-08-18,91717
2022-08-19,106868
2022-08-20,80708
2022-08-21,76346
2022-08-22,89413
2022-08-23,91987
2022-08-24,87124
2022-08-25,85812
2022-08-26,93681
2022-08-27,77096
2022-08-28,66696
2022-08-29,91138
2022-08-30,94565
2022-08-31,94833
2022-09-01,100221
2022-09-02,92019
2022-09-03,73463
2022-09-04,62155
2022-09-05,89952
2022-09-06,99948
2022-09-07,98403
2022-09-08,91782
2022-09-09,97450
2022-09-10,74653
2022-09-11,71113
2022-09-12,90704
2022-09-13,102095
2022-09-14,99373
2022-09-15,90387
2022-09-16,99053
2022-09-17,77578
2022-09-18,78184
2022-09-19,106126
2022-09-20,96682
2022-09-21,104904
2022-09-22,104016
2022-09-23,103446
2022-09-24,80712
2022-09-25,76111
2022-09-26,119257
2022-09-27,178401
2022-09-28,127133
2022-09-29,110070
2022-09-30,119423
2022-10-01,98955
2022-10-02,88529
2022-10-03,119082
2022-10-04,120001
2022-10-05,105971
2022-10-06,113658
2022-10-07,112565
2022-10-08,101501
2022-10-09,72477
2022-10-10,86816
2022-10-11,102418
2022-10-12,96800
2022-10-13,115891
2022-10-14,125047
2022-10-15,89960
2022-10-16,73438
2022-10-17,99945
2022-10-18,99992
2022-10-19,97964
2022-10-20,141977
2022-10-21,121204
2022-10-22,75335
2022-10-23,74498
2022-10-24,104785
2022-10-25,107299
2022-10-26,111516
2022-10-27,109392
2022-10-28,105810
2022-10-29,98649
2022-10-30,91602
2022-10-31,115293
2022-11-01,113540
2022-11-02,118058
2022-11-03,155375
2022-11-04,118858
2022-11-05,97469
2022-11-06,90942
2022-11-07,125294
2022-11-08,168118
2022-11-09,194298
2022-11-10,207386
2022-11-11,149862
2022-11-12,112060
2022-11-13,123137
2022-11-14,140369
2022-11-15,135071
2022-11-16,130115
2022-11-17,128173
2022-11-18,120809
2022-11-19,100582
2022-11-20,103281
2022-11-21,134130
2022-11-22,132290
2022-11-23,119976
2022-11-24,130847
2022-11-25,133530
2022-11-26,94264
2022-11-27,81849
2022-11-28,127658
2022-11-29,158472
2022-11-30,142817
2022-12-01,135006
2022-12-02,140560
2022-12-03,100030
2022-12-04,96062
2022-12-05,142477
2022-12-06,137161
2022-12-07,129231
2022-12-08,124646
2022-12-09,290129
2022-12-10,268159
2022-12-11,137329
2022-12-12,180161
2022-12-13,199410
2022-12-14,187805
2022-12-15,167856
2022-12-16,196765
2022-12-17,135675
2022-12-18,116938
2022-12-19,144059
2022-12-20,140832
2022-12-21,141148
2022-12-22,178246
2022-12-23,157472
2022-12-24,96066
2022-12-25,77980
2022-12-26,120926
2022-12-27,169732
2022-12-28,122464
2022-12-29,123656
2022-12-30,141021
2022-12-31,107541
2023-01-01,77424
2023-01-02,106913
2023-01-03,122534
2023-01-04,156565
2023-01-05,138641
2023-01-06,142141
2023-01-07,110874
2023-01-08,96395
2023-01-09,162842
2023-01-10,173021
2023-01-11,159076
2023-01-12,182886
2023-01-13,159941
2023-01-14,147205
2023-01-15,145886
2023-01-16,212848
2023-01-17,213931
2023-01-18,210121
2023-01-19,183881
2023-01-20,153561
2023-01-21,150018
2023-01-22,123725
2023-01-23,133923
2023-01-24,126529
2023-01-25,155999
2023-01-26,132771
2023-01-27,144420
2023-01-28,111804
2023-01-29,103232
2023-01-30,143210
2023-01-31,147499
2023-02-01,180297
2023-02-02,180576
2023-02-03,156330
2023-02-04,139185
2023-02-05,134223
2023-02-06,181510
2023-02-07,217166
2023-02-08,222194
2023-02-09,225265
2023-02-10,293550
2023-02-11,225738
2023-02-12,212493
2023-02-13,222887
2023-02-14,222976
2023-02-15,199552
2023-02-16,209132
2023-02-17,219823
2023-02-18,406902
2023-02-19,110291
2023-02-20,143954
2023-02-21,181453
2023-02-22,249204
2023-02-23,371584
2023-02-24,146814
2023-02-25,113083
2023-02-26,108421
2023-02-27,149366
2023-02-28,155283
2023-03-01,149588
2023-03-02,147529
2023-03-03,159454
2023-03-04,110108
2023-03-05,102916
2023-03-06,144534
2023-03-07,149184
2023-03-08,144658
2023-03-09,170285
2023-03-10,202397
2023-03-11,262745
2023-03-12,180054
2023-03-13,243361
2023-03-14,221437
2023-03-15,194579
2023-03-16,189076
2023-03-17,201054
2023-03-18,154199
2023-03-19,129507
2023-03-20,194619
2023-03-21,178805
2023-03-22,177403
2023-03-23,184238
2023-03-24,167138
2023-03-25,124236
2023-03-26,117557
2023-03-27,168670
2023-03-28,166558
2023-03-29,153743
2023-03-30,150961
2023-03-31,170772
2023-04-01,118785
2023-04-02,108913
2023-04-03,148197
2023-04-04,141681
2023-04-05,135635
2023-04-06,129868
2023-04-07,118640
2023-04-08,94331
2023-04-09,90474
2023-04-10,129153
2023-04-11,141295
2023-04-12,138303
2023-04-13,134489
2023-04-14,148336
2023-04-15,111081
2023-04-16,96476
2023-04-17,131414
2023-04-18,126897
2023-04-19,128430
2023-04-20,132534
2023-04-21,136709
2023-04-22,93458
2023-04-23,85188
2023-04-24,116704
2023-04-25,124094
2023-04-26,125933
2023-04-27,120001
2023-04-28,118400
2023-04-29,89231
2023-04-30,90750
2023-05-01,117340
2023-05-02,123302
2023-05-03,125520
2023-05-04,124055
2023-05-05,129820
2023-05-06,98288
2023-05-07,84929
2023-05-08,122431
2023-05-09,115395
2023-05-10,114952
2023-05-11,108935
2023-05-12,122359
2023-05-13,87586
2023-05-14,78934
2023-05-15,110288
2023-05-16,111343
2023-05-17,107865
2023-05-18,113013
2023-05-19,115078
2023-05-20,82242
2023-05-21,84267
2023-05-22,113265
2023-05-23,112596
2023-05-24,115948
2023-05-25,119176
2023-05-26,110251
2023-05-27,83347
2023-05-28,78120
2023-05-29,105147
2023-05-30,104885
2023-05-31,117010
2023-06-01,113671
2023-06-02,112088
2023-06-03,86398
2023-06-04,85236
2023-06-05,133733
2023-06-06,137787
2023-06-07,120245
2023-06-08,116323
2023-06-09,116688
2023-06-10,145201
2023-06-11,141538
2023-06-12,135831
2023-06-13,133305
2023-06-14,131632
2023-06-15,161478
2023-06-16,135534
2023-06-17,97523
2023-06-18,83610
2023-06-19,120018
2023-06-20,128098
2023-06-21,142889
2023-06-22,125449
2023-06-23,124430
2023-06-24,92598
2023-06-25,89539
2023-06-26,130253
2023-06-27,126095
2023-06-28,130810
2023-06-29,120732
2023-06-30,152798
2023-07-01,104944
2023-07-02,92331
2023-07-03,134429
2023-07-04,120305
2023-07-05,109658
2023-07-06,126378
2023-07-07,125640
2023-07-08,95366
2023-07-09,86067
2023-07-10,133834
2023-07-11,128822
2023-07-12,119313
2023-07-13,137725
2023-07-14,150447
2023-07-15,101450
2023-07-16,97874
2023-07-17,138043
2023-07-18,127834
2023-07-19,127760
2023-07-20,138708
2023-07-21,110138
2023-07-22,87934
2023-07-23,82173
2023-07-24,121847
2023-07-25,113921
2023-07-26,126860
2023-07-27,116303
2023-07-28,109730
2023-07-29,85171
2023-07-30,85251
2023-07-31,129317
2023-08-01,141712
2023-08-02,129417
2023-08-03,124882
2023-08-04,122530
2023-08-05,94092
2023-08-06,88473
2023-08-07,130433
2023-08-08,137750
2023-08-09,138020
2023-08-10,134955
2023-08-11,126669
2023-08-12,87929
2023-08-13,83406
2023-08-14,122070
2023-08-15,133526
2023-08-16,128657
2023-08-17,143811
2023-08-18,150108
2023-08-19,101699
2023-08-20,89577
2023-08-21,123929
2023-08-22,121780
2023-08-23,123480
2023-08-24,121941
2023-08-25,116994
2023-08-26,91934
2023-08-27,91395
2023-08-28,117271
2023-08-29,124681
2023-08-30,123269
2023-08-31,131006
2023-09-01,137447
2023-09-02,99850
2023-09-03,86785
2023-09-04,129852
2023-09-05,127560
2023-09-06,125686
2023-09-07,123375
2023-09-08,127829
2023-09-09,89143
2023-09-10,91949
2023-09-11,131696
2023-09-12,132159
2023-09-13,122521
2023-09-14,134226
2023-09-15,132821
2023-09-16,95480
2023-09-17,84543
2023-09-18,128918
2023-09-19,131801
2023-09-20,128048
2023-09-21,126777
2023-09-22,127322
2023-09-23,94942
2023-09-24,90087
2023-09-25,130869
2023-09-26,133195
2023-09-27,135492
2023-09-28,142080
2023-09-29,136594
2023-09-30,109052
2023-10-01,109079
2023-10-02,152286
2023-10-03,136649
2023-10-04,147425
2023-10-05,140532
2023-10-06,144437
2023-10-07,122509
2023-10-08,117166
2023-10-09,153450
2023-10-10,145242
2023-10-11,146368
2023-10-12,138988
2023-10-13,136172
2023-10-14,114935
2023-10-15,99329
2023-10-16,157995
2023-10-17,142847
2023-10-18,136086
2023-10-19,147067
2023-10-20,149304
2023-10-21,112368
2023-10-22,111959
2023-10-23,169817
2023-10-24,184464
2023-10-25,156976
2023-10-26,155041
2023-10-27,144991
2023-10-28,111671
2023-10-29,105280
2023-10-30,146701
2023-10-31,160614
2023-11-01,162346
2023-11-02,165451
2023-11-03,157615
2023-11-04,117573
2023-11-05,115022
2023-11-06,154752
2023-11-07,153627
2023-11-08,146518
2023-11-09,173145
2023-11-10,170340
2023-11-11,131198
2023-11-12,117796
2023-11-13,145166
2023-11-14,156866
2023-11-15,160473
2023-11-16,163654
2023-11-17,152844
2023-11-18,123236
2023-11-19,122041
2023-11-20,160503
2023-11-21,172118
2023-11-22,165884
2023-11-23,150250
2023-11-24,157155
2023-11-25,121709
2023-11-26,111673
2023-11-27,142140
2023-11-28,141455
2023-11-29,169387
2023-11-30,151058
2023-12-01,156164
2023-12-02,128040
2023-12-03,119251
2023-12-04,172074
2023-12-05,169278
2023-12-06,155900
2023-12-07,172725
2023-12-08,169602
2023-12-09,141791
2023-12-10,131449
2023-12-11,178048
2023-12-12,147330
2023-12-13,143653
2023-12-14,156559
2023-12-15,152835
2023-12-16,126601
2023-12-17,117470
2023-12-18,218428
2023-12-19,155639
2023-12-20,150759
2023-12-21,154034
2023-12-22,174138
2023-12-23,135104
2023-12-24,126428
2023-12-25,128293
2023-12-26,152021
2023-12-27,160019
2023-12-28,172144
2023-12-29,166262
2023-12-30,133167
2023-12-31,124234
2024-01-01,120297
2024-01-02,173276
2024-01-03,173258
2024-01-04,177275
2024-01-05,168914
2024-01-06,125780
2024-01-07,114135
2024-01-08,180213
2024-01-09,171823
2024-01-10,170421
2024-01-11,181996
2024-01-12,170973
2024-01-13,133594
2024-01-14,118715
2024-01-15,161266
2024-01-16,156830
2024-01-17,149410
2024-01-18,156425
2024-01-19,169949
2024-01-20,122867
2024-01-21,122137
2024-01-22,178615
2024-01-23,183430
2024-01-24,162901
2024-01-25,151485
2024-01-26,160295
2024-01-27,120475
2024-01-28,124035
2024-01-29,172245
2024-01-30,169132
2024-01-31,168822
2024-02-01,164257
2024-02-02,154852
2024-02-03,117906
2024-02-04,112608
2024-02-05,152658
2024-02-06,141546
2024-02-07,141364
2024-02-08,138716
2024-02-09,138342
2024-02-10,105056
2024-02-11,106892
2024-02-12,133324
2024-02-13,146498
2024-02-14,151384
2024-02-15,151255
2024-02-16,155982
2024-02-17,124410
2024-02-18,122732
2024-02-19,158523
2024-02-20,160540
2024-02-21,149872
2024-02-22,146209
2024-02-23,142616
2024-02-24,115965
2024-02-25,116602
2024-02-26,159907
2024-02-27,168337
2024-02-28,177105
2024-02-29,179949
2024-03-01,172096
2024-03-02,146272
2024-03-03,136684
2024-03-04,179133
2024-03-05,197909
2024-03-06,168164
2024-03-07,165239
2024-03-08,158625
2024-03-09,134819
2024-03-10,130114
2024-03-11,163600
2024-03-12,162977
2024-03-13,150551
2024-03-14,160988
2024-03-15,174591
2024-03-16,143832
2024-03-17,136985
2024-03-18,158799
2024-03-19,181121
2024-03-20,178088
2024-03-21,162100
2024-03-22,166452
2024-03-23,137829
2024-03-24,126176
2024-03-25,182832
2024-03-26,190634
2024-03-27,175385
2024-03-28,170996
2024-03-29,154387
2024-03-30,127097
2024-03-31,130555
2024-04-01,165123
2024-04-02,186090
2024-04-03,170550
2024-04-04,172047
2024-04-05,173055
2024-04-06,132848
2024-04-07,124306
2024-04-08,164784
2024-04-09,170287
2024-04-10,175173
2024-04-11,165969
2024-04-12,183842
2024-04-13,167868
2024-04-14,166406
2024-04-15,178447
2024-04-16,181306
2024-04-17,160492
2024-04-18,165142
2024-04-19,173234
2024-04-20,131398
2024-04-21,128640
2024-04-22,161788
2024-04-23,153179
2024-04-24,157371
2024-04-25,166067
2024-04-26,160066
2024-04-27,131292
2024-04-28,124369
2024-04-29,172613
2024-04-30,181835
2024-05-01,179467
2024-05-02,161390
2024-05-03,158529
2024-05-04,123655
2024-05-05,111058
2024-05-06,155173
2024-05-07,162258
2024-05-08,161501
2024-05-09,159202
2024-05-10,159024
2024-05-11,114224
2024-05-12,107952
2024-05-13,155167
2024-05-14,162125
2024-05-15,164539
2024-05-16,165077
2024-05-17,161966
2024-05-18,148988
2024-05-19,130063
2024-05-20,161759
2024-05-21,188869
2024-05-22,169006
2024-05-23,169576
2024-05-24,158687
2024-05-25,130830
2024-05-26,124608
2024-05-27,151560
2024-05-28,153954
2024-05-29,164511
2024-05-30,160925
2024-05-31,164861
2024-06-01,140220
2024-06-02,122723
2024-06-03,165597
2024-06-04,170107
2024-06-05,163024
2024-06-06,151883
2024-06-07,164585
2024-06-08,136723
2024-06-09,120560
2024-06-10,163625
2024-06-11,177894
2024-06-12,167513
2024-06-13,164510
2024-06-14,170972
2024-06-15,132012
2024-06-16,118158
2024-06-17,159996
2024-06-18,173457
2024-06-19,148804
2024-06-20,146620
2024-06-21,159324
2024-06-22,135685
2024-06-23,116587
2024-06-24,176383
2024-06-25,164912
2024-06-26,164468
2024-06-27,149870
2024-06-28,156556
2024-06-29,124749
2024-06-30,129467
2024-07-01,165994
2024-07-02,164078
2024-07-03,161056
2024-07-04,184250
2024-07-05,204073
2024-07-06,139597
2024-07-07,136276
2024-07-08,175356
2024-07-09,156851
2024-07-10,154483
2024-07-11,154746
2024-07-12,155466
2024-07-13,126055
2024-07-14,120484
2024-07-15,162777
2024-07-16,164713
2024-07-17,152065
2024-07-18,145303
2024-07-19,152433
2024-07-20,124652
2024-07-21,117270
2024-07-22,154422
2024-07-23,155417
2024-07-24,149077
2024-07-25,175082
2024-07-26,161564
2024-07-27,126518
2024-07-28,118610
2024-07-29,165311
2024-07-30,151918
2024-07-31,156188
2024-08-01,173199
2024-08-02,176989
2024-08-03,159437
2024-08-04,171132
2024-08-05,255517
2024-08-06,196335
2024-08-07,187610
2024-08-08,177870
2024-08-09,165401
2024-08-10,132205
2024-08-11,128801
2024-08-12,167669
2024-08-13,176061
2024-08-14,169803
2024-08-15,168365
2024-08-16,180041
2024-08-17,134032
2024-08-18,128032
2024-08-19,172328
2024-08-20,189817
2024-08-21,184932
2024-08-22,179918
2024-08-23,209332
2024-08-24,171737
2024-08-25,153963
2024-08-26,199992
2024-08-27,212918
2024-08-28,218491
2024-08-29,221460
2024-08-30,223211
2024-08-31,174258
2024-09-01,178478
2024-09-02,185582
2024-09-03,194808
2024-09-04,195064
2024-09-05,169093
2024-09-06,205174
2024-09-07,198704
2024-09-08,231826
2024-09-09,211471
2024-09-10,175479
2024-09-11,198306
2024-09-12,218696
2024-09-13,250231
2024-09-14,219817
2024-09-15,306080
2024-09-16,206281
2024-09-17,178788
2024-09-18,164442
2024-09-19,160166
2024-09-20,152159
2024-09-21,117122
2024-09-22,118185
2024-09-23,144885
2024-09-24,145884
2024-09-25,144849
2024-09-26,157645
2024-09-27,166344
2024-09-28,149410
2024-09-29,123821
2024-09-30,175915
2024-10-01,177675
2024-10-02,175878
2024-10-03,185805
2024-10-04,181692
2024-10-05,136613
2024-10-06,122746
2024-10-07,156119
2024-10-08,150144
2024-10-09,147383
2024-10-10,168889
2024-10-11,151897
2024-10-12,127022
2024-10-13,117034
2024-10-14,160319
2024-10-15,171496
2024-10-16,165896
2024-10-17,145210
2024-10-18,140709
2024-10-19,115889
2024-10-20,123899
2024-10-21,162694
2024-10-22,162152
2024-10-23,160654
2024-10-24,157342
2024-10-25,183259
2024-10-26,141242
2024-10-27,117431
2024-10-28,160474
2024-10-29,178165
2024-10-30,163792
2024-10-31,171516
2024-11-01,191094
2024-11-02,140654
2024-11-03,144663
2024-11-04,177421
2024-11-05,184762
2024-11-06,206639
2024-11-07,184388
2024-11-08,194527
2024-11-09,148798
2024-11-10,169333
2024-11-11,199497
2024-11-12,205381
2024-11-13,182277
2024-11-14,185065
2024-11-15,197182
2024-11-16,157741
2024-11-17,154000
2024-11-18,190339
2024-11-19,186590
2024-11-20,187031
2024-11-21,203596
2024-11-22,205631
2024-11-23,177597
2024-11-24,163852
2024-11-25,200354
2024-11-26,204391
2024-11-27,197491
2024-11-28,195599
2024-11-29,207138
2024-11-30,179009
2024-12-01,171812
2024-12-02,220612
2024-12-03,216411
2024-12-04,213613
2024-12-05,223478
2024-12-06,208655
2024-12-07,171325
2024-12-08,172314
2024-12-09,203266
2024-12-10,232132
2024-12-11,193740
2024-12-12,194778
2024-12-13,181857
2024-12-14,157907
2024-12-15,150429
2024-12-16,200859
2024-12-17,196941
2024-12-18,193624
2024-12-19,213010
2024-12-20,224525
2024-12-21,181783
2024-12-22,161284
2024-12-23,197886
2024-12-24,180208
2024-12-25,147977
2024-12-26,161116
2024-12-27,185951
2024-12-28,163635
2024-12-29,159982
2024-12-30,195219
2024-12-31,175332
2025-01-01,122256
2025-01-02,151060
2025-01-03,169767
2025-01-04,140272
2025-01-05,132058
2025-01-06,163505
2025-01-07,181836
2025-01-08,186975
2025-01-09,184004
2025-01-10,194666
2025-01-11,151293
2025-01-12,151589
2025-01-13,214382
2025-01-14,185111
2025-01-15,199029
2025-01-16,201118
2025-01-17,187229
2025-01-18,179842
2025-01-19,201323
2025-01-20,228125
2025-01-21,190832
2025-01-22,190979
2025-01-23,195506
2025-01-24,180091
2025-01-25,145396
2025-01-26,160008
2025-01-27,212197
2025-01-28,193816
2025-01-29,191676
2025-01-30,193942
2025-01-31,225480
2025-02-01,202787
2025-02-02,205029
2025-02-03,259333
2025-02-04,287707
2025-02-05,236104
2025-02-06,232166
2025-02-07,236748
2025-02-08,177425
2025-02-09,193737
2025-02-10,266101
2025-02-11,245734
2025-02-12,232378
2025-02-13,224483
2025-02-14,228147
2025-02-15,168670
2025-02-16,161452
2025-02-17,204020
2025-02-18,235234
2025-02-19,217737
2025-02-20,237121
2025-02-21,244416
2025-02-22,217981
2025-02-23,179351
2025-02-24,262322
2025-02-25,318270
2025-02-26,261559
2025-02-27,267891
2025-02-28,306084
2025-03-01,230809
2025-03-02,207426
2025-03-03,304497
2025-03-04,305609
2025-03-05,253765
2025-03-06,278938
2025-03-07,279797
2025-03-08,198944
2025-03-09,206176
2025-03-10,296679
2025-03-11,318681
2025-03-12,267905
2025-03-13,252228
2025-03-14,235480
2025-03-15,185341
2025-03-16,182202
2025-03-17,236903
2025-03-18,233071
2025-03-19,239360
2025-03-20,242188
2025-03-21,228722
2025-03-22,192638
2025-03-23,188698
2025-03-24,276015
2025-03-25,297676
2025-03-26,276609
2025-03-27,281420
2025-03-28,301051
2025-03-29,250656
2025-03-30,217507
2025-03-31,292620
2025-04-01,282433
2025-04-02,299617
2025-04-03,350829
2025-04-04,290301
2025-04-05,202694
2025-04-06,245764
2025-04-07,331494
2025-04-08,379202
2025-04-09,345831
2025-04-10,382207
2025-04-11,326785
2025-04-12,251819
2025-04-13,224236
2025-04-14,282240
2025-04-15,280793
2025-04-16,255663
2025-04-17,262482
2025-04-18,237523
2025-04-19,361042
2025-04-20,212369
2025-04-21,299970
2025-04-22,304613
2025-04-23,325950
2025-04-24,441476
2025-04-25,408000
2025-04-26,313418
2025-04-27,248076
2025-04-28,325909
2025-04-29,322952
2025-04-30,319640
2025-05-01,287472
2025-05-02,254897
2025-05-03,235894
2025-05-04,211872
2025-05-05,265636
2025-05-06,297629
2025-05-07,308725
2025-05-08,277924
2025-05-09,281471
2025-05-10,216754
2025-05-11,195324
2025-05-12,253848
2025-05-13,252827
2025-05-14,260416
2025-05-15,295552
2025-05-16,284554
2025-05-17,274269
2025-05-18,229770
2025-05-19,300563
2025-05-20,304516
2025-05-21,278234
2025-05-22,277313
2025-05-23,263981
2025-05-24,242808
2025-05-25,240501
2025-05-26,309092
2025-05-27,311975
2025-05-28,292829
2025-05-29,244367
2025-05-30,261814
2025-05-31,240735
2025-06-01,245631
2025-06-02,262803
2025-06-03,263867
2025-06-04,249533
2025-06-05,272201
2025-06-06,294436
2025-06-07,300059
2025-06-08,268512
2025-06-09,282277
2025-06-10,286578
2025-06-11,307282
2025-06-12,304851
2025-06-13,324007
2025-06-14,238335
2025-06-15,261044
2025-06-16,290325
2025-06-17,333557
2025-06-18,328468
2025-06-19,280673
2025-06-20,299934
2025-06-21,270909
2025-06-22,289197
2025-06-23,319107
2025-06-24,266992
2025-06-25,246363
2025-06-26,289397
2025-06-27,331073
2025-06-28,238415
2025-06-29,231495
2025-06-30,303389
2025-07-01,342500
2025-07-02,336142
2025-07-03,340181
2025-07-04,296555
2025-07-05,244177
2025-07-06,222857
2025-07-07,288398
2025-07-08,285299
2025-07-09,286312
2025-07-10,289689
2025-07-11,294433
2025-07-12,268924
2025-07-13,238324
2025-07-14,281903
2025-07-15,293436
2025-07-16,278693
2025-07-17,277114
2025-07-18,277794
2025-07-19,259213
2025-07-20,262824
2025-07-21,296228
2025-07-22,325856
2025-07-23,323773
2025-07-24,340786
2025-07-25,331899
2025-07-26,246618
2025-07-27,261715
2025-07-28,336928
2025-07-29,317053
2025-07-30,270060
2025-07-31,293992
2025-08-01,392107
2025-08-02,303313
2025-08-03,269638
2025-08-04,332532
2025-08-05,320791
2025-08-06,329503
2025-08-07,349714
2025-08-08,363362
2025-08-09,306726
2025-08-10,294738
2025-08-11,353525
2025-08-12,359302
2025-08-13,343782
2025-08-14,368800
2025-08-15,463837
2025-08-16,331609
2025-08-17,278228
2025-08-18,399943
2025-08-19,389164
2025-08-20,373684
2025-08-21,397539
2025-08-22,364466
2025-08-23,374594
2025-08-24,338964
2025-08-25,394423
2025-08-26,397803
2025-08-27,342430
2025-08-28,414108
2025-08-29,463469
2025-08-30,337421
2025-08-31,457641
2025-09-01,420921
2025-09-02,483758
2025-09-03,501943
2025-09-04,392404
2025-09-05,444702
2025-09-06,303235
2025-09-07,292912
2025-09-08,377426
2025-09-09,394469
2025-09-10,429018
2025-09-11,436148
2025-09-12,390751
2025-09-13,411700
2025-09-14,340369
2025-09-15,375179
2025-09-16,405138
2025-09-17,450113
2025-09-18,447573
2025-09-19,449532
2025-09-20,472780
2025-09-21,342694
2025-09-22,449320
2025-09-23,415475
2025-09-24,403530
2025-09-25,457096
2025-09-26,469843
2025-09-27,397092
2025-09-28,440648
2025-09-29,453342
2025-09-30,471228
2025-10-01,480265
2025-10-02,449775
2025-10-03,469328
2025-10-04,352978
2025-10-05,386312
2025-10-06,412118
2025-10-07,438356
2025-10-08,498505
2025-10-09,469878
2025-10-10,461833
2025-10-11,448287
2025-10-12,427490
2025-10-13,466675
2025-10-14,442333
2025-10-15,461165
2025-10-16,438232
2025-10-17,454263
2025-10-18,373979
2025-10-19,333686
2025-10-20,391361
2025-10-21,439902
2025-10-22,441699
2025-10-23,550915
2025-10-24,499416
2025-10-25,354605
