date,binance-cex,okx,bitfinex,bybit,robinhood,bitget,gemini,htx,gate,mexc,deribit,kucoin,crypto-com,hashkey-exchange,bitkub,poloniex,bitstamp,bitmex,swissborg,bingx,osl-hk,korbit,indodax,phemex,nexo
2025-09-23,-5166730606,-402260143,-519724574,121660863,-524335110,-49576146,-264779070,-131655629,-135827785,-31038353,-130348175,-109247017,-47988377,-52476834,-95921926,,-123168305,-132933072,-71257472,-12517997,,-22533834,-13539175,-12823809,-6575964
2025-09-24,-92546721,-400351175,-16423492,-42535572,-68483694,-47257420,-61188513,-92998072,-85717586,6300733,-35694551,-26371610,17335530,-1629516,-122715774,,2401629,-16680954,-19154514,-5284461,,-4558358,-1784542,-5117558,722225
2025-09-25,411941157,64163176,198176396,-174719626,111395669,27334613,93144443,74840024,13069127,17621754,42970204,17660247,91201543,5640624,-1106374,,-6279756,55536310,76437600,2726290,,19761738,9503390,2059973,1041317
2025-09-26,-9050411508,-384312513,-751585752,-946401044,-924030313,-225081607,-376873223,-181412527,-302858609,-83761833,-155382865,-196921301,-177098970,-68048743,-60493090,,-146791117,-188713443,-124060441,-19073105,,-51386711,-31073031,-8335151,-15019908
2025-09-27,1544803700,574412830,-206175620,766623436,224682982,41281482,85396418,-762176332,74297986,62860665,-98875989,71230984,-1365232949,6590512,-38524268,,50759260,294139,81773696,11636235,,11195756,12004488,2464911,7886338
2025-09-28,257599403,-129749245,-12225431,-121007081,-35427420,-59982780,-17394294,-25643851,62367828,1747023,-5128038,-12495044,27625611,-2492126,1237794,,-2109876,6200623,-15495384,-4017312,,1637327,-2309771,-1876844,-2913688
2025-09-29,4511224072,462635088,592397394,480971505,532796140,124703228,244172779,51519088,90772353,49397330,120004429,85929619,1246222536,52511708,30078556,,76191918,129860849,47898592,-6447241,,25863244,19472804,6532352,3896162
2025-09-30,3491666410,241924011,442468158,571044107,375177785,-61923913,230478760,44807705,52511764,-31135072,78694373,13824286,196943391,31172616,-88073258,,26881821,72362704,40422139,6512715,,19683737,6649162,4931855,7498610
2025-10-01,-1902533179,-47931191,-1181527877,-619596953,-91373155,377640,-97125704,-62150425,-128624693,-43025044,-24662785,6374515,-35688992,-6742380,-11853434,,-77157759,18380245,98907044,-11370003,,-11983570,-2549002,-3135363,-7492329
2025-10-02,7260242749,1087862221,1079390728,1051644649,917404316,154146922,423399516,179858775,423110908,117280121,284440020,157687955,86901567,82138896,43616193,,109997503,219904536,48606906,14819949,,40024627,30978087,5088925,8009071
2025-10-03,3611602271,117952807,185299680,356122227,214731807,115501514,74354238,50222528,72505373,34509554,-51008418,49837950,100874669,13975003,7537131,,55017884,2808096,396221,23645780,,11027699,5856968,107982,-2109898
2025-10-04,5677820159,231867491,568348065,178000524,504918224,87164263,221764490,40392163,260388965,40824055,91715895,93093469,14351072,32955622,26544976,,60958421,154917311,40883130,8003809,,26793119,10561507,5542992,2503108
2025-10-05,-2016303492,-49150033,741912,24142622,-52264117,-3916098,-14755560,78266092,-54563628,-31588965,-35681640,-39552534,-3660322,-8233774,-15749757,,-19654195,1031276,-16517287,-7307584,,-10271732,-9295542,-3379625,4268128
2025-10-06,2041037707,-4654849,182528415,313377392,188896189,-28067940,83558492,219771666,9022405,4136180,69548466,25900827,23519661,18835163,9772787,,18057654,67080495,10838623,3035997,,8874920,530550,957043,-768973
2025-10-07,7056453300,463897852,183425521,1232818246,402176605,47913496,336398080,116226323,171024141,85626533,93884030,48090800,123703158,11488772,9227146,,55573604,51875866,72175656,7466087,,12764627,743402,315932,3079558
2025-10-08,-1766382728,-908174489,-510200809,-886163408,-693880869,-102796241,-452116973,-203131123,-301940521,-61695117,-159832361,-110040425,-198441444,-69106398,-35467850,,-115987100,-150930460,-88738458,-20154916,,-37416970,-24611251,-12198983,-7546831
2025-10-09,-2487564317,372089289,254680152,1396339088,208954078,36828328,291206321,-333612556,-52658514,17185877,110331648,39228015,32671751,36729295,12718469,,26750237,68778903,34696034,4967850,,12156190,10705880,4151533,9676616
2025-10-10,-4312603836,-672663019,-237639780,-1440628950,-353829838,-87401239,-146552826,753096499,-122380757,-42447595,27094497,-88790337,90357149,-22644788,-14902121,,-74922023,-63165655,1022338,-6617657,,-23792508,-10309890,5726553,-4120288
2025-10-11,-19016855865,-2374836423,-1487500416,-3285859118,-2048999724,-451698404,-1028683315,-775761982,-872426955,-303724341,-387824289,-484620845,-616774370,-140689388,-115570483,,-241919650,-371682586,-268257202,-43093449,,-123076165,-76945647,-30314927,-24913883
2025-10-12,-4449542571,155129606,-329891445,-550295462,-544098415,-132674421,-174875758,-402940855,-40846984,-25432254,-131962780,-72383553,-30026831,-20311380,4371189,,-81292351,-150057173,-47879886,5756371,,-21347570,-1120994,-9187762,-7967018
2025-10-13,12517632148,1560356654,1140397815,2399194376,1290724697,244386037,530898511,239063665,526699736,157963038,288747975,215158873,162568694,120286379,66833884,,176322099,207928691,203092500,37714261,,63297213,49431826,13871590,11214570
2025-10-14,1765547791,228681939,-135363495,175261840,131796020,43260404,46118471,26506424,116512352,-16905149,5264443,61679510,105694256,32991017,23207192,,23260345,-19975682,20841539,11747369,,12462375,8518611,-49491,7231656
2025-10-15,-6772135665,-747430093,-406278252,-828580488,-537344801,-58157154,-250027037,-160379502,-228455218,-72785824,-42226499,-110191126,50695304,-45424914,-34226171,,-98656158,-118847252,-82518652,-7916749,,-30163353,-14970531,-8645120,-3631689
2025-10-16,-648817618,-594876521,-352577628,-753302234,-493177803,-72132462,-248317555,-45686844,-202886827,-49572340,-118893433,-100423850,-222960840,10512565,-22943244,,-66536585,-100753880,-53797828,-6672442,,-27189600,-16342987,-13207831,-3390463
2025-10-17,-3619534436,-287818264,-422471713,-277240274,-342609684,-68628366,-162369339,-93276389,-380584981,-34551025,-47853658,-95356470,-28377295,26474080,-23478846,,-39766538,-107996593,-107119514,-10664729,,-20071097,-13517409,-7749134,-20238295
2025-10-18,-3481765830,-194593172,-87237195,-587483691,-392852638,-75853091,-174193010,-69108529,112193948,-54614360,-98685158,-63279851,26016872,-26357818,-611266,,37833645,-95731623,10371126,-21282906,,-14039080,-7791385,3637241,-2693039
2025-10-19,1117762315,119735765,-58158824,284786849,111094801,54288207,43391158,110082042,140244748,33254152,20222902,45829025,-5594381,48274964,11181015,,36899305,17549804,51944453,-11515861,,8917827,6717309,2537090,6348362
2025-10-20,1156098013,210534128,385329745,576439064,324596522,53510718,145955800,56898165,216730346,32966910,84988600,9463208,41604486,33038535,16515016,,46469740,69104859,13044688,13239640,,14878620,12229403,2755235,-299873
2025-10-21,3925467367,293935162,-19753939,74035175,261090192,77456862,122707787,38462881,-104621772,19073441,99176214,29239065,19732852,-27662380,20781370,,16759206,89017953,24543003,4837316,,16347582,9595731,3749107,2511463
2025-10-22,-5153852108,-799347569,-387705417,-787481470,-438080995,800000295,-169927683,707714145,-123475373,-16090711,-109505876,-61887833,-33493553,-26760201,-20674917,,-56614323,-103164380,-51032940,-22896583,,-23778988,-15531450,-9033752,-9505488
2025-10-23,-2428729578,-202308987,-154673940,-824573333,-140828961,-83538868,-91218115,-17043461,-89160580,-25752088,-40860701,-53614429,-57361361,-15844133,-7472055,,-39574314,-30744751,-31947855,8402427,,-9358272,-7453852,-2640508,-2031495
2025-10-24,3210595362,915826074,52545382,419553631,378520273,1142334027,161039373,-51925281,176755387,34171625,99839050,133352769,127250382,45692175,17044583,,33404014,109686797,46109669,20592028,,16858222,17811266,7581426,7291912
2025-10-25,665066764,-183809282,41299239,14388710,204860377,1161173937,107745123,-102399703,12801701,53087581,29451224,-16960558,60717692,-35441063,14819724,,59363482,38486466,40377352,-3698704,,22027822,14175422,1655424,-734967
2025-10-26,1288065122,142674282,278545540,221830266,138427416,75524036,48896813,-50357090,46751537,30552038,37123712,10630676,34763473,13080801,10547910,,36262229,36863887,-4986962,4195430,,15446999,6303633,-972492,3161803
2025-10-27,4633698418,684905842,634152585,736766872,743873980,198012244,328242551,120206093,188222842,66167987,158427902,138727820,97827541,71388076,38456001,,87085202,162025236,72008981,12532732,,30895579,21884688,9916666,-1109076
2025-10-28,-784035086,-214117636,101492805,-501557271,-197411754,-164927188,-78213130,-74134556,-118602758,-15320354,-21679820,-60702372,-2591787,-42750143,-27865491,,-43565946,-37122631,-37428504,-3055625,,-9133310,-7679033,-4787559,-3260973
2025-10-29,-3145850518,-453490282,-115159918,-402202428,-344304212,-121634168,-141431620,-30318034,-161327786,-25269385,-66650519,-92267622,-6616432,-44842213,-15057297,,-69608811,-66292295,-39438409,-6313764,,-14651284,-12897449,-7320499,-11206276
2025-10-30,-1492489227,-385706099,-528518396,-382539648,-417365948,-43240024,-183525876,-36975767,-44655227,-24883277,-99245287,-58384302,-125957644,-24544754,-10604795,,23091521,-115436114,-35926131,-6252069,,-17770276,-5322635,-2621957,-734148
2025-10-31,-2743971290,-368515030,-440648518,-765431785,-414616319,-140408893,-215491512,-100460209,-311477758,-58950806,-29086838,-73071820,-30805377,-19964863,-21439483,,-66634075,-89469538,-75898716,-23721791,,-23509556,-9823526,-7102663,-1349677
2025-11-01,6786529717,-128044760,158557619,70737354,216338543,-18537294,59387677,64596477,6449678,-98837562,-59234341,85760988,55593772,18835264,14226020,,20638378,55884598,25110014,30799803,,17094382,12502729,3436603,-8493978
2025-11-02,1644575566,214647615,111296920,-89682246,66072996,22712506,80735745,32563575,14322630,-56596007,24990402,-64749556,-3808422,14536849,3865848,,11153946,10593335,1944401,2158819,,4624122,2031777,-30468,16565702
2025-11-03,-467217,-75970729,86669425,70349570,144422447,1224778,56041442,-13728380,-21604193,44184620,21978099,30490806,37708315,4709230,5041280,,-4527517,-13167765,7053026,2086949,,2920738,-3911780,-229638,-4523897
2025-11-04,-10253265255,-917405830,-1510822120,-1291223561,-1016046813,-351287330,-459793906,-288019000,-480839209,-108221519,-200787899,-219708662,-205702731,-74278288,-56895236,,-132842450,-154544587,-155520511,-23073993,,-52610510,-32491633,-13532966,-10903913
2025-11-05,-7121951783,-1128717568,-1016072970,-488322521,-1075459347,-193087495,-475002802,-150387431,-316884731,-73115939,-194371888,-149653523,-138392769,-91638846,-60666524,,-152966728,-245168475,-110950609,13059916,,-51741431,-34144846,-20750223,-16672288
2025-11-06,5153751536,490698693,487315373,190378588,445124285,152116466,162789520,95947775,206807884,58003009,74438817,193248070,78083369,57308437,41596319,,60871491,101171660,77238488,30050437,,32954128,18499988,12915494,12677636
2025-11-07,-3989177008,-112997885,-927019781,-349910807,-442965883,-181748041,-200892066,-90531134,-258831916,-31940171,-94755386,-117977543,-88929561,-14305637,-27127097,,-52290808,-112486714,-62474804,16786791,,-33061783,-13589199,-11042271,-5800646
2025-11-08,8682607502,267024120,452037998,556057070,447171427,192176831,125294744,199524138,277793785,72225935,80081512,243949890,29473605,63555102,28441388,,52945673,87786870,58719221,28203732,,27499735,21630874,3809018,10719350
2025-11-09,-1043751911,-43136643,-404449932,-10331385,-172682896,-131935760,-51201614,-55314371,-27702840,4418573,-33187099,-37612092,-18868529,-26099,-12089241,,-19906523,-61196245,-10059759,-3787571,,-10466308,-10943954,-3607619,5334175
2025-11-10,2899165866,628903373,889704818,388648212,794638933,227314481,344736025,81085806,293354390,31860801,177925084,140807449,123637614,83090006,46184031,,122363161,192994976,58463965,8252508,,43838498,24723622,11636794,8458086
2025-11-11,1351963716,65906680,-190024759,91768795,-60699345,-81893371,-3290781,60951504,-93615689,7072947,-25225586,-43890723,15418586,-19501656,10301341,,29425406,6705671,4313493,10693551,,29853717,487001,-229727,-2921634
2025-11-12,-5538329017,-735827447,-458701960,-768902800,-602099049,-47725659,-278150913,-54927323,-204678836,-49636431,-112682213,-153383637,-76479054,-55723114,-39960295,,-116526834,-136452800,-61431860,-14066705,,-48875280,-24310767,-2512306,-8907469
2025-11-13,-1683304946,-161106614,-536467636,-122418541,-211456923,-56479705,-106097195,-31175824,-39287461,13641069,-46047510,-22637993,-39270108,6654536,-17665890,,-11305468,-70565885,-23835523,-1291980,,-8869027,-5854284,-6577628,-1532526
2025-11-14,-3055449640,-769919487,-694859223,-629659064,-707509078,-206076732,-289878609,-127464628,-245230568,-28935128,-148337940,-196710894,-124484891,-100280692,-22127218,,-101643053,-146479582,-59850393,-26703051,,-36845704,-20560821,-9447459,-8796247
2025-11-15,-4182641006,-468578589,-899190293,-389347626,-639425489,-112094339,-236560291,-42854950,-207045129,-38948950,-96826746,-122408072,-70989525,-13714965,-54147533,,-25148029,-167722949,-56037364,-31157332,,-29971732,-20957630,-11896779,-18522402
2025-11-16,3163730280,301583533,18143025,50164711,117562488,36572980,22203210,31194412,137385186,22739146,11704724,-43967677,24549800,-2883057,2649601,,7518142,7437766,1271904,21542624,,-2253225,2830996,-453142,-2899658
2025-11-17,-2622070913,-161830936,-149786045,-158809860,-252684119,-90849084,-4493176,428002839,-52039285,17374790,-42336558,85120460,-51941955,-16670152,-3561053,,-21216170,-30994537,-19261830,-6951610,,-5720373,-7847910,-3409029,7155995
2025-11-18,-2272217709,-457168615,-188593463,-617007221,-395781920,-197361846,-254803602,-55009498,-212412467,-25521686,-223279331,-67429097,-79461998,-47035657,-43428542,,-63796537,-122722975,-45253019,-8957006,,-34071620,-23643707,-10567309,4355887
2025-11-19,3243153075,448654878,177348711,351266434,72504621,-17257748,25217504,8948374,102129795,67805699,61819172,126071830,51953424,-925550,3709648,,40150879,-2047065673,27782565,4277363,,7750561,4000052,10760762,9463406
2025-11-20,-3340828155,-17919183,-79794425,-232496641,-178102257,-109180503,-148041776,-51188129,-118588032,-17451619,-21155133,-29306749,15414383,-12337270,-18848935,,-34481442,880391622,-24506211,-18546425,,-30097591,-3325864,-5812363,-10053198
2025-11-21,-6269122944,-874065620,232938250,-614209815,-829072301,-217688808,-352698880,-166467739,-191958739,-39966301,-120805854,-139758512,-53318092,-70525960,-46591970,,-75686454,-163499662,-65431322,-21080113,,-43193178,-22973163,-13999641,-25596605
2025-11-22,-3270399619,-144845111,-425897360,-406840403,-409108427,-122526233,-112519057,-40110493,-138132619,-34410548,-42722690,-77276965,-196244855,-16600448,-16013311,,-49692742,-65100850,-30165607,-4040275,,-22752254,-15280785,-9082757,-4587824
2025-11-23,423845332,24747350,-60496715,196269433,29954078,42185495,-43819114,-41663620,91243211,20754508,14775891,-12013713,19451121,3201229,583120,,13524669,1595666,19142610,73284,,1932562,-54198,1204368,5153490
2025-11-24,2406004309,111420163,174594501,233493955,251225727,102771631,112644750,-142316941,52818985,55226666,99925779,67975594,123178549,24681618,22787199,,24947563,66255386,20967833,19518712,,24060189,6891339,5593474,5916318
2025-11-25,3486326407,459606627,463474885,469202447,351763581,152630754,108333757,227402807,121458520,38903292,86460830,61185236,-43162257,56606368,28377818,,82510707,34997626,39394222,-20834535,,33012672,15257419,3976235,2279802
2025-11-26,-941883768,-271497299,-50000937,-27806508,-46465669,-90977664,-215246,-14739135,195140698,323227,-24240286,-9844309,-31715417,3158269,-4066199,,504503,-908108463,-9117971,-22064926,,-5951951,-1042581,26300,-1386401
2025-11-27,3456500863,216817970,382405922,353258259,477974944,137010274,173795194,-48324268,173521826,31826693,102896201,93677030,91755878,42659995,16295184,,37679628,119983810,37824634,-9870881,,18991879,16302546,6183974,16950569
2025-11-28,-315275847,576492820,159985941,-33986981,162480479,-28337378,35889480,94720830,14762769,6804714,13827067,-63441760,-15716003,28200295,5256988,,28831936,24764421,23012292,-12195690,,5213363,3670082,847414,-8058473
2025-11-29,-517246500,-427584000,-32710621,64015086,-50023828,-66112382,-12724531,88489743,-22562969,6318006,42559494,-22862333,-36098133,-3463806,-6824625,,4848413,-13416881,3274287,-4439358,,-3755701,-806370,1139167,-6296724
2025-11-30,-996095033,-63902040,8892089,27142616,-58612028,-50791635,-3228620,30541422,-40601092,3904526,-56940495,-91649248,51648030,-4163197,-1731179,,-12144391,-26428769,-16193551,5576825,,1351925,-4080278,-292246,-15023078
2025-12-01,-815246528,-728402334,-236136512,-747564830,-274376530,-107587112,-117259433,-32462140,-24096228,-53462196,-68669079,-72847775,-34096551,-12772709,-16761964,,-22016570,-48082366,-21075777,-5152895,,-19541932,-27782622,-5283127,-5044337
2025-12-02,-6220449242,-112147786,-499968296,-207001396,-662988561,-167569568,-275109151,-131447546,-330447648,-38043870,-180317237,-134350672,-139440414,-64685976,-41616546,,-108157187,-87196460,-57969692,-12226635,,-34207563,-3857012,-7279157,3575320
2025-12-03,6857483457,795056393,589147792,894598796,1022404743,256017647,462506499,147459989,505827317,93686834,259291892,187034956,179308915,94614637,46385768,,132338078,136072028,82062609,-2436652,,52546646,35032087,13790070,11376909
2025-12-04,5305888894,446228274,375136751,549696545,494157395,129280143,198244497,30334565,69916386,38323910,81038509,77690734,40431886,50345541,13383831,,84226124,40022898,59455711,7193163,,20577482,12568432,3894782,926173
2025-12-05,-2967283682,-306130822,-102251639,-305651650,-160346327,-67535693,-64582642,-22723009,-51938160,-24862238,6289005,-55840993,29525812,-8067148,-24158856,,-42350880,-17641859,-45817925,-4581649,,-15856491,-8810920,-959833,-5262874
2025-12-06,-3722362821,-530426328,-705984708,-181513465,-647031890,87543300,-169405298,-3919776,-145345655,-29973886,-123721716,-133952570,-196293620,-54228361,-31885951,,-28973575,-84855555,-40387010,-1460608,,-33558325,-17702237,-10127305,-3552181
2025-12-07,369339906,116665606,75497439,24938696,101074671,11617893,-13566131,-3506672,44492651,3097520,-11884295,15708470,-41087566,2711809,7613790,,11747501,9121329,5746918,521741,,3727986,4625394,303930,9452584
2025-12-08,834182711,58514848,485417637,136174723,98865942,43073180,84237977,6068861,-5631056,-3387807,48077703,24624507,44232734,19300125,5085986,,12885239,18651532,-1994622,24071364,,7337869,895897,2961311,-1551504
2025-12-09,525990345,205586993,-273909719,54810798,185751043,-23524481,5941044,-66328089,103793652,19276255,34139065,1628498,16280235,23693857,11111795,,28359690,13517900,12404071,2908516,,81303,3389884,-1212308,-1239174
2025-12-10,2812817104,1262877098,330011418,318867885,474710508,70772111,224240777,80458972,83530721,12889064,89789105,102199538,-13002205,54183833,23415740,,79536033,45433236,31931574,11319765,,21554277,7931293,46370418,2017426
2025-12-11,-1476112523,121518096,-71787244,132429361,-193462531,-62377793,-5875017,-94371204,-30659493,-22857372,-29159655,8694487,57259819,284894,-6049954,,1809529,-12734649,-12323289,-6615147,,-9722726,-7511522,-3697578,619437
2025-12-12,-339944545,-965443121,25396845,107608347,56326866,295193311,2658469,-13264306,-36883534,10130763,-15329903,-34697937,-61222963,-20173347,-61112235,,-31960001,2839160,-15267897,66218,,-250169,2596014,-1807338,4800730
2025-12-13,-3173470267,-466070463,-421742047,-307432877,-461160431,-124675690,-245819831,-93165560,-96453868,-13299707,-134077172,-39240506,-24573348,-63668908,76379444,,-73339139,-56674036,-22468017,-11100205,,-19517853,-14878500,-6261698,-8306234
2025-12-14,1247590126,36364908,-7184196,288682352,38129038,51114354,19769817,-54082179,57159668,14235955,8948115,9003269,23017981,8072103,-17386386,,12456669,-2758769,-5182510,584920,,1632560,348495,1139732,8308366
2025-12-15,-2928354953,-348118347,-592856288,-531117194,-338283915,-45113274,-153239433,32676892,-98500884,-28116045,-74997474,-51105210,-50992634,-26557715,78655036,,-32282327,-46102760,-20653302,-6381817,,-16538146,-11887588,-6804721,-11642101
2025-12-16,-2703678573,-641450708,-263186705,-371555931,-530191941,-142523947,-206841996,-32211754,-211888294,-35188812,-118892251,-109550114,-58091512,-38776714,-4936544,,-66327477,-54186335,-41180831,-8626761,,-26753750,-14152674,-9889731,-7494248
2025-12-17,1482870936,377029136,271415836,141583972,267689154,63598741,114687025,25591130,120147932,744307,58882170,39326855,30137015,19038248,2281842,,14051616,32746548,17595180,3955264,,12491076,7439246,-958870,-23600685
2025-12-18,-3562223236,-492875101,-1643348273,-364548979,-373491867,-159630601,-178480423,-56317219,-190452017,-32158309,-73446812,-89588936,50194426,-33662607,640479616,,-67761913,-38897318,-36136933,-30552404,,-19033827,-12463004,727659,1791201
2025-12-19,-1153609120,-82526560,-245998720,-449460828,-149504612,-91595475,-94031691,-15033238,-85300736,-21681086,-30979598,-37166908,-89509121,-12315597,-12386043,,-20154608,-20558120,-25216931,-2517369,,-13600096,-9825192,-4228294,-7819442
2025-12-20,5291153801,664441377,1178574291,297422942,572767380,212397635,252529499,71511739,227056843,42706039,124927233,122485770,49923619,53384534,-19921699,,-77361653,-832085148,46541485,-8732974,,31961803,17852363,4789070,9193677
2025-12-21,369083817,-1908944,408355430,124934002,40273950,-21740516,18925351,-97363912,63109166,9148259,7584294,10916278,20607453,15209907,-12244739,,7704066,18621469,3181720,1761071,,4954299,3292371,1282843,-921560
2025-12-22,114381620,-12972102,-192008669,105003350,63925958,38442422,29665145,119917153,46935281,3557911,14073696,7622844,23412038,5440627,-4018954,,19696908,10295497,5059322,601873,,5392038,29467,3073616,2482907
2025-12-23,-53164947,-155970465,57115359,-209300957,28252953,71189887,28454770,-25933424,-89308447,-5853777,30532904,-16176210,-46594289,5697911,-9420917,,-7325027,-7174956,-40399714,2452201,,-5909226,-1729727,-2377318,-1362111
2025-12-24,-1886005385,-266873474,-516600224,-272066568,-271739066,-114153039,-130277980,-15550808,-139034014,-30096284,-71665448,-43770690,19092425,-29882270,70836647,,-37113360,-18790260,-11996255,-3448084,,-12324483,-6241874,-7042266,1581468
2025-12-25,761904536,23651385,376541973,-131193990,26353698,-2754794,5912532,-101546582,-20173446,10210857,7906741,-1136498,108705977,702943,20342690,,-7525071,4345363,-7804989,-3375123,,1714861,-1094285,82652,-7426848
2025-12-26,-1932433897,-71846779,145218777,-290500246,-109736017,81250166,-47781848,-25134213,-36903656,-18235931,-48654698,-42615533,-27385040,-17493216,-24303531,,-11421399,-8715328,-7509903,-3615306,,-7272595,-4965681,-2079658,-1658947
2025-12-27,1295224708,-4643750,11205455,-92859186,44045527,15516442,7780353,1587767,34030125,12187215,-61843511,10417994,31971936,10519908,6646359,,18118348,3797838,5678810,-5672789,,659116,6222114,-1172095,4523223
2025-12-28,1206163817,228780125,97867242,96606764,106540374,46880236,47084835,116200146,61251219,10368997,9790766,28937809,-16111451,11666148,8148488,,-767525,8113609,4709981,2524943,,6603357,1588252,303102,-2257431
2025-12-29,358344828,87405431,228487644,-31106415,74157344,27092509,8012241,-1725529,25453271,-11939239,1466640,-8475661,18859732,9187691,7348763,,2767839,4498676,4791529,1792478,,2689333,-11054797,1020784,-3147940
2025-12-30,-1343477058,-462508138,8579703,-222383784,-175388210,-185988852,-104932170,-3950253,-65128898,-40555835,-54017628,-40575654,34679289,20698793,-22596048,,-10857724,-16002725,-27062479,20889,,-21910226,-1081111,-3048992,374941
2025-12-31,1148094807,85711461,681842775,20637491,172717978,-32409817,85143544,1362041,-5245163,18316630,-36679576,-27418561,24370254,3842069,13283945,,-2397984,17859618,-6416343,5123970,,9854423,3193977,2359740,-3924057
2026-01-01,8530915238,347227327,-874485420,-166546122,-84294321,-83719418,-18370943,-43462145,-103008747,-26035230,-81554238,-7624359,-38317449,-7775984,-13580716,,10969263,-12010649,-4706788,-2731885,,887158,340371,-3096922,-3921379
2026-01-02,2500207904,182820814,118384958,206781770,208402655,81754193,83312193,37598634,116502215,14612158,90272726,40012371,81533662,19289943,23564552,,8943746,14912787,16309170,4766265,,12171041,7373575,1136733,7027477
2026-01-03,3011300561,339306868,97572926,520620946,392380153,83537873,134527013,101975643,174792903,44139470,72814633,72851237,40374698,33019170,44716412,,65776031,17450536,40897020,9704910,,18104686,11113895,5920427,7312776
2026-01-04,467449770,350427210,58513811,-80097275,163429881,268089463,78333110,-1894829,99076749,15523737,57347750,40805624,60489519,27164734,18024415,,12079907,16161003,10449143,14029579,,9746728,-542586,-49093,11957085
2026-01-05,2227575791,34503898,-47055090,427510146,141137708,-34441532,48988428,6157177,42978731,18343798,70290361,49940470,69998104,11682978,28891228,,29069048,9850678,4883910,5171151,,19335615,10821085,4335688,2031200
2026-01-06,3034908746,312868740,609675592,253315133,410431353,75329998,198983924,13840987,132526610,46240276,96085587,70365206,38343315,33652723,43171209,,48283420,34910315,44574470,12398788,,38014173,11362665,11863024,8805012
2026-01-07,376900865,-181374394,-273296010,130281661,8718395,-70340085,-53074393,2309598,-93038148,8623229,8094939,44603515,-101373670,-14606462,2792856,,10862926,-6266670,-1086168,-8113842,,-11324769,951955,-1813154,-4471801
2026-01-08,-4578895640,-435974095,-267160611,-500225596,-521522052,-146623635,-128195809,-84004484,-116884671,-49941279,-118957227,-98128498,6287052,-36472422,-40062826,,-71612497,-39244926,-38989140,-9778498,,-26797917,-21867565,-13564574,-1723007
2026-01-09,-885737472,-225551798,-2807394,-201331648,-56166119,72162264,-20936156,7436666,-77521393,-25178711,-3229076,-66910946,-14557497,-10436394,-6075093,,-34871910,-2670191,-10582387,-13428950,,-4980562,6181830,-4062497,-4320062
2026-01-10,46035768,-122384024,-172190936,-157221331,-125850739,-12669946,-58044587,-21256085,-31369797,-444562,-56077741,-2537813,3555704,-9878675,-6437687,,-3469236,-8727258,-13327935,16639862,,-8978638,-3707681,-475816,2651355
2026-01-11,102576471,63404268,68053627,47807777,-17631149,-4255508,3898770,56411556,33127285,-3992147,-7781042,-58253306,-33075404,3496039,-689000,,523397,-3803163,6490826,-645032,,-1441628,-3042162,1496948,1419381
2026-01-12,236459440,61869362,52606356,55802651,94033137,84061837,32254721,-25105577,91065670,-5295456,19508892,18103376,27982121,14413150,8629059,,16289627,6382286,6983350,2430028,,631227,1234634,167272,-2793873
2026-01-13,27937285,-134737810,144940693,-164237977,48545766,35943710,36020272,-20210697,-33467726,-25431867,-6931912,-10811249,9703990,-435158,5524356,,-8663707,5531778,-7707305,-5672810,,-29788,-4825487,1747520,-264098
2026-01-14,7223914362,793336231,578632087,671449093,890174978,183747658,336035886,170603808,224034727,58303606,221112896,115465879,156116120,93184775,85041741,,122493970,67342917,62533139,15538409,,43780188,27200961,12587933,7817866
2026-01-15,309560998,-124041797,-30722088,93284963,156468588,-11892294,124282297,-57064035,83295297,14190120,74373070,67185792,46530537,4305422,17861066,,271272,24592135,7577397,3605640,,2399182,2812144,556239,-4380864
2026-01-16,-2102527465,112676046,-153842775,-155033454,-194305605,-44551664,-119733459,87539730,-61819219,-28210516,39465387,-35632468,-166258469,-13772737,-20733138,,-33007953,-22368114,-26073395,-1436833,13080704,-12221565,-13343633,-6247138,2346675
2026-01-17,304420386,-39782101,-47766609,-98128652,-15893613,74719885,-35331006,-26367893,-21696477,-2729068,17546162,15402227,29139147,-27249922,5160835,,-6923688,-1996651,-6688270,-4518379,-7525375,-3034871,730237,7599290,6157766
2026-01-18,186535759,64779458,89912365,-101108301,-26859242,-32440753,4511587,101877148,680351,-141910,28343252,6659321,-16780894,342397,6936,,6256283,-4406236,850337,-718962,-1266020,-724882,-974559,-1224749,342860
2026-01-19,-2210601350,-482428136,-339520539,8115970,-534433943,-172039431,-234676587,-92179229,-187800117,-53210400,-69866387,-104810790,-93823619,-32415659,-56135908,,-59757028,-10988570,-48157557,-10434459,-7756759,-29981017,-22501908,-10101367,-14422739
2026-01-20,-2743194812,-89300429,-174440865,-420120733,-7916189,104574512,-8007769,-109216736,-83784668,-7708560,4906305,-34136189,-63035682,-13648050,1484396,,-9038893,-33352398,380892,-183572,-24656883,3275560,-1753505,-1251034,1960582
2026-01-21,-6671305243,-817398863,-796887595,-682663112,-944962324,-242318815,-398275144,-289617802,-682394262,-54143797,-2434947,-151246617,-136597621,-67718741,-99190640,,-111318093,-67346342,-63316799,-17411336,-51825370,-41561561,-20048695,-14707403,-16927478
2026-01-22,1371739114,467678153,320123283,533433216,248454539,169018684,105019060,109134141,77741619,10635178,278731614,62601551,16508097,25829955,37541042,,25463489,14572134,18923175,7259273,21236437,19469521,6255667,3700288,11663037
