date,bitvenus,hibt,bitlo,coinsquare,hashkey-global,bitmart,levex,lbank,hotcoin,woo-x,cex.io,probit-global,nonkyc,p2pb2b,exmo,bitomato,nbx,tothemoon,btse,coinw,arkham-exchange,fastex,latoken,tradeogre,grovex
2026-03-31,698487,-16982,104830,474603,-400828,-321187,36771,1960135,-33273,-1276361,556902,33691,96522,44540,-1394,12124,-45381,1584034,2346,1989,-3170,-614485,4017,531,-56
2026-04-01,-468138,13150,406806,522117,35406,-567968,41918,232127,-120960,384700,1939039,64285,-93667,90207,34954,26600,84894,-557467,32060,11577,-9449,121260,2156,76,-1
2026-04-02,-1305555,165804,143910,-515130,-296971,1703237,39465,173234,105455,-129215,-2819007,-460653,14998,13929,63914,95,23264,1574603,1495,-16,-3108,-2582133,2357,-527,-157
2026-04-03,379743,-37403,-491163,-506598,-131947,-5075200,227274,-566449,149021,-444468,-579359,-31028,-114116,-86079,-98192,-23054,-20341,-562797,-29994,3391,-8736,1402,-3823,-380,148
2026-04-04,548611,59338,46771,275164,1093311,132120,-105877,-656245,24734,156406,1809311,39805,-6878,7290,10864,3212,-8124,264520,3504,3008363,1286,-443195,320,-352,-16
2026-04-05,340650,54619,46977,77880,-110661,131792,-746565,62423,276130,148898,881773,-17453,103530,16142,75609,5167,3027,-27220,6226,1642,385,731,1391,-23,5975
2026-04-06,-792065,-67304,356546,321659,160392,-439699,48413,226494,208357,-337510,404653,67201,-64248,81334,50678,32058,31468,842041,37595,-2593945,2070,2142,1756,691,-29
2026-04-07,446200,-19494,-133986,-559958,1512,1924666,-30982,-619475,-392853,326820,2836020,-38252,30280,1351,-67480,-2857,-48193,-293274,-3443,-632,-2210,-682,-4154,-551,459
2026-04-08,-222337,61823,839082,794928,173357,1673868,120124,98180,13551,-97553,-5175796,174894,130823,161341,19008,51129,32441,-550175,59554,19945,13854,6040,10856,2849,19
2026-04-09,-1844316,52269,-369565,-449537,-61614,382445,-138241,-352388,37970,-1001441,454747,-79118,-97082,-63658,-41735,-18462,6613,-756696,-21518,-3559,-8980,-3313189,-6217,-1673,-420
2026-04-10,2168432,-48350,91189,172628,-386487,-8936318,445971,-341628,1049331,-332960,-950820,45874,-47130,43091,-10852,18037,-52536,-1034523,21093,20437,-1774,281,204,128,4
2026-04-11,577167,132264,221103,225357,246690,4195209,400605,-144809,-185937,-460771,2055843,5443,30584,52054,35023,17420,11602,262840,20250,3656,3586,2048,2544,680,7
2026-04-12,-75025,-377881,161060,-41299,227500,-1717649,89364,197474,-57110,470074,313730,16843,116803,24481,16293,2162,-301,609939,2478,7877,4026,1520,751,-85,-7
2026-04-13,1164236,647149,-492201,-588591,-304943,809265,-88042,-792562,-16134,-82051,566618,-105246,-161922,-107417,-36152,-37268,-45870,-239916,-48936,348,-10220,-4268,-7741,-1343,-6
2026-04-14,476107,-515050,862618,668602,-248360,-833282,72941,3302291,91086,444402,-740430,119114,107905,186740,70056,60248,220662,405162,79245,-78373,13134,8194,9023,1986,21
2026-04-15,1173096,2324652,-136596,-359233,556805,-1196191,16467,-1187851,117142,-390288,76426,-41051,-99443,-10326,-46913,2418,126489,42409,-568,14009,-5360,-2334,-3580,-52,-973
2026-04-16,-831469,352532,291245,166346,11259,1610443,13776,-208737,646755,-209355,-1472795,42340,51027,19048,79983,1549,-3922,223500,3629,1103305,-3262,-7544,4648,2135,-1
2026-04-17,14737,669,454,2803,0,-194639,-2884,-168935,-1352,-2212,-26925,-7686,-13491,3889,-3366,6059,941,-14506,-3559,105,7871,-151,0,,
