date,backpack,bitvavo,weex,valr,bitrue,coinex,biconomy.com,bitunix,coindcx,blofin,ourbit,bydfi,osl,toobit,coinstore,gate-us,coin8,byte-exchange,orangex,bigone,pionex,flipster,bitkan,okcoin,zoomex
2024-05-31,-831058,,,,,-15391,,,-3928727,,,,,,,,,,,,,-634173,,620919,
2024-06-01,-425298,,,,,7654,,,-3948854,,,,,,,,,,,,,-107064,,-133065,
2024-06-02,41627,,,,,-1144,,,510617,,,,,,,,,,,,,-271617,,260228,
2024-06-03,-1014569,,,,,13188,,,-1570748,,,,,,,,,,,,,152583,,-695,
2024-06-04,425536,,,,,21989,,,4202311,,,,,,,,,,,,,109982,,-77371,
2024-06-05,-221993,,,,,15290,,,1913723,,,,,,,,,,,,,326677,,201646,
2024-06-06,1131164,,,,,9803,,,2399220,,,,,,,,,,,,,917433,,-1305948,
2024-06-07,-722539,,,,,-29567,,,-1224488,,,,,,,,,,,,,-448931,,599432,
2024-06-08,-2476881,,,,,-79907,,,-6520934,,,,,,,,,,,,,1306665,,-447981,
2024-06-09,-1101301,,,,,-32602,,,-3715144,,,,,,,,,,,,,27681,,-123059,
2024-06-10,709475,,,,,13294,,,1550658,,,,,,,,,,,,,162060,,139327,
2024-06-11,-840160,,,,,-26707,,,-2592893,,,,,,,,,,,,,-138067,,-88158,
2024-06-12,-1093649,,,,,-35512,,,-7089177,,,,,,,,,,,,,228014,,-1288240,
2024-06-13,1595776,,,,,15962,,,2923544,,,,,,,,,,,,,-25000,,218041,
2024-06-14,-2530341,,,,,-29843,,,-4160072,,,,,,,,,,,,,-390280,,-140282,
2024-06-15,-939782,,,,,-19872,,,-6177478,,,,,,,,,,,,,-208755,,166576,
2024-06-16,-251544,,,,,1005,,,1801755,,,,,,,,,,,,,283801,,73291,
2024-06-17,1095482,,,,,4137,,,1067093,,,,,,,,,,,,,140014,,115075,
2024-06-18,-2487946,,,,,-51726,,,-3076328,,,,,,,,,,,,,3289595,,-124704,
2024-06-19,-1635499,,,,,-44701,,,-4959507,,,,,,,,,,,,,-151471,,-359005,
2024-06-20,-327531,,,,,17905,,,-243614,,,,,,,,,,,,,-166620,,-1287116,
2024-06-21,331292,,,,,1472,,,-2080023,,,,,,,,,,,,,568628,,-18358,
2024-06-22,48371,,,,,-4350,,,-1533691,,,,,,,,,,,,,164482,,-5249543,
2024-06-23,49242,,,,,9346,,,1506828,,,,,,,,,,,,,19981,,12471,
2024-06-24,-878734,,,,,-20735,,,-1288718,,,,,,,,,,,,,94275,,-77794,
2024-06-25,-245558,,,,,10023,,,-5951609,,,,,,,,,,,,,-350553,,-296466,
2024-06-26,1160652,,,,,13405,,,5081742,,,,,,,,,,,,,44463,,378635,
2024-06-27,-1087525,,,,,-15112,,,43524,,,,,,,,,,,,,834638,,9026524,
2024-06-28,2356676,,,,,4726,,,1900859,,,,,,,,,,,,,-318880,,39200,
2024-06-29,-643096,,,,,-21126,,,-2710548,,,,,,,,,,,,,-141454,,65864,
2024-06-30,-931848,,,,,-1144,,,786711,,,,,,,,,,,,,-49000,,104697,
2024-07-01,22372,,,,,15586,,,1249330,,,,,,,,,,,,,197341,,135444,
2024-07-02,323313,,,,,-8634,,,1626104,,,,,,,,,,,,,7048566,,2312652,
2024-07-03,-445589,,,,,4089,,,178274,,,,,,,,,,,,,346992,,-2055890,
2024-07-04,-1750486,,,,,-27034,,,-5858098,,,,,,,,,,,,,281808,,-259449,
2024-07-05,-2053257,,,,,-36104,,,-6827079,,,,,,,,,,,,,-376217,,-9871125,
2024-07-06,563316,,,,,-36487,,,-4131965,,,,,,,,,,,,,-2094922,,65162,
2024-07-07,1548571,,,,,23391,,,6618385,,,,,,,,,,,,,605924,,292023,
2024-07-08,-1775718,,,,,-18939,,,-4907637,,,,,,,,,,,,,-68796,,-258406,
2024-07-09,271939,,,,,2768,,,169126,,,,,,,,,,,,,965998,,239492,
2024-07-10,364237,,,,,4327,,,1890277,,,,,,,,,,,,,831102,,119221,
2024-07-11,-606222,,,,,-2537,,,327874,,,,,,,,,,,,,760882,,82858,
2024-07-12,-1012527,,,,,-11050,,,218516,,,,,,,,,,,,,797101,,25244,
2024-07-13,-430509,,,,,6190,,,1711211,,,,,,,,,,,,,336007,,110314,
2024-07-14,270671,,,,,2652,,,3474987,,,,,,,,,,,,,1343409,,135926,
2024-07-15,1965575,,,,,12597,,,4420866,,,,,,,,,,,,,914225,,241549,
2024-07-16,1376397,,,,,29594,,,4196979,,,,,,,,,,,,,-704598,,961614,
2024-07-17,466623,,,,,3120,,,2647241,,,,,,,,,,,,,424446,,-375116,
2024-07-18,-666570,,,,,22219,,,419480,,,,,,,,,,,,,168016,,61864,
2024-07-19,629512,,,,,-33396,,,-5384772,,,,,,,,,,,,,-383215,,-439831,
2024-07-20,1750121,,,,,27182,,,5303200,,,,,,,,,,,,,873560,,-743628,
2024-07-21,325810,,,,,12361,,,620748,,,,,,,,,,,,,2307121,,19471,
2024-07-22,1732957,,,,,6145,,,1662332,,,,,,,,,,,,,149128,,351199,
2024-07-23,8466151,,,,,-20050,,,1997179,,,,,,,,,,,,,-644866,,176908,
2024-07-24,-1931562,,,,,-26707,,,-4005932,,,,,,,,,,,,,92155,,333611,
2024-07-25,320418,,,,,487,,,-714028,,,,,,,,,,,,,27307,,99931,
2024-07-26,-1420482,,,,,-19639,,,-764207,,,,,,,,,,,,,318499,,188249,
2024-07-27,2527994,,,,,21390,,,5025220,,,,,,,,,,,1416508,,377853,,515599,
2024-07-28,267597,,,,,2732,,,1432213,,,,,,,,,,,1409468,,195383,,-15120,
2024-07-29,-1060264,,,,,-15632,,,-2444087,,,,,,,,,,,-834443,,-149466,,-90675,
2024-07-30,-591553,,,,,6388,,,-785672,,,,,,,,,,,-851340,,-2232283,,272102,
2024-07-31,-1981784,,,,,-13084,,,-2266324,,,,,,,,,,,-1821113,,439630,,13743521,
2024-08-01,-1446787,,,,,-9435,,,-2849796,,,,,-292526,,,,,,-2076938,,-527112,,-14243048,
2024-08-02,-2283451,,,,,-5964,,,-2151358,,,,,-99327,,,,,,-1611159,,3756686,,-64335,
2024-08-03,-2883655,,,,,-24393,,,-5575278,,,,,-698684,,,,,,-4562907,,-556507,,-317920,
2024-08-04,-2908258,,,,,-20299,,,-5272220,,,,,-338747,,,,,,-3446007,,237149,,-176218,
2024-08-05,-1079427,,,,,-12793,,,-5707525,,,,,-516768,,,,,,-4071138,,-990210,,-291155,
2024-08-06,-2141025,,,,,-34980,,,-6272845,,,,,-970595,,,,,,-19765974,,-7250230,,-347019,
2024-08-07,3598044,,,,,23168,,,6607575,,,,,285212,,,,,,2268348,,2644788,,71423,
2024-08-08,-1262665,,,,,-12610,,,-937459,,,,,-404829,,,,,,2710877,,148370,,-4171475,
2024-08-09,3378022,,,,,18291,,,10161056,,,,,1174606,,,,,,3601715,,2182672,,137689,
2024-08-10,129835,,,,,-10135,,,-886079,,,,,42192,,,,,,1004042,,2437205,,1042904,
2024-08-11,743377,,,,,2931,,,704491,,,,,36619,,,,,,-2341683,,438036,,-748948,
2024-08-12,-2871785,,,,,-23015,,,-5087519,,,,,-380021,,,,,,-3352452,,468940,,-38186,
2024-08-13,464935,,,,,13266,,,1213410,,,,,175115,,,,,,150964,,157650,,62988,
2024-08-14,703202,,,,,6315,,,3635854,,,,,323045,,,,,,1341824,,3178717,,2782035,
2024-08-15,-1086053,,,,,-4951,,,-3455756,,,,,-337938,,,,,,-1871924,,1656256,,-2765760,
2024-08-16,-1400966,,,,,-8085,,,-3071024,,,,,-392755,,,,,,-1704759,,-1580603,,25083,
2024-08-17,325806,,,,,708,,,1720018,,,,,325255,,,,,,2510754,,297727,,209993,
2024-08-18,455894,,,,,8759,,,241569,,,,,36449,,,,,,-376427,,1815140,,-28088,
2024-08-19,805096,,,,,10659,,,734075,,,,,92670,,,,,,477711,,1188009,,48858,
2024-08-20,326945,,,,,-411,,,-606054,,,,,-82689,,,,,,-603464,,674066,,-16521,
2024-08-21,-295618,,,,,17019,,,2247261,,,,,-32987,,,,,,449784,,1487692,,382077,
2024-08-22,119780,,,,,2703,,,3396289,,,,,382553,,,,,,2438031,,1170315,,340958,
2024-08-23,295395,,,,,1338,,,-998347,,,,,-151139,,,,,,-1595532,,177196,,-95617,
2024-08-24,2215776,,,,,44030,,,10995569,,,,,896357,,,,,,5415050,,1526247,,1280380,
2024-08-25,682671,,,,,1788,,,-191437,,,,,-179757,,,,,,-2298919,,1063604,,-1182883,
2024-08-26,134984,,,,,9270,,,14783,,,,,128084,,,,,,1036126,,1365153,,57115,
2024-08-27,-1861612,,,,,-28322,,,-4164852,-296495,,,,-310668,,,,,,-2616994,,2491770,,-118543,
2024-08-28,-2631138,,,,,-25060,,308343,-7798404,-2428952,,,,-1026663,,,,,,-5230884,,595003,,-392589,
2024-08-29,-1822869,,,,,-1028,,2840818,-374519,-2689346,,,,111906,,,,,,-100366,,-1637497,,279158,
2024-08-30,-911430,,,,,2159,,5046094,393124,-6085190,,,,31877,,,,,,2708497,,-4775,,291510,
2024-08-31,-22446570,,,,,21572,,222864,-1753951,-27981,,,,-3440,,,,,,20217,,3411898,,153303,
2024-09-01,-1019946,,,,,-15992,,77220,-956360,-67615,,,,-22045,,,,,,-231246,,365859,,-52439,
2024-09-02,-533158,,,,,-23634,,-2203879,-3198874,721472,,,,-179215,,,,,,-1264861,,1079341,,-145840,
2024-09-03,-133134,,,,,14610,,-2428665,3174432,69636,,,,260941,,,,,,682725,,85369,,-1334988,
2024-09-04,-958878,,,,,-11071,,259611,-2474517,8296039,,,,-339255,,,,,,-1925546,,-68200,,385528,
2024-09-05,754201,,,,,4378,,-84034,635996,-368382,,,,45082,,,,,,105744,,1484731,,-162177,
2024-09-06,-2740322,,,,,-12085,,-1193343,-3843961,202445,,,,-439019,,,,,,-3710937,,1092676,,-228362,
2024-09-07,-4460390,,,,,-2057,-188967,-1313017,-5892522,-1460575,,,,-619130,,,,,,-3522450,,1224476,,-181893,
2024-09-08,662755,,,,,19970,39293,-2938170,659603,-998111,,,,126534,,,,,,744007,,1195993,,57157,
2024-09-09,111819,,,,,-772,59406,434832,2598101,-64215,,,,289415,,,,,,2652365,,2194832,,121857,
2024-09-10,1495670,,,,,8476,81121,-2902402,5560876,1136149,,,,412342,,,,,,3033523,619507,4368764,,31160,
2024-09-11,-948768,,,,,-5073,-1503986,-675079,459444,346221,,,,25240,,,,,,927166,-654594,1705932,,-300,
2024-09-12,-5794417,,,,,-10101,-29210,11959535,-1559722,23860,,,,-60540,,,,,,94399,8966784,2093718,,25074,
2024-09-13,915473,,,,,2575,49997,-935758,1516500,1087874,,,,73306,,,,,,2869045,-2404638,1142772,,-65262,
2024-09-14,1276128,,,,,5074,62106,622006,4601602,182617,,,,533183,,,,,,3192794,-226839,1101070,,211678,
2024-09-15,-527592,,,,,-4407,3856,111823768,-930961,403579,,,,-112108,,,,,,-77926,-501762,1008110,,-185716,
2024-09-16,-805654,,,,,-8115,-36446,1631675,-1410696,-102792,,,,-179118,,,,,,-1039834,-484581,-658202,,4159997,
2024-09-17,-642394,,,,,-8343,-35109,753530,-3291234,439647,,,,-331694,,,,,,-2544162,-272974,-4982232,,-4128063,
2024-09-18,536300,,,,,14682,31477,-1348002,3550087,261609,,,,455577,,,,,,3004778,699939,1143393,,194996,
2024-09-19,109484,,,,,6227,-1181427,-7131509,497261,-355887,,,,103497,,,,,,-2218560,821610,147554,,-210683,
2024-09-20,2113975,,,,,15615,-5939,-51046,4794360,1100137,,,,433404,,,,,,3097476,389568,2629912,,318665,
2024-09-21,933673,,,,,8135,12589,2236126,1772517,-1370545,,,,207425,,,,,,5615777,-237586,86566,,45996,
2024-09-22,-154801,,,,,9807,3664,968507,923396,606795,,,,15708,,,,,,5230154,28533,1174544,,5287262,
2024-09-23,-1536288,,,,,-14045,-16362,1873319,-2039781,239007,,,,-81268,,,,,,-363410,154867,-1715400,,-5124413,
2024-09-24,693257,,,,,11251,-354,-7386617,1952975,2448835,,,,238241,,,,,,1383479,-595597,1336378,,281355,
2024-09-25,1536190,,,,,25305,-3451,651805,3107162,-586254,,,,189811,,,,,,997385,1449898,594921,,151700,
2024-09-26,-574688,,,,,-4801,1411,750648,-4697195,-880491,,,,-298793,,,,,,-1989730,38575,-31836,,-37460,
2024-09-27,2997330,,,,,21439,2139,331161,7654755,51939,,,,393511,,,,,,911773,483221,2317182,,189141,
2024-09-28,-1009149,,,,,25104,-9746,27141,5012558,1575227,,,,181562,,,,,,863580,146852,1640340,,241474,
2024-09-29,-905212,,,,,-7862,5310,-279051,-1411135,-152384,,,,-56974,,,,,,-159910,689788,1097291,,-66576,
2024-09-30,633848,,,,,5742,3051,-385394,-1400700,759690,,,,-42541,,,,,,-535388,-837821,743733,,4046679,
2024-10-01,-1024312,,,,,-22692,18762,948538,-7951675,-682450,,,,-361902,,,,,,-2290224,-529255,1400734,,-4217407,
2024-10-02,-2788753,,,,,-43399,6027,-3156530,-7802272,197849,,,,-620313,,,,,,-2034058,-986467,-2420480,,-99577,
2024-10-03,-1073555,,,,,-11926,101192,-6248553,-3082802,-151031,,,,-227389,,,,,,-6435289,308973,-3700843,,-49735,
2024-10-04,-2142244,,,,,-8567,-8551,226812,-885941,-1563763,,,,-2485911,,,,,,-47670,-473217,-2713426,,84055,
2024-10-05,2223762,,,,,11192,7371,-5218414,8938785,498010,,,,341569,,,,,,2468088,-164769,-12139,,204139,
2024-10-06,-459487,,,,,-4171,620,103043,-1367235,-390378,,,,-54062,,,,,,-962136,-430884,817917,,-36101,
2024-10-07,612770,,,,,17781,-1917,230657,1787082,368316,,,,106661,,,,,,849397,-120978,1987391,,28697,
2024-10-08,-63859,,,,,14873,-64216,-92289,922322,549471,,,,101628,,,,,,99007,1144220,674614,,163266,
2024-10-09,-979887,,,,,-13818,-44444,2250053,-3536815,625279,,,,-100494,,,,,,-681225,-420764,-3449579,,9805,
2024-10-10,-8350187,,,,,-17460,-651,1654908,-3236755,-1381167,,,,-381539,,,,,,-2496775,-138978,-2816454,,6946,
2024-10-11,-262929,,,,,2066,-43638,-703058,-575070,249488,,,,-97497,,,,,,-1066973,445928,254527,,126369,
2024-10-12,1150774,,,,,21082,4860,26435,5663606,1981578,,,,538583,,,,,,3122841,151959,8971219,,-1119920,
2024-10-13,-12879,,,,,12654,7538,424831,753049,-68234,,,,104503,,,,,,913312,337384,827226,,32206,
2024-10-14,-230499,,,,,92,1385,479976,-2136369,-318197,,,,-66104,,,,,,-605889,-384832,-387881,,-79738,
2024-10-15,1584630,,,,,21174,-37954,661395,6383580,2289316,,,,739527,,,,,,4248047,8988773,-943043,,213035,
2024-10-16,-1121543,,,,,-15303,-93,1771050,-1583700,-406861,,,,23439,,,,,,-88561,386019,-613172,,-34057,
2024-10-17,-93889,,,,,6210,2979,-1727179,3638782,-1713621,,,,197236,,,,,,3368953,-448894,155412,,5219843,
2024-10-18,-1126766,,,,,-20594,25525,-95756,-2642182,4946558,,,,-78912,,,,,,-7476794,-1097944,-2494042,,-229815,
2024-10-19,363226,,,,,14080,-7334,-115657,3201126,-1116973,,,,220028,,,,,,1146897,-35105,946132,,-4927710,
2024-10-20,189400,,,,,14267,990,-240387,490543,215937,,,,-2552027,,,,,,1758,199174,476542,,22606,
2024-10-21,1047926,,,,,15305,1918,1885348,2581711,-287267,,,,158567,,,,,,1106381,-664044,-1416743,,139443,
2024-10-22,-4281268,,,,,-7494,-15525,-2702339,-2549728,-484303,,,,-217550,,,,,,-2008687,-820699,2841530,,-53592,
2024-10-23,-233888,,,,,2502,28604,-742451,-967860,-1694523,,,,-46390,,,,,,-1924175,-1126034,1290201,,31157,
2024-10-24,161521,,,,,-22070,-31436,-5369375,-3275212,-2962092,,,,-362048,,,,,,-2990615,-603310,550131,,-186767,
2024-10-25,1272106,,,,,12380,-14029,1015738,3668992,1795645,,,,366154,,,,,,3820148,352202,-550805,,296274,
2024-10-26,-1922294,,,,,-19227,7748,72160,-3616671,-151132,,,,-295385,,,,,,-1882822,69839,711418,,-177332,
2024-10-27,180422,,,,,-24830,2615,-66098,-1513642,97708,,,,-2249,,,,,,-794823,-191241,-2204261,,-56655,
2024-10-28,805214,,,,,6256,951,211805,3559177,1693307,,,,181772,,,,,,1125711,-556588,877261,,53285,
2024-10-29,-70954,,,,,-2287,2615,2338321,4085243,501602,,,,382239,,,,,,2600934,709470,1296174,,94122,
2024-10-30,515357,,,,,7482,121338,-1667941,4350521,-1032178,,,,515675,,,,,,2050587,-560962,1901370,,221337,
2024-10-31,-1233926,,,,,-5316,41760,-416702,-1764470,-176899,,,,45743,,,,,,228975,123661,857183,,36461,
2024-11-01,-1594220,,,,,-17735,-55172,-2314711,-6150709,6220995,,,,-571432,,,,,,-1001052,-236856,-926502,,-3289,
2024-11-02,-448960,,,,,-7163,30682,-1203030,-1403850,1344638,,,,-127813,,,,,,-2016725,-1028309,317918,,-190199,
2024-11-03,-369628,,,,,-4806,-18739,3359266,-1442874,-226373,,,,-88493,,,,,,-446113,-423894,-346583,,-33776,
2024-11-04,-1056427,,,,,-14591,-37759,-6457582,-2417422,41322,,,,-116725,,,,,,-434445,-366766,-123076,,-98872,
2024-11-05,-368068,,,,,-8471,-1922,569941,-1111128,1567847,,,,-221031,,,,,,-1211289,135279,-746659,,31963,
2024-11-06,1296666,,,,,22981,142975,2518218,4953818,3195690,,,,271183,,,,,,2374759,10930,2749991,,118334,
2024-11-07,2936924,,,,,40331,-42363,1873196,11665507,2593875,,,,1438906,,,,,,7593300,23045534,3079674,,473965,
2024-11-08,312070,,,,,4418,-41761,-2584274,5989709,-804989,,,,291987,,,,,,838212,-770264,100561,,5013626,
2024-11-09,1617081,,,,,2917,33916,-2766268,-341209,589863,,,,133146,,,,,,2553097,-812929,-445945,,-3788246,
2024-11-10,1250512,,,,,18907,-5865,-2629034,2724449,59754,,,,232456,,,,,,-271301,452919,-190712,,85363,
2024-11-11,723861,,,,,32908,4240,1169661,17341848,807134,,,,738571,,,,,,2309746,217113,-1121728,,4590715,
2024-11-12,369183,,,,,29189,9754,2319551,9735068,475271,2366916,,,1330378,,,,,,8345869,3679471,-158881,,-3646711,
2024-11-13,-1677800,,,,,11269,-27917,1510706,4065006,1163136,-16782,,,29814,,,,,,-3068819,383999,-4184813,,688893,
2024-11-14,-220160,,,,,-16561,184553,870204,610053,2162494,819945,,,87220,,,,,,1496765,211227,1387883,,-2011985,
2024-11-15,-657411,,,,,-31737,-118845,-255742,-5697317,-1508136,-1703131,,,-573353,,,,,,-4684161,-1222103,-2097541,,-374540,
2024-11-16,2142324,,,,,27153,-19797,543037,9823898,1968371,1274304,,,656584,,,,,,3314343,839771,816848,,382964,
2024-11-17,-718006,,,,,61956,9910,92095,2265078,1676666,-752439,,,-16987,,,,,,-563664,1298776,1578662,,-96721,
2024-11-18,1520169,,,,,-39033,-8600,-56349,-2721698,-140785,-167323,,,-232909,,,,,,-1100534,701849,-877621,,-5763,
2024-11-19,-31975,,,,,54701,-10206,1482755,11195046,-2168633,769014,,,407571,,,,,,2245899,-53086,1072921,,727900,
2024-11-20,-1303757,,,,,-30255,-37882,1981155,-1566893,554916,326131,,,57732,,,,,,-518226,137369,1084459,,-49179,
2024-11-21,-883300,,,,,-21998,-25699,-390974,1265213,909787,1181003,,,208485,,,,,,-213910,-673561,3206336,,-51741,
2024-11-22,1886698,,,,,15515,25675,1558481,9049632,3434748,2123025,,,1136649,,,,,,2736796,1102612,-2249361,,251690,
2024-11-23,-592577,,,,,9190,-4188,1151785,7250547,466813,6367238,,,-2603,,,,,,392191,1805422,-9283624,,4738702,
2024-11-24,248772,,,,,84081,18841,-327440,2752591,-2336820,-1269137,,,-65315,,,,,,-153775,350602,-164767,,-4458062,
2024-11-25,108522,,,,,61707,-5293,990277,-573926,3822562,282559,,,-54507,,,,,,1804685,-768950,2331773,,-9450,
2024-11-26,-2554825,,,,,-39224,-107374,-2480630,-8011947,-1726793,-1759118,,,-708423,,,,,,-2194319,1036,-1716103,,-408524,
2024-11-27,-1024000,,,,,1088,157366,-211557,-4520994,3501040,-372352,,,-303925,,,,,,-7570817,-1119227,1834164,,-280407,
2024-11-28,-379985,,,,,16177,20544,1609625,10137610,1905806,1183627,,,1191731,,,,,,6101658,728794,4973586,,472851,
2024-11-29,-277315,,,,,32875,68724,-11218193,1589461,380721,-12953337,,,-247875,,,,,,-2798058,170928,592055,,-97487,
2024-11-30,736245,,,,,15052,121477,-307910,-9584385,1949810,681689,,,298251,,,,,,2812927,2110990,671146,,93039,
2024-12-01,-8768,,,,,-623223,15106,1674908,-4624803,-580761,5113971,,,-479,,,,,,43972,-1462687,-1405661,,-105676,
2024-12-02,943384,,,,,-14788,-52445,72669,9013635,1080356,690082,,,191062,,,,,,476547,172610,-197158,,250152,
2024-12-03,-2077772,,,,,15890,187029,1985838,6262463,-4327926,-6115105,,,-419573,,,,,,-3981798,-1789600,-2100070,,-2088,
2024-12-04,1276942,,,,,-579,-47982,-1898253,977256,5613958,-186512,,,41813,,,,,,1368874,-1804276,-3639507,,849272,
2024-12-05,-269276,,,,,3791,-13414,2799620,6325011,-573661,394405,,,665978,,,,,,2590483,1916361,446991,,48855,
2024-12-06,1008638,,,,,-5295,14121,25690,-8251710,2256106,-1845907,,,-326090,,,,,,-1476124,-1221183,-2967265,,-228196,
2024-12-07,691173,,,,,,,,,,,,,654677,,,,,,,,,,,
2024-12-08,482862,,,,,-542,-92885,7492826,7481611,-1181295,188525,,,-11736,,,,,,2933834,3849437,1646838,,272227,
2024-12-09,-1045310,,,,,7,-6667,253120,101672,314257,183818,,,93007,,,,,,551981,94527,395913,,31189,
2024-12-10,-4040804,,,,,671,-61219,-14520949,-25587229,-2293519,-3187155,,,-781242,,,,,,-3503939,417095329,-1504801,,-942197,
2024-12-11,347867,,,,,-13934,69614,192952,5081125,6789966,-222269,,,-101987,,,,,,-628633,79128521,1247018,,218158,
2024-12-12,2377262,,,,,38,28074,260263,13147382,2430583,1529117,,,874561,,,,,,7081705,-12115120,4429713,,624972,
2024-12-13,-500357,,,,,11,11052,-42728,-2633244,264009,-402754,,,-163915,,,,,,-1971704,236390278,-1302141,,281879,
2024-12-14,-358429,,,,,5,71772,-1328460,3891530,352618,1412294,,,230658,,,,,,994007,-114468646,-1450236,,-118747,
2024-12-15,-675395,,,,,-6,-10559,443085,-4544842,-144029,-19341,,,-30848,,,,,,-304680,-116710931,-1441836,,-246391,
2024-12-16,673602,,,,,17,8443,1393238,1169661,541627,1320816,,,615171,,,,,,3126618,42677212,1331549,,26638,
2024-12-17,-2554672,,,,,16,23278,772969,6393441,1782580,2427705,,,299594,,,,,,825834,-51418180,1082761,,265186,
2024-12-18,-473596,,,,,-30,-285097,-628455,-3808326,4884104,-91778,,,-180715,,,,,,1606385,27756926,2290989,,69130,
2024-12-19,-2358163,,,,,-56,25281,-7377379,-14025344,-2539693,-1583279,,,-1055209,,,,,,-7214366,-128240717,-2995758,,-509938,
2024-12-20,3343202,,,,,-38,-42840,-15270,-9400189,6573529,-1333542,,,-751429,,,,,,-141041,-6821708,-8455211,,-402286,
2024-12-21,1137580,,,,,4,3424,224113,1951852,-2172947,1500583,,,4620,,,,,,-2835536,11915419,-249282,,139768,
2024-12-22,-2052020,,,,,-23,-4752,-429440,-5840913,-2899134,-358073,,,-198649,,,,,,-836206,-29891001,580140,,-155688,
2024-12-23,305695,,,,,-22,-11797,-605926,-1750216,-1405385,-135337,,,-275678,,,,,,-1496222,-326590514,-491296,,-229483,
2024-12-24,1837336,,,,,38,15107,-1111337,5217175,951500,891407,,,125340,,,,,,-892891,2455531,1106913,,301202,
2024-12-25,753147,,,,,15,4682,512551,5057329,858429,1474529,,,646202,,,,,,2893287,1017934,2624982,,354637,
2024-12-26,-229609,,,,,-1,-1877,2796602,-2416358,-14503,-108199,,,50965,,,,,,1711232,-462170,1141662,,-9257,
2024-12-27,-1445235,,,,,-31,106249,-1613654,-11571496,-1359022,-1299679,,,-740950,,,,,,-4083467,-956848,38927,,-1738277,
2024-12-28,-1346700,,,,,1,-89040,1465166,420063,-667654,2370288,,,-230184,,,,,,-1268562,-1124571,1511378,,-45391,
2024-12-29,919959,,,,,10,-5631,295640,2688771,813784,724808,,,207693,,,,,,1443307,-909805,827972,,788831,
2024-12-30,-1154337,,,,,-10,7749,-984204,-7414921,645697,-1041464,,,-263430,,,,,,-1347752,-1463454,647611,,-639284,
2024-12-31,130711,,,,,3,141630,821474,-3047598,-279640,-122449,,,-145805,,,,,,-1644978,65538,5042092,,92034,
2025-01-01,286185,,,,,1,157119,2196675,724389,4025,244967,,,87827,,,,,,3487001,87714,-3611084,,139122,
2025-01-02,196738,,,,,5,-317962,920321,8186206,5429183,781767,,,244159,,,,,,896220,1603344,2138469,,225121,
2025-01-03,1856149,,,,,19,-44298,1090319,6111996,-3782913,943676,,,456835,,,,,,3766643,1005845,1630858,,-823268,
2025-01-04,1691094,,,,,28,7841,1268876,8904867,4878198,1264408,,,325848,,,,,,3626589,-85031,-3465528,,152677,
2025-01-05,274748,,,,,10,21879,-8255408,-923171,1059991,1192715,,,64169,,,,,,3053752,683394,635432,,41355,
2025-01-06,-339210,,,,,-8,-457,383659,10362,-146953,-44023,,,77790,,,,,,-242055,1543397,-772167,,-40379,
2025-01-07,561612,,,,,11,14561,-896536,3806440,-516030,1159569,,,573739,,,,,,2931026,860374,2309131,,299051,
2025-01-08,-643148,,,,,-57,-6213,-1002138,-14027337,954363,-2668590,,,-1128253,,,,,,-7556581,-2923771,-2689771,,-474521,
2025-01-09,-194095,,,,,-13,-8288,-569119,-4141325,1972267,-820548,,,-340534,,,,,,-2007883,-2078553,-724593,,-115151,
2025-01-10,-1264961,,,,,-22,-41512,-686079,-6459258,-1234553,-953997,,,-544964,,,,,,-2497185,-596942,-1270485,,-279558,
2025-01-11,190656,,,,,4,17434,-681087,3500585,1932792,804893,,,433859,,,,,,1743417,478718,536322,,54894,
2025-01-12,353194,,,,,7,3443,-322285,5817788,862178,194167,,,10590,,,,,,1094425,-1193105,4118476,,496787,
2025-01-13,-835774,,,,,-8,-31632,-671150,-5328974,-1170654,-513097,,,-138775,,,,,,-910648,-1473200,-477512,,-129382,
2025-01-14,-631090,,,,,-24,19458,-3321395,-2553058,3599173,98229,,,-63714,,,,,,-657348,1306881,-3734962,,-143298,
2025-01-15,515229,,,,,16,-2641,-1085874,9554517,1632901,1599501,,,456736,,,,,,2636500,1740156,5825406,,74073,
2025-01-16,-326905,,,,,34,49970,-603135,15610880,1697175,1499194,,,746020,,,,,,4228056,3966845,3147699,,455002,
2025-01-17,75537,,,,,-15,48791,-3131375,3591229,-1599520,-446623,,,-1559293,,,,,,-396505,-623508,2723972,,-5391,
2025-01-18,2441520,,,,,36,-103392,-185934,8924082,-1752683,1880698,,,866471,,,,,,1543247,2015023,2567851,,67528,
2025-01-19,1839469,,,,,-33,-8399,-1478512,-10484028,-2387956,-369236,,,-3188821,,,,,,2357197,-1446723,-3899985,,2726266,
2025-01-20,-5057260,,,,,-27,-7658,-1504870,-19583689,4966394,-611305,,,-460119,,,,,,-4070981,-4014610,-8547720,,-3284084,
2025-01-21,1013260,,,,,21,-13897,-7604764,4556399,255567,1413167,,,315922,,,,,,3360788,4462571,-16861945,,202587,
2025-01-22,6120346,,,,,12,27300,5068292,3830050,719067,1144512,,,384191,,,,,,1394325,6640314,8708561,,294245,
2025-01-23,-1744261,,,,,-20,3148,-1480795,364937,79470,-187150,,,-341611,,,,,,-1151032,-2472913,-528328,,-347845,
2025-01-24,1107863,,,,,20,4258,-769054,-2095654,-1872209,57626,,,112081,,,,,,423281,959664,1841660,,-62131,
